date_obj,Combat%20bracelet price
2019-02-27,12390
2019-02-28,12280
2019-03-01,12338
2019-03-02,12463
2019-03-03,12467
2019-03-04,12483
2019-03-05,12452
2019-03-06,12551
2019-03-07,12390
2019-03-08,12340
2019-03-09,12349
2019-03-10,12419
2019-03-11,12362
2019-03-12,12404
2019-03-13,12317
2019-03-14,12363
2019-03-15,12431
2019-03-16,12455
2019-03-17,12398
2019-03-18,12403
2019-03-19,12446
2019-03-20,12381
2019-03-21,12419
2019-03-22,12420
2019-03-23,12417
2019-03-24,12397
2019-03-25,12383
2019-03-26,12371
2019-03-27,12372
2019-03-28,12353
2019-03-29,12456
2019-03-30,12354
2019-03-31,12371
2019-04-01,12407
2019-04-02,12406
2019-04-03,12379
2019-04-04,12370
2019-04-05,12354
2019-04-06,12346
2019-04-07,12411
2019-04-08,12355
2019-04-09,12346
2019-04-10,12352
2019-04-11,12311
2019-04-12,12268
2019-04-13,12270
2019-04-14,12290
2019-04-15,12304
2019-04-16,12319
2019-04-17,12324
2019-04-18,12334
2019-04-19,12345
2019-04-20,12360
2019-04-21,12377
2019-04-22,12318
2019-04-23,12329
2019-04-24,12321
2019-04-25,12332
2019-04-26,12363
2019-04-27,12367
2019-04-28,12328
2019-04-29,12334
2019-04-30,12329
2019-05-01,12359
2019-05-02,12339
2019-05-03,12368
2019-05-04,12360
2019-05-05,12363
2019-05-06,12315
2019-05-07,12313
2019-05-08,12332
2019-05-09,12343
2019-05-10,12442
2019-05-11,12351
2019-05-12,12347
2019-05-13,12335
2019-05-14,12354
2019-05-15,12326
2019-05-16,12355
2019-05-17,12331
2019-05-18,12354
2019-05-19,12397
2019-05-20,12357
2019-05-21,12344
2019-05-22,12374
2019-05-23,12372
2019-05-24,12360
2019-05-25,12375
2019-05-26,12398
2019-05-27,12375
2019-05-28,12350
2019-05-29,12340
2019-05-30,12355
2019-05-31,12371
2019-06-01,12353
2019-06-02,12285
2019-06-03,12349
2019-06-04,12375
2019-06-05,12380
2019-06-06,12372
2019-06-07,12347
2019-06-08,12362
2019-06-09,12328
2019-06-10,12294
2019-06-11,12357
2019-06-12,12357
2019-06-13,12378
2019-06-14,12430
2019-06-15,12521
2019-06-16,12366
2019-06-17,12348
2019-06-18,12329
2019-06-19,12337
2019-06-20,12349
2019-06-21,12263
2019-06-22,12316
2019-06-23,12310
2019-06-24,12307
2019-06-25,12289
2019-06-26,12328
2019-06-27,12320
2019-06-28,12323
2019-06-29,12312
2019-06-30,12297
2019-07-01,12378
2019-07-02,12356
2019-07-03,12325
2019-07-04,12315
2019-07-05,12359
2019-07-06,12342
2019-07-07,12263
2019-07-08,12303
2019-07-09,12333
2019-07-10,12353
2019-07-11,12415
2019-07-12,12321
2019-07-13,12316
2019-07-14,12329
2019-07-15,12260
2019-07-16,12293
2019-07-17,12316
2019-07-18,12325
2019-07-19,12332
2019-07-20,12413
2019-07-21,12344
2019-07-22,12287
2019-07-23,12320
2019-07-24,12298
2019-07-25,12317
2019-07-26,12462
2019-07-27,12373
2019-07-28,12292
2019-07-29,12313
2019-07-30,12261
2019-07-31,12260
2019-08-01,12314
2019-08-02,12236
2019-08-03,12230
2019-08-04,12285
2019-08-05,12253
2019-08-06,12253
2019-08-07,12232
2019-08-08,12262
2019-08-09,12257
2019-08-10,12283
2019-08-11,12230
2019-08-12,12223
2019-08-13,12235
2019-08-14,12257
2019-08-15,12261
2019-08-16,12249
2019-08-17,12304
2019-08-18,12276
2019-08-19,12298
2019-08-20,12268
2019-08-21,12232
2019-08-22,12241
2019-08-23,12269
2019-08-24,12273
2019-08-24,12273
2019-08-25,12300
2019-08-25,12300
2019-08-26,12283
2019-08-27,12282
2019-08-27,12282
2019-08-28,12284
2019-08-29,12269
2019-08-30,12287
2019-08-31,12274
2019-09-01,12293
2019-09-02,12288
2019-09-03,12286
2019-09-04,12274
2019-09-05,12296
2019-09-06,12287
2019-09-07,12268
2019-09-08,12267
2019-09-09,12270
2019-09-10,12284
2019-09-11,12301
2019-09-12,12314
2019-09-13,12319
2019-09-14,12322
2019-09-15,12354
2019-09-16,12332
2019-09-17,12351
2019-09-18,12328
2019-09-19,12310
2019-09-20,12329
2019-09-21,12318
2019-09-22,12341
2019-09-23,12340
2019-09-24,12338
2019-09-25,12313
2019-09-26,12322
2019-09-27,12350
2019-09-28,12364
2019-09-29,12348
2019-09-30,12349
2019-10-01,12322
2019-10-02,12279
2019-10-03,12261
2019-10-04,12297
2019-10-05,12238
2019-10-06,12201
2019-10-07,12198
2019-10-08,12200
2019-10-09,12266
2019-10-10,12221
2019-10-11,12196
2019-10-12,12207
2019-10-13,12231
2019-10-14,12221
2019-10-15,12234
2019-10-16,12241
2019-10-17,12239
2019-10-18,12252
2019-10-19,12261
2019-10-20,12248
2019-10-21,12258
2019-10-22,12249
2019-10-23,12228
2019-10-24,12220
2019-10-25,12240
2019-10-26,12190
2019-10-27,12186
2019-10-28,12210
2019-10-29,12172
2019-10-30,12209
2019-10-31,12208
2019-11-01,12238
2019-11-02,12233
2019-11-03,12241
2019-11-04,12215
2019-11-05,12180
2019-11-06,12179
2019-11-07,12221
2019-11-08,12256
2019-11-09,12219
2019-11-10,12217
2019-11-11,12219
2019-11-12,12225
2019-11-13,12201
2019-11-14,12209
2019-11-15,12278
2019-11-16,12233
2019-11-17,12236
2019-11-18,12231
2019-11-19,12219
2019-11-20,12240
2019-11-21,12227
2019-11-22,12253
2019-11-23,12178
2019-11-24,12183
2019-11-25,12179
2019-11-26,12188
2019-11-27,12227
2019-11-28,12237
2019-11-29,12256
2019-11-30,12254
2019-12-01,12227
2019-12-02,12136
2019-12-03,12184
2019-12-04,12253
2019-12-05,12283
2019-12-06,12274
2019-12-07,12251
2019-12-08,12184
2019-12-09,12227
2019-12-10,12194
2019-12-11,12188
2019-12-12,12201
2019-12-13,12251
2019-12-14,12245
2019-12-15,12202
2019-12-16,12199
2019-12-17,12224
2019-12-18,12229
2019-12-19,12229
2019-12-20,12218
2019-12-21,12238
2019-12-22,12207
2019-12-23,12215
2019-12-24,12232
2019-12-25,12240
2019-12-26,12239
2019-12-27,12229
2019-12-28,12240
2019-12-29,12274
2019-12-30,12282
2019-12-31,12276
2020-01-01,12250
2020-01-02,12271
2020-01-03,12253
2020-01-04,12234
2020-01-05,12226
2020-01-06,12218
2020-01-07,12222
2020-01-08,12223
2020-01-09,12237
2020-01-10,12238
2020-01-11,12225
2020-01-12,12254
2020-01-13,12240
2020-01-14,12295
2020-01-15,12294
2020-01-16,12271
2020-01-17,12256
2020-01-18,12287
2020-01-19,12316
2020-01-20,12289
2020-01-21,12268
2020-01-22,12238
2020-01-23,12226
2020-01-24,12254
2020-01-25,12237
2020-01-26,12226
2020-01-27,12251
2020-01-28,12267
2020-01-29,12252
2020-01-30,12284
2020-01-31,12353
2020-02-01,12322
2020-02-02,12299
2020-02-03,12252
2020-02-04,12250
2020-02-05,12231
2020-02-06,12207
2020-02-07,12227
2020-02-08,12216
2020-02-09,12205
2020-02-10,12219
2020-02-11,12247
2020-02-12,12259
2020-02-13,12262
2020-02-14,12269
2020-02-15,12235
2020-02-16,12186
2020-02-17,12222
2020-02-18,12225
2020-02-19,12210
2020-02-20,12225
2020-02-21,12207
2020-02-22,12217
2020-02-23,12221
2020-02-24,12226
2020-02-25,12230
2020-02-26,12268
2020-02-27,12372
2020-02-28,12309
2020-02-29,12284
2020-03-01,12247
2020-03-02,12238
2020-03-03,12238
2020-03-04,12250
2020-03-05,12246
2020-03-06,12255
2020-03-07,12258
2020-03-08,12238
2020-03-09,12211
2020-03-10,12245
2020-03-11,12254
2020-03-12,12241
2020-03-13,12277
2020-03-14,12259
2020-03-15,12276
2020-03-16,12215
2020-03-17,12226
2020-03-18,12241
2020-03-19,12247
2020-03-20,12261
2020-03-21,12260
2020-03-22,12257
2020-03-23,12245
2020-03-24,12265
2020-03-25,12289
2020-03-26,12278
2020-03-27,12293
2020-03-28,12224
2020-03-29,12255
2020-03-30,12264
2020-03-31,12272
2020-04-01,12285
2020-04-02,12287
2020-04-03,12284
2020-04-04,12304
2020-04-05,12322
2020-04-06,12293
2020-04-07,12303
2020-04-08,12320
2020-04-09,12290
2020-04-10,12283
2020-04-11,12292
2020-04-12,12293
2020-04-13,12268
2020-04-14,12280
2020-04-15,12301
2020-04-16,12289
2020-04-17,12289
2020-04-18,12288
2020-04-19,12300
2020-04-20,12319
2020-04-21,12298
2020-04-22,12309
2020-04-23,12314
2020-04-24,12311
2020-04-25,12284
2020-04-26,12263
2020-04-27,12268
2020-04-28,12289
2020-04-29,12290
2020-04-30,12320
2020-05-01,12278
2020-05-02,12323
2020-05-03,12346
2020-05-04,12312
2020-05-05,12304
2020-05-06,12314
2020-05-07,12314
2020-05-08,12318
2020-05-09,12295
2020-05-10,12294
2020-05-11,12317
2020-05-12,12321
2020-05-13,12321
