date_obj,Bronze%20plateskirt%20(g) price
2015-03-26,49310
2015-03-27,49310
2015-03-28,47097
2015-03-29,44940
2015-03-30,42912
2015-03-31,40894
2015-04-01,39181
2015-04-02,37294
2015-04-03,35594
2015-04-04,33889
2015-04-05,32339
2015-04-06,30843
2015-04-07,29426
2015-04-08,28086
2015-04-09,26734
2015-04-10,25488
2015-04-11,24364
2015-04-12,23279
2015-04-13,22213
2015-04-14,21176
2015-04-15,20209
2015-04-16,19405
2015-04-17,18558
2015-04-18,18558
2015-04-19,17771
2015-04-20,17771
2015-04-21,16969
2015-04-22,16969
2015-04-23,16193
2015-04-24,16193
2015-04-25,15475
2015-04-26,15475
2015-04-27,14767
2015-04-28,14767
2015-04-29,14121
2015-04-30,13513
2015-05-01,12903
2015-05-02,12348
2015-05-03,12348
2015-05-04,11765
2015-05-05,11195
2015-05-06,10704
2015-05-07,10704
2015-05-08,10212
2015-05-09,10212
2015-05-10,9701
2015-05-11,9701
2015-05-12,9233
2015-05-13,9233
2015-05-14,8807
2015-05-15,8807
2015-05-16,8406
2015-05-17,8054
2015-05-18,8054
2015-05-19,7703
2015-05-20,7703
2015-05-21,7703
2015-05-22,7342
2015-05-23,7342
2015-05-24,7072
2015-05-25,7072
2015-05-26,7012
2015-05-27,7012
2015-05-28,7012
2015-05-29,6806
2015-05-30,6806
2015-05-31,6682
2015-06-01,6682
2015-06-02,6682
2015-06-03,6517
2015-06-04,6517
2015-06-05,6369
2015-06-06,6369
2015-06-07,6245
2015-06-08,6245
2015-06-09,6182
2015-06-10,6182
2015-06-11,6182
2015-06-12,6003
2015-06-13,6003
2015-06-14,6003
2015-06-15,5895
2015-06-16,5895
2015-06-17,5895
2015-06-18,6022
2015-06-19,6022
2015-06-20,6022
2015-06-21,6022
2015-06-22,5979
2015-06-23,5979
2015-06-24,5979
2015-06-25,6005
2015-06-26,6005
2015-06-27,6005
2015-06-28,5782
2015-06-29,5782
2015-06-30,5782
2015-07-01,5663
2015-07-02,5663
2015-07-03,5663
2015-07-04,5582
2015-07-05,5582
2015-07-06,5582
2015-07-07,5528
2015-07-08,5528
2015-07-09,5528
2015-07-10,5507
2015-07-11,5507
2015-07-12,5507
2015-07-13,5420
2015-07-14,5420
2015-07-15,5420
2015-07-16,5179
2015-07-17,5179
2015-07-18,4979
2015-07-19,4979
2015-07-20,4755
2015-07-21,4755
2015-07-22,4632
2015-07-23,4632
2015-07-24,4523
2015-07-25,4523
2015-07-26,4523
2015-07-27,4489
2015-07-28,4489
2015-07-29,4498
2015-07-30,4498
2015-07-31,4498
2015-08-01,4372
2015-08-02,4372
2015-08-03,4225
2015-08-04,4225
2015-08-05,4096
2015-08-06,4096
2015-08-07,4096
2015-08-08,4189
2015-08-09,4189
2015-08-10,4189
2015-08-11,4395
2015-08-12,4395
2015-08-13,4395
2015-08-14,4494
2015-08-15,4494
2015-08-16,4494
2015-08-17,4542
2015-08-18,4542
2015-08-19,4542
2015-08-20,4635
2015-08-21,4635
2015-08-22,4603
2015-08-23,4603
2015-08-24,4603
2015-08-25,4603
2015-08-26,4598
2015-08-27,4598
2015-08-28,4598
2015-08-29,4663
2015-08-30,4663
2015-08-31,4663
2015-09-01,4861
2015-09-02,4861
2015-09-03,4861
2015-09-04,4861
2015-09-05,5082
2015-09-06,5082
2015-09-07,5082
2015-09-08,5324
2015-09-09,5324
2015-09-10,5324
2015-09-11,5492
2015-09-12,5492
2015-09-13,5492
2015-09-14,5492
2015-09-15,5568
2015-09-16,5568
2015-09-17,5568
2015-09-18,5568
2015-09-19,5631
2015-09-20,5631
2015-09-21,5631
2015-09-22,5631
2015-09-23,5440
2015-09-24,5440
2015-09-25,5440
2015-09-27,5315
2015-09-28,5315
2015-09-29,5239
2015-09-30,5239
2015-10-05,5041
2015-10-06,5086
2015-10-07,5086
2015-10-08,5086
2015-10-09,5331
2015-10-10,5331
2015-10-11,5331
2015-10-12,5545
2015-10-13,5545
2015-10-14,5545
2015-10-15,5545
2015-10-16,5612
2015-10-17,5612
2015-10-18,5612
2015-10-19,5612
2015-10-20,5612
2015-10-22,5612
2015-10-23,5597
2015-10-24,5597
2015-10-25,5597
2015-10-26,5454
2015-10-27,5454
2015-10-29,5235
2015-10-30,5235
2015-10-31,5004
2015-11-01,5004
2015-11-02,5004
2015-11-03,4778
2015-11-04,4778
2015-11-05,4778
2015-11-06,4566
2015-11-07,4566
2015-11-08,4566
2015-11-09,4438
2015-11-10,4438
2015-11-11,4438
2015-11-12,4438
2015-11-13,4414
2015-11-14,4414
2015-11-15,4414
2015-11-16,4374
2015-11-17,4374
2015-11-18,4374
2015-11-19,4339
2015-11-20,4339
2015-11-21,4339
2015-11-22,4254
2015-11-23,4254
2015-11-24,4254
2015-11-25,4296
2015-11-26,4296
2015-11-27,4296
2015-11-28,4296
2015-11-29,4296
2015-11-30,4296
2015-12-01,4296
2015-12-02,4149
2015-12-03,4149
2015-12-04,4149
2015-12-05,4069
2015-12-06,4069
2015-12-07,4069
2015-12-08,3980
2015-12-09,3980
2015-12-10,3980
2015-12-11,4048
2015-12-12,4048
2015-12-13,4048
2015-12-14,4048
2015-12-15,3955
2015-12-16,3955
2015-12-17,3955
2015-12-18,3969
2015-12-19,3969
2015-12-20,3969
2015-12-21,3994
2015-12-22,3994
2015-12-23,3994
2015-12-24,3990
2015-12-25,3990
2015-12-26,3990
2015-12-27,3990
2015-12-28,4035
2015-12-29,4035
2015-12-30,4012
2015-12-31,4012
2016-01-01,4012
2016-01-02,4012
2016-01-03,3965
2016-01-04,3965
2016-01-05,3914
2016-01-06,3914
2016-01-07,3914
2016-01-08,3914
2016-01-09,3902
2016-01-10,3902
2016-01-11,3902
2016-01-12,3847
2016-01-13,3847
2016-01-14,3847
2016-01-15,3917
2016-01-16,3917
2016-01-17,3917
2016-01-18,3950
2016-01-19,3950
2016-01-20,3950
2016-01-21,4005
2016-01-22,4005
2016-01-23,4005
2016-01-24,4053
2016-01-25,4053
2016-01-26,4053
2016-01-27,4032
2016-01-28,4032
2016-01-29,4032
2016-01-30,3993
2016-01-31,3993
2016-02-01,3951
2016-02-02,3951
2016-02-03,3930
2016-02-04,3930
2016-02-05,3930
2016-02-06,3966
2016-02-07,3966
2016-02-08,3966
2016-02-09,3908
2016-02-10,3908
2016-02-11,3917
2016-02-12,3917
2016-02-13,4001
2016-02-14,4001
2016-02-15,4001
2016-02-16,3963
2016-02-17,3963
2016-02-18,3963
2016-02-19,4077
2016-02-20,4077
2016-02-21,4183
2016-02-22,4183
2016-02-23,4183
2016-02-24,4183
2016-02-25,4290
2016-02-26,4290
2016-02-27,4370
2016-02-28,4370
2016-02-29,4370
2016-03-01,4525
2016-03-02,4525
2016-03-03,4525
2016-03-04,4675
2016-03-05,4675
2016-03-06,4675
2016-03-07,4876
2016-03-08,4876
2016-03-09,4876
2016-03-10,4995
2016-03-11,4995
2016-03-12,5026
2016-03-13,5026
2016-03-14,5026
2016-03-15,5231
2016-03-16,5231
2016-03-17,5231
2016-03-18,5453
2016-03-19,5453
2016-03-20,5453
2016-03-21,5453
2016-03-22,5646
2016-03-23,5646
2016-03-24,5646
2016-03-25,5876
2016-03-26,5876
2016-03-27,5876
2016-03-28,5967
2016-03-29,5967
2016-03-30,5967
2016-03-31,5967
2016-04-01,6095
2016-04-02,6095
2016-04-03,6095
2016-04-04,6167
2016-04-05,6167
2016-04-06,6167
2016-04-07,6076
2016-04-08,6076
2016-04-09,6076
2016-04-10,6065
2016-04-11,6065
2016-04-12,6065
2016-04-13,6065
2016-04-14,6162
2016-04-15,6162
2016-04-16,6162
2016-04-17,5939
2016-04-18,5939
2016-04-19,5939
2016-04-20,5916
2016-04-21,5916
2016-04-22,5916
2016-04-23,5858
2016-04-24,5858
2016-04-25,5632
2016-04-26,5632
2016-04-27,5764
2016-04-28,5764
2016-04-29,5764
2016-04-30,5567
2016-05-01,5567
2016-05-02,5567
2016-05-03,5690
2016-05-04,5690
2016-05-05,5773
2016-05-06,5773
2016-05-07,5773
2016-05-08,5697
2016-05-09,5697
2016-05-10,5730
2016-05-11,5730
2016-05-12,5730
2016-05-13,5864
2016-05-14,5864
2016-05-15,5864
2016-05-16,5833
2016-05-17,5833
2016-05-18,5833
2016-05-19,5959
2016-05-22,6001
2016-05-23,6001
2016-05-24,6001
2016-05-25,6025
2016-05-26,6025
2016-05-27,5958
2016-05-28,5958
2016-05-29,5807
2016-05-30,5807
2016-05-31,5807
2016-06-01,5756
2016-06-02,5756
2016-06-03,5756
2016-06-04,5756
2016-06-05,5853
2016-06-06,5853
2016-06-07,5853
2016-06-08,6002
2016-06-09,6002
2016-06-10,5935
2016-06-11,5935
2016-06-12,5935
2016-06-13,5935
2016-06-14,6208
2016-06-15,6208
2016-06-16,6208
2016-06-17,6153
2016-06-18,6153
2016-06-19,6153
2016-06-20,5937
2016-06-21,5937
2016-06-22,5715
2016-06-23,5715
2016-06-24,5715
2016-06-25,5715
2016-06-26,5601
2016-06-27,5601
2016-06-28,5601
2016-06-29,5565
2016-06-30,5565
2016-07-01,5345
2016-07-02,5345
2016-07-03,5345
2016-07-04,5129
2016-07-05,5129
2016-07-06,5156
2016-07-07,5156
2016-07-08,4991
2016-07-09,4991
2016-07-10,4833
2016-07-11,4833
2016-07-12,4710
2016-07-13,4710
2016-07-14,4718
2016-07-15,4718
2016-07-16,4718
2016-07-17,4829
2016-07-18,4829
2016-07-23,5020
2016-07-24,5020
2016-07-25,5127
2016-07-26,5127
2016-07-27,5127
2016-07-28,5244
2016-07-29,5244
2016-07-30,5086
2016-07-31,5086
2016-08-01,5086
2016-08-02,5066
2016-08-03,5066
2016-08-04,5066
2016-08-05,5066
2016-08-06,5147
2016-08-07,5147
2016-08-08,5147
2016-08-09,5072
2016-08-10,5072
2016-08-11,5072
2016-08-12,5072
2016-08-13,4831
2016-08-14,4831
2016-08-15,4831
2016-08-16,4589
2016-08-17,4589
2016-08-18,4589
2016-08-19,4589
2016-08-20,4469
2016-08-21,4469
2016-08-22,4469
2016-08-23,4372
2016-08-24,4372
2016-08-25,4372
2016-08-26,4372
2016-08-28,4348
2016-08-31,4364
2016-09-01,4364
2016-09-02,4364
2016-09-03,4364
2016-09-04,4282
2016-09-05,4282
2016-09-06,4282
2016-09-07,4188
2016-09-08,4188
2016-09-09,4188
2016-09-10,4058
2016-09-11,4058
2016-09-12,4058
2016-09-13,4058
2016-09-14,4017
2016-09-15,4017
2016-09-16,4017
2016-09-17,3931
2016-09-18,3931
2016-09-19,3931
2016-09-20,3931
2016-09-21,3909
2016-09-22,3909
2016-09-23,3909
2016-09-24,3909
2016-09-25,3806
2016-09-26,3806
2016-09-27,3806
2016-09-28,3650
2016-09-29,3650
2016-09-30,3650
2016-10-01,3551
2016-10-02,3551
2016-10-03,3551
2016-10-04,3551
2016-10-05,3678
2016-10-06,3678
2016-10-07,3678
2016-10-08,3678
2016-10-09,3829
2016-10-10,3829
2016-10-11,3829
2016-10-12,3829
2016-10-13,3993
2016-10-14,3993
2016-10-15,3993
2016-10-16,3993
2016-10-17,4127
2016-10-18,4127
2016-10-19,4127
2016-10-20,4134
2016-10-21,4134
2016-10-22,4134
2016-10-23,4169
2016-10-24,4169
2016-10-25,4169
2016-10-26,4169
2016-10-27,4120
2016-10-28,4120
2016-10-29,4120
2016-10-30,4120
2016-10-31,4064
2016-11-01,4064
2016-11-02,4064
2016-11-03,4064
2016-11-04,4045
2016-11-05,4045
2016-11-06,4045
2016-11-07,4045
2016-11-08,4071
2016-11-09,4071
2016-11-10,4071
2016-11-11,4056
2016-11-12,4056
2016-11-13,4056
2016-11-14,3876
2016-11-15,3876
2016-12-07,4024
2016-12-08,3989
2016-12-09,3989
2016-12-10,3989
2016-12-11,3804
2016-12-12,3804
2016-12-13,3804
2016-12-14,3778
2016-12-15,3778
2016-12-16,3778
2016-12-17,3632
2016-12-18,3632
2016-12-19,3632
2016-12-20,3498
2016-12-21,3498
2016-12-22,3498
2016-12-23,3373
2016-12-24,3373
2016-12-25,3373
2016-12-26,3301
2016-12-27,3301
2016-12-28,3301
2016-12-29,3158
2016-12-30,3158
2016-12-31,3158
