date_obj,Dragon%20limbs price
2018-09-30,8274588
2018-10-02,8274588
2018-10-03,8280120
2018-10-04,8280120
2018-10-05,8280120
2018-10-06,8369168
2018-10-07,8369168
2018-10-08,8369168
2018-10-09,8369168
2018-10-10,8369168
2018-10-11,8285094
2018-10-12,8285094
2018-10-13,8285094
2018-10-14,8285094
2018-10-15,8305165
2018-10-16,8305165
2018-10-17,8305165
2018-10-18,8305165
2018-10-19,8356064
2018-10-20,8356064
2018-10-21,8356064
2018-10-22,8407805
2018-10-23,8407805
2018-10-24,8407805
2018-10-25,8407805
2018-10-26,8407805
2018-10-27,8408765
2018-10-28,8408765
2018-10-29,8408765
2018-10-30,8408765
2018-10-31,8276513
2018-11-01,8276513
2018-11-03,8173019
2018-11-04,8173019
2018-11-05,8173019
2018-11-06,8273531
2018-11-07,8273531
2018-11-08,8273531
2018-11-09,8273531
2018-11-10,8306686
2018-11-11,8306686
2018-11-12,8638331
2018-11-13,8638331
2018-11-14,8638331
2018-11-15,8666907
2018-11-16,8666907
2018-11-17,8666907
2018-11-18,8694521
2018-11-19,8694521
2018-11-20,8711259
2018-11-21,8711259
2018-11-22,8711259
2018-11-23,8711259
2018-11-24,8579824
2018-11-25,8579824
2018-11-26,8579824
2018-11-27,8384001
2018-11-28,8384001
2018-11-29,8384001
2018-12-01,8255785
2018-12-02,8560581
2018-12-03,8560581
2018-12-04,8560581
2018-12-05,8870728
2018-12-07,8870728
2018-12-09,8901844
2018-12-10,8901844
2018-12-11,8916653
2018-12-12,8916653
2018-12-13,8916653
2018-12-14,8871471
2018-12-15,8871471
2018-12-16,8990964
2018-12-17,8990964
2018-12-18,9057899
2018-12-19,9057899
2018-12-20,8992042
2018-12-21,8992042
2018-12-22,8877553
2018-12-23,8877553
2018-12-24,8801264
2018-12-25,8801264
2018-12-26,8801264
2018-12-27,8820700
2018-12-28,8820700
2018-12-29,8940011
2018-12-30,8940011
2018-12-31,8978672
2019-01-01,8978672
2019-01-02,8956131
2019-01-03,8956131
2019-01-04,9030653
2019-01-05,9030653
2019-01-06,9003479
2019-01-08,8915186
2019-01-10,8666551
2019-01-11,8666551
2019-01-12,8233223
2019-01-13,7875752
2019-01-14,7510888
2019-01-15,7340877
2019-01-16,7340877
2019-01-17,7163184
2019-01-18,7163184
2019-01-19,6997565
2019-01-20,6898801
2019-01-21,6898801
2019-01-22,6712578
2019-01-23,6430699
2019-01-24,6430699
2019-01-25,6350528
2019-01-26,6577228
2019-01-27,6842727
2019-01-28,6842727
2019-01-29,7182554
2019-01-30,7358315
2019-01-31,7358315
2019-02-01,7369495
2019-02-02,7369495
2019-02-03,7259587
2019-02-04,7259587
2019-02-05,7038223
2019-02-06,7038223
2019-02-07,6944742
2019-02-08,6944742
2019-02-09,6652920
2019-02-10,6499919
2019-02-11,6494638
2019-02-12,6494638
2019-02-13,6398986
2019-02-14,6398986
2019-02-15,6213053
2019-02-16,6213053
2019-02-17,6136391
2019-02-18,6136391
2019-02-19,6105758
2019-02-20,6105758
2019-02-21,6037745
2019-02-22,6037745
2019-02-23,6053697
2019-02-24,6072456
2019-02-25,6039172
2019-02-26,6039172
2019-02-27,5931837
2019-02-28,5931837
2019-03-01,5719242
2019-03-02,5719242
2019-03-03,5734189
2019-03-04,5787243
2019-03-05,5787243
2019-03-06,5756029
2019-03-07,5785550
2019-03-08,5785550
2019-03-09,5829471
2019-03-10,5847163
2019-03-11,5847163
2019-03-12,5963895
2019-03-13,5963895
2019-03-14,5809693
2019-03-15,5809693
2019-03-16,5689422
2019-03-17,5661761
2019-03-18,5661761
2019-03-19,5670774
2019-03-20,5635691
2019-03-21,5635691
2019-03-22,5647107
2019-03-23,5657569
2019-03-24,5658297
2019-03-25,5658297
2019-03-26,5641019
2019-03-27,5641019
2019-03-28,5648171
2019-03-29,5579885
2019-03-30,5579885
2019-03-31,5478944
2019-04-01,5435053
2019-04-02,5435053
2019-04-03,5388901
2019-04-04,5356112
2019-04-05,5356112
2019-04-06,5227817
2019-04-07,5210693
2019-04-08,5192451
2019-04-09,5192451
2019-04-10,5144018
2019-04-11,5144018
2019-04-12,5055340
2019-04-13,5026353
2019-04-14,4924717
2019-04-15,4924717
2019-04-16,4684538
2019-04-17,4476141
2019-04-18,4253305
2019-04-19,4253305
2019-04-20,4105166
2019-04-21,4105166
2019-04-22,4252014
2019-04-23,4364679
2019-04-24,4364679
2019-04-25,4565394
2019-04-26,4458219
2019-04-27,4458219
2019-04-28,4475203
2019-04-29,4475203
2019-04-30,4498145
2019-05-01,4498145
2019-05-02,4504847
2019-05-03,4417907
2019-05-04,4421173
2019-05-05,4417717
2019-05-06,4417717
2019-05-07,4455527
2019-05-08,4455527
2019-05-09,4504491
2019-05-10,4603550
2019-05-11,4598444
2019-05-12,4603254
2019-05-13,4555067
2019-05-14,4535291
2019-05-15,4535291
2019-05-16,4528852
2019-05-17,4528852
2019-05-18,4490546
2019-05-19,4490546
2019-05-20,4440326
2019-05-21,4440326
2019-05-22,4460316
2019-05-23,4438810
2019-05-24,4438810
2019-05-25,4425667
2019-05-26,4425667
2019-05-27,4463560
2019-05-28,4471420
2019-05-29,4472798
2019-05-30,4472798
2019-05-31,4459282
2019-06-01,4432294
2019-06-02,4432294
2019-06-03,4419022
2019-06-04,4400540
2019-06-05,4400540
2019-06-06,4366556
2019-06-07,4366556
2019-06-08,4295874
2019-06-09,4184595
2019-06-10,4184595
2019-06-11,4112283
2019-06-12,4112283
2019-06-13,3949599
2019-06-14,3938377
2019-06-15,3938377
2019-06-16,3964837
2019-06-17,4012306
2019-06-18,4012306
2019-06-19,4125905
2019-06-20,4146916
2019-06-21,4146916
2019-06-22,4135052
2019-06-23,4082972
2019-06-24,4082972
2019-06-25,4064445
2019-06-26,4064445
2019-06-27,3999365
2019-06-28,3999365
2019-06-29,4055290
2019-06-30,4077711
2019-07-01,4077711
2019-07-02,4141652
2019-07-03,4180643
2019-07-04,4180643
2019-07-05,4155333
2019-07-06,4155333
2019-07-07,4134523
2019-07-08,4134523
2019-07-09,4086200
2019-07-10,4095944
2019-07-11,4095944
2019-07-12,4082514
2019-07-13,4082514
2019-07-14,3989803
2019-07-15,3989803
2019-07-16,3927064
2019-07-17,3869879
2019-07-18,3878669
2019-07-19,3878669
2019-07-20,3874527
2019-07-21,3845594
2019-07-22,3830709
2019-07-23,3825323
2019-07-24,3825323
2019-07-25,3752547
2019-07-26,3752547
2019-07-27,3592875
2019-07-28,3466682
2019-07-29,3407659
2019-07-30,3383357
2019-07-31,3336900
2019-08-01,3336900
2019-08-02,3312888
2019-08-03,3266663
2019-08-04,3223051
2019-08-05,3210179
2019-08-06,3157403
2019-08-07,3116045
2019-08-08,3116045
2019-08-09,3044527
2019-08-10,3003248
2019-08-11,3003248
2019-08-12,3031927
2019-08-13,3031927
2019-08-14,3042589
2019-08-15,3043656
2019-08-16,3034661
2019-08-17,3034661
2019-08-18,3104575
2019-08-19,3248986
2019-08-20,3248986
2019-08-21,3269380
2019-08-22,3243017
2019-08-23,3243017
2019-08-24,3237882
2019-08-24,3237882
2019-08-25,3237882
2019-08-25,3237882
2019-08-26,3309059
2019-08-27,3293390
2019-08-27,3293390
2019-08-28,3315217
2019-08-29,3308607
2019-08-30,3290007
2019-08-31,3290007
2019-09-01,3244915
2019-09-02,3244915
2019-09-03,3193623
2019-09-04,3171440
2019-09-05,3124902
2019-09-06,3124902
2019-09-07,3058375
2019-09-08,3039342
2019-09-09,3039342
2019-09-10,3021438
2019-09-11,3006726
2019-09-12,3006726
2019-09-13,2955571
2019-09-14,2931601
2019-09-15,2929878
2019-09-16,2932038
2019-09-17,2932038
2019-09-18,2930006
2019-09-19,2930006
2019-09-20,2890196
2019-09-21,2883327
2019-09-22,2872044
2019-09-23,2843512
2019-09-24,2843512
2019-09-25,2789230
2019-09-26,2740593
2019-09-27,2740593
2019-09-28,2743015
2019-09-29,2743015
2019-09-30,2759204
2019-10-01,2770129
2019-10-02,2770129
2019-10-03,2762357
2019-10-04,2762357
2019-10-05,2770579
2019-10-06,2826246
2019-10-07,2826246
2019-10-08,2851251
2019-10-09,2851251
2019-10-10,2848903
2019-10-11,2848903
2019-10-12,2843004
2019-10-13,2840536
2019-10-14,2825766
2019-10-15,2825766
2019-10-16,2869385
2019-10-17,2869385
2019-10-18,2880846
2019-10-19,2894306
2019-10-20,2894306
2019-10-21,2893429
2019-10-22,2906903
2019-10-23,2882196
2019-10-24,2882196
2019-10-25,2867512
2019-10-26,2864970
2019-10-27,2864970
2019-10-28,2861295
2019-10-29,2861295
2019-10-30,2851481
2019-10-31,2855001
2019-11-01,2855001
2019-11-02,2845767
2019-11-03,2842557
2019-11-04,2812117
2019-11-05,2812117
2019-11-06,2802711
2019-11-07,2802711
2019-11-08,2792563
2019-11-09,2792786
2019-11-10,2797994
2019-11-11,2805139
2019-11-12,2805139
2019-11-13,2811835
2019-11-14,2819988
2019-11-15,2808997
2019-11-16,2818149
2019-11-17,2818149
2019-11-18,2829170
2019-11-19,2829170
2019-11-20,2813306
2019-11-21,2813306
2019-11-22,2871860
2019-11-23,2846754
2019-11-24,2862012
2019-11-25,2862012
2019-11-26,2837506
2019-11-27,2837506
2019-11-28,2830964
2019-11-29,2830964
2019-11-30,2789930
2019-12-01,2803750
2019-12-02,2803750
2019-12-03,2828631
2019-12-04,2829432
2019-12-05,2829432
2019-12-06,2826374
2019-12-07,2819852
2019-12-08,2819852
2019-12-09,2821583
2019-12-10,2810173
2019-12-11,2810173
2019-12-12,2814196
2019-12-13,2788188
2019-12-14,2788188
2019-12-15,2806396
2019-12-16,2806396
2019-12-17,2831687
2019-12-18,2831687
2019-12-19,2843415
2019-12-20,2859858
2019-12-21,2866820
2019-12-22,2848693
2019-12-23,2848693
2019-12-24,2832050
2019-12-25,2825708
2019-12-26,2825708
2019-12-27,2874247
2019-12-28,2965668
2019-12-29,2965668
2019-12-30,3105555
2019-12-31,3069011
2020-01-01,3058583
2020-01-02,3022590
2020-01-03,3022590
2020-01-04,3015294
2020-01-05,2982241
2020-01-06,2982241
2020-01-07,2958702
2020-01-08,2958702
2020-01-09,2941778
2020-01-10,2905312
2020-01-11,2890188
2020-01-12,2890193
2020-01-13,2890193
2020-01-14,2868714
2020-01-15,2873223
2020-01-16,2837693
2020-01-17,2837573
2020-01-18,2837573
2020-01-19,2921723
2020-01-20,2928000
2020-01-21,2928000
2020-01-22,2901949
2020-01-23,2884717
2020-01-24,2863699
2020-01-25,2863699
2020-01-26,2852332
2020-01-27,2849906
2020-01-28,2849906
2020-01-29,2854915
2020-01-30,2838354
2020-01-31,2838354
2020-02-01,2823296
2020-02-02,2825020
2020-02-03,2825020
2020-02-04,2834838
2020-02-05,2814203
2020-02-06,2717509
2020-02-07,2685457
2020-02-08,2623979
2020-02-09,2630000
2020-02-10,2645098
2020-02-11,2645098
2020-02-12,2646012
2020-02-13,2646012
2020-02-14,2619468
2020-02-15,2631149
2020-02-16,2644094
2020-02-17,2636228
2020-02-18,2641307
2020-02-19,2641307
2020-02-20,2643508
2020-02-21,2643508
2020-02-22,2639438
2020-02-23,2639438
2020-02-24,2687884
2020-02-25,2744006
2020-02-26,2771353
2020-02-27,2771353
2020-02-28,2764706
2020-02-29,2764706
2020-03-01,2787649
2020-03-02,2782584
2020-03-03,2788121
2020-03-04,2788121
2020-03-05,2692962
2020-03-06,2632504
2020-03-07,2632504
2020-03-08,2629779
2020-03-09,2639338
2020-03-10,2632771
2020-03-11,2624308
2020-03-12,2615669
2020-03-13,2576899
2020-03-14,2560146
2020-03-15,2560146
2020-03-16,2569091
2020-03-17,2566633
2020-03-18,2578090
2020-03-19,2579874
2020-03-20,2635163
2020-03-21,2654659
2020-03-22,2758883
2020-03-23,2841159
2020-03-24,2909483
2020-03-25,2994406
2020-03-26,2989529
2020-03-27,3004818
2020-03-28,3003420
2020-03-29,3087632
2020-03-30,3089521
2020-03-31,3126502
2020-04-01,3140758
2020-04-02,3140127
2020-04-03,3140127
2020-04-04,3148330
2020-04-05,3148330
2020-04-06,3208343
2020-04-07,3222804
2020-04-08,3235445
2020-04-09,3248970
2020-04-10,3248970
2020-04-11,3309024
2020-04-12,3399774
2020-04-13,3446590
2020-04-14,3438251
2020-04-15,3489081
2020-04-16,3489081
2020-04-17,3542719
2020-04-18,3706985
2020-04-19,3890538
2020-04-20,3895160
2020-04-21,3918116
2020-04-22,3994187
2020-04-23,3990279
2020-04-24,3975825
2020-04-25,3806480
2020-04-26,3662664
2020-04-27,3576586
2020-04-28,3537400
2020-04-29,3489364
2020-04-30,3407176
2020-05-01,3383962
2020-05-02,3307969
2020-05-03,3167753
2020-05-04,3039781
2020-05-05,2982293
2020-05-06,2988262
2020-05-07,2982332
2020-05-08,2978017
2020-05-09,2970759
2020-05-10,2977212
2020-05-11,3004752
2020-05-12,3060626
2020-05-13,3122005
