date_obj,Dragon%20defender%20ornament%20kit price
2016-07-06,20807586
2016-07-07,20807586
2016-07-08,20257664
2016-07-09,19259764
2016-07-10,18296775
2016-07-11,17381936
2016-07-12,16512839
2016-07-13,15689848
2016-07-14,14905355
2016-07-15,14905355
2016-07-16,14160087
2016-07-17,14160087
2016-07-18,13452082
2016-07-23,12140503
2016-07-24,12140503
2016-07-25,11554606
2016-07-26,11554606
2016-07-27,11554606
2016-07-28,10976875
2016-07-29,10976875
2016-07-30,10428031
2016-07-31,10428031
2016-08-01,10428031
2016-08-02,9906629
2016-08-03,9906629
2016-08-04,9906629
2016-08-05,9416014
2016-08-06,9416014
2016-08-07,8945213
2016-08-08,8945213
2016-08-09,8497952
2016-08-10,8497952
2016-08-11,8497952
2016-08-12,8073054
2016-08-13,8073054
2016-08-14,7669401
2016-08-15,7669401
2016-08-16,7285930
2016-08-17,7285930
2016-08-18,7285930
2016-08-19,6921633
2016-08-20,6921633
2016-08-21,6921633
2016-08-22,6575551
2016-08-23,6575551
2016-08-24,6246773
2016-08-25,6246773
2016-08-26,6246773
2016-08-28,5934434
2016-08-31,5637712
2016-09-01,5355826
2016-09-02,5355826
2016-09-03,5090739
2016-09-04,5090739
2016-09-05,4836202
2016-09-06,4836202
2016-09-07,4836202
2016-09-08,4594391
2016-09-09,4594391
2016-09-10,4594391
2016-09-11,4368914
2016-09-12,4368914
2016-09-13,4368914
2016-09-14,4161782
2016-09-15,4161782
2016-09-16,4161782
2016-09-17,4127750
2016-09-18,4127750
2016-09-19,4319129
2016-09-20,4319129
2016-09-21,4319129
2016-09-22,4420187
2016-09-23,4420187
2016-09-24,4420187
2016-09-25,4238827
2016-09-26,4238827
2016-09-27,4238827
2016-09-28,4028529
2016-09-29,4028529
2016-09-30,4028529
2016-10-01,3884147
2016-10-02,3884147
2016-10-03,3884147
2016-10-04,3942159
2016-10-05,3942159
2016-10-06,3942159
2016-10-07,3807589
2016-10-08,3807589
2016-10-09,3698130
2016-10-10,3698130
2016-10-11,3811842
2016-10-12,3811842
2016-10-13,3927713
2016-10-14,3927713
2016-10-15,3880088
2016-10-16,3880088
2016-10-17,3880088
2016-10-18,3851536
2016-10-19,3851536
2016-10-20,3851536
2016-10-21,3800213
2016-10-22,3800213
2016-10-23,3800213
2016-10-24,3771574
2016-10-25,3771574
2016-10-26,3865143
2016-10-27,3865143
2016-10-28,3865143
2016-10-29,3844440
2016-10-30,3844440
2016-10-31,3931305
2016-11-01,3931305
2016-11-02,3931305
2016-11-03,4090807
2016-11-04,4090807
2016-11-05,4090807
2016-11-06,4053428
2016-11-07,4053428
2016-11-08,4053428
2016-11-09,3890252
2016-11-10,3890252
2016-11-11,3890252
2016-11-12,3736090
2016-11-13,3736090
2016-11-14,3736090
2016-11-15,3799108
2016-12-07,3613214
2016-12-08,3519577
2016-12-09,3519577
2016-12-10,3396443
2016-12-11,3396443
2016-12-12,3272846
2016-12-13,3272846
2016-12-14,3317211
2016-12-15,3317211
2016-12-16,3317211
2016-12-17,3454489
2016-12-18,3454489
2016-12-19,3605346
2016-12-20,3605346
2016-12-21,3723686
2016-12-22,3723686
2016-12-23,3587590
2016-12-24,3587590
2016-12-25,3544908
2016-12-26,3544908
2016-12-27,3512339
2016-12-28,3512339
2016-12-29,3512339
2016-12-30,3405547
2016-12-31,3405547
2017-01-01,3376555
2017-01-02,3376555
2017-01-03,3321260
2017-01-04,3321260
2017-01-05,3261508
2017-01-06,3261508
2017-01-07,3219068
2017-01-08,3219068
2017-01-09,3133014
2017-01-10,3133014
2017-01-11,2987749
2017-01-12,2963382
2017-01-13,2963382
2017-01-14,3069386
2017-01-15,3204626
2017-01-16,3354748
2017-01-17,3505978
2017-01-18,3667547
2017-01-19,3667547
2017-01-20,3838049
2017-01-21,4021416
2017-01-22,4021416
2017-01-23,4113096
2017-01-27,3906246
2017-01-28,3922512
2017-01-29,4022234
2017-01-30,4022234
2017-01-31,3913430
2017-02-01,3912982
2017-02-02,3912982
2017-02-03,4041173
2017-02-04,4230996
2017-02-05,4230996
2017-02-06,4442546
2017-02-07,4442546
2017-02-08,4664674
2017-02-09,4664674
2017-02-10,4823764
2017-02-11,4823764
2017-02-12,4645533
2017-02-13,4645533
2017-02-14,4455369
2017-02-15,4455369
2017-02-16,4360817
2017-02-18,4261813
2017-02-19,4230875
2017-02-20,4230875
2017-02-21,4202136
2017-02-22,4202136
2017-02-23,4030574
2017-02-24,4030574
2017-02-25,3849999
2017-02-26,3849999
2017-02-27,3724771
2017-02-28,3690377
2017-03-01,3690377
2017-03-02,3696394
2017-03-03,3696394
2017-03-04,3872932
2017-03-05,3872932
2017-03-06,4066579
2017-03-07,4066579
2017-03-08,4244707
2017-03-09,4244707
2017-03-10,4339061
2017-03-11,4339061
2017-03-12,4179301
2017-03-13,4009446
2017-03-14,3884992
2017-03-15,3884992
2017-03-16,3837164
2017-03-17,3837164
2017-03-18,3719860
2017-03-19,3708886
2017-03-20,3663623
2017-03-21,3663623
2017-03-22,3718838
2017-03-23,3718838
2017-03-24,3841065
2017-03-25,3841065
2017-03-26,3876002
2017-03-27,3876002
2017-03-28,3845240
2017-03-29,3745633
2017-03-30,3745633
2017-03-31,3630259
2017-04-01,3630259
2017-04-02,3754274
2017-04-03,3694099
2017-04-04,3680299
2017-04-12,4364849
2017-04-13,4442044
2017-04-14,4442044
2017-04-15,4602819
2017-04-16,4679444
2017-04-17,4731797
2017-04-18,4731797
2017-04-19,4883699
2017-04-20,4883699
2017-04-21,4802319
2017-04-22,4802319
2017-04-23,4768395
2017-04-24,4768395
2017-04-25,4689708
2017-04-26,4689708
2017-04-27,4731484
2017-04-28,4731484
2017-04-29,4830923
2017-04-30,4830923
2017-05-01,4806087
2017-05-02,4806087
2017-05-03,4743888
2017-05-04,4725900
2017-05-05,4725900
2017-05-06,4584852
2017-05-07,4584852
2017-05-08,4413456
2017-05-09,4215522
2017-05-10,4215522
2017-05-11,4046074
2017-05-12,3884081
2017-05-13,3800422
2017-05-14,3800422
2017-05-15,3685196
2017-05-16,3598917
2017-05-17,3598917
2017-05-18,3455893
2017-05-19,3455893
2017-05-20,3283098
2017-05-21,3283098
2017-05-22,3118943
2017-05-23,2975043
2017-05-24,2876523
2017-05-25,2809942
2017-05-26,2727380
2017-05-27,2740919
2017-05-28,2841266
2017-05-29,2970283
2017-05-30,3109828
2017-05-31,3250433
2017-06-01,3278030
2017-06-02,3296847
2017-06-03,3296847
2017-06-04,3217120
2017-06-05,3217120
2017-06-06,3296641
2017-06-07,3327718
2017-06-08,3327718
2017-06-09,3255291
2017-06-10,3192357
2017-06-11,3121646
2017-06-12,3121646
2017-06-13,3003523
2017-06-14,2854208
2017-06-15,2854208
2017-06-16,2739431
2017-06-17,2739431
2017-06-18,2642609
2017-06-19,2642609
2017-06-20,2589830
2017-06-21,2652050
2017-06-22,2652050
2017-06-23,2728238
2017-06-24,2828222
2017-06-25,2828222
2017-06-26,2905465
2017-06-27,2905465
2017-06-28,2808377
2017-06-29,2801078
2017-06-30,2801078
2017-07-01,2761725
2017-07-02,2761725
2017-07-03,2754330
2017-07-04,2833282
2017-07-05,2833282
2017-07-06,2916744
2017-07-07,2916744
2017-07-08,3027272
2017-07-13,3256121
2017-07-14,3187437
2017-07-15,3187437
2017-07-16,3112351
2017-07-17,3084008
2017-07-18,3084008
2017-07-19,3138445
2017-07-20,3152629
2017-07-21,3144390
2017-07-22,3165612
2017-07-23,3171417
2017-07-24,3171417
2017-07-25,3302630
2017-07-26,3277127
2017-07-27,3271980
2017-07-28,3271980
2017-07-29,3198118
2017-07-30,3175854
2017-07-31,3175854
2017-08-01,3123260
2017-08-02,3104032
2017-08-03,3104032
2017-08-04,2987267
2017-08-05,3028711
2017-08-06,3028711
2017-08-09,3172944
2017-08-10,3087261
2017-08-11,3087261
2017-08-12,2985970
2017-08-13,2985970
2017-08-14,2952922
2017-08-15,2895239
2017-08-16,2895239
2017-08-17,2856410
2017-08-18,2856410
2017-08-19,2861629
2017-08-20,2879819
2017-08-21,2879819
2017-08-22,2846758
2017-08-23,2846758
2017-08-24,2815972
2017-08-25,2815972
2017-08-26,2814476
2017-08-27,2816712
2017-08-28,2816712
2017-08-29,2805668
2017-08-30,2823379
2017-08-31,2823379
2017-09-01,2905269
2017-09-03,2988148
2017-09-04,3078287
2017-09-05,3166848
2017-09-06,3267339
2017-09-07,3319011
2017-09-08,3319011
2017-09-09,3482983
2017-09-10,3628469
2017-09-11,3624449
2017-09-12,3624449
2017-09-13,3639030
2017-09-14,3541956
2017-09-15,3541956
2017-09-16,3518540
2017-09-17,3516781
2017-09-18,3483822
2017-09-19,3483822
2017-09-20,3424227
2017-09-21,3374938
2017-09-22,3327766
2017-09-23,3327766
2017-09-24,3285889
2017-09-25,3221112
2017-09-26,3182387
2017-09-27,3182387
2017-09-28,3171034
2017-09-29,3269488
2017-09-30,3382079
2017-10-01,3513044
2017-10-02,3531445
2017-10-03,3531445
2017-10-04,3556250
2017-10-05,3573210
2017-10-06,3609019
2017-10-07,3570580
2017-10-08,3570580
2017-10-09,3520923
2017-10-10,3498568
2017-10-11,3498568
2017-10-12,3472260
2017-10-13,3407090
2017-10-14,3350876
2017-10-15,3350876
2017-10-16,3329922
2017-10-17,3329922
2017-10-18,3250077
2017-10-19,3201744
2017-10-20,3201744
2017-10-21,3148382
2017-10-22,3103143
2017-10-23,3106208
2017-10-24,3106208
2017-10-25,3028697
2017-10-26,3028697
2017-10-27,2955795
2017-10-28,2955795
2017-10-29,3025959
2017-10-30,2983052
2017-10-31,2980309
2017-11-01,2980309
2017-11-02,2973418
2017-11-03,2973418
2017-11-04,2949688
2017-11-05,2994570
2017-11-06,3044067
2017-11-07,3044067
2017-11-08,3051742
2017-11-09,3086912
2017-11-10,3086912
2017-11-11,3053052
2017-11-12,2970298
2017-11-13,2936401
2017-11-14,2936401
2017-11-15,2903364
2017-11-16,2848630
2017-11-17,2800326
2017-11-18,2800326
2017-11-19,2783076
2017-11-20,2737679
2017-11-21,2692573
2017-11-22,2693800
2017-11-23,2658749
2017-11-24,2635550
2017-11-25,2595564
2017-11-26,2544453
2017-11-27,2544453
2017-11-28,2513324
2017-11-29,2469829
2017-11-30,2469829
2017-12-01,2445448
2017-12-02,2445448
2017-12-03,2515647
2017-12-04,2610957
2017-12-05,2741505
2017-12-06,2874862
2017-12-07,2961803
2017-12-08,2961803
2017-12-09,3008116
2017-12-10,3101175
2017-12-11,3119681
2017-12-12,3119681
2017-12-13,3110412
2017-12-14,3107730
2017-12-15,3071671
2017-12-16,3024082
2017-12-17,3024082
2017-12-18,3064752
2017-12-19,3107820
2017-12-20,3107820
2017-12-21,3185278
2017-12-22,3212853
2017-12-23,3264653
2017-12-24,3409238
2017-12-25,3538020
2017-12-26,3627966
2017-12-27,3679801
2017-12-28,3679801
2017-12-29,3706246
2017-12-30,3760999
2017-12-31,3760999
2018-01-01,3852511
2018-01-02,3902743
2018-01-03,3930205
2018-01-04,3910700
2018-01-05,3997104
2018-01-06,4029929
2018-01-07,3990588
2018-01-08,3925176
2018-01-09,3860363
2018-01-10,3860363
2018-01-11,3713624
2018-01-12,3560433
2018-01-13,3525880
2018-01-14,3498897
2018-01-15,3491783
2018-01-16,3425007
2018-01-17,3304429
2018-01-18,3265533
2018-01-19,3265533
2018-01-20,3199751
2018-01-21,3185243
2018-01-22,3211928
2018-01-23,3257878
2018-01-25,3547493
2018-01-26,3718840
2018-01-27,3842270
2018-01-28,3881889
2018-01-29,3919719
2018-01-30,3911730
2018-01-31,3898432
2018-02-01,3898432
2018-02-02,3839963
2018-02-03,3833102
2018-02-04,3924526
2018-02-05,3856308
2018-02-06,3817077
2018-02-07,3839499
2018-02-08,3839499
2018-02-09,3864507
2018-02-10,3864507
2018-02-11,3864468
2018-02-12,3912249
2018-02-13,3944525
2018-02-14,4065407
2018-02-15,4210870
2018-02-16,4381416
2018-02-17,4515930
2018-02-18,4741180
2018-02-19,4977233
2018-02-20,5208500
2018-02-21,5265959
2018-02-22,5223370
2018-02-23,5071193
2018-02-24,4913298
2018-02-25,4880176
2018-02-26,4769912
2018-02-27,4744379
2018-02-28,4719157
2018-03-01,4712225
2018-03-02,4735218
2018-03-03,4802821
2018-03-04,4802821
2018-03-05,4652670
2018-03-06,4666634
2018-03-07,4615737
2018-03-08,4569522
2018-03-09,4542087
2018-03-10,4491902
2018-03-11,4397834
2018-03-12,4273748
2018-03-13,4247743
2018-03-14,4174874
2018-03-15,4071492
2018-03-16,3889394
2018-03-17,3705489
2018-03-18,3531465
2018-03-20,3271426
2018-03-21,3132365
2018-03-23,3156089
2018-03-24,3234500
2018-03-25,3363460
2018-03-26,3488376
2018-03-27,3582162
2018-03-28,3708467
2018-03-29,3853185
2018-03-30,3834153
2018-03-31,3799019
2018-04-01,3803494
2018-04-02,3778683
2018-04-03,3752575
2018-04-04,3702241
2018-04-05,3702241
2018-04-06,3733888
2018-04-07,3733888
2018-04-08,3678887
2018-04-09,3662644
2018-04-10,3587093
2018-04-11,3577211
2018-04-12,3552031
2018-04-13,3509234
2018-04-14,3431034
2018-04-15,3456389
2018-04-16,3464574
2018-04-17,3431374
