date_obj,Ancestral%20robe%20top price
2017-11-14,97616127
2017-11-15,97713635
2017-11-16,98874475
2017-11-17,102056589
2017-11-18,102034313
2017-11-19,101742262
2017-11-20,99050052
2017-11-21,99275235
2017-11-22,99271695
2017-11-23,99848668
2017-11-24,100237680
2017-11-25,100609448
2017-11-26,99738018
2017-11-27,99071059
2017-11-28,98097770
2017-11-29,97718048
2017-11-30,97837342
2017-12-01,99021419
2017-12-02,99709954
2017-12-03,99083593
2017-12-04,98366463
2017-12-05,97377864
2017-12-06,98531186
2017-12-07,98399508
2017-12-08,98560390
2017-12-09,98691377
2017-12-10,100256361
2017-12-11,101465075
2017-12-12,100014699
2017-12-13,99511926
2017-12-14,99219843
2017-12-15,99396362
2017-12-16,99343907
2017-12-17,99779075
2017-12-18,100747605
2017-12-19,100789686
2017-12-20,100531010
2017-12-21,100268625
2017-12-22,100989706
2017-12-23,101722118
2017-12-24,101385235
2017-12-25,101187014
2017-12-26,100939031
2017-12-27,101421734
2017-12-28,101389114
2017-12-29,101501214
2017-12-30,102849540
2017-12-31,103171007
2018-01-01,104937058
2018-01-02,106428771
2018-01-03,109128660
2018-01-04,104549028
2018-01-05,101155125
2018-01-06,102887217
2018-01-07,103552968
2018-01-08,103131590
2018-01-09,102214580
2018-01-10,101405881
2018-01-11,101605392
2018-01-12,101880584
2018-01-13,102146887
2018-01-14,101695007
2018-01-15,101108354
2018-01-16,100593023
2018-01-17,97930542
2018-01-18,96767240
2018-01-19,98168874
2018-01-20,99764611
2018-01-21,101316412
2018-01-22,100787765
2018-01-23,100008473
2018-01-24,99483405
2018-01-25,99017448
2018-01-26,98580558
2018-01-27,99126058
2018-01-28,99027740
2018-01-29,98935657
2018-01-30,99438183
2018-01-31,99309435
2018-02-01,99757740
2018-02-02,100193505
2018-02-03,100630094
2018-02-04,100730453
2018-02-05,100640261
2018-02-06,100558964
2018-02-07,100637164
2018-02-08,100681060
2018-02-09,100562869
2018-02-10,100370686
2018-02-11,100378924
2018-02-12,99800954
2018-02-13,99328490
2018-02-14,98614852
2018-02-15,98557939
2018-02-16,98709721
2018-02-17,99274240
2018-02-18,99563459
2018-02-19,99323581
2018-02-20,99690297
2018-02-21,100347136
2018-02-22,100550393
2018-02-23,101386710
2018-02-24,101602129
2018-02-25,102612698
2018-02-26,103239958
2018-02-27,103386269
2018-02-28,103861181
2018-03-01,104725247
2018-03-02,104565596
2018-03-03,104982944
2018-03-04,105324863
2018-03-05,104811062
2018-03-06,104279620
2018-03-07,103012336
2018-03-08,102923486
2018-03-09,103385299
2018-03-10,103409162
2018-03-11,102766486
2018-03-12,102239219
2018-03-13,101979203
2018-03-14,100999586
2018-03-15,100546420
2018-03-16,100885350
2018-03-17,101557374
2018-03-18,102477874
2018-03-19,102177071
2018-03-20,102254104
2018-03-21,102754805
2018-03-22,105186360
2018-03-23,107199996
2018-03-24,110840023
2018-03-25,113172064
2018-03-26,109741630
2018-03-27,106385259
2018-03-28,107670927
2018-03-29,107857527
2018-03-30,108131471
2018-03-31,107286463
2018-04-01,106897432
2018-04-02,106861478
2018-04-03,106644926
2018-04-04,106411706
2018-04-05,106482975
2018-04-06,107362233
2018-04-07,106888766
2018-04-08,106591334
2018-04-09,106580289
2018-04-10,106613255
2018-04-11,106337994
2018-04-12,106543659
2018-04-13,106730802
2018-04-14,106251173
2018-04-15,106282583
2018-04-16,106497907
2018-04-17,106411692
2018-04-18,106403597
2018-04-19,106833509
2018-04-20,107075149
2018-04-21,109106254
2018-04-22,109026601
2018-04-23,108977802
2018-04-24,108274749
2018-04-25,107476942
2018-04-26,107359830
2018-04-27,107832282
2018-04-28,107907733
2018-04-29,108550325
2018-04-30,109492471
2018-05-01,109637168
2018-05-02,109604523
2018-05-03,109874471
2018-05-04,112193930
2018-05-05,114347215
2018-05-06,114480313
2018-05-07,114195698
2018-05-08,113104575
2018-05-09,110034415
2018-05-10,106547245
2018-05-11,104992190
2018-05-12,110000063
2018-05-13,109540053
2018-05-14,109199768
2018-05-15,108980391
2018-05-16,110189153
2018-05-17,112096176
2018-05-18,114238251
2018-05-19,116457670
2018-05-20,116448502
2018-05-21,114536013
2018-05-22,114482567
2018-05-23,114691068
2018-05-24,114854312
2018-05-25,114762872
2018-05-26,116059484
2018-05-27,116834600
2018-05-28,116907192
2018-05-29,113925580
2018-05-30,112301626
2018-05-31,110532894
2018-06-01,112921888
2018-06-02,113659754
2018-06-03,113437420
2018-06-04,113333193
2018-06-05,111992079
2018-06-06,111228783
2018-06-07,105743842
2018-06-08,103468161
2018-06-09,104792652
2018-06-10,104360389
2018-06-11,100913676
2018-06-12,98377127
2018-06-13,100427707
2018-06-14,100895336
2018-06-15,100817609
2018-06-16,99743495
2018-06-17,100322746
2018-06-18,99834579
2018-06-19,99777798
2018-06-20,99223099
2018-06-21,99209884
2018-06-22,98709852
2018-06-23,98558924
2018-06-24,98498712
2018-06-25,98249050
2018-06-26,97838350
2018-06-27,97773978
2018-06-28,97717301
2018-06-29,97435911
2018-06-30,97413709
2018-07-01,98127829
2018-07-02,97843343
2018-07-03,98147584
2018-07-04,97920545
2018-07-05,97664655
2018-07-06,97973690
2018-07-07,98512388
2018-07-08,98065509
2018-07-09,98250658
2018-07-10,98153384
2018-07-11,98060720
2018-07-12,97981642
2018-07-13,97736857
2018-07-14,98569516
2018-07-15,98900147
2018-07-16,99998765
2018-07-17,101138019
2018-07-18,102707966
2018-07-19,102805054
2018-07-20,102155717
2018-07-21,102121520
2018-07-22,102505762
2018-07-23,102689122
2018-07-24,102507732
2018-07-25,102193289
2018-07-26,101310760
2018-07-27,98991643
2018-07-28,98520915
2018-07-29,98646828
2018-07-30,99034112
2018-07-31,99215974
2018-08-01,98639805
2018-08-02,98635116
2018-08-03,98360689
2018-08-04,97502977
2018-08-05,96883570
2018-08-06,96215509
2018-08-07,94025149
2018-08-08,92167687
2018-08-09,93046090
2018-08-10,92609416
2018-08-11,94689974
2018-08-12,94512511
2018-08-14,88150726
2018-08-16,86940036
2018-08-17,90777036
2018-08-18,92542581
2018-08-19,93301433
2018-08-20,93082684
2018-08-21,93253367
2018-08-22,92502075
2018-08-23,92415682
2018-08-24,92984704
2018-08-25,93539775
2018-08-26,93024956
2018-08-27,92401312
2018-08-28,92445014
2018-08-29,92485896
2018-08-30,92615895
2018-08-31,93041373
2018-09-01,92433625
2018-09-02,92202223
2018-09-03,91827119
2018-09-04,91125199
2018-09-05,90207023
2018-09-06,90391870
2018-09-07,89772769
2018-09-08,88772321
2018-09-09,87399391
2018-09-10,86709018
2018-09-11,86438756
2018-09-12,86793151
2018-09-13,88223155
2018-09-14,89403661
2018-09-15,89014733
2018-09-16,88499893
2018-09-17,88179301
2018-09-18,87846854
2018-09-19,87587890
2018-09-20,87380389
2018-09-21,87308445
2018-09-22,87893111
2018-09-23,88124071
2018-09-24,88527732
2018-09-25,89072827
2018-09-26,89210669
2018-09-27,89236428
2018-09-28,89382551
2018-09-29,89601918
2018-09-30,89545615
2018-10-01,89021600
2018-10-02,87918916
2018-10-03,87929162
2018-10-04,88107199
2018-10-05,88661628
2018-10-06,88886671
2018-10-07,89827625
2018-10-08,89581024
2018-10-09,89967730
2018-10-10,89886134
2018-10-11,89897821
2018-10-12,90073140
2018-10-13,90187238
2018-10-14,90206559
2018-10-15,91087007
2018-10-16,91746917
2018-10-17,91608896
2018-10-18,91488001
2018-10-19,90749631
2018-10-20,90045271
2018-10-21,89766676
2018-10-22,89063109
2018-10-23,88548358
2018-10-24,88269402
2018-10-25,88158243
2018-10-26,88214528
2018-10-27,89016074
2018-10-28,89092046
2018-10-29,88394823
2018-10-30,88605869
2018-10-31,88141562
2018-11-01,88057410
2018-11-03,87366744
2018-11-04,87149887
2018-11-05,87292706
2018-11-06,87114063
2018-11-07,86901805
2018-11-08,86273845
2018-11-09,85138645
2018-11-10,82921413
2018-11-11,80981330
2018-11-12,78640229
2018-11-13,76264111
2018-11-14,77693749
2018-11-15,79633645
2018-11-16,79103678
2018-11-17,78310205
2018-11-18,76621531
2018-11-19,74355586
2018-11-20,71043544
2018-11-21,71544123
2018-11-22,70413872
2018-11-23,67606053
2018-11-24,69500680
2018-11-25,72669626
2018-11-26,73735519
2018-11-27,75808035
2018-11-28,76004286
2018-11-29,75697327
2018-12-01,74385346
2018-12-02,73646334
2018-12-03,73504733
2018-12-04,73571045
2018-12-05,73170467
2018-12-07,72854342
2018-12-09,73939288
2018-12-10,73747788
2018-12-11,73799044
2018-12-12,73714928
2018-12-13,73659077
2018-12-14,74240153
2018-12-15,73990052
2018-12-16,73689857
2018-12-17,73622882
2018-12-18,73809159
2018-12-19,74191742
2018-12-20,74233867
2018-12-21,75093375
2018-12-22,74324591
2018-12-23,75447492
2018-12-24,75578267
2018-12-25,76287163
2018-12-26,75836600
2018-12-27,75972883
2018-12-28,76267290
2018-12-29,76548010
2018-12-30,76549747
2018-12-31,76756869
2019-01-01,76335910
2019-01-02,76451007
2019-01-03,76503947
2019-01-04,75854647
2019-01-05,75950432
2019-01-06,76203427
2019-01-08,75906171
2019-01-10,72564856
2019-01-11,71734439
2019-01-12,72431204
2019-01-13,71365983
2019-01-14,70948765
2019-01-15,71307229
2019-01-16,70847930
2019-01-17,71049745
2019-01-18,72053129
2019-01-19,73794816
2019-01-20,74294823
2019-01-21,73887348
2019-01-22,73158308
2019-01-23,73062267
2019-01-24,73403104
2019-01-25,74434684
2019-01-26,74390259
2019-01-27,74068542
2019-01-28,73468825
2019-01-29,73141847
2019-01-30,73033399
2019-01-31,73315016
2019-02-01,74005700
2019-02-02,74763009
2019-02-03,76824578
2019-02-04,77099564
2019-02-05,77442941
2019-02-06,77387362
2019-02-07,79390426
2019-02-08,78359530
2019-02-09,79595290
2019-02-10,79146254
2019-02-11,76893357
2019-02-12,76524398
2019-02-13,74091616
2019-02-14,73072708
2019-02-15,75199818
2019-02-16,76799653
2019-02-17,75305287
2019-02-18,74562062
2019-02-19,74288947
2019-02-20,73937582
2019-02-21,74165605
2019-02-22,75925952
2019-02-23,75354266
2019-02-24,75233662
2019-02-25,75273730
2019-02-26,75660300
2019-02-27,76534207
2019-02-28,76404193
2019-03-01,76496006
2019-03-02,77300746
2019-03-03,77476143
2019-03-04,77012540
2019-03-05,77259979
2019-03-06,77190565
2019-03-07,76467723
2019-03-08,76656861
2019-03-09,75847370
2019-03-10,74961473
2019-03-11,73048019
2019-03-12,73219191
2019-03-13,73573883
2019-03-14,74439209
2019-03-15,75035836
2019-03-16,74849999
2019-03-17,74795749
2019-03-18,74199830
2019-03-19,73623750
2019-03-20,73559377
2019-03-21,73191370
2019-03-22,73361366
2019-03-23,73015410
2019-03-24,72607906
2019-03-25,71965715
2019-03-26,71227849
2019-03-27,70622500
2019-03-28,70596209
2019-03-29,71327058
2019-03-30,72118200
2019-03-31,72315721
2019-04-01,71958302
2019-04-02,72360256
2019-04-03,73141626
2019-04-04,72810430
2019-04-05,72889393
2019-04-06,72837329
2019-04-07,72656021
2019-04-08,72490624
2019-04-09,72250574
2019-04-10,71453851
2019-04-11,70816318
2019-04-12,70692347
2019-04-13,70757695
2019-04-14,70501402
2019-04-15,69741617
2019-04-16,66722079
2019-04-17,67235126
2019-04-18,66266193
2019-04-19,66455551
2019-04-20,66881054
2019-04-21,66883028
2019-04-22,67329341
2019-04-23,68362259
2019-04-24,68658257
2019-04-25,68688246
2019-04-26,69086739
2019-04-27,69503933
2019-04-28,69360483
2019-04-29,69255202
2019-04-30,68909313
2019-05-01,68702894
2019-05-02,68492476
2019-05-03,68432732
2019-05-04,68344138
2019-05-05,68653633
2019-05-06,68606391
2019-05-07,67999349
2019-05-08,67856900
2019-05-09,67325340
2019-05-10,67072737
2019-05-11,66643930
2019-05-12,66589452
2019-05-13,66126723
2019-05-14,65886497
2019-05-15,66348688
2019-05-16,66084094
2019-05-17,64702805
2019-05-18,63622973
2019-05-19,62569496
2019-05-20,62963423
2019-05-21,62582933
2019-05-22,62254668
2019-05-23,61342543
2019-05-24,60823801
2019-05-25,59757283
2019-05-26,59317296
2019-05-27,58836394
2019-05-28,58743495
2019-05-29,59061785
2019-05-30,60022610
2019-05-31,60388761
2019-06-01,60648159
2019-06-02,60835041
2019-06-03,60715105
2019-06-04,59650884
2019-06-05,58367066
2019-06-06,56759099
2019-06-07,56179116
2019-06-08,56298932
2019-06-09,57334892
2019-06-10,57348595
2019-06-11,57032213
2019-06-12,56944403
2019-06-13,57405379
2019-06-14,56721156
2019-06-15,56289862
2019-06-16,55914871
2019-06-17,55736290
2019-06-18,55117689
2019-06-19,53962189
2019-06-20,53407995
2019-06-21,52203674
2019-06-22,51087195
2019-06-23,49117558
2019-06-24,50346362
2019-06-25,52856389
2019-06-26,55434726
2019-06-27,58171952
2019-06-28,57484812
2019-06-29,58640963
2019-06-30,58993887
2019-07-01,58503922
2019-07-02,57201984
2019-07-03,55122090
2019-07-04,52857820
2019-07-05,53699646
2019-07-06,55248001
2019-07-07,56382640
2019-07-08,57131249
2019-07-09,56711527
2019-07-10,55806207
2019-07-11,55323261
2019-07-12,55202976
2019-07-13,56284433
2019-07-14,57479918
2019-07-15,58014827
2019-07-16,57296358
2019-07-17,56428678
2019-07-18,56067845
2019-07-19,55766040
2019-07-20,55720988
2019-07-21,56081336
2019-07-22,55714183
2019-07-23,55545431
2019-07-24,55492645
2019-07-25,55920376
2019-07-26,57324994
2019-07-27,56741567
2019-07-28,57528064
2019-07-29,56960854
2019-07-30,56970559
2019-07-31,57453625
2019-08-01,59077476
2019-08-02,58764937
2019-08-03,59951867
2019-08-04,59906718
2019-08-05,60118130
2019-08-06,60020841
2019-08-07,59586945
2019-08-08,58933537
2019-08-09,58838092
2019-08-10,58529782
2019-08-11,58470397
2019-08-12,58912678
2019-08-13,59760451
2019-08-14,59744946
2019-08-15,59806700
2019-08-16,60483317
2019-08-17,60849016
2019-08-18,60050677
2019-08-19,59573285
2019-08-20,59289263
2019-08-21,59211784
2019-08-22,58973989
2019-08-23,58605438
2019-08-24,58600547
2019-08-24,58600547
2019-08-25,58491400
2019-08-25,58491400
2019-08-26,58010743
2019-08-27,57141209
2019-08-27,57141209
2019-08-28,56858131
2019-08-29,56662548
2019-08-30,57102587
2019-08-31,57409667
2019-09-01,57598642
2019-09-02,58667417
2019-09-03,58710709
2019-09-04,58755831
2019-09-05,58752746
2019-09-06,58706000
2019-09-07,58773563
2019-09-08,58697906
2019-09-09,58501566
2019-09-10,58102844
2019-09-11,57547406
2019-09-12,56887657
2019-09-13,56542367
2019-09-14,56697957
2019-09-15,56804481
2019-09-16,57291791
2019-09-17,57808449
2019-09-18,57667962
2019-09-19,57513000
2019-09-20,57334219
2019-09-21,56897636
2019-09-22,56621294
2019-09-23,56001517
2019-09-24,55505527
2019-09-25,55481920
2019-09-26,55920125
2019-09-27,56403883
2019-09-28,56454542
2019-09-29,56409292
2019-09-30,56653616
2019-10-01,56370445
2019-10-02,56274240
2019-10-03,56011876
2019-10-04,56066763
2019-10-05,56040509
2019-10-06,56508293
2019-10-07,56595469
2019-10-08,57047098
2019-10-09,57596782
2019-10-10,57673550
2019-10-11,58816592
2019-10-12,59773795
2019-10-13,59335108
2019-10-14,58851084
2019-10-15,58741748
2019-10-16,58585502
2019-10-17,58300022
2019-10-18,58442214
2019-10-19,58380962
2019-10-20,57985652
2019-10-21,58314825
2019-10-22,58197349
2019-10-23,57851485
2019-10-24,57599691
2019-10-25,57307698
2019-10-26,57870354
2019-10-27,58420897
2019-10-28,58394437
2019-10-29,58517930
2019-10-30,58362903
2019-10-31,58442547
2019-11-01,58903687
2019-11-02,59232653
2019-11-03,60272673
2019-11-04,59781526
2019-11-05,60783543
2019-11-06,61653787
2019-11-07,61347790
2019-11-08,61414377
2019-11-09,62060807
2019-11-10,61969960
2019-11-11,61265734
2019-11-12,60661835
2019-11-13,60467867
2019-11-14,60728132
2019-11-15,61060282
2019-11-16,61410056
2019-11-17,61220206
2019-11-18,60551590
2019-11-19,59694953
2019-11-20,59366313
2019-11-21,59079131
2019-11-22,59089971
2019-11-23,59249501
2019-11-24,59156228
2019-11-25,59154940
2019-11-26,58799171
2019-11-27,58487320
2019-11-28,58335437
2019-11-29,58412271
2019-11-30,59002187
2019-12-01,58751272
2019-12-02,58616771
2019-12-03,58443872
2019-12-04,58507765
2019-12-05,58467578
2019-12-06,58397423
2019-12-07,58556382
2019-12-08,58655218
2019-12-09,58307590
2019-12-10,58159150
2019-12-11,57646541
2019-12-12,57425886
2019-12-13,57388602
2019-12-14,57481229
2019-12-15,58737765
2019-12-16,57989742
2019-12-17,57768238
2019-12-18,57839153
2019-12-19,57588820
2019-12-20,57365968
2019-12-21,57204204
2019-12-22,57345961
2019-12-23,57207614
2019-12-24,57082110
2019-12-25,57322395
2019-12-26,57393723
2019-12-27,57166258
2019-12-28,57171057
2019-12-29,57289785
2019-12-30,57138081
2019-12-31,56912181
2020-01-01,56863218
2020-01-02,56717662
2020-01-03,56726954
2020-01-04,56668257
2020-01-05,56502621
2020-01-06,56599122
2020-01-07,57035227
2020-01-08,57260112
2020-01-09,57200885
2020-01-10,57700119
2020-01-11,57963902
2020-01-12,57948399
2020-01-13,58137747
2020-01-14,58227471
2020-01-15,58228136
2020-01-16,57997370
2020-01-17,57884390
2020-01-18,57972050
2020-01-19,58488233
2020-01-20,58574469
2020-01-21,58496941
2020-01-22,58214554
2020-01-23,57804970
2020-01-24,57773441
2020-01-25,58249421
2020-01-26,58208901
2020-01-27,58276862
2020-01-28,58283945
2020-01-29,58434345
2020-01-30,58628568
2020-01-31,59567502
2020-02-01,60163972
2020-02-02,60279557
2020-02-03,60462497
2020-02-04,61153517
2020-02-05,61694781
2020-02-06,59320009
2020-02-07,58364895
2020-02-08,57253022
2020-02-09,57936341
2020-02-10,58171854
2020-02-11,57516520
2020-02-12,57583166
2020-02-13,57652911
2020-02-14,57872023
2020-02-15,58280506
2020-02-16,58673666
2020-02-17,58463034
2020-02-18,58402578
2020-02-19,58170579
2020-02-20,58154761
2020-02-21,58301274
2020-02-22,58446112
2020-02-23,58441717
2020-02-24,58224923
2020-02-25,58069438
2020-02-26,57891968
2020-02-27,57857893
2020-02-28,57854551
2020-02-29,57837808
2020-03-01,57922909
2020-03-02,58012527
2020-03-03,58343951
2020-03-04,58213999
2020-03-05,58167800
2020-03-06,58170344
2020-03-07,58206050
2020-03-08,58225454
2020-03-09,58239619
2020-03-10,59180540
2020-03-11,60236320
2020-03-12,60123736
2020-03-13,60588640
2020-03-14,60787219
2020-03-15,61463789
2020-03-16,61899675
2020-03-17,62290005
2020-03-18,62241320
2020-03-19,62947214
2020-03-20,63505641
2020-03-21,63810399
2020-03-22,64086682
2020-03-23,64385122
2020-03-24,64730412
2020-03-25,64661539
2020-03-26,64847303
2020-03-27,64108604
2020-03-28,63758472
2020-03-29,62279851
2020-03-30,61817834
2020-03-31,62469722
2020-04-01,62230846
2020-04-02,62646419
2020-04-03,62723486
2020-04-04,62637136
2020-04-05,62444549
2020-04-06,62588427
2020-04-07,62828600
2020-04-08,62990397
2020-04-09,63180961
2020-04-10,63441004
2020-04-11,63870391
2020-04-12,64287069
2020-04-13,64767825
2020-04-14,65435175
2020-04-15,66690735
2020-04-16,67378330
2020-04-17,67271248
2020-04-18,67297298
2020-04-19,66741728
2020-04-20,65946406
2020-04-21,65370011
2020-04-22,63577153
2020-04-23,62856463
2020-04-24,63554974
2020-04-25,64421886
2020-04-26,64426448
2020-04-27,64658684
2020-04-28,64921643
2020-04-29,65135405
2020-04-30,65009048
2020-05-01,64980865
2020-05-02,64839606
2020-05-03,64836737
2020-05-04,65563850
2020-05-05,66224500
2020-05-06,65963808
2020-05-07,66599647
2020-05-08,66910369
2020-05-09,68746191
2020-05-10,68838462
2020-05-11,69033662
2020-05-12,69294841
2020-05-13,69042287
