date_obj,Guthix%20mitre price
2019-03-26,18916
2019-03-27,18775
2019-03-28,18854
2019-03-29,18802
2019-03-30,19183
2019-03-31,19336
2019-04-01,19311
2019-04-02,19127
2019-04-03,18705
2019-04-04,18292
2019-04-05,17666
2019-04-06,17056
2019-04-07,17147
2019-04-08,17171
2019-04-09,17294
2019-04-10,17125
2019-04-11,16971
2019-04-12,16601
2019-04-13,16016
2019-04-14,15639
2019-04-15,15562
2019-04-16,15235
2019-04-17,14627
2019-04-18,14248
2019-04-19,14408
2019-04-20,14099
2019-04-21,13805
2019-04-22,13692
2019-04-23,13800
2019-04-24,13983
2019-04-25,13796
2019-04-26,13673
2019-04-27,13885
2019-04-28,13902
2019-04-29,14172
2019-04-30,14232
2019-05-01,14166
2019-05-02,14118
2019-05-03,14160
2019-05-04,14289
2019-05-05,14235
2019-05-06,14257
2019-05-07,14383
2019-05-08,14430
2019-05-09,14254
2019-05-10,14766
2019-05-11,14820
2019-05-12,15193
2019-05-13,15302
2019-05-14,15326
2019-05-15,15272
2019-05-16,15702
2019-05-17,16216
2019-05-18,16472
2019-05-19,16748
2019-05-20,17263
2019-05-21,18055
2019-05-22,18380
2019-05-23,18815
2019-05-24,19117
2019-05-25,19315
2019-05-26,19555
2019-05-27,20180
2019-05-28,20499
2019-05-29,20928
2019-05-30,21603
2019-05-31,22248
2019-06-01,23361
2019-06-02,24159
2019-06-03,24597
2019-06-04,25206
2019-06-05,25722
2019-06-06,26331
2019-06-07,26420
2019-06-08,26182
2019-06-09,26223
2019-06-10,26367
2019-06-11,26516
2019-06-12,26645
2019-06-13,27383
2019-06-14,27026
2019-06-15,27049
2019-06-16,26754
2019-06-17,26188
2019-06-18,25431
2019-06-19,24519
2019-06-20,23986
2019-06-21,23141
2019-06-22,22569
2019-06-23,22451
2019-06-24,22105
2019-06-25,22173
2019-06-26,22460
2019-06-27,22762
2019-06-28,22264
2019-06-29,21947
2019-06-30,21432
2019-07-01,21134
2019-07-02,20986
2019-07-03,20553
2019-07-04,20011
2019-07-05,19493
2019-07-06,19432
2019-07-07,18867
2019-07-08,18833
2019-07-09,18800
2019-07-10,19181
2019-07-11,19167
2019-07-12,19471
2019-07-13,19619
2019-07-14,19637
2019-07-15,19820
2019-07-16,19544
2019-07-17,19940
2019-07-18,20286
2019-07-19,20288
2019-07-20,20090
2019-07-21,20545
2019-07-22,21567
2019-07-23,22113
2019-07-24,21007
2019-07-25,20447
2019-07-26,20973
2019-07-27,21369
2019-07-28,21327
2019-07-29,21535
2019-07-30,21078
2019-07-31,20768
2019-08-01,21042
2019-08-02,20912
2019-08-03,20381
2019-08-04,20200
2019-08-05,19987
2019-08-06,19505
2019-08-07,19039
2019-08-08,18889
2019-08-09,18711
2019-08-10,18711
2019-08-11,17843
2019-08-12,17774
2019-08-13,17320
2019-08-14,16971
2019-08-15,16527
2019-08-16,16448
2019-08-17,16689
2019-08-18,16828
2019-08-19,16800
2019-08-20,16554
2019-08-21,17036
2019-08-22,17193
2019-08-23,16979
2019-08-24,17103
2019-08-24,17103
2019-08-25,17265
2019-08-25,17265
2019-08-26,17460
2019-08-26,17460
2019-08-27,18121
2019-08-27,18121
2019-08-28,18365
2019-08-29,17949
2019-08-30,17716
2019-08-31,17501
2019-09-01,17396
2019-09-02,17204
2019-09-03,16842
2019-09-04,16644
2019-09-05,15811
2019-09-06,15416
2019-09-07,15479
2019-09-08,15397
2019-09-09,15150
2019-09-10,15194
2019-09-11,15340
2019-09-12,15461
2019-09-13,15988
2019-09-14,16045
2019-09-15,16160
2019-09-16,16128
2019-09-17,15922
2019-09-18,15720
2019-09-19,15690
2019-09-20,15772
2019-09-21,15792
2019-09-22,16018
2019-09-23,16476
2019-09-24,16538
2019-09-25,16569
2019-09-26,16633
2019-09-27,16378
2019-09-28,16258
2019-09-29,15452
2019-09-30,15336
2019-10-01,15352
2019-10-02,15258
2019-10-03,15030
2019-10-04,15206
2019-10-05,15319
2019-10-06,15225
2019-10-07,15106
2019-10-08,15625
2019-10-09,15780
2019-10-10,15855
2019-10-11,15861
2019-10-12,15907
2019-10-13,16067
2019-10-14,15919
2019-10-15,15631
2019-10-16,15947
2019-10-17,15966
2019-10-18,15797
2019-10-19,15682
2019-10-20,15666
2019-10-21,15717
2019-10-22,15665
2019-10-23,15370
2019-10-24,15354
2019-10-25,15222
2019-10-26,15010
2019-10-27,14602
2019-10-28,14451
2019-10-29,14472
2019-10-30,14446
2019-10-31,14426
2019-11-01,14613
2019-11-02,14623
2019-11-03,14734
2019-11-04,14867
2019-11-05,14385
2019-11-06,14165
2019-11-07,14379
2019-11-08,14380
2019-11-09,14277
2019-11-10,14152
2019-11-11,14324
2019-11-12,14479
2019-11-13,14349
2019-11-14,14354
2019-11-15,14437
2019-11-16,14414
2019-11-17,14491
2019-11-18,14566
2019-11-19,14804
2019-11-20,14753
2019-11-21,14585
2019-11-22,14651
2019-11-23,14730
2019-11-24,14711
2019-11-25,14879
2019-11-26,15034
2019-11-27,15377
2019-11-28,15298
2019-11-29,15616
2019-11-30,15555
2019-12-01,15444
2019-12-02,15497
2019-12-03,15522
2019-12-04,15671
2019-12-05,15817
2019-12-06,15857
2019-12-07,15891
2019-12-08,15787
2019-12-09,15827
2019-12-10,15843
2019-12-11,15825
2019-12-12,15937
2019-12-13,15989
2019-12-14,16227
2019-12-15,16479
2019-12-16,16499
2019-12-17,16131
2019-12-18,15997
2019-12-19,15686
2019-12-20,15824
2019-12-21,15769
2019-12-22,15534
2019-12-23,15495
2019-12-24,15396
2019-12-25,15566
2019-12-26,15411
2019-12-27,15419
2019-12-28,15294
2019-12-29,15358
2019-12-30,15428
2019-12-31,15443
2020-01-01,15859
2020-01-02,16194
2020-01-03,15937
2020-01-04,15735
2020-01-05,15944
2020-01-06,15822
2020-01-07,15858
2020-01-08,15960
2020-01-09,16450
2020-01-10,16970
2020-01-11,16763
2020-01-12,16796
2020-01-13,17149
2020-01-14,17398
2020-01-15,17535
2020-01-16,17386
2020-01-17,17189
2020-01-18,16961
2020-01-19,17056
2020-01-20,17522
2020-01-21,17589
2020-01-22,17621
2020-01-23,17444
2020-01-24,17245
2020-01-25,17564
2020-01-26,17691
2020-01-27,17945
2020-01-28,17965
2020-01-29,17638
2020-01-30,17404
2020-01-31,17214
2020-02-01,16591
2020-02-02,16094
2020-02-03,15997
2020-02-04,15728
2020-02-05,15323
2020-02-06,15341
2020-02-07,15031
2020-02-08,14729
2020-02-09,14498
2020-02-10,14174
2020-02-11,13944
2020-02-12,13596
2020-02-13,13563
2020-02-14,13303
2020-02-15,13323
2020-02-16,13322
2020-02-17,13451
2020-02-18,13487
2020-02-19,13431
2020-02-20,13489
2020-02-21,13271
2020-02-22,13249
2020-02-23,13204
2020-02-24,13362
2020-02-25,13219
2020-02-26,13397
2020-02-27,13621
2020-02-28,13671
2020-02-29,13569
2020-03-01,13522
2020-03-02,13589
2020-03-03,13506
2020-03-04,13377
2020-03-05,13570
2020-03-06,13660
2020-03-07,13789
2020-03-08,13537
2020-03-09,13894
2020-03-10,14023
2020-03-11,14307
2020-03-12,14334
2020-03-13,14214
2020-03-14,14469
2020-03-15,14606
2020-03-16,14606
2020-03-17,14643
2020-03-18,14862
2020-03-19,15226
2020-03-20,15377
2020-03-21,15757
2020-03-22,16443
2020-03-23,16878
2020-03-24,17514
2020-03-25,18060
2020-03-26,18213
2020-03-27,18380
2020-03-28,18117
2020-03-29,18211
2020-03-30,18112
2020-03-31,18411
2020-04-01,18645
2020-04-02,18985
2020-04-03,19390
2020-04-04,19503
2020-04-05,19073
2020-04-06,18936
2020-04-07,18524
2020-04-08,18092
2020-04-09,17711
2020-04-10,17423
2020-04-11,17017
2020-04-12,16618
2020-04-13,16473
2020-04-14,16932
2020-04-15,16912
2020-04-16,16316
2020-04-17,16405
2020-04-18,16538
2020-04-19,16526
2020-04-20,16461
2020-04-21,16747
2020-04-22,16980
2020-04-23,16891
2020-04-24,16222
2020-04-25,15601
2020-04-26,15440
2020-04-27,14885
2020-04-28,14859
2020-04-29,14892
2020-04-30,15383
2020-05-01,15849
2020-05-02,15925
2020-05-03,16192
2020-05-04,16226
2020-05-05,16080
2020-05-06,15986
2020-05-07,16038
2020-05-08,15778
2020-05-09,15747
2020-05-10,15687
2020-05-11,15775
2020-05-12,15805
2020-05-13,15656
