date_obj,Fremennik%20skirt price
2015-03-26,3500
2015-03-27,3500
2015-03-28,3500
2015-03-29,3500
2015-03-30,3500
2015-03-31,3500
2015-04-01,3500
2015-04-02,3500
2015-04-03,3500
2015-04-04,3500
2015-04-05,3500
2015-04-06,3500
2015-04-07,3500
2015-04-08,3500
2015-04-09,3500
2015-04-10,3500
2015-04-11,3500
2015-04-12,3500
2015-04-13,3500
2015-04-14,3503
2015-04-15,3503
2015-04-16,3503
2015-04-17,3503
2015-04-18,3503
2015-04-19,3503
2015-04-20,3503
2015-04-21,3503
2015-04-22,3503
2015-04-23,3503
2015-04-24,3503
2015-04-25,3503
2015-04-26,3503
2015-04-27,3503
2015-04-28,3503
2015-04-29,3503
2015-04-30,3503
2015-05-01,3503
2015-05-02,3503
2015-05-03,3503
2015-05-04,3503
2015-05-05,3503
2015-05-06,3503
2015-05-07,3503
2015-05-08,3503
2015-05-09,3503
2015-05-10,3503
2015-05-11,3503
2015-05-12,3503
2015-05-13,3503
2015-05-14,3503
2015-05-15,3503
2015-05-16,3503
2015-05-17,3503
2015-05-18,3503
2015-05-19,3503
2015-05-20,3503
2015-05-21,3503
2015-05-22,3503
2015-05-23,3503
2015-05-24,3503
2015-05-25,3503
2015-05-26,3503
2015-05-27,3503
2015-05-28,3428
2015-05-29,3428
2015-05-30,3428
2015-05-31,3428
2015-06-01,3428
2015-06-02,3428
2015-06-03,3428
2015-06-04,3428
2015-06-05,3428
2015-06-06,3428
2015-06-07,3428
2015-06-08,3428
2015-06-09,3428
2015-06-10,3428
2015-06-11,3428
2015-06-12,3428
2015-06-13,3428
2015-06-14,3428
2015-06-15,3428
2015-06-16,3428
2015-06-17,3428
2015-06-18,3428
2015-06-19,3428
2015-06-20,3428
2015-06-21,3428
2015-06-22,3428
2015-06-23,3428
2015-06-24,3428
2015-06-25,3428
2015-06-26,3428
2015-06-27,3389
2015-06-28,3389
2015-06-29,3389
2015-06-30,3389
2015-07-01,3389
2015-07-02,3389
2015-07-03,3389
2015-07-04,3389
2015-07-05,3389
2015-07-06,3389
2015-07-07,3389
2015-07-08,3389
2015-07-09,3389
2015-07-10,3389
2015-07-11,3389
2015-07-12,3389
2015-07-13,3389
2015-07-14,3389
2015-07-15,3389
2015-07-16,3389
2015-07-17,3389
2015-07-18,3389
2015-07-19,3389
2015-07-20,3389
2015-07-21,3389
2015-07-22,3389
2015-07-23,3389
2015-07-24,3389
2015-07-25,3389
2015-07-26,3389
2015-07-27,3389
2015-07-28,3389
2015-07-29,3389
2015-07-30,3389
2015-07-31,3389
2015-08-01,3389
2015-08-02,3337
2015-08-03,3337
2015-08-04,3337
2015-08-05,3337
2015-08-06,3337
2015-08-07,3337
2015-08-08,3337
2015-08-09,3337
2015-08-10,3337
2015-08-11,3337
2015-08-12,3337
2015-08-13,3337
2015-08-14,3337
2015-08-15,3337
2015-08-16,3337
2015-08-17,3337
2015-08-18,3337
2015-08-19,3337
2015-08-20,3337
2015-08-21,3337
2015-08-22,3337
2015-08-23,3337
2015-08-24,3337
2015-08-25,3337
2015-08-26,3337
2015-08-27,3337
2015-08-28,3337
2015-08-29,3337
2015-08-30,3298
2015-08-31,3298
2015-09-01,3298
2015-09-02,3298
2015-09-03,3298
2015-09-04,3298
2015-09-05,3298
2015-09-06,3298
2015-09-07,3298
2015-09-08,3298
2015-09-09,3298
2015-09-10,3298
2015-09-11,3298
2015-09-12,3298
2015-09-13,3298
2015-09-14,3298
2015-09-15,3298
2015-09-16,3298
2015-09-17,3298
2015-09-18,3298
2015-09-19,3298
2015-09-20,3298
2015-09-21,3298
2015-09-22,3298
2015-09-23,3298
2015-09-24,3298
2015-09-25,3298
2015-09-27,3151
2015-09-28,3151
2015-09-29,3151
2015-09-30,3151
2015-10-05,3151
2015-10-06,3151
2015-10-07,3151
2015-10-08,3151
2015-10-09,3151
2015-10-10,3151
2015-10-11,3151
2015-10-12,3151
2015-10-13,3151
2015-10-14,3151
2015-10-15,3151
2015-10-16,3151
2015-10-17,3151
2015-10-18,3151
2015-10-19,3151
2015-10-20,3151
2015-10-22,3151
2015-10-23,3042
2015-10-24,3042
2015-10-25,3042
2015-10-26,3042
2015-10-27,3042
2015-10-29,3042
2015-10-30,3042
2015-10-31,3042
2015-11-01,3042
2015-11-02,3042
2015-11-03,3042
2015-11-04,3042
2015-11-05,3042
2015-11-06,3042
2015-11-07,3042
2015-11-08,3042
2015-11-09,3042
2015-11-10,3042
2015-11-11,3042
2015-11-12,3042
2015-11-13,3042
2015-11-14,3042
2015-11-15,3042
2015-11-16,3042
2015-11-17,3042
2015-11-18,3042
2015-11-19,3042
2015-11-20,2892
2015-11-21,2892
2015-11-22,2892
2015-11-23,2892
2015-11-24,2892
2015-11-25,2892
2015-11-26,2892
2015-11-27,2892
2015-11-28,2892
2015-11-29,2892
2015-11-30,2892
2015-12-01,2892
2015-12-02,2892
2015-12-03,2892
2015-12-04,2892
2015-12-05,2892
2015-12-06,2892
2015-12-07,2892
2015-12-08,2892
2015-12-09,2892
2015-12-10,2892
2015-12-11,2892
2015-12-12,2892
2015-12-13,2892
2015-12-14,2892
2015-12-15,2754
2015-12-16,2754
2015-12-17,2754
2015-12-18,2754
2015-12-19,2754
2015-12-20,2754
2015-12-21,2754
2015-12-22,2754
2015-12-23,2754
2015-12-24,2754
2015-12-25,2754
2015-12-26,2754
2015-12-27,2754
2015-12-28,2754
2015-12-29,2754
2015-12-30,2754
2015-12-31,2754
2016-01-01,2754
2016-01-02,2754
2016-01-03,2754
2016-01-04,2754
2016-01-05,2754
2016-01-06,2754
2016-01-07,2754
2016-01-08,2754
2016-01-09,2754
2016-01-10,2754
2016-01-11,2619
2016-01-12,2619
2016-01-13,2619
2016-01-14,2619
2016-01-15,2619
2016-01-16,2619
2016-01-17,2619
2016-01-18,2619
2016-01-19,2619
2016-01-20,2619
2016-01-21,2619
2016-01-22,2619
2016-01-23,2619
2016-01-24,2619
2016-01-25,2619
2016-01-26,2619
2016-01-27,2619
2016-01-28,2619
2016-01-29,2619
2016-01-30,2619
2016-01-31,2619
2016-02-01,2619
2016-02-02,2619
2016-02-03,2619
2016-02-04,2527
2016-02-05,2527
2016-02-06,2527
2016-02-07,2527
2016-02-08,2527
2016-02-09,2527
2016-02-10,2527
2016-02-11,2527
2016-02-12,2527
2016-02-13,2527
2016-02-14,2527
2016-02-15,2527
2016-02-16,2527
2016-02-17,2527
2016-02-18,2527
2016-02-19,2527
2016-02-20,2527
2016-02-21,2527
2016-02-22,2527
2016-02-23,2527
2016-02-24,2527
2016-02-25,2527
2016-02-26,2527
2016-02-27,2527
2016-02-28,2409
2016-02-29,2409
2016-03-01,2409
2016-03-02,2409
2016-03-03,2409
2016-03-04,2409
2016-03-05,2409
2016-03-06,2409
2016-03-07,2409
2016-03-08,2409
2016-03-09,2409
2016-03-10,2409
2016-03-11,2409
2016-03-12,2409
2016-03-13,2409
2016-03-14,2409
2016-03-15,2409
2016-03-16,2409
2016-03-17,2409
2016-03-18,2409
2016-03-19,2409
2016-03-20,2409
2016-03-21,2349
2016-03-22,2349
2016-03-23,2349
2016-03-24,2349
2016-03-25,2349
2016-03-26,2349
2016-03-27,2349
2016-03-28,2349
2016-03-29,2349
2016-03-30,2349
2016-03-31,2349
2016-04-01,2349
2016-04-02,2349
2016-04-03,2349
2016-04-04,2349
2016-04-05,2251
2016-04-06,2251
2016-04-07,2251
2016-04-08,2251
2016-04-09,2251
2016-04-10,2251
2016-04-11,2251
2016-04-12,2251
2016-04-13,2251
2016-04-14,2251
2016-04-15,2251
2016-04-16,2251
2016-04-17,2251
2016-04-18,2251
2016-04-19,2251
2016-04-20,2251
2016-04-21,2251
2016-04-22,2251
2016-04-23,2251
2016-04-24,2251
2016-04-25,2251
2016-04-26,2251
2016-04-27,2251
2016-04-28,2163
2016-04-29,2163
2016-04-30,2163
2016-05-01,2163
2016-05-02,2163
2016-05-03,2163
2016-05-04,2163
2016-05-05,2163
2016-05-06,2163
2016-05-07,2163
2016-05-08,2163
2016-05-09,2163
2016-05-10,2163
2016-05-11,2163
2016-05-12,2163
2016-05-13,2163
2016-05-14,2163
2016-05-15,2163
2016-05-16,2163
2016-05-17,2163
2016-05-18,2163
2016-05-19,2163
2016-05-22,2086
2016-05-23,2086
2016-05-24,2086
2016-05-25,2086
2016-05-26,2086
2016-05-27,2086
2016-05-28,2086
2016-05-29,2086
2016-05-30,2086
2016-05-31,2086
2016-06-01,2086
2016-06-02,2086
2016-06-03,2086
2016-06-04,2086
2016-06-05,2086
2016-06-06,2086
2016-06-07,2086
2016-06-08,2086
2016-06-09,2086
2016-06-10,2086
2016-06-11,1996
2016-06-12,1996
2016-06-13,1996
2016-06-14,1996
2016-06-15,1996
2016-06-16,1996
2016-06-17,1996
2016-06-18,1996
2016-06-19,1996
2016-06-20,1996
2016-06-21,1996
2016-06-22,1996
2016-06-23,1996
2016-06-24,1996
2016-06-25,1996
2016-06-26,1996
2016-06-27,1996
2016-06-28,1996
2016-06-29,1996
2016-06-30,1996
2016-07-01,1928
