date_obj,Black%20wizard%20robe%20(t) price
2019-03-23,202384
2019-03-24,198442
2019-03-25,195959
2019-03-26,189529
2019-03-27,189529
2019-03-28,185975
2019-03-29,183112
2019-03-30,183112
2019-03-31,179477
2019-04-01,178770
2019-04-02,179711
2019-04-03,181595
2019-04-04,180347
2019-04-05,181581
2019-04-06,180130
2019-04-07,180132
2019-04-08,178408
2019-04-09,177650
2019-04-10,177789
2019-04-11,176464
2019-04-12,173878
2019-04-13,170387
2019-04-14,165211
2019-04-15,159755
2019-04-16,154644
2019-04-17,149190
2019-04-18,143694
2019-04-19,137237
2019-04-20,130749
2019-04-21,124211
2019-04-22,118337
2019-04-23,114103
2019-04-24,110471
2019-04-25,107656
2019-04-26,102629
2019-04-27,98631
2019-04-28,95451
2019-04-29,93594
2019-04-30,93430
2019-05-01,93078
2019-05-02,93302
2019-05-03,93636
2019-05-04,94379
2019-05-05,95703
2019-05-06,95630
2019-05-07,97971
2019-05-08,101437
2019-05-09,104714
2019-05-10,106951
2019-05-11,110771
2019-05-12,113218
2019-05-13,112884
2019-05-14,111962
2019-05-15,110640
2019-05-16,110241
2019-05-17,112494
2019-05-18,112134
2019-05-19,114290
2019-05-20,116498
2019-05-21,117436
2019-05-22,116030
2019-05-23,116279
2019-05-24,117247
2019-05-25,118079
2019-05-26,119962
2019-05-27,122048
2019-05-28,123952
2019-05-29,125948
2019-05-30,129805
2019-05-31,135267
2019-06-01,135751
2019-06-02,139423
2019-06-03,140608
2019-06-04,142420
2019-06-05,141655
2019-06-06,142603
2019-06-07,143586
2019-06-08,143420
2019-06-09,144451
2019-06-10,144451
2019-06-11,142425
2019-06-12,143585
2019-06-13,145973
2019-06-14,147801
2019-06-15,149401
2019-06-16,152884
2019-06-17,153208
2019-06-18,154441
2019-06-19,154777
2019-06-20,153958
2019-06-21,152637
2019-06-22,152096
2019-06-23,149018
2019-06-24,146450
2019-06-25,147065
2019-06-26,148045
2019-06-27,149568
2019-06-28,149568
2019-06-29,150903
2019-06-30,152684
2019-07-01,153133
2019-07-02,152299
2019-07-03,153055
2019-07-04,151360
2019-07-05,150514
2019-07-06,150933
2019-07-07,151669
2019-07-08,154832
2019-07-09,153092
2019-07-10,154273
2019-07-11,155047
2019-07-12,156410
2019-07-13,156410
2019-07-14,156907
2019-07-15,158745
2019-07-16,160506
2019-07-17,162098
2019-07-18,163199
2019-07-19,163612
2019-07-20,162871
2019-07-21,163702
2019-07-22,163229
2019-07-23,164535
2019-07-24,162572
2019-07-25,163217
2019-07-26,162632
2019-07-27,161823
2019-07-28,161908
2019-07-29,161596
2019-07-30,160802
2019-07-31,157923
2019-08-01,155980
2019-08-02,148739
2019-08-03,147247
2019-08-04,146736
2019-08-05,149289
2019-08-06,148974
2019-08-07,148863
2019-08-08,148018
2019-08-09,148881
2019-08-10,148607
2019-08-11,149550
2019-08-12,149672
2019-08-13,149654
2019-08-14,149480
2019-08-15,149992
2019-08-16,148928
2019-08-17,148928
2019-08-18,147559
2019-08-19,148507
2019-08-20,148438
2019-08-21,149970
2019-08-22,151401
2019-08-23,152525
2019-08-24,152326
2019-08-24,152326
2019-08-25,151730
2019-08-25,151730
2019-08-26,151485
2019-08-27,150542
2019-08-27,150542
2019-08-28,152463
2019-08-29,153130
2019-08-30,154218
2019-08-31,155836
2019-09-01,154811
2019-09-02,154811
2019-09-03,155133
2019-09-04,156576
2019-09-05,159252
2019-09-06,157374
2019-09-07,160045
2019-09-08,164677
2019-09-09,164669
2019-09-10,163615
2019-09-11,162759
2019-09-12,162830
2019-09-13,166106
2019-09-14,166667
2019-09-15,165080
2019-09-16,165007
2019-09-17,166993
2019-09-18,167754
2019-09-19,169144
2019-09-20,169144
2019-09-21,170765
2019-09-22,171397
2019-09-23,172759
2019-09-24,172759
2019-09-25,174826
2019-09-26,175667
2019-09-27,175667
2019-09-28,175678
2019-09-29,173031
2019-09-30,172547
2019-10-01,172870
2019-10-02,172870
2019-10-03,171909
2019-10-04,171600
2019-10-05,172616
2019-10-06,174180
2019-10-07,174817
2019-10-08,173533
2019-10-09,173533
2019-10-10,173869
2019-10-11,175906
2019-10-12,175288
2019-10-13,174016
2019-10-14,173090
2019-10-15,172166
2019-10-16,172440
2019-10-17,172440
2019-10-18,173282
2019-10-19,176428
2019-10-20,178660
2019-10-21,181494
2019-10-22,180585
2019-10-23,177142
2019-10-24,174956
2019-10-25,174003
2019-10-26,173043
2019-10-27,173900
2019-10-28,176014
2019-10-29,176014
2019-10-30,179275
2019-10-31,181598
2019-11-01,182231
2019-11-02,185105
2019-11-03,187451
2019-11-04,186941
2019-11-05,186941
2019-11-06,187583
2019-11-07,189582
2019-11-08,189406
2019-11-09,190382
2019-11-10,193502
2019-11-11,192724
2019-11-12,192724
2019-11-13,194248
2019-11-14,193061
2019-11-15,195093
2019-11-16,191352
2019-11-17,191352
2019-11-18,184736
2019-11-19,178619
2019-11-20,173728
2019-11-21,173728
2019-11-22,171274
2019-11-23,171253
2019-11-24,174482
2019-11-25,175965
2019-11-26,174871
2019-11-27,174871
2019-11-28,176364
2019-11-29,178373
2019-11-30,178681
2019-12-01,185005
2019-12-02,193083
2019-12-03,191889
2019-12-04,188254
2019-12-05,188254
2019-12-06,186402
2019-12-07,184753
2019-12-08,184753
2019-12-09,184086
2019-12-10,182522
2019-12-11,183421
2019-12-12,183421
2019-12-13,182244
2019-12-14,182162
2019-12-15,181254
2019-12-16,181715
2019-12-17,181232
2019-12-18,181232
2019-12-19,182422
2019-12-20,183110
2019-12-21,183381
2019-12-22,187816
2019-12-23,187816
2019-12-24,189858
2019-12-25,191428
2019-12-26,192185
2019-12-27,191665
2019-12-28,192495
2019-12-29,195353
2019-12-30,195040
2019-12-31,195383
2020-01-01,193938
2020-01-02,193774
2020-01-03,194519
2020-01-04,195208
2020-01-05,195426
2020-01-06,194407
2020-01-07,194694
2020-01-08,194694
2020-01-09,193597
2020-01-10,191832
2020-01-11,192043
2020-01-12,195052
2020-01-13,195052
2020-01-14,197724
2020-01-15,196362
2020-01-16,195454
2020-01-17,192925
2020-01-18,192925
2020-01-19,189939
2020-01-20,190284
2020-01-21,190284
2020-01-22,187504
2020-01-23,186753
2020-01-24,186920
2020-01-25,189654
2020-01-26,189155
2020-01-27,188469
2020-01-28,192233
2020-01-29,187882
2020-01-30,185052
2020-01-31,185792
2020-02-01,188473
2020-02-02,189331
2020-02-03,192026
2020-02-04,189950
2020-02-05,187546
2020-02-06,184039
2020-02-07,181426
2020-02-08,177603
2020-02-09,176111
2020-02-10,171408
2020-02-11,167872
2020-02-12,164538
2020-02-13,164538
2020-02-14,162149
2020-02-15,162617
2020-02-16,163896
2020-02-17,163619
2020-02-18,162403
2020-02-19,158521
2020-02-20,156560
2020-02-21,156560
2020-02-22,158134
2020-02-23,158749
2020-02-24,159712
2020-02-25,160632
2020-02-26,162367
2020-02-27,168342
2020-02-28,172481
2020-02-29,172481
2020-03-01,165849
2020-03-02,165326
2020-03-03,162718
2020-03-04,162718
2020-03-05,164544
2020-03-06,165842
2020-03-07,163726
2020-03-08,163371
2020-03-09,161670
2020-03-10,160158
2020-03-11,159596
2020-03-12,158256
2020-03-13,158256
2020-03-14,156562
2020-03-15,157717
2020-03-16,157969
2020-03-17,155867
2020-03-18,155376
2020-03-19,156267
2020-03-20,158614
2020-03-21,158728
2020-03-22,158466
2020-03-23,159804
2020-03-24,163285
2020-03-25,164534
2020-03-26,165990
2020-03-27,168741
2020-03-28,170351
2020-03-29,171925
2020-03-30,174919
2020-03-31,177215
2020-04-01,177383
2020-04-02,174331
2020-04-03,174331
2020-04-04,173763
2020-04-05,171361
2020-04-06,171194
2020-04-07,170340
2020-04-08,170362
2020-04-09,169167
2020-04-10,167489
2020-04-11,166688
2020-04-12,165445
2020-04-13,162984
2020-04-14,161220
2020-04-15,158040
2020-04-16,154410
2020-04-17,154082
2020-04-18,155179
2020-04-19,156343
2020-04-20,157146
2020-04-21,156874
2020-04-22,159383
2020-04-23,160480
2020-04-24,158185
2020-04-25,160097
2020-04-26,161737
2020-04-27,161490
2020-04-28,163021
2020-04-29,162163
2020-04-30,161561
2020-05-01,161561
2020-05-02,162101
2020-05-03,161416
2020-05-04,162827
2020-05-05,163463
2020-05-06,163060
2020-05-07,163091
2020-05-08,162135
2020-05-09,163340
2020-05-10,166266
2020-05-11,165915
2020-05-12,164909
2020-05-13,163327
