date_obj,Casket price
2019-06-01,898
2019-06-02,907
2019-06-03,898
2019-06-04,901
2019-06-05,934
2019-06-06,966
2019-06-07,974
2019-06-08,970
2019-06-09,998
2019-06-10,1010
2019-06-11,1030
2019-06-12,1004
2019-06-13,1014
2019-06-14,996
2019-06-15,946
2019-06-16,926
2019-06-17,909
2019-06-18,884
2019-06-19,903
2019-06-20,901
2019-06-21,879
2019-06-22,882
2019-06-23,863
2019-06-24,867
2019-06-25,862
2019-06-26,859
2019-06-27,861
2019-06-28,853
2019-06-29,843
2019-06-30,824
2019-07-01,834
2019-07-02,835
2019-07-03,844
2019-07-04,860
2019-07-05,889
2019-07-06,893
2019-07-07,891
2019-07-08,866
2019-07-09,858
2019-07-10,877
2019-07-11,881
2019-07-12,878
2019-07-13,874
2019-07-14,887
2019-07-15,878
2019-07-16,873
2019-07-17,881
2019-07-18,885
2019-07-19,898
2019-07-20,889
2019-07-21,878
2019-07-22,881
2019-07-23,918
2019-07-24,939
2019-07-25,950
2019-07-26,959
2019-07-27,964
2019-07-28,946
2019-07-29,937
2019-07-30,905
2019-07-31,859
2019-08-01,827
2019-08-02,796
2019-08-03,771
2019-08-04,746
2019-08-05,714
2019-08-06,689
2019-08-07,683
2019-08-08,683
2019-08-09,684
2019-08-10,658
2019-08-11,640
2019-08-12,636
2019-08-13,666
2019-08-14,686
2019-08-15,716
2019-08-16,749
2019-08-17,749
2019-08-18,762
2019-08-19,776
2019-08-20,776
2019-08-21,740
2019-08-22,754
2019-08-23,749
2019-08-24,736
2019-08-24,736
2019-08-25,715
2019-08-25,715
2019-08-26,708
2019-08-26,708
2019-08-27,710
2019-08-27,710
2019-08-28,720
2019-08-29,718
2019-08-30,718
2019-08-31,706
2019-09-01,685
2019-09-02,654
2019-09-03,645
2019-09-04,641
2019-09-05,656
2019-09-06,656
2019-09-07,661
2019-09-08,636
2019-09-09,606
2019-09-10,578
2019-09-11,559
2019-09-12,569
2019-09-13,591
2019-09-14,616
2019-09-15,632
2019-09-16,645
2019-09-17,646
2019-09-18,657
2019-09-19,666
2019-09-20,666
2019-09-21,681
2019-09-22,698
2019-09-23,668
2019-09-24,668
2019-09-25,689
2019-09-26,688
2019-09-27,688
2019-09-28,677
2019-09-29,672
2019-09-30,678
2019-10-01,675
2019-10-02,675
2019-10-03,678
2019-10-04,679
2019-10-05,679
2019-10-06,674
2019-10-07,668
2019-10-08,669
2019-10-09,669
2019-10-10,676
2019-10-11,676
2019-10-12,680
2019-10-13,676
2019-10-14,678
2019-10-15,678
2019-10-16,680
2019-10-17,680
2019-10-18,679
2019-10-19,677
2019-10-20,701
2019-10-21,732
2019-10-22,756
2019-10-23,770
2019-10-24,767
2019-10-25,757
2019-10-26,773
2019-10-27,794
2019-10-28,818
2019-10-29,818
2019-10-30,821
2019-10-31,814
2019-11-01,819
2019-11-02,807
2019-11-03,826
2019-11-04,833
2019-11-05,833
2019-11-06,842
2019-11-07,858
2019-11-08,859
2019-11-09,854
2019-11-10,866
2019-11-11,896
2019-11-12,933
2019-11-13,928
2019-11-14,959
2019-11-15,948
2019-11-16,935
2019-11-17,935
2019-11-18,947
2019-11-19,975
2019-11-20,990
2019-11-21,990
2019-11-22,993
2019-11-23,985
2019-11-24,980
2019-11-25,974
2019-11-26,996
2019-11-27,996
2019-11-28,986
2019-11-29,1001
2019-11-30,980
2019-12-01,998
2019-12-02,1010
2019-12-03,984
2019-12-04,974
2019-12-05,974
2019-12-06,1017
2019-12-07,1029
2019-12-08,1028
2019-12-09,993
2019-12-10,974
2019-12-11,975
2019-12-12,1004
2019-12-13,1027
2019-12-14,1011
2019-12-15,960
2019-12-16,985
2019-12-17,1034
2019-12-18,1086
2019-12-19,1141
2019-12-20,1199
2019-12-21,1228
2019-12-22,1240
2019-12-23,1236
2019-12-24,1273
2019-12-25,1231
2019-12-26,1185
2019-12-27,1137
2019-12-28,1115
2019-12-29,1091
2019-12-30,1084
2019-12-31,1072
2020-01-01,1112
2020-01-02,1125
2020-01-03,1119
2020-01-04,1134
2020-01-05,1109
2020-01-06,1098
2020-01-07,1108
2020-01-08,1120
2020-01-09,1098
2020-01-10,1073
2020-01-11,1043
2020-01-12,1027
2020-01-13,1013
2020-01-14,1010
2020-01-15,1020
2020-01-16,1002
2020-01-17,962
2020-01-18,945
2020-01-19,918
2020-01-20,893
2020-01-21,858
2020-01-22,868
2020-01-23,861
2020-01-24,851
2020-01-25,881
2020-01-26,861
2020-01-27,822
2020-01-28,815
2020-01-29,779
2020-01-30,778
2020-01-31,770
2020-02-01,784
2020-02-02,803
2020-02-03,802
2020-02-04,810
2020-02-05,801
2020-02-06,825
2020-02-07,856
2020-02-08,864
2020-02-09,869
2020-02-10,881
2020-02-11,856
2020-02-12,877
2020-02-13,858
2020-02-14,874
2020-02-15,837
2020-02-16,829
2020-02-17,844
2020-02-18,860
2020-02-19,857
2020-02-20,879
2020-02-21,879
2020-02-22,855
2020-02-23,836
2020-02-24,818
2020-02-25,831
2020-02-26,852
2020-02-27,869
2020-02-28,866
2020-02-29,834
2020-03-01,836
2020-03-02,836
2020-03-03,853
2020-03-04,865
2020-03-05,880
2020-03-06,875
2020-03-07,855
2020-03-08,862
2020-03-09,864
2020-03-10,873
2020-03-11,891
2020-03-12,896
2020-03-13,907
2020-03-14,920
2020-03-15,880
2020-03-16,839
2020-03-17,801
2020-03-18,763
2020-03-19,727
2020-03-20,690
2020-03-21,655
2020-03-22,642
2020-03-23,638
2020-03-24,649
2020-03-25,666
2020-03-26,661
2020-03-27,654
2020-03-28,650
2020-03-29,649
2020-03-30,625
2020-03-31,601
2020-04-01,599
2020-04-02,592
2020-04-03,592
2020-04-04,570
2020-04-05,557
2020-04-06,557
2020-04-07,543
2020-04-08,540
2020-04-09,548
2020-04-10,568
2020-04-11,571
2020-04-12,599
2020-04-13,600
2020-04-14,605
2020-04-15,609
2020-04-16,622
2020-04-17,616
2020-04-18,616
2020-04-19,606
2020-04-20,620
2020-04-21,635
2020-04-22,645
2020-04-23,667
2020-04-24,664
2020-04-25,678
2020-04-26,674
2020-04-27,657
2020-04-28,658
2020-04-29,658
2020-04-30,660
2020-05-01,667
2020-05-02,659
2020-05-03,644
2020-05-04,641
2020-05-05,635
2020-05-06,649
2020-05-07,644
2020-05-08,669
2020-05-09,676
2020-05-10,682
2020-05-11,689
2020-05-12,696
2020-05-13,693
