date_obj,Teak%20bird%20house price
2018-01-13,627
2018-01-14,627
2018-01-15,627
2018-01-16,627
2018-01-17,627
2018-01-18,627
2018-01-19,627
2018-01-20,627
2018-01-21,627
2018-01-22,627
2018-01-23,627
2018-01-24,627
2018-01-25,627
2018-01-26,627
2018-01-27,627
2018-01-28,627
2018-01-29,627
2018-01-30,627
2018-02-01,627
2018-02-02,627
2018-02-03,627
2018-02-04,627
2018-02-05,627
2018-02-06,627
2018-02-07,627
2018-02-08,627
2018-02-09,627
2018-02-10,627
2018-02-11,627
2018-02-12,627
2018-02-13,627
2018-02-14,627
2018-02-15,627
2018-02-16,627
2018-02-17,627
2018-02-18,627
2018-02-19,627
2018-02-20,627
2018-02-21,627
2018-02-22,627
2018-02-23,627
2018-02-24,627
2018-02-25,627
2018-02-26,627
2018-02-27,627
2018-02-28,627
2018-03-01,627
2018-03-02,627
2018-03-03,627
2018-03-04,627
2018-03-05,627
2018-03-06,627
2018-03-07,627
2018-03-08,627
2018-03-09,627
2018-03-10,627
2018-03-11,627
2018-03-12,627
2018-03-13,627
2018-03-14,627
2018-03-15,627
2018-03-16,627
2018-03-17,627
2018-03-18,627
2018-03-19,627
2018-03-20,627
2018-03-21,627
2018-03-23,627
2018-03-24,627
2018-03-26,627
2018-03-27,627
2018-03-28,627
2018-03-29,627
2018-03-30,627
2018-03-31,627
2018-04-01,627
2018-04-02,627
2018-04-03,627
2018-04-04,627
2018-04-05,627
2018-04-06,627
2018-04-08,627
2018-04-09,627
2018-04-10,627
2018-04-11,627
2018-04-12,627
2018-04-13,627
2018-04-14,627
2018-04-16,627
2018-04-17,627
2018-04-18,627
2018-04-19,627
2018-04-20,627
2018-04-21,627
2018-04-22,627
2018-04-23,627
2018-04-24,627
2018-04-25,627
2018-04-26,627
2018-04-27,627
2018-04-28,627
2018-04-29,627
2018-04-30,627
2018-05-02,636
2018-05-03,636
2018-05-04,636
2018-05-05,636
2018-05-06,636
2018-05-07,636
2018-05-08,636
2018-05-09,636
2018-05-10,636
2018-05-11,636
2018-05-12,636
2018-05-13,636
2018-05-14,636
2018-05-15,636
2018-05-16,636
2018-05-17,636
2018-05-18,636
2018-05-19,636
2018-05-20,636
2018-05-21,636
2018-05-22,636
2018-05-23,636
2018-05-24,636
2018-05-25,636
2018-05-26,636
2018-05-27,636
2018-05-28,636
2018-05-29,636
2018-05-30,636
2018-05-31,636
2018-06-01,636
2018-06-02,636
2018-06-03,636
2018-06-04,636
2018-06-05,636
2018-06-06,636
2018-06-07,636
2018-06-08,636
2018-06-09,636
2018-06-10,636
2018-06-11,636
2018-06-12,636
2018-06-13,636
2018-06-14,636
2018-06-15,636
2018-06-16,636
2018-06-17,636
2018-06-18,636
2018-06-19,636
2018-06-20,636
2018-06-21,636
2018-06-22,636
2018-06-23,636
2018-06-24,636
2018-06-25,636
2018-06-26,636
2018-06-27,636
2018-06-28,636
2018-06-29,636
2018-06-30,636
2018-07-01,636
2018-07-02,636
2018-07-03,636
2018-07-04,636
2018-07-05,636
2018-07-06,636
2018-07-07,636
2018-07-08,636
2018-07-09,636
2018-07-10,636
2018-07-11,636
2018-07-12,636
2018-07-13,636
2018-07-14,636
2018-07-15,636
2018-07-16,636
2018-07-17,636
2018-07-18,636
2018-07-19,636
2018-07-20,636
2018-07-21,636
2018-07-22,636
2018-07-23,636
2018-07-24,636
2018-07-25,636
2018-07-26,636
2018-07-27,636
2018-07-28,636
2018-07-29,636
2018-07-30,636
2018-07-31,636
2018-08-01,636
2018-08-02,636
2018-08-03,636
2018-08-04,636
2018-08-05,636
2018-08-06,636
2018-08-07,636
2018-08-08,636
2018-08-09,636
2018-08-10,636
2018-08-11,636
2018-08-12,636
2018-08-14,636
2018-08-16,636
2018-08-17,636
2018-08-18,636
2018-08-19,636
2018-08-20,636
2018-08-21,636
2018-08-22,636
2018-08-23,636
2018-08-24,636
2018-08-25,636
2018-08-26,636
2018-08-27,636
2018-08-28,636
2018-08-29,636
2018-08-30,636
2018-08-31,665
2018-09-01,665
2018-09-02,665
2018-09-03,665
2018-09-04,665
2018-09-05,665
2018-09-06,665
2018-09-07,665
2018-09-08,665
2018-09-09,665
2018-09-10,665
2018-09-11,665
2018-09-12,665
2018-09-13,665
2018-09-14,665
2018-09-15,665
2018-09-16,665
2018-09-17,665
2018-09-18,665
2018-09-19,665
2018-09-20,665
2018-09-21,665
2018-09-22,665
2018-09-23,665
2018-09-24,665
2018-09-25,665
2018-09-26,665
2018-09-27,665
2018-09-28,665
2018-09-29,665
2018-09-30,665
2018-10-02,665
2018-10-03,665
2018-10-04,665
2018-10-05,665
2018-10-06,665
2018-10-07,665
2018-10-08,665
2018-10-09,665
2018-10-10,665
2018-10-11,665
2018-10-12,665
2018-10-13,665
2018-10-14,693
2018-10-15,693
2018-10-16,693
2018-10-17,693
2018-10-18,693
2018-10-19,693
2018-10-20,693
2018-10-21,693
2018-10-22,693
2018-10-23,693
2018-10-24,693
2018-10-25,693
2018-10-26,693
2018-10-27,693
2018-10-28,693
2018-10-29,693
2018-10-30,693
2018-10-31,693
2018-11-01,693
2018-11-03,693
2018-11-04,693
2018-11-05,693
2018-11-06,693
2018-11-07,693
2018-11-08,693
2018-11-09,693
2018-11-10,693
2018-11-11,719
2018-11-12,719
2018-11-13,719
2018-11-14,719
2018-11-15,719
2018-11-16,719
2018-11-17,719
2018-11-18,719
2018-11-19,719
2018-11-20,719
2018-11-21,719
2018-11-22,719
2018-11-23,719
2018-11-24,719
2018-11-25,719
2018-11-26,719
2018-11-27,719
2018-11-28,719
2018-11-29,751
2018-12-01,751
2018-12-02,751
2018-12-03,751
2018-12-04,751
2018-12-05,751
2018-12-07,751
2018-12-09,751
2018-12-10,751
2018-12-11,751
2018-12-13,751
2018-12-14,751
2018-12-15,751
2018-12-16,751
2018-12-17,751
2018-12-18,751
2018-12-19,751
2018-12-20,783
2018-12-21,783
2018-12-22,783
2018-12-23,783
2018-12-24,783
2018-12-25,783
2018-12-26,783
2018-12-27,783
2018-12-28,783
2018-12-29,783
2018-12-30,783
2018-12-31,783
2019-01-01,783
2019-01-02,783
2019-01-03,783
2019-01-04,783
2019-01-05,783
2019-01-06,783
2019-01-08,820
2019-01-10,820
2019-01-11,820
2019-01-12,820
2019-01-13,820
2019-01-14,820
2019-01-15,820
2019-01-16,820
2019-01-17,820
2019-01-18,820
2019-01-19,820
2019-01-20,820
2019-01-22,820
2019-01-23,820
2019-01-24,820
2019-01-25,859
2019-01-26,859
2019-01-27,859
2019-01-28,859
2019-01-29,859
2019-01-30,859
2019-01-31,859
2019-02-01,859
2019-02-02,859
2019-02-03,859
2019-02-04,859
2019-02-05,859
2019-02-06,859
2019-02-07,859
2019-02-08,859
2019-02-09,859
2019-02-10,859
2019-02-11,859
2019-02-12,891
2019-02-13,891
2019-02-14,891
2019-02-15,891
2019-02-16,891
2019-02-17,891
2019-02-18,891
2019-02-19,891
2019-02-20,891
2019-02-21,891
2019-02-22,891
2019-02-23,891
2019-02-24,891
2019-02-25,891
2019-02-26,919
2019-02-27,919
2019-02-28,919
2019-03-01,919
2019-03-02,919
2019-03-03,919
2019-03-04,919
2019-03-05,919
2019-03-06,919
2019-03-07,919
2019-03-08,919
2019-03-09,919
2019-03-10,919
2019-03-11,919
2019-03-12,919
2019-03-13,919
2019-03-14,946
2019-03-15,946
2019-03-16,946
2019-03-17,946
2019-03-18,946
2019-03-19,946
2019-03-20,946
2019-03-21,946
2019-03-22,946
2019-03-23,946
2019-03-24,946
2019-03-25,946
2019-03-26,946
2019-03-27,946
2019-03-28,946
2019-03-29,982
2019-03-30,982
2019-03-31,982
2019-04-01,982
2019-04-02,982
2019-04-03,982
2019-04-04,982
2019-04-05,982
2019-04-06,982
2019-04-07,982
2019-04-08,982
2019-04-09,982
2019-04-10,982
2019-04-11,982
2019-04-12,1017
2019-04-13,1017
2019-04-14,1017
2019-04-15,1017
2019-04-16,1017
2019-04-17,1017
2019-04-18,1017
2019-04-19,1017
2019-04-20,1017
2019-04-21,1017
2019-04-22,1017
2019-04-23,1058
2019-04-24,1058
2019-04-25,1058
2019-04-26,1058
2019-04-27,1058
2019-04-28,1058
2019-04-29,1058
2019-04-30,1058
2019-05-01,1058
2019-05-02,1058
2019-05-03,1058
2019-05-04,1058
2019-05-05,1073
2019-05-06,1073
2019-05-07,1073
2019-05-08,1073
2019-05-09,1073
2019-05-10,1073
2019-05-11,1073
2019-05-12,1073
2019-05-13,1073
2019-05-14,1073
2019-05-15,1073
2019-05-16,1073
2019-05-17,1074
2019-05-18,1074
2019-05-19,1074
2019-05-20,1074
2019-05-21,1074
2019-05-22,1074
2019-05-23,1074
2019-05-24,1074
2019-05-25,1074
2019-05-26,1074
2019-05-27,1074
2019-05-28,1074
2019-05-29,1084
2019-05-30,1084
2019-05-31,1084
2019-06-01,1084
2019-06-02,1084
2019-06-03,1084
2019-06-04,1084
2019-06-05,1084
2019-06-06,1084
2019-06-07,1084
2019-06-08,1084
2019-06-09,1098
2019-06-10,1098
2019-06-11,1098
2019-06-12,1098
2019-06-13,1098
2019-06-14,1098
2019-06-15,1098
2019-06-16,1098
2019-06-17,1098
2019-06-18,1098
2019-06-19,1098
2019-06-20,1098
2019-06-21,1098
2019-06-22,1124
2019-06-23,1124
2019-06-24,1124
2019-06-25,1124
2019-06-26,1124
2019-06-27,1124
2019-06-28,1124
2019-06-29,1124
2019-06-30,1124
2019-07-01,1124
2019-07-02,1124
2019-07-03,1124
2019-07-04,1124
2019-07-05,1141
2019-07-06,1141
2019-07-07,1141
2019-07-08,1141
2019-07-09,1141
2019-07-10,1141
2019-07-11,1141
2019-07-12,1141
2019-07-13,1141
2019-07-14,1141
2019-07-15,1141
2019-07-16,1141
2019-07-17,1141
2019-07-18,1141
2019-07-19,1137
2019-07-20,1137
2019-07-21,1137
2019-07-22,1137
2019-07-23,1137
2019-07-24,1137
2019-07-25,1137
2019-07-26,1137
2019-07-27,1137
2019-07-28,1137
2019-07-29,1137
2019-07-30,1137
2019-07-31,1137
2019-08-01,1137
2019-08-02,1133
2019-08-03,1133
2019-08-04,1133
2019-08-05,1133
2019-08-06,1133
2019-08-07,1133
2019-08-08,1133
2019-08-09,1133
2019-08-10,1133
2019-08-11,1133
2019-08-12,1133
2019-08-13,1133
2019-08-14,1133
2019-08-15,1133
2019-08-16,1117
2019-08-17,1117
2019-08-18,1117
2019-08-19,1117
2019-08-20,1117
2019-08-21,1117
2019-08-22,1117
2019-08-23,1117
2019-08-24,1117
2019-08-24,1117
2019-08-25,1117
2019-08-25,1117
2019-08-26,1117
2019-08-26,1117
2019-08-27,1117
2019-08-27,1117
2019-08-28,1117
2019-08-29,1117
2019-08-30,1117
2019-08-31,1117
2019-09-01,1110
2019-09-02,1110
2019-09-03,1110
2019-09-04,1110
2019-09-05,1110
2019-09-06,1110
2019-09-07,1110
2019-09-08,1110
2019-09-09,1110
2019-09-10,1110
2019-09-11,1110
2019-09-12,1110
2019-09-13,1110
2019-09-14,1110
2019-09-15,1110
2019-09-16,1110
2019-09-17,1110
2019-09-18,1123
2019-09-19,1123
2019-09-20,1123
2019-09-21,1123
2019-09-22,1123
2019-09-23,1123
2019-09-24,1123
2019-09-25,1123
2019-09-26,1123
2019-09-27,1123
2019-09-28,1123
2019-09-29,1123
2019-09-30,1123
2019-10-01,1123
2019-10-02,1123
2019-10-03,1123
2019-10-04,1125
2019-10-05,1125
2019-10-06,1125
2019-10-07,1125
2019-10-08,1125
2019-10-09,1125
2019-10-10,1125
2019-10-11,1125
2019-10-12,1125
2019-10-13,1125
2019-10-14,1125
2019-10-15,1125
2019-10-16,1125
2019-10-17,1125
2019-10-18,1094
2019-10-19,1094
2019-10-20,1094
2019-10-21,1094
2019-10-22,1094
2019-10-23,1094
2019-10-24,1094
2019-10-25,1094
2019-10-26,1094
2019-10-27,1094
2019-10-28,1094
2019-10-29,1094
2019-10-30,1094
2019-10-31,1094
2019-11-01,1094
2019-11-02,1094
2019-11-03,1083
2019-11-04,1083
2019-11-05,1083
2019-11-06,1083
2019-11-07,1083
2019-11-08,1083
2019-11-09,1083
2019-11-10,1083
2019-11-11,1083
2019-11-12,1083
2019-11-13,1083
2019-11-14,1083
2019-11-15,1083
2019-11-16,1083
2019-11-17,1083
2019-11-18,1083
2019-11-19,1083
2019-11-20,1078
2019-11-21,1078
2019-11-22,1078
2019-11-23,1078
2019-11-24,1078
2019-11-25,1078
2019-11-26,1078
2019-11-27,1078
2019-11-28,1078
2019-11-29,1078
2019-11-30,1078
2019-12-01,1078
2019-12-02,1078
2019-12-03,1078
2019-12-04,1078
2019-12-05,1078
2019-12-06,1078
2019-12-07,1078
2019-12-08,1078
2019-12-09,1073
2019-12-10,1073
2019-12-11,1073
2019-12-12,1073
2019-12-13,1073
2019-12-14,1073
2019-12-15,1073
2019-12-16,1073
2019-12-17,1073
2019-12-18,1073
2019-12-19,1073
2019-12-20,1073
2019-12-21,1073
2019-12-22,1073
2019-12-23,1073
2019-12-24,1073
2019-12-25,1073
2019-12-26,1073
2019-12-27,1073
2019-12-28,1083
2019-12-29,1083
2019-12-30,1083
2019-12-31,1083
2020-01-01,1083
2020-01-02,1083
2020-01-03,1083
2020-01-04,1083
2020-01-05,1083
2020-01-06,1083
2020-01-07,1083
2020-01-08,1083
2020-01-09,1083
2020-01-10,1083
2020-01-11,1083
2020-01-12,1083
2020-01-13,1083
2020-01-14,1092
2020-01-15,1092
2020-01-16,1092
2020-01-17,1092
2020-01-18,1092
2020-01-19,1092
2020-01-20,1092
2020-01-21,1092
2020-01-22,1092
2020-01-23,1092
2020-01-24,1092
2020-01-25,1092
2020-01-26,1092
2020-01-27,1092
2020-01-28,1102
2020-01-29,1102
2020-01-30,1102
2020-01-31,1102
2020-02-01,1102
2020-02-02,1102
2020-02-03,1102
2020-02-04,1102
2020-02-05,1102
2020-02-06,1102
2020-02-07,1102
2020-02-08,1102
2020-02-09,1102
2020-02-10,1120
2020-02-11,1120
2020-02-12,1120
2020-02-13,1120
2020-02-14,1120
2020-02-15,1120
2020-02-16,1120
2020-02-17,1120
2020-02-18,1120
2020-02-19,1120
2020-02-20,1120
2020-02-21,1120
2020-02-22,1120
2020-02-23,1120
2020-02-24,1102
2020-02-25,1102
2020-02-26,1102
2020-02-27,1102
2020-02-28,1102
2020-02-29,1102
2020-03-01,1102
2020-03-02,1102
2020-03-03,1102
2020-03-04,1102
2020-03-05,1102
2020-03-06,1102
2020-03-07,1102
2020-03-08,1102
2020-03-09,1077
2020-03-10,1077
2020-03-11,1077
2020-03-12,1077
2020-03-13,1077
2020-03-14,1077
2020-03-15,1077
2020-03-16,1077
2020-03-17,1077
2020-03-18,1077
2020-03-19,1077
2020-03-20,1077
2020-03-21,1094
2020-03-22,1094
2020-03-23,1094
2020-03-24,1094
2020-03-25,1094
2020-03-26,1094
2020-03-27,1094
2020-03-28,1094
2020-03-29,1094
2020-03-30,1103
2020-03-31,1103
2020-04-01,1103
2020-04-02,1103
2020-04-03,1103
2020-04-04,1103
2020-04-05,1103
2020-04-06,1103
2020-04-07,1095
2020-04-08,1095
2020-04-09,1095
2020-04-10,1095
2020-04-11,1095
2020-04-12,1095
2020-04-13,1095
2020-04-14,1117
2020-04-15,1117
2020-04-16,1117
2020-04-17,1117
2020-04-18,1117
2020-04-19,1117
2020-04-20,1151
2020-04-21,1151
2020-04-22,1151
2020-04-23,1151
2020-04-24,1151
2020-04-25,1151
2020-04-26,1151
2020-04-27,1151
2020-04-28,1151
2020-04-29,1151
2020-04-30,1151
2020-05-01,1151
2020-05-02,1151
2020-05-03,1151
2020-05-04,1166
2020-05-05,1166
2020-05-06,1166
2020-05-07,1166
2020-05-08,1166
2020-05-09,1166
2020-05-10,1166
2020-05-11,1190
2020-05-12,1190
2020-05-13,1190
