date_obj,Elysian%20sigil price
2015-03-26,547637588
2015-03-27,547637588
2015-03-28,547637588
2015-03-29,547637588
2015-03-30,547637588
2015-03-31,547637588
2015-04-01,547637588
2015-04-02,547637588
2015-04-03,547637588
2015-04-04,547637588
2015-04-05,547637588
2015-04-06,547637588
2015-04-07,572431176
2015-04-08,572431176
2015-04-09,572431176
2015-04-10,572431176
2015-04-11,572431176
2015-04-12,572431176
2015-04-13,572431176
2015-04-14,572431176
2015-04-15,572431176
2015-04-16,572431176
2015-04-17,572431176
2015-04-18,572431176
2015-04-19,572431176
2015-04-20,572431176
2015-04-21,572431176
2015-04-22,572431176
2015-04-23,572431176
2015-04-24,599569465
2015-04-25,599569465
2015-04-26,599569465
2015-04-27,599569465
2015-04-28,599569465
2015-04-29,599569465
2015-04-30,599569465
2015-05-01,599569465
2015-05-02,599569465
2015-05-03,599569465
2015-05-04,599569465
2015-05-05,599569465
2015-05-06,599569465
2015-05-07,599569465
2015-05-08,599569465
2015-05-09,599569465
2015-05-10,599569465
2015-05-11,599569465
2015-05-12,599569465
2015-05-13,599569465
2015-05-14,627189441
2015-05-15,627189441
2015-05-16,627189441
2015-05-17,627189441
2015-05-18,627189441
2015-05-19,627189441
2015-05-20,627189441
2015-05-21,627189441
2015-05-22,627189441
2015-05-23,627189441
2015-05-24,627189441
2015-05-25,627189441
2015-05-26,627189441
2015-05-27,627189441
2015-05-28,627189441
2015-05-29,627189441
2015-05-30,627189441
2015-05-31,627189441
2015-06-01,627189441
2015-06-02,627189441
2015-06-03,627189441
2015-06-04,627189441
2015-06-05,627189441
2015-06-06,627189441
2015-06-07,627189441
2015-06-08,655111812
2015-06-09,655111812
2015-06-10,655111812
2015-06-11,655111812
2015-06-12,655111812
2015-06-13,655111812
2015-06-14,655111812
2015-06-15,655111812
2015-06-16,655111812
2015-06-17,655111812
2015-06-18,655111812
2015-06-19,655111812
2015-06-20,655111812
2015-06-21,655111812
2015-06-22,655111812
2015-06-23,655111812
2015-06-24,655111812
2015-06-25,655111812
2015-06-26,655111812
2015-06-27,655111812
2015-06-28,655111812
2015-06-29,655111812
2015-06-30,655111812
2015-07-01,655111812
2015-07-02,655111812
2015-07-03,681636565
2015-07-04,681636565
2015-07-05,681636565
2015-07-06,681636565
2015-07-07,681636565
2015-07-08,681636565
2015-07-09,681636565
2015-07-10,681636565
2015-07-11,681636565
2015-07-12,681636565
2015-07-13,681636565
2015-07-14,681636565
2015-07-15,681636565
2015-07-16,681636565
2015-07-17,681636565
2015-07-18,681636565
2015-07-19,681636565
2015-07-20,681636565
2015-07-21,681636565
2015-07-22,681636565
2015-07-23,681636565
2015-07-24,681636565
2015-07-25,681636565
2015-07-26,681636565
2015-07-27,681636565
2015-07-28,681636565
2015-07-29,681636565
2015-07-30,681636565
2015-07-31,681636565
2015-08-01,681636565
2015-08-02,681636565
2015-08-03,681636565
2015-08-04,681636565
2015-08-05,710220686
2015-08-06,710220686
2015-08-07,710220686
2015-08-08,710220686
2015-08-09,710220686
2015-08-10,710220686
2015-08-11,710220686
2015-08-12,710220686
2015-08-13,710220686
2015-08-14,710220686
2015-08-15,710220686
2015-08-16,710220686
2015-08-17,710220686
2015-08-18,710220686
2015-08-19,710220686
2015-08-20,710220686
2015-08-21,710220686
2015-08-22,710220686
2015-08-23,710220686
2015-08-24,710220686
2015-08-25,710220686
2015-08-26,710220686
2015-08-27,710220686
2015-08-28,710220686
2015-08-29,710220686
2015-08-30,710220686
2015-08-31,710220686
2015-09-01,710220686
2015-09-02,710220686
2015-09-03,710220686
2015-09-04,710220686
2015-09-05,742161917
2015-09-06,742161917
2015-09-07,742161917
2015-09-08,742161917
2015-09-09,742161917
2015-09-10,742161917
2015-09-11,742161917
2015-09-12,742161917
2015-09-13,742161917
2015-09-14,742161917
2015-09-15,742161917
2015-09-16,742161917
2015-09-17,742161917
2015-09-18,742161917
2015-09-19,742161917
2015-09-20,742161917
2015-09-21,742161917
2015-09-22,742161917
2015-09-23,742161917
2015-09-24,742161917
2015-09-25,742161917
2015-09-27,742161917
2015-09-28,742161917
2015-09-29,742161917
2015-09-30,742161917
2015-10-05,775553100
2015-10-06,775553100
2015-10-07,775553100
2015-10-08,775553100
2015-10-09,775553100
2015-10-10,775553100
2015-10-11,775553100
2015-10-12,775553100
2015-10-13,775553100
2015-10-14,775553100
2015-10-15,775553100
2015-10-16,775553100
2015-10-17,775553100
2015-10-18,775553100
2015-10-19,775553100
2015-10-20,775553100
2015-10-22,775553100
2015-10-23,775553100
2015-10-24,775553100
2015-10-25,775553100
2015-10-26,775553100
2015-10-27,775553100
2015-10-29,775553100
2015-10-30,805987339
2015-10-31,805987339
2015-11-01,805987339
2015-11-02,805987339
2015-11-03,805987339
2015-11-04,805987339
2015-11-05,805987339
2015-11-06,805987339
2015-11-07,805987339
2015-11-08,805987339
2015-11-09,805987339
2015-11-10,805987339
2015-11-11,805987339
2015-11-12,805987339
2015-11-13,805987339
2015-11-14,805987339
2015-11-15,805987339
2015-11-16,805987339
2015-11-17,805987339
2015-11-18,805987339
2015-11-19,805987339
2015-11-20,805987339
2015-11-21,805987339
2015-11-22,805987339
2015-11-23,805987339
2015-11-24,805987339
2015-11-25,805987339
2015-11-26,805987339
2015-11-27,805987339
2015-11-28,805987339
2015-11-29,805987339
2015-11-30,805987339
2015-12-01,805987339
2015-12-02,805987339
2015-12-03,805987339
2015-12-04,805987339
2015-12-05,805987339
2015-12-06,805987339
2015-12-07,805987339
2015-12-08,805987339
2015-12-09,805987339
2015-12-10,805987339
2015-12-11,805987339
2015-12-12,805987339
