date_obj,Gnome%20scarf price
2015-07-09,577806
2015-07-10,582251
2015-07-11,582251
2015-07-12,582251
2015-07-13,598671
2015-07-14,598671
2015-07-15,611077
2015-07-16,611077
2015-07-17,620967
2015-07-18,620967
2015-07-19,620967
2015-07-20,645663
2015-07-21,645663
2015-07-22,675621
2015-07-23,675621
2015-07-24,706543
2015-07-25,706543
2015-07-26,706543
2015-07-27,731012
2015-07-28,731012
2015-07-29,722836
2015-07-30,722836
2015-07-31,722836
2015-08-01,702592
2015-08-02,702592
2015-08-03,680483
2015-08-04,680483
2015-08-05,661405
2015-08-06,661405
2015-08-07,660039
2015-08-08,660039
2015-08-09,680601
2015-08-10,680601
2015-08-11,705726
2015-08-12,705726
2015-08-13,705726
2015-08-14,736060
2015-08-15,736060
2015-08-16,736060
2015-08-17,750264
2015-08-18,750264
2015-08-19,764550
2015-08-20,764550
2015-08-21,762873
2015-08-22,762873
2015-08-23,762873
2015-08-24,743671
2015-08-25,743671
2015-08-26,743671
2015-08-27,749463
2015-08-28,749463
2015-08-29,749463
2015-08-30,723052
2015-08-31,723052
2015-09-01,707499
2015-09-02,707499
2015-09-03,707499
2015-09-04,727864
2015-09-05,727864
2015-09-06,727864
2015-09-07,735614
2015-09-08,735614
2015-09-09,761111
2015-09-10,761111
2015-09-11,787839
2015-09-12,787839
2015-09-13,791859
2015-09-14,791859
2015-09-15,808356
2015-09-16,808356
2015-09-17,832820
2015-09-18,832820
2015-09-19,832820
2015-09-20,819739
2015-09-21,819739
2015-09-22,821584
2015-09-23,821584
2015-09-24,821584
2015-09-25,826003
2015-09-27,817858
2015-09-28,817858
2015-09-29,817858
2015-09-30,793773
2015-10-05,758236
2015-10-06,720646
2015-10-07,720646
2015-10-08,690313
2015-10-09,690313
2015-10-10,690313
2015-10-11,660144
2015-10-12,660144
2015-10-13,660144
2015-10-14,637243
2015-10-15,637243
2015-10-16,630920
2015-10-17,630920
2015-10-18,630920
2015-10-19,636762
2015-10-20,636762
2015-10-22,658391
2015-10-23,658391
2015-10-24,688858
2015-10-25,688858
2015-10-26,723301
2015-10-27,723301
2015-10-29,759322
2015-10-30,759322
2015-10-31,793639
2015-11-01,793639
2015-11-02,793639
2015-11-03,827769
2015-11-04,827769
2015-11-05,827769
2015-11-06,849437
2015-11-07,849437
2015-11-08,849437
2015-11-09,886497
2015-11-10,886497
2015-11-11,886497
2015-11-12,919622
2015-11-13,919622
2015-11-14,919622
2015-11-15,930071
2015-11-16,930071
2015-11-17,930071
2015-11-18,921676
2015-11-19,921676
2015-11-20,935424
2015-11-21,935424
2015-11-22,935424
2015-11-23,946966
2015-11-24,946966
2015-11-25,973182
2015-11-26,973182
2015-11-27,973182
2015-11-28,990277
2015-11-29,990277
2015-11-30,1008963
2015-12-01,1008963
2015-12-02,1008963
2015-12-03,1025801
2015-12-04,1025801
2015-12-05,1025801
2015-12-06,995374
2015-12-07,995374
2015-12-08,957730
2015-12-09,957730
2015-12-10,918486
2015-12-11,918486
2015-12-12,877379
2015-12-13,877379
2015-12-14,837396
2015-12-15,805440
2015-12-16,805440
2015-12-17,791527
2015-12-18,791527
2015-12-19,784074
2015-12-20,784074
2015-12-21,771362
2015-12-22,771362
2015-12-23,760516
2015-12-24,760516
2015-12-25,760516
2015-12-26,785302
2015-12-27,785302
2015-12-28,789558
2015-12-29,789558
2015-12-30,801519
2015-12-31,801519
2016-01-01,801519
2016-01-02,797696
2016-01-03,797696
2016-01-04,809347
2016-01-05,809347
2016-01-06,812000
2016-01-07,812000
2016-01-08,805313
2016-01-09,805313
2016-01-10,805313
2016-01-11,786550
2016-01-12,786550
2016-01-13,771551
2016-01-14,771551
2016-01-15,760537
2016-01-16,760537
2016-01-17,750187
2016-01-18,750187
2016-01-19,748020
2016-01-20,748020
2016-01-21,750161
2016-01-22,750161
2016-01-23,733206
2016-01-24,733206
2016-01-25,706179
2016-01-26,706179
2016-01-27,693162
2016-01-28,693162
2016-01-29,665522
2016-01-30,665522
2016-01-31,637767
2016-02-01,637767
2016-02-02,627279
2016-02-03,627279
2016-02-04,639029
2016-02-05,639029
2016-02-06,636428
2016-02-07,636428
2016-02-08,636428
2016-02-09,631887
2016-02-10,631887
2016-02-11,628852
2016-02-12,628852
2016-02-13,626385
2016-02-14,626385
2016-02-15,614338
2016-02-16,614338
2016-02-17,608118
2016-02-18,608118
2016-02-19,608118
2016-02-20,612814
2016-02-21,609367
2016-02-22,609367
2016-02-23,609367
2016-02-24,604783
2016-02-25,604783
2016-02-26,617434
2016-02-27,617434
2016-02-28,638239
2016-02-29,638239
2016-03-01,661607
2016-03-02,661607
2016-03-03,661607
2016-03-04,688540
2016-03-05,688540
2016-03-06,713433
2016-03-07,713433
2016-03-08,713433
2016-03-09,729340
2016-03-10,729340
2016-03-11,740179
2016-03-12,740179
2016-03-13,752258
2016-03-14,752258
2016-03-15,764873
2016-03-16,764873
2016-03-17,785873
2016-03-18,785873
2016-03-19,815413
2016-03-20,815413
2016-03-21,812483
2016-03-22,812483
2016-03-23,802294
2016-03-24,802294
2016-03-25,802294
2016-03-26,784869
2016-03-27,784869
2016-03-28,770025
2016-03-29,770025
2016-03-30,770025
2016-03-31,776482
2016-04-01,776482
2016-04-02,776482
2016-04-03,798341
2016-04-04,798341
2016-04-05,810047
2016-04-06,810047
2016-04-07,823166
2016-04-08,823166
2016-04-09,846242
2016-04-10,846242
2016-04-11,846242
2016-04-12,826489
2016-04-13,826489
2016-04-14,826489
2016-04-15,805257
2016-04-16,805257
2016-04-17,805257
2016-04-18,780728
2016-04-19,780728
2016-04-20,780728
2016-04-21,745266
2016-04-22,745266
2016-04-23,745266
2016-04-24,718612
2016-04-25,718612
2016-04-26,703557
2016-04-27,703557
2016-04-28,690493
2016-04-29,690493
2016-04-30,690493
2016-05-01,675691
2016-05-02,675691
2016-05-03,669491
2016-05-04,669491
2016-05-05,687308
2016-05-06,687308
2016-05-07,687308
2016-05-08,714463
2016-05-09,714463
2016-05-10,743533
2016-05-11,743533
2016-05-12,743533
2016-05-13,739933
2016-05-14,739933
2016-05-15,736972
2016-05-16,736972
2016-05-17,736972
2016-05-18,742905
2016-05-19,742905
2016-05-22,726803
2016-05-23,717939
2016-05-24,717939
2016-05-25,717939
2016-05-26,710426
2016-05-27,710426
2016-05-28,694983
2016-05-29,694983
2016-05-30,695426
2016-05-31,695426
2016-06-01,702642
2016-06-02,702642
2016-06-03,702642
2016-06-04,708999
2016-06-05,708999
2016-06-06,711511
2016-06-07,711511
2016-06-08,711511
2016-06-09,713744
2016-06-10,713744
2016-06-11,714738
2016-06-12,714738
2016-06-13,721731
2016-06-14,721731
2016-06-15,738522
2016-06-16,738522
2016-06-17,748550
2016-06-18,748550
2016-06-19,748550
2016-06-20,757761
2016-06-21,757761
2016-06-22,753014
2016-06-23,753014
2016-06-24,753014
2016-06-25,762864
2016-06-26,762864
2016-06-27,762864
2016-06-28,773575
2016-06-29,773575
2016-06-30,788652
2016-07-01,788652
2016-07-02,777526
2016-07-03,777526
2016-07-04,760170
2016-07-05,760170
2016-07-06,740138
2016-07-07,740138
2016-07-08,715328
2016-07-09,715328
2016-07-10,703819
2016-07-11,703819
2016-07-12,695923
2016-07-13,695923
2016-07-14,693439
2016-07-15,693439
2016-07-16,688106
2016-07-17,688106
2016-07-18,665339
2016-07-23,646914
2016-07-24,628435
2016-07-25,628435
2016-07-26,628435
2016-07-27,637002
2016-07-28,637002
2016-07-29,663477
2016-07-30,663477
2016-07-31,663477
2016-08-01,689930
2016-08-02,689930
2016-08-03,709876
2016-08-04,709876
2016-08-05,709876
2016-08-06,693759
2016-08-07,693759
2016-08-08,693759
2016-08-09,677495
2016-08-10,677495
2016-08-11,677495
2016-08-12,708997
2016-08-13,708997
2016-08-14,708997
2016-08-15,740353
2016-08-16,740353
2016-08-17,740353
2016-08-18,751149
2016-08-19,751149
2016-08-20,742844
2016-08-21,742844
2016-08-22,742844
2016-08-23,746707
2016-08-24,746707
2016-08-25,746707
2016-08-26,746707
2016-08-28,742682
2016-08-31,730232
2016-09-01,721243
2016-09-02,721243
2016-09-03,721243
2016-09-04,723825
2016-09-05,723825
2016-09-06,723825
2016-09-07,728722
2016-09-08,728722
2016-09-09,763315
2016-09-10,798248
2016-09-11,798248
2016-09-12,838066
2016-09-13,874897
2016-09-14,874897
2016-09-15,900335
2016-09-16,900335
2016-09-17,900335
2016-09-18,932707
2016-09-19,932707
2016-09-20,932707
2016-09-21,957526
2016-09-22,957526
2016-09-23,940249
2016-09-24,940249
2016-09-25,940249
2016-09-26,918733
2016-09-27,918733
2016-09-28,918733
2016-09-29,878046
2016-09-30,878046
2016-10-01,840893
2016-10-02,840893
2016-10-03,840893
2016-10-04,822260
2016-10-05,822260
2016-10-06,807108
2016-10-07,807108
2016-10-08,793644
2016-10-09,793644
2016-10-10,793644
2016-10-11,814467
2016-10-12,814467
2016-10-13,814467
2016-10-14,821729
2016-10-15,821729
2016-10-16,821729
2016-10-17,851139
2016-10-18,851139
2016-10-19,851139
2016-10-20,885214
2016-10-21,885214
2016-10-22,885214
2016-10-23,927103
2016-10-24,927103
2016-10-25,927103
2016-10-26,964174
2016-10-27,964174
2016-10-28,964174
2016-10-29,1000730
2016-10-30,1000730
2016-10-31,1000730
2016-11-01,991201
2016-11-02,991201
2016-11-03,991201
2016-11-04,966235
2016-11-05,966235
2016-11-06,966235
2016-11-07,982620
2016-11-08,982620
2016-11-09,982620
2016-11-10,995879
2016-11-11,995879
2016-11-12,995879
2016-11-13,1041730
2016-11-14,1041730
2016-11-15,1016684
2016-12-07,841741
2016-12-08,871758
2016-12-09,871758
2016-12-10,882752
2016-12-11,882752
2016-12-12,852327
2016-12-13,852327
2016-12-14,844481
2016-12-15,844481
2016-12-16,844481
2016-12-17,831081
2016-12-18,831081
2016-12-19,831081
2016-12-20,811548
2016-12-21,811548
2016-12-22,811548
2016-12-23,795816
2016-12-24,795816
2016-12-25,809760
2016-12-26,809760
2016-12-27,780751
2016-12-28,780751
2016-12-29,745675
2016-12-30,745675
2016-12-31,735305
2017-01-01,735305
2017-01-02,734894
2017-01-03,734894
2017-01-04,759967
2017-01-05,759967
2017-01-06,759967
2017-01-07,767657
2017-01-08,767657
2017-01-09,764826
2017-01-10,764826
2017-01-11,773580
2017-01-12,773580
2017-01-13,770358
2017-01-14,770358
2017-01-15,768053
2017-01-16,768053
2017-01-17,755422
2017-01-18,755422
2017-01-19,733729
2017-01-20,733729
2017-01-21,746119
2017-01-22,746119
2017-01-23,754356
2017-01-27,748938
2017-01-28,748938
2017-01-29,738469
2017-01-30,738469
2017-01-31,738469
2017-02-01,729491
2017-02-02,729491
2017-02-03,710936
2017-02-04,710936
2017-02-05,694941
2017-02-06,694941
2017-02-07,686269
2017-02-08,660513
2017-02-09,660513
2017-02-10,635197
2017-02-11,635197
2017-02-12,611976
2017-02-13,611976
2017-02-14,587972
2017-02-15,587972
2017-02-16,573414
2017-02-18,573414
2017-02-19,583903
2017-02-20,583903
2017-02-21,598738
2017-02-22,598738
2017-02-23,617553
2017-02-24,617553
2017-02-25,633163
2017-02-26,633163
2017-02-27,649581
2017-02-28,649581
2017-03-01,658953
2017-03-02,658953
2017-03-03,670881
2017-03-04,670881
2017-03-05,689089
2017-03-06,689089
2017-03-07,701252
2017-03-08,701252
2017-03-09,701252
2017-03-10,712708
2017-03-11,712708
2017-03-12,713626
2017-03-13,713626
2017-03-14,717117
2017-03-15,717117
2017-03-16,715169
2017-03-17,715169
2017-03-18,693884
2017-03-19,693884
2017-03-20,662694
2017-03-21,662694
2017-03-22,641554
2017-03-23,641554
2017-03-24,626889
2017-03-25,626889
2017-03-26,626889
2017-03-27,613814
2017-03-28,613814
2017-03-29,614113
2017-03-30,614113
2017-03-31,619106
2017-04-01,619106
2017-04-02,619106
2017-04-03,607473
2017-04-04,607473
2017-04-12,631404
2017-04-13,631404
2017-04-14,655350
2017-04-15,655350
2017-04-16,674292
2017-04-17,674292
2017-04-18,705307
2017-04-19,705307
2017-04-20,728263
2017-04-21,728263
2017-04-22,747271
2017-04-23,747271
2017-04-24,755984
2017-04-25,767124
2017-04-26,767124
2017-04-27,767124
2017-04-28,769575
2017-04-29,769575
2017-04-30,785690
2017-05-01,785690
2017-05-02,794930
2017-05-03,794930
2017-05-04,792245
2017-05-05,792245
2017-05-06,793759
2017-05-07,793759
2017-05-08,798300
2017-05-09,798300
2017-05-10,775960
2017-05-11,775960
2017-05-12,757402
2017-05-13,757402
2017-05-14,732498
2017-05-15,732498
2017-05-16,709877
2017-05-17,709877
2017-05-18,703677
2017-05-19,703677
2017-05-20,702137
2017-05-21,702137
2017-05-22,682758
2017-05-23,682758
2017-05-24,687753
2017-05-25,687753
2017-05-26,687912
2017-05-27,687912
2017-05-28,677677
2017-05-29,677677
2017-05-30,660387
2017-05-31,660387
2017-06-01,656225
2017-06-02,656225
2017-06-03,643156
2017-06-04,643156
2017-06-05,640100
2017-06-06,650023
2017-06-07,670531
2017-06-08,670531
2017-06-09,670531
2017-06-10,682662
2017-06-11,682662
2017-06-12,691456
2017-06-13,691456
2017-06-14,687705
2017-06-15,687705
2017-06-16,683634
2017-06-17,683634
2017-06-18,689277
2017-06-19,689277
2017-06-20,694929
2017-06-21,694929
2017-06-22,707784
2017-06-23,707784
2017-06-24,708120
2017-06-25,708120
2017-06-26,708153
2017-06-27,708153
2017-06-28,713043
2017-06-29,713043
2017-06-30,713189
2017-07-01,713189
2017-07-02,713189
2017-07-03,700789
2017-07-04,700789
2017-07-05,700789
2017-07-06,692880
2017-07-07,692880
2017-07-08,692880
2017-07-13,673998
2017-07-14,658964
2017-07-15,658964
2017-07-16,658964
2017-07-17,655063
2017-07-18,655063
2017-07-19,675471
2017-07-20,675471
2017-07-21,690060
2017-07-22,690060
2017-07-23,707266
2017-07-24,707266
2017-07-25,707266
2017-07-26,705573
2017-07-27,705573
2017-07-28,715507
2017-07-29,715507
2017-07-30,714738
2017-07-31,714738
2017-08-01,714738
2017-08-02,714849
2017-08-03,714849
2017-08-04,714849
2017-08-05,743430
2017-08-06,743430
2017-08-09,814080
2017-08-10,814080
2017-08-11,852957
2017-08-12,852957
2017-08-13,894065
2017-08-14,894065
2017-08-15,910064
2017-08-16,910064
2017-08-17,866271
2017-08-18,866271
2017-08-19,866271
2017-08-20,826061
2017-08-21,826061
2017-08-22,799019
2017-08-23,799019
2017-08-24,799019
2017-08-25,766192
2017-08-26,766192
2017-08-27,749871
2017-08-28,749871
2017-08-29,749871
2017-08-30,737840
2017-08-31,737840
2017-09-01,737840
2017-09-02,728340
2017-09-03,728340
2017-09-04,728340
2017-09-05,719814
2017-09-06,719814
2017-09-07,732338
2017-09-08,732338
2017-09-09,723415
2017-09-10,723415
2017-09-11,724736
2017-09-12,724736
2017-09-13,710644
2017-09-14,710644
2017-09-15,706967
2017-09-16,706967
2017-09-17,697518
2017-09-18,697518
2017-09-19,686109
2017-09-20,686109
2017-09-21,677155
2017-09-22,677155
2017-09-23,679933
2017-09-24,679933
2017-09-25,689624
2017-09-26,689624
2017-09-27,689624
2017-09-28,702386
2017-09-29,702386
2017-09-30,719812
2017-10-01,719812
2017-10-02,723588
2017-10-03,723588
2017-10-04,723588
2017-10-05,717934
2017-10-06,717934
2017-10-07,712121
2017-10-08,712121
2017-10-09,720795
2017-10-10,720795
2017-10-11,731672
2017-10-12,731672
2017-10-13,733754
2017-10-14,733754
2017-10-15,734195
2017-10-16,734195
2017-10-17,740137
2017-10-18,740137
2017-10-19,741696
2017-10-20,741696
2017-10-21,741644
2017-10-22,741644
2017-10-23,734887
2017-10-24,734887
2017-10-25,735346
2017-10-26,735346
2017-10-27,725122
2017-10-28,725122
2017-10-29,720970
2017-10-30,720970
2017-10-31,718313
2017-11-01,718313
2017-11-02,718313
2017-11-03,714727
2017-11-04,714727
2017-11-05,708078
2017-11-06,708078
2017-11-07,700774
2017-11-08,700774
2017-11-09,703382
2017-11-10,703382
2017-11-11,708249
2017-11-12,708249
2017-11-13,711979
2017-11-14,711979
2017-11-15,719459
2017-11-16,719459
2017-11-17,732358
2017-11-18,732358
2017-11-19,742237
2017-11-20,742237
2017-11-21,735107
2017-11-22,735107
2017-11-23,729330
2017-11-24,729330
2017-11-25,714650
2017-11-26,714650
2017-11-27,714650
2017-11-28,701426
2017-11-29,701426
2017-11-30,692774
2017-12-01,692774
2017-12-02,688273
2017-12-03,688273
2017-12-04,690657
2017-12-05,690657
2017-12-06,691221
2017-12-07,691221
2017-12-08,691221
2017-12-09,694639
2017-12-10,694639
2017-12-11,704545
2017-12-12,704545
2017-12-13,712806
2017-12-14,712806
2017-12-15,714076
2017-12-16,714076
2017-12-17,714076
2017-12-18,702573
2017-12-19,702573
2017-12-20,702573
2017-12-21,698849
2017-12-22,698849
2017-12-23,696272
2017-12-24,696272
2017-12-25,706267
2017-12-26,706267
2017-12-27,718235
2017-12-28,718235
2017-12-29,730647
2017-12-30,719302
2017-12-31,719302
2018-01-01,713591
2018-01-02,713591
2018-01-03,707851
2018-01-04,707851
2018-01-05,708417
2018-01-06,708417
2018-01-07,700684
2018-01-08,700684
2018-01-09,696356
2018-01-10,696356
2018-01-11,696999
2018-01-12,696999
2018-01-13,691941
2018-01-14,691941
2018-01-15,698614
2018-01-16,698614
2018-01-17,696706
2018-01-18,696706
2018-01-19,696706
2018-01-20,701925
2018-01-21,701925
2018-01-22,699149
2018-01-23,699149
2018-01-24,693832
2018-01-25,706016
2018-01-26,706600
2018-01-27,701591
2018-01-28,697551
2018-01-29,700042
2018-01-30,701652
2018-01-31,706260
2018-02-01,702338
2018-02-02,702338
2018-02-03,697533
2018-02-04,701565
2018-02-05,694540
2018-02-06,692191
2018-02-07,695031
2018-02-08,695031
2018-02-09,700293
2018-02-10,700293
2018-02-11,702048
2018-02-12,700602
2018-02-13,703899
2018-02-14,702907
2018-02-15,703266
2018-02-16,704881
2018-02-17,706550
2018-02-18,706931
2018-02-19,708298
2018-02-20,708698
2018-02-21,697420
2018-02-22,706682
2018-02-23,698321
2018-02-24,700248
2018-02-25,700985
2018-02-26,702996
2018-02-27,700129
2018-02-28,700129
2018-03-01,687347
2018-03-02,694172
2018-03-03,696610
2018-03-04,696610
2018-03-05,688101
2018-03-06,677900
2018-03-07,674838
2018-03-08,677246
2018-03-09,675482
2018-03-10,664068
2018-03-11,659424
2018-03-12,671931
2018-03-13,675444
2018-03-14,664158
2018-03-15,663087
2018-03-16,659706
2018-03-17,664306
2018-03-18,672204
2018-03-20,678777
2018-03-21,678733
2018-03-23,672443
2018-03-24,661487
2018-03-25,643646
2018-03-26,644297
2018-03-27,636590
2018-03-28,636590
2018-03-29,632876
2018-03-30,635484
2018-03-31,623447
2018-04-01,624968
2018-04-02,630547
2018-04-03,629337
2018-04-04,626525
2018-04-05,626525
2018-04-06,624843
2018-04-07,624843
2018-04-08,619507
2018-04-09,620322
2018-04-10,616393
2018-04-11,612055
2018-04-12,597841
2018-04-13,597841
2018-04-14,574871
2018-04-15,562137
2018-04-16,562137
2018-04-17,550234
2018-04-18,550234
2018-04-19,542932
2018-04-20,545155
2018-04-21,545795
2018-04-22,545795
2018-04-23,539350
2018-04-24,538993
2018-04-25,541038
2018-04-26,541038
2018-04-27,536341
2018-04-28,531149
2018-04-29,532025
2018-04-30,534468
2018-05-01,537908
2018-05-03,535142
2018-05-04,550083
2018-05-05,574613
2018-05-06,574613
2018-05-07,590665
2018-05-08,596359
2018-05-09,604047
2018-05-10,607182
2018-05-11,628586
2018-05-12,648608
2018-05-13,648608
2018-05-14,652390
2018-05-15,647690
2018-05-16,657786
2018-05-17,667871
2018-05-18,680115
2018-05-19,681451
2018-05-20,675409
2018-05-21,680887
2018-05-22,680887
2018-05-23,683780
2018-05-24,692003
2018-05-25,681330
2018-05-26,683887
2018-05-27,683887
2018-05-28,683084
2018-05-29,684963
2018-05-30,685861
2018-05-31,693199
2018-06-01,682222
2018-06-02,678778
2018-06-03,678778
2018-06-04,673286
2018-06-05,671161
2018-06-06,658239
2018-06-07,658239
2018-06-08,638995
2018-06-09,619940
2018-06-10,615313
2018-06-11,622383
2018-06-12,625603
2018-06-13,632920
2018-06-14,647130
2018-06-15,657067
2018-06-16,669335
2018-06-17,673071
2018-06-18,673552
2018-06-19,683059
2018-06-20,683059
2018-06-21,701241
2018-06-22,716316
2018-06-23,716316
2018-06-24,728044
2018-06-25,723941
2018-06-26,715377
2018-06-27,704569
2018-06-28,697395
2018-06-29,687465
2018-06-30,671305
2018-07-01,661171
2018-07-02,661171
2018-07-03,656959
2018-07-04,653527
2018-07-05,653527
2018-07-06,649881
2018-07-07,651426
2018-07-08,651473
2018-07-09,641743
2018-07-10,652818
2018-07-11,648660
2018-07-12,654532
2018-07-13,647525
2018-07-14,648455
2018-07-15,655494
2018-07-16,657578
2018-07-17,657302
2018-07-18,674040
2018-07-19,664486
2018-07-20,666009
2018-07-21,666183
2018-07-22,662606
2018-07-23,671406
2018-07-24,674521
2018-07-25,657790
2018-07-26,673604
2018-07-27,677551
2018-07-28,675236
2018-07-29,664455
2018-07-30,674149
2018-07-31,667879
2018-08-01,667879
2018-08-02,678779
2018-08-03,684525
2018-08-04,696595
2018-08-05,708800
2018-08-06,704693
2018-08-07,708927
2018-08-08,705259
2018-08-09,690115
2018-08-10,683274
2018-08-11,675904
2018-08-12,679904
2018-08-14,640695
2018-08-16,592575
2018-08-17,596249
2018-08-18,590406
2018-08-19,589900
2018-08-20,584687
2018-08-21,571285
2018-08-22,561225
2018-08-23,548425
2018-08-24,552469
2018-08-25,562249
2018-08-26,566455
2018-08-27,576897
2018-08-28,588877
2018-08-29,596294
2018-08-30,594264
2018-08-31,592355
2018-09-01,589495
2018-09-02,599222
2018-09-03,611146
2018-09-04,626070
2018-09-05,637911
2018-09-06,655600
2018-09-07,656598
2018-09-08,647649
2018-09-09,635879
2018-09-10,629110
2018-09-11,629110
2018-09-12,622965
2018-09-13,613737
2018-09-14,611888
2018-09-15,622681
2018-09-16,615011
2018-09-17,623813
2018-09-18,637430
2018-09-19,667339
2018-09-20,672145
2018-09-21,672445
2018-09-22,652150
2018-09-23,644865
2018-09-24,643999
2018-09-25,646801
2018-09-26,646733
2018-09-27,646733
2018-09-28,650897
2018-09-29,659486
2018-09-30,660561
2018-10-01,659970
2018-10-02,663315
2018-10-03,663305
2018-10-04,676982
2018-10-05,668649
2018-10-06,657312
2018-10-07,650255
2018-10-08,651937
2018-10-09,641535
2018-10-10,643455
2018-10-11,645231
2018-10-12,649972
2018-10-13,641486
2018-10-14,637219
2018-10-15,633820
2018-10-16,624713
2018-10-17,622865
2018-10-18,615362
2018-10-19,619618
2018-10-20,619618
2018-10-21,609739
2018-10-22,608089
2018-10-23,615654
2018-10-24,617821
2018-10-25,619804
2018-10-26,617463
2018-10-27,615757
2018-10-28,641132
2018-10-29,667799
2018-10-30,682818
2018-10-31,696384
2018-11-01,695000
2018-11-03,753134
2018-11-04,784549
2018-11-05,791905
2018-11-06,769102
2018-11-07,763651
2018-11-08,771531
2018-11-09,758264
2018-11-10,768253
2018-11-11,781822
2018-11-12,797281
2018-11-13,823690
2018-11-14,857676
2018-11-15,873477
2018-11-16,896243
2018-11-17,909309
2018-11-18,906794
2018-11-19,893011
2018-11-20,880097
2018-11-21,865742
2018-11-22,854692
2018-11-23,838717
2018-11-24,836816
2018-11-25,849625
2018-11-26,858154
2018-11-27,862318
2018-11-28,852055
2018-11-29,842298
2018-12-01,840939
2018-12-02,837492
2018-12-03,834848
2018-12-04,834624
2018-12-05,831129
2018-12-07,823022
2018-12-09,828259
2018-12-10,824662
2018-12-11,822164
2018-12-12,823777
2018-12-13,819405
2018-12-14,812979
2018-12-15,790924
2018-12-16,769272
2018-12-17,746463
2018-12-18,716874
2018-12-19,695689
2018-12-20,679551
2018-12-21,667403
2018-12-22,654141
2018-12-23,638785
2018-12-24,636894
2018-12-25,635367
2018-12-26,635552
2018-12-27,629433
2018-12-28,623857
2018-12-29,612011
2018-12-30,592659
2018-12-31,583377
2019-01-01,577407
2019-01-02,584354
2019-01-03,576728
2019-01-04,562039
2019-01-05,560048
2019-01-06,574398
2019-01-08,599539
2019-01-10,635964
2019-01-11,621277
2019-01-12,601609
2019-01-13,579891
2019-01-14,558576
2019-01-15,538388
2019-01-16,527856
2019-01-17,525211
2019-01-18,518290
2019-01-19,519658
2019-01-20,518846
2019-01-21,522811
2019-01-22,525263
2019-01-23,520416
2019-01-24,512237
2019-01-25,510717
2019-01-26,511771
2019-01-27,512562
2019-01-28,509344
2019-01-29,512316
2019-01-30,518033
2019-01-31,520081
2019-02-01,528363
2019-02-02,544672
2019-02-03,544228
2019-02-04,550404
2019-02-05,564226
2019-02-06,574749
2019-02-07,587848
2019-02-08,600188
2019-02-09,611183
2019-02-10,609287
2019-02-11,622478
2019-02-12,625717
2019-02-13,616082
2019-02-14,596357
2019-02-15,577187
2019-02-16,564981
2019-02-17,552463
2019-02-18,545265
2019-02-19,536537
2019-02-20,533227
2019-02-21,541975
2019-02-22,537985
2019-02-23,530103
2019-02-24,524694
2019-02-25,512263
2019-02-26,509488
2019-02-27,501320
2019-02-28,489507
2019-03-01,483458
2019-03-02,477551
2019-03-03,479667
2019-03-04,488697
2019-03-05,503687
2019-03-06,510850
2019-03-07,525605
2019-03-08,540696
2019-03-09,552885
2019-03-10,566831
2019-03-11,569544
2019-03-12,568421
2019-03-13,575793
2019-03-14,571594
2019-03-15,563683
2019-03-16,564730
2019-03-17,559188
2019-03-18,558838
2019-03-19,557825
2019-03-20,558534
2019-03-21,561328
2019-03-22,571809
2019-03-23,588293
2019-03-24,605327
