date_obj,Mithril%20spear price
2015-12-30,404
2015-12-31,404
2016-01-01,391
2016-01-02,391
2016-01-03,399
2016-01-04,402
2016-01-05,402
2016-01-06,401
2016-01-07,401
2016-01-08,401
2016-01-09,401
2016-01-10,383
2016-01-11,376
2016-01-12,385
2016-01-13,385
2016-01-14,385
2016-01-15,385
2016-01-16,385
2016-01-17,387
2016-01-18,388
2016-01-19,388
2016-01-20,389
2016-01-21,389
2016-01-22,398
2016-01-23,398
2016-01-24,388
2016-01-25,386
2016-01-26,386
2016-01-27,389
2016-01-28,389
2016-01-29,393
2016-01-30,393
2016-01-31,407
2016-02-01,414
2016-02-02,414
2016-02-03,397
2016-02-04,397
2016-02-05,398
2016-02-06,381
2016-02-07,381
2016-02-08,368
2016-02-09,368
2016-02-10,378
2016-02-11,378
2016-02-12,366
2016-02-13,366
2016-02-14,366
2016-02-15,367
2016-02-16,367
2016-02-17,374
2016-02-18,374
2016-02-19,364
2016-02-20,364
2016-02-21,359
2016-02-22,359
2016-02-23,359
2016-02-24,359
2016-02-25,365
2016-02-26,365
2016-02-27,360
2016-02-28,360
2016-02-29,363
2016-03-01,363
2016-03-02,363
2016-03-03,370
2016-03-04,382
2016-03-05,364
2016-03-06,377
2016-03-07,377
2016-03-08,377
2016-03-09,363
2016-03-10,346
2016-03-11,346
2016-03-12,341
2016-03-13,341
2016-03-14,333
2016-03-15,331
2016-03-16,340
2016-03-17,340
2016-03-18,337
2016-03-19,337
2016-03-20,339
2016-03-21,339
2016-03-22,334
2016-03-23,345
2016-03-24,345
2016-03-25,362
2016-03-26,347
2016-03-27,347
2016-03-28,360
2016-03-29,376
2016-03-30,376
2016-03-31,379
2016-04-01,379
2016-04-02,367
2016-04-03,361
2016-04-04,351
2016-04-05,351
2016-04-06,356
2016-04-07,356
2016-04-08,361
2016-04-09,345
2016-04-10,349
2016-04-11,349
2016-04-12,354
2016-04-13,354
2016-04-14,353
2016-04-15,346
2016-04-16,354
2016-04-17,357
2016-04-18,366
2016-04-19,366
2016-04-20,383
2016-04-21,400
2016-04-22,400
2016-04-23,401
2016-04-24,393
2016-04-25,377
2016-04-26,377
2016-04-27,364
2016-04-28,354
2016-04-29,354
2016-04-30,368
2016-05-01,368
2016-05-02,367
2016-05-03,386
2016-05-04,386
2016-05-05,406
2016-05-06,406
2016-05-07,426
2016-05-08,426
2016-05-09,410
2016-05-10,396
2016-05-11,396
2016-05-12,410
2016-05-13,430
2016-05-14,452
2016-05-15,467
2016-05-16,467
2016-05-17,447
2016-05-18,426
2016-05-19,426
2016-05-22,410
2016-05-23,398
2016-05-24,398
2016-05-25,398
2016-05-26,381
2016-05-27,373
2016-05-28,373
2016-05-29,387
2016-05-30,387
2016-05-31,373
2016-06-01,355
2016-06-02,344
2016-06-03,349
2016-06-04,346
2016-06-05,346
2016-06-06,336
2016-06-07,336
2016-06-08,347
2016-06-09,353
2016-06-10,366
2016-06-11,366
2016-06-12,365
2016-06-13,365
2016-06-14,361
2016-06-15,361
2016-06-16,355
2016-06-17,347
2016-06-18,347
2016-06-19,354
2016-06-20,356
2016-06-21,352
2016-06-22,362
2016-06-23,346
2016-06-24,346
2016-06-25,340
2016-06-26,340
2016-06-27,349
2016-06-28,343
2016-06-29,353
2016-06-30,348
2016-07-01,337
2016-07-02,337
2016-07-03,349
2016-07-04,345
2016-07-05,345
2016-07-06,343
2016-07-07,343
2016-07-08,346
2016-07-09,355
2016-07-10,359
2016-07-11,358
2016-07-12,358
2016-07-13,363
2016-07-14,357
2016-07-15,357
2016-07-16,353
2016-07-17,353
2016-07-18,344
2016-07-23,333
2016-07-24,342
2016-07-25,342
2016-07-26,360
2016-07-27,360
2016-07-28,358
2016-07-29,368
2016-07-30,368
2016-07-31,372
2016-08-01,372
2016-08-02,363
2016-08-03,363
2016-08-04,362
2016-08-05,362
2016-08-06,374
2016-08-07,378
2016-08-08,378
2016-08-09,370
2016-08-10,370
2016-08-11,354
2016-08-12,354
2016-08-13,364
2016-08-14,364
2016-08-15,367
2016-08-16,367
2016-08-17,372
2016-08-18,372
2016-08-19,368
2016-08-20,368
2016-08-21,368
2016-08-22,367
2016-08-23,367
2016-08-24,350
2016-08-25,350
2016-08-26,365
2016-08-28,368
2016-08-31,344
2016-09-01,335
2016-09-02,335
2016-09-03,321
2016-09-04,321
2016-09-05,312
2016-09-06,312
2016-09-07,320
2016-09-08,320
2016-09-09,326
2016-09-10,326
2016-09-11,317
2016-09-12,317
2016-09-13,333
2016-09-14,333
2016-09-15,350
2016-09-16,350
2016-09-17,362
2016-09-18,362
2016-09-19,370
2016-09-20,370
2016-09-21,372
2016-09-22,372
2016-09-23,372
2016-09-24,378
2016-09-25,373
2016-09-26,373
2016-09-27,377
2016-09-28,377
2016-09-29,365
2016-09-30,355
2016-10-01,355
2016-10-02,341
2016-10-03,341
2016-10-04,341
2016-10-05,341
2016-10-06,351
2016-10-07,351
2016-10-08,357
2016-10-09,357
2016-10-10,346
2016-10-11,346
2016-10-12,341
2016-10-13,341
2016-10-14,327
2016-10-15,327
2016-10-16,331
2016-10-17,337
2016-10-18,337
2016-10-19,335
2016-10-20,335
2016-10-21,343
2016-10-22,343
2016-10-23,342
2016-10-24,340
2016-10-25,340
2016-10-26,352
2016-10-27,352
2016-10-28,360
2016-10-29,368
2016-10-30,368
2016-10-31,356
2016-11-01,356
2016-11-02,357
2016-11-03,357
2016-11-04,345
2016-11-05,345
2016-11-06,348
2016-11-07,348
2016-11-08,352
2016-11-09,352
2016-11-10,363
2016-11-11,363
2016-11-12,364
2016-11-13,364
2016-11-14,375
2016-12-07,357
2016-12-08,353
2016-12-09,367
2016-12-10,367
2016-12-11,384
2016-12-12,384
2016-12-13,402
2016-12-14,404
2016-12-15,404
2016-12-16,414
2016-12-17,435
2016-12-18,435
2016-12-19,448
2016-12-20,443
2016-12-21,436
2016-12-22,436
2016-12-23,443
2016-12-24,443
2016-12-25,442
2016-12-26,442
2016-12-27,432
2016-12-28,432
2016-12-29,413
2016-12-30,396
2016-12-31,382
2017-01-01,374
2017-01-02,379
2017-01-03,379
2017-01-04,363
2017-01-05,363
2017-01-06,347
2017-01-07,335
2017-01-08,346
2017-01-09,347
2017-01-10,347
2017-01-11,345
2017-01-12,360
2017-01-13,360
2017-01-14,345
2017-01-15,340
2017-01-16,337
2017-01-17,352
2017-01-18,355
2017-01-19,355
2017-01-20,364
2017-01-21,383
2017-01-22,383
2017-01-27,442
2017-01-28,421
2017-01-29,405
2017-01-30,405
2017-01-31,397
2017-02-01,394
2017-02-02,406
2017-02-03,405
2017-02-04,406
2017-02-05,402
2017-02-06,404
2017-02-07,408
2017-02-08,399
2017-02-09,399
2017-02-10,384
2017-02-11,384
2017-02-12,384
2017-02-13,374
2017-02-14,357
2017-02-15,357
2017-02-16,343
2017-02-18,334
2017-02-19,334
2017-02-20,347
2017-02-21,350
2017-02-22,350
2017-02-23,345
2017-02-24,345
2017-02-25,333
2017-02-26,326
2017-02-27,328
2017-02-28,326
2017-03-01,326
2017-03-02,326
2017-03-03,326
2017-03-04,328
2017-03-05,328
2017-03-06,332
2017-03-07,333
2017-03-08,333
2017-03-09,336
2017-03-10,341
2017-03-11,342
2017-03-12,351
2017-03-13,367
2017-03-14,382
2017-03-15,370
2017-03-16,379
2017-03-17,376
2017-03-18,384
2017-03-19,383
2017-03-20,385
2017-03-21,373
2017-03-22,358
2017-03-23,341
2017-03-24,332
2017-03-25,332
2017-03-26,343
2017-03-27,343
2017-03-28,352
2017-03-29,353
2017-03-30,351
2017-03-31,348
2017-04-01,351
2017-04-02,351
2017-04-03,358
2017-04-04,358
2017-04-12,342
2017-04-13,343
2017-04-14,347
2017-04-15,341
2017-04-16,340
2017-04-17,351
2017-04-18,351
2017-04-19,345
2017-04-20,345
2017-04-21,348
2017-04-22,348
2017-04-23,351
2017-04-24,343
2017-04-25,329
2017-04-26,329
2017-04-27,328
2017-04-28,334
2017-04-29,334
2017-04-30,336
2017-05-01,336
2017-05-02,331
2017-05-03,325
2017-05-04,322
2017-05-05,315
2017-05-06,315
2017-05-07,317
2017-05-08,319
2017-05-09,319
2017-05-10,319
2017-05-11,320
2017-05-12,334
2017-05-13,337
2017-05-14,337
2017-05-15,352
2017-05-16,366
2017-05-17,382
2017-05-18,384
2017-05-19,384
2017-05-20,380
2017-05-21,380
2017-05-22,389
2017-05-23,385
2017-05-24,375
2017-05-25,360
2017-05-26,342
2017-05-27,332
2017-05-28,326
2017-05-29,313
2017-05-30,314
2017-05-31,314
2017-06-01,315
2017-06-02,312
2017-06-03,312
2017-06-06,313
2017-06-07,302
2017-06-08,302
2017-06-09,309
2017-06-10,311
2017-06-11,316
2017-06-12,322
2017-06-13,323
2017-06-14,320
2017-06-15,326
2017-06-16,342
2017-06-17,342
2017-06-18,353
2017-06-19,353
2017-06-20,355
2017-06-21,352
2017-06-22,352
2017-06-23,343
2017-06-24,341
2017-06-25,329
2017-06-26,321
2017-06-27,321
2017-06-28,321
2017-06-29,319
2017-06-30,322
2017-07-01,322
2017-07-02,326
2017-07-03,324
2017-07-04,330
2017-07-05,330
2017-07-06,327
2017-07-07,327
2017-07-08,320
2017-07-13,322
2017-07-14,325
2017-07-15,325
2017-07-16,327
2017-07-17,326
2017-07-18,329
2017-07-19,328
2017-07-20,328
2017-07-21,326
2017-07-22,343
2017-07-23,353
2017-07-24,353
2017-07-25,357
2017-07-26,370
2017-07-27,372
2017-07-28,372
2017-07-29,372
2017-07-30,384
2017-07-31,384
2017-08-01,390
2017-08-02,394
2017-08-03,406
2017-08-04,404
2017-08-05,402
2017-08-06,416
2017-08-09,425
2017-08-10,424
2017-08-11,424
2017-08-12,406
2017-08-13,401
2017-08-14,405
2017-08-15,414
2017-08-16,423
2017-08-17,427
2017-08-18,427
2017-08-19,411
2017-08-20,391
2017-08-21,375
2017-08-22,356
2017-08-23,350
2017-08-24,352
2017-08-25,351
2017-08-26,343
2017-08-27,332
2017-08-28,324
2017-08-29,324
2017-08-30,324
2017-08-31,320
2017-09-01,320
2017-09-02,329
2017-09-03,329
2017-09-04,323
2017-09-05,318
2017-09-06,317
2017-09-07,305
2017-09-08,305
2017-09-09,307
2017-09-10,295
2017-09-11,308
2017-09-12,308
2017-09-13,314
2017-09-14,315
2017-09-15,315
2017-09-16,313
2017-09-17,319
2017-09-19,320
2017-09-20,325
2017-09-21,326
2017-09-22,337
2017-09-23,337
2017-09-24,322
2017-09-25,320
2017-09-26,318
2017-09-27,318
2017-09-28,333
2017-09-29,338
2017-09-30,338
2017-10-01,341
2017-10-02,337
2017-10-03,337
2017-10-04,337
2017-10-05,336
2017-10-06,340
2017-10-07,330
2017-10-08,319
2017-10-09,311
2017-10-10,308
2017-10-11,308
2017-10-12,324
2017-10-13,312
2017-10-14,314
2017-10-15,314
2017-10-16,328
2017-10-17,328
2017-10-18,321
2017-10-19,311
2017-10-20,315
2017-10-21,317
2017-10-22,315
2017-10-23,318
2017-10-24,318
2017-10-25,314
2017-10-26,314
2017-10-27,314
2017-10-28,314
2017-10-29,313
2017-10-30,318
2017-10-31,317
2017-11-01,317
2017-11-02,317
2017-11-03,317
2017-11-04,320
2017-11-05,322
2017-11-06,323
2017-11-07,323
2017-11-08,319
2017-11-09,318
2017-11-10,318
2017-11-11,317
2017-11-12,316
2017-11-13,319
2017-11-14,319
2017-11-15,330
2017-11-16,324
2017-11-17,322
2017-11-18,322
2017-11-19,324
2017-11-20,317
2017-11-21,310
2017-11-22,310
2017-11-23,305
2017-11-24,298
2017-11-25,301
2017-11-26,299
2017-11-27,299
2017-11-28,302
2017-11-29,316
2017-11-30,316
2017-12-01,324
2017-12-02,324
2017-12-03,326
2017-12-04,326
2017-12-05,328
2017-12-06,330
2017-12-07,328
2017-12-08,328
2017-12-09,321
2017-12-10,331
2017-12-11,322
2017-12-12,329
2017-12-14,323
2017-12-15,322
2017-12-17,329
2017-12-18,331
2017-12-19,331
2017-12-20,326
2017-12-21,328
2017-12-22,328
2017-12-23,326
2017-12-24,326
2017-12-25,326
2017-12-26,313
2017-12-27,311
2017-12-28,311
2017-12-29,308
2017-12-30,313
2017-12-31,313
2018-01-01,304
2018-01-02,300
2018-01-03,293
2018-01-04,287
2018-01-05,286
2018-01-06,290
2018-01-07,292
2018-01-08,298
2018-01-09,302
2018-01-10,302
2018-01-11,299
2018-01-12,306
2018-01-13,306
2018-01-14,308
2018-01-15,310
2018-01-16,309
2018-01-17,306
2018-01-18,300
2018-01-19,300
2018-01-20,308
2018-01-21,304
2018-01-22,300
2018-01-23,306
2018-01-25,307
2018-01-26,317
2018-01-27,331
2018-01-28,344
2018-01-29,358
2018-01-31,386
2018-02-01,400
2018-02-02,419
2018-02-03,434
2018-02-04,447
2018-02-05,434
2018-02-06,416
2018-02-07,399
2018-02-08,385
2018-02-09,374
2018-02-10,375
2018-02-11,361
2018-02-12,351
2018-02-13,347
2018-02-14,337
2018-02-15,323
2018-02-16,318
2018-02-17,323
2018-02-18,318
2018-02-19,317
2018-02-20,321
2018-02-21,315
2018-02-22,323
2018-02-23,321
2018-02-24,316
2018-02-25,309
2018-02-26,322
2018-02-27,334
2018-03-01,325
2018-03-02,326
2018-03-03,323
2018-03-04,313
2018-03-05,305
2018-03-06,306
2018-03-07,317
2018-03-08,330
2018-03-09,325
2018-03-10,322
2018-03-11,321
2018-03-12,324
2018-03-13,323
2018-03-14,312
2018-03-15,304
2018-03-16,306
2018-03-17,306
2018-03-18,308
2018-03-19,312
2018-03-20,315
2018-03-21,318
2018-03-23,325
2018-03-24,321
2018-03-26,318
2018-03-27,318
2018-03-28,318
2018-03-29,313
2018-03-30,314
2018-03-31,319
2018-04-01,324
2018-04-02,324
2018-04-03,325
2018-04-04,325
2018-04-05,329
2018-04-06,338
2018-04-07,341
2018-04-08,350
2018-04-09,351
2018-04-10,355
2018-04-11,356
2018-04-12,351
2018-04-13,337
2018-04-14,347
2018-04-15,354
2018-04-16,357
2018-04-17,349
2018-04-18,344
2018-04-19,355
2018-04-20,352
2018-04-21,370
2018-04-22,386
2018-04-23,403
2018-04-24,420
2018-04-25,430
2018-04-26,429
2018-04-27,423
2018-04-28,428
2018-04-29,427
2018-04-30,430
2018-05-01,423
2018-05-04,426
2018-05-05,406
2018-05-06,394
2018-05-07,374
2018-05-08,361
2018-05-09,345
2018-05-10,335
2018-05-11,332
2018-05-12,334
2018-05-13,325
2018-05-14,322
2018-05-15,324
2018-05-16,326
2018-05-17,326
2018-05-18,324
2018-05-19,324
2018-05-20,324
2018-05-21,322
2018-05-22,324
2018-05-23,324
2018-05-24,323
2018-05-25,323
2018-05-26,331
2018-05-27,336
2018-05-28,327
2018-05-29,326
2018-05-30,326
2018-05-31,331
2018-06-01,335
2018-06-02,348
2018-06-03,335
2018-06-04,337
2018-06-05,333
2018-06-06,341
2018-06-07,342
2018-06-08,337
2018-06-09,335
2018-06-10,332
2018-06-11,326
2018-06-12,317
2018-06-13,333
2018-06-14,328
2018-06-15,327
2018-06-16,326
2018-06-17,331
2018-06-18,329
2018-06-19,340
2018-06-20,339
2018-06-21,331
2018-06-22,331
2018-06-23,330
2018-06-24,332
2018-06-25,332
2018-06-26,331
2018-06-27,331
2018-06-28,335
2018-06-29,339
2018-06-30,332
2018-07-01,325
2018-07-02,321
2018-07-03,324
2018-07-04,331
2018-07-05,317
2018-07-06,326
2018-07-07,324
2018-07-08,326
2018-07-09,323
2018-07-10,323
2018-07-11,324
2018-07-12,324
2018-07-13,324
2018-07-14,326
2018-07-15,339
2018-07-16,349
2018-07-17,340
2018-07-18,334
2018-07-19,339
2018-07-20,349
2018-07-21,346
2018-07-22,333
2018-07-23,324
2018-07-24,339
2018-07-25,343
2018-07-26,340
2018-07-27,328
2018-07-28,318
2018-07-29,328
2018-07-30,319
2018-07-31,319
2018-08-01,322
2018-08-02,316
2018-08-03,313
2018-08-04,312
2018-08-05,313
2018-08-06,319
2018-08-07,320
2018-08-08,329
2018-08-09,327
2018-08-10,324
2018-08-11,329
2018-08-12,327
2018-08-14,334
2018-08-16,315
2018-08-17,314
2018-08-18,309
2018-08-19,297
2018-08-20,308
2018-08-21,310
2018-08-22,315
2018-08-23,304
2018-08-24,304
2018-08-25,303
2018-08-26,301
2018-08-27,297
2018-08-28,292
2018-08-29,291
2018-08-30,303
2018-08-31,305
2018-09-01,299
2018-09-02,287
2018-09-03,277
2018-09-04,287
2018-09-05,298
2018-09-06,304
2018-09-07,301
2018-09-08,299
2018-09-09,301
2018-09-10,298
2018-09-11,297
2018-09-12,300
2018-09-13,304
2018-09-14,305
2018-09-15,301
2018-09-16,304
2018-09-17,309
2018-09-18,308
2018-09-19,307
2018-09-20,304
2018-09-21,303
2018-09-22,304
2018-09-23,318
2018-09-24,321
2018-09-25,318
2018-09-26,321
2018-09-27,308
2018-09-28,318
2018-09-29,321
2018-09-30,314
2018-10-02,314
2018-10-03,310
2018-10-04,304
2018-10-05,313
2018-10-06,324
2018-10-07,335
2018-10-08,351
2018-10-09,344
2018-10-10,333
2018-10-11,332
2018-10-12,329
2018-10-13,315
2018-10-14,322
2018-10-15,336
2018-10-16,339
2018-10-17,337
2018-10-18,340
2018-10-19,338
2018-10-20,324
2018-10-21,321
2018-10-22,307
2018-10-23,309
2018-10-24,313
2018-10-25,322
2018-10-26,336
2018-10-27,352
2018-10-28,352
2018-10-29,335
2018-10-30,320
2018-10-31,315
2018-11-01,322
2018-11-03,325
2018-11-04,319
2018-11-05,313
2018-11-06,304
2018-11-07,316
2018-11-08,311
2018-11-09,320
2018-11-10,315
2018-11-11,310
2018-11-12,304
2018-11-13,294
2018-11-14,280
2018-11-15,280
2018-11-16,279
2018-11-17,285
2018-11-18,273
2018-11-19,276
2018-11-20,272
2018-11-21,274
2018-11-22,279
2018-11-23,277
2018-11-24,277
2018-11-25,280
2018-11-26,272
2018-11-27,267
2018-11-28,270
2018-11-29,280
2018-12-01,290
2018-12-02,286
2018-12-03,286
2018-12-04,279
2018-12-05,282
2018-12-07,283
2018-12-09,281
2018-12-10,282
2018-12-11,280
2018-12-12,282
2018-12-13,282
2018-12-14,294
2018-12-15,303
2018-12-16,299
2018-12-17,292
2018-12-18,284
2018-12-19,281
2018-12-20,284
2018-12-21,285
2018-12-22,298
2018-12-23,295
2018-12-24,287
2018-12-25,291
2018-12-26,282
2018-12-27,281
2018-12-28,285
2018-12-29,294
2018-12-30,293
2018-12-31,302
2019-01-01,294
2019-01-02,290
2019-01-03,288
2019-01-04,289
2019-01-05,284
2019-01-06,277
2019-01-08,274
2019-01-10,280
2019-01-11,276
2019-01-12,280
2019-01-13,278
2019-01-14,289
2019-01-15,292
2019-01-16,284
2019-01-17,275
2019-01-18,269
2019-01-19,269
2019-01-20,275
2019-01-22,274
2019-01-23,268
2019-01-24,262
2019-01-25,260
2019-01-26,268
2019-01-27,261
2019-01-28,263
2019-01-29,266
2019-01-30,269
2019-01-31,267
2019-02-01,273
2019-02-02,274
2019-02-03,272
2019-02-04,279
2019-02-05,281
2019-02-06,280
2019-02-07,283
2019-02-08,286
2019-02-09,292
2019-02-10,300
2019-02-11,298
2019-02-12,293
2019-02-13,294
2019-02-14,296
2019-02-15,306
2019-02-16,313
2019-02-17,315
2019-02-18,311
2019-02-19,315
2019-02-20,324
2019-02-21,323
2019-02-22,323
2019-02-23,317
2019-02-24,321
2019-02-25,328
2019-02-26,325
2019-02-27,324
2019-02-28,317
2019-03-01,313
2019-03-02,307
2019-03-03,307
2019-03-04,310
2019-03-05,314
2019-03-06,311
2019-03-07,314
2019-03-08,306
2019-03-09,304
2019-03-10,294
2019-03-11,293
2019-03-12,293
2019-03-13,291
2019-03-14,289
2019-03-15,301
2019-03-16,303
2019-03-17,305
2019-03-18,311
2019-03-19,308
2019-03-20,303
2019-03-21,302
2019-03-22,307
2019-03-23,307
2019-03-24,309
2019-03-25,306
2019-03-26,306
2019-03-27,300
2019-03-28,297
2019-03-29,293
2019-03-30,293
2019-03-31,293
2019-04-01,283
2019-04-02,283
2019-04-03,285
2019-04-04,287
2019-04-05,300
2019-04-06,289
2019-04-07,284
2019-04-08,281
2019-04-09,290
2019-04-10,295
2019-04-11,285
2019-04-12,285
2019-04-13,289
2019-04-14,285
2019-04-15,281
2019-04-16,286
2019-04-17,297
2019-04-18,300
2019-04-19,307
2019-04-20,308
2019-04-21,309
2019-04-22,320
2019-04-23,316
2019-04-24,319
2019-04-25,309
2019-04-26,309
2019-04-27,312
2019-04-28,310
2019-04-29,312
2019-04-30,307
2019-05-01,306
2019-05-02,315
2019-05-03,314
2019-05-04,310
2019-05-05,308
2019-05-06,309
2019-05-07,307
2019-05-08,306
2019-05-09,310
2019-05-10,310
2019-05-11,304
2019-05-12,300
2019-05-13,306
2019-05-14,313
2019-05-15,319
2019-05-16,316
2019-05-17,306
2019-05-18,300
2019-05-19,300
2019-05-20,305
2019-05-21,300
2019-05-22,310
2019-05-23,313
2019-05-24,303
2019-05-25,295
2019-05-26,289
2019-05-27,288
2019-05-28,293
2019-05-29,302
2019-05-30,303
2019-05-31,301
2019-06-01,305
2019-06-02,314
2019-06-03,312
2019-06-04,317
2019-06-05,315
2019-06-06,319
2019-06-07,310
2019-06-08,300
2019-06-09,293
2019-06-10,295
2019-06-11,299
2019-06-12,291
2019-06-13,290
2019-06-14,295
2019-06-15,296
2019-06-16,294
2019-06-17,297
2019-06-18,298
2019-06-19,293
2019-06-20,290
2019-06-21,296
2019-06-22,286
2019-06-23,283
2019-06-24,287
2019-06-25,287
2019-06-26,291
2019-06-27,296
2019-06-28,299
2019-06-29,299
2019-06-30,294
2019-07-01,293
2019-07-02,295
2019-07-03,297
2019-07-04,301
2019-07-05,311
2019-07-06,311
2019-07-07,298
2019-07-08,292
2019-07-09,291
2019-07-10,291
2019-07-11,301
2019-07-12,302
2019-07-13,317
2019-07-14,329
2019-07-15,333
2019-07-16,322
2019-07-17,314
2019-07-18,302
2019-07-19,297
2019-07-20,289
2019-07-21,299
2019-07-22,308
2019-07-23,315
2019-07-24,311
2019-07-25,309
2019-07-26,301
2019-07-27,299
2019-07-28,290
2019-07-29,284
2019-07-30,296
2019-07-31,288
2019-08-01,289
2019-08-02,288
2019-08-03,288
2019-08-04,285
2019-08-05,283
2019-08-06,288
2019-08-07,296
2019-08-08,302
2019-08-09,305
2019-08-10,305
2019-08-11,299
2019-08-12,290
2019-08-13,286
2019-08-14,284
2019-08-15,284
2019-08-16,287
2019-08-17,278
2019-08-18,273
2019-08-19,281
2019-08-20,282
2019-08-21,291
2019-08-22,287
2019-08-23,297
2019-08-24,304
2019-08-24,304
2019-08-25,301
2019-08-25,301
2019-08-26,302
2019-08-26,302
2019-08-27,291
2019-08-27,291
2019-08-28,285
2019-08-29,283
2019-08-30,281
2019-08-31,283
2019-09-01,288
2019-09-02,297
2019-09-03,301
2019-09-04,300
