date_obj,Black%20plateskirt%20(g) price
2017-08-20,2246
2017-08-21,2246
2017-08-22,2246
2017-08-23,2246
2017-08-24,2246
2017-08-25,2246
2017-08-26,2246
2017-08-27,2246
2017-08-28,2259
2017-08-29,2259
2017-08-30,2259
2017-08-31,2259
2017-09-01,2259
2017-09-02,2259
2017-09-03,2259
2017-09-04,2259
2017-09-05,2259
2017-09-06,2315
2017-09-07,2315
2017-09-08,2315
2017-09-09,2315
2017-09-10,2315
2017-09-11,2315
2017-09-12,2315
2017-09-13,2345
2017-09-14,2345
2017-09-15,2345
2017-09-16,2345
2017-09-17,2345
2017-09-18,2345
2017-09-19,2345
2017-09-20,2380
2017-09-22,2380
2017-09-23,2380
2017-09-24,2380
2017-09-25,2380
2017-09-26,2380
2017-09-27,2380
2017-09-28,2380
2017-09-29,2479
2017-09-30,2479
2017-10-01,2479
2017-10-02,2479
2017-10-03,2479
2017-10-04,2479
2017-10-05,2479
2017-10-06,2479
2017-10-07,2548
2017-10-08,2548
2017-10-09,2548
2017-10-10,2548
2017-10-11,2548
2017-10-12,2548
2017-10-13,2548
2017-10-14,2548
2017-10-15,2548
2017-10-16,2581
2017-10-17,2581
2017-10-18,2581
2017-10-19,2581
2017-10-20,2581
2017-10-21,2581
2017-10-22,2581
2017-10-23,2581
2017-10-24,2549
2017-10-25,2549
2017-10-26,2549
2017-10-27,2549
2017-10-28,2549
2017-10-29,2549
2017-10-30,2549
2017-10-31,2524
2017-11-01,2524
2017-11-02,2524
2017-11-03,2524
2017-11-04,2524
2017-11-05,2524
2017-11-06,2524
2017-11-07,2524
2017-11-08,2496
2017-11-09,2496
2017-11-10,2496
2017-11-11,2496
2017-11-12,2496
2017-11-13,2496
2017-11-14,2496
2017-11-15,2496
2017-11-16,2496
2017-11-17,2447
2017-11-18,2447
2017-11-19,2447
2017-11-20,2447
2017-11-21,2447
2017-11-22,2447
2017-11-23,2447
2017-11-24,2447
2017-11-25,2368
2017-11-26,2368
2017-11-27,2368
2017-11-28,2368
2017-11-29,2368
2017-11-30,2368
2017-12-01,2368
2017-12-02,2368
2017-12-03,2342
2017-12-04,2342
2017-12-05,2342
2017-12-06,2342
2017-12-07,2342
2017-12-08,2342
2017-12-09,2342
2017-12-10,2342
2017-12-11,2285
2017-12-12,2285
2017-12-13,2285
2017-12-14,2285
2017-12-15,2285
2017-12-16,2285
2017-12-17,2285
2017-12-18,2285
2017-12-19,2285
2017-12-20,2285
2017-12-21,2320
2017-12-22,2320
2017-12-23,2320
2017-12-24,2320
2017-12-25,2320
2017-12-26,2320
2017-12-27,2320
2017-12-28,2320
2017-12-29,2320
2017-12-30,2338
2017-12-31,2338
2018-01-01,2338
2018-01-02,2338
2018-01-03,2338
2018-01-04,2338
2018-01-05,2338
2018-01-06,2338
2018-01-07,2354
2018-01-08,2354
2018-01-09,2354
2018-01-10,2354
2018-01-11,2354
2018-01-12,2354
2018-01-13,2354
2018-01-14,2354
2018-01-15,2339
2018-01-16,2339
2018-01-17,2339
2018-01-18,2339
2018-01-19,2339
2018-01-20,2339
2018-01-21,2339
2018-01-22,2339
2018-01-23,2372
2018-01-24,2372
2018-01-25,2372
2018-01-26,2372
2018-01-27,2472
2018-01-28,2472
2018-01-29,2472
2018-01-30,2547
2018-01-31,2547
2018-02-01,2547
2018-02-02,2547
2018-02-03,2603
2018-02-04,2603
2018-02-05,2603
2018-02-06,2603
2018-02-07,2554
2018-02-08,2554
2018-02-09,2554
2018-02-10,2554
2018-02-11,2487
2018-02-12,2487
2018-02-13,2487
2018-02-14,2487
2018-02-15,2487
2018-02-16,2504
2018-02-17,2504
2018-02-18,2504
2018-02-19,2504
2018-02-20,2472
2018-02-21,2472
2018-02-22,2472
2018-02-23,2472
2018-02-24,2472
2018-02-25,2420
2018-02-26,2420
2018-02-27,2420
2018-02-28,2420
2018-03-01,2468
2018-03-02,2468
2018-03-03,2468
2018-03-04,2468
2018-03-05,2502
2018-03-06,2502
2018-03-07,2502
2018-03-08,2502
2018-03-09,2434
2018-03-10,2434
2018-03-11,2434
2018-03-12,2434
2018-03-13,2434
2018-03-14,2548
2018-03-15,2548
2018-03-16,2548
2018-03-17,2548
2018-03-18,2548
2018-03-20,2612
2018-03-21,2612
2018-03-22,2612
2018-03-23,2612
2018-03-24,2630
2018-03-25,2630
2018-03-26,2630
2018-03-27,2630
2018-03-28,2630
2018-03-29,2726
2018-03-30,2726
2018-03-31,2726
2018-04-01,2726
2018-04-02,2726
2018-04-03,2726
2018-04-04,2775
2018-04-05,2775
2018-04-06,2775
2018-04-07,2775
2018-04-08,2775
2018-04-09,2775
2018-04-10,2894
2018-04-11,2894
2018-04-12,2894
2018-04-13,2894
2018-04-14,2894
2018-04-15,2894
2018-04-16,3029
2018-04-17,3029
2018-04-18,3029
2018-04-19,3029
2018-04-20,3029
2018-04-21,3085
2018-04-22,3085
2018-04-23,3085
2018-04-24,3085
2018-04-25,3085
2018-04-26,3085
2018-04-27,3085
2018-04-28,3218
2018-04-29,3218
2018-04-30,3218
2018-05-01,3218
2018-05-02,3218
2018-05-03,3218
2018-05-04,3348
2018-05-05,3348
2018-05-06,3348
2018-05-07,3348
2018-05-08,3348
2018-05-09,3348
2018-05-10,3386
2018-05-11,3386
2018-05-12,3386
2018-05-13,3386
2018-05-14,3386
2018-05-15,3344
2018-05-16,3344
2018-05-17,3344
2018-05-18,3344
2018-05-19,3278
2018-05-20,3278
2018-05-21,3278
2018-05-22,3278
2018-05-23,3153
2018-05-24,3153
2018-05-25,3153
2018-05-26,3153
2018-05-27,3153
2018-05-28,3066
2018-05-29,3066
2018-05-30,3066
2018-05-31,3066
2018-06-01,3066
2018-06-02,3060
2018-06-03,3060
2018-06-04,3060
2018-06-05,3060
2018-06-06,3060
2018-06-07,3060
2018-06-08,3022
2018-06-09,3022
2018-06-10,3022
2018-06-11,3022
2018-06-12,2947
2018-06-13,2947
2018-06-14,2947
2018-06-15,2947
2018-06-16,2989
2018-06-17,2989
2018-06-18,2989
2018-06-19,2989
2018-06-20,2989
2018-06-21,2864
2018-06-22,2864
2018-06-23,2864
2018-06-24,2864
2018-06-25,2864
2018-06-26,2835
2018-06-27,2835
2018-06-28,2835
2018-06-29,2835
2018-06-30,2763
2018-07-01,2763
2018-07-02,2763
2018-07-03,2763
2018-07-04,2763
2018-07-05,2763
2018-07-06,2796
2018-07-07,2796
2018-07-08,2796
2018-07-09,2796
2018-07-10,2796
2018-07-11,2839
2018-07-12,2839
2018-07-13,2839
2018-07-14,2839
2018-07-15,2796
2018-07-16,2796
2018-07-17,2796
2018-07-18,2796
2018-07-19,2796
2018-07-20,2800
2018-07-21,2800
2018-07-22,2800
2018-07-23,2800
2018-07-24,2869
2018-07-25,2869
2018-07-26,2869
2018-07-27,2869
2018-07-28,2869
2018-07-29,2956
2018-07-30,2956
2018-07-31,2956
2018-08-01,2956
2018-08-02,3011
2018-08-03,3011
2018-08-04,3011
2018-08-05,3011
2018-08-06,2994
2018-08-07,2994
2018-08-08,2994
2018-08-09,2994
2018-08-10,3030
2018-08-11,3030
2018-08-12,3030
2018-08-14,3107
2018-08-16,3107
2018-08-17,3107
2018-08-18,3184
2018-08-19,3184
2018-08-20,3337
2018-08-21,3337
2018-08-22,3337
2018-08-23,3493
2018-08-24,3493
2018-08-25,3493
2018-08-26,3594
2018-08-27,3594
2018-08-28,3594
2018-08-29,3652
2018-08-30,3652
2018-08-31,3652
2018-09-01,3773
2018-09-02,3773
2018-09-03,3773
2018-09-04,3773
2018-09-05,3812
2018-09-06,3812
2018-09-07,3812
2018-09-08,3738
2018-09-09,3738
2018-09-10,3738
2018-09-11,3738
2018-09-12,3800
2018-09-13,3800
2018-09-14,3800
2018-09-15,3815
2018-09-16,3815
2018-09-17,3815
2018-09-18,3815
2018-09-19,3961
2018-09-20,3961
2018-09-21,3961
2018-09-22,3961
2018-09-23,4072
2018-09-24,4072
2018-09-25,4072
2018-09-26,4072
2018-09-27,4142
2018-09-28,4142
2018-09-29,4142
2018-09-30,4142
2018-10-01,4311
2018-10-02,4311
2018-10-03,4311
2018-10-04,4311
2018-10-05,4495
2018-10-06,4495
2018-10-07,4495
2018-10-08,4664
2018-10-09,4664
2018-10-10,4664
2018-10-11,4664
2018-10-12,4658
2018-10-13,4658
2018-10-14,4658
2018-10-15,4425
2018-10-16,4425
2018-10-17,4425
2018-10-18,4577
2018-10-19,4577
2018-10-20,4577
2018-10-21,4577
2018-10-22,4741
2018-10-23,4741
2018-10-24,4741
2018-10-25,4741
2018-10-26,4932
2018-10-27,4932
2018-10-28,4932
2018-10-29,4987
2018-10-30,4987
2018-10-31,5185
2018-11-01,5185
2018-11-03,5397
2018-11-04,5659
2018-11-05,5866
2018-11-06,6134
2018-11-07,6134
2018-11-08,6348
2018-11-09,6348
2018-11-10,6482
2018-11-11,6482
2018-11-12,6564
2018-11-13,6564
2018-11-15,6639
2018-11-16,6747
2018-11-17,6747
2018-11-18,6926
2018-11-19,6926
2018-11-20,7190
2018-11-21,7190
2018-11-22,7550
2018-11-23,7550
2018-11-24,7867
2018-11-25,8221
2018-11-26,8221
2018-11-27,8392
2018-11-28,8108
2018-11-29,8108
2018-12-01,7641
2018-12-02,7641
2018-12-03,7505
2018-12-04,7505
2018-12-05,7242
2018-12-07,7089
2018-12-09,7000
2018-12-10,7000
2018-12-11,7030
2018-12-12,7030
2018-12-13,7084
2018-12-14,7084
2018-12-15,7138
2018-12-16,7138
2018-12-17,6873
2018-12-18,6873
2018-12-19,6790
2018-12-20,6790
2018-12-21,6989
2018-12-22,6989
2018-12-23,6707
2018-12-24,6707
2018-12-25,6430
2018-12-26,6430
2018-12-27,6360
2018-12-28,6360
2018-12-29,6273
2018-12-30,6273
2018-12-31,6072
2019-01-01,6072
2019-01-02,5829
2019-01-03,5829
2019-01-04,5692
2019-01-05,5692
2019-01-06,5496
2019-01-08,5496
2019-01-10,5257
2019-01-11,5021
2019-01-12,5021
2019-01-13,4882
2019-01-14,4882
2019-01-15,4882
2019-01-16,4661
2019-01-17,4661
2019-01-18,4522
2019-01-19,4522
2019-01-20,4384
2019-01-21,4384
2019-01-22,4249
2019-01-23,4249
2019-01-24,4318
2019-01-25,4318
2019-01-26,4396
2019-01-27,4396
2019-01-28,4563
2019-01-29,4563
2019-01-30,4543
2019-01-31,4543
2019-02-01,4619
2019-02-02,4619
2019-02-03,4619
2019-02-04,4504
2019-02-05,4504
2019-02-06,4355
2019-02-07,4355
2019-02-08,4336
2019-02-09,4336
2019-02-10,4336
2019-02-11,4290
2019-02-12,4290
2019-02-13,4247
2019-02-14,4247
2019-02-15,4247
2019-02-16,4140
2019-02-17,4140
2019-02-18,4140
2019-02-19,4009
2019-02-20,4009
2019-02-21,3893
2019-02-22,3893
2019-02-23,3893
2019-02-24,3972
2019-02-25,3972
2019-02-26,3972
2019-02-27,4121
2019-02-28,4121
2019-03-01,4121
2019-03-02,4151
2019-03-03,4151
2019-03-04,4151
2019-03-05,4139
2019-03-06,4139
2019-03-07,4139
2019-03-08,3982
2019-03-09,3982
2019-03-10,3858
2019-03-11,3858
2019-03-12,3764
2019-03-13,3764
2019-03-14,3764
2019-03-15,3647
2019-03-16,3647
2019-03-17,3480
2019-03-18,3480
2019-03-19,3480
2019-03-20,3439
2019-03-21,3439
2019-03-22,3439
