date_obj,Black%20plateskirt%20(g) price
2015-03-26,36128
2015-03-27,36128
2015-03-28,36128
2015-03-29,34452
2015-03-30,34452
2015-03-31,34452
2015-04-01,34452
2015-04-02,34452
2015-04-03,32827
2015-04-04,32827
2015-04-05,32827
2015-04-06,32827
2015-04-07,31284
2015-04-08,31284
2015-04-09,31284
2015-04-10,31284
2015-04-11,29817
2015-04-12,29817
2015-04-13,29817
2015-04-14,29817
2015-04-15,29817
2015-04-16,29817
2015-04-17,28406
2015-04-18,28406
2015-04-19,28406
2015-04-20,28406
2015-04-21,28406
2015-04-22,28406
2015-04-23,27099
2015-04-24,27099
2015-04-25,27099
2015-04-26,27099
2015-04-27,27099
2015-04-28,27099
2015-04-29,27099
2015-04-30,25867
2015-05-01,25867
2015-05-02,25867
2015-05-03,25867
2015-05-04,25867
2015-05-05,25867
2015-05-06,25867
2015-05-07,24708
2015-05-08,24708
2015-05-09,24708
2015-05-10,24708
2015-05-11,24708
2015-05-12,24708
2015-05-13,24708
2015-05-14,24708
2015-05-15,24708
2015-05-16,23584
2015-05-17,23584
2015-05-18,23584
2015-05-19,23584
2015-05-20,23584
2015-05-21,23584
2015-05-22,23584
2015-05-23,23584
2015-05-24,22487
2015-05-25,22487
2015-05-26,22487
2015-05-27,22487
2015-05-28,21430
2015-05-29,21430
2015-05-30,21430
2015-05-31,21430
2015-06-01,20417
2015-06-02,20417
2015-06-03,20417
2015-06-04,20417
2015-06-05,19508
2015-06-06,19508
2015-06-07,19508
2015-06-08,19508
2015-06-09,18621
2015-06-10,18621
2015-06-11,18621
2015-06-12,18621
2015-06-13,17746
2015-06-14,17746
2015-06-15,17746
2015-06-16,16916
2015-06-17,16916
2015-06-18,16916
2015-06-19,16916
2015-06-20,16916
2015-06-21,16127
2015-06-22,16127
2015-06-23,16127
2015-06-24,16127
2015-06-25,16127
2015-06-26,16127
2015-06-27,15422
2015-06-28,15422
2015-06-29,15422
2015-06-30,15422
2015-07-01,15422
2015-07-02,15422
2015-07-03,15422
2015-07-04,14746
2015-07-05,14746
2015-07-06,14746
2015-07-07,14746
2015-07-08,14746
2015-07-09,14746
2015-07-10,14746
2015-07-11,14070
2015-07-12,14070
2015-07-13,14070
2015-07-14,14070
2015-07-15,14070
2015-07-16,14070
2015-07-17,13418
2015-07-18,13418
2015-07-19,13418
2015-07-20,13418
2015-07-21,13418
2015-07-22,13418
2015-07-23,13418
2015-07-24,12814
2015-07-25,12814
2015-07-26,12814
2015-07-27,12814
2015-07-28,12814
2015-07-29,12257
2015-07-30,12257
2015-07-31,12257
2015-08-01,12257
2015-08-02,12257
2015-08-03,12257
2015-08-04,12257
2015-08-05,11690
2015-08-06,11690
2015-08-07,11690
2015-08-08,11690
2015-08-09,11690
2015-08-10,11170
2015-08-11,11170
2015-08-12,11170
2015-08-13,11170
2015-08-14,11170
2015-08-15,10672
2015-08-16,10672
2015-08-17,10672
2015-08-18,10672
2015-08-19,10672
2015-08-20,10206
2015-08-21,10206
2015-08-22,10206
2015-08-23,10206
2015-08-24,10206
2015-08-25,10206
2015-08-26,9763
2015-08-27,9763
2015-08-28,9763
2015-08-29,9763
2015-08-30,9763
2015-08-31,9309
2015-09-01,9309
2015-09-02,9309
2015-09-03,9309
2015-09-04,9309
2015-09-05,9309
2015-09-06,8877
2015-09-07,8877
2015-09-08,8877
2015-09-09,8877
2015-09-10,8877
2015-09-11,8877
2015-09-12,8484
2015-09-13,8484
2015-09-14,8484
2015-09-15,8484
2015-09-16,8484
2015-09-17,8103
2015-09-18,8103
2015-09-19,8103
2015-09-20,8103
2015-09-21,8103
2015-09-22,8103
2015-09-23,7750
2015-09-24,7750
2015-09-25,7750
2015-09-27,7750
2015-09-28,7750
2015-09-29,7750
2015-09-30,7412
2015-10-05,7412
2015-10-06,7412
2015-10-07,7412
2015-10-08,7097
2015-10-09,7097
2015-10-10,7097
2015-10-11,7097
2015-10-12,7097
2015-10-13,7097
2015-10-14,7097
2015-10-15,7097
2015-10-16,6777
2015-10-17,6777
2015-10-18,6777
2015-10-19,6777
2015-10-20,6777
2015-10-22,6777
2015-10-23,6777
2015-10-24,6481
2015-10-25,6481
2015-10-26,6481
2015-10-27,6481
2015-10-29,6481
2015-10-30,6481
2015-10-31,6202
2015-11-01,6202
2015-11-02,6202
2015-11-03,6202
2015-11-04,6202
2015-11-05,6202
2015-11-06,6202
2015-11-07,6202
2015-11-08,6202
2015-11-09,5932
2015-11-10,5932
2015-11-11,5932
2015-11-12,5932
2015-11-13,5932
2015-11-14,5932
2015-11-15,5932
2015-11-16,5932
2015-11-17,5667
2015-11-18,5667
2015-11-19,5667
2015-11-20,5667
2015-11-21,5667
2015-11-22,5667
2015-11-23,5667
2015-11-24,5420
2015-11-25,5420
2015-11-26,5420
2015-11-27,5420
2015-11-28,5420
2015-11-29,5420
2015-11-30,5420
2015-12-01,5193
2015-12-02,5193
2015-12-03,5193
2015-12-04,5193
2015-12-05,5193
2015-12-06,5193
2015-12-07,5193
2015-12-08,5193
2015-12-09,5193
2015-12-10,4981
2015-12-11,4981
2015-12-12,4981
2015-12-13,4981
2015-12-14,4981
2015-12-15,4981
2015-12-16,4981
2015-12-17,4785
2015-12-18,4785
2015-12-19,4785
2015-12-20,4785
2015-12-21,4785
2015-12-22,4785
2015-12-23,4641
2015-12-24,4641
2015-12-25,4641
2015-12-26,4641
2015-12-27,4641
2015-12-28,4641
2015-12-29,4641
2015-12-30,4429
2015-12-31,4429
2016-01-01,4429
2016-01-02,4429
2016-01-03,4429
2016-01-04,4429
2016-01-05,4287
2016-01-06,4287
2016-01-07,4287
2016-01-08,4287
2016-01-09,4287
2016-01-10,4287
2016-01-11,4287
2016-01-12,4160
2016-01-13,4160
2016-01-14,4160
2016-01-15,4160
2016-01-16,4160
2016-01-17,4160
2016-01-18,4105
2016-01-19,4105
2016-01-20,4105
2016-01-21,4105
2016-01-22,4105
2016-01-23,4105
2016-01-24,4105
2016-01-25,4105
2016-01-26,3925
2016-01-27,3925
2016-01-28,3925
2016-01-29,3925
2016-01-30,3925
2016-01-31,3925
2016-02-01,3762
2016-02-02,3762
2016-02-03,3762
2016-02-04,3762
2016-02-05,3762
2016-02-06,3762
2016-02-07,3762
2016-02-08,3642
2016-02-09,3642
2016-02-10,3642
2016-02-11,3642
2016-02-12,3642
2016-02-13,3642
2016-02-14,3642
2016-02-15,3642
2016-02-16,3642
2016-02-17,3483
2016-02-18,3483
2016-02-19,3483
2016-02-20,3483
2016-02-21,3483
2016-02-22,3483
2016-02-23,3483
2016-02-24,3483
2016-02-25,3393
2016-02-26,3393
2016-02-27,3393
2016-02-28,3393
2016-02-29,3393
2016-03-01,3393
2016-03-02,3393
2016-03-03,3393
2016-03-04,3246
2016-03-05,3246
2016-03-06,3246
2016-03-07,3246
2016-03-08,3246
2016-03-09,3246
2016-03-10,3246
2016-03-11,3246
2016-03-12,3240
2016-03-13,3240
2016-03-14,3240
2016-03-15,3240
2016-03-16,3240
2016-03-17,3240
2016-03-18,3240
2016-03-19,3240
2016-03-20,3341
2016-03-21,3341
2016-03-22,3341
2016-03-23,3341
2016-03-24,3341
2016-03-25,3341
2016-03-26,3341
2016-03-27,3341
2016-03-28,3341
2016-03-29,3387
2016-03-30,3387
2016-03-31,3387
2016-04-01,3387
2016-04-02,3387
2016-04-03,3387
2016-04-04,3387
2016-04-05,3387
2016-04-06,3387
2016-04-07,3387
2016-04-08,3534
2016-04-09,3534
2016-04-10,3534
2016-04-11,3534
2016-04-12,3534
2016-04-13,3534
2016-04-14,3534
2016-04-15,3534
2016-04-16,3534
2016-04-17,3427
2016-04-18,3427
2016-04-19,3427
2016-04-20,3427
2016-04-21,3427
2016-04-22,3427
2016-04-23,3427
2016-04-24,3336
2016-04-25,3336
2016-04-26,3336
2016-04-27,3336
2016-04-28,3336
2016-04-29,3336
2016-04-30,3336
2016-05-01,3336
2016-05-02,3336
2016-05-03,3186
2016-05-04,3186
2016-05-05,3186
2016-05-06,3186
2016-05-07,3186
2016-05-08,3186
2016-05-09,3186
2016-05-10,3186
2016-05-11,3186
2016-05-12,3074
2016-05-13,3074
2016-05-14,3074
2016-05-15,3074
2016-05-16,3074
2016-05-17,2939
2016-05-18,2939
2016-05-19,2939
2016-05-22,2939
2016-05-23,2878
2016-05-24,2878
2016-05-25,2878
2016-05-26,2878
2016-05-27,2878
2016-05-28,2878
2016-05-29,2878
2016-05-30,2761
2016-05-31,2761
2016-06-01,2761
2016-06-02,2761
2016-06-03,2761
2016-06-04,2761
2016-06-05,2761
2016-06-06,2761
2016-06-07,2663
2016-06-08,2663
2016-06-09,2663
2016-06-10,2663
2016-06-11,2663
2016-06-12,2663
2016-06-13,2663
2016-06-14,2663
2016-06-15,2575
2016-06-16,2575
2016-06-17,2575
2016-06-18,2575
2016-06-19,2575
2016-06-20,2575
2016-06-21,2575
2016-06-22,2583
2016-06-23,2583
2016-06-24,2583
2016-06-25,2583
2016-06-26,2583
2016-06-27,2583
2016-06-28,2583
2016-06-29,2583
2016-06-30,2583
2016-07-01,2547
2016-07-02,2547
2016-07-03,2547
2016-07-04,2547
2016-07-05,2547
2016-07-06,2547
2016-07-07,2547
2016-07-08,2491
2016-07-09,2491
2016-07-10,2491
2016-07-11,2491
2016-07-12,2491
2016-07-13,2426
2016-07-14,2426
2016-07-15,2426
2016-07-16,2426
2016-07-17,2426
2016-07-18,2426
2016-07-23,2388
2016-07-24,2388
2016-07-25,2388
2016-07-26,2343
2016-07-27,2343
2016-07-28,2343
2016-07-29,2343
2016-07-30,2343
2016-07-31,2343
2016-08-01,2343
2016-08-02,2343
2016-08-03,2269
2016-08-04,2269
2016-08-05,2269
2016-08-06,2269
2016-08-07,2269
2016-08-08,2269
2016-08-09,2269
2016-08-10,2269
2016-08-11,2269
2016-08-12,2208
2016-08-13,2208
2016-08-14,2208
2016-08-15,2208
2016-08-16,2208
2016-08-17,2208
2016-08-18,2208
2016-08-19,2208
2016-08-20,2145
2016-08-21,2145
2016-08-22,2145
2016-08-23,2145
2016-08-24,2145
2016-08-25,2145
2016-08-26,2145
2016-08-28,2145
2016-08-31,2145
2016-09-01,2208
2016-09-02,2208
2016-09-03,2208
2016-09-04,2208
2016-09-05,2208
2016-09-06,2208
2016-09-07,2208
2016-09-08,2208
2016-09-09,2208
2016-09-10,2208
2016-09-11,2219
2016-09-12,2219
2016-09-13,2219
2016-09-14,2219
2016-09-15,2219
2016-09-16,2219
2016-09-17,2219
2016-09-18,2219
2016-09-19,2219
2016-09-20,2219
2016-09-21,2219
2016-09-22,2277
2016-09-23,2277
2016-09-24,2277
2016-09-25,2277
2016-09-26,2277
2016-09-27,2277
2016-09-28,2277
2016-09-29,2277
2016-09-30,2277
2016-10-01,2277
2016-10-02,2277
2016-10-03,2277
2016-10-04,2309
2016-10-05,2309
2016-10-06,2309
2016-10-07,2309
2016-10-08,2309
2016-10-09,2309
2016-10-10,2309
2016-10-11,2309
2016-10-12,2309
2016-10-13,2309
2016-10-14,2309
2016-10-15,2302
2016-10-16,2302
2016-10-17,2302
2016-10-18,2302
2016-10-19,2302
2016-10-20,2302
2016-10-21,2302
2016-10-22,2302
2016-10-23,2302
2016-10-24,2302
2016-10-25,2292
2016-10-26,2292
2016-10-27,2292
2016-10-28,2292
2016-10-29,2292
2016-10-30,2292
2016-10-31,2292
2016-11-01,2292
2016-11-02,2292
2016-11-03,2292
2016-11-04,2266
2016-11-05,2266
2016-11-06,2266
2016-11-07,2266
2016-11-08,2266
2016-11-09,2266
2016-11-10,2266
2016-11-11,2266
2016-11-12,2266
2016-11-13,2266
2016-11-14,2190
2016-11-15,2190
2016-12-07,2137
2016-12-08,2137
2016-12-09,2137
2016-12-10,2137
2016-12-11,2104
2016-12-12,2104
2016-12-13,2104
2016-12-14,2104
2016-12-15,2104
2016-12-16,2104
2016-12-17,2104
2016-12-18,2104
2016-12-19,2104
2016-12-20,2104
2016-12-21,2043
2016-12-22,2043
2016-12-23,2043
2016-12-24,2043
2016-12-25,2043
2016-12-26,2043
2016-12-27,2043
2016-12-28,2043
2016-12-29,2043
2016-12-30,2043
2016-12-31,2043
2017-01-01,2053
2017-01-02,2053
2017-01-03,2053
2017-01-04,2053
2017-01-05,2053
2017-01-06,2053
2017-01-07,2053
2017-01-08,2053
2017-01-09,2025
2017-01-10,2025
2017-01-11,2025
2017-01-12,2025
2017-01-13,2025
2017-01-14,2025
2017-01-15,2025
2017-01-16,2025
2017-01-17,2025
2017-01-18,2083
2017-01-19,2083
2017-01-20,2083
2017-01-21,2083
2017-01-22,2083
2017-01-23,2083
2017-01-27,2094
2017-01-28,2094
2017-01-29,2094
2017-01-30,2094
2017-01-31,2094
2017-02-01,2094
2017-02-02,2094
2017-02-03,2094
2017-02-04,2106
2017-02-05,2106
2017-02-06,2106
2017-02-07,2106
2017-02-08,2106
2017-02-09,2106
2017-02-10,2106
2017-02-11,2106
2017-02-12,2106
2017-02-13,2039
2017-02-14,2039
2017-02-15,2039
2017-02-16,2039
2017-02-18,2039
2017-02-19,2003
2017-02-20,2003
2017-02-21,2003
2017-02-22,2003
2017-02-23,2003
2017-02-24,2003
2017-02-25,2003
2017-02-26,2003
2017-02-27,2003
2017-02-28,2009
2017-03-01,2009
2017-03-02,2009
2017-03-03,2009
2017-03-04,2009
2017-03-05,2009
2017-03-06,1991
2017-03-07,1991
2017-03-08,1991
2017-03-09,1991
2017-03-10,1991
2017-03-11,1991
2017-03-12,1991
2017-03-13,2065
2017-03-14,2065
2017-03-15,2065
2017-03-16,2065
2017-03-17,2065
2017-03-18,2065
2017-03-19,2103
2017-03-20,2103
2017-03-21,2103
2017-03-22,2103
2017-03-23,2103
2017-03-24,2103
2017-03-25,2103
2017-03-26,2103
2017-03-27,2095
2017-03-28,2095
2017-03-29,2095
2017-03-30,2095
2017-03-31,2095
2017-04-01,2095
2017-04-02,2095
2017-04-03,2000
2017-04-04,2000
2017-04-12,1969
2017-04-13,1969
2017-04-14,1969
2017-04-15,1969
2017-04-16,1969
2017-04-17,1946
2017-04-18,1946
2017-04-19,1946
2017-04-20,1946
2017-04-21,1946
2017-04-22,1946
2017-04-23,1946
2017-04-24,1946
2017-04-25,1933
2017-04-26,1933
2017-04-27,1933
2017-04-28,1933
2017-04-29,1933
2017-04-30,1933
2017-05-01,1933
2017-05-02,1933
2017-05-03,1933
2017-05-04,1967
2017-05-05,1967
2017-05-06,1967
2017-05-07,1967
2017-05-08,1967
2017-05-09,1967
2017-05-10,1967
2017-05-11,1967
2017-05-12,1967
2017-05-13,2062
2017-05-14,2062
2017-05-15,2062
2017-05-16,2062
2017-05-17,2062
2017-05-18,2062
2017-05-19,2062
2017-05-20,2062
2017-05-21,2062
2017-05-22,2058
2017-05-23,2058
2017-05-24,2058
2017-05-25,2058
2017-05-26,2058
2017-05-27,2058
2017-05-28,2058
2017-05-29,2058
2017-05-30,2063
2017-05-31,2063
2017-06-01,2063
2017-06-02,2063
2017-06-03,2063
2017-06-04,2063
2017-06-05,2063
2017-06-06,2063
2017-06-07,2089
2017-06-08,2089
2017-06-09,2089
2017-06-10,2089
2017-06-11,2089
2017-06-12,2089
2017-06-13,2089
2017-06-14,2089
2017-06-15,2089
2017-06-16,2089
2017-06-17,2131
2017-06-18,2131
2017-06-19,2131
2017-06-20,2131
2017-06-21,2131
2017-06-22,2131
2017-06-23,2131
2017-06-24,2131
2017-06-25,2131
2017-06-26,2108
2017-06-27,2108
2017-06-28,2108
2017-06-29,2108
2017-06-30,2108
2017-07-01,2108
2017-07-02,2108
2017-07-03,2108
2017-07-04,2108
2017-07-05,2108
2017-07-06,2108
2017-07-07,2191
2017-07-08,2191
2017-07-13,2191
2017-07-14,2191
2017-07-15,2191
2017-07-16,2191
2017-07-17,2255
2017-07-18,2255
2017-07-19,2255
2017-07-20,2255
2017-07-21,2255
2017-07-22,2255
2017-07-23,2255
2017-07-24,2255
2017-07-25,2255
2017-07-26,2329
2017-07-27,2329
2017-07-28,2329
2017-07-29,2329
2017-07-30,2329
2017-07-31,2329
2017-08-01,2329
2017-08-02,2329
2017-08-03,2329
2017-08-04,2329
2017-08-05,2418
2017-08-06,2418
2017-08-07,2418
2017-08-08,2418
2017-08-09,2418
2017-08-10,2418
2017-08-11,2418
2017-08-12,2418
2017-08-13,2302
2017-08-14,2302
2017-08-15,2302
2017-08-16,2302
2017-08-17,2302
2017-08-18,2302
2017-08-19,2302
