date_obj,Green%20elegant%20skirt price
2016-02-21,2991
2016-02-22,2991
2016-02-23,2991
2016-02-24,2991
2016-02-25,2991
2016-02-26,2991
2016-02-27,2991
2016-02-28,2991
2016-02-29,2923
2016-03-01,2923
2016-03-02,2923
2016-03-03,2923
2016-03-04,2923
2016-03-05,2923
2016-03-06,2923
2016-03-07,2923
2016-03-08,2856
2016-03-09,2856
2016-03-10,2856
2016-03-11,2856
2016-03-12,2856
2016-03-13,2856
2016-03-14,2811
2016-03-15,2811
2016-03-16,2811
2016-03-17,2811
2016-03-18,2811
2016-03-19,2811
2016-03-20,2811
2016-03-21,2730
2016-03-22,2730
2016-03-23,2730
2016-03-24,2730
2016-03-25,2730
2016-03-26,2730
2016-03-27,2730
2016-03-28,2625
2016-03-29,2625
2016-03-30,2625
2016-03-31,2625
2016-04-01,2625
2016-04-02,2654
2016-04-03,2654
2016-04-04,2654
2016-04-05,2654
2016-04-06,2654
2016-04-07,2654
2016-04-08,2694
2016-04-09,2694
2016-04-10,2694
2016-04-11,2694
2016-04-12,2694
2016-04-13,2694
2016-04-14,2650
2016-04-15,2650
2016-04-16,2650
2016-04-17,2650
2016-04-18,2590
2016-04-19,2590
2016-04-20,2590
2016-04-21,2590
2016-04-22,2590
2016-04-23,2590
2016-04-24,2590
2016-04-25,2710
2016-04-26,2710
2016-04-27,2710
2016-04-28,2710
2016-04-29,2710
2016-04-30,2710
2016-05-01,2710
2016-05-02,2766
2016-05-03,2766
2016-05-04,2766
2016-05-05,2766
2016-05-06,2766
2016-05-07,2766
2016-05-08,2766
2016-05-09,2806
2016-05-10,2806
2016-05-11,2806
2016-05-12,2806
2016-05-13,2806
2016-05-14,2806
2016-05-15,2823
2016-05-16,2823
2016-05-17,2823
2016-05-18,2823
2016-05-19,2823
2016-05-22,2838
2016-05-23,2838
2016-05-24,2838
2016-05-25,2838
2016-05-26,2838
2016-05-27,2838
2016-05-28,2838
2016-05-29,2865
2016-05-30,2865
2016-05-31,2865
2016-06-01,2865
2016-06-02,2865
2016-06-03,2865
2016-06-04,2865
2016-06-05,2865
2016-06-06,2908
2016-06-07,2908
2016-06-08,2908
2016-06-09,2908
2016-06-10,2908
2016-06-11,2908
2016-06-12,2908
2016-06-13,2887
2016-06-14,2887
2016-06-15,2887
2016-06-16,2887
2016-06-17,2887
2016-06-18,2887
2016-06-19,2916
2016-06-20,2916
2016-06-21,2916
2016-06-22,2916
2016-06-23,2916
2016-06-24,2916
2016-06-25,2916
2016-06-26,2916
2016-06-27,2955
2016-06-28,2955
2016-06-29,2955
2016-06-30,2955
2016-07-01,2955
2016-07-02,2955
2016-07-03,2955
2016-07-04,3092
2016-07-05,3092
2016-07-06,3092
2016-07-07,3092
2016-07-08,2982
2016-07-09,2982
2016-07-10,2982
2016-07-11,2963
2016-07-12,2963
2016-07-13,2963
2016-07-14,2963
2016-07-15,2963
2016-07-16,2937
2016-07-17,2937
2016-07-18,2937
2016-07-23,2873
2016-07-24,2873
2016-07-25,2873
2016-07-26,2873
2016-07-27,2873
2016-07-28,2841
2016-07-29,2841
2016-07-30,2841
2016-07-31,2841
2016-08-01,2841
2016-08-02,2841
2016-08-03,2745
2016-08-04,2745
2016-08-05,2745
2016-08-06,2745
2016-08-07,2745
2016-08-08,2745
2016-08-09,2745
2016-08-10,2703
2016-08-11,2703
2016-08-12,2703
2016-08-13,2703
2016-08-14,2703
2016-08-15,2703
2016-08-16,2703
2016-08-17,2703
2016-08-18,2679
2016-08-19,2679
2016-08-20,2679
2016-08-21,2679
2016-08-22,2679
2016-08-23,2679
2016-08-24,2679
2016-08-25,2679
2016-08-26,2679
2016-08-28,2590
2016-08-31,2590
2016-09-01,2590
2016-09-02,2590
2016-09-03,2590
2016-09-04,2560
2016-09-05,2560
2016-09-06,2560
2016-09-07,2560
2016-09-08,2560
2016-09-09,2560
2016-09-10,2560
2016-09-11,2560
2016-09-12,2560
2016-09-13,2684
2016-09-14,2684
2016-09-15,2684
2016-09-16,2684
2016-09-17,2684
2016-09-18,2684
2016-09-19,2684
2016-09-20,2684
2016-09-21,2796
2016-09-22,2796
2016-09-23,2796
2016-09-24,2796
2016-09-25,2796
2016-09-26,2796
2016-09-27,2796
2016-09-28,2796
2016-09-29,2796
2016-09-30,2659
2016-10-01,2659
2016-10-02,2659
2016-10-03,2659
2016-10-04,2659
2016-10-05,2659
2016-10-06,2659
2016-10-07,2659
2016-10-08,2659
2016-10-09,2615
2016-10-10,2615
2016-10-11,2615
2016-10-12,2615
2016-10-13,2615
2016-10-14,2615
2016-10-15,2615
2016-10-16,2615
2016-10-17,2597
2016-10-18,2597
2016-10-19,2597
2016-10-20,2597
2016-10-21,2597
2016-10-22,2597
2016-10-23,2597
2016-10-24,2597
2016-10-25,2597
2016-10-26,2534
2016-10-27,2534
2016-10-28,2534
2016-10-29,2534
2016-10-30,2534
2016-10-31,2534
2016-11-01,2534
2016-11-02,2534
2016-11-03,2534
2016-11-04,2534
2016-11-05,2534
2016-11-06,2474
2016-11-07,2474
2016-11-08,2474
2016-11-09,2474
2016-11-10,2474
2016-11-11,2474
2016-11-12,2474
2016-11-13,2474
2016-11-14,2474
2016-11-15,2474
2016-12-07,2341
2016-12-08,2341
2016-12-09,2247
2016-12-10,2247
2016-12-11,2247
2016-12-12,2247
2016-12-13,2247
2016-12-14,2247
2016-12-15,2247
2016-12-16,2247
2016-12-17,2226
2016-12-18,2226
2016-12-19,2226
2016-12-20,2226
2016-12-21,2226
2016-12-22,2226
2016-12-23,2226
2016-12-24,2226
2016-12-25,2226
2016-12-26,2226
2016-12-27,2289
2016-12-28,2289
2016-12-29,2289
2016-12-30,2289
2016-12-31,2289
2017-01-01,2289
2017-01-02,2289
2017-01-03,2289
2017-01-04,2289
2017-01-05,2300
2017-01-06,2300
2017-01-07,2300
2017-01-08,2300
2017-01-09,2300
2017-01-10,2300
2017-01-11,2300
2017-01-12,2300
2017-01-13,2240
2017-01-14,2240
2017-01-15,2240
2017-01-16,2240
2017-01-17,2240
2017-01-18,2240
2017-01-19,2240
2017-01-20,2240
2017-01-21,2201
2017-01-22,2201
2017-01-23,2201
2017-01-27,2201
2017-01-28,2108
2017-01-29,2108
2017-01-30,2108
2017-01-31,2108
2017-02-01,2108
2017-02-02,2108
2017-02-03,2108
2017-02-04,2028
2017-02-05,2028
2017-02-06,2028
2017-02-07,2028
2017-02-08,2028
2017-02-09,2028
2017-02-10,2028
2017-02-11,2048
2017-02-12,2048
2017-02-13,2048
2017-02-14,2048
2017-02-15,2048
2017-02-16,2075
2017-02-18,2075
2017-02-19,2075
2017-02-20,2075
2017-02-21,2075
2017-02-22,2075
2017-02-23,2075
2017-02-24,2075
2017-02-25,2021
2017-02-26,2021
2017-02-27,2021
2017-02-28,2021
2017-03-01,2021
2017-03-02,2021
2017-03-03,1988
2017-03-04,1988
2017-03-05,1988
2017-03-06,1988
2017-03-07,1988
2017-03-08,1988
2017-03-09,2015
2017-03-10,2015
2017-03-11,2015
2017-03-12,2015
2017-03-13,2015
2017-03-14,1978
2017-03-15,1978
2017-03-16,1978
2017-03-17,1978
2017-03-18,1978
2017-03-19,1885
2017-03-20,1885
2017-03-21,1885
2017-03-22,1885
2017-03-23,1885
2017-03-24,1885
2017-03-25,1885
2017-03-26,1885
2017-03-27,1887
2017-03-28,1887
2017-03-29,1887
2017-03-30,1887
2017-03-31,1887
2017-04-01,1955
2017-04-02,1955
2017-04-03,1955
2017-04-04,1955
2017-04-12,1869
2017-04-13,1814
2017-04-14,1814
2017-04-15,1814
2017-04-16,1814
2017-04-17,1823
2017-04-18,1823
2017-04-19,1823
2017-04-20,1823
2017-04-21,1823
2017-04-22,1823
2017-04-23,1823
2017-04-24,1771
2017-04-25,1771
2017-04-26,1771
2017-04-27,1771
2017-04-28,1771
2017-04-29,1771
2017-04-30,1748
2017-05-01,1748
2017-05-02,1748
2017-05-03,1748
2017-05-04,1748
2017-05-05,1748
2017-05-06,1748
2017-05-07,1761
2017-05-08,1761
2017-05-09,1761
2017-05-10,1761
2017-05-11,1761
2017-05-12,1761
2017-05-13,1761
2017-05-14,1746
2017-05-15,1746
2017-05-16,1746
2017-05-17,1746
2017-05-18,1746
2017-05-19,1746
2017-05-20,1746
2017-05-21,1812
2017-05-22,1812
2017-05-23,1812
2017-05-24,1812
2017-05-25,1812
2017-05-26,1812
2017-05-27,1812
2017-05-28,1812
2017-05-29,1901
2017-05-30,1901
2017-05-31,1901
2017-06-01,1901
2017-06-02,1901
2017-06-03,1901
2017-06-04,1901
2017-06-05,1913
2017-06-06,1913
2017-06-07,1913
2017-06-08,1913
2017-06-09,1913
2017-06-10,1965
2017-06-11,1965
2017-06-12,1965
2017-06-13,1965
2017-06-14,1965
2017-06-15,1965
2017-06-16,1996
2017-06-17,1996
2017-06-18,1996
2017-06-19,1996
2017-06-20,1996
2017-06-21,1996
2017-06-22,1996
2017-06-23,2002
2017-06-24,2002
2017-06-25,2002
2017-06-26,2002
2017-06-27,2002
2017-06-28,2002
2017-06-29,2002
2017-06-30,2002
2017-07-01,1985
2017-07-02,1985
2017-07-03,1985
2017-07-04,1985
2017-07-05,1985
2017-07-06,1985
2017-07-07,1985
2017-07-08,1985
2017-07-13,1958
2017-07-14,1958
2017-07-15,1958
2017-07-16,1958
2017-07-17,1984
2017-07-18,1984
2017-07-19,1984
2017-07-20,1984
2017-07-21,1984
2017-07-22,1984
2017-07-23,1984
2017-07-24,1984
2017-07-25,1970
2017-07-26,1970
2017-07-27,1970
2017-07-28,1970
2017-07-29,1970
2017-07-30,1970
2017-07-31,1970
2017-08-01,1970
2017-08-02,1997
2017-08-03,1997
2017-08-04,1997
2017-08-05,1997
2017-08-06,1997
2017-08-09,1997
2017-08-10,1963
2017-08-11,1963
2017-08-12,1963
2017-08-13,1963
2017-08-14,1963
2017-08-15,1963
2017-08-16,1963
2017-08-17,1963
2017-08-18,1963
2017-08-19,1924
2017-08-20,1924
2017-08-21,1924
2017-08-22,1924
2017-08-23,1924
2017-08-24,1924
2017-08-25,1924
2017-08-26,1924
2017-08-27,2012
2017-08-28,2012
2017-08-29,2012
2017-08-30,2012
2017-08-31,2012
2017-09-01,2012
2017-09-02,2012
2017-09-03,2012
2017-09-04,2012
2017-09-05,2012
2017-09-06,2086
2017-09-07,2086
2017-09-08,2086
2017-09-09,2086
2017-09-10,2086
2017-09-11,2086
2017-09-12,2086
2017-09-13,2086
2017-09-14,2187
2017-09-15,2187
2017-09-16,2187
2017-09-17,2187
2017-09-18,2187
2017-09-19,2187
2017-09-20,2187
2017-09-21,2187
2017-09-22,2242
2017-09-23,2242
2017-09-24,2242
2017-09-25,2242
2017-09-26,2242
2017-09-27,2242
2017-09-28,2242
2017-09-29,2242
2017-09-30,2242
2017-10-01,2186
2017-10-02,2186
2017-10-03,2186
2017-10-04,2186
2017-10-05,2186
2017-10-06,2186
2017-10-07,2186
2017-10-08,2186
2017-10-09,2186
2017-10-10,2081
2017-10-11,2081
2017-10-12,2081
2017-10-13,2081
2017-10-14,2081
2017-10-15,2081
2017-10-16,2081
2017-10-17,2081
2017-10-18,2039
2017-10-19,2039
2017-10-20,2039
2017-10-21,2039
2017-10-22,2039
2017-10-23,2039
2017-10-24,2039
2017-10-25,2020
2017-10-26,2020
2017-10-27,2020
2017-10-28,2020
2017-10-29,2020
2017-10-30,2020
2017-10-31,2020
2017-11-01,2020
2017-11-02,2020
2017-11-03,2014
2017-11-04,2014
2017-11-05,2014
2017-11-06,2014
2017-11-07,2014
2017-11-08,2014
2017-11-09,2014
2017-11-10,2014
2017-11-11,2014
2017-11-12,2059
2017-11-13,2059
2017-11-14,2059
2017-11-15,2059
2017-11-16,2059
2017-11-17,2059
2017-11-18,2059
2017-11-19,2030
2017-11-20,2030
2017-11-21,2030
2017-11-22,2030
2017-11-23,2030
2017-11-24,2030
2017-11-25,2030
2017-11-26,2030
2017-11-27,2030
2017-11-28,1971
2017-11-29,1971
2017-11-30,1971
2017-12-01,1971
2017-12-02,1971
2017-12-03,1971
2017-12-04,1971
2017-12-05,1971
2017-12-06,1971
2017-12-07,1930
2017-12-08,1930
2017-12-09,1930
2017-12-10,1930
2017-12-11,1930
2017-12-12,1930
2017-12-13,1930
2017-12-14,1930
2017-12-15,1930
2017-12-16,1898
2017-12-17,1898
2017-12-18,1898
2017-12-19,1898
2017-12-20,1898
2017-12-21,1898
2017-12-22,1898
2017-12-23,1898
2017-12-24,1898
2017-12-25,1898
2017-12-26,1898
2017-12-27,1876
2017-12-28,1876
2017-12-29,1876
2017-12-30,1876
2017-12-31,1876
2018-01-01,1876
2018-01-02,1876
2018-01-03,1960
2018-01-04,1960
2018-01-05,1960
2018-01-06,1960
2018-01-07,1960
2018-01-08,1960
2018-01-09,1960
2018-01-10,1960
2018-01-11,1960
2018-01-12,2039
2018-01-13,2039
2018-01-14,2039
2018-01-15,2039
2018-01-16,2039
2018-01-17,2039
2018-01-18,2039
2018-01-19,2124
2018-01-20,2124
2018-01-21,2124
2018-01-22,2124
2018-01-23,2124
2018-01-25,2124
2018-01-26,2124
2018-01-27,2229
2018-01-28,2229
2018-01-29,2229
2018-01-30,2229
2018-01-31,2229
2018-02-01,2229
2018-02-02,2229
2018-02-03,2328
2018-02-04,2328
2018-02-05,2328
2018-02-06,2328
2018-02-07,2328
2018-02-08,2328
2018-02-09,2328
2018-02-10,2328
2018-02-11,2334
2018-02-12,2334
2018-02-13,2334
2018-02-14,2334
2018-02-15,2334
2018-02-16,2334
2018-02-17,2424
2018-02-18,2424
2018-02-19,2424
2018-02-20,2424
2018-02-21,2424
2018-02-22,2424
2018-02-23,2424
2018-02-24,2424
2018-02-25,2428
2018-02-26,2428
2018-02-27,2428
2018-02-28,2428
2018-03-01,2428
2018-03-02,2428
2018-03-03,2428
2018-03-04,2428
2018-03-05,2455
2018-03-06,2455
2018-03-07,2455
2018-03-08,2455
2018-03-09,2455
2018-03-10,2455
2018-03-11,2430
2018-03-12,2430
2018-03-13,2430
2018-03-14,2430
2018-03-15,2430
2018-03-16,2430
2018-03-17,2446
2018-03-18,2446
2018-03-19,2446
2018-03-20,2446
2018-03-21,2446
2018-03-23,2446
2018-03-24,2446
2018-03-25,2404
2018-03-26,2404
2018-03-27,2404
2018-03-28,2404
2018-03-29,2404
2018-03-30,2404
2018-03-31,2404
2018-04-01,2343
2018-04-02,2343
2018-04-03,2343
2018-04-04,2343
2018-04-05,2343
2018-04-06,2343
2018-04-07,2343
2018-04-08,2343
2018-04-09,2367
2018-04-10,2367
2018-04-11,2367
2018-04-12,2367
2018-04-13,2367
2018-04-14,2367
2018-04-15,2367
2018-04-16,2367
2018-04-17,2367
2018-04-18,2367
2018-04-19,2329
2018-04-20,2329
2018-04-21,2329
2018-04-22,2329
2018-04-23,2329
2018-04-24,2329
2018-04-25,2329
2018-04-26,2329
2018-04-27,2233
2018-04-28,2233
2018-04-29,2233
2018-04-30,2233
2018-05-01,2233
2018-05-03,2233
2018-05-04,2233
2018-05-05,2131
2018-05-06,2131
2018-05-07,2131
2018-05-08,2131
2018-05-09,2131
2018-05-10,2131
2018-05-11,2131
2018-05-12,2131
2018-05-13,2119
2018-05-14,2119
2018-05-15,2119
2018-05-16,2119
2018-05-17,2119
2018-05-18,2119
2018-05-19,2119
2018-05-20,2119
2018-05-21,2172
2018-05-22,2172
2018-05-23,2172
2018-05-24,2172
2018-05-25,2172
2018-05-26,2172
2018-05-27,2172
2018-05-28,2172
2018-05-29,2172
2018-05-30,2222
2018-05-31,2222
2018-06-01,2222
2018-06-02,2222
2018-06-03,2222
2018-06-04,2222
2018-06-05,2222
2018-06-06,2222
2018-06-07,2198
2018-06-08,2198
2018-06-09,2198
2018-06-10,2198
2018-06-11,2198
2018-06-12,2198
2018-06-13,2198
2018-06-14,2131
2018-06-15,2131
2018-06-16,2131
2018-06-17,2131
2018-06-18,2131
2018-06-19,2131
2018-06-20,2131
2018-06-21,2069
2018-06-22,2069
2018-06-23,2069
2018-06-24,2069
2018-06-25,2069
2018-06-26,2069
2018-06-27,2069
2018-06-28,2007
2018-06-29,2007
2018-06-30,2007
2018-07-01,2007
2018-07-02,2007
2018-07-03,2007
2018-07-04,2007
2018-07-05,2007
2018-07-06,1970
2018-07-07,1970
2018-07-08,1970
2018-07-09,1970
2018-07-10,1970
2018-07-11,1970
2018-07-12,1970
2018-07-13,1970
2018-07-14,1970
2018-07-15,1970
2018-07-16,1970
2018-07-17,1970
2018-07-18,1970
2018-07-19,1930
2018-07-20,1930
2018-07-21,1930
2018-07-22,1930
2018-07-23,1930
2018-07-24,1930
2018-07-25,1930
2018-07-26,1881
2018-07-27,1881
2018-07-28,1881
2018-07-29,1881
2018-07-30,1881
2018-07-31,1835
2018-08-01,1835
2018-08-02,1835
2018-08-03,1835
2018-08-04,1835
2018-08-05,1835
2018-08-06,1835
2018-08-07,1825
2018-08-08,1825
2018-08-09,1825
2018-08-10,1825
2018-08-11,1825
2018-08-12,1825
2018-08-14,1810
2018-08-16,1810
2018-08-17,1810
2018-08-18,1810
2018-08-19,1774
2018-08-20,1774
2018-08-21,1774
2018-08-22,1774
2018-08-23,1774
2018-08-24,1819
2018-08-25,1819
2018-08-26,1819
2018-08-27,1819
2018-08-28,1819
2018-08-29,1819
2018-08-30,1819
2018-08-31,1840
2018-09-01,1840
2018-09-02,1840
2018-09-03,1840
2018-09-04,1840
2018-09-05,1803
2018-09-06,1803
2018-09-07,1803
2018-09-08,1803
2018-09-09,1803
2018-09-10,1803
2018-09-11,1745
2018-09-12,1745
2018-09-13,1745
2018-09-14,1745
2018-09-15,1745
2018-09-16,1745
2018-09-17,1725
2018-09-18,1725
2018-09-19,1725
2018-09-20,1725
2018-09-21,1725
2018-09-22,1725
2018-09-23,1725
2018-09-24,1706
2018-09-25,1706
2018-09-26,1706
2018-09-27,1706
2018-09-28,1706
2018-09-29,1706
2018-09-30,1706
2018-10-01,1706
2018-10-02,1706
2018-10-03,1759
2018-10-04,1759
2018-10-05,1759
2018-10-06,1759
2018-10-07,1759
2018-10-08,1759
2018-10-09,1759
2018-10-10,1810
2018-10-11,1810
2018-10-12,1810
2018-10-13,1810
2018-10-14,1810
2018-10-15,1810
2018-10-16,1810
2018-10-17,1835
2018-10-18,1835
2018-10-19,1835
2018-10-20,1835
2018-10-21,1835
2018-10-22,1835
2018-10-23,1835
2018-10-24,1787
2018-10-25,1787
2018-10-26,1787
2018-10-27,1787
2018-10-28,1787
2018-10-29,1787
2018-10-30,1781
2018-10-31,1781
2018-11-01,1781
2018-11-03,1781
2018-11-04,1781
2018-11-05,1763
2018-11-06,1763
2018-11-07,1763
2018-11-08,1763
2018-11-09,1763
2018-11-10,1789
2018-11-11,1789
2018-11-12,1789
2018-11-13,1789
2018-11-14,1745
2018-11-15,1745
2018-11-16,1745
2018-11-17,1745
2018-11-18,1685
2018-11-19,1685
2018-11-20,1685
2018-11-21,1685
2018-11-22,1685
2018-11-23,1631
2018-11-24,1631
2018-11-25,1631
2018-11-26,1631
2018-11-27,1616
2018-11-28,1616
2018-11-29,1616
2018-12-01,1597
2018-12-02,1597
2018-12-03,1597
2018-12-04,1597
2018-12-05,1597
2018-12-07,1651
2018-12-09,1651
2018-12-11,1715
2018-12-12,1715
2018-12-13,1715
2018-12-14,1715
2018-12-15,1796
2018-12-16,1796
2018-12-17,1796
2018-12-18,1796
2018-12-19,1796
2018-12-20,1776
2018-12-21,1776
2018-12-22,1776
2018-12-23,1776
2018-12-24,1830
2018-12-25,1830
2018-12-26,1830
2018-12-27,1830
2018-12-28,1830
2018-12-29,1918
2018-12-30,1918
2018-12-31,1918
2019-01-01,1918
2019-01-02,1918
2019-01-03,1918
2019-01-04,2006
2019-01-05,2006
2019-01-06,2006
2019-01-08,2006
2019-01-10,2058
2019-01-11,2058
2019-01-12,2058
2019-01-13,2058
2019-01-14,2081
2019-01-15,2081
2019-01-16,2081
2019-01-17,2081
2019-01-18,2081
2019-01-19,2081
2019-01-20,2067
2019-01-21,2067
2019-01-22,2067
2019-01-23,2067
2019-01-24,2008
2019-01-25,2008
2019-01-26,2008
2019-01-27,2008
2019-01-28,1979
2019-01-29,1979
2019-01-30,1979
2019-01-31,2032
2019-02-01,2032
2019-02-02,2032
2019-02-03,2032
2019-02-04,2071
2019-02-05,2071
2019-02-06,2071
2019-02-07,2070
2019-02-08,2070
2019-02-09,2070
2019-02-10,2070
2019-02-11,2070
2019-02-12,2070
2019-02-13,2017
2019-02-14,2017
2019-02-15,2017
2019-02-16,2017
2019-02-17,1999
2019-02-18,1999
2019-02-19,1999
2019-02-20,1999
2019-02-21,1947
2019-02-22,1947
2019-02-23,1947
2019-02-24,1947
2019-02-25,1923
2019-02-26,1923
2019-02-27,1923
2019-02-28,1923
2019-03-01,1923
2019-03-02,1923
2019-03-03,1923
2019-03-04,1907
2019-03-05,1907
2019-03-06,1907
2019-03-07,1907
2019-03-08,1907
2019-03-09,1907
2019-03-10,1841
2019-03-11,1841
2019-03-12,1841
2019-03-13,1841
2019-03-14,1841
2019-03-15,1762
2019-03-16,1762
2019-03-17,1762
2019-03-18,1716
2019-03-19,1716
2019-03-20,1716
2019-03-21,1716
2019-03-22,1656
2019-03-23,1656
2019-03-24,1656
2019-03-25,1656
2019-03-26,1656
