date_obj,Berserker%20necklace price
2015-03-26,2801227
2015-03-27,2801227
2015-03-28,2801227
2015-03-29,2801227
2015-03-30,2879031
2015-03-31,2879031
2015-04-01,2879031
2015-04-02,2879031
2015-04-03,2984418
2015-04-04,2984418
2015-04-05,2984418
2015-04-06,3123336
2015-04-07,3123336
2015-04-08,3123336
2015-04-09,3123336
2015-04-10,3058068
2015-04-11,3058068
2015-04-12,3058068
2015-04-13,2990328
2015-04-14,2990328
2015-04-15,2990328
2015-04-16,2907564
2015-04-17,2907564
2015-04-18,2907564
2015-04-19,2953324
2015-04-20,2953324
2015-04-21,2953324
2015-04-22,2953324
2015-04-23,3059166
2015-04-24,3059166
2015-04-25,3059166
2015-04-26,3059166
2015-04-27,2968931
2015-04-28,2968931
2015-04-29,2968931
2015-04-30,2946890
2015-05-01,2946890
2015-05-02,2946890
2015-05-03,2924853
2015-05-04,2924853
2015-05-05,2924853
2015-05-06,2937516
2015-05-07,2937516
2015-05-08,2937516
2015-05-09,2892960
2015-05-10,2892960
2015-05-11,2892960
2015-05-12,2892960
2015-05-13,2940199
2015-05-14,2940199
2015-05-15,2940199
2015-05-16,2940199
2015-05-17,3030139
2015-05-18,3030139
2015-05-19,3030139
2015-05-20,3030139
2015-05-21,2974816
2015-05-22,2974816
2015-05-23,2974816
2015-05-24,3006180
2015-05-25,3006180
2015-05-26,3006180
2015-05-27,3039009
2015-05-28,3039009
2015-05-29,3054301
2015-05-30,3054301
2015-05-31,2992206
2015-06-01,2992206
2015-06-02,2998039
2015-06-03,2998039
2015-06-04,3050764
2015-06-05,3050764
2015-06-06,3090669
2015-06-07,3090669
2015-06-08,3090669
2015-06-09,3067585
2015-06-10,3067585
2015-06-11,3067585
2015-06-12,3074063
2015-06-13,3074063
2015-06-14,3081428
2015-06-15,3081428
2015-06-16,3099448
2015-06-17,3099448
2015-06-18,3118669
2015-06-19,3118669
2015-06-20,3078057
2015-06-21,3078057
2015-06-22,2999224
2015-06-23,2999224
2015-06-24,2864222
2015-06-25,2864222
2015-06-26,2813331
2015-06-27,2813331
2015-06-28,2796563
2015-06-29,2796563
2015-06-30,2760610
2015-07-01,2760610
2015-07-02,2804276
2015-07-03,2804276
2015-07-04,2872264
2015-07-05,2872264
2015-07-06,2960498
2015-07-07,2960498
2015-07-08,2954933
2015-07-09,2954933
2015-07-10,3061387
2015-07-11,3061387
2015-07-12,3061387
2015-07-13,3134480
2015-07-14,3134480
2015-07-15,3035785
2015-07-16,3035785
2015-07-17,3000253
2015-07-18,3000253
2015-07-19,3063679
2015-07-20,3063679
2015-07-21,3018726
2015-07-22,2993175
2015-07-23,2993175
2015-07-24,2999434
2015-07-25,2999434
2015-07-26,3023770
2015-07-27,3023770
2015-07-28,3023014
2015-07-29,3032517
2015-07-30,3032517
2015-07-31,3025506
2015-08-01,3025506
2015-08-02,3092969
2015-08-03,3092969
2015-08-04,3135012
2015-08-05,3135012
2015-08-06,3102874
2015-08-07,3102874
2015-08-08,3077810
2015-08-09,3077810
2015-08-10,3075757
2015-08-11,3075757
2015-08-12,3055251
2015-08-13,3055251
2015-08-14,3027021
2015-08-15,3027021
2015-08-16,3008973
2015-08-17,3008973
2015-08-18,3005662
2015-08-19,3005662
2015-08-20,3023454
2015-08-21,3023454
2015-08-22,3007723
2015-08-23,3007723
2015-08-24,3040967
2015-08-25,3040967
2015-08-26,3034241
2015-08-27,2974816
2015-08-28,2974816
2015-08-29,3012051
2015-08-30,3012051
2015-08-31,3056254
2015-09-01,3056254
2015-09-02,2998480
2015-09-03,2998480
2015-09-04,2949889
2015-09-05,2949889
2015-09-06,2952047
2015-09-07,2952047
2015-09-08,2954381
2015-09-09,2954381
2015-09-10,2960138
2015-09-11,2960138
2015-09-12,2965155
2015-09-13,2965155
2015-09-14,2916835
2015-09-15,2816759
2015-09-16,2816759
2015-09-17,2798383
2015-09-18,2798383
2015-09-19,2819902
2015-09-20,2819902
2015-09-21,2863785
2015-09-22,2863785
2015-09-23,2858293
2015-09-24,2858293
2015-09-25,2836066
2015-09-27,2811055
2015-09-28,2811055
2015-09-29,2790772
2015-09-30,2823841
2015-10-05,2796343
2015-10-06,2736360
2015-10-07,2736360
2015-10-08,2745228
2015-10-09,2745228
2015-10-10,2750656
2015-10-11,2873080
2015-10-12,2873080
2015-10-13,2886456
2015-10-14,2886456
2015-10-15,2889058
2015-10-16,2889058
2015-10-17,2813018
2015-10-18,2813018
2015-10-19,2766494
2015-10-20,2766494
2015-10-22,2759894
2015-10-23,2719993
2015-10-24,2719993
2015-10-25,2726330
2015-10-26,2726330
2015-10-27,2783674
2015-10-28,2783674
2015-10-29,2760136
2015-10-30,2760136
2015-10-31,2757981
2015-11-01,2757981
2015-11-02,2873623
2015-11-03,2873623
2015-11-04,2900396
2015-11-05,2900396
2015-11-06,2888227
2015-11-07,2888227
2015-11-08,2973267
2015-11-09,2973267
2015-11-10,3069836
2015-11-11,3069836
2015-11-12,3007379
2015-11-13,3007379
2015-11-14,2925330
2015-11-15,2925330
2015-11-16,2881401
2015-11-17,2881401
2015-11-18,2824641
2015-11-19,2824641
2015-11-20,2856767
2015-11-21,2856767
2015-11-22,2863621
2015-11-23,2863621
2015-11-24,2914961
2015-11-25,2990540
2015-11-26,2990540
2015-11-27,2997682
2015-11-28,2997682
2015-11-29,2944503
2015-11-30,2944503
2015-12-01,2900078
2015-12-02,2900078
2015-12-03,2905494
2015-12-04,2905494
2015-12-05,2945020
2015-12-06,2945020
2015-12-07,2960700
2015-12-08,2960700
2015-12-09,3012993
2015-12-10,3012993
2015-12-11,2979276
2015-12-12,2979276
2015-12-13,2946867
2015-12-14,2946867
2015-12-15,2968024
2015-12-16,2968024
2015-12-17,2922780
2015-12-18,2922780
2015-12-19,2949118
2015-12-20,2949118
2015-12-21,2927698
2015-12-22,2927698
2015-12-23,3004897
2015-12-24,3004897
2015-12-25,3050473
2015-12-26,3050473
2015-12-27,3104800
2015-12-28,3104800
2015-12-29,3071439
2015-12-30,3071439
2015-12-31,3011490
2016-01-01,3011490
2016-01-02,3009771
2016-01-03,3048218
2016-01-04,3048218
2016-01-05,3103519
2016-01-06,3103519
2016-01-07,3050337
2016-01-08,3050337
2016-01-09,2993873
2016-01-10,2993873
2016-01-11,2954389
2016-01-12,2867677
2016-01-13,2867677
2016-01-14,2827599
2016-01-15,2827599
2016-01-16,2877914
2016-01-17,2877914
2016-01-18,2885311
2016-01-19,2885311
2016-01-20,2963077
2016-01-21,2963077
2016-01-22,3010257
2016-01-23,3010257
2016-01-24,2974094
2016-01-25,2969000
2016-01-26,2969000
2016-01-27,3019027
2016-01-28,3019027
2016-01-29,3003458
2016-01-30,3003458
2016-01-31,3047972
2016-02-01,3059987
2016-02-02,3059987
2016-02-03,3068633
2016-02-04,3068633
2016-02-05,3078073
2016-02-06,3027147
2016-02-07,3027147
2016-02-08,3031204
2016-02-09,3031204
2016-02-10,2987451
2016-02-11,2987451
2016-02-12,2975808
2016-02-13,2996251
2016-02-14,2996251
2016-02-15,3007303
2016-02-16,3007303
2016-02-17,3005347
2016-02-18,3005347
2016-02-19,3005986
2016-02-20,3005986
2016-02-21,3000707
2016-02-22,3000707
2016-02-23,2998683
2016-02-24,2998683
2016-02-25,3102015
2016-02-26,3102015
2016-02-27,3048544
2016-02-28,3048544
2016-02-29,3006967
2016-03-01,3006967
2016-03-02,2993528
2016-03-03,3000886
2016-03-04,3000886
2016-03-05,3005334
2016-03-06,3062157
2016-03-07,3062157
2016-03-08,3053899
2016-03-09,3053899
2016-03-10,3096800
2016-03-11,3096800
2016-03-12,3110934
2016-03-13,3110934
2016-03-14,3068697
2016-03-15,3027909
2016-03-16,3009272
2016-03-17,3005388
2016-03-18,2997911
2016-03-19,2997911
2016-03-20,2990244
2016-03-21,2990244
2016-03-22,2985145
2016-03-23,2995456
2016-03-24,2995456
2016-03-25,3006179
2016-03-26,3056424
2016-03-27,3056424
2016-03-28,3045843
2016-03-29,2994583
2016-03-30,2994583
2016-03-31,2989914
2016-04-01,2989914
2016-04-02,3000275
2016-04-03,2975107
2016-04-04,2975107
2016-04-05,2995823
2016-04-06,3000737
2016-04-07,3000737
2016-04-08,2994027
2016-04-09,2984141
2016-04-10,2964092
2016-04-11,2964092
2016-04-12,2986993
2016-04-13,2986993
2016-04-14,3021142
2016-04-15,3021142
2016-04-16,3064259
2016-04-17,3064259
2016-04-18,3078570
2016-04-19,3078570
2016-04-20,3044651
2016-04-21,3044651
2016-04-22,3025464
2016-04-23,3025464
2016-04-24,3027240
2016-04-25,3027240
2016-04-26,3013208
2016-04-27,3017041
2016-04-28,3017041
2016-04-29,2997969
2016-04-30,2997969
2016-05-01,3012683
2016-05-02,3012683
2016-05-03,3016039
2016-05-04,3016039
2016-05-05,3014212
2016-05-06,3014212
2016-05-07,2895544
2016-05-08,2895544
2016-05-09,2853580
2016-05-10,2721651
2016-05-11,2721651
2016-05-12,2698548
2016-05-13,2764771
2016-05-14,2764771
2016-05-15,2802213
2016-05-16,2802213
2016-05-17,2782011
2016-05-18,2839804
2016-05-19,2839804
2016-05-22,2921171
2016-05-23,2905358
2016-05-24,2892538
2016-05-25,2892538
2016-05-26,2866594
2016-05-27,2882171
2016-05-28,2882171
2016-05-29,2891688
2016-05-30,2891688
2016-05-31,2877830
2016-06-01,2878588
2016-06-02,2878588
2016-06-03,2880578
2016-06-04,2925885
2016-06-05,2925885
2016-06-06,2926512
2016-06-07,2926512
2016-06-08,2893760
2016-06-09,2893760
2016-06-10,2923945
2016-06-11,2923945
2016-06-12,2952140
2016-06-13,2952140
2016-06-14,2949345
2016-06-15,2949345
2016-06-16,2953749
2016-06-17,2935373
2016-06-18,2935373
2016-06-19,2973321
2016-06-20,2973321
2016-06-21,3082123
2016-06-22,3082123
2016-06-23,3053033
2016-06-24,3053033
2016-06-25,3083255
2016-06-26,3083255
2016-06-27,3088670
2016-06-28,3088670
2016-06-29,3117121
2016-06-30,3117121
2016-07-01,3150167
2016-07-02,3150167
2016-07-03,3120976
2016-07-04,3154305
2016-07-05,3154305
2016-07-06,3112000
2016-07-07,3112000
2016-07-08,2992189
2016-07-09,2992189
2016-07-10,2892444
2016-07-11,2892444
2016-07-12,2853103
2016-07-13,2853103
2016-07-14,2892492
2016-07-15,2892492
2016-07-16,2968223
2016-07-17,2968223
2016-07-18,2978477
2016-07-23,2918849
2016-07-24,2918849
2016-07-25,2925534
2016-07-26,2925534
2016-07-27,2925372
2016-07-28,2925372
2016-07-29,2950348
2016-07-30,2950348
2016-07-31,2984898
2016-08-01,2984898
2016-08-02,2979181
2016-08-03,2979181
2016-08-04,2968552
2016-08-05,2968552
2016-08-06,2968333
2016-08-07,2968333
2016-08-08,2944662
2016-08-09,2885598
2016-08-10,2885598
2016-08-11,2879209
2016-08-12,2879209
2016-08-13,2810598
2016-08-14,2810598
2016-08-15,2880041
2016-08-16,2880041
2016-08-17,2969224
2016-08-18,2969224
2016-08-19,2955135
2016-08-20,2955135
2016-08-21,3063126
2016-08-22,3063126
2016-08-23,3080884
2016-08-24,3080884
2016-08-25,3040177
2016-08-26,3040177
2016-08-28,2940947
2016-08-31,2913227
2016-09-01,2913227
2016-09-02,2897705
2016-09-03,2897705
2016-09-04,2899819
2016-09-05,2899819
2016-09-06,2907342
2016-09-07,2907342
2016-09-08,2903249
2016-09-09,2903249
2016-09-10,2972660
2016-09-11,2972660
2016-09-12,3034164
2016-09-13,2990358
2016-09-14,2990358
2016-09-15,2952065
2016-09-16,2952065
2016-09-17,2989176
2016-09-18,2989176
2016-09-19,2979043
2016-09-20,2979043
2016-09-21,2942324
2016-09-22,2942324
2016-09-23,2894210
2016-09-24,2894210
2016-09-25,2909696
2016-09-26,2909696
2016-09-27,2934819
2016-09-28,2934819
2016-09-29,3013831
2016-09-30,3019892
2016-10-01,3019892
2016-10-02,3014796
2016-10-03,3014796
2016-10-04,2976210
2016-10-05,2976210
2016-10-06,2956513
2016-10-07,2956513
2016-10-08,2945171
2016-10-09,2945171
2016-10-10,2945171
2016-10-11,2935726
2016-10-12,2935726
2016-10-13,2951480
2016-10-14,2951480
2016-10-15,2968242
2016-10-16,2968242
2016-10-17,3017372
2016-10-18,3017372
2016-10-19,3022090
2016-10-20,3022090
2016-10-21,3035087
2016-10-22,3035087
2016-10-23,3035136
2016-10-24,3035136
2016-10-25,3110820
2016-10-26,3110820
2016-10-27,3029093
2016-10-28,3029093
2016-10-29,2984490
2016-10-30,2984490
2016-10-31,2982197
2016-11-01,2982197
2016-11-02,3013307
2016-11-03,3013307
2016-11-04,3009231
2016-11-05,3009231
2016-11-06,2985442
2016-11-07,2985442
2016-11-08,2962777
2016-11-09,2962777
2016-11-10,2972162
2016-11-11,2972162
2016-11-12,2938476
2016-11-13,2938476
2016-11-14,2958225
2016-11-15,2958225
2016-12-07,2962553
2016-12-08,2957291
2016-12-09,2957291
2016-12-10,2981422
2016-12-11,2981422
2016-12-12,3013828
2016-12-13,3013828
2016-12-14,2952319
2016-12-15,2952319
2016-12-16,2949612
2016-12-17,2945750
2016-12-18,2945750
2016-12-19,2948352
2016-12-20,2948352
2016-12-21,2937506
2016-12-22,2937506
2016-12-23,2916970
2016-12-24,2916970
2016-12-25,2939132
2016-12-26,2939132
2016-12-27,2980117
2016-12-28,2980117
2016-12-29,3010422
2016-12-30,3010422
2016-12-31,2987368
2017-01-01,2987368
2017-01-02,3015174
2017-01-03,3015174
2017-01-04,3008917
2017-01-05,3008917
2017-01-06,2984824
2017-01-07,2942909
2017-01-08,2942909
2017-01-09,2920103
2017-01-10,2926724
2017-01-11,2951832
2017-01-12,2942335
2017-01-13,2942335
2017-01-14,2955620
2017-01-15,2955640
2017-01-16,2946888
2017-01-17,2949219
2017-01-18,2938109
2017-01-19,2938109
2017-01-20,2950587
2017-01-21,2953299
2017-01-23,2972551
2017-01-27,2958204
2017-01-28,2952058
2017-01-29,2956554
2017-01-30,2956554
2017-01-31,3029340
2017-02-01,2976628
2017-02-02,2976628
2017-02-03,2951367
2017-02-04,2946994
2017-02-05,2946994
2017-02-06,2958884
2017-02-07,2958884
2017-02-08,2960472
2017-02-09,2960472
2017-02-10,2963328
2017-02-11,2975607
2017-02-12,2975607
2017-02-13,2949359
2017-02-14,2945501
2017-02-15,2945501
2017-02-16,2933744
2017-02-18,2947631
2017-02-19,2946744
2017-02-20,2946744
2017-02-21,2945348
2017-02-22,2945348
2017-02-23,2948993
2017-02-24,2948993
2017-02-25,2957909
2017-02-26,2957909
2017-02-27,3015208
2017-02-28,3015076
2017-03-01,3015076
2017-03-02,2990782
2017-03-03,2990782
2017-03-04,2991646
2017-03-05,2991646
2017-03-06,2993772
2017-03-07,2993772
2017-03-08,2993695
2017-03-09,2993695
2017-03-10,2994535
2017-03-11,2984890
2017-03-12,2984890
2017-03-13,3019701
2017-03-14,2999295
2017-03-15,3002627
2017-03-16,3002627
2017-03-17,3007970
2017-03-18,3007970
2017-03-19,3065460
2017-03-20,3074981
2017-03-21,3074981
2017-03-22,3056305
2017-03-23,3056305
2017-03-24,3048605
2017-03-25,3048605
2017-03-26,3042370
2017-03-27,3042370
2017-03-28,3055263
2017-03-29,3031084
2017-03-30,3031084
2017-03-31,3034672
2017-04-01,3034672
2017-04-02,3045497
2017-04-03,3046951
2017-04-04,3046951
2017-04-12,3020927
2017-04-13,3014451
2017-04-14,3014451
2017-04-15,3021880
2017-04-16,3021509
2017-04-17,3010071
2017-04-18,3010071
2017-04-19,2998747
2017-04-20,2998747
2017-04-21,3003237
2017-04-22,3003237
2017-04-23,3007134
2017-04-24,3007134
2017-04-25,3000490
2017-04-26,3000490
2017-04-27,3004476
2017-04-28,3015250
2017-04-29,2996464
2017-04-30,2996464
2017-05-01,2992712
2017-05-02,2986506
2017-05-03,2986506
2017-05-04,2980707
2017-05-05,2980707
2017-05-06,3000846
2017-05-07,3010957
2017-05-08,3010957
2017-05-09,3011950
2017-05-10,3011950
2017-05-11,3008454
2017-05-12,2996530
2017-05-13,2986247
2017-05-14,2986247
2017-05-15,2987017
2017-05-16,2975759
2017-05-17,2975759
2017-05-18,2973594
2017-05-19,2973594
2017-05-20,2963224
2017-05-21,2963224
2017-05-22,2940304
2017-05-23,2940304
2017-05-24,2899208
2017-05-25,2899208
2017-05-26,2789920
2017-05-27,2792467
2017-05-28,2792467
2017-05-29,2848435
2017-05-30,2848435
2017-05-31,2917367
2017-06-01,2932892
2017-06-02,3062680
2017-06-03,3213045
2017-06-04,3229621
2017-06-05,3095849
2017-06-06,3125830
2017-06-07,3103414
2017-06-08,3054203
2017-06-09,3026769
2017-06-10,3029989
2017-06-11,3020494
2017-06-12,2965787
2017-06-13,2879162
2017-06-14,2857977
2017-06-15,2918905
2017-06-16,2970917
2017-06-17,2964995
2017-06-18,3002879
2017-06-19,3002879
2017-06-20,2975790
2017-06-21,2977503
2017-06-22,2977503
2017-06-23,3000329
2017-06-24,3008811
2017-06-25,3060610
2017-06-26,3026394
2017-06-27,3010629
2017-06-28,2995990
2017-06-29,3025757
2017-06-30,3014843
2017-07-01,3014843
2017-07-02,2982330
2017-07-03,2970721
2017-07-04,2991222
2017-07-05,2991222
2017-07-06,3018668
2017-07-07,3018668
2017-07-08,3028908
2017-07-13,2983320
2017-07-14,2967858
2017-07-15,2967858
2017-07-16,3027032
2017-07-17,3038723
2017-07-18,2980639
2017-07-19,2968237
2017-07-20,3009767
2017-07-21,3050856
2017-07-22,3135268
2017-07-23,3090030
2017-07-24,3135514
2017-07-25,3133623
2017-07-26,3118679
2017-07-27,3200288
2017-07-28,3217414
2017-07-29,3148181
2017-07-30,3148059
2017-07-31,3148059
2017-08-01,3154994
2017-08-02,3116433
2017-08-03,3115816
2017-08-04,3102537
2017-08-05,3133959
2017-08-06,3106831
2017-08-07,3068320
2017-08-08,3020519
2017-08-09,3002129
2017-08-10,2963016
2017-08-11,2966147
2017-08-12,2981193
2017-08-13,2950893
2017-08-14,2955187
2017-08-15,3020958
2017-08-16,3013952
2017-08-17,2990201
2017-08-18,2990201
2017-08-19,2992369
2017-08-20,3002882
2017-08-21,3007531
2017-08-22,2997014
2017-08-23,2989420
2017-08-24,2997232
2017-08-25,2985568
2017-08-26,2966917
2017-08-27,2960668
2017-08-28,2939059
2017-08-29,2939059
2017-08-30,2929333
2017-08-31,2923328
2017-09-01,2923328
2017-09-02,2958716
2017-09-03,2958716
2017-09-04,2940671
2017-09-05,2916930
2017-09-06,2922211
2017-09-07,2962132
2017-09-08,2962132
2017-09-09,2979286
2017-09-10,2971447
2017-09-11,2977031
2017-09-12,2977031
2017-09-13,2969507
2017-09-14,2971861
2017-09-15,2971861
2017-09-16,2955265
2017-09-17,2952511
2017-09-18,2943570
2017-09-19,2943570
2017-09-20,2943804
2017-09-22,2943753
2017-09-23,2943753
2017-09-24,2933213
2017-09-25,2931985
2017-09-26,2917164
2017-09-27,2917164
2017-09-28,2922576
2017-09-29,2943653
2017-09-30,2943653
2017-10-01,2931935
2017-10-02,2935073
2017-10-03,2935073
2017-10-04,2916095
2017-10-05,2894592
2017-10-06,2891347
2017-10-07,2878698
2017-10-08,2907445
2017-10-09,2913872
2017-10-10,2894993
2017-10-11,2894993
2017-10-12,2883402
2017-10-13,2892281
2017-10-14,2922250
2017-10-15,2922250
2017-10-16,2920714
2017-10-17,2920714
2017-10-18,2916582
2017-10-19,2904106
2017-10-20,2904106
2017-10-21,2917024
2017-10-22,2892365
2017-10-23,2892365
2017-10-24,2908768
2017-10-25,2912136
2017-10-26,2903548
2017-10-27,2898414
2017-10-28,2898414
2017-10-29,2869404
2017-10-30,2895555
2017-10-31,2905168
2017-11-01,2905168
2017-11-02,2912822
2017-11-03,2918380
2017-11-04,2958655
2017-11-05,2955854
2017-11-06,2955854
2017-11-07,2935469
2017-11-08,2921801
2017-11-09,2927372
2017-11-10,2927372
2017-11-11,2915900
2017-11-12,2898017
2017-11-13,2904019
2017-11-14,2904019
2017-11-15,2881849
2017-11-16,2869321
2017-11-17,2872485
2017-11-18,2872485
2017-11-19,2866979
2017-11-20,2851043
2017-11-21,2845888
2017-11-22,2853209
2017-11-23,2864099
2017-11-24,2864099
2017-11-25,2836648
2017-11-26,2829134
2017-11-27,2829134
2017-11-28,2817240
2017-11-29,2796304
2017-11-30,2796304
2017-12-01,2722594
2017-12-02,2722594
2017-12-03,2705630
2017-12-04,2705630
2017-12-05,2693715
2017-12-06,2692360
2017-12-07,2709778
2017-12-08,2709778
2017-12-09,2713806
2017-12-10,2701904
2017-12-11,2694712
2017-12-12,2694712
2017-12-13,2689678
2017-12-14,2689678
2017-12-15,2685498
2017-12-16,2685498
2017-12-17,2686669
2017-12-18,2684835
2017-12-19,2684835
2017-12-20,2676852
2017-12-21,2701108
2017-12-22,2782089
2017-12-23,2837116
2017-12-24,2870333
2017-12-25,2870333
2017-12-26,2915435
2017-12-27,2919436
2017-12-28,2919436
2017-12-29,2922384
2017-12-30,2946535
2017-12-31,2946535
2018-01-01,2826426
2018-01-02,2788399
2018-01-03,2746558
2018-01-04,2713112
2018-01-05,2702318
2018-01-06,2674387
2018-01-07,2689213
2018-01-08,2715141
2018-01-09,2723938
2018-01-10,2723938
2018-01-11,2766569
2018-01-12,2766891
2018-01-13,2758590
2018-01-14,2765905
2018-01-15,2814370
2018-01-16,2760940
2018-01-17,2750707
2018-01-18,2735307
2018-01-19,2735307
2018-01-20,2760851
2018-01-21,2850043
2018-01-22,2809456
2018-01-23,2808463
2018-01-24,2808139
2018-01-25,2790103
2018-01-26,2767453
2018-01-27,2768361
2018-01-28,2781319
2018-01-29,2836392
2018-01-30,2834132
2018-01-31,2704587
2018-02-01,2714625
2018-02-02,2722863
2018-02-03,2739657
2018-02-04,2744687
2018-02-05,2741994
2018-02-06,2758589
2018-02-07,2778211
2018-02-08,2769913
2018-02-09,2766571
2018-02-10,2797260
2018-02-11,2774284
2018-02-12,2742662
2018-02-13,2729710
2018-02-14,2689561
2018-02-15,2691437
2018-02-16,2705674
2018-02-17,2746200
2018-02-18,2780546
2018-02-19,2795672
2018-02-20,2820933
2018-02-21,2786277
2018-02-22,2756257
2018-02-23,2754778
2018-02-24,2753164
2018-02-25,2759188
2018-02-26,2790260
2018-02-27,2773054
2018-02-28,2806305
2018-03-01,2853101
2018-03-02,2841394
2018-03-03,2848613
2018-03-04,2848613
2018-03-05,2847574
2018-03-06,2887801
2018-03-07,2844674
2018-03-08,2843441
2018-03-09,2797851
2018-03-10,2825619
2018-03-11,2809233
2018-03-12,2799266
2018-03-13,2832641
2018-03-14,2819048
2018-03-15,2832419
2018-03-16,2823767
2018-03-17,2817148
2018-03-18,2811298
2018-03-19,2821934
2018-03-20,2820289
2018-03-21,2811612
2018-03-22,2824216
2018-03-23,2812569
2018-03-24,2808124
2018-03-25,2797608
2018-03-26,2802921
2018-03-27,2800907
2018-03-28,2815920
2018-03-29,2851000
2018-03-30,2910121
2018-03-31,2878179
2018-04-01,2862780
2018-04-02,2853342
2018-04-03,2850013
2018-04-04,2852300
2018-04-05,2852300
2018-04-06,2874794
2018-04-07,2872502
2018-04-08,2858251
2018-04-09,2862598
2018-04-10,2858524
2018-04-11,2849551
2018-04-12,2893076
2018-04-13,2954715
2018-04-14,2913713
2018-04-15,2934757
2018-04-16,2957467
2018-04-17,2931124
2018-04-18,2911103
2018-04-19,2898766
2018-04-20,2912721
2018-04-21,2950335
2018-04-22,2918057
2018-04-23,2949984
2018-04-24,2927642
2018-04-25,2915572
2018-04-26,2931141
2018-04-27,2987659
2018-04-28,2947574
2018-04-29,2935106
2018-04-30,2951077
2018-05-01,2929954
2018-05-02,2953191
2018-05-03,2957518
2018-05-04,2945481
2018-05-05,2957876
2018-05-06,3014887
2018-05-07,2957428
2018-05-08,2933768
2018-05-09,2920671
2018-05-10,2861601
2018-05-11,2857125
2018-05-12,2833070
2018-05-13,2810317
2018-05-14,2830812
2018-05-15,2866775
2018-05-16,2952971
2018-05-17,2992452
2018-05-18,3016397
2018-05-19,3034701
2018-05-20,3154496
2018-05-21,3073825
2018-05-22,3017602
2018-05-23,2998741
2018-05-24,3057367
2018-05-25,3028748
2018-05-26,3027447
2018-05-27,3075248
2018-05-28,3042472
2018-05-29,3026853
2018-05-30,3016683
2018-05-31,3032749
2018-06-01,3046220
2018-06-02,3009855
2018-06-03,2991778
2018-06-04,2970762
2018-06-05,2963371
2018-06-06,2949556
2018-06-07,2925590
2018-06-08,2882681
2018-06-09,2870440
2018-06-10,2891970
2018-06-11,2869549
2018-06-12,2832168
2018-06-13,2815025
2018-06-14,2825787
2018-06-15,2810648
2018-06-16,2795038
2018-06-17,2809409
2018-06-18,2814725
2018-06-19,2787451
2018-06-20,2787451
2018-06-21,2787094
2018-06-22,2777724
2018-06-23,2781412
2018-06-24,2814110
2018-06-25,2857564
2018-06-26,2850154
2018-06-27,2858667
2018-06-28,2862308
2018-06-29,2869893
2018-06-30,2867947
2018-07-01,2862011
2018-07-02,2881005
2018-07-03,2855323
2018-07-04,2868436
2018-07-05,2887168
2018-07-06,2874044
2018-07-07,2904520
2018-07-08,2894619
2018-07-09,2912126
2018-07-10,2945720
2018-07-11,2967512
2018-07-12,3059686
2018-07-13,3128645
2018-07-14,3268859
2018-07-15,3274817
2018-07-16,3218048
2018-07-17,3101545
2018-07-18,3006602
2018-07-19,3007345
2018-07-20,3055039
2018-07-21,3135392
2018-07-22,3222084
2018-07-23,3124849
2018-07-24,3078995
2018-07-25,3048838
2018-07-26,2994874
2018-07-27,2904986
2018-07-28,2903229
2018-07-29,2851021
2018-07-30,2832580
2018-07-31,2845010
2018-08-01,2904495
2018-08-02,2888798
2018-08-03,2914988
2018-08-04,2911847
2018-08-05,2949217
2018-08-06,3008941
2018-08-07,2973857
2018-08-08,3022850
2018-08-09,3013562
2018-08-10,3059862
2018-08-11,3053480
2018-08-12,3108364
2018-08-14,3013336
2018-08-16,2982434
2018-08-17,2998137
2018-08-18,3085454
2018-08-19,3022672
2018-08-20,2993297
2018-08-21,2985918
2018-08-22,2969339
2018-08-23,2934378
2018-08-24,2984380
2018-08-25,3015939
2018-08-26,3030388
2018-08-27,3020405
2018-08-28,3105308
2018-08-29,3105312
2018-08-30,3144443
2018-08-31,3102084
2018-09-01,3063028
2018-09-02,3047481
2018-09-03,3030256
2018-09-04,3007615
2018-09-05,3042694
2018-09-06,3000341
2018-09-07,3005568
2018-09-08,2986586
2018-09-09,2990825
2018-09-10,2977778
2018-09-11,2954903
2018-09-12,2933381
2018-09-13,2953418
2018-09-14,2923748
2018-09-15,2986952
2018-09-16,2980667
2018-09-17,2960244
2018-09-18,2985243
2018-09-19,3025079
2018-09-20,3045259
2018-09-21,3045462
2018-09-22,3110095
2018-09-23,3071093
2018-09-24,3063162
2018-09-25,3110891
2018-09-26,3078071
2018-09-27,3043277
2018-09-28,3048698
2018-09-29,3062078
2018-09-30,3041191
2018-10-01,3030615
2018-10-02,3014228
2018-10-03,2999165
2018-10-04,3013205
