date_obj,Christmas%20cracker price
2015-07-25,83025
2015-07-26,84080
2015-07-27,84080
2015-07-28,84080
2015-07-29,85384
2015-07-30,85384
2015-07-31,85384
2015-08-01,85384
2015-08-02,86319
2015-08-03,86319
2015-08-04,86319
2015-08-05,90357
2015-08-06,90357
2015-08-07,90357
2015-08-08,94681
2015-08-09,94681
2015-08-10,99178
2015-08-11,103709
2015-08-12,103709
2015-08-13,103709
2015-08-14,107341
2015-08-15,107341
2015-08-16,107341
2015-08-17,107341
2015-08-18,112401
2015-08-19,112401
2015-08-20,112401
2015-08-21,112401
2015-08-22,117740
2015-08-23,117740
2015-08-24,117740
2015-08-25,117740
2015-08-26,123309
2015-08-27,123309
2015-08-28,123309
2015-08-29,129229
2015-08-30,129229
2015-08-31,129229
2015-09-01,135229
2015-09-02,135229
2015-09-03,135229
2015-09-04,141640
2015-09-05,141640
2015-09-06,141640
2015-09-07,141640
2015-09-08,148480
2015-09-09,148480
2015-09-10,148480
2015-09-11,155436
2015-09-12,155436
2015-09-13,155436
2015-09-14,162886
2015-09-15,162886
2015-09-16,170616
2015-09-17,170616
2015-09-18,170616
2015-09-19,178866
2015-09-20,178866
2015-09-21,178866
2015-09-22,178866
2015-09-23,177225
2015-09-24,177225
2015-09-25,177225
2015-09-27,177225
2015-09-28,168363
2015-09-29,168363
2015-09-30,168363
2015-10-05,160713
2015-10-06,160713
2015-10-07,160713
2015-10-08,160028
2015-10-09,160028
2015-10-10,160028
2015-10-11,160028
2015-10-12,160028
2015-10-13,160028
2015-10-14,152199
2015-10-15,152199
2015-10-16,152199
2015-10-17,152199
2015-10-18,152199
2015-10-19,144687
2015-10-20,144687
2015-10-22,144687
2015-10-23,144687
2015-10-24,144687
2015-10-25,145493
2015-10-26,145493
2015-10-27,145493
2015-10-29,145493
2015-10-30,145493
2015-10-31,143562
2015-11-01,143562
2015-11-02,143562
2015-11-03,143562
2015-11-04,143562
2015-11-05,143562
2015-11-06,143562
2015-11-07,139197
2015-11-08,139197
2015-11-09,139197
2015-11-10,139197
2015-11-11,139197
2015-11-12,139197
2015-11-13,139197
2015-11-14,139197
2015-11-15,132783
2015-11-16,132783
2015-11-17,132783
2015-11-18,132783
2015-11-19,132783
2015-11-20,132783
2015-11-21,132783
2015-11-22,127804
2015-11-23,127804
2015-11-24,127804
2015-11-25,127804
2015-11-26,127804
2015-11-27,127804
2015-11-28,127804
2015-11-29,122773
2015-11-30,122773
2015-12-01,122773
2015-12-02,122773
2015-12-03,122773
2015-12-04,122773
2015-12-05,122773
2015-12-06,117032
2015-12-07,117032
2015-12-08,117032
2015-12-09,117032
2015-12-10,117032
2015-12-11,117032
2015-12-12,112102
2015-12-13,112102
2015-12-14,112102
2015-12-15,106569
2015-12-16,101240
2015-12-17,96179
2015-12-18,91370
2015-12-19,86801
2015-12-20,82460
2015-12-21,78337
2015-12-22,74420
2015-12-23,70699
2015-12-24,67164
2015-12-25,63806
2015-12-26,60615
2015-12-27,57584
2015-12-28,54704
2015-12-29,52055
2015-12-30,49452
2015-12-31,46979
2016-01-01,44905
2016-01-02,42683
2016-01-03,40552
2016-01-04,38532
2016-01-05,36744
2016-01-06,35059
2016-01-07,35059
2016-01-08,34633
2016-01-09,34633
2016-01-10,35143
2016-01-11,35143
2016-01-12,35274
2016-01-13,35274
2016-01-14,34693
2016-01-15,34693
2016-01-16,34693
2016-01-17,33876
2016-01-18,33876
2016-01-19,33142
2016-01-20,33142
2016-01-21,33142
2016-01-22,32659
2016-01-23,32659
2016-01-24,32659
2016-01-25,31250
2016-01-26,31250
2016-01-27,31329
2016-01-28,31329
2016-01-29,31329
2016-01-30,31411
2016-01-31,31411
2016-02-01,32325
2016-02-02,32325
2016-02-03,32325
2016-02-04,33746
2016-02-05,33746
2016-02-06,33746
2016-02-07,35203
2016-02-08,35203
2016-02-09,35203
2016-02-10,36776
2016-02-11,36776
2016-02-12,36776
2016-02-13,38133
2016-02-14,38133
2016-02-15,38133
2016-02-16,38133
2016-02-17,38667
2016-02-18,38667
2016-02-19,38667
2016-02-20,38667
2016-02-21,38231
2016-02-22,38231
2016-02-23,38231
2016-02-24,38231
2016-02-25,37889
2016-02-26,37889
2016-02-27,37889
2016-02-28,37889
2016-02-29,37722
2016-03-01,37722
2016-03-02,37722
2016-03-03,37722
2016-03-04,37120
2016-03-05,37120
2016-03-06,37120
2016-03-07,37120
2016-03-08,35765
2016-03-09,35765
2016-03-10,35765
2016-03-11,35765
2016-03-12,34107
2016-03-13,34107
2016-03-14,34107
2016-03-15,34107
2016-03-16,33038
2016-03-17,33038
2016-03-18,33038
2016-03-19,33038
2016-03-20,31435
2016-03-21,31435
2016-03-22,31435
2016-03-23,31435
2016-03-24,31435
2016-03-25,29974
2016-03-26,29974
2016-03-27,29974
2016-03-28,28924
2016-03-29,28924
2016-03-30,28924
2016-03-31,28924
2016-04-01,28924
2016-04-02,29142
2016-04-03,29142
2016-04-04,29142
2016-04-05,29142
2016-04-06,28881
2016-04-07,28881
2016-04-08,28881
2016-04-09,28881
2016-04-10,28359
2016-04-11,28359
2016-04-12,28359
2016-04-13,28359
2016-04-14,28359
2016-04-15,28359
2016-04-16,27850
2016-04-17,27850
2016-04-18,27850
2016-04-19,27850
2016-04-20,27850
2016-04-21,27805
2016-04-22,27805
2016-04-23,27805
2016-04-24,27805
2016-04-25,27805
2016-04-26,26931
2016-04-27,26931
2016-04-28,26931
2016-04-29,26931
2016-04-30,25698
2016-05-01,25698
2016-05-02,25698
2016-05-03,25698
2016-05-04,24475
2016-05-05,24475
2016-05-06,24475
2016-05-07,24475
2016-05-08,24475
2016-05-09,23263
2016-05-10,23263
2016-05-11,23263
2016-05-12,23263
2016-05-13,22126
2016-05-14,22126
2016-05-15,22126
2016-05-16,22126
2016-05-17,22066
2016-05-18,22066
2016-05-19,22066
2016-05-22,21495
2016-05-23,21495
2016-05-24,21495
2016-05-25,21495
2016-05-26,20834
2016-05-27,20834
2016-05-28,20834
2016-05-29,20834
2016-05-30,20834
2016-05-31,20777
2016-06-01,20777
2016-06-02,20777
2016-06-03,20777
2016-06-04,20777
2016-06-05,20606
2016-06-06,20606
2016-06-07,20606
2016-06-08,20606
2016-06-09,20349
2016-06-10,20349
2016-06-11,20349
2016-06-12,20349
2016-06-13,19456
2016-06-14,19456
2016-06-15,19456
2016-06-16,19456
2016-06-17,18883
2016-06-18,18883
2016-06-19,18883
2016-06-20,18883
2016-06-21,18883
2016-06-22,17942
2016-06-23,17942
2016-06-24,17942
2016-06-25,17942
2016-06-26,17942
2016-06-27,17077
2016-06-28,17077
2016-06-29,17077
2016-06-30,17077
2016-07-01,17077
2016-07-02,17310
2016-07-03,17310
2016-07-04,17310
2016-07-05,17310
2016-07-06,17310
2016-07-07,17261
2016-07-08,17261
2016-07-09,17261
2016-07-10,17261
2016-07-11,16854
2016-07-12,16854
2016-07-13,16854
2016-07-14,16854
2016-07-15,16854
2016-07-16,16854
2016-07-17,16934
2016-07-18,16934
2016-07-23,16113
2016-07-24,16113
2016-07-25,16113
2016-07-26,16113
2016-07-27,16113
2016-07-28,16113
2016-07-29,15333
2016-07-30,15333
2016-07-31,15333
2016-08-01,15333
2016-08-02,15333
2016-08-03,15333
2016-08-04,15333
2016-08-05,14584
2016-08-06,14584
2016-08-07,14584
2016-08-08,14584
2016-08-09,14584
2016-08-10,14584
2016-08-11,13895
2016-08-12,13895
2016-08-13,13895
2016-08-14,13895
2016-08-15,13895
2016-08-16,13895
2016-08-17,13236
2016-08-18,13236
2016-08-19,13236
2016-08-20,13236
2016-08-21,13236
2016-08-22,13236
2016-08-23,13236
2016-08-24,13055
2016-08-25,13055
2016-08-26,13055
2016-08-28,13055
2016-08-31,13055
2016-09-01,13093
2016-09-02,13093
2016-09-03,13093
2016-09-04,13093
2016-09-05,13093
2016-09-06,13093
2016-09-07,13093
2016-09-08,13093
2016-09-09,13478
2016-09-10,13478
2016-09-11,13478
2016-09-12,13478
2016-09-13,13478
2016-09-14,13478
2016-09-15,13246
2016-09-16,13246
2016-09-17,13246
2016-09-18,13246
2016-09-19,13246
2016-09-20,13246
2016-09-21,13246
2016-09-22,13752
2016-09-23,13752
2016-09-24,13752
2016-09-25,13752
2016-09-26,13752
2016-09-27,13752
2016-09-28,13752
2016-09-29,13752
2016-09-30,14274
2016-10-01,14274
2016-10-02,14274
2016-10-03,14274
2016-10-04,14274
2016-10-05,14274
2016-10-06,14274
2016-10-07,14274
2016-10-08,14757
2016-10-09,14757
2016-10-10,14757
2016-10-11,14757
2016-10-12,14757
2016-10-13,14757
2016-10-14,14757
2016-10-15,14136
2016-10-16,14136
2016-10-17,14136
2016-10-18,14136
2016-10-19,14136
2016-10-20,14136
2016-10-21,14136
2016-10-22,13553
2016-10-23,13553
2016-10-24,13553
2016-10-25,13553
2016-10-26,13553
2016-10-27,13553
2016-10-28,13553
2016-10-29,13020
2016-10-30,13020
2016-10-31,13020
2016-11-01,13020
2016-11-02,13020
2016-11-03,13020
2016-11-04,12714
2016-11-05,12714
2016-11-06,12714
2016-11-07,12714
2016-11-08,12714
2016-11-09,12714
2016-11-10,12714
2016-11-11,12714
2016-11-12,13032
2016-11-13,13032
2016-11-14,13032
2016-11-15,13032
2016-12-07,13441
2016-12-08,12789
2016-12-09,12789
2016-12-10,12789
2016-12-11,12789
2016-12-12,12789
2016-12-13,12162
2016-12-14,11620
2016-12-15,11620
2016-12-16,11140
2016-12-17,10693
2016-12-18,10693
2016-12-19,10261
2016-12-20,9856
2016-12-21,9418
2016-12-22,9418
2016-12-23,9249
2016-12-24,9249
2016-12-25,8947
2016-12-26,8947
2016-12-27,8753
2016-12-28,8753
2016-12-29,8461
2016-12-30,8461
2016-12-31,8064
2017-01-01,8064
2017-01-02,7668
2017-01-03,7668
2017-01-04,7604
2017-01-05,7604
2017-01-06,7604
2017-01-07,7608
2017-01-08,7608
2017-01-09,7608
2017-01-10,7741
2017-01-11,7741
2017-01-12,7741
2017-01-13,7741
2017-01-14,7906
2017-01-15,7906
2017-01-16,7906
2017-01-17,8205
2017-01-18,8205
2017-01-19,8205
2017-01-20,8205
2017-01-21,8309
2017-01-22,8309
2017-01-23,8309
2017-01-27,8530
2017-01-28,8530
2017-01-29,8573
2017-01-30,8573
2017-01-31,8573
2017-02-01,8573
2017-02-02,8573
2017-02-03,8844
2017-02-04,8844
2017-02-05,8844
2017-02-06,8844
2017-02-07,8844
2017-02-08,8886
2017-02-09,8886
2017-02-10,8886
2017-02-11,8886
2017-02-12,8886
2017-02-13,8765
2017-02-14,8765
2017-02-15,8765
2017-02-16,8765
2017-02-18,8765
2017-02-19,8941
2017-02-20,8941
2017-02-21,8941
2017-02-22,8941
2017-02-23,8941
2017-02-24,8941
2017-02-25,9056
2017-02-26,9056
2017-02-27,9056
2017-02-28,9056
2017-03-01,9056
2017-03-02,9056
2017-03-03,8855
2017-03-04,8855
2017-03-05,8855
2017-03-06,8855
2017-03-07,8855
2017-03-08,8855
2017-03-09,8498
2017-03-10,8498
2017-03-11,8498
2017-03-12,8498
2017-03-13,8498
2017-03-14,8650
2017-03-15,8650
2017-03-16,8650
2017-03-17,8650
2017-03-18,8650
2017-03-19,8650
2017-03-20,8807
2017-03-21,8807
2017-03-22,8807
2017-03-23,8807
2017-03-24,8807
2017-03-25,8807
2017-03-26,8807
2017-03-27,8818
2017-03-28,8818
2017-03-29,8818
2017-03-30,8818
2017-03-31,8818
2017-04-01,8818
2017-04-02,8782
2017-04-03,8782
2017-04-04,8782
2017-04-12,8986
2017-04-13,8986
2017-04-14,8986
2017-04-15,9118
2017-04-16,9118
2017-04-17,9118
2017-04-18,9118
2017-04-19,9118
2017-04-20,9118
2017-04-21,9092
2017-04-22,9092
2017-04-23,9092
2017-04-24,9092
2017-04-25,9092
2017-04-26,9092
2017-04-27,9092
2017-04-28,9242
2017-04-29,9242
2017-04-30,9242
2017-05-01,9242
2017-05-02,9242
2017-05-03,9242
2017-05-04,9242
2017-05-05,9241
2017-05-06,9241
2017-05-07,9241
2017-05-08,9241
2017-05-09,9241
2017-05-10,9241
2017-05-11,9241
2017-05-12,9241
2017-05-13,9340
2017-05-14,9340
2017-05-15,9340
2017-05-16,9340
2017-05-17,9340
2017-05-18,9340
2017-05-19,9340
2017-05-20,9340
2017-05-21,9432
2017-05-22,9432
2017-05-23,9432
2017-05-24,9432
2017-05-25,9432
2017-05-26,9432
2017-05-27,9432
2017-05-28,9432
2017-05-29,9300
2017-05-30,9300
2017-05-31,9300
2017-06-01,9300
2017-06-02,9300
2017-06-03,9300
2017-06-04,9300
2017-06-05,9300
2017-06-06,9151
2017-06-07,9151
2017-06-08,9151
2017-06-09,9151
2017-06-10,9151
2017-06-11,9151
2017-06-12,9151
2017-06-13,9122
2017-06-14,9122
2017-06-15,9122
2017-06-16,9122
2017-06-17,9122
2017-06-18,9122
2017-06-19,9122
2017-06-20,9122
2017-06-21,8870
2017-06-22,8870
2017-06-23,8870
2017-06-24,8870
2017-06-25,8870
2017-06-26,8870
2017-06-27,8870
2017-06-28,8870
2017-06-29,8805
2017-06-30,8805
2017-07-01,8805
2017-07-02,8805
2017-07-03,8805
2017-07-04,8805
2017-07-05,8805
2017-07-06,8805
2017-07-07,8805
2017-07-08,9072
2017-07-13,9072
2017-07-14,9072
2017-07-15,9072
2017-07-16,9208
2017-07-17,9208
2017-07-18,9208
2017-07-19,9208
2017-07-20,9208
2017-07-21,9208
2017-07-22,9208
2017-07-23,9379
2017-07-24,9379
2017-07-25,9379
2017-07-26,9379
2017-07-27,9379
2017-07-28,9379
2017-07-29,9379
2017-07-30,9573
2017-07-31,9573
2017-08-01,9573
2017-08-02,9573
2017-08-03,9573
2017-08-04,9573
2017-08-05,9573
2017-08-06,9868
2017-08-09,9868
2017-08-10,9868
2017-08-11,9868
2017-08-12,9868
2017-08-13,9868
2017-08-14,10338
2017-08-15,10338
2017-08-16,10338
2017-08-17,10338
2017-08-18,10338
2017-08-19,10338
2017-08-20,10338
2017-08-21,10831
2017-08-22,10831
2017-08-23,10831
2017-08-24,10831
2017-08-25,10831
2017-08-26,10831
2017-08-27,10831
2017-08-28,11286
2017-08-29,11286
2017-08-30,11286
2017-08-31,11286
2017-09-01,11286
2017-09-02,11286
2017-09-03,11286
2017-09-04,11286
2017-09-05,11839
2017-09-06,11839
2017-09-07,11839
2017-09-08,11839
2017-09-09,11839
2017-09-10,11839
2017-09-11,11839
2017-09-12,12231
2017-09-13,12231
2017-09-14,12231
2017-09-15,12231
2017-09-16,12231
2017-09-17,12231
2017-09-18,12231
2017-09-19,12231
2017-09-20,12736
2017-09-21,12736
2017-09-22,12736
2017-09-23,12736
2017-09-24,12736
2017-09-25,12736
2017-09-26,12736
2017-09-27,12736
2017-09-28,12875
2017-09-29,12875
2017-09-30,12875
2017-10-01,12875
2017-10-02,12875
2017-10-03,12875
2017-10-04,12875
2017-10-05,12875
2017-10-06,13479
2017-10-07,13479
2017-10-08,13479
2017-10-09,13479
2017-10-10,13479
2017-10-11,13479
2017-10-12,13479
2017-10-13,13479
2017-10-14,14125
2017-10-15,14125
2017-10-16,14125
2017-10-17,14125
2017-10-18,14125
2017-10-19,14125
2017-10-20,14125
2017-10-21,14125
2017-10-22,14785
2017-10-23,14785
2017-10-24,14785
2017-10-25,14785
2017-10-26,14785
2017-10-27,14785
2017-10-28,14785
2017-10-29,14785
2017-10-30,15473
2017-10-31,15473
2017-11-01,15473
2017-11-02,15473
2017-11-03,15473
2017-11-04,15473
2017-11-05,15473
2017-11-06,15473
2017-11-07,15473
2017-11-08,16193
2017-11-09,16193
2017-11-10,16193
2017-11-11,16193
2017-11-12,16193
2017-11-13,16193
2017-11-14,16193
2017-11-15,16193
2017-11-16,16760
2017-11-17,16760
2017-11-18,16760
2017-11-19,16760
2017-11-20,16760
2017-11-21,16760
2017-11-22,16760
2017-11-23,16760
2017-11-24,17238
2017-11-25,17238
2017-11-26,17238
2017-11-27,17238
2017-11-28,17238
2017-11-29,17238
2017-11-30,17238
2017-12-01,17238
2017-12-02,17182
2017-12-03,17182
2017-12-04,17182
2017-12-05,17182
2017-12-06,17182
2017-12-07,17182
2017-12-08,17182
2017-12-09,16924
2017-12-10,16113
2017-12-11,15375
2017-12-12,14748
2017-12-13,14083
2017-12-14,14083
2017-12-15,13585
2017-12-16,13585
2017-12-17,13225
2017-12-18,12733
2017-12-19,12733
2017-12-20,12953
2017-12-21,12469
2017-12-22,12469
2017-12-23,12075
2017-12-24,12075
2017-12-25,12232
2017-12-26,12232
2017-12-27,12593
2017-12-28,12593
2017-12-29,12593
2017-12-30,12938
2017-12-31,12938
2018-01-01,12731
2018-01-02,12731
2018-01-03,12236
2018-01-04,12236
2018-01-05,12236
2018-01-06,11705
2018-01-07,11705
2018-01-08,11705
2018-01-09,11705
2018-01-10,11505
2018-01-11,11505
2018-01-12,11505
2018-01-13,11505
2018-01-14,11171
2018-01-15,11171
2018-01-16,11171
2018-01-17,11171
2018-01-18,10639
2018-01-19,10639
2018-01-20,10639
2018-01-21,10639
2018-01-22,10639
2018-01-23,10122
2018-01-24,10122
2018-01-25,10122
2018-01-26,10122
2018-01-27,10122
2018-01-28,10138
2018-01-29,10138
2018-01-30,10138
2018-01-31,10138
2018-02-01,10138
2018-02-02,9776
2018-02-03,9776
2018-02-04,9776
2018-02-05,9776
2018-02-06,9995
2018-02-07,9995
2018-02-08,9995
2018-02-09,9995
2018-02-10,9995
2018-02-11,9854
2018-02-12,9854
2018-02-13,9854
2018-02-14,9854
2018-02-15,9854
2018-02-16,9854
2018-02-17,9874
2018-02-18,9874
2018-02-19,9874
2018-02-20,9874
2018-02-21,9874
2018-02-22,9928
2018-02-23,9928
2018-02-24,9928
2018-02-25,9928
2018-02-26,9928
2018-02-27,10327
2018-02-28,10327
2018-03-01,10327
2018-03-02,10327
2018-03-03,10327
2018-03-04,10327
2018-03-05,10795
2018-03-06,10795
2018-03-07,10795
2018-03-08,10795
2018-03-09,10795
2018-03-10,11311
2018-03-11,11311
2018-03-12,11311
2018-03-13,11311
2018-03-14,11311
2018-03-15,11311
2018-03-16,11756
2018-03-17,11756
2018-03-18,11756
2018-03-20,11756
2018-03-21,11756
2018-03-23,12298
2018-03-24,12298
2018-03-25,12298
2018-03-26,12298
2018-03-27,12298
2018-03-28,12298
2018-03-29,12771
2018-03-30,12771
2018-03-31,12771
2018-04-02,12771
2018-04-03,12771
2018-04-04,13340
2018-04-05,13340
2018-04-06,13340
2018-04-07,13340
2018-04-08,13340
2018-04-09,13340
2018-04-10,13340
2018-04-11,13340
2018-04-12,13927
2018-04-13,13927
2018-04-14,13927
2018-04-15,13927
2018-04-16,13927
2018-04-17,13927
2018-04-18,13927
2018-04-19,13927
2018-04-20,14556
2018-04-21,14556
2018-04-22,14556
2018-04-23,14556
2018-04-24,14556
2018-04-25,14556
2018-04-26,14556
2018-04-27,14556
2018-04-28,14556
2018-04-29,15212
2018-04-30,15212
2018-05-01,15212
2018-05-03,15212
2018-05-04,15212
2018-05-05,15212
2018-05-07,15825
2018-05-08,15825
2018-05-09,15825
2018-05-10,15825
2018-05-11,15825
2018-05-12,15825
2018-05-13,15825
2018-05-14,16405
2018-05-15,16405
2018-05-16,16405
2018-05-17,16405
2018-05-18,16405
2018-05-19,16405
2018-05-20,16405
2018-05-21,17155
2018-05-22,17155
2018-05-23,17155
2018-05-24,17155
2018-05-25,17155
2018-05-26,17155
2018-05-27,17155
2018-05-28,17831
2018-05-29,17831
2018-05-30,17831
2018-05-31,17831
2018-06-01,17831
2018-06-02,17831
2018-06-03,17668
2018-06-04,17668
2018-06-05,17668
2018-06-06,17668
2018-06-07,17668
2018-06-08,17668
2018-06-09,17668
2018-06-10,17279
2018-06-11,17279
2018-06-12,17279
2018-06-13,17279
2018-06-14,17279
2018-06-15,17279
2018-06-16,17279
2018-06-17,17206
2018-06-18,17206
2018-06-19,17206
2018-06-20,17206
2018-06-21,17206
2018-06-22,17206
2018-06-23,17206
2018-06-24,17206
2018-06-25,17576
2018-06-26,17576
2018-06-27,17576
2018-06-28,17576
2018-06-29,17576
2018-06-30,17576
2018-07-01,17576
2018-07-02,17576
2018-07-03,17795
2018-07-04,17795
2018-07-05,17795
2018-07-06,17795
2018-07-07,17795
2018-07-08,17795
2018-07-09,17795
2018-07-10,17795
2018-07-11,17802
2018-07-12,17802
2018-07-13,17802
2018-07-14,17802
2018-07-15,17802
2018-07-16,17802
2018-07-17,18541
2018-07-18,18541
2018-07-19,18541
2018-07-20,18541
2018-07-21,18541
2018-07-22,18541
2018-07-23,18964
2018-07-24,18964
2018-07-25,18964
2018-07-26,18964
2018-07-27,18964
2018-07-28,18964
2018-07-29,19559
2018-07-30,19559
2018-07-31,19559
2018-08-01,19559
2018-08-02,19559
2018-08-03,19559
2018-08-04,20330
2018-08-05,20330
2018-08-06,20330
2018-08-07,20330
2018-08-08,20330
2018-08-09,20330
2018-08-10,21182
2018-08-11,21182
2018-08-12,21182
2018-08-14,21182
2018-08-16,20940
2018-08-17,20940
2018-08-18,20940
2018-08-19,20940
2018-08-20,20940
2018-08-21,20940
2018-08-22,21703
2018-08-23,21703
2018-08-24,21703
2018-08-25,21703
2018-08-26,21703
2018-08-27,21703
2018-08-28,22399
2018-08-29,22399
2018-08-30,22399
2018-08-31,22399
2018-09-01,23463
2018-09-02,23463
2018-09-03,24558
2018-09-04,25715
2018-09-05,25715
2018-09-06,26959
2018-09-07,26959
2018-09-08,28240
2018-09-09,28240
2018-09-10,28240
2018-09-11,29613
2018-09-12,29613
2018-09-13,29613
2018-09-14,31031
2018-09-15,31031
2018-09-16,31031
2018-09-17,32479
2018-09-18,32479
2018-09-19,32479
2018-09-20,34032
2018-09-21,34032
2018-09-22,34032
2018-09-23,35606
2018-09-24,35606
2018-09-25,35606
2018-09-26,37292
2018-09-27,37292
2018-09-28,39096
2018-09-29,39096
2018-09-30,40971
2018-10-01,40971
2018-10-02,42836
2018-10-03,44912
2018-10-04,44912
2018-10-05,47083
2018-10-06,49387
2018-10-07,49387
2018-10-08,51614
2018-10-09,51614
2018-10-10,54098
2018-10-11,54098
2018-10-12,56653
2018-10-13,56653
2018-10-14,58515
2018-10-15,58515
2018-10-16,58515
2018-10-17,56067
2018-10-18,56067
2018-10-19,56067
2018-10-20,56067
2018-10-21,53715
2018-10-22,53715
2018-10-23,53715
2018-10-24,53715
2018-10-25,53382
2018-10-26,53382
2018-10-27,53382
2018-10-28,53382
2018-10-29,53812
2018-10-30,53812
2018-10-31,51773
2018-11-01,51773
2018-11-03,51591
2018-11-04,51591
2018-11-05,53280
2018-11-06,53280
2018-11-07,55525
2018-11-08,55525
2018-11-09,57800
2018-11-10,57800
2018-11-11,60182
2018-11-12,60182
2018-11-13,63185
2018-11-14,63185
2018-11-15,64693
2018-11-16,64693
2018-11-17,67344
2018-11-18,67344
2018-11-19,70392
2018-11-20,70392
2018-11-21,73709
2018-11-22,73709
2018-11-23,76844
2018-11-24,76844
2018-11-25,76213
2018-11-26,76213
2018-11-27,76213
2018-11-28,72495
2018-11-29,72495
2018-12-01,68870
2018-12-02,68870
2018-12-03,68870
2018-12-04,66040
2018-12-05,66040
2018-12-07,62900
2018-12-09,59990
2018-12-10,59990
2018-12-11,57146
2018-12-12,57146
2018-12-13,54307
2018-12-14,51594
2018-12-15,49014
2018-12-16,46563
2018-12-17,44234
2018-12-18,42022
2018-12-19,39920
2018-12-20,37936
2018-12-21,36050
2018-12-22,34247
2018-12-23,32534
2018-12-24,30907
2018-12-25,29361
2018-12-26,28160
2018-12-27,27591
2018-12-28,27027
2018-12-29,25974
2018-12-30,25576
2018-12-31,25705
2019-01-01,25447
2019-01-02,25242
2019-01-03,24749
2019-01-04,23761
2019-01-05,23455
2019-01-06,22323
2019-01-08,20787
2019-01-10,19048
2019-01-11,18418
2019-01-12,18426
2019-01-13,18858
2019-01-14,18858
2019-01-15,19697
2019-01-16,19697
2019-01-17,20471
2019-01-18,20471
2019-01-19,21391
2019-01-20,21391
2019-01-21,22421
2019-01-22,22421
2019-01-23,23396
2019-01-24,23396
2019-01-25,24565
2019-01-26,24565
2019-01-27,25792
2019-01-28,25792
2019-01-29,27067
2019-01-30,27067
2019-01-31,27067
2019-02-01,28338
2019-02-02,28338
2019-02-03,29560
2019-02-04,29560
2019-02-05,29560
2019-02-06,28614
2019-02-07,28614
2019-02-08,27704
2019-02-09,27704
2019-02-10,27704
2019-02-11,26821
2019-02-12,26821
2019-02-13,26821
2019-02-14,25713
2019-02-15,25713
2019-02-16,24612
2019-02-17,24612
2019-02-18,24612
2019-02-19,23869
2019-02-20,23869
2019-02-21,23869
2019-02-22,23125
2019-02-23,23125
2019-02-24,23125
2019-02-25,23311
2019-02-26,23311
2019-02-27,23311
2019-02-28,23311
2019-03-01,23311
2019-03-02,23311
2019-03-03,22197
2019-03-04,22197
2019-03-05,22197
2019-03-06,21109
2019-03-07,21109
2019-03-08,21109
2019-03-09,21109
2019-03-10,21070
2019-03-11,21070
2019-03-12,21070
2019-03-13,21070
2019-03-14,21862
2019-03-15,21862
2019-03-16,21862
2019-03-17,21862
2019-03-18,22378
2019-03-19,22378
2019-03-20,22378
2019-03-21,22378
2019-03-22,23179
2019-03-23,23179
2019-03-24,23179
2019-03-25,23804
2019-03-26,23804
2019-03-27,23804
