date_obj,Rune%20plateskirt%20(g) price
2016-01-11,43047
2016-01-12,42976
2016-01-13,42976
2016-01-14,42976
2016-01-15,42097
2016-01-16,42097
2016-01-17,42097
2016-01-18,42096
2016-01-19,42096
2016-01-20,42096
2016-01-21,42162
2016-01-22,42162
2016-01-23,42612
2016-01-24,42612
2016-01-25,41587
2016-01-26,41587
2016-01-27,39887
2016-01-28,39887
2016-01-29,39495
2016-01-30,39495
2016-01-31,39495
2016-02-01,39803
2016-02-02,39803
2016-02-03,41155
2016-02-04,41155
2016-02-05,41155
2016-02-06,40574
2016-02-07,40574
2016-02-08,40574
2016-02-09,41238
2016-02-10,41238
2016-02-11,41238
2016-02-12,40916
2016-02-13,40916
2016-02-14,39589
2016-02-15,39589
2016-02-16,39916
2016-02-17,39916
2016-02-18,39916
2016-02-19,40120
2016-02-20,40120
2016-02-21,40243
2016-02-22,40243
2016-02-23,40243
2016-02-24,40313
2016-02-25,40313
2016-02-26,41264
2016-02-27,41264
2016-02-28,42142
2016-02-29,42142
2016-03-01,42270
2016-03-02,42270
2016-03-03,42270
2016-03-04,42079
2016-03-05,42079
2016-03-06,42145
2016-03-07,42145
2016-03-08,42145
2016-03-09,41748
2016-03-10,41748
2016-03-11,42164
2016-03-12,42164
2016-03-13,41871
2016-03-14,41871
2016-03-15,40871
2016-03-16,40871
2016-03-17,41325
2016-03-18,41325
2016-03-19,41179
2016-03-20,41179
2016-03-21,39762
2016-03-22,39762
2016-03-23,39167
2016-03-24,39167
2016-03-25,38522
2016-03-26,38522
2016-03-27,39231
2016-03-28,39231
2016-03-29,38110
2016-03-30,38110
2016-03-31,38110
2016-04-01,38227
2016-04-02,38227
2016-04-03,38552
2016-04-04,38552
2016-04-05,38552
2016-04-06,39005
2016-04-07,39005
2016-04-08,39005
2016-04-09,39117
2016-04-10,39117
2016-04-11,39117
2016-04-12,39881
2016-04-13,39881
2016-04-14,39881
2016-04-15,40352
2016-04-16,40352
2016-04-17,40004
2016-04-18,40004
2016-04-19,40362
2016-04-20,40362
2016-04-21,40509
2016-04-22,40509
2016-04-23,40509
2016-04-24,40460
2016-04-25,40460
2016-04-26,40808
2016-04-27,40808
2016-04-28,39909
2016-04-29,39909
2016-04-30,40292
2016-05-01,40292
2016-05-02,40587
2016-05-03,40587
2016-05-04,40693
2016-05-05,40693
2016-05-06,40693
2016-05-07,40330
2016-05-08,40330
2016-05-09,40330
2016-05-10,40630
2016-05-11,40630
2016-05-12,40630
2016-05-13,40994
2016-05-14,40994
2016-05-15,41970
2016-05-16,41970
2016-05-17,41559
2016-05-18,41559
2016-05-19,41559
2016-05-22,41497
2016-05-23,42206
2016-05-24,42206
2016-05-25,42206
2016-05-26,41523
2016-05-27,41523
2016-05-28,41945
2016-05-29,41945
2016-05-30,41997
2016-05-31,41997
2016-06-01,43021
2016-06-02,43021
2016-06-03,43021
2016-06-04,41946
2016-06-05,41946
2016-06-06,42071
2016-06-07,42071
2016-06-08,42071
2016-06-09,41371
2016-06-10,41371
2016-06-11,41413
2016-06-12,41413
2016-06-13,41772
2016-06-14,41772
2016-06-15,41542
2016-06-16,41542
2016-06-17,41205
2016-06-18,41205
2016-06-19,41715
2016-06-20,41715
2016-06-21,41715
2016-06-22,42290
2016-06-23,42290
2016-06-24,42290
2016-06-25,41865
2016-06-26,41865
2016-06-27,41865
2016-06-28,41677
2016-06-29,41677
2016-06-30,41677
2016-07-01,41674
2016-07-02,41674
2016-07-03,41674
2016-07-04,41296
2016-07-05,41296
2016-07-06,41296
2016-07-07,40702
2016-07-08,40702
2016-07-09,40815
2016-07-10,40815
2016-07-11,41257
2016-07-12,41257
2016-07-13,41257
2016-07-14,40772
2016-07-15,40772
2016-07-16,40376
2016-07-17,40376
2016-07-18,40376
2016-07-23,40429
2016-07-24,40429
2016-07-25,40410
2016-07-26,40410
2016-07-27,40410
2016-07-28,40506
2016-07-29,40506
2016-07-30,40184
2016-07-31,40184
2016-08-01,40184
2016-08-02,40699
2016-08-03,40699
2016-08-04,40699
2016-08-05,41347
2016-08-06,41347
2016-08-07,41133
2016-08-08,41133
2016-08-09,41133
2016-08-10,42172
2016-08-11,42172
2016-08-12,42172
2016-08-13,42946
2016-08-14,42946
2016-08-15,42946
2016-08-16,42083
2016-08-17,42083
2016-08-18,42083
2016-08-19,41345
2016-08-20,41345
2016-08-21,41345
2016-08-22,41176
2016-08-23,41176
2016-08-24,41176
2016-08-25,40893
2016-08-26,40893
2016-08-28,40166
2016-08-31,40979
2016-09-01,40979
2016-09-02,40979
2016-09-03,41639
2016-09-04,41639
2016-09-05,41850
2016-09-06,41850
2016-09-07,41850
2016-09-08,41850
2016-09-09,42057
2016-09-10,42057
2016-09-11,42057
2016-09-12,41563
2016-09-13,41563
2016-09-14,41563
2016-09-15,41650
2016-09-16,41650
2016-09-17,41650
2016-09-18,42817
2016-09-19,42817
2016-09-20,42817
2016-09-21,43021
2016-09-22,43021
2016-09-23,43021
2016-09-24,43275
2016-09-25,43275
2016-09-26,43275
2016-09-27,43314
2016-09-28,43314
2016-09-29,43314
2016-09-30,44473
2016-10-01,44473
2016-10-02,44473
2016-10-03,44473
2016-10-04,43104
2016-10-05,43104
2016-10-06,43104
2016-10-07,43104
2016-10-08,41624
2016-10-09,41624
2016-10-10,41624
2016-10-11,41132
2016-10-12,41132
2016-10-13,41132
2016-10-14,40357
2016-10-15,40357
2016-10-16,40357
2016-10-17,39616
2016-10-18,39616
2016-10-19,39616
2016-10-20,39287
2016-10-21,39287
2016-10-22,39287
2016-10-23,39031
2016-10-24,39031
2016-10-25,39031
2016-10-26,39485
2016-10-27,39485
2016-10-28,39485
2016-10-29,40561
2016-10-30,40561
2016-10-31,40561
2016-11-01,40210
2016-11-02,40210
2016-11-03,40210
2016-11-04,39958
2016-11-05,39958
2016-11-06,39958
2016-11-07,39822
2016-11-08,39822
2016-11-09,39822
2016-11-10,40808
2016-11-11,40808
2016-11-12,40808
2016-11-13,41371
2016-11-14,41371
2016-12-08,40587
2016-12-09,40587
2016-12-10,40587
2016-12-11,40314
2016-12-12,40314
2016-12-13,40314
2016-12-14,39230
2016-12-15,39230
2016-12-16,39230
2016-12-17,39833
2016-12-18,39833
2016-12-19,39833
2016-12-20,40033
2016-12-21,40033
2016-12-22,40033
2016-12-23,40007
2016-12-24,40007
2016-12-25,40007
2016-12-26,40439
2016-12-27,40439
2016-12-28,40439
2016-12-29,40526
2016-12-30,40526
2016-12-31,40526
2017-01-01,41437
2017-01-02,41437
2017-01-03,40865
2017-01-04,40865
2017-01-05,40536
2017-01-06,40536
2017-01-07,40451
2017-01-08,40451
2017-01-09,40588
2017-01-10,40588
2017-01-11,40588
2017-01-12,40471
2017-01-13,40471
2017-01-14,40471
2017-01-15,40373
2017-01-16,40373
2017-01-17,40375
2017-01-18,40375
2017-01-19,40059
2017-01-20,40059
2017-01-21,40575
2017-01-22,40575
2017-01-27,40511
2017-01-28,40511
2017-01-29,40524
2017-01-30,40524
2017-01-31,40524
2017-02-01,40507
2017-02-02,40507
2017-02-03,40507
2017-02-04,40523
2017-02-05,40523
2017-02-06,40085
2017-02-07,40085
2017-02-08,40605
2017-02-09,40605
2017-02-10,40014
2017-02-11,40014
2017-02-12,40171
2017-02-13,40171
2017-02-14,40498
2017-02-15,40498
2017-02-16,40425
2017-02-18,40425
2017-02-19,40283
2017-02-20,40283
2017-02-21,40283
2017-02-22,40355
2017-02-23,40355
2017-02-24,40355
2017-02-25,40629
2017-02-26,40629
2017-02-27,40629
2017-02-28,40122
2017-03-01,40122
2017-03-02,41005
2017-03-03,41005
2017-03-04,40027
2017-03-05,40027
2017-03-06,40242
2017-03-07,40242
2017-03-08,40242
2017-03-09,40692
2017-03-10,40692
2017-03-11,41089
2017-03-12,41089
2017-03-13,41089
2017-03-14,40272
2017-03-15,40272
2017-03-16,40110
2017-03-17,40110
2017-03-18,39844
2017-03-19,39844
2017-03-20,40017
2017-03-21,40017
2017-03-22,40017
2017-03-23,40275
2017-03-24,40275
2017-03-25,40275
2017-03-26,41093
2017-03-27,41093
2017-03-28,41093
2017-03-29,41134
2017-03-30,41134
2017-03-31,41809
2017-04-01,41809
2017-04-02,41809
2017-04-03,42343
2017-04-04,42343
2017-04-12,42696
2017-04-13,42448
2017-04-14,42448
2017-04-15,42448
2017-04-16,42096
2017-04-17,42096
2017-04-18,42187
2017-04-19,42187
2017-04-20,42407
2017-04-21,42407
2017-04-22,42407
2017-04-23,41989
2017-04-24,41989
2017-04-25,41194
2017-04-26,41194
2017-04-27,41194
2017-04-28,40886
2017-04-29,40886
2017-04-30,40149
2017-05-01,40149
2017-05-02,39744
2017-05-03,39744
2017-05-04,39151
2017-05-05,39151
2017-05-06,39151
2017-05-07,38978
2017-05-08,38978
2017-05-09,38693
2017-05-10,38693
2017-05-11,38693
2017-05-12,39022
2017-05-13,39022
2017-05-14,39022
2017-05-15,39722
2017-05-16,39722
2017-05-17,39985
2017-05-18,39985
2017-05-19,39985
2017-05-20,39845
2017-05-21,39845
2017-05-22,39845
2017-05-23,40354
2017-05-24,40354
2017-05-25,39924
2017-05-26,39924
2017-05-27,39025
2017-05-28,39025
2017-05-29,38738
2017-05-30,38738
2017-05-31,38738
2017-06-01,38838
2017-06-02,38838
2017-06-03,38838
2017-06-06,39036
2017-06-07,39036
2017-06-08,38923
2017-06-09,38923
2017-06-10,38929
2017-06-11,38929
2017-06-12,38443
2017-06-13,38443
2017-06-14,38677
2017-06-15,38677
2017-06-16,38808
2017-06-17,38808
2017-06-18,38645
2017-06-19,38645
2017-06-20,38817
2017-06-21,38817
2017-06-22,38609
2017-06-23,38609
2017-06-24,38433
2017-06-25,38433
2017-06-26,39141
2017-06-27,39141
2017-06-28,38866
2017-06-29,38866
2017-06-30,38866
2017-07-01,39098
2017-07-02,39098
2017-07-03,39201
2017-07-04,39201
2017-07-05,39201
2017-07-06,38968
2017-07-07,38968
2017-07-08,38968
2017-07-13,38786
2017-07-14,39315
2017-07-15,39315
2017-07-16,39315
2017-07-17,38363
2017-07-18,38363
2017-07-19,38860
2017-07-20,38860
2017-07-21,38909
2017-07-22,38909
2017-07-23,38971
2017-07-24,38971
2017-07-25,38971
2017-07-26,38934
2017-07-27,38934
2017-07-28,38934
2017-07-29,39105
2017-07-30,39105
2017-07-31,39284
2017-08-01,39284
2017-08-02,38918
2017-08-03,38918
2017-08-04,38918
2017-08-05,38834
2017-08-06,38834
2017-08-09,39142
2017-08-10,39544
2017-08-11,39544
2017-08-12,39178
2017-08-13,39178
2017-08-14,39178
2017-08-15,39172
2017-08-17,39172
2017-08-18,39172
2017-08-19,39172
2017-08-20,38752
2017-08-21,38752
2017-08-22,38444
2017-08-23,38444
2017-08-24,38444
2017-08-25,38615
2017-08-26,38615
2017-08-27,38738
2017-08-28,38738
2017-08-29,38738
2017-08-30,38171
2017-08-31,38171
2017-09-01,38171
2017-09-02,38398
2017-09-03,38398
2017-09-04,38398
2017-09-05,38591
2017-09-06,38591
2017-09-07,39138
2017-09-08,39138
2017-09-09,38795
2017-09-10,38795
2017-09-11,39033
2017-09-12,39033
2017-09-13,39033
2017-09-14,38741
2017-09-15,38741
2017-09-16,38741
2017-09-17,38656
2017-09-19,38656
2017-09-20,39429
2017-09-21,39429
2017-09-22,38754
2017-09-23,38754
2017-09-24,38754
2017-09-25,38759
2017-09-26,38759
2017-09-27,38759
2017-09-28,39144
2017-09-29,39144
2017-09-30,38531
2017-10-01,38531
2017-10-02,39097
2017-10-03,39097
2017-10-04,39097
2017-10-05,39184
2017-10-06,39184
2017-10-07,39227
2017-10-08,39227
2017-10-09,39695
2017-10-10,39695
2017-10-11,39695
2017-10-12,39067
2017-10-13,39067
2017-10-14,39306
2017-10-15,39306
2017-10-16,39306
2017-10-17,39946
2017-10-18,39946
2017-10-19,39375
2017-10-20,39375
2017-10-21,39375
2017-10-22,40309
2017-10-23,40309
2017-10-24,40309
2017-10-25,39767
2017-10-26,39767
2017-10-27,38801
2017-10-28,38801
2017-10-29,38801
2017-10-30,38788
2017-10-31,38788
2017-11-01,38788
2017-11-02,38942
2017-11-03,38942
2017-11-04,39291
2017-11-05,39291
2017-11-06,39291
2017-11-07,39242
2017-11-08,39242
2017-11-09,39345
2017-11-10,39345
2017-11-11,39345
2017-11-12,39627
2017-11-13,39627
2017-11-14,39627
2017-11-15,39356
2017-11-16,39356
2017-11-17,38928
2017-11-18,38928
2017-11-19,39147
2017-11-20,39147
2017-11-21,38887
2017-11-22,38887
2017-11-23,39522
2017-11-24,39522
2017-11-25,39859
2017-11-26,39859
2017-11-27,39859
2017-11-28,39232
2017-11-29,39232
2017-11-30,39232
2017-12-01,38743
2017-12-02,38743
2017-12-03,38743
2017-12-04,38445
2017-12-05,38445
2017-12-06,39436
2017-12-07,39436
2017-12-08,39436
2017-12-09,39148
2017-12-10,39148
2017-12-11,38946
2017-12-12,38946
2017-12-13,38946
2017-12-14,38989
2017-12-15,38989
2017-12-16,39534
2017-12-17,39534
2017-12-18,39638
2017-12-19,39638
2017-12-20,39638
2017-12-21,38924
2017-12-22,38924
2017-12-23,38924
2017-12-24,39032
2017-12-25,39032
2017-12-26,39360
2017-12-27,39360
2017-12-28,39757
2017-12-29,39757
2017-12-30,39632
2017-12-31,39632
2018-01-01,39632
2018-01-02,39798
2018-01-03,39798
2018-01-04,39621
2018-01-05,39621
2018-01-06,39220
2018-01-07,39220
2018-01-08,39310
2018-01-09,39310
2018-01-10,38968
2018-01-11,38968
2018-01-12,38677
2018-01-13,38677
2018-01-14,38852
2018-01-15,38852
2018-01-16,39071
2018-01-17,39071
2018-01-18,39112
2018-01-19,39112
2018-01-20,39078
2018-01-21,39078
2018-01-22,38913
2018-01-23,38913
2018-01-24,38705
2018-01-25,38705
2018-01-26,38907
2018-01-27,39179
2018-01-28,39454
2018-01-29,39464
2018-01-30,39362
2018-02-01,38606
2018-02-02,38806
2018-02-03,38137
2018-02-04,39151
2018-02-05,39151
2018-02-06,38608
2018-02-07,40101
2018-02-08,40101
2018-02-09,39650
2018-02-10,39650
2018-02-11,39228
2018-02-12,39847
2018-02-13,39847
2018-02-14,39374
2018-02-15,39530
2018-02-16,39530
2018-02-17,39606
2018-02-18,39827
2018-02-19,39720
2018-02-20,39720
2018-02-21,39409
2018-02-22,39409
2018-02-23,39097
2018-02-24,39097
2018-02-25,39280
2018-02-26,39280
2018-02-27,39330
2018-02-28,39330
2018-03-01,39126
2018-03-02,38947
2018-03-03,39182
2018-03-04,39182
2018-03-05,39541
2018-03-06,39541
2018-03-07,39628
2018-03-08,39628
2018-03-09,39092
2018-03-10,39092
2018-03-11,39631
2018-03-12,39631
2018-03-13,39102
2018-03-14,39097
2018-03-15,39097
2018-03-16,39127
2018-03-17,39062
2018-03-18,39062
2018-03-19,39154
2018-03-20,39665
2018-03-21,39665
2018-03-23,39097
2018-03-24,39102
2018-03-26,39021
2018-03-27,39351
2018-03-28,39351
2018-03-29,39266
2018-03-30,39266
2018-03-31,39882
2018-04-01,39882
2018-04-02,39459
2018-04-03,39883
2018-04-04,39883
2018-04-05,40341
2018-04-06,39292
2018-04-08,38878
2018-04-09,39269
2018-04-10,38994
2018-04-11,39043
2018-04-12,39430
2018-04-13,39430
2018-04-14,39361
2018-04-15,39284
2018-04-16,39284
2018-04-17,38746
2018-04-18,38746
2018-04-19,39322
2018-04-20,39322
2018-04-21,39246
2018-04-22,39246
2018-04-23,39244
2018-04-24,39244
2018-04-25,38676
2018-04-26,38676
2018-04-27,39245
2018-04-28,40372
2018-04-29,40372
2018-04-30,39895
2018-05-01,40084
2018-05-02,40084
2018-05-03,39263
2018-05-04,39263
2018-05-05,39257
2018-05-06,39257
2018-05-07,39243
2018-05-08,39243
2018-05-09,39226
2018-05-10,39349
2018-05-11,39349
2018-05-12,39376
2018-05-13,39376
2018-05-14,38635
2018-05-15,38635
2018-05-16,38798
2018-05-17,38798
2018-05-18,38628
2018-05-19,38703
2018-05-20,38703
2018-05-21,38558
2018-05-22,38558
2018-05-23,38738
2018-05-24,38738
2018-05-25,39801
2018-05-26,39875
2018-05-27,39875
2018-05-28,40015
2018-05-29,39802
2018-05-30,39802
2018-05-31,39829
2018-06-01,39829
2018-06-02,39754
2018-06-03,39754
2018-06-04,39394
2018-06-05,39507
2018-06-06,39832
2018-06-07,39832
2018-06-08,39083
2018-06-09,39083
2018-06-10,39170
2018-06-11,39170
2018-06-12,39828
2018-06-13,39091
2018-06-14,39159
2018-06-15,39159
2018-06-16,39360
2018-06-17,39060
2018-06-18,39104
2018-06-19,39044
2018-06-20,39044
2018-06-21,39000
2018-06-22,39542
2018-06-23,39542
2018-06-24,39308
2018-06-25,38954
2018-06-26,38954
2018-06-27,38615
2018-06-28,39050
2018-06-29,39570
2018-06-30,39570
2018-07-01,39663
2018-07-02,39663
2018-07-03,39609
2018-07-04,39609
2018-07-05,39651
2018-07-06,40128
2018-07-07,40985
2018-07-08,40985
2018-07-09,40533
2018-07-10,40201
2018-07-11,39656
2018-07-12,39656
2018-07-13,39324
2018-07-14,39516
2018-07-15,39516
2018-07-16,40177
2018-07-17,40792
2018-07-18,40792
2018-07-19,41415
2018-07-20,40926
2018-07-21,40840
2018-07-22,40789
2018-07-23,41290
2018-07-24,41290
2018-07-25,41401
2018-07-26,41935
2018-07-27,41797
2018-07-28,41797
2018-07-29,41676
2018-07-30,41676
2018-07-31,40900
2018-08-01,40900
2018-08-02,40268
2018-08-03,40268
2018-08-04,39726
2018-08-05,39289
2018-08-06,39665
2018-08-07,39665
2018-08-08,39341
2018-08-09,39341
2018-08-10,38688
2018-08-11,38688
2018-08-12,39040
2018-08-14,39562
2018-08-16,40185
2018-08-17,39182
2018-08-18,39182
2018-08-19,38573
2018-08-20,39092
2018-08-21,39092
2018-08-22,39295
2018-08-23,39706
2018-08-24,39993
2018-08-25,39297
2018-08-26,39297
2018-08-27,38887
2018-08-28,40174
2018-08-29,40174
2018-08-30,39915
2018-08-31,39776
2018-09-01,39889
2018-09-02,39889
2018-09-03,40201
2018-09-04,40487
2018-09-05,40142
2018-09-06,40142
2018-09-07,39636
2018-09-08,39064
2018-09-09,39064
2018-09-10,39128
2018-09-11,39128
2018-09-12,39368
2018-09-13,39285
2018-09-14,39245
2018-09-15,39330
2018-09-16,39330
2018-09-17,39568
2018-09-18,39810
2018-09-19,39810
2018-09-20,40357
2018-09-21,40357
2018-09-22,39945
2018-09-23,40147
2018-09-24,39738
2018-09-25,39738
2018-09-26,39220
2018-09-27,39220
2018-09-28,39570
2018-09-29,39570
2018-09-30,39087
2018-10-02,39301
2018-10-03,39467
2018-10-04,39467
2018-10-05,39587
2018-10-06,39704
2018-10-07,39704
2018-10-08,40210
2018-10-09,39681
2018-10-10,39129
2018-10-11,39129
2018-10-12,38973
2018-10-13,39282
2018-10-14,39282
2018-10-15,39506
2018-10-16,39506
2018-10-17,38998
2018-10-18,38520
2018-10-19,38846
2018-10-20,38846
2018-10-21,38797
2018-10-22,38810
2018-10-23,38810
2018-10-24,39395
2018-10-25,39153
2018-10-26,39791
2018-10-27,39603
2018-10-28,39630
2018-10-29,39630
2018-10-30,40229
2018-10-31,40288
2018-11-01,39401
2018-11-03,39729
2018-11-04,39613
2018-11-05,39963
2018-11-06,39901
2018-11-07,40390
2018-11-08,41021
2018-11-09,40245
2018-11-10,40082
2018-11-11,39714
2018-11-12,39637
2018-11-13,40870
2018-11-14,41309
2018-11-15,41415
2018-11-16,41336
2018-11-17,41031
2018-11-18,40611
2018-11-19,40141
2018-11-20,39505
2018-11-21,39681
2018-11-22,39545
2018-11-23,40249
2018-11-24,40567
2018-11-25,39958
2018-11-26,40280
2018-11-27,39572
2018-11-28,39285
2018-11-29,39280
2018-12-01,39495
2018-12-02,39990
2018-12-03,39990
2018-12-04,39544
2018-12-05,39515
2018-12-07,39235
2018-12-09,39303
2018-12-10,39904
2018-12-11,39061
2018-12-12,39558
2018-12-13,39518
2018-12-14,39450
2018-12-15,39641
2018-12-16,39681
2018-12-17,39598
2018-12-18,39318
2018-12-19,39808
2018-12-20,39860
2018-12-21,39042
2018-12-22,39541
2018-12-23,39740
2018-12-24,39273
2018-12-25,39225
2018-12-26,38524
2018-12-27,38836
2018-12-28,38976
2018-12-29,39213
2018-12-30,39773
2018-12-31,39669
2019-01-01,39677
2019-01-02,39352
2019-01-03,39781
2019-01-04,39619
2019-01-05,40173
2019-01-06,39633
2019-01-08,39593
2019-01-10,38840
2019-01-11,38566
2019-01-12,38392
2019-01-13,38325
2019-01-14,38933
2019-01-15,38969
2019-01-16,38907
2019-01-17,39168
2019-01-18,38647
2019-01-19,38200
2019-01-20,38710
2019-01-21,38757
2019-01-22,38851
2019-01-23,38839
2019-01-24,38748
2019-01-25,38942
2019-01-26,39217
2019-01-27,38984
2019-01-28,38752
2019-01-29,39031
2019-01-30,39050
2019-01-31,39238
2019-02-01,39318
2019-02-02,39141
2019-02-03,39198
2019-02-04,38530
2019-02-05,38941
2019-02-06,39200
2019-02-07,39125
2019-02-08,39277
2019-02-09,39446
2019-02-10,39049
2019-02-11,38985
2019-02-12,38720
2019-02-13,39082
2019-02-14,39082
2019-02-15,38966
2019-02-16,38846
2019-02-17,39367
2019-02-18,39336
2019-02-19,39295
2019-02-20,39348
2019-02-21,39015
2019-02-22,38898
2019-02-23,39037
2019-02-24,39089
2019-02-25,39098
2019-02-26,39033
2019-02-27,38707
2019-02-28,38974
2019-03-01,39109
2019-03-02,38975
2019-03-03,38819
2019-03-04,39090
2019-03-05,39319
2019-03-06,39300
2019-03-07,39082
2019-03-08,39082
2019-03-09,38787
2019-03-10,38491
2019-03-11,38278
2019-03-12,38514
2019-03-13,38514
2019-03-14,38587
2019-03-15,38587
2019-03-16,39159
2019-03-17,38831
2019-03-18,38831
2019-03-19,38786
2019-03-20,39036
2019-03-21,40370
2019-03-22,40370
2019-03-23,40634
2019-03-24,41079
2019-03-25,41079
2019-03-26,40682
2019-03-27,40682
2019-03-28,40268
2019-03-29,39873
2019-03-30,39873
2019-03-31,39657
2019-04-01,39270
2019-04-02,39590
