date_obj,Wizard%20boots price
2015-07-24,548471
2015-07-25,548997
2015-07-26,545865
2015-07-27,551904
2015-07-28,553599
2015-07-29,557901
2015-07-30,571308
2015-07-31,571308
2015-08-01,576648
2015-08-02,579688
2015-08-03,581199
2015-08-04,586380
2015-08-05,580219
2015-08-06,579808
2015-08-07,569363
2015-08-08,565963
2015-08-09,557468
2015-08-10,567871
2015-08-11,576617
2015-08-12,576617
2015-08-13,571182
2015-08-14,576620
2015-08-15,576620
2015-08-16,573487
2015-08-17,572984
2015-08-18,565747
2015-08-19,555618
2015-08-20,544962
2015-08-21,532678
2015-08-22,520536
2015-08-23,520536
2015-08-24,508113
2015-08-25,508113
2015-08-26,519118
2015-08-27,531124
2015-08-28,545271
2015-08-29,538715
2015-08-30,517204
2015-08-31,495705
2015-09-01,478591
2015-09-02,478591
2015-09-03,465931
2015-09-04,454998
2015-09-05,454998
2015-09-06,452687
2015-09-07,449486
2015-09-08,453771
2015-09-09,457418
2015-09-10,470791
2015-09-11,493445
2015-09-12,512479
2015-09-13,518615
2015-09-14,523086
2015-09-15,499277
2015-09-16,499277
2015-09-17,476263
2015-09-18,476263
2015-09-19,475773
2015-09-20,466341
2015-09-21,460936
2015-09-22,458257
2015-09-23,465010
2015-09-24,465010
2015-09-25,475462
2015-09-27,480551
2015-09-28,482807
2015-09-29,482807
2015-09-30,481194
2015-10-05,493433
2015-10-06,474830
2015-10-07,474830
2015-10-08,476467
2015-10-09,473608
2015-10-10,473608
2015-10-11,495088
2015-10-12,516348
2015-10-13,516348
2015-10-14,541382
2015-10-15,568160
2015-10-16,590716
2015-10-17,590716
2015-10-18,584498
2015-10-19,555844
2015-10-20,528051
2015-10-22,501648
2015-10-23,476574
2015-10-24,477829
2015-10-25,496641
2015-10-26,502193
2015-10-27,502193
2015-10-29,468586
2015-10-30,468586
2015-10-31,455834
2015-11-01,455834
2015-11-02,440021
2015-11-03,440021
2015-11-05,424870
2015-11-06,424870
2015-11-07,423701
2015-11-08,423701
2015-11-09,426104
2015-11-10,426104
2015-11-11,434023
2015-11-12,434023
2015-11-13,444629
2015-11-14,445562
2015-11-15,450398
2015-11-16,461248
2015-11-17,458433
2015-11-18,456168
2015-11-19,456718
2015-11-20,455615
2015-11-21,455615
2015-11-22,466862
2015-11-23,466862
2015-11-24,478003
2015-11-25,485111
2015-11-26,485111
2015-11-27,493816
2015-11-28,506707
2015-11-29,520364
2015-11-30,532812
2015-12-01,542487
2015-12-02,551965
2015-12-03,565683
2015-12-04,565683
2015-12-05,575170
2015-12-06,581451
2015-12-07,578726
2015-12-08,569539
2015-12-09,580237
2015-12-10,580773
2015-12-11,585221
2015-12-13,600462
2015-12-14,600462
2015-12-15,594900
2015-12-16,582743
2015-12-17,582743
2015-12-18,580002
2015-12-19,572238
2015-12-20,571299
2015-12-21,571291
2015-12-22,572802
2015-12-23,570765
2015-12-24,570084
2015-12-25,578840
2015-12-26,583269
2015-12-27,587350
2015-12-28,581290
2015-12-29,579616
2015-12-30,577286
2015-12-31,586264
2016-01-01,588369
2016-01-02,594813
2016-01-03,601251
2016-01-04,613512
2016-01-05,610569
2016-01-06,599579
2016-01-07,592841
2016-01-08,586230
2016-01-09,582636
2016-01-10,583807
2016-01-11,587391
2016-01-12,585880
2016-01-13,579611
2016-01-14,575404
2016-01-15,567193
2016-01-16,575957
2016-01-17,569924
2016-01-18,566243
2016-01-19,551552
2016-01-20,534883
2016-01-21,533741
2016-01-22,532802
2016-01-23,528526
2016-01-24,525862
2016-01-25,516187
2016-01-26,511580
2016-01-27,514983
2016-01-28,514983
2016-01-29,511338
2016-01-30,511338
2016-01-31,504476
2016-02-01,499961
2016-02-02,493503
2016-02-03,485870
2016-02-04,477411
2016-02-05,471998
2016-02-06,466628
2016-02-07,466628
2016-02-08,459752
2016-02-09,453146
2016-02-10,460277
2016-02-11,466197
2016-02-12,466197
2016-02-13,460755
2016-02-14,460755
2016-02-15,448687
2016-02-16,441127
2016-02-17,433753
2016-02-18,433753
2016-02-19,434986
2016-02-20,436797
2016-02-21,443844
2016-02-22,443844
2016-02-23,444091
2016-02-24,440334
2016-02-25,448303
2016-02-26,448303
2016-02-27,449381
2016-02-28,444432
2016-02-29,438021
2016-03-01,448187
2016-03-02,461218
2016-03-03,460204
2016-03-04,464701
2016-03-05,468081
2016-03-06,478608
2016-03-07,475449
2016-03-08,476067
2016-03-09,481044
2016-03-10,475519
2016-03-11,467236
2016-03-12,467254
2016-03-13,476110
2016-03-14,468312
2016-03-15,462872
2016-03-16,457791
2016-03-17,466755
2016-03-18,464841
2016-03-19,459984
2016-03-20,460616
2016-03-21,468283
2016-03-22,470930
2016-03-23,466839
2016-03-24,486029
2016-03-25,508491
2016-03-26,530412
2016-03-27,546474
2016-03-28,538543
2016-03-29,535763
2016-03-30,535763
2016-03-31,551979
2016-04-01,542742
2016-04-02,529307
2016-04-03,533184
2016-04-04,559433
2016-04-05,585849
2016-04-06,604326
2016-04-07,617121
2016-04-08,623603
2016-04-09,622055
2016-04-10,624148
2016-04-11,624148
2016-04-12,600957
2016-04-13,581599
2016-04-14,570471
2016-04-15,559282
2016-04-16,542648
2016-04-17,533018
2016-04-18,516368
2016-04-19,502569
2016-04-20,503471
2016-04-21,496594
2016-04-22,496594
2016-04-23,491181
2016-04-24,490353
2016-04-25,484679
2016-04-26,470937
2016-04-27,468837
2016-04-28,459644
2016-04-29,454692
2016-04-30,448778
2016-05-01,442768
2016-05-02,437824
2016-05-03,443538
2016-05-04,453417
2016-05-05,456760
2016-05-06,456760
2016-05-07,473930
2016-05-08,482061
2016-05-09,488312
2016-05-10,491020
2016-05-11,492833
2016-05-12,506300
2016-05-13,523361
2016-05-14,523427
2016-05-15,535018
2016-05-16,529931
2016-05-17,525130
2016-05-18,512319
2016-05-19,501051
2016-05-22,501345
2016-05-23,518926
2016-05-24,521624
2016-05-25,515614
2016-05-26,512601
2016-05-27,513739
2016-05-28,513739
2016-05-29,509095
2016-05-30,509095
2016-05-31,495158
2016-06-01,499351
2016-06-02,503193
2016-06-03,507861
2016-06-04,523734
2016-06-05,536745
2016-06-06,533296
2016-06-07,533296
2016-06-08,522789
2016-06-09,511815
2016-06-10,508602
2016-06-11,505164
2016-06-12,502874
2016-06-13,505371
2016-06-14,497785
2016-06-15,493454
2016-06-16,491669
2016-06-17,486766
2016-06-18,486642
2016-06-19,482850
2016-06-20,488633
2016-06-21,488652
2016-06-22,484510
2016-06-23,486583
2016-06-24,486260
2016-06-25,476402
2016-06-26,463445
2016-06-27,451795
2016-06-28,449924
2016-06-29,450855
2016-06-30,441783
2016-07-01,453865
2016-07-02,458624
2016-07-03,470076
2016-07-04,476507
2016-07-05,474950
2016-07-06,476770
2016-07-07,470020
2016-07-08,462604
2016-07-09,443696
2016-07-10,429237
2016-07-11,409114
2016-07-12,395147
2016-07-13,392253
2016-07-14,399602
2016-07-15,386981
2016-07-16,395955
2016-07-17,407286
2016-07-18,411505
2016-07-24,391253
2016-07-25,382749
2016-07-26,388987
2016-07-27,395336
2016-07-28,402105
2016-07-29,417850
2016-07-30,425116
2016-07-31,428064
2016-08-01,417863
2016-08-02,399944
2016-08-03,400447
2016-08-04,413104
2016-08-05,408382
2016-08-06,405503
2016-08-07,398605
2016-08-08,400476
2016-08-09,397481
2016-08-10,396926
2016-08-11,392633
2016-08-12,393277
2016-08-13,389538
2016-08-14,382304
2016-08-15,385602
2016-08-16,379480
2016-08-17,378468
2016-08-18,382722
2016-08-19,381311
2016-08-20,381352
2016-08-21,381560
2016-08-22,380043
2016-08-23,382004
2016-08-24,381598
2016-08-25,378615
2016-08-26,378615
2016-08-28,381984
2016-08-31,384000
2016-09-01,382781
2016-09-02,382781
2016-09-03,384826
2016-09-04,391134
2016-09-05,390040
2016-09-06,395491
2016-09-07,395705
2016-09-08,396987
2016-09-09,406133
2016-09-10,397377
2016-09-11,397377
2016-09-12,397423
2016-09-13,401223
2016-09-14,409749
2016-09-15,406468
2016-09-16,412447
2016-09-17,402498
2016-09-18,393173
2016-09-19,394464
2016-09-20,397859
2016-09-21,398312
2016-09-22,401989
2016-09-23,403012
2016-09-24,403012
2016-09-25,409327
2016-09-26,409327
2016-09-27,418137
2016-09-28,425271
2016-09-29,433127
2016-09-30,447533
2016-10-01,461633
2016-10-02,461633
2016-10-03,478799
2016-10-04,490218
2016-10-05,504700
2016-10-06,503558
2016-10-07,502735
2016-10-08,495200
2016-10-09,485686
2016-10-10,483179
2016-10-11,494992
2016-10-12,505580
2016-10-13,518787
2016-10-14,532356
2016-10-15,546943
2016-10-16,555139
2016-10-17,573896
2016-10-18,568665
2016-10-19,582836
2016-10-20,583671
2016-10-21,588611
2016-10-22,588611
2016-10-23,598080
2016-10-24,599760
2016-10-25,599760
2016-10-26,596734
2016-10-27,597277
2016-10-28,586221
2016-10-29,574926
2016-10-30,554203
2016-10-31,527735
2016-11-01,527735
2016-11-02,501499
2016-11-03,485943
2016-11-04,484484
2016-11-05,484484
2016-11-06,478990
2016-11-07,474073
2016-11-08,477656
2016-11-09,478680
2016-11-10,477556
2016-11-11,474667
2016-11-12,472167
2016-11-13,453977
2016-11-14,442813
2016-12-08,467087
2016-12-09,460979
2016-12-10,454795
2016-12-11,456763
2016-12-12,452191
2016-12-13,451831
2016-12-14,456538
2016-12-15,456538
2016-12-16,451421
2016-12-17,451534
2016-12-18,448956
2016-12-19,448132
2016-12-20,460583
2016-12-21,479184
2016-12-22,484054
2016-12-23,496555
2016-12-24,511837
2016-12-25,528208
2016-12-26,541122
2016-12-27,539659
2016-12-28,544478
2016-12-29,553677
2016-12-30,554858
2016-12-31,563529
2017-01-01,556631
2017-01-02,562432
2017-01-03,560270
2017-01-04,552912
2017-01-05,535659
2017-01-06,516935
2017-01-07,498732
2017-01-08,483751
2017-01-09,469948
2017-01-10,460727
2017-01-11,464611
2017-01-12,474324
2017-01-13,477108
2017-01-14,476894
2017-01-15,475431
2017-01-16,479050
2017-01-17,478720
2017-01-18,475128
2017-01-19,472118
2017-01-20,470965
2017-01-21,472454
2017-01-22,470251
2017-01-27,465953
2017-01-28,475568
2017-01-29,481670
2017-01-30,475880
2017-01-31,485350
2017-02-01,486972
2017-02-02,477544
2017-02-03,482276
2017-02-04,490364
2017-02-05,496412
2017-02-06,505042
2017-02-07,519047
2017-02-08,533363
2017-02-09,546034
2017-02-10,555189
2017-02-11,550392
2017-02-12,544102
2017-02-13,546541
2017-02-14,549303
2017-02-15,547302
2017-02-16,552090
2017-02-18,552684
2017-02-19,555716
2017-02-20,550625
2017-02-21,535989
2017-02-22,521680
2017-02-23,513143
2017-02-24,506059
2017-02-25,500573
2017-02-26,499621
2017-02-27,496654
2017-02-28,488489
2017-03-01,480423
2017-03-02,467167
2017-03-03,466636
2017-03-04,458594
2017-03-05,457277
2017-03-06,460147
2017-03-07,463446
2017-03-08,463224
2017-03-09,456896
2017-03-10,454530
2017-03-11,456359
2017-03-12,453893
2017-03-13,453095
2017-03-14,453538
2017-03-15,448176
2017-03-16,448013
2017-03-17,446117
2017-03-18,446686
2017-03-19,443739
2017-03-20,436169
2017-03-21,422474
2017-03-22,425456
2017-03-23,423198
2017-03-24,411720
2017-03-25,394341
2017-03-26,386456
2017-03-27,399065
2017-03-28,401186
2017-03-29,411786
2017-03-30,413336
2017-03-31,416124
2017-04-01,425011
2017-04-02,421762
2017-04-03,415723
2017-04-04,418498
2017-04-12,409872
2017-04-13,416332
2017-04-14,417044
2017-04-15,415872
2017-04-16,425104
2017-04-17,426597
2017-04-18,425872
2017-04-19,424204
2017-04-20,414258
2017-04-21,408144
2017-04-22,412539
2017-04-23,406581
2017-04-24,409771
2017-04-25,404437
2017-04-26,400482
2017-04-27,407162
2017-04-28,406513
2017-04-29,405859
2017-04-30,404268
2017-05-01,405146
2017-05-02,404363
2017-05-03,403331
2017-05-04,402501
2017-05-05,395349
2017-05-06,394483
2017-05-07,394177
2017-05-08,393536
2017-05-09,391044
2017-05-10,391593
2017-05-11,388217
2017-05-12,390072
2017-05-13,390576
2017-05-14,384242
2017-05-15,373372
2017-05-16,362140
2017-05-17,357731
2017-05-18,357477
2017-05-19,358428
2017-05-20,356748
2017-05-21,353511
2017-05-22,353878
2017-05-23,355100
2017-05-24,353921
2017-05-25,348257
2017-05-26,335681
2017-05-27,320491
2017-05-28,312638
2017-05-29,301804
2017-05-30,294824
2017-05-31,286179
2017-06-01,277923
2017-06-02,270814
2017-06-03,266816
2017-06-06,295783
2017-06-07,306795
2017-06-08,315259
2017-06-09,311863
2017-06-10,312161
2017-06-11,301039
2017-06-12,299973
2017-06-13,292616
2017-06-14,288916
2017-06-15,291451
2017-06-16,290461
2017-06-17,298215
2017-06-18,302639
2017-06-19,302639
2017-06-20,313356
2017-06-21,321358
2017-06-22,324944
2017-06-23,320940
2017-06-24,319837
2017-06-25,319782
2017-06-26,317880
2017-06-27,315883
2017-06-28,314715
2017-06-29,313326
2017-06-30,317296
2017-07-01,316494
2017-07-02,315727
2017-07-03,315250
2017-07-04,320940
2017-07-05,320940
2017-07-06,324122
2017-07-07,332736
2017-07-08,334351
2017-07-13,357635
2017-07-14,353828
2017-07-15,350919
2017-07-16,352459
2017-07-17,355102
2017-07-18,367619
2017-07-19,365305
2017-07-20,369954
2017-07-21,378763
2017-07-22,378662
2017-07-23,372194
2017-07-24,365476
2017-07-25,366753
2017-07-26,369245
2017-07-27,372430
2017-07-28,381113
2017-07-29,383621
2017-07-30,396244
2017-07-31,396244
2017-08-01,399414
2017-08-02,396173
2017-08-03,399065
2017-08-04,408476
2017-08-05,405897
2017-08-06,415259
2017-08-09,420229
2017-08-10,418613
2017-08-11,415003
2017-08-12,416479
2017-08-13,413211
2017-08-14,411666
2017-08-15,404960
2017-08-16,395796
2017-08-17,385917
2017-08-18,374019
2017-08-19,371191
2017-08-20,372627
2017-08-21,380331
2017-08-22,382858
2017-08-23,378343
2017-08-24,375227
2017-08-25,377744
2017-08-26,371709
2017-08-27,371811
2017-08-28,364863
2017-08-29,359612
2017-08-30,355945
2017-08-31,344969
2017-09-01,347306
2017-09-02,349279
2017-09-03,345463
2017-09-04,340467
2017-09-05,332845
2017-09-06,332184
2017-09-07,334867
2017-09-08,343570
2017-09-09,348557
2017-09-10,346402
2017-09-11,344161
2017-09-12,346464
2017-09-13,343702
2017-09-14,356479
2017-09-15,367007
2017-09-16,370579
2017-09-17,373915
2017-09-18,373493
2017-09-19,369489
2017-09-20,370897
2017-09-21,378307
2017-09-22,384159
2017-09-23,386872
2017-09-24,393426
2017-09-25,384398
2017-09-26,380806
2017-09-27,383407
2017-09-28,381174
2017-09-29,386909
2017-09-30,393760
2017-10-01,393179
2017-10-02,390994
2017-10-03,386432
2017-10-04,386129
2017-10-05,384915
2017-10-06,383930
2017-10-07,381870
2017-10-08,385608
2017-10-09,384099
2017-10-10,387838
2017-10-11,391803
2017-10-12,391348
2017-10-13,386115
2017-10-14,394186
2017-10-15,404219
2017-10-16,406220
2017-10-17,407687
2017-10-18,414829
2017-10-19,416710
2017-10-20,423139
2017-10-21,425600
2017-10-22,439732
2017-10-23,437186
2017-10-24,439578
2017-10-25,441432
2017-10-26,451284
2017-10-27,451049
2017-10-28,451049
2017-10-29,437529
2017-10-30,427721
2017-10-31,418387
2017-11-01,418387
2017-11-02,407207
2017-11-03,403040
2017-11-04,398577
2017-11-05,384792
2017-11-06,373327
2017-11-07,365812
2017-11-08,355107
2017-11-09,355187
2017-11-10,350703
2017-11-11,349921
2017-11-12,354475
2017-11-13,359986
2017-11-14,355912
2017-11-15,352970
2017-11-16,348240
2017-11-17,347052
2017-11-18,350815
2017-11-19,355538
2017-11-20,365091
2017-11-21,366565
2017-11-22,373860
2017-11-23,378112
2017-11-24,386876
2017-11-25,387454
2017-11-26,376539
2017-11-27,376539
2017-11-28,368841
2017-11-29,361219
2017-11-30,360382
2017-12-01,362552
2017-12-02,370133
2017-12-03,386649
2017-12-04,378029
2017-12-05,372197
2017-12-06,384849
2017-12-07,393398
2017-12-08,396355
2017-12-09,400520
2017-12-10,399500
2017-12-11,403819
2017-12-12,399710
2017-12-13,415178
2017-12-14,413675
2017-12-15,424343
2017-12-16,434422
2017-12-17,452775
2017-12-18,461619
2017-12-19,469445
2017-12-20,465730
2017-12-21,463886
2017-12-22,468354
2017-12-23,464101
2017-12-24,467972
2017-12-25,471216
2017-12-26,473795
2017-12-27,481271
2017-12-28,477184
2017-12-29,479534
2017-12-30,475634
2017-12-31,473140
2018-01-01,457655
2018-01-02,442329
2018-01-03,431123
2018-01-04,434482
2018-01-05,426315
2018-01-06,433887
2018-01-07,435929
2018-01-08,424011
2018-01-09,407462
2018-01-10,394072
2018-01-11,384664
2018-01-12,373669
2018-01-13,378457
2018-01-14,380459
2018-01-15,377719
2018-01-16,375713
2018-01-17,368237
2018-01-18,364877
2018-01-19,358440
2018-01-20,361927
2018-01-21,362627
2018-01-22,366283
2018-01-23,366945
2018-01-24,369885
2018-01-25,375450
2018-01-26,381791
2018-01-27,382945
2018-01-28,384048
2018-01-29,385037
2018-01-30,385643
2018-02-01,385351
2018-02-02,385901
2018-02-03,391329
2018-02-04,392594
2018-02-05,397307
2018-02-06,393694
2018-02-07,390830
2018-02-08,384114
2018-02-09,379836
2018-02-10,379100
2018-02-11,379306
2018-02-12,376705
2018-02-13,371675
2018-02-14,366698
2018-02-15,364124
2018-02-16,362604
2018-02-17,363858
2018-02-18,358541
2018-02-19,355272
2018-02-20,346834
2018-02-21,338950
2018-02-22,336344
2018-02-23,343785
2018-02-24,357117
2018-02-25,361474
2018-02-26,374931
2018-02-27,379202
2018-02-28,378243
2018-03-01,383525
2018-03-02,394498
2018-03-03,391560
2018-03-04,386628
2018-03-05,384532
2018-03-06,385919
2018-03-07,387537
2018-03-08,393048
2018-03-09,389644
2018-03-10,389196
2018-03-11,388189
2018-03-12,389836
2018-03-13,393857
2018-03-14,396309
2018-03-15,407893
2018-03-16,415851
2018-03-17,428344
2018-03-18,432694
2018-03-20,429782
2018-03-21,435262
2018-03-23,435477
2018-03-24,432161
2018-03-26,420310
2018-03-27,414692
2018-03-28,410154
2018-03-29,408434
2018-03-30,404468
2018-03-31,402193
2018-04-01,395615
2018-04-02,387580
2018-04-03,385689
2018-04-04,386639
2018-04-05,393996
2018-04-06,408128
2018-04-08,413029
2018-04-09,409112
2018-04-10,405958
2018-04-11,404202
2018-04-12,397000
2018-04-13,393778
2018-04-14,389464
2018-04-16,401979
2018-04-17,411603
2018-04-18,417626
2018-04-19,412100
2018-04-20,408162
2018-04-21,401310
2018-04-22,391740
2018-04-23,384578
2018-04-24,382062
2018-04-25,384797
2018-04-26,391352
2018-04-27,397425
2018-04-28,385696
2018-04-29,380626
2018-04-30,374021
2018-05-02,384640
2018-05-03,383243
2018-05-04,380994
2018-05-05,378749
2018-05-06,374512
2018-05-07,366460
2018-05-08,363832
2018-05-09,364709
2018-05-10,359570
2018-05-11,353371
2018-05-12,351349
2018-05-13,350598
2018-05-14,347589
2018-05-15,345367
2018-05-16,345943
2018-05-17,345986
2018-05-18,347723
2018-05-19,350788
2018-05-20,358474
2018-05-21,369766
2018-05-22,367940
2018-05-23,362964
2018-05-24,363771
2018-05-25,359391
2018-05-26,360699
2018-05-27,367485
2018-05-28,368907
2018-05-29,375888
2018-05-30,388740
2018-05-31,407269
2018-06-01,400522
2018-06-02,392428
2018-06-03,378014
2018-06-04,371652
2018-06-05,371173
2018-06-06,366844
2018-06-07,359698
2018-06-08,352678
2018-06-09,345346
2018-06-10,343934
2018-06-11,337080
2018-06-12,332897
2018-06-13,325408
2018-06-14,320656
2018-06-15,327241
2018-06-16,321120
2018-06-17,310782
2018-06-18,305439
2018-06-19,311392
2018-06-20,315717
2018-06-21,319967
2018-06-22,315872
2018-06-23,323396
2018-06-24,328863
2018-06-25,332882
2018-06-26,338842
2018-06-27,341383
2018-06-28,339528
2018-06-29,343808
2018-06-30,343997
2018-07-01,344759
2018-07-02,351839
2018-07-03,347940
2018-07-04,347107
2018-07-05,341583
2018-07-06,339316
2018-07-07,341484
2018-07-08,344144
2018-07-09,351287
2018-07-10,362616
2018-07-11,363404
2018-07-12,357860
2018-07-13,366013
2018-07-14,375992
2018-07-15,383718
2018-07-16,378027
2018-07-17,379725
2018-07-18,380700
2018-07-19,387070
2018-07-20,389664
2018-07-21,393899
2018-07-22,411821
2018-07-23,425860
2018-07-24,433585
2018-07-25,430854
2018-07-26,432580
2018-07-27,434406
2018-07-28,451756
2018-07-29,465678
2018-07-30,450465
2018-07-31,455906
2018-08-01,476792
2018-08-02,487281
2018-08-03,490862
2018-08-04,483018
2018-08-05,485304
2018-08-06,481314
2018-08-07,484122
2018-08-08,492166
2018-08-09,489559
2018-08-10,482915
2018-08-11,468977
2018-08-12,461874
2018-08-14,435197
2018-08-16,401176
2018-08-17,390469
2018-08-18,392576
2018-08-19,395013
2018-08-20,402683
2018-08-21,410689
2018-08-22,416927
2018-08-23,424722
2018-08-24,433932
2018-08-25,436632
2018-08-26,440275
2018-08-27,434594
2018-08-28,445014
2018-08-29,454363
2018-08-30,445424
2018-08-31,450904
2018-09-01,454154
2018-09-02,452126
2018-09-03,451105
2018-09-04,442402
2018-09-05,441459
2018-09-06,446945
2018-09-07,443887
2018-09-08,441634
2018-09-09,446043
2018-09-10,445912
2018-09-11,444197
2018-09-12,441256
2018-09-13,441397
2018-09-14,445071
2018-09-15,447129
2018-09-16,453658
2018-09-17,457793
2018-09-18,459937
2018-09-19,468174
2018-09-20,474656
2018-09-21,464496
2018-09-22,460490
2018-09-23,453283
2018-09-24,450845
2018-09-25,444969
2018-09-26,431624
2018-09-27,417952
2018-09-28,412311
2018-09-29,413534
2018-09-30,413856
2018-10-02,434312
2018-10-03,438970
2018-10-04,441281
2018-10-05,430666
2018-10-06,412947
2018-10-07,411525
2018-10-08,405828
2018-10-09,399990
2018-10-10,395926
2018-10-11,398247
2018-10-12,398661
2018-10-13,403909
2018-10-14,410119
2018-10-15,406931
2018-10-16,412544
2018-10-17,418616
2018-10-18,421471
2018-10-19,426679
2018-10-20,435679
2018-10-21,444077
2018-10-22,453334
2018-10-23,455453
2018-10-24,458296
2018-10-25,466618
2018-10-26,474321
2018-10-27,476368
2018-10-28,464769
2018-10-29,468577
2018-10-30,460780
2018-10-31,452465
2018-11-01,456466
2018-11-03,479118
2018-11-04,494980
2018-11-05,516406
2018-11-06,521959
2018-11-07,528704
2018-11-08,539994
2018-11-09,550122
2018-11-10,573678
2018-11-11,599785
2018-11-12,623647
2018-11-13,653985
2018-11-14,686682
2018-11-15,709236
2018-11-16,721214
2018-11-17,720984
2018-11-18,721034
2018-11-19,717575
2018-11-20,705920
2018-11-21,692015
2018-11-22,671045
2018-11-23,647800
2018-11-24,626108
2018-11-25,614922
2018-11-26,602942
2018-11-27,593049
2018-11-28,579122
2018-11-29,567806
2018-12-01,570028
2018-12-02,566937
2018-12-03,564196
2018-12-04,574777
2018-12-05,566353
2018-12-09,527352
2018-12-10,522327
2018-12-11,518120
2018-12-12,513420
2018-12-13,517391
2018-12-14,525899
2018-12-15,525407
2018-12-16,511885
2018-12-17,501394
2018-12-18,492634
2018-12-19,486022
2018-12-20,478666
2018-12-21,482298
2018-12-22,492855
2018-12-23,503637
2018-12-24,507865
2018-12-25,519956
2018-12-26,523964
2018-12-27,538089
2018-12-28,532658
2018-12-29,537852
2018-12-30,530286
2018-12-31,526214
2019-01-01,523565
2019-01-02,514958
2019-01-03,508324
2019-01-04,507252
2019-01-05,508046
2019-01-06,513283
2019-01-08,498846
2019-01-10,468372
2019-01-11,452891
2019-01-12,443711
2019-01-13,425282
2019-01-14,411958
2019-01-15,408573
2019-01-16,409728
2019-01-17,407024
2019-01-18,421654
2019-01-19,430580
2019-01-20,438942
2019-01-21,444045
2019-01-22,452703
2019-01-23,451146
2019-01-24,456697
2019-01-25,450847
2019-01-26,441727
2019-01-27,433580
2019-01-28,417035
2019-01-29,403201
2019-01-30,395111
2019-01-31,396333
2019-02-01,403911
2019-02-02,405016
2019-02-03,402182
2019-02-04,395047
2019-02-05,389569
2019-02-06,387384
2019-02-07,379387
2019-02-08,379488
2019-02-09,382558
2019-02-10,393317
2019-02-11,390896
2019-02-12,385001
2019-02-13,380962
2019-02-14,375580
2019-02-15,377906
2019-02-16,382326
2019-02-17,384975
2019-02-18,389607
2019-02-19,392307
2019-02-20,390070
2019-02-21,388911
2019-02-22,386213
2019-02-23,385407
2019-02-24,380720
2019-02-25,374766
2019-02-26,380285
2019-02-27,381266
2019-02-28,383602
2019-03-01,383196
2019-03-02,386784
2019-03-03,384743
2019-03-04,384800
2019-03-05,385846
2019-03-06,387060
2019-03-07,388641
2019-03-08,386033
2019-03-09,388866
2019-03-10,399681
2019-03-11,397966
2019-03-12,399346
2019-03-13,396922
2019-03-14,393986
2019-03-15,389853
2019-03-16,385199
2019-03-17,380454
2019-03-18,372369
2019-03-19,379882
2019-03-20,385803
2019-03-21,400079
2019-03-22,394034
2019-03-23,391190
2019-03-24,385213
2019-03-25,383357
2019-03-26,379633
2019-03-27,387725
2019-03-28,386005
2019-03-29,386473
2019-03-30,393574
2019-03-31,395396
2019-04-01,401445
2019-04-02,397399
2019-04-03,395185
2019-04-04,396653
2019-04-05,406418
2019-04-06,414007
2019-04-07,414098
2019-04-08,422696
2019-04-09,425312
