date_obj,Adamant%20full%20helm%20(g) price
2016-02-23,25818
2016-02-24,25001
2016-02-25,25001
2016-02-26,25001
2016-02-27,24448
2016-02-28,24448
2016-02-29,24448
2016-03-01,23846
2016-03-02,23846
2016-03-03,23846
2016-03-04,23761
2016-03-05,23761
2016-03-06,24383
2016-03-07,24383
2016-03-08,24383
2016-03-09,24383
2016-03-10,25012
2016-03-11,25012
2016-03-12,25012
2016-03-13,25012
2016-03-14,25553
2016-03-15,25553
2016-03-16,25553
2016-03-17,26773
2016-03-18,26773
2016-03-19,26773
2016-03-20,26951
2016-03-21,26951
2016-03-22,26951
2016-03-23,26416
2016-03-24,26416
2016-03-25,26416
2016-03-26,26040
2016-03-27,26040
2016-03-28,26040
2016-03-29,25361
2016-03-30,25361
2016-03-31,25361
2016-04-01,25361
2016-04-02,25558
2016-04-03,25558
2016-04-04,25558
2016-04-05,25855
2016-04-06,25855
2016-04-07,25855
2016-04-08,26396
2016-04-09,26396
2016-04-10,26671
2016-04-11,26671
2016-04-12,26671
2016-04-13,26671
2016-04-14,26583
2016-04-15,26583
2016-04-16,26583
2016-04-17,27014
2016-04-18,27014
2016-04-19,27014
2016-04-20,27367
2016-04-21,27367
2016-04-22,27367
2016-04-23,27367
2016-04-24,27419
2016-04-25,27419
2016-04-26,27173
2016-04-27,27173
2016-04-28,27173
2016-04-29,26760
2016-04-30,26760
2016-05-01,26760
2016-05-02,27192
2016-05-03,27192
2016-05-04,27192
2016-05-05,27548
2016-05-06,27548
2016-05-07,27548
2016-05-08,27244
2016-05-09,27244
2016-05-10,27156
2016-05-11,27156
2016-05-12,27156
2016-05-13,26798
2016-05-14,26798
2016-05-15,27020
2016-05-16,27020
2016-05-17,27020
2016-05-18,27278
2016-05-19,27278
2016-05-21,27583
2016-05-22,27583
2016-05-23,27986
2016-05-24,27986
2016-05-25,27811
2016-05-26,27811
2016-05-27,27837
2016-05-28,27837
2016-05-29,27571
2016-05-30,27571
2016-05-31,27571
2016-06-01,27286
2016-06-02,27286
2016-06-03,27286
2016-06-04,28116
2016-06-05,28116
2016-06-06,28960
2016-06-07,28960
2016-06-08,28960
2016-06-09,29448
2016-06-10,29448
2016-06-11,30063
2016-06-12,30063
2016-06-13,30414
2016-06-14,30414
2016-06-15,30414
2016-06-16,30752
2016-06-17,30752
2016-06-18,30752
2016-06-19,31351
2016-06-20,31351
2016-06-21,31351
2016-06-22,31721
2016-06-23,31721
2016-06-24,31721
2016-06-25,31826
2016-06-26,31826
2016-06-27,31826
2016-06-28,32350
2016-06-29,32350
2016-06-30,32350
2016-07-01,32277
2016-07-02,32277
2016-07-03,32277
2016-07-04,30954
2016-07-05,30954
2016-07-06,29965
2016-07-07,29965
2016-07-08,29965
2016-07-09,28770
2016-07-10,28770
2016-07-11,27553
2016-07-12,27553
2016-07-13,27553
2016-07-14,26733
2016-07-15,26733
2016-07-16,26288
2016-07-17,26288
2016-07-18,25056
2016-07-23,22889
2016-07-24,22889
2016-07-25,22167
2016-07-26,22167
2016-07-27,22167
2016-07-28,21191
2016-07-29,21191
2016-07-30,20550
2016-07-31,20550
2016-08-01,20550
2016-08-02,20118
2016-08-03,20118
2016-08-04,20118
2016-08-05,19349
2016-08-06,19349
2016-08-07,18426
2016-08-08,18426
2016-08-09,18426
2016-08-10,17504
2016-08-11,17504
2016-08-12,17504
2016-08-13,16708
2016-08-14,16708
2016-08-15,15912
2016-08-16,15912
2016-08-17,15912
2016-08-18,15383
2016-08-19,15383
2016-08-20,14685
2016-08-21,14685
2016-08-22,14685
2016-08-23,14197
2016-08-24,14197
2016-08-25,14197
2016-08-26,13999
2016-08-28,13364
2016-08-31,13589
2016-09-01,14119
2016-09-02,14119
2016-09-03,14119
2016-09-04,14315
2016-09-05,14315
2016-09-06,14315
2016-09-07,14348
2016-09-08,14348
2016-09-09,14348
2016-09-10,13686
2016-09-11,13686
2016-09-12,13686
2016-09-13,13765
2016-09-14,13765
2016-09-15,13765
2016-09-16,13765
2016-09-17,13601
2016-09-18,13601
2016-09-19,13601
2016-09-20,13889
2016-09-21,13889
2016-09-22,13889
2016-09-23,13915
2016-09-24,13915
2016-09-25,13915
2016-09-26,13915
2016-09-27,13850
2016-09-28,13850
2016-09-29,13850
2016-09-30,14047
2016-10-01,14047
2016-10-02,14047
2016-10-03,14047
2016-10-04,14295
2016-10-05,14295
2016-10-06,14295
2016-10-07,14290
2016-10-08,14290
2016-10-09,14290
2016-10-10,14174
2016-10-11,14174
2016-10-12,14174
2016-10-13,14776
2016-10-14,14776
2016-10-15,14776
2016-10-16,15295
2016-10-17,15295
2016-10-18,15295
2016-10-19,15639
2016-10-20,15639
2016-10-21,15639
2016-10-22,15639
2016-10-23,15287
2016-10-24,15287
2016-10-25,15287
2016-10-26,15821
2016-10-27,15821
2016-10-28,15821
2016-10-29,16313
2016-10-30,16313
2016-10-31,16313
2016-11-01,17005
2016-11-02,17005
2016-11-03,17005
2016-11-04,17839
2016-11-05,17839
2016-11-06,17839
2016-11-07,18487
2016-11-08,18487
2016-11-09,18487
2016-11-10,19324
2016-11-11,19324
2016-11-12,19324
2016-11-13,19896
2016-11-14,19896
2016-11-15,19896
2016-12-07,28113
2016-12-08,29513
2016-12-09,29513
2016-12-10,29513
2016-12-11,30842
2016-12-12,30842
2016-12-13,30842
2016-12-14,32031
2016-12-15,32031
2016-12-16,32031
2016-12-17,33466
2016-12-18,33466
2016-12-19,33466
2016-12-20,34824
2016-12-21,34824
2016-12-22,34824
2016-12-23,36309
2016-12-24,36309
2016-12-25,36309
2016-12-26,37163
2016-12-27,37163
2016-12-28,37163
2016-12-29,36500
2016-12-30,36500
2016-12-31,36500
2017-01-01,34825
2017-01-02,34825
2017-01-03,33310
2017-01-04,33310
2017-01-05,31749
2017-01-06,31749
2017-01-07,30265
2017-01-08,30265
2017-01-09,28751
2017-01-10,28751
2017-01-11,27382
2017-01-12,27382
2017-01-13,26144
2017-01-14,26144
2017-01-15,25117
2017-01-16,25117
2017-01-17,24245
2017-01-18,24245
2017-01-19,23461
2017-01-20,23461
2017-01-21,22871
2017-01-22,22871
2017-01-23,22810
2017-01-27,22000
2017-01-28,21021
2017-01-29,21021
2017-01-30,21021
2017-01-31,20530
2017-02-01,20530
2017-02-02,19737
2017-02-03,19737
2017-02-04,18911
2017-02-05,18911
2017-02-06,18978
2017-02-07,18978
2017-02-08,19396
2017-02-09,19396
2017-02-10,18786
2017-02-11,18786
2017-02-12,18106
2017-02-13,18106
2017-02-14,17463
2017-02-15,17463
2017-02-16,17012
2017-02-17,17012
2017-02-18,17012
2017-02-19,16498
2017-02-20,16498
2017-02-21,16969
2017-02-22,16969
2017-02-23,16969
2017-02-24,17236
2017-02-25,17236
2017-02-26,16570
2017-02-27,16570
2017-02-28,15871
2017-03-01,15871
2017-03-02,15549
2017-03-03,15549
2017-03-04,14997
2017-03-05,14997
2017-03-06,14412
2017-03-07,14412
2017-03-08,14031
2017-03-09,14031
2017-03-10,13943
2017-03-11,13943
2017-03-12,14108
2017-03-13,14108
2017-03-14,14408
2017-03-15,14408
2017-03-16,14902
2017-03-17,14902
2017-03-18,14902
2017-03-19,15365
2017-03-20,15365
2017-03-21,16074
2017-03-22,16074
2017-03-23,16739
2017-03-24,16739
2017-03-25,16764
2017-03-26,16764
2017-03-27,16138
2017-03-28,16138
2017-03-29,15705
2017-03-30,15705
2017-03-31,15202
2017-04-01,15202
2017-04-02,15202
2017-04-03,14953
2017-04-04,14953
2017-04-05,14953
2017-04-12,12728
2017-04-13,12220
2017-04-14,12220
2017-04-15,11810
2017-04-16,11810
2017-04-17,11384
2017-04-18,11384
2017-04-19,11186
2017-04-20,11186
2017-04-21,11310
2017-04-22,11310
2017-04-23,11849
2017-04-24,11849
2017-04-25,11977
2017-04-26,11977
2017-04-27,11977
2017-04-28,11784
2017-04-29,11784
2017-04-30,11194
2017-05-01,11194
2017-05-02,10900
2017-05-03,10900
2017-05-04,10530
2017-05-05,10530
2017-05-06,10256
2017-05-07,10256
2017-05-08,10476
2017-05-09,10592
2017-05-10,10592
2017-05-11,10592
2017-05-12,10580
2017-05-13,10580
2017-05-14,10357
2017-05-15,10357
2017-05-16,10612
2017-05-17,10612
2017-05-18,11010
2017-05-19,11010
2017-05-20,11420
2017-05-21,11420
2017-05-22,11420
2017-05-23,11969
2017-05-24,11969
2017-05-25,12540
2017-05-26,12540
2017-05-27,13167
2017-05-28,13167
2017-05-29,13745
2017-05-30,13745
2017-05-31,14267
2017-06-01,14267
2017-06-02,14903
2017-06-03,14903
2017-06-04,15373
2017-06-05,15373
2017-06-06,16031
2017-06-07,16031
2017-06-08,16031
2017-06-09,16617
2017-06-10,16617
2017-06-11,17220
2017-06-12,17220
2017-06-13,17795
2017-06-14,17795
2017-06-15,18360
2017-06-16,18360
2017-06-17,18360
2017-06-18,18820
2017-06-19,18820
2017-06-20,19580
2017-06-21,19580
2017-06-22,19580
2017-06-23,20409
2017-06-24,20409
2017-06-25,21068
2017-06-26,21068
2017-06-27,21262
2017-06-28,21262
2017-06-29,21020
2017-06-30,21020
2017-07-01,21020
2017-07-02,20368
2017-07-03,20368
2017-07-04,19399
2017-07-05,19399
2017-07-06,19399
2017-07-07,18869
2017-07-08,18869
2017-07-09,18234
2017-07-13,17582
2017-07-14,17220
2017-07-15,17220
2017-07-16,17220
2017-07-17,17218
2017-07-18,17218
2017-07-19,17331
2017-07-20,17331
2017-07-21,17106
2017-07-22,17106
2017-07-23,16986
2017-07-24,16986
2017-07-25,17521
2017-07-26,17521
2017-07-27,18275
2017-07-28,18275
2017-07-29,18275
2017-07-30,18881
2017-07-31,18881
2017-08-01,18881
2017-08-02,19202
2017-08-03,19202
2017-08-04,19202
2017-08-05,19706
2017-08-06,19706
2017-08-07,19706
2017-08-08,20041
2017-08-09,20041
2017-08-10,19981
2017-08-11,19981
2017-08-12,19518
2017-08-13,19518
2017-08-14,19518
2017-08-15,19322
2017-08-16,19322
2017-08-17,19641
2017-08-18,19641
2017-08-19,19641
2017-08-20,19131
2017-08-21,19131
2017-08-22,18915
2017-08-23,18915
2017-08-24,18915
2017-08-25,18180
2017-08-26,18180
2017-08-27,17468
2017-08-28,17468
2017-08-29,17468
2017-08-30,17165
2017-08-31,17165
2017-09-01,17165
2017-09-02,16884
2017-09-03,16884
2017-09-04,16884
2017-09-05,16691
2017-09-06,16691
2017-09-07,16616
2017-09-08,16616
2017-09-09,16774
2017-09-10,16774
2017-09-11,16800
2017-09-12,16800
2017-09-13,17137
2017-09-14,17137
2017-09-15,17600
2017-09-16,17600
2017-09-17,17853
2017-09-18,17853
2017-09-19,17853
2017-09-20,18069
2017-09-21,18069
2017-09-22,17650
2017-09-23,17650
2017-09-24,17650
2017-09-25,17757
2017-09-26,17757
2017-09-27,17757
2017-09-28,18067
2017-09-29,18067
2017-09-30,18428
2017-10-01,18428
2017-10-02,18525
2017-10-03,18525
2017-10-04,18525
2017-10-05,18897
2017-10-06,18897
2017-10-07,19126
2017-10-08,19126
2017-10-09,19126
2017-10-10,19241
2017-10-11,19241
2017-10-12,18933
2017-10-13,18933
2017-10-14,18602
2017-10-15,18602
2017-10-16,18180
2017-10-17,18180
2017-10-18,17597
2017-10-19,17597
2017-10-20,17597
2017-10-21,17107
2017-10-22,17107
2017-10-23,16733
2017-10-24,16733
2017-10-25,16071
2017-10-26,16071
2017-10-27,15433
2017-10-28,15433
2017-10-29,14801
2017-10-30,14801
2017-10-31,14845
2017-11-01,14845
2017-11-02,14705
2017-11-03,14705
2017-11-04,14328
2017-11-05,14328
2017-11-06,14498
2017-11-07,14498
2017-11-08,14582
2017-11-09,14582
2017-11-10,14318
2017-11-11,14318
2017-11-12,14159
2017-11-13,14159
2017-11-14,14129
2017-11-15,14129
2017-11-16,14317
2017-11-17,14317
2017-11-18,13974
2017-11-19,13974
2017-11-20,13920
2017-11-21,13920
2017-11-22,13728
2017-11-23,13728
2017-11-24,13543
2017-11-25,13543
2017-11-26,13334
2017-11-27,13334
2017-11-28,13124
2017-11-29,13124
2017-11-30,13182
2017-12-01,13421
2017-12-02,13421
2017-12-03,13668
2017-12-04,13668
2017-12-05,13843
2017-12-06,13843
2017-12-07,13888
2017-12-08,13888
2017-12-09,13619
2017-12-10,13386
2017-12-11,13386
2017-12-12,13291
2017-12-13,13291
2017-12-14,13140
2017-12-15,13140
2017-12-16,12860
2017-12-17,12860
2017-12-18,12818
2017-12-19,12818
2017-12-20,12340
2017-12-21,12071
2017-12-22,12071
2017-12-23,12125
2017-12-24,12125
2017-12-25,12033
2017-12-26,12033
2017-12-27,12087
2017-12-28,12087
2017-12-29,11987
2017-12-30,11864
2017-12-31,11864
2018-01-01,11521
2018-01-02,11521
2018-01-03,11439
2018-01-04,11439
2018-01-05,11720
2018-01-06,11720
2018-01-07,12167
2018-01-08,12167
2018-01-09,12773
2018-01-10,12773
2018-01-11,13213
2018-01-12,13213
2018-01-13,13707
2018-01-14,13707
2018-01-15,14106
2018-01-16,14358
2018-01-17,14358
2018-01-18,14693
2018-01-19,14693
2018-01-20,14995
2018-01-21,14995
2018-01-22,15111
2018-01-23,15270
2018-01-24,15484
2018-01-25,15414
2018-01-26,15276
2018-01-27,14870
2018-01-28,15092
2018-01-29,14844
2018-01-30,15006
2018-01-31,14730
2018-02-01,14730
2018-02-02,14943
2018-02-03,15051
2018-02-04,15133
2018-02-05,15337
2018-02-06,15511
2018-02-07,15626
2018-02-08,15626
2018-02-09,16068
2018-02-10,16068
2018-02-11,16233
2018-02-12,16197
2018-02-13,16155
2018-02-14,16056
2018-02-15,15586
2018-02-16,15615
2018-02-17,15142
2018-02-18,14951
2018-02-19,15185
2018-02-20,15148
2018-02-21,15264
2018-02-22,15264
2018-02-23,14901
2018-02-24,14363
2018-02-25,13888
2018-02-26,13728
2018-02-27,13994
2018-02-28,13994
2018-03-01,13710
2018-03-02,13748
2018-03-03,13277
2018-03-04,13277
2018-03-05,12908
2018-03-06,12443
2018-03-07,12017
2018-03-08,11750
2018-03-09,11489
2018-03-10,11328
2018-03-11,11132
2018-03-12,11186
2018-03-13,11042
2018-03-14,11335
2018-03-15,11267
2018-03-16,11282
2018-03-17,11329
2018-03-18,11610
2018-03-19,11636
2018-03-20,11470
2018-03-21,11213
2018-03-22,11045
2018-03-23,10720
2018-03-24,10481
2018-03-25,10408
2018-03-26,10554
2018-03-27,10952
2018-03-28,10952
2018-03-29,11019
2018-03-30,10630
2018-03-31,10258
2018-04-01,10099
2018-04-02,10004
2018-04-03,10336
2018-04-04,10348
2018-04-05,10348
2018-04-06,10346
2018-04-07,10346
2018-04-08,10249
2018-04-09,10250
2018-04-10,10183
2018-04-11,10013
2018-04-12,9982
2018-04-13,9946
2018-04-14,9764
2018-04-15,9826
2018-04-16,9826
2018-04-17,9766
2018-04-18,9798
2018-04-19,9711
2018-04-20,9716
2018-04-21,9772
2018-04-22,9772
2018-04-23,9617
2018-04-24,9727
2018-04-25,9584
2018-04-26,9584
2018-04-27,9832
2018-04-28,10068
2018-04-29,10192
2018-04-30,10297
2018-05-01,10562
2018-05-02,10706
2018-05-03,10975
2018-05-04,11287
2018-05-05,11574
2018-05-06,11574
2018-05-07,11862
2018-05-08,12146
2018-05-09,12733
2018-05-10,12945
2018-05-11,13230
2018-05-12,13369
2018-05-13,13369
2018-05-14,13289
2018-05-15,13168
2018-05-16,13141
2018-05-17,13026
2018-05-18,12996
2018-05-19,13414
2018-05-20,13846
2018-05-21,13913
2018-05-22,13913
2018-05-23,14028
2018-05-24,14220
2018-05-25,14458
2018-05-26,15048
2018-05-27,15048
2018-05-28,15364
2018-05-29,15389
2018-05-30,15006
2018-05-31,14543
2018-06-01,14278
2018-06-02,13797
2018-06-03,13590
2018-06-04,13200
2018-06-05,12880
2018-06-06,12709
2018-06-07,12709
2018-06-08,12717
2018-06-09,12717
2018-06-10,12634
2018-06-11,12682
2018-06-12,12811
2018-06-13,12740
2018-06-14,12872
2018-06-15,12597
2018-06-16,12791
2018-06-17,12725
2018-06-18,12782
2018-06-19,12776
2018-06-20,12776
2018-06-21,12824
2018-06-22,12562
2018-06-23,12562
2018-06-24,12528
2018-06-25,12328
2018-06-26,12383
2018-06-27,11995
2018-06-28,12180
2018-06-29,12130
2018-06-30,12065
2018-07-01,12202
2018-07-02,12202
2018-07-03,12309
2018-07-04,12447
2018-07-05,12447
2018-07-06,12637
2018-07-07,12784
2018-07-08,12981
2018-07-09,13073
2018-07-10,13345
2018-07-11,13488
2018-07-12,13967
2018-07-13,14042
2018-07-14,14060
2018-07-15,14301
2018-07-16,14547
2018-07-17,14837
2018-07-18,15085
2018-07-19,15027
2018-07-20,15166
2018-07-21,15334
2018-07-22,15397
2018-07-23,15715
2018-07-24,15721
2018-07-25,15706
2018-07-26,16014
2018-07-27,16423
2018-07-28,16632
2018-07-29,16748
2018-07-30,16597
2018-07-31,16733
2018-08-01,16733
2018-08-02,17290
2018-08-03,17861
2018-08-04,18081
2018-08-05,18246
2018-08-06,18445
2018-08-07,18687
2018-08-08,19037
2018-08-09,19330
2018-08-10,19270
2018-08-11,19073
2018-08-12,18971
2018-08-14,19003
2018-08-16,18216
2018-08-17,18014
2018-08-18,18004
2018-08-19,17705
2018-08-20,17598
2018-08-21,17331
2018-08-22,17420
2018-08-23,17352
2018-08-24,17264
2018-08-25,16874
2018-08-26,16796
2018-08-27,16274
2018-08-28,16127
2018-08-29,16161
2018-08-30,15810
2018-08-31,15831
2018-09-01,16145
2018-09-02,16397
2018-09-03,15998
2018-09-04,15823
2018-09-05,15715
2018-09-06,15715
2018-09-07,16120
2018-09-08,16412
2018-09-09,16284
2018-09-10,16471
2018-09-11,16525
2018-09-12,16817
2018-09-13,16681
2018-09-14,16730
2018-09-15,16974
2018-09-16,17254
2018-09-17,17557
2018-09-18,17751
2018-09-19,18079
2018-09-20,18473
2018-09-21,18945
2018-09-22,19218
2018-09-23,19905
2018-09-24,20485
2018-09-25,21015
2018-09-26,21756
2018-09-27,21863
2018-09-28,22957
2018-09-29,23879
2018-09-30,24236
2018-10-01,24620
2018-10-02,25486
2018-10-03,25974
2018-10-04,25974
2018-10-05,25812
2018-10-06,25894
2018-10-07,26365
2018-10-08,26146
2018-10-09,26309
2018-10-10,26181
2018-10-11,25868
2018-10-12,26180
2018-10-13,26106
2018-10-14,26325
2018-10-15,26937
2018-10-16,27077
2018-10-17,27501
2018-10-18,28140
2018-10-19,28486
2018-10-20,28486
2018-10-21,28591
2018-10-22,29111
2018-10-23,29126
2018-10-24,29199
2018-10-25,27794
2018-10-26,26404
2018-10-27,25087
2018-10-28,23985
2018-10-29,23450
2018-10-30,23128
2018-10-31,23125
2018-11-01,23097
2018-11-03,24115
2018-11-04,25180
2018-11-05,26231
2018-11-06,27529
2018-11-07,28906
2018-11-08,30256
2018-11-09,31769
2018-11-10,33358
2018-11-11,35026
2018-11-12,36778
2018-11-13,38617
2018-11-14,40548
2018-11-15,42576
2018-11-16,44679
2018-11-17,46913
2018-11-18,49259
2018-11-19,51722
2018-11-20,54210
2018-11-21,55418
2018-11-22,56440
2018-11-23,58678
2018-11-24,60138
2018-11-25,61718
2018-11-26,63620
2018-11-27,63708
2018-11-28,63017
2018-11-29,63023
2018-12-01,63310
2018-12-02,63265
2018-12-03,63959
2018-12-04,62314
2018-12-05,61705
2018-12-07,58837
2018-12-09,54707
2018-12-10,52574
2018-12-11,50818
2018-12-12,48828
2018-12-13,47411
2018-12-14,45502
2018-12-15,43413
2018-12-16,41923
2018-12-17,40442
2018-12-18,38775
2018-12-19,37854
2018-12-20,36277
2018-12-21,34794
2018-12-22,33768
2018-12-23,32804
2018-12-24,31913
2018-12-25,31365
2018-12-26,30714
2018-12-27,30970
2018-12-28,31115
2018-12-29,31628
2018-12-30,32087
2018-12-31,31755
2019-01-01,31268
2019-01-02,31419
2019-01-03,30769
2019-01-04,30004
2019-01-05,29327
2019-01-06,28775
2019-01-08,26954
2019-01-10,24927
2019-01-11,24454
2019-01-12,23950
2019-01-13,23491
2019-01-14,23647
2019-01-15,23796
2019-01-16,23565
2019-01-17,23494
2019-01-18,22764
2019-01-19,22020
2019-01-20,21157
2019-01-21,20462
2019-01-22,20026
2019-01-23,19741
2019-01-24,19809
2019-01-25,19118
2019-01-26,18381
2019-01-27,18113
2019-01-28,17696
2019-01-29,17631
2019-01-30,17052
2019-01-31,16570
2019-02-01,16143
2019-02-02,15915
2019-02-03,15520
2019-02-04,15275
2019-02-05,15072
2019-02-06,14885
2019-02-07,14368
2019-02-08,14132
2019-02-09,14289
2019-02-10,14139
2019-02-11,13937
2019-02-12,14012
2019-02-13,13966
2019-02-14,13618
2019-02-15,13410
2019-02-16,13371
2019-02-17,13477
2019-02-18,13411
2019-02-19,13198
2019-02-20,12879
2019-02-21,12642
2019-02-22,12484
2019-02-23,12744
2019-02-24,12927
2019-02-25,13010
2019-02-26,12755
2019-02-27,12338
2019-02-28,12095
2019-03-01,11899
2019-03-02,11693
2019-03-03,11618
2019-03-04,11672
2019-03-05,11596
2019-03-06,11475
2019-03-07,11430
2019-03-08,11430
2019-03-09,11384
2019-03-10,11460
2019-03-11,11179
2019-03-12,11191
2019-03-13,11176
2019-03-14,11256
