date_obj,Samurai%20shirt price
2016-12-26,2302492
2016-12-27,2302492
2016-12-28,2302492
2016-12-29,2302492
2016-12-30,2188747
2016-12-31,2188747
2017-01-01,2188747
2017-01-02,2188747
2017-01-03,2080187
2017-01-04,2080187
2017-01-05,2080187
2017-01-06,2080187
2017-01-07,1978780
2017-01-08,1978780
2017-01-09,1978780
2017-01-10,1978780
2017-01-11,1882408
2017-01-12,1882408
2017-01-13,1882408
2017-01-14,1882408
2017-01-15,1790169
2017-01-16,1790169
2017-01-17,1790169
2017-01-18,1701512
2017-01-19,1701512
2017-01-20,1701512
2017-01-21,1617078
2017-01-22,1617078
2017-01-27,1537783
2017-01-28,1537783
2017-01-29,1460893
2017-01-30,1460893
2017-01-31,1460893
2017-02-01,1460893
2017-02-02,1460893
2017-02-03,1388448
2017-02-04,1388448
2017-02-05,1388448
2017-02-06,1388448
2017-02-07,1319699
2017-02-08,1319699
2017-02-09,1319699
2017-02-10,1319699
2017-02-11,1255192
2017-02-12,1255192
2017-02-13,1255192
2017-02-14,1255192
2017-02-15,1193702
2017-02-16,1193702
2017-02-18,1193702
2017-02-19,1135307
2017-02-20,1135307
2017-02-21,1135307
2017-02-22,1135307
2017-02-23,1135307
2017-02-24,1079254
2017-02-25,1079254
2017-02-26,1079254
2017-02-27,1079254
2017-02-28,1025291
2017-03-01,1025291
2017-03-02,1025291
2017-03-03,1025291
2017-03-04,975152
2017-03-05,975152
2017-03-06,975152
2017-03-07,975152
2017-03-08,927204
2017-03-09,927204
2017-03-10,927204
2017-03-11,881562
2017-03-12,881562
2017-03-13,881562
2017-03-14,881562
2017-03-15,838636
2017-03-16,838636
2017-03-17,838636
2017-03-18,838636
2017-03-19,797472
2017-03-20,797472
2017-03-21,797472
2017-03-22,797472
2017-03-23,757984
2017-03-24,757984
2017-03-25,757984
2017-03-26,757984
2017-03-27,720815
2017-03-28,720815
2017-03-29,720815
2017-03-30,720815
2017-03-31,686023
2017-04-01,686023
2017-04-02,686023
2017-04-03,653240
2017-04-04,653240
2017-04-12,259800
2017-04-13,259800
2017-04-14,259800
2017-04-15,247303
2017-04-16,247303
2017-04-17,247303
2017-04-18,247303
2017-04-19,237383
2017-04-20,237383
2017-04-21,237383
2017-04-22,237383
2017-04-23,227881
2017-04-24,227881
2017-04-25,227881
2017-04-26,227881
2017-04-27,218401
2017-04-28,218401
2017-04-29,218401
2017-04-30,218401
2017-05-01,208890
2017-05-02,208890
2017-05-03,208890
2017-05-04,199308
2017-05-05,199308
2017-05-06,199308
2017-05-07,199308
2017-05-08,191345
2017-05-09,191345
2017-05-10,191345
2017-05-11,191345
2017-05-12,182759
2017-05-13,182759
2017-05-14,182759
2017-05-15,182759
2017-05-16,177948
2017-05-17,177948
2017-05-18,177948
2017-05-19,177948
2017-05-20,170549
2017-05-21,170549
2017-05-22,170549
2017-05-23,170549
2017-05-24,162975
2017-05-25,162975
2017-05-26,162975
2017-05-27,162975
2017-05-28,155928
2017-05-29,155928
2017-05-30,155928
2017-05-31,156128
2017-06-01,156128
2017-06-02,156128
2017-06-03,156128
2017-06-06,158255
2017-06-07,161801
2017-06-08,161801
2017-06-09,161801
2017-06-10,161801
2017-06-11,161365
2017-06-12,161365
2017-06-13,161365
2017-06-14,161365
2017-06-15,161471
2017-06-16,161471
2017-06-17,161471
2017-06-18,161471
2017-06-19,161471
2017-06-20,155052
2017-06-21,155052
2017-06-22,155052
2017-06-23,155052
2017-06-24,155052
2017-06-25,151773
2017-06-26,151773
2017-06-27,151773
2017-06-28,151773
2017-06-29,148147
2017-06-30,148147
2017-07-01,148147
2017-07-02,148147
2017-07-03,148147
2017-07-04,142816
2017-07-05,142816
2017-07-06,142816
2017-07-07,142816
2017-07-08,140498
2017-07-13,144577
2017-07-14,144577
2017-07-15,144577
2017-07-16,144577
2017-07-17,149370
2017-07-18,149370
2017-07-19,149370
2017-07-20,149370
2017-07-21,152119
2017-07-22,152119
2017-07-23,152119
2017-07-24,152119
2017-07-25,152683
2017-07-26,152683
2017-07-27,152683
2017-07-28,152683
2017-07-29,156064
2017-07-30,156064
2017-07-31,156064
2017-08-01,156064
2017-08-02,154615
2017-08-03,154615
2017-08-04,154615
2017-08-05,154615
2017-08-06,147983
2017-08-09,147983
2017-08-10,142488
2017-08-11,142488
2017-08-12,142488
2017-08-13,142488
2017-08-14,142488
2017-08-15,136346
2017-08-17,136346
2017-08-18,136346
2017-08-19,140922
2017-08-20,140922
2017-08-21,140922
2017-08-22,140922
2017-08-23,142062
2017-08-24,142062
2017-08-25,142062
2017-08-26,142062
2017-08-27,140156
2017-08-28,140156
2017-08-29,140156
2017-08-30,140156
2017-08-31,140156
2017-09-01,139224
2017-09-02,139224
2017-09-03,139224
2017-09-04,139224
2017-09-05,142390
2017-09-06,142390
2017-09-07,142390
2017-09-08,142390
2017-09-09,147501
2017-09-10,147501
2017-09-11,147501
2017-09-12,147501
2017-09-13,153302
2017-09-14,153302
2017-09-15,153302
2017-09-16,153302
2017-09-17,155722
2017-09-19,155722
2017-09-20,155722
2017-09-21,155722
2017-09-22,154150
2017-09-23,154150
2017-09-24,154150
2017-09-25,154150
2017-09-26,154150
2017-09-27,147685
2017-09-28,147685
2017-09-29,147685
2017-09-30,147685
2017-10-01,141329
2017-10-02,141329
2017-10-03,141329
2017-10-04,141329
2017-10-05,141329
2017-10-06,136825
2017-10-07,136825
2017-10-08,136825
2017-10-09,136825
2017-10-10,138124
2017-10-11,138124
2017-10-12,138124
2017-10-13,138124
2017-10-14,139725
2017-10-15,139725
2017-10-16,139725
2017-10-17,139725
2017-10-18,139725
2017-10-19,136991
2017-10-20,136991
2017-10-21,136991
2017-10-22,136991
2017-10-23,136991
2017-10-24,130418
2017-10-25,130418
2017-10-26,130418
2017-10-27,130418
2017-10-28,124134
2017-10-29,124134
2017-10-30,124134
2017-10-31,124134
2017-11-01,118862
2017-11-02,118862
2017-11-03,118862
2017-11-04,118862
2017-11-05,114663
2017-11-06,114663
2017-11-07,114663
2017-11-08,114663
2017-11-09,114663
2017-11-10,111354
2017-11-11,111354
2017-11-12,111354
2017-11-13,111354
2017-11-14,111354
2017-11-15,107965
2017-11-16,107965
2017-11-17,107965
2017-11-18,107965
2017-11-19,105332
2017-11-20,105332
2017-11-21,105332
2017-11-22,105332
2017-11-23,105332
2017-11-24,101757
2017-11-25,101757
2017-11-26,101757
2017-11-27,101757
2017-11-28,97320
2017-11-29,97320
2017-11-30,97320
2017-12-01,97320
2017-12-02,94047
2017-12-03,94047
2017-12-04,94047
2017-12-05,94047
2017-12-06,90909
2017-12-07,90909
2017-12-08,90909
2017-12-09,90909
2017-12-10,89103
2017-12-11,89103
2017-12-12,89103
2017-12-13,89103
2017-12-14,89103
2017-12-15,87863
2017-12-16,87863
2017-12-17,87863
2017-12-18,87863
2017-12-19,91605
2017-12-20,91605
2017-12-21,91605
2017-12-22,95805
2017-12-23,95805
2017-12-24,95805
2017-12-25,95805
2017-12-26,100091
2017-12-27,100091
2017-12-28,100091
2017-12-29,104736
2017-12-30,104736
2017-12-31,104736
2018-01-01,104736
2018-01-02,109973
2018-01-03,109973
2018-01-04,109973
2018-01-05,112885
2018-01-06,112885
2018-01-07,112885
2018-01-08,112885
2018-01-09,113418
2018-01-11,113418
2018-01-12,113418
2018-01-13,113267
2018-01-14,113267
2018-01-15,113267
2018-01-16,113267
2018-01-17,112842
2018-01-18,112842
2018-01-19,112842
2018-01-20,112842
2018-01-21,112782
2018-01-22,112782
2018-01-23,112782
2018-01-24,116375
2018-01-25,116375
2018-01-26,121894
2018-01-27,121894
2018-01-28,127452
2018-01-29,127452
2018-01-30,133825
2018-02-01,140292
2018-02-02,140292
2018-02-03,145688
2018-02-04,145688
2018-02-05,141978
2018-02-06,141978
2018-02-07,136765
2018-02-08,136765
2018-02-09,136709
2018-02-10,136709
2018-02-11,136868
2018-02-12,136868
2018-02-13,135069
2018-02-14,135069
2018-02-15,141088
2018-02-16,141088
2018-02-17,147831
2018-02-18,147831
2018-02-19,155223
2018-02-20,155223
2018-02-21,162985
2018-02-22,162985
2018-02-23,171135
2018-02-24,171135
2018-02-25,179692
2018-02-26,179692
2018-02-27,188677
2018-02-28,188677
2018-03-01,197806
2018-03-02,199271
2018-03-03,199271
2018-03-04,199271
2018-03-05,194960
2018-03-06,194960
2018-03-07,196380
2018-03-08,196380
2018-03-09,200400
2018-03-10,200400
2018-03-11,201037
2018-03-12,201037
2018-03-13,202678
2018-03-14,202678
2018-03-15,197596
2018-03-16,197596
2018-03-17,190581
2018-03-18,190581
2018-03-19,190581
2018-03-20,181861
2018-03-21,181861
2018-03-23,175157
2018-03-24,170815
2018-03-26,169110
2018-03-27,165641
2018-03-28,165641
2018-03-29,160852
2018-03-30,160852
2018-03-31,156888
2018-04-01,156888
2018-04-02,162457
2018-04-03,162457
2018-04-04,170580
2018-04-05,170580
2018-04-06,179109
2018-04-08,186448
2018-04-09,186448
2018-04-10,191284
2018-04-11,191284
2018-04-12,195806
2018-04-13,195806
2018-04-14,195806
2018-04-15,197699
2018-04-16,197699
2018-04-17,207524
2018-04-18,207524
2018-04-19,216423
2018-04-20,216423
2018-04-21,227245
2018-04-22,227245
2018-04-23,235949
2018-04-24,235949
2018-04-25,247320
2018-04-26,247320
2018-04-27,247320
2018-04-28,249352
2018-04-29,249352
2018-04-30,242016
2018-05-01,242016
2018-05-02,232714
2018-05-03,232714
2018-05-04,232714
2018-05-05,221078
2018-05-06,221078
2018-05-07,210268
2018-05-08,210268
2018-05-09,201010
2018-05-10,201010
2018-05-11,195999
2018-05-12,195999
2018-05-13,188202
2018-05-14,188202
2018-05-15,180677
2018-05-16,180677
2018-05-17,174506
2018-05-18,174506
2018-05-19,168329
2018-05-20,168329
2018-05-21,166556
2018-05-22,166556
2018-05-23,162926
2018-05-24,162926
2018-05-25,162926
2018-05-26,163767
2018-05-27,163767
2018-05-28,167580
2018-05-29,167580
2018-05-30,170048
2018-05-31,170048
2018-06-01,174137
2018-06-02,174137
2018-06-03,174743
2018-06-04,174743
2018-06-05,174412
2018-06-06,174412
2018-06-07,173400
2018-06-08,173400
2018-06-09,164869
2018-06-10,164869
2018-06-11,159368
2018-06-12,159368
2018-06-13,153842
2018-06-14,153842
2018-06-15,147676
2018-06-16,147676
2018-06-17,142791
2018-06-18,142791
2018-06-19,135905
2018-06-20,135905
2018-06-21,129130
2018-06-22,124987
2018-06-23,124987
2018-06-24,124308
2018-06-25,124308
2018-06-26,127356
2018-06-27,127356
2018-06-28,131042
2018-06-29,131042
2018-06-30,137224
2018-07-01,137224
2018-07-02,143801
2018-07-03,143801
2018-07-04,149545
2018-07-05,149545
2018-07-06,148624
2018-07-07,148624
2018-07-08,148343
2018-07-09,148343
2018-07-10,145385
2018-07-11,145385
2018-07-12,145385
2018-07-13,140753
2018-07-14,136849
2018-07-15,136849
2018-07-16,134745
2018-07-17,134187
2018-07-18,134187
2018-07-19,130947
2018-07-20,130947
2018-07-21,127857
2018-07-22,127857
2018-07-23,130908
2018-07-24,130908
2018-07-25,131082
2018-07-26,131082
2018-07-27,130256
2018-07-28,130256
2018-07-29,129314
2018-07-30,129314
2018-07-31,128604
2018-08-01,128604
2018-08-02,128111
2018-08-03,128111
2018-08-04,130112
2018-08-05,130112
2018-08-06,130318
2018-08-07,130318
2018-08-08,127926
2018-08-09,127926
2018-08-10,129387
2018-08-11,129387
2018-08-12,133603
2018-08-14,138830
2018-08-16,142573
2018-08-17,143404
2018-08-18,143404
2018-08-19,146921
2018-08-20,149233
2018-08-21,149233
2018-08-22,147111
2018-08-23,147111
2018-08-24,146637
2018-08-25,144778
2018-08-26,144778
2018-08-27,144235
2018-08-28,145369
2018-08-29,145369
2018-08-30,152638
2018-08-31,152638
2018-09-01,160270
2018-09-02,160270
2018-09-03,168252
2018-09-04,176665
2018-09-05,181774
2018-09-06,181774
2018-09-07,189139
2018-09-08,195625
2018-09-09,195625
2018-09-10,201690
2018-09-11,201690
2018-09-12,204653
2018-09-13,204653
2018-09-14,206705
2018-09-15,211477
2018-09-16,211477
2018-09-17,212525
2018-09-18,212525
2018-09-19,211180
2018-09-20,211180
2018-09-21,209804
2018-09-22,208561
2018-09-23,208561
2018-09-24,209048
2018-09-25,209048
2018-09-26,208422
2018-09-27,208422
2018-09-28,208112
2018-09-29,208112
2018-09-30,214700
2018-10-02,224312
2018-10-03,234686
2018-10-04,234686
2018-10-05,245580
2018-10-06,254881
2018-10-07,254881
2018-10-08,258773
2018-10-09,258773
2018-10-10,267057
2018-10-11,267057
2018-10-12,275372
2018-10-13,275372
2018-10-14,284083
2018-10-15,284083
2018-10-16,294516
2018-10-17,294516
2018-10-18,303050
2018-10-19,303050
2018-10-20,308438
2018-10-21,308438
2018-10-22,310569
2018-10-23,310569
2018-10-24,315398
2018-10-25,315398
2018-10-26,310386
2018-10-27,310386
2018-10-28,297293
2018-10-29,297293
2018-10-30,284894
2018-10-31,284894
2018-11-01,271624
2018-11-03,265785
2018-11-04,254544
2018-11-05,253621
2018-11-06,256082
2018-11-07,262166
2018-11-08,268253
2018-11-09,274593
2018-11-10,282933
2018-11-11,290113
2018-11-12,299797
2018-11-13,314389
2018-11-14,327772
2018-11-15,343138
2018-11-16,358772
2018-11-17,375515
2018-11-18,386979
2018-11-19,386979
2018-11-20,402610
2018-11-21,402610
2018-11-22,413647
2018-11-23,418123
2018-11-24,415966
2018-11-25,408544
2018-11-26,408544
2018-11-27,412407
2018-11-28,429160
2018-11-29,442019
2018-12-01,441071
2018-12-02,447174
2018-12-03,447174
2018-12-04,452299
2018-12-05,463569
2018-12-07,469554
2018-12-09,479147
2018-12-10,489030
2018-12-11,489030
2018-12-12,496340
2018-12-13,478908
2018-12-14,465449
2018-12-15,447468
2018-12-16,432424
2018-12-17,432424
2018-12-18,412665
2018-12-19,395646
2018-12-20,379320
2018-12-21,361603
2018-12-22,350857
2018-12-23,336576
2018-12-24,322545
2018-12-25,322545
2018-12-26,323013
2018-12-27,322150
2018-12-28,322150
2018-12-29,320378
2018-12-30,320541
2018-12-31,323438
2019-01-01,323438
2019-01-02,319029
2019-01-03,318906
2019-01-04,318906
2019-01-05,311653
2019-01-06,303479
2019-01-08,292172
2019-01-10,267233
2019-01-11,258000
2019-01-12,245214
2019-01-13,236428
2019-01-14,224606
2019-01-15,213375
2019-01-16,206640
2019-01-17,198811
2019-01-18,191470
2019-01-19,184960
2019-01-20,181056
2019-01-21,181056
2019-01-22,175478
2019-01-23,175358
2019-01-24,176194
2019-01-25,178420
2019-01-26,178350
2019-01-27,178538
2019-01-28,174865
2019-01-29,170549
2019-01-30,166056
2019-01-31,166056
2019-02-01,160651
2019-02-02,160651
2019-02-03,155593
2019-02-04,155593
2019-02-05,150160
2019-02-06,150160
2019-02-07,147650
2019-02-08,146349
2019-02-09,146349
2019-02-10,151482
2019-02-11,158302
2019-02-12,158302
2019-02-13,165263
2019-02-14,165263
2019-02-15,172555
2019-02-16,178321
2019-02-17,177654
2019-02-18,174538
2019-02-19,173607
2019-02-20,173749
2019-02-21,175650
2019-02-22,175650
2019-02-23,174662
2019-02-24,169240
2019-02-25,163855
2019-02-26,162933
2019-02-27,162933
2019-02-28,162933
2019-03-01,168988
2019-03-02,172698
2019-03-03,174831
2019-03-04,177842
2019-03-05,181503
2019-03-06,181467
2019-03-07,181467
2019-03-08,181053
2019-03-09,183119
2019-03-10,183738
2019-03-11,183527
2019-03-12,185199
2019-03-13,185199
2019-03-14,184226
2019-03-15,184226
2019-03-16,182500
2019-03-17,176429
2019-03-18,176429
2019-03-19,173952
2019-03-20,176564
2019-03-21,177351
2019-03-22,177351
2019-03-23,179226
2019-03-24,182556
2019-03-25,182556
2019-03-26,178233
2019-03-27,178233
2019-03-28,176182
2019-03-29,175138
2019-03-30,175138
2019-03-31,169462
2019-04-01,166036
2019-04-02,166036
2019-04-03,160525
2019-04-04,157941
2019-04-05,157941
2019-04-06,156552
2019-04-07,155316
2019-04-08,155316
2019-04-09,149192
2019-04-10,149192
2019-04-11,145460
2019-04-12,141026
2019-04-13,140461
2019-04-14,139774
2019-04-15,139774
2019-04-16,140641
2019-04-17,140641
2019-04-18,140435
2019-04-19,140435
2019-04-20,136169
2019-04-21,136169
2019-04-22,134656
2019-04-23,130573
2019-04-24,130573
2019-04-25,127310
2019-04-26,124023
2019-04-27,124023
2019-04-28,122867
2019-04-29,122867
2019-04-30,121031
2019-05-01,121031
2019-05-02,118600
2019-05-03,118927
2019-05-04,120145
2019-05-05,122316
2019-05-06,122316
2019-05-07,124238
2019-05-08,124238
2019-05-09,127578
2019-05-10,130632
2019-05-11,130632
2019-05-12,136505
2019-05-13,141498
2019-05-14,147336
2019-05-15,147336
2019-05-16,152235
2019-05-17,152235
2019-05-18,156398
2019-05-19,156398
2019-05-20,159007
2019-05-21,159007
2019-05-22,158713
2019-05-23,158713
2019-05-24,161217
2019-05-25,161217
2019-05-26,167869
2019-05-27,173408
2019-05-28,173408
2019-05-29,170773
2019-05-30,170773
2019-05-31,165009
2019-06-01,158121
2019-06-02,158121
2019-06-03,150432
2019-06-04,146223
2019-06-05,147433
2019-06-06,147433
2019-06-07,147727
2019-06-08,143054
2019-06-09,141527
2019-06-10,141527
2019-06-11,143348
2019-06-12,143348
2019-06-13,147492
2019-06-14,151063
2019-06-15,151063
2019-06-16,151383
2019-06-17,151383
2019-06-18,148137
2019-06-19,148137
2019-06-20,144028
2019-06-21,144028
2019-06-22,137053
2019-06-23,130829
2019-06-24,127327
2019-06-25,127327
2019-06-26,121705
2019-06-27,116457
2019-06-28,116457
2019-06-29,111399
2019-06-30,106593
2019-07-01,106593
2019-07-02,105082
2019-07-03,103462
2019-07-04,103462
2019-07-05,100611
2019-07-06,100611
2019-07-07,99848
2019-07-08,99848
2019-07-09,97985
2019-07-10,96025
2019-07-11,96025
2019-07-12,94347
2019-07-13,94347
2019-07-14,91264
2019-07-15,91264
2019-07-16,90549
2019-07-17,92200
2019-07-18,92200
2019-07-19,91853
2019-07-20,91853
2019-07-21,93018
2019-07-22,94801
2019-07-23,93926
2019-07-24,93926
2019-07-25,93302
2019-07-26,93302
2019-07-27,94244
2019-07-28,94244
2019-07-29,95099
2019-07-30,95315
2019-07-31,95315
2019-08-01,94725
2019-08-02,94725
2019-08-03,93299
2019-08-04,93299
2019-08-05,94345
2019-08-06,94345
2019-08-07,98216
2019-08-08,98216
2019-08-09,101236
2019-08-10,103388
2019-08-11,103388
2019-08-12,107783
2019-08-13,107783
2019-08-14,113173
2019-08-15,113173
2019-08-16,118210
2019-08-17,118210
2019-08-18,123582
2019-08-19,128737
2019-08-20,128737
2019-08-21,135174
2019-08-22,141806
2019-08-23,141806
2019-08-24,148897
2019-08-24,148897
2019-08-25,148897
2019-08-25,148897
2019-08-26,156342
2019-08-26,156342
2019-08-27,156342
2019-08-27,156342
2019-08-28,164160
2019-08-29,164160
2019-08-30,170788
2019-08-31,170788
2019-09-01,171466
2019-09-02,171466
2019-09-03,170111
2019-09-04,170111
2019-09-05,163685
2019-09-06,163685
2019-09-07,158724
2019-09-08,156089
2019-09-09,156089
2019-09-10,150905
2019-09-11,150905
2019-09-12,147565
2019-09-13,147565
2019-09-14,143223
2019-09-15,143223
2019-09-16,136468
2019-09-17,136468
2019-09-18,130961
2019-09-19,130961
2019-09-20,128718
2019-09-21,124881
2019-09-22,124881
2019-09-23,120958
2019-09-24,120958
2019-09-25,115449
2019-09-26,111780
2019-09-27,111780
2019-09-28,107728
2019-09-29,107728
2019-09-30,102922
2019-10-01,101333
2019-10-02,101333
2019-10-03,99391
2019-10-04,99391
2019-10-05,98931
2019-10-06,102549
2019-10-07,102549
2019-10-08,107578
2019-10-09,107578
2019-10-10,112641
2019-10-11,112641
2019-10-12,118052
2019-10-13,123571
2019-10-14,128262
2019-10-15,128262
2019-10-16,134676
2019-10-17,134676
2019-10-18,141239
2019-10-19,144504
2019-10-20,144504
2019-10-21,144374
2019-10-22,144374
2019-10-23,142972
2019-10-24,142972
2019-10-25,142706
2019-10-26,142706
2019-10-27,136568
2019-10-28,136568
2019-10-29,130390
2019-10-30,130390
2019-10-31,125290
2019-11-01,125290
2019-11-02,120842
2019-11-03,120842
2019-11-04,117643
2019-11-05,117643
2019-11-06,117643
2019-11-07,114867
2019-11-08,114867
2019-11-09,112046
2019-11-10,107199
2019-11-11,107199
2019-11-12,104299
2019-11-13,104299
2019-11-14,99138
2019-11-15,99138
2019-11-16,94564
2019-11-17,94564
2019-11-18,93255
2019-11-19,93255
2019-11-20,89202
2019-11-21,89202
2019-11-22,90197
2019-11-23,90197
2019-11-24,91338
2019-11-25,91338
2019-11-26,95795
2019-11-27,95795
2019-11-28,98740
2019-11-29,98740
2019-11-30,103650
2019-12-01,103650
2019-12-02,107541
2019-12-03,107541
2019-12-04,107638
2019-12-05,107638
2019-12-06,107638
2019-12-07,107356
2019-12-08,107356
2019-12-09,106377
2019-12-10,106377
2019-12-11,105972
2019-12-12,105972
2019-12-13,104368
2019-12-14,104368
2019-12-15,101449
2019-12-16,101449
2019-12-17,99586
2019-12-18,99586
2019-12-19,97479
2019-12-20,97479
2019-12-21,94732
2019-12-22,93497
2019-12-23,93497
2019-12-24,90409
2019-12-25,90409
2019-12-26,89893
2019-12-27,89893
2019-12-28,92375
2019-12-29,92375
2019-12-30,91752
2019-12-31,91752
2020-01-01,92004
2020-01-02,92004
2020-01-03,90798
2020-01-04,90798
2020-01-05,91524
2020-01-06,91524
2020-01-07,92252
2020-01-08,92252
2020-01-09,95955
2020-01-10,97188
2020-01-11,100467
2020-01-12,100467
2020-01-13,103554
2020-01-14,103554
2020-01-15,106903
2020-01-16,111998
2020-01-17,116368
2020-01-18,116368
2020-01-19,119676
2020-01-20,119676
2020-01-21,116711
2020-01-22,116711
2020-01-23,112885
2020-01-24,112885
2020-01-25,110804
2020-01-26,110804
2020-01-27,108673
2020-01-28,108673
2020-01-29,106417
2020-01-30,106417
2020-01-31,105275
2020-02-01,105275
2020-02-02,103858
2020-02-03,103858
2020-02-04,107561
2020-02-05,107561
2020-02-06,111773
2020-02-07,111773
2020-02-08,116106
2020-02-09,116106
2020-02-10,117807
2020-02-11,117807
2020-02-12,122863
2020-02-13,122863
2020-02-14,124449
2020-02-15,124449
2020-02-16,128907
2020-02-17,130302
2020-02-18,130302
2020-02-19,135925
2020-02-20,140465
2020-02-21,140465
2020-02-22,143865
2020-02-23,143865
2020-02-24,141538
2020-02-25,141538
2020-02-26,134587
2020-02-27,134587
2020-02-28,131331
2020-02-29,131331
2020-03-01,132876
2020-03-02,132876
2020-03-03,133217
2020-03-04,133217
2020-03-05,133911
2020-03-06,131674
2020-03-07,131674
2020-03-08,133076
2020-03-09,133076
2020-03-10,134950
2020-03-11,134950
2020-03-12,132585
2020-03-13,132585
2020-03-14,129248
2020-03-15,129248
2020-03-16,127215
2020-03-17,127215
2020-03-18,127608
2020-03-19,127608
2020-03-20,133702
2020-03-21,133702
2020-03-22,139895
2020-03-23,139895
2020-03-24,146516
2020-03-25,153215
2020-03-26,160461
2020-03-27,165983
2020-03-28,165983
2020-03-29,172704
2020-03-30,176290
2020-03-31,176290
2020-04-01,184197
2020-04-02,193063
2020-04-03,193063
2020-04-04,194112
2020-04-05,194112
2020-04-06,184464
2020-04-07,175240
2020-04-08,166478
2020-04-09,158154
2020-04-10,158154
2020-04-11,150246
2020-04-12,143248
2020-04-13,136114
2020-04-14,129308
2020-04-15,122983
2020-04-16,122983
2020-04-17,119239
2020-04-18,115278
2020-04-19,112395
2020-04-20,113320
2020-04-21,113320
2020-04-22,115435
2020-04-23,115435
2020-04-24,114801
2020-04-25,112950
2020-04-26,112274
2020-04-27,111675
2020-04-28,113490
2020-04-29,113490
2020-04-30,111919
2020-05-01,111919
2020-05-02,111726
2020-05-03,110457
2020-05-04,110457
2020-05-05,107254
2020-05-06,102706
2020-05-07,99140
2020-05-08,99140
2020-05-09,94463
2020-05-10,91241
2020-05-11,91241
2020-05-12,88348
2020-05-13,87329
