date_obj,Royal%20crown price
2015-08-22,197681
2015-08-23,197681
2015-08-24,191192
2015-08-25,191192
2015-08-26,190462
2015-08-27,192446
2015-08-28,192446
2015-08-29,192052
2015-08-30,192052
2015-08-31,190909
2015-09-01,190909
2015-09-02,187701
2015-09-03,187701
2015-09-04,187556
2015-09-05,187556
2015-09-06,180767
2015-09-07,180767
2015-09-08,178182
2015-09-09,178182
2015-09-10,178993
2015-09-11,178993
2015-09-12,176252
2015-09-13,176252
2015-09-14,175984
2015-09-15,175984
2015-09-16,176951
2015-09-17,176951
2015-09-18,172467
2015-09-19,172467
2015-09-20,174678
2015-09-21,174678
2015-09-22,183108
2015-09-23,183108
2015-09-24,187533
2015-09-25,187533
2015-09-27,183394
2015-09-28,180275
2015-09-29,180275
2015-09-30,176890
2015-10-05,171633
2015-10-06,177532
2015-10-07,177532
2015-10-08,180364
2015-10-09,180364
2015-10-10,181686
2015-10-11,182396
2015-10-12,182396
2015-10-13,184354
2015-10-14,184354
2015-10-15,187881
2015-10-16,187881
2015-10-17,187881
2015-10-18,194709
2015-10-19,194709
2015-10-20,198617
2015-10-22,205049
2015-10-23,205049
2015-10-24,206216
2015-10-25,211098
2015-10-26,211098
2015-10-27,215395
2015-10-29,215324
2015-10-30,215324
2015-10-31,216872
2015-11-01,216872
2015-11-02,218974
2015-11-03,218974
2015-11-04,218974
2015-11-05,217168
2015-11-06,217168
2015-11-07,215651
2015-11-08,215651
2015-11-09,215651
2015-11-10,210717
2015-11-11,210717
2015-11-12,207830
2015-11-13,207830
2015-11-14,207830
2015-11-15,206768
2015-11-16,206768
2015-11-17,206768
2015-11-18,200030
2015-11-19,200030
2015-11-20,199411
2015-11-21,199411
2015-11-22,197096
2015-11-23,197096
2015-11-24,197096
2015-11-25,196919
2015-11-26,196919
2015-11-27,191626
2015-11-28,191626
2015-11-29,190728
2015-11-30,190728
2015-12-01,190371
2015-12-02,190371
2015-12-03,185335
2015-12-04,185335
2015-12-05,179830
2015-12-06,179830
2015-12-07,174061
2015-12-08,174061
2015-12-09,172221
2015-12-10,172221
2015-12-11,177946
2015-12-12,177946
2015-12-13,185928
2015-12-14,185928
2015-12-15,193678
2015-12-16,193678
2015-12-17,193678
2015-12-18,196260
2015-12-19,196260
2015-12-20,203936
2015-12-21,203936
2015-12-22,205573
2015-12-23,205573
2015-12-24,211358
2015-12-25,211358
2015-12-26,210375
2015-12-27,210375
2015-12-28,209188
2015-12-29,209188
2015-12-30,211063
2015-12-31,211063
2016-01-01,211063
2016-01-02,214688
2016-01-03,214688
2016-01-04,213452
2016-01-05,213452
2016-01-06,202807
2016-01-07,202807
2016-01-08,195668
2016-01-09,195668
2016-01-10,192298
2016-01-11,192298
2016-01-12,185944
2016-01-13,185944
2016-01-14,181685
2016-01-15,181685
2016-01-16,177833
2016-01-17,177833
2016-01-18,172080
2016-01-19,172080
2016-01-20,169794
2016-01-21,169794
2016-01-22,168644
2016-01-23,168644
2016-01-24,169508
2016-01-25,169508
2016-01-26,165893
2016-01-27,166034
2016-01-28,166034
2016-01-29,166310
2016-01-30,166310
2016-01-31,163078
2016-02-01,163078
2016-02-02,157434
2016-02-03,157434
2016-02-04,154098
2016-02-05,154098
2016-02-06,149701
2016-02-07,149701
2016-02-08,143302
2016-02-09,143302
2016-02-10,143299
2016-02-11,143299
2016-02-12,143566
2016-02-13,140122
2016-02-14,140122
2016-02-15,141146
2016-02-16,141146
2016-02-17,139075
2016-02-18,139075
2016-02-19,137912
2016-02-20,137912
2016-02-21,138490
2016-02-22,138490
2016-02-23,140221
2016-02-24,140221
2016-02-25,140495
2016-02-26,140495
2016-02-27,133739
2016-02-28,133739
2016-02-29,130030
2016-03-01,130030
2016-03-02,126200
2016-03-03,125758
2016-03-04,125758
2016-03-05,127702
2016-03-06,131385
2016-03-07,131385
2016-03-08,129885
2016-03-09,129885
2016-03-10,127975
2016-03-11,127975
2016-03-12,128548
2016-03-13,128548
2016-03-14,125344
2016-03-15,125344
2016-03-16,122889
2016-03-17,122889
2016-03-18,122113
2016-03-19,122113
2016-03-20,121088
2016-03-21,121088
2016-03-22,115556
2016-03-23,115556
2016-03-24,112831
2016-03-25,112831
2016-03-26,112818
2016-03-27,112818
2016-03-28,112477
2016-03-29,112477
2016-03-30,114707
2016-03-31,114707
2016-04-01,114707
2016-04-02,118049
2016-04-03,118049
2016-04-04,121467
2016-04-05,121467
2016-04-06,121262
2016-04-07,121262
2016-04-08,121984
2016-04-09,121984
2016-04-10,121804
2016-04-11,121804
2016-04-12,121804
2016-04-13,119749
2016-04-14,119749
2016-04-15,118369
2016-04-16,118369
2016-04-17,116850
2016-04-18,116850
2016-04-19,118907
2016-04-20,118907
2016-04-21,123201
2016-04-22,123201
2016-04-23,124382
2016-04-24,124382
2016-04-25,123327
2016-04-26,123327
2016-04-27,122086
2016-04-28,122086
2016-04-29,119216
2016-04-30,119216
2016-05-01,116515
2016-05-02,116515
2016-05-03,114737
2016-05-04,114737
2016-05-05,112217
2016-05-06,112217
2016-05-07,108106
2016-05-08,108106
2016-05-09,103218
2016-05-10,102377
2016-05-11,102377
2016-05-12,100677
2016-05-13,98598
2016-05-14,98598
2016-05-15,95610
2016-05-16,95610
2016-05-17,92803
2016-05-18,92803
2016-05-19,90894
2016-05-22,88163
2016-05-23,87434
2016-05-24,87434
2016-05-25,86215
2016-05-26,86215
2016-05-27,84265
2016-05-28,84265
2016-05-29,83143
2016-05-30,83143
2016-05-31,82615
2016-06-01,85398
2016-06-02,85398
2016-06-03,88230
2016-06-04,88230
2016-06-05,92176
2016-06-06,96223
2016-06-07,96223
2016-06-08,101035
2016-06-09,101035
2016-06-10,103315
2016-06-11,103315
2016-06-12,104358
2016-06-13,104358
2016-06-14,108884
2016-06-15,108884
2016-06-16,112458
2016-06-17,117945
2016-06-18,117945
2016-06-19,121120
2016-06-20,121120
2016-06-21,124834
2016-06-22,124834
2016-06-23,127345
2016-06-24,127345
2016-06-25,131304
2016-06-26,131304
2016-06-27,131304
2016-06-28,133084
2016-06-29,133084
2016-06-30,131813
2016-07-01,130558
2016-07-02,130558
2016-07-03,130576
2016-07-04,128094
2016-07-05,128094
2016-07-06,127779
2016-07-07,127779
2016-07-08,126630
2016-07-09,126630
2016-07-10,126551
2016-07-11,126551
2016-07-12,124008
2016-07-13,124008
2016-07-14,126064
2016-07-15,126064
2016-07-16,125487
2016-07-17,125487
2016-07-18,124339
2016-07-23,125474
2016-07-24,127027
2016-07-25,127027
2016-07-26,128359
2016-07-27,128359
2016-07-28,132071
2016-07-29,132071
2016-07-30,137612
2016-07-31,137612
2016-08-01,137612
2016-08-02,140943
2016-08-03,140943
2016-08-04,140943
2016-08-05,141246
2016-08-06,141246
2016-08-07,145081
2016-08-08,145081
2016-08-09,146358
2016-08-10,146358
2016-08-11,146358
2016-08-12,148469
2016-08-13,148469
2016-08-14,148469
2016-08-15,153017
2016-08-16,153017
2016-08-17,156855
2016-08-18,156855
2016-08-19,156855
2016-08-20,154335
2016-08-21,154335
2016-08-22,152031
2016-08-23,152031
2016-08-24,156570
2016-08-25,156570
2016-08-26,156570
2016-08-28,156292
2016-08-31,150728
2016-09-01,144116
2016-09-02,144116
2016-09-03,144116
2016-09-04,137224
2016-09-05,137224
2016-09-06,130362
2016-09-07,130362
2016-09-08,130362
2016-09-09,124206
2016-09-10,124206
2016-09-11,119007
2016-09-12,119007
2016-09-13,118907
2016-09-14,118907
2016-09-15,117865
2016-09-16,117865
2016-09-17,121807
2016-09-18,121807
2016-09-19,124234
2016-09-20,124234
2016-09-21,124234
2016-09-22,124654
2016-09-23,124654
2016-09-24,124654
2016-09-25,123508
2016-09-26,123508
2016-09-27,123508
2016-09-28,122477
2016-09-29,122477
2016-09-30,123611
2016-10-01,123611
2016-10-02,123611
2016-10-03,129074
2016-10-04,129074
2016-10-05,129514
2016-10-06,129514
2016-10-07,130673
2016-10-08,130673
2016-10-09,129978
2016-10-10,129978
2016-10-11,129033
2016-10-12,129033
2016-10-13,129033
2016-10-14,126757
2016-10-15,126757
2016-10-16,126757
2016-10-17,124040
2016-10-18,124040
2016-10-19,124040
2016-10-20,123465
2016-10-21,123465
2016-10-22,123465
2016-10-23,118907
2016-10-24,118907
2016-10-25,118907
2016-10-26,120055
2016-10-27,120055
2016-10-28,120055
2016-10-29,120345
2016-10-30,120345
2016-10-31,120785
2016-11-01,120785
2016-11-02,120785
2016-11-03,123740
2016-11-04,123740
2016-11-05,124528
2016-11-06,124528
2016-11-07,123187
2016-11-08,123187
2016-11-09,117165
2016-11-10,117165
2016-11-11,117165
2016-11-12,111729
2016-11-13,111729
2016-11-14,106778
2016-12-08,85794
2016-12-09,85794
2016-12-10,85794
2016-12-11,85948
2016-12-12,89337
2016-12-13,89337
2016-12-14,93558
2016-12-15,93558
2016-12-16,93558
2016-12-17,93703
2016-12-18,93703
2016-12-19,93703
2016-12-20,95372
2016-12-21,95372
2016-12-22,95372
2016-12-23,97880
2016-12-24,97880
2016-12-25,97880
2016-12-26,100121
2016-12-27,100121
2016-12-28,100121
2016-12-29,101606
2016-12-30,101606
2016-12-31,103999
2017-01-01,103999
2017-01-02,102749
2017-01-03,102749
2017-01-04,105095
2017-01-05,105095
2017-01-06,105336
2017-01-07,104960
2017-01-08,104960
2017-01-09,103038
2017-01-10,103038
2017-01-11,102688
2017-01-12,102688
2017-01-13,101314
2017-01-14,101314
2017-01-15,101281
2017-01-16,101281
2017-01-17,99119
2017-01-18,99119
2017-01-19,98206
2017-01-20,98206
2017-01-21,96936
2017-01-22,96936
2017-01-27,96591
2017-01-28,96591
2017-01-29,100816
2017-01-30,100816
2017-01-31,104909
2017-02-01,108178
2017-02-02,108178
2017-02-03,108409
2017-02-04,109021
2017-02-05,109021
2017-02-06,110182
2017-02-07,110182
2017-02-08,110047
2017-02-09,110047
2017-02-10,110263
2017-02-11,110263
2017-02-12,110052
2017-02-13,110052
2017-02-14,109262
2017-02-15,109262
2017-02-16,110375
2017-02-18,110375
2017-02-19,109141
2017-02-20,109141
2017-02-21,105581
2017-02-22,105581
2017-02-23,103183
2017-02-24,103183
2017-02-25,102240
2017-02-26,102240
2017-02-27,100756
2017-02-28,99054
2017-03-01,99054
2017-03-02,95760
2017-03-03,95760
2017-03-04,92404
2017-03-05,92404
2017-03-06,89608
2017-03-07,89608
2017-03-08,88040
2017-03-09,88040
2017-03-10,86556
2017-03-11,86556
2017-03-12,85604
2017-03-13,85604
2017-03-14,84107
2017-03-15,84107
2017-03-16,83254
2017-03-17,83254
2017-03-18,80586
2017-03-19,80586
2017-03-20,77468
2017-03-21,77468
2017-03-22,77105
2017-03-23,77105
2017-03-24,77248
2017-03-25,77248
2017-03-26,77307
2017-03-27,77307
2017-03-28,77316
2017-03-29,77316
2017-03-30,78362
2017-03-31,78165
2017-04-01,78165
2017-04-02,78165
2017-04-03,78068
2017-04-04,78068
2017-04-12,84884
2017-04-13,85372
2017-04-14,85372
2017-04-15,84587
2017-04-16,84587
2017-04-17,84396
2017-04-18,84396
2017-04-19,85363
2017-04-20,85363
2017-04-21,86183
2017-04-22,86183
2017-04-23,86183
2017-04-24,85205
2017-04-25,85205
2017-04-26,85208
2017-04-27,85208
2017-04-28,85545
2017-04-29,85545
2017-04-30,86710
2017-05-01,86710
2017-05-02,88024
2017-05-03,88024
2017-05-04,88889
2017-05-05,88889
2017-05-06,89546
2017-05-07,89546
2017-05-08,89338
2017-05-09,89338
2017-05-10,88985
2017-05-11,88985
2017-05-12,88718
2017-05-13,88718
2017-05-14,88272
2017-05-15,88272
2017-05-16,87863
2017-05-17,87863
2017-05-18,87863
2017-05-19,87484
2017-05-20,87484
2017-05-21,87610
2017-05-22,87610
2017-05-23,89367
2017-05-24,91916
2017-05-25,91916
2017-05-26,93886
2017-05-27,93886
2017-05-28,97105
2017-05-29,97105
2017-05-30,101832
2017-05-31,101832
2017-06-01,106729
2017-06-02,106729
2017-06-03,106729
2017-06-06,107893
2017-06-07,107893
2017-06-08,107188
2017-06-09,107188
2017-06-10,107388
2017-06-11,107388
2017-06-12,108381
2017-06-13,108381
2017-06-14,110522
2017-06-15,110522
2017-06-16,112695
2017-06-17,112695
2017-06-18,113305
2017-06-19,113305
2017-06-20,117688
2017-06-21,117688
2017-06-22,123061
2017-06-23,123061
2017-06-24,123061
2017-06-25,129215
2017-06-26,129215
2017-06-27,135676
2017-06-28,135676
2017-06-29,141606
2017-06-30,141606
2017-07-01,141606
2017-07-02,143878
2017-07-03,143878
2017-07-04,147866
2017-07-05,147866
2017-07-06,147866
2017-07-07,149035
2017-07-08,149035
2017-07-13,140827
2017-07-14,139584
2017-07-15,139584
2017-07-16,139584
2017-07-17,139120
2017-07-18,139120
2017-07-19,138174
2017-07-20,138174
2017-07-21,137455
2017-07-22,137455
2017-07-23,137290
2017-07-24,137290
2017-07-25,137290
2017-07-26,135108
2017-07-27,135108
2017-07-28,135420
2017-07-29,135420
2017-07-30,132726
2017-07-31,132726
2017-08-01,132726
2017-08-02,127606
2017-08-03,127606
2017-08-04,123684
2017-08-05,117577
2017-08-06,117577
2017-08-09,111753
2017-08-10,111753
2017-08-11,106748
2017-08-12,106748
2017-08-13,106273
2017-08-14,106273
2017-08-15,106296
2017-08-17,107234
2017-08-18,107234
2017-08-19,107234
2017-08-20,107702
2017-08-21,107702
2017-08-22,109264
2017-08-23,109264
2017-08-24,109264
2017-08-25,111594
2017-08-26,111594
2017-08-27,110473
2017-08-28,110473
2017-08-29,105894
2017-08-30,105894
2017-08-31,102794
2017-09-01,102794
2017-09-02,100590
2017-09-03,100590
2017-09-04,98830
2017-09-05,98830
2017-09-06,97277
2017-09-07,97277
2017-09-08,95006
2017-09-09,95006
2017-09-10,93109
2017-09-11,93109
2017-09-12,92205
2017-09-13,92205
2017-09-14,89858
2017-09-15,89858
2017-09-16,89858
2017-09-17,88768
2017-09-19,88319
2017-09-20,88319
2017-09-21,88109
2017-09-22,90960
2017-09-23,90960
2017-09-24,93727
2017-09-25,93727
2017-09-26,93573
2017-09-27,93573
2017-09-28,93293
2017-09-29,93293
2017-09-30,93743
2017-10-01,93743
2017-10-02,93790
2017-10-03,93790
2017-10-04,93790
2017-10-05,93948
2017-10-06,93948
2017-10-07,92598
2017-10-08,92598
2017-10-09,93706
2017-10-10,93706
2017-10-11,92836
2017-10-12,92836
2017-10-13,91471
2017-10-14,91471
2017-10-15,93109
2017-10-16,93109
2017-10-17,93059
2017-10-18,93059
2017-10-19,93030
2017-10-20,93030
2017-10-21,91218
2017-10-22,91218
2017-10-23,90114
2017-10-24,90114
2017-10-25,88563
2017-10-26,88563
2017-10-27,86000
2017-10-28,86000
2017-10-29,86000
2017-10-30,85823
2017-10-31,85823
2017-11-01,85823
2017-11-02,84864
2017-11-03,84864
2017-11-04,84144
2017-11-05,84144
2017-11-06,84144
2017-11-07,84898
2017-11-08,84898
2017-11-09,85034
2017-11-10,85034
2017-11-11,85034
2017-11-12,86829
2017-11-13,86829
2017-11-14,86829
2017-11-15,86051
2017-11-16,86132
2017-11-17,86132
2017-11-18,86132
2017-11-19,86454
2017-11-20,86454
2017-11-21,85912
2017-11-22,85912
2017-11-23,85912
2017-11-24,83900
2017-11-25,83900
2017-11-26,82464
2017-11-27,82464
2017-11-28,82464
2017-11-29,82110
2017-11-30,82110
2017-12-01,81834
2017-12-02,81834
2017-12-03,81118
2017-12-04,81118
2017-12-05,81244
2017-12-06,81244
2017-12-07,83120
2017-12-08,83120
2017-12-09,83120
2017-12-10,82732
2017-12-11,82732
2017-12-12,82732
2017-12-14,84445
2017-12-15,84454
2017-12-16,84454
2017-12-17,84454
2017-12-18,84817
2017-12-19,84817
2017-12-20,84817
2017-12-21,81018
2017-12-22,81018
2017-12-23,79198
2017-12-24,79198
2017-12-25,79198
2017-12-26,77663
2017-12-27,77663
2017-12-28,75809
2017-12-29,75809
2017-12-30,74091
2017-12-31,74091
2018-01-01,71819
2018-01-02,71819
2018-01-03,68594
2018-01-04,68594
2018-01-05,68276
2018-01-06,68276
2018-01-07,66210
2018-01-08,66210
2018-01-09,66524
2018-01-10,66524
2018-01-11,68607
2018-01-12,68607
2018-01-13,71689
2018-01-14,71689
2018-01-15,74184
2018-01-16,74184
2018-01-17,74912
2018-01-18,74912
2018-01-19,75083
2018-01-20,75083
2018-01-21,74959
2018-01-22,74959
2018-01-23,76760
2018-01-24,76760
2018-01-25,76871
2018-01-26,76871
2018-01-27,75667
2018-01-28,75326
2018-01-29,75326
2018-01-31,76255
2018-02-01,76255
2018-02-02,75533
2018-02-03,75533
2018-02-04,75019
2018-02-05,75019
2018-02-06,76375
2018-02-07,77521
2018-02-08,77521
2018-02-09,77619
2018-02-10,77619
2018-02-11,79469
2018-02-12,79469
2018-02-13,81279
2018-02-14,83137
2018-02-15,83137
2018-02-16,85302
2018-02-17,85302
2018-02-18,83329
2018-02-19,83880
2018-02-20,83880
2018-02-21,83730
2018-02-22,83730
2018-02-23,82497
2018-02-24,82497
2018-02-25,79780
2018-02-26,79780
2018-02-27,78591
2018-02-28,78591
2018-03-01,78430
2018-03-02,77235
2018-03-03,77235
2018-03-04,77235
2018-03-05,76606
2018-03-06,76606
2018-03-07,75067
2018-03-08,75067
2018-03-09,77110
2018-03-10,77110
2018-03-11,78430
2018-03-12,78430
2018-03-13,77987
2018-03-14,77987
2018-03-15,79236
2018-03-16,79236
2018-03-17,80836
2018-03-18,80836
2018-03-19,80836
2018-03-20,83095
2018-03-21,83095
2018-03-23,87095
2018-03-24,87095
2018-03-26,88015
2018-03-27,85146
2018-03-29,83612
2018-03-30,83612
2018-03-31,82219
2018-04-01,82219
2018-04-02,79300
2018-04-03,79300
2018-04-04,79454
2018-04-05,79454
2018-04-06,78134
2018-04-08,78134
2018-04-09,77789
2018-04-10,77789
2018-04-11,76996
2018-04-12,76996
2018-04-13,77211
2018-04-14,77211
2018-04-15,76182
2018-04-16,76182
2018-04-17,75560
2018-04-18,75560
2018-04-19,75560
2018-04-20,75380
2018-04-21,75380
2018-04-22,75617
2018-04-23,75617
2018-04-24,76005
2018-04-25,76005
2018-04-26,76005
2018-04-27,75552
2018-04-28,75552
2018-04-29,75379
2018-04-30,75379
2018-05-01,74889
2018-05-02,74889
2018-05-03,74889
2018-05-04,73739
2018-05-05,74148
2018-05-06,74148
2018-05-07,74148
2018-05-08,73979
2018-05-09,73979
2018-05-10,73933
2018-05-11,73933
2018-05-12,73353
2018-05-13,73353
2018-05-14,73889
2018-05-15,73889
2018-05-16,73889
2018-05-17,74889
2018-05-18,74889
2018-05-19,75858
2018-05-20,75858
2018-05-21,76421
2018-05-22,76421
2018-05-23,77048
2018-05-24,77048
2018-05-25,77048
2018-05-26,77690
2018-05-27,77690
2018-05-28,77514
2018-05-29,77514
2018-05-30,78244
2018-05-31,78244
2018-06-01,78703
2018-06-02,78142
2018-06-03,78142
2018-06-04,78142
2018-06-05,77298
2018-06-06,77298
2018-06-07,76401
2018-06-08,76401
2018-06-09,76742
2018-06-10,76742
2018-06-11,76087
2018-06-12,76087
2018-06-13,75225
2018-06-14,75225
2018-06-15,73631
2018-06-16,73631
2018-06-17,71828
2018-06-18,71828
2018-06-19,70768
2018-06-20,70768
2018-06-21,70551
2018-06-22,70551
2018-06-23,71222
2018-06-24,71222
2018-06-25,71337
2018-06-26,71337
2018-06-27,71606
2018-06-28,71606
2018-06-29,70341
2018-06-30,70341
2018-07-01,70063
2018-07-02,70063
2018-07-03,70063
2018-07-04,69740
2018-07-05,69740
2018-07-06,69346
2018-07-07,69346
2018-07-08,69346
2018-07-09,69431
2018-07-10,69431
2018-07-11,68519
2018-07-12,68519
2018-07-13,69136
2018-07-14,69136
2018-07-15,69247
2018-07-16,69247
2018-07-17,69539
2018-07-18,69539
2018-07-19,70493
2018-07-20,70493
2018-07-21,70180
2018-07-22,70180
2018-07-23,70870
2018-07-24,70870
2018-07-25,71716
2018-07-26,71716
2018-07-27,70987
2018-07-28,70987
2018-07-29,70058
2018-07-30,70058
2018-07-31,69853
2018-08-01,69853
2018-08-02,70787
2018-08-03,70787
2018-08-04,71444
2018-08-05,71444
2018-08-06,71326
2018-08-07,71326
2018-08-08,71915
2018-08-09,71915
2018-08-10,71895
2018-08-11,71895
2018-08-12,72009
2018-08-14,72072
2018-08-16,72336
2018-08-17,72336
2018-08-18,72252
2018-08-19,72252
2018-08-20,72290
2018-08-21,72290
2018-08-22,72058
2018-08-23,72058
2018-08-24,72373
2018-08-25,72303
2018-08-26,72303
2018-08-27,72265
2018-08-28,72210
2018-08-29,72210
2018-08-30,72833
2018-08-31,73397
2018-09-01,75001
2018-09-02,75001
2018-09-03,76715
2018-09-04,76715
2018-09-05,78863
2018-09-06,78863
2018-09-07,80477
2018-09-08,80477
2018-09-09,82995
2018-09-10,82995
2018-09-11,83999
2018-09-12,83999
2018-09-13,83800
2018-09-14,83800
2018-09-15,84298
2018-09-16,84298
2018-09-17,85257
2018-09-18,85257
2018-09-19,84790
2018-09-20,84790
2018-09-21,86375
2018-09-22,86375
2018-09-23,86149
2018-09-24,86149
2018-09-25,87019
2018-09-26,87615
2018-09-27,87615
2018-09-28,88380
2018-09-29,88380
2018-09-30,88205
2018-10-02,88934
2018-10-03,92207
2018-10-04,92207
2018-10-05,95720
2018-10-06,93080
2018-10-07,93080
2018-10-08,91498
2018-10-09,91498
2018-10-10,92823
2018-10-11,92823
2018-10-12,94477
2018-10-13,96068
2018-10-14,96068
2018-10-15,96084
2018-10-16,96084
2018-10-17,96280
2018-10-18,96280
2018-10-19,95357
2018-10-20,95357
2018-10-21,93681
2018-10-22,93822
2018-10-23,93822
2018-10-24,93643
2018-10-25,93643
2018-10-26,89282
2018-10-27,89282
2018-10-28,86453
2018-10-29,86453
2018-10-30,84832
2018-10-31,84030
2018-11-01,84030
2018-11-03,84245
2018-11-04,83255
2018-11-05,83481
2018-11-06,87078
2018-11-07,90697
2018-11-08,94747
2018-11-09,94747
2018-11-10,99410
2018-11-11,104204
2018-11-12,109415
2018-11-13,114540
2018-11-14,114540
2018-11-15,120056
2018-11-16,123272
2018-11-17,127403
2018-11-18,133774
2018-11-19,139824
2018-11-20,146816
2018-11-21,146816
2018-11-22,154157
2018-11-23,161865
2018-11-24,169959
2018-11-25,176220
2018-11-26,184360
2018-11-27,193578
2018-11-28,203153
2018-11-29,213311
2018-12-01,234080
2018-12-02,245766
2018-12-03,255839
2018-12-04,268631
2018-12-05,279988
2018-12-07,303278
2018-12-09,331983
2018-12-10,348583
2018-12-11,363954
2018-12-12,382152
2018-12-13,401260
2018-12-14,419061
2018-12-15,440015
2018-12-16,461993
2018-12-17,482119
2018-12-18,506225
2018-12-19,531537
2018-12-20,556185
2018-12-21,583995
2018-12-22,610715
2018-12-23,641251
2018-12-24,673314
2018-12-25,705787
2018-12-26,738173
2018-12-27,775082
2018-12-28,810767
2018-12-29,846538
2018-12-30,888865
2018-12-31,932966
2019-01-01,963784
2019-01-02,965863
2019-01-03,923253
2019-01-04,877090
2019-01-05,833235
2019-01-06,791573
2019-01-08,715585
2019-01-10,645814
2019-01-11,613523
2019-01-12,582846
2019-01-13,553703
2019-01-14,526017
2019-01-15,499716
2019-01-16,474730
2019-01-17,450993
2019-01-18,429287
2019-01-19,407822
2019-01-20,387430
2019-01-21,369694
2019-01-22,351209
2019-01-23,333648
2019-01-24,317996
2019-01-25,302517
2019-01-26,287391
2019-01-27,273021
2019-01-28,259369
2019-01-29,246400
2019-01-30,234253
2019-01-31,234253
2019-02-01,222722
2019-02-02,214764
2019-02-03,204968
2019-02-04,204968
2019-02-05,202245
2019-02-06,202245
2019-02-07,200155
2019-02-08,200155
2019-02-09,195121
2019-02-10,192864
2019-02-11,183232
2019-02-12,176416
2019-02-13,168316
2019-02-14,168316
2019-02-15,161977
2019-02-16,158883
2019-02-17,157983
2019-02-18,156490
2019-02-19,158673
2019-02-20,160191
2019-02-21,164773
2019-02-22,170167
2019-02-23,172986
2019-02-24,177737
2019-02-25,186480
2019-02-26,194743
2019-02-27,202855
2019-02-28,202855
2019-03-01,212979
2019-03-02,223441
2019-03-03,234537
2019-03-04,242135
2019-03-05,254027
2019-03-06,263640
2019-03-07,273401
2019-03-08,273401
2019-03-09,283884
2019-03-10,296848
2019-03-11,311691
2019-03-12,325319
2019-03-13,325319
2019-03-14,341046
2019-03-15,341046
2019-03-16,354870
2019-03-17,362640
2019-03-18,362640
2019-03-19,369983
2019-03-20,381686
2019-03-21,396135
2019-03-22,396135
2019-03-23,412511
2019-03-24,432869
2019-03-25,432869
2019-03-26,436760
2019-03-27,436760
2019-03-28,443793
2019-03-29,456444
2019-03-30,456444
2019-03-31,456522
2019-04-01,434701
2019-04-02,434701
2019-04-03,417048
2019-04-04,398651
2019-04-05,383434
2019-04-06,383434
