date_obj,Yew%20comp%20bow price
2015-08-04,794
2015-08-05,828
2015-08-06,831
2015-08-07,820
2015-08-08,831
2015-08-09,831
2015-08-10,835
2015-08-11,836
2015-08-12,832
2015-08-13,839
2015-08-14,835
2015-08-15,834
2015-08-16,829
2015-08-17,826
2015-08-18,829
2015-08-19,828
2015-08-20,822
2015-08-21,830
2015-08-22,833
2015-08-23,843
2015-08-24,846
2015-08-25,848
2015-08-26,847
2015-08-27,842
2015-08-28,832
2015-08-29,839
2015-08-30,843
2015-08-31,842
2015-09-01,848
2015-09-02,851
2015-09-03,844
2015-09-04,845
2015-09-05,839
2015-09-06,849
2015-09-07,857
2015-09-08,848
2015-09-09,849
2015-09-10,847
2015-09-11,844
2015-09-12,859
2015-09-13,854
2015-09-14,841
2015-09-15,847
2015-09-16,859
2015-09-17,856
2015-09-18,858
2015-09-19,856
2015-09-20,849
2015-09-21,857
2015-09-22,853
2015-09-23,833
2015-09-24,857
2015-09-25,861
2015-09-27,855
2015-09-28,854
2015-09-29,860
2015-09-30,852
2015-10-05,865
2015-10-06,858
2015-10-07,862
2015-10-08,852
2015-10-09,844
2015-10-10,830
2015-10-11,847
2015-10-12,848
2015-10-13,850
2015-10-14,854
2015-10-15,857
2015-10-16,854
2015-10-17,850
2015-10-18,833
2015-10-19,813
2015-10-20,835
2015-10-22,838
2015-10-23,858
2015-10-24,855
2015-10-25,862
2015-10-26,862
2015-10-27,864
2015-10-29,868
2015-10-30,879
2015-10-31,870
2015-11-01,861
2015-11-02,860
2015-11-03,857
2015-11-05,874
2015-11-06,877
2015-11-07,877
2015-11-08,858
2015-11-09,877
2015-11-10,864
2015-11-11,858
2015-11-12,861
2015-11-13,859
2015-11-14,858
2015-11-15,849
2015-11-16,848
2015-11-17,853
2015-11-18,850
2015-11-19,850
2015-11-20,853
2015-11-21,857
2015-11-22,854
2015-11-23,854
2015-11-24,850
2015-11-25,850
2015-11-26,858
2015-11-27,852
2015-11-28,844
2015-11-29,843
2015-11-30,857
2015-12-01,855
2015-12-02,855
2015-12-03,847
2015-12-04,854
2015-12-05,854
2015-12-06,851
2015-12-07,854
2015-12-08,852
2015-12-09,853
2015-12-10,850
2015-12-11,845
2015-12-13,851
2015-12-14,852
2015-12-15,854
2015-12-16,861
2015-12-17,870
2015-12-18,869
2015-12-19,862
2015-12-20,846
2015-12-21,839
2015-12-22,836
2015-12-23,836
2015-12-24,850
2015-12-25,856
2015-12-26,866
2015-12-27,858
2015-12-28,851
2015-12-29,853
2015-12-30,839
2015-12-31,843
2016-01-01,841
2016-01-02,833
2016-01-03,818
2016-01-04,844
2016-01-05,857
2016-01-06,865
2016-01-07,865
2016-01-08,863
2016-01-09,874
2016-01-10,858
2016-01-11,846
2016-01-12,852
2016-01-13,867
2016-01-14,873
2016-01-15,862
2016-01-16,850
2016-01-17,845
2016-01-18,836
2016-01-19,831
2016-01-20,850
2016-01-21,848
2016-01-22,851
2016-01-23,848
2016-01-24,849
2016-01-25,849
2016-01-26,852
2016-01-27,847
2016-01-28,847
2016-01-29,858
2016-01-30,853
2016-01-31,851
2016-02-01,859
2016-02-02,862
2016-02-03,864
2016-02-04,859
2016-02-05,846
2016-02-06,843
2016-02-07,854
2016-02-08,848
2016-02-09,840
2016-02-10,836
2016-02-11,844
2016-02-12,840
2016-02-13,850
2016-02-14,835
2016-02-15,851
2016-02-16,857
2016-02-17,866
2016-02-18,855
2016-02-19,868
2016-02-20,865
2016-02-21,861
2016-02-22,870
2016-02-23,860
2016-02-24,846
2016-02-25,840
2016-02-26,853
2016-02-27,849
2016-02-28,824
2016-02-29,812
2016-03-01,831
2016-03-02,808
2016-03-03,805
2016-03-04,780
2016-03-05,745
2016-03-06,780
2016-03-07,800
2016-03-08,819
2016-03-09,824
2016-03-10,827
2016-03-11,841
2016-03-12,833
2016-03-13,816
2016-03-14,815
2016-03-15,827
2016-03-16,823
2016-03-17,833
2016-03-18,838
2016-03-19,829
2016-03-20,820
2016-03-21,791
2016-03-22,806
2016-03-23,809
2016-03-24,809
2016-03-25,816
2016-03-26,813
2016-03-27,818
2016-03-28,813
2016-03-29,814
2016-03-30,821
2016-03-31,818
2016-04-01,808
2016-04-02,805
2016-04-03,806
2016-04-04,811
2016-04-05,794
2016-04-06,796
2016-04-07,804
2016-04-08,807
2016-04-09,801
2016-04-10,800
2016-04-11,804
2016-04-12,791
2016-04-13,799
2016-04-14,788
2016-04-15,803
2016-04-16,801
2016-04-17,798
2016-04-18,815
2016-04-19,816
2016-04-20,818
2016-04-21,817
2016-04-22,813
2016-04-23,817
2016-04-24,810
2016-04-25,814
2016-04-26,815
2016-04-27,822
2016-04-28,814
2016-04-29,820
2016-04-30,806
2016-05-01,806
2016-05-02,819
2016-05-03,813
2016-05-04,824
2016-05-05,828
2016-05-06,836
2016-05-07,834
2016-05-08,819
2016-05-09,820
2016-05-10,817
2016-05-11,822
2016-05-12,834
2016-05-13,825
2016-05-14,823
2016-05-15,826
2016-05-16,821
2016-05-17,831
2016-05-18,829
2016-05-19,831
2016-05-22,821
2016-05-23,827
2016-05-24,825
2016-05-25,817
2016-05-26,821
2016-05-27,826
2016-05-28,829
2016-05-29,835
2016-05-30,830
2016-05-31,836
2016-06-01,850
2016-06-02,849
2016-06-03,824
2016-06-04,833
2016-06-05,839
2016-06-06,816
2016-06-07,821
2016-06-08,853
2016-06-09,868
2016-06-10,864
2016-06-11,863
2016-06-12,858
2016-06-13,855
2016-06-14,851
2016-06-15,868
2016-06-16,860
2016-06-17,870
2016-06-18,874
2016-06-19,863
2016-06-20,855
2016-06-21,857
2016-06-22,867
2016-06-23,870
2016-06-24,884
2016-06-25,887
2016-06-26,886
2016-06-27,881
2016-06-28,899
2016-06-29,886
2016-06-30,891
2016-07-01,888
2016-07-02,884
2016-07-03,884
2016-07-04,886
2016-07-05,879
2016-07-06,862
2016-07-07,851
2016-07-08,851
2016-07-09,858
2016-07-10,854
2016-07-11,848
2016-07-12,860
2016-07-13,846
2016-07-14,862
2016-07-15,866
2016-07-16,867
2016-07-17,857
2016-07-18,860
2016-07-24,863
2016-07-25,857
2016-07-26,868
2016-07-27,865
2016-07-28,869
2016-07-29,866
2016-07-30,864
2016-07-31,870
2016-08-01,866
2016-08-02,866
2016-08-03,869
2016-08-04,874
2016-08-05,873
2016-08-06,871
2016-08-07,866
2016-08-08,870
2016-08-09,869
2016-08-10,872
2016-08-11,883
2016-08-12,877
2016-08-13,873
2016-08-14,864
2016-08-15,866
2016-08-16,870
2016-08-17,873
2016-08-18,879
2016-08-19,863
2016-08-20,877
2016-08-21,874
2016-08-22,874
2016-08-23,871
2016-08-24,879
2016-08-25,877
2016-08-26,884
2016-08-28,876
2016-08-31,866
2016-09-01,881
2016-09-02,868
2016-09-03,875
2016-09-04,868
2016-09-05,872
2016-09-06,872
2016-09-07,884
2016-09-08,875
2016-09-09,876
2016-09-10,872
2016-09-11,872
2016-09-12,850
2016-09-13,869
2016-09-14,877
2016-09-15,874
2016-09-16,879
2016-09-17,888
2016-09-18,882
2016-09-19,883
2016-09-20,863
2016-09-21,864
2016-09-22,868
2016-09-23,859
2016-09-24,860
2016-09-25,861
2016-09-26,827
2016-09-27,835
2016-09-28,843
2016-09-29,851
2016-09-30,851
2016-10-01,850
2016-10-02,845
2016-10-03,851
2016-10-04,844
2016-10-05,854
2016-10-06,863
2016-10-07,835
2016-10-08,862
2016-10-09,865
2016-10-10,878
2016-10-11,862
2016-10-12,861
2016-10-13,861
2016-10-14,872
2016-10-15,868
2016-10-16,844
2016-10-17,870
2016-10-18,877
2016-10-19,884
2016-10-20,872
2016-10-21,889
2016-10-22,881
2016-10-23,879
2016-10-24,894
2016-10-25,872
2016-10-26,870
2016-10-27,864
2016-10-28,867
2016-10-29,860
2016-10-30,843
2016-10-31,855
2016-11-01,845
2016-11-02,856
2016-11-03,861
2016-11-04,870
2016-11-05,869
2016-11-06,868
2016-11-07,868
2016-11-08,875
2016-11-09,867
2016-11-10,864
2016-11-11,863
2016-11-12,866
2016-11-13,847
2016-11-14,868
2016-12-08,857
2016-12-09,863
2016-12-10,869
2016-12-11,858
2016-12-12,853
2016-12-13,848
2016-12-14,866
2016-12-15,858
2016-12-16,856
2016-12-17,860
2016-12-18,846
2016-12-19,849
2016-12-20,852
2016-12-21,861
2016-12-22,858
2016-12-23,858
2016-12-24,859
2016-12-25,848
2016-12-26,863
2016-12-27,857
2016-12-28,859
2016-12-29,862
2016-12-30,871
2016-12-31,881
2017-01-01,868
2017-01-02,862
2017-01-03,839
2017-01-04,852
2017-01-05,864
2017-01-06,862
2017-01-07,862
2017-01-08,858
2017-01-09,870
2017-01-10,875
2017-01-11,875
2017-01-12,872
2017-01-13,865
2017-01-14,863
2017-01-15,857
2017-01-16,863
2017-01-17,862
2017-01-18,865
2017-01-19,859
2017-01-20,853
2017-01-21,872
2017-01-22,869
2017-01-27,873
2017-01-28,865
2017-01-29,859
2017-01-30,863
2017-01-31,875
2017-02-01,884
2017-02-02,874
2017-02-03,870
2017-02-04,861
2017-02-05,859
2017-02-06,864
2017-02-07,867
2017-02-08,867
2017-02-09,850
2017-02-10,868
2017-02-11,860
2017-02-12,864
2017-02-13,849
2017-02-14,866
2017-02-15,865
2017-02-16,864
2017-02-18,865
2017-02-19,866
2017-02-20,862
2017-02-21,852
2017-02-22,864
2017-02-23,866
2017-02-24,849
2017-02-25,856
2017-02-26,854
2017-02-27,854
2017-02-28,867
2017-03-01,863
2017-03-02,864
2017-03-03,866
2017-03-04,862
2017-03-05,856
2017-03-06,849
2017-03-07,851
2017-03-08,845
2017-03-09,855
2017-03-10,859
2017-03-11,851
2017-03-12,854
2017-03-13,854
2017-03-14,851
2017-03-15,852
2017-03-16,855
2017-03-17,852
2017-03-18,853
2017-03-19,858
2017-03-20,867
2017-03-21,863
2017-03-22,861
2017-03-23,863
2017-03-24,860
2017-03-25,859
2017-03-26,867
2017-03-27,866
2017-03-28,872
2017-03-29,875
2017-03-30,871
2017-03-31,872
2017-04-01,874
2017-04-02,871
2017-04-03,867
2017-04-04,876
2017-04-12,886
2017-04-13,884
2017-04-14,891
2017-04-15,882
2017-04-16,891
2017-04-17,881
2017-04-18,887
2017-04-19,876
2017-04-20,886
2017-04-21,878
2017-04-22,861
2017-04-23,861
2017-04-24,856
2017-04-25,863
2017-04-26,881
2017-04-27,880
2017-04-28,882
2017-04-29,872
2017-04-30,866
2017-05-01,870
2017-05-02,872
2017-05-03,874
2017-05-04,868
2017-05-05,867
2017-05-06,863
2017-05-07,856
2017-05-08,861
2017-05-09,862
2017-05-10,853
2017-05-11,833
2017-05-12,852
2017-05-13,856
2017-05-14,844
2017-05-15,853
2017-05-16,863
2017-05-17,870
2017-05-18,865
2017-05-19,858
2017-05-20,862
2017-05-21,863
2017-05-22,853
2017-05-23,868
2017-05-24,869
2017-05-25,876
2017-05-26,874
2017-05-27,869
2017-05-28,856
2017-05-29,868
2017-05-30,871
2017-05-31,868
2017-06-01,867
2017-06-02,861
2017-06-03,851
2017-06-06,872
2017-06-07,876
2017-06-08,882
2017-06-09,883
2017-06-10,873
2017-06-11,877
2017-06-12,878
2017-06-13,877
2017-06-14,882
2017-06-15,884
2017-06-16,880
2017-06-17,873
2017-06-18,876
2017-06-19,883
2017-06-20,882
2017-06-21,874
2017-06-22,874
2017-06-23,883
2017-06-24,881
2017-06-25,878
2017-06-26,864
2017-06-27,870
2017-06-28,876
2017-06-29,879
2017-06-30,886
2017-07-01,881
2017-07-02,890
2017-07-03,878
2017-07-04,878
2017-07-05,870
2017-07-06,839
2017-07-07,856
2017-07-08,875
2017-07-13,864
2017-07-14,873
2017-07-15,864
2017-07-16,864
2017-07-17,869
2017-07-18,862
2017-07-19,860
2017-07-20,868
2017-07-21,870
2017-07-22,862
2017-07-23,842
2017-07-24,864
2017-07-25,870
2017-07-26,873
2017-07-27,881
2017-07-28,872
2017-07-29,871
2017-07-30,870
2017-07-31,867
2017-08-01,876
2017-08-02,875
2017-08-03,878
2017-08-04,840
2017-08-05,841
2017-08-06,860
2017-08-09,867
2017-08-10,866
2017-08-11,873
2017-08-12,870
2017-08-13,863
2017-08-14,840
2017-08-15,848
2017-08-16,862
2017-08-17,854
2017-08-18,863
2017-08-19,867
2017-08-20,865
2017-08-21,872
2017-08-22,858
2017-08-23,867
2017-08-24,877
2017-08-25,859
2017-08-26,864
2017-08-27,868
2017-08-28,868
2017-08-29,864
2017-08-30,870
2017-08-31,858
2017-09-01,860
2017-09-02,855
2017-09-03,867
2017-09-04,863
2017-09-05,849
2017-09-06,872
2017-09-07,868
2017-09-08,873
2017-09-09,875
2017-09-10,875
2017-09-11,872
2017-09-12,879
2017-09-13,878
2017-09-14,881
2017-09-15,870
2017-09-16,869
2017-09-17,863
2017-09-18,876
2017-09-19,872
2017-09-20,870
2017-09-21,860
2017-09-22,870
2017-09-23,868
2017-09-24,860
2017-09-25,855
2017-09-26,862
2017-09-27,865
2017-09-28,875
2017-09-29,875
2017-09-30,874
2017-10-01,865
2017-10-02,851
2017-10-03,848
2017-10-04,867
2017-10-05,875
2017-10-06,867
2017-10-07,867
2017-10-08,868
2017-10-09,858
2017-10-10,855
2017-10-11,858
2017-10-12,862
2017-10-13,862
2017-10-14,852
2017-10-15,850
2017-10-16,860
2017-10-17,866
2017-10-18,862
2017-10-19,854
2017-10-20,868
2017-10-21,852
2017-10-22,854
2017-10-23,852
2017-10-24,853
2017-10-25,859
2017-10-26,859
2017-10-27,863
2017-10-28,866
2017-10-29,862
2017-10-30,868
2017-10-31,872
2017-11-01,871
2017-11-02,867
2017-11-03,853
2017-11-04,841
2017-11-05,846
2017-11-06,849
2017-11-07,841
2017-11-08,843
2017-11-09,844
2017-11-10,856
2017-11-11,847
2017-11-12,845
2017-11-13,852
2017-11-14,852
2017-11-15,859
2017-11-16,859
2017-11-17,856
2017-11-18,847
2017-11-19,836
2017-11-20,859
2017-11-21,839
2017-11-22,856
2017-11-23,836
2017-11-24,853
2017-11-25,835
2017-11-26,829
2017-11-27,798
2017-11-28,809
2017-11-29,803
2017-11-30,824
2017-12-01,856
2017-12-02,861
2017-12-03,861
2017-12-04,853
2017-12-05,841
2017-12-06,831
2017-12-07,844
2017-12-08,845
2017-12-09,839
2017-12-10,836
2017-12-11,832
2017-12-12,850
2017-12-13,818
2017-12-14,845
2017-12-15,843
2017-12-16,835
2017-12-17,821
2017-12-18,823
2017-12-19,847
2017-12-20,835
2017-12-21,847
2017-12-22,859
2017-12-23,864
2017-12-24,841
2017-12-25,842
2017-12-26,842
2017-12-27,809
2017-12-28,768
2017-12-29,794
2017-12-30,824
2017-12-31,851
2018-01-01,855
2018-01-02,866
2018-01-03,862
2018-01-04,839
2018-01-05,829
2018-01-06,837
2018-01-07,836
2018-01-08,824
2018-01-09,824
2018-01-10,819
2018-01-11,838
2018-01-12,844
2018-01-13,841
2018-01-14,833
2018-01-15,824
2018-01-16,835
2018-01-17,837
2018-01-18,832
2018-01-19,820
2018-01-20,825
2018-01-21,817
2018-01-22,820
2018-01-23,828
2018-01-24,834
2018-01-25,842
2018-01-26,848
2018-01-27,834
2018-01-28,836
2018-01-29,838
2018-01-30,858
2018-02-01,859
2018-02-02,868
2018-02-03,860
2018-02-04,848
2018-02-05,851
2018-02-06,876
2018-02-07,876
2018-02-08,876
2018-02-09,900
2018-02-10,884
2018-02-11,909
2018-02-12,885
2018-02-13,890
2018-02-14,888
2018-02-15,890
2018-02-16,886
2018-02-17,895
2018-02-18,884
2018-02-19,896
2018-02-20,893
2018-02-21,894
2018-02-22,907
2018-02-23,911
2018-02-24,920
2018-02-25,908
2018-02-26,888
2018-02-27,881
2018-02-28,871
2018-03-01,847
2018-03-02,860
2018-03-03,871
2018-03-04,875
2018-03-05,869
2018-03-06,867
2018-03-07,854
2018-03-08,834
2018-03-09,842
2018-03-10,851
2018-03-11,883
2018-03-12,881
2018-03-13,901
2018-03-14,901
2018-03-15,933
2018-03-16,936
2018-03-17,928
2018-03-18,909
2018-03-20,875
2018-03-21,911
2018-03-23,923
2018-03-24,898
2018-03-26,907
2018-03-27,890
2018-03-28,890
2018-03-29,901
2018-03-30,919
2018-03-31,936
2018-04-01,923
2018-04-02,925
2018-04-03,910
2018-04-04,922
2018-04-05,922
2018-04-06,940
2018-04-08,944
2018-04-09,930
2018-04-10,918
2018-04-11,946
2018-04-12,967
2018-04-13,985
2018-04-14,985
2018-04-16,992
2018-04-17,996
2018-04-18,956
2018-04-19,933
2018-04-20,965
2018-04-21,963
2018-04-22,982
2018-04-23,977
2018-04-24,980
2018-04-25,970
2018-04-26,937
2018-04-27,923
2018-04-28,943
2018-04-29,956
2018-04-30,934
2018-05-02,963
2018-05-03,969
2018-05-04,969
2018-05-05,939
2018-05-06,939
2018-05-07,937
2018-05-08,958
2018-05-09,967
2018-05-10,966
2018-05-11,944
2018-05-12,945
2018-05-13,920
2018-05-14,913
2018-05-15,906
2018-05-16,895
2018-05-17,898
2018-05-18,903
2018-05-19,867
2018-05-20,866
2018-05-21,843
2018-05-22,845
2018-05-23,854
2018-05-24,881
2018-05-25,893
2018-05-26,905
2018-05-27,905
2018-05-28,917
2018-05-29,917
2018-05-30,905
2018-05-31,920
2018-06-01,913
2018-06-02,895
2018-06-03,899
2018-06-04,875
2018-06-05,884
2018-06-06,890
2018-06-07,890
2018-06-08,856
2018-06-09,813
2018-06-10,811
2018-06-11,846
2018-06-12,886
2018-06-13,913
2018-06-14,911
2018-06-15,893
2018-06-16,883
2018-06-17,881
2018-06-18,880
2018-06-19,889
2018-06-20,889
2018-06-21,885
2018-06-22,898
2018-06-23,893
2018-06-24,907
2018-06-25,908
2018-06-26,902
2018-06-27,909
2018-06-28,899
2018-06-29,902
2018-06-30,898
2018-07-01,875
2018-07-02,847
2018-07-03,841
2018-07-04,804
2018-07-05,805
2018-07-06,846
2018-07-07,886
2018-07-08,865
2018-07-09,857
2018-07-10,885
2018-07-11,907
2018-07-12,899
2018-07-13,912
2018-07-14,895
2018-07-15,903
2018-07-16,915
2018-07-17,904
2018-07-18,912
2018-07-19,914
2018-07-20,918
2018-07-21,913
2018-07-22,904
2018-07-23,909
2018-07-24,929
2018-07-25,924
2018-07-26,915
2018-07-27,913
2018-07-28,908
2018-07-29,910
2018-07-30,921
2018-07-31,914
2018-08-01,914
2018-08-02,927
2018-08-03,914
2018-08-04,908
2018-08-05,914
2018-08-06,910
2018-08-07,902
2018-08-08,905
2018-08-09,898
2018-08-10,909
2018-08-11,913
2018-08-12,914
2018-08-14,917
2018-08-16,890
2018-08-17,893
2018-08-18,888
2018-08-19,852
2018-08-20,870
2018-08-21,883
2018-08-22,883
2018-08-23,870
2018-08-24,866
2018-08-25,851
2018-08-26,856
2018-08-27,853
2018-08-28,861
2018-08-29,862
2018-08-30,864
2018-08-31,881
2018-09-01,879
2018-09-02,867
2018-09-03,871
2018-09-04,862
2018-09-05,827
2018-09-06,807
2018-09-07,833
2018-09-08,859
2018-09-09,869
2018-09-10,860
2018-09-11,870
2018-09-12,879
2018-09-13,874
2018-09-14,873
2018-09-15,834
2018-09-16,845
2018-09-17,870
2018-09-18,872
2018-09-19,873
2018-09-20,907
2018-09-21,925
2018-09-22,914
2018-09-23,918
2018-09-24,951
2018-09-25,963
2018-09-26,918
2018-09-27,898
2018-09-28,928
2018-09-29,960
2018-09-30,971
2018-10-02,991
2018-10-03,1005
2018-10-04,988
2018-10-05,967
2018-10-06,984
2018-10-07,1024
2018-10-08,1067
2018-10-09,1102
2018-10-10,1128
2018-10-11,1166
2018-10-12,1196
2018-10-13,1191
2018-10-14,1205
2018-10-15,1221
2018-10-16,1237
2018-10-17,1235
2018-10-18,1258
2018-10-19,1256
2018-10-20,1219
2018-10-21,1245
2018-10-22,1256
2018-10-23,1262
2018-10-24,1255
2018-10-25,1255
2018-10-26,1227
2018-10-27,1229
2018-10-28,1235
2018-10-29,1238
2018-10-30,1253
2018-10-31,1254
2018-11-01,1237
2018-11-03,1231
2018-11-04,1204
2018-11-05,1202
2018-11-06,1180
2018-11-07,1194
2018-11-08,1193
2018-11-09,1171
2018-11-10,1173
2018-11-11,1171
2018-11-12,1179
2018-11-13,1163
2018-11-14,1128
2018-11-15,1149
2018-11-16,1157
2018-11-17,1162
2018-11-18,1158
2018-11-19,1153
2018-11-20,1149
2018-11-21,1155
2018-11-22,1158
2018-11-23,1170
2018-11-24,1164
2018-11-25,1135
2018-11-26,1103
2018-11-27,1084
2018-11-28,1093
2018-11-29,1081
2018-12-01,1099
2018-12-02,1070
2018-12-03,1029
2018-12-04,1011
2018-12-05,1014
2018-12-07,1022
2018-12-09,1029
2018-12-10,1024
2018-12-11,1022
2018-12-12,1004
2018-12-13,1007
2018-12-14,1006
2018-12-15,1008
2018-12-16,1000
2018-12-17,962
2018-12-18,971
2018-12-19,982
2018-12-20,1002
2018-12-21,1012
2018-12-22,988
2018-12-23,1005
2018-12-24,1033
2018-12-25,1047
2018-12-26,1044
2018-12-27,1028
2018-12-28,995
2018-12-29,963
2018-12-30,966
2018-12-31,959
2019-01-01,946
2019-01-02,942
2019-01-03,932
2019-01-04,928
2019-01-05,928
2019-01-06,904
2019-01-08,903
2019-01-10,940
2019-01-11,921
2019-01-12,909
2019-01-13,904
2019-01-14,897
2019-01-15,892
2019-01-16,892
2019-01-17,903
2019-01-18,917
2019-01-19,917
2019-01-20,924
2019-01-21,944
2019-01-22,939
2019-01-23,933
2019-01-24,923
2019-01-25,905
2019-01-26,910
2019-01-27,903
2019-01-28,898
2019-01-29,860
2019-01-30,867
2019-01-31,897
2019-02-01,889
2019-02-02,880
2019-02-03,894
2019-02-04,882
2019-02-05,875
2019-02-06,870
2019-02-07,858
2019-02-08,860
2019-02-09,878
2019-02-10,877
2019-02-11,870
2019-02-12,871
2019-02-13,881
2019-02-14,880
2019-02-15,872
2019-02-16,854
2019-02-17,867
2019-02-18,871
2019-02-19,869
2019-02-20,880
2019-02-21,878
2019-02-22,894
2019-02-23,902
2019-02-24,907
2019-02-25,920
2019-02-26,935
2019-02-27,934
2019-02-28,927
2019-03-01,908
2019-03-02,910
2019-03-03,906
2019-03-04,942
2019-03-05,950
2019-03-06,948
2019-03-07,953
2019-03-08,947
2019-03-09,947
2019-03-10,945
2019-03-11,940
2019-03-12,950
2019-03-13,939
2019-03-14,932
2019-03-15,889
2019-03-16,845
2019-03-17,860
2019-03-18,869
2019-03-19,856
2019-03-20,883
2019-03-21,900
2019-03-22,908
2019-03-23,912
2019-03-24,889
2019-03-25,872
2019-03-26,888
2019-03-27,893
2019-03-28,898
2019-03-29,897
2019-03-30,906
2019-03-31,913
2019-04-01,924
2019-04-02,929
2019-04-03,922
2019-04-04,924
2019-04-05,929
2019-04-06,935
2019-04-07,896
2019-04-08,879
2019-04-09,873
2019-04-10,875
2019-04-11,861
2019-04-12,866
2019-04-13,890
2019-04-14,905
2019-04-15,910
2019-04-16,913
2019-04-17,913
2019-04-18,895
2019-04-19,885
2019-04-20,883
2019-04-21,885
2019-04-22,889
2019-04-23,877
2019-04-24,892
2019-04-25,877
2019-04-26,886
2019-04-27,889
2019-04-28,881
2019-04-29,887
2019-04-30,881
2019-05-01,883
2019-05-02,878
2019-05-03,890
2019-05-04,900
2019-05-05,896
2019-05-06,903
2019-05-07,903
2019-05-08,940
2019-05-09,981
2019-05-10,1003
2019-05-11,1010
2019-05-12,1009
2019-05-13,993
2019-05-14,962
2019-05-15,951
2019-05-16,938
2019-05-17,933
2019-05-18,927
2019-05-19,918
2019-05-20,930
2019-05-21,919
2019-05-22,901
2019-05-23,907
2019-05-24,890
2019-05-25,887
2019-05-26,910
2019-05-27,905
2019-05-28,919
2019-05-29,938
2019-05-30,922
2019-05-31,940
2019-06-01,950
2019-06-02,910
2019-06-03,923
2019-06-04,911
2019-06-05,935
2019-06-06,948
2019-06-07,962
2019-06-08,968
2019-06-09,954
2019-06-10,959
2019-06-11,966
2019-06-12,971
2019-06-13,964
2019-06-14,949
2019-06-15,936
2019-06-16,940
2019-06-17,905
2019-06-18,940
2019-06-19,933
2019-06-20,944
2019-06-21,965
2019-06-22,961
2019-06-23,951
2019-06-24,955
2019-06-25,939
2019-06-26,919
2019-06-27,932
2019-06-28,952
2019-06-29,973
2019-06-30,971
2019-07-01,960
2019-07-02,963
2019-07-03,965
2019-07-04,966
2019-07-05,961
2019-07-06,939
2019-07-07,944
2019-07-08,946
2019-07-09,959
2019-07-10,981
2019-07-11,975
2019-07-12,974
2019-07-13,982
2019-07-14,998
2019-07-15,1026
2019-07-16,1053
2019-07-17,1051
2019-07-18,1067
2019-07-19,1071
2019-07-20,1057
2019-07-21,1028
2019-07-22,1006
2019-07-23,989
2019-07-24,991
2019-07-25,1001
2019-07-26,989
2019-07-27,999
2019-07-28,1003
2019-07-29,1001
2019-07-30,994
2019-07-31,996
2019-08-01,981
2019-08-02,998
2019-08-03,978
2019-08-04,961
2019-08-05,942
2019-08-06,923
2019-08-07,907
2019-08-08,893
2019-08-09,868
2019-08-10,863
2019-08-11,851
2019-08-12,858
2019-08-13,848
2019-08-14,858
2019-08-15,868
2019-08-16,862
2019-08-17,862
2019-08-18,863
2019-08-19,884
2019-08-20,888
2019-08-21,892
2019-08-22,900
2019-08-23,899
2019-08-24,898
2019-08-24,898
2019-08-25,888
2019-08-25,888
2019-08-26,887
2019-08-26,887
