date_obj,Torture%20ornament%20kit price
2016-11-03,10162607
2016-11-04,10587031
2016-11-05,10587031
2016-11-06,10652862
2016-11-07,10412831
2016-11-08,10374807
2016-11-09,10048715
2016-11-10,9756449
2016-11-11,9756449
2016-11-12,9521918
2016-11-13,9521918
2016-11-14,9171834
2016-12-08,9551421
2016-12-09,9357295
2016-12-10,9357295
2016-12-11,9450190
2016-12-12,9450190
2016-12-13,9743277
2016-12-14,9896823
2016-12-15,9896823
2016-12-16,10140710
2016-12-17,10304180
2016-12-18,10304180
2016-12-19,10030602
2016-12-20,9874029
2016-12-21,9883304
2016-12-22,9883304
2016-12-23,9919718
2016-12-24,9919718
2016-12-25,10150628
2016-12-26,10150628
2016-12-27,10069207
2016-12-28,10069207
2016-12-29,9975310
2016-12-30,9992722
2016-12-31,10010076
2017-01-01,9955795
2017-01-02,9869650
2017-01-03,9869650
2017-01-04,9631869
2017-01-05,9631869
2017-01-06,9150541
2017-01-07,8693013
2017-01-08,8258362
2017-01-09,7845443
2017-01-10,7453170
2017-01-11,7080511
2017-01-12,6829318
2017-01-13,7170383
2017-01-14,7523296
2017-01-15,7772133
2017-01-16,7758443
2017-01-17,7586891
2017-01-18,7598967
2017-01-19,7352228
2017-01-20,7120758
2017-01-21,7259862
2017-01-22,7458670
2017-01-27,8290062
2017-01-28,8401371
2017-01-29,8417651
2017-01-30,8346340
2017-01-31,8327931
2017-02-01,8368426
2017-02-02,8308804
2017-02-03,8374237
2017-02-04,8484020
2017-02-05,8565743
2017-02-06,8674828
2017-02-07,8693349
2017-02-08,8689954
2017-02-09,8689954
2017-02-10,8671476
2017-02-11,8792014
2017-02-12,8792014
2017-02-13,8828644
2017-02-14,8812366
2017-02-15,8677883
2017-02-16,8661099
2017-02-18,8665527
2017-02-19,8717569
2017-02-20,8706360
2017-02-21,8834009
2017-02-22,8799375
2017-02-23,8788444
2017-02-24,8829995
2017-02-25,8895005
2017-02-26,8835472
2017-02-27,8879317
2017-02-28,8902338
2017-03-01,8864110
2017-03-02,8830911
2017-03-03,8828886
2017-03-04,8871439
2017-03-05,8847484
2017-03-06,8882702
2017-03-07,8822715
2017-03-08,8722797
2017-03-09,8576763
2017-03-10,8373652
2017-03-11,8170671
2017-03-12,7915063
2017-03-13,7519309
2017-03-14,7143343
2017-03-15,6786175
2017-03-16,6449934
2017-03-17,6339611
2017-03-18,6322677
2017-03-19,6112778
2017-03-20,6288417
2017-03-21,6495992
2017-03-22,6806498
2017-03-23,7146823
2017-03-24,7261550
2017-03-25,7167847
2017-03-26,7392504
2017-03-27,7297728
2017-03-28,7229013
2017-03-29,7337720
2017-03-30,7356022
2017-03-31,7319041
2017-04-01,7387388
2017-04-02,7327314
2017-04-03,7274746
2017-04-04,7238337
2017-04-12,7646804
2017-04-13,7619041
2017-04-14,7664048
2017-04-15,7675586
2017-04-16,7639900
2017-04-17,7622539
2017-04-18,7624343
2017-04-19,7514156
2017-04-20,7395424
2017-04-21,7411292
2017-04-22,7373317
2017-04-23,7372344
2017-04-24,7497673
2017-04-25,7471918
2017-04-26,7471918
2017-04-27,7444012
2017-04-28,7434928
2017-04-29,7586970
2017-04-30,7658595
2017-05-01,7735702
2017-05-02,7923176
2017-05-03,8043812
2017-05-04,8445898
2017-05-05,8731240
2017-05-06,8607148
2017-05-07,8502910
2017-05-08,8184112
2017-05-09,7852726
2017-05-10,7479184
2017-05-11,7255388
2017-05-12,7105284
2017-05-13,6982517
2017-05-14,6955703
2017-05-15,6874937
2017-05-16,6877226
2017-05-17,6834548
2017-05-18,6625760
2017-05-19,6621157
2017-05-20,6646853
2017-05-21,6523497
2017-05-22,6427457
2017-05-23,6366934
2017-05-24,6292717
2017-05-25,6148373
2017-05-26,5843045
2017-05-27,5697326
2017-05-28,5754764
2017-05-29,5881949
2017-05-30,6071801
2017-05-31,5938394
2017-06-01,5864003
2017-06-02,5716959
2017-06-03,5661564
2017-06-06,5901210
2017-06-07,5994861
2017-06-08,6229667
2017-06-09,6487066
2017-06-10,6493720
2017-06-11,6394393
2017-06-12,6159078
2017-06-13,5893612
2017-06-14,5760910
2017-06-15,5646968
2017-06-16,5654987
2017-06-17,5618801
2017-06-18,5694218
2017-06-19,5694218
2017-06-20,5715559
2017-06-21,5781462
2017-06-22,5928021
2017-06-23,6220004
2017-06-24,6295065
2017-06-25,6121959
2017-06-26,5925832
2017-06-27,5759407
2017-06-28,5690602
2017-06-29,5720550
2017-06-30,5694011
2017-07-01,5721343
2017-07-02,5732892
2017-07-03,5936037
2017-07-04,5975109
2017-07-05,5809028
2017-07-06,5830490
2017-07-07,5872767
2017-07-08,5892278
2017-07-13,6114454
2017-07-14,6069267
2017-07-15,6000542
2017-07-16,6063430
2017-07-17,6289382
2017-07-18,6378185
2017-07-19,6351910
2017-07-20,6459731
2017-07-21,6474445
2017-07-22,6427494
2017-07-23,6367998
2017-07-24,6368202
2017-07-25,6574485
2017-07-26,6727081
2017-07-27,6596288
2017-07-28,6403851
2017-07-29,6322958
2017-07-30,6230895
2017-07-31,6117439
2017-08-01,5954331
2017-08-02,5897357
2017-08-03,5869620
2017-08-04,5857988
2017-08-05,5871957
2017-08-06,5825541
2017-08-09,5761822
2017-08-10,5721112
2017-08-11,5720671
2017-08-12,5841469
2017-08-13,5845377
2017-08-14,5866098
2017-08-15,6050331
2017-08-16,6083453
2017-08-17,6014273
2017-08-18,5972381
2017-08-19,5990093
2017-08-20,6085653
2017-08-21,6121293
2017-08-22,6072116
2017-08-23,6068390
2017-08-24,5991705
2017-08-25,5986265
2017-08-26,5982585
2017-08-27,5948718
2017-08-28,5944593
2017-08-29,5929094
2017-08-30,5969249
2017-08-31,6018708
2017-09-01,6023933
2017-09-02,6000317
2017-09-04,5965786
2017-09-05,5947554
2017-09-06,5938130
2017-09-07,5930026
2017-09-08,5884889
2017-09-09,5882898
2017-09-10,5838976
2017-09-11,5855475
2017-09-12,5873032
2017-09-13,5895713
2017-09-14,5964609
2017-09-15,6099246
2017-09-16,6141389
2017-09-17,6442557
2017-09-19,6797852
2017-09-20,6784257
2017-09-21,6710879
2017-09-22,6629704
2017-09-23,6608185
2017-09-24,6615733
2017-09-25,6765577
2017-09-26,6864798
2017-09-27,7089230
2017-09-28,7106274
2017-09-29,7320751
2017-09-30,7644656
2017-10-01,7851698
2017-10-02,7768561
2017-10-03,7665408
2017-10-04,7468676
2017-10-05,7421637
2017-10-06,7394977
2017-10-07,7387474
2017-10-08,7350012
2017-10-09,7219669
2017-10-10,7200706
2017-10-11,7101263
2017-10-12,6993292
2017-10-13,6921870
2017-10-14,6857038
2017-10-15,6749755
2017-10-16,6633803
2017-10-17,6627629
2017-10-18,6582541
2017-10-19,6441231
2017-10-20,6437346
2017-10-21,6418556
2017-10-22,6398820
2017-10-23,6466870
2017-10-24,6614532
2017-10-25,6793546
2017-10-26,6669579
2017-10-27,6718727
2017-10-28,6707953
2017-10-29,6714029
2017-10-30,6600936
2017-10-31,6539985
2017-11-01,6361697
2017-11-02,6328010
2017-11-03,6174155
2017-11-04,6111212
2017-11-05,6098338
2017-11-06,6010410
2017-11-07,5917445
2017-11-08,5882837
2017-11-09,5907369
2017-11-10,5870468
2017-11-11,5778249
2017-11-12,5803554
2017-11-13,5792854
2017-11-14,5661793
2017-11-15,5666235
2017-11-16,5651719
2017-11-17,5690063
2017-11-18,5711358
2017-11-19,5764151
2017-11-20,5740771
2017-11-21,5668800
2017-11-22,5510121
2017-11-23,5550344
2017-11-24,5665828
2017-11-25,5760103
2017-11-26,5882721
2017-11-27,5849505
2017-11-28,5862564
2017-11-29,5965101
2017-11-30,5937721
2017-12-01,5799284
2017-12-02,5863258
2017-12-03,5847619
2017-12-04,5792797
2017-12-05,5792745
2017-12-06,5818510
2017-12-07,5846879
2017-12-08,5843226
2017-12-09,6069105
2017-12-10,6016903
2017-12-11,6145702
2017-12-12,6247016
2017-12-13,6013540
2017-12-14,5989223
2017-12-15,5928796
2017-12-16,5824611
2017-12-17,5825935
2017-12-18,5846077
2017-12-19,5829419
2017-12-20,5825590
2017-12-21,5708000
2017-12-22,5676843
2017-12-23,5808380
2017-12-24,5830222
2017-12-25,6053378
2017-12-26,6201973
2017-12-27,6269616
2017-12-28,6459424
2017-12-29,6547138
2017-12-30,6498834
2017-12-31,6275049
2018-01-01,6202176
2018-01-02,6129382
2018-01-03,5880397
2018-01-04,5950276
2018-01-05,5973342
2018-01-06,6098755
2018-01-07,5858865
2018-01-08,5641145
2018-01-09,5531114
2018-01-10,5560532
2018-01-11,5638765
2018-01-12,5667625
2018-01-13,5789932
2018-01-14,5807019
2018-01-15,5775482
2018-01-16,5731025
2018-01-17,5613042
2018-01-18,5633576
2018-01-19,5662793
2018-01-20,5654209
2018-01-21,5697557
2018-01-22,5798776
2018-01-23,5787025
2018-01-24,5754580
2018-01-25,5683038
2018-01-26,5634701
2018-01-27,5797533
2018-01-28,6075075
2018-01-29,6227438
2018-01-30,6170336
2018-02-01,5963219
2018-02-02,5954303
2018-02-03,5933880
2018-02-04,5931580
2018-02-05,6012867
2018-02-06,5950830
2018-02-07,5878835
2018-02-08,5868245
2018-02-09,5848791
2018-02-10,5910950
2018-02-11,6072245
2018-02-12,5947070
2018-02-13,5875826
2018-02-14,5861824
2018-02-15,5812661
2018-02-16,5838003
2018-02-17,5798167
2018-02-18,5826274
2018-02-19,5771237
2018-02-20,5783563
2018-02-21,5705780
2018-02-22,5686215
2018-02-23,5623001
2018-02-24,5632797
2018-02-25,5651655
2018-02-26,5607042
2018-02-27,5563499
2018-02-28,5488116
2018-03-01,5498275
2018-03-02,5601649
2018-03-03,5594217
2018-03-04,5592425
2018-03-05,5594127
2018-03-06,5562540
2018-03-07,5437243
2018-03-08,5458743
2018-03-09,5373270
2018-03-10,5343633
2018-03-11,5289447
2018-03-12,5324870
2018-03-13,5324857
2018-03-14,5318049
2018-03-15,5424609
2018-03-16,5465729
2018-03-17,5455271
2018-03-18,5438202
2018-03-19,5427861
2018-03-20,5387579
2018-03-21,5319778
2018-03-23,5295298
2018-03-24,5311563
2018-03-26,5396715
2018-03-27,5333998
2018-03-28,5301522
2018-03-29,5286766
2018-03-30,5364407
2018-03-31,5572100
2018-04-01,5716154
2018-04-02,5719117
2018-04-03,5667943
2018-04-04,5675839
2018-04-05,5787407
2018-04-06,5776022
2018-04-08,5667035
2018-04-09,5645119
2018-04-10,5752117
2018-04-11,5879137
2018-04-12,5832934
2018-04-13,5747911
2018-04-14,5736638
2018-04-16,5640760
2018-04-17,5597901
2018-04-18,5586770
2018-04-19,5500514
2018-04-20,5539279
2018-04-21,5661038
2018-04-22,5699535
2018-04-23,5674895
2018-04-24,5680337
2018-04-25,5895934
2018-04-26,6042591
2018-04-27,6052455
2018-04-28,5978475
2018-04-29,5940334
2018-04-30,5930503
2018-05-01,5930048
2018-05-02,5919815
2018-05-03,5879116
2018-05-04,5842974
2018-05-05,5836734
2018-05-06,5810004
2018-05-07,5746308
2018-05-08,5660050
2018-05-09,5609664
2018-05-10,5491087
2018-05-11,5416362
2018-05-12,5359893
2018-05-13,5185174
2018-05-14,5106784
2018-05-15,5010751
2018-05-16,4949195
2018-05-17,4877886
2018-05-18,4875121
2018-05-19,5019965
2018-05-20,5091628
2018-05-21,5078645
2018-05-22,5229316
2018-05-23,5364745
2018-05-24,5476155
2018-05-25,5686193
2018-05-26,5778504
2018-05-27,5801126
2018-05-28,5786106
2018-05-29,5753454
2018-05-30,5738702
2018-05-31,5748406
2018-06-01,5706894
2018-06-02,5608224
2018-06-03,5598598
2018-06-04,5462537
2018-06-05,5282566
2018-06-06,5021484
2018-06-07,4770409
2018-06-08,4531888
2018-06-09,4305293
2018-06-10,4118580
2018-06-11,4097329
2018-06-12,4121128
2018-06-13,4171657
2018-06-14,4233859
2018-06-15,4307614
2018-06-16,4423620
2018-06-17,4526054
2018-06-18,4626809
2018-06-19,4623632
2018-06-20,4667225
2018-06-21,4873820
2018-06-22,4864072
2018-06-23,4795519
2018-06-24,4777167
2018-06-25,4861562
2018-06-26,4841477
2018-06-27,4984536
2018-06-28,5031139
2018-06-29,4940198
2018-06-30,4877246
2018-07-01,4820735
2018-07-02,4800792
2018-07-03,4742680
2018-07-04,4729743
2018-07-05,4722619
2018-07-06,4734326
2018-07-07,4685977
2018-07-08,4645635
2018-07-09,4692866
2018-07-10,4655389
2018-07-11,4661228
2018-07-12,4607030
2018-07-13,4824894
2018-07-14,4906124
2018-07-15,4870972
2018-07-16,4891984
2018-07-17,4931457
2018-07-18,4906709
2018-07-19,4854564
2018-07-20,4774968
2018-07-21,4710024
2018-07-22,4518980
2018-07-23,4465876
2018-07-24,4519527
2018-07-25,4585672
2018-07-26,4590561
2018-07-27,4623268
2018-07-28,4748557
2018-07-29,4865870
2018-07-30,5020978
2018-07-31,5062968
2018-08-01,5070101
2018-08-02,5274500
2018-08-03,5198363
2018-08-04,5207323
2018-08-05,5239341
2018-08-06,5213253
2018-08-07,5167803
2018-08-08,5072941
2018-08-09,4967275
2018-08-10,4839305
2018-08-11,4798545
2018-08-12,4701994
2018-08-14,4381688
2018-08-16,4267280
2018-08-17,4107850
2018-08-18,4103905
2018-08-19,4154086
2018-08-20,4191968
2018-08-21,4182789
2018-08-22,4212685
2018-08-23,4198714
2018-08-24,4205290
2018-08-25,4236398
2018-08-26,4362260
2018-08-27,4526622
2018-08-28,4540018
2018-08-29,4698602
2018-08-30,4626642
2018-08-31,4758301
2018-09-01,4756616
2018-09-02,4711928
2018-09-03,4744755
2018-09-04,4870863
2018-09-05,4824059
2018-09-06,4772384
2018-09-07,4758342
2018-09-08,4730404
2018-09-09,4697104
2018-09-10,4676453
2018-09-11,4683593
2018-09-12,4718567
2018-09-13,4690152
2018-09-14,4763741
2018-09-15,4666448
2018-09-16,4644792
2018-09-17,4601760
2018-09-18,4560973
2018-09-19,4613241
2018-09-20,4604141
2018-09-21,4598887
2018-09-22,4619709
2018-09-23,4781986
2018-09-24,4835959
2018-09-25,4826033
2018-09-26,4901829
2018-09-27,5001207
2018-09-28,4948239
2018-09-29,4882196
2018-09-30,4806659
2018-10-02,4710672
2018-10-03,4633254
2018-10-04,4595736
2018-10-05,4600245
2018-10-06,4550072
2018-10-07,4549422
2018-10-08,4501142
2018-10-09,4480894
2018-10-10,4498822
2018-10-11,4525505
2018-10-12,4594418
2018-10-13,4700671
2018-10-14,4737023
2018-10-15,4784133
2018-10-16,4781420
2018-10-17,4786860
2018-10-18,4811323
2018-10-19,4784993
2018-10-20,4712112
2018-10-21,4697023
2018-10-22,4696660
2018-10-23,4681589
2018-10-24,4684609
2018-10-25,4774472
2018-10-26,4762862
2018-10-27,4741471
2018-10-28,4722708
2018-10-29,4725561
2018-10-30,4752371
2018-10-31,4778854
2018-11-01,4732047
2018-11-03,4748992
2018-11-04,4681264
2018-11-05,4610636
2018-11-06,4634823
2018-11-07,4565657
2018-11-08,4529236
2018-11-09,4485493
2018-11-10,4563179
2018-11-11,4643451
2018-11-12,4647847
2018-11-13,4613299
2018-11-14,4583994
2018-11-15,4473507
2018-11-16,4413041
2018-11-17,4390524
2018-11-18,4332502
2018-11-19,4311108
2018-11-20,4229068
2018-11-21,4186210
2018-11-22,4061866
2018-11-23,3946707
2018-11-24,3941032
2018-11-25,3939053
2018-11-26,3917163
2018-11-27,3894574
2018-11-28,3807276
2018-11-29,3841926
2018-12-01,3967648
2018-12-02,3971666
2018-12-03,4038645
2018-12-04,4047749
2018-12-05,3998688
2018-12-07,4008948
2018-12-09,4030272
2018-12-10,4017656
2018-12-11,4018392
2018-12-12,3993734
2018-12-13,3946977
2018-12-14,4115534
2018-12-15,4254395
2018-12-16,4138560
2018-12-17,4080439
2018-12-18,4045879
2018-12-19,3993893
2018-12-20,3972130
2018-12-21,3926802
2018-12-22,3921952
2018-12-23,3947896
2018-12-24,3951917
2018-12-25,4014358
2018-12-26,4037282
2018-12-27,4092007
2018-12-28,4227555
2018-12-29,4345830
2018-12-30,4331180
2018-12-31,4262210
2019-01-01,4185769
2019-01-02,4083192
2019-01-03,4076376
2019-01-04,4055052
2019-01-05,3981526
2019-01-06,4032654
2019-01-08,4152422
2019-01-10,3997406
2019-01-11,3798163
2019-01-12,3609725
2019-01-13,3627814
2019-01-14,3545114
2019-01-15,3488424
2019-01-16,3434542
2019-01-17,3605719
2019-01-18,3748143
2019-01-19,3830177
2019-01-20,3992080
2019-01-21,4117852
2019-01-22,4136417
2019-01-23,4257885
2019-01-24,4270998
2019-01-25,4483656
2019-01-26,4549339
2019-01-27,4500096
2019-01-28,4488844
2019-01-29,4467735
2019-01-30,4535074
2019-01-31,4475650
2019-02-01,4489002
2019-02-02,4631376
2019-02-03,4773059
2019-02-04,4791989
2019-02-05,4787794
2019-02-06,4776247
2019-02-07,4797879
2019-02-08,5017505
2019-02-09,5011149
2019-02-10,4950704
2019-02-11,4853002
2019-02-12,4822645
2019-02-13,4773580
2019-02-14,4788910
2019-02-15,4865698
2019-02-16,4724781
2019-02-17,4662703
2019-02-18,4540814
2019-02-19,4478151
2019-02-20,4455186
2019-02-21,4399761
2019-02-22,4389794
2019-02-23,4554810
2019-02-24,4591996
2019-02-25,4537567
2019-02-26,4507566
2019-02-27,4488917
2019-02-28,4458493
2019-03-01,4679656
2019-03-02,4883995
2019-03-03,4891763
2019-03-04,4882456
2019-03-05,4807773
2019-03-06,4726005
2019-03-07,4657642
2019-03-08,4604806
2019-03-09,4583330
2019-03-10,4521617
2019-03-11,4377459
2019-03-12,4254014
2019-03-13,4242819
2019-03-14,4185408
2019-03-15,4079742
2019-03-16,4087004
2019-03-17,4215452
2019-03-18,4263078
2019-03-19,4394964
2019-03-20,4613485
2019-03-21,4805242
2019-03-22,4947428
2019-03-23,5064034
2019-03-24,5317236
2019-03-25,5363194
2019-03-26,5310248
2019-03-27,5255391
2019-03-28,5173127
2019-03-29,5085886
2019-03-30,5067769
2019-03-31,5082298
2019-04-01,5093834
2019-04-02,5035256
2019-04-03,4926402
2019-04-04,4873627
2019-04-05,4865775
2019-04-06,4844051
2019-04-07,4798133
2019-04-08,4712123
2019-04-09,4709750
2019-04-10,4680892
2019-04-11,4617239
2019-04-12,4538054
2019-04-13,4494271
2019-04-14,4464447
2019-04-15,4421065
2019-04-16,4353786
2019-04-17,4218919
2019-04-18,4281615
2019-04-19,4358104
2019-04-20,4565455
2019-04-21,4783238
2019-04-22,4966639
2019-04-23,4863935
2019-04-24,5054587
2019-04-25,5173446
2019-04-26,5085809
2019-04-27,5108236
2019-04-28,5112930
2019-04-29,5208992
2019-04-30,5299119
2019-05-01,5347951
2019-05-02,5550365
2019-05-03,5646611
2019-05-04,5680566
2019-05-05,5628322
2019-05-06,5520593
2019-05-07,5430445
2019-05-08,5300723
2019-05-09,5261022
2019-05-10,5192053
2019-05-11,5252772
2019-05-12,5191773
2019-05-13,5227983
2019-05-14,5188812
2019-05-15,5116587
2019-05-16,5044262
2019-05-17,4873304
2019-05-18,4683652
2019-05-19,4574929
2019-05-20,4557751
2019-05-21,4393774
2019-05-22,4351510
2019-05-23,4249826
2019-05-24,4297852
2019-05-25,4417083
2019-05-26,4420925
2019-05-27,4580280
2019-05-28,4724816
2019-05-29,4934917
2019-05-30,4973559
2019-05-31,4938178
2019-06-01,4944954
2019-06-02,5141178
2019-06-03,5166302
2019-06-04,5119296
2019-06-05,4907895
2019-06-06,4689333
2019-06-07,4694951
2019-06-08,4600455
2019-06-09,4516414
2019-06-10,4344402
2019-06-11,4260121
2019-06-12,4143108
2019-06-13,4245065
2019-06-14,4398165
2019-06-15,4613007
2019-06-16,4740853
2019-06-17,4648569
2019-06-18,4578170
2019-06-19,4624828
2019-06-20,4608175
2019-06-21,4686856
2019-06-22,4642875
2019-06-23,4538362
2019-06-24,4420760
2019-06-25,4326654
2019-06-26,4309842
2019-06-27,4466185
2019-06-28,4611773
2019-06-29,4720201
2019-06-30,4736701
2019-07-01,4695161
2019-07-02,4810635
2019-07-03,4789202
2019-07-04,4715714
2019-07-05,4698683
2019-07-06,4662965
2019-07-07,4761227
2019-07-08,4807845
2019-07-09,4733806
2019-07-10,4679423
2019-07-11,4674636
2019-07-12,4657218
2019-07-13,4592789
2019-07-14,4524859
2019-07-15,4514578
2019-07-16,4600298
2019-07-17,4597211
2019-07-18,4597721
2019-07-19,4605368
2019-07-20,4589049
2019-07-21,4569631
2019-07-22,4578937
2019-07-23,4638613
2019-07-24,4738055
2019-07-25,4826325
2019-07-26,4867107
2019-07-27,4877422
2019-07-28,4973914
2019-07-29,5175553
2019-07-30,5195211
2019-07-31,5169728
2019-08-01,5141541
2019-08-02,5159039
2019-08-03,5111081
2019-08-04,5094815
2019-08-05,5111297
2019-08-06,5094343
2019-08-07,5195363
2019-08-08,5274685
2019-08-09,5321341
2019-08-10,5417957
2019-08-11,5394336
2019-08-12,5381264
2019-08-13,5298135
2019-08-14,5234192
2019-08-15,5118374
2019-08-16,4989197
2019-08-17,4920713
2019-08-18,4896881
2019-08-19,4844294
2019-08-20,4776773
2019-08-21,4734123
2019-08-22,4816740
2019-08-23,4853606
2019-08-24,4877899
2019-08-24,4877899
2019-08-25,4934503
2019-08-25,4934503
2019-08-26,5014876
2019-08-26,5014876
2019-08-27,5000871
2019-08-27,5000871
2019-08-28,4989572
2019-08-29,4999312
2019-08-30,5076807
2019-08-31,5114781
2019-09-01,5131848
2019-09-02,5189567
2019-09-03,5194811
2019-09-04,5202663
2019-09-05,5202179
2019-09-06,5276291
2019-09-07,5469233
2019-09-08,5407702
2019-09-09,5385999
2019-09-10,5302704
2019-09-11,5298878
2019-09-12,5231123
2019-09-13,5165280
2019-09-14,5006980
2019-09-15,4829635
2019-09-16,4735493
2019-09-17,4678310
2019-09-18,4646588
2019-09-19,4599942
2019-09-20,4562147
2019-09-21,4580320
2019-09-22,4524929
2019-09-23,4464229
2019-09-24,4427179
2019-09-25,4432846
2019-09-26,4440651
2019-09-27,4451040
2019-09-28,4539696
2019-09-29,4600905
2019-09-30,4620093
2019-10-01,4705291
2019-10-02,4898616
2019-10-03,4925171
2019-10-04,4909757
2019-10-05,4850520
2019-10-06,4888634
2019-10-07,5021481
2019-10-08,5079855
2019-10-09,5091988
2019-10-10,5043242
2019-10-11,4986995
2019-10-12,5034751
2019-10-13,5004782
2019-10-14,4964090
2019-10-15,4935924
2019-10-16,4908837
2019-10-17,4869633
2019-10-18,4941222
2019-10-19,4943752
2019-10-20,4908716
2019-10-21,4880817
2019-10-22,4827038
2019-10-23,4786391
2019-10-24,4777667
2019-10-25,4781080
2019-10-26,4787381
2019-10-27,4774591
2019-10-28,4907087
2019-10-29,4895283
2019-10-30,4851012
2019-10-31,4785343
2019-11-01,4739591
2019-11-02,4726304
2019-11-03,4694162
2019-11-04,4672794
2019-11-05,4627900
2019-11-06,4628799
2019-11-07,4638963
2019-11-08,4771532
2019-11-09,4942908
2019-11-10,4913923
2019-11-11,4859171
2019-11-12,4844861
2019-11-13,4845054
2019-11-14,4853082
2019-11-15,5025483
2019-11-16,5037915
2019-11-17,5023936
2019-11-18,4987534
2019-11-19,5140228
2019-11-20,5181471
2019-11-21,5178216
2019-11-22,5300476
2019-11-23,5383450
2019-11-24,5409477
2019-11-25,5512594
2019-11-26,5517681
2019-11-27,5492228
2019-11-28,5547553
2019-11-29,5588195
2019-11-30,5559793
2019-12-01,5519747
2019-12-02,5493975
2019-12-03,5441859
2019-12-04,5384768
2019-12-05,5285893
2019-12-06,5226496
2019-12-07,5173588
2019-12-08,5093798
2019-12-09,5045548
2019-12-10,4936069
2019-12-11,4923422
2019-12-12,4916562
2019-12-13,4879471
2019-12-14,4926739
2019-12-15,4926434
2019-12-16,4905553
2019-12-17,4879359
2019-12-18,4948625
2019-12-19,5134707
2019-12-20,5124729
2019-12-21,5068889
2019-12-22,5042977
2019-12-23,4993581
2019-12-24,5025008
2019-12-25,5102755
2019-12-26,5241098
2019-12-27,5452073
2019-12-28,5685947
2019-12-29,5881885
2019-12-30,5828280
2019-12-31,5755998
2020-01-01,5622994
2020-01-02,5479644
2020-01-03,5461116
2020-01-04,5392017
2020-01-05,5304654
2020-01-06,5261490
2020-01-07,5147710
2020-01-08,5082968
2020-01-09,5118843
2020-01-10,5088113
2020-01-11,4997155
2020-01-12,5120113
2020-01-13,5160009
2020-01-14,5179294
2020-01-15,5138830
2020-01-16,5129173
2020-01-17,5261015
2020-01-18,5383492
2020-01-19,5405897
2020-01-20,5315040
2020-01-21,5285823
2020-01-22,5309071
2020-01-23,5469435
2020-01-24,5554247
2020-01-25,5468478
2020-01-26,5426683
2020-01-27,5369289
2020-01-28,5331405
2020-01-29,5288559
2020-01-30,5231503
2020-01-31,5181981
2020-02-01,5153313
2020-02-02,5097411
2020-02-03,5052922
2020-02-04,5036939
2020-02-05,5013199
2020-02-06,4892702
2020-02-07,4785463
2020-02-08,4736605
2020-02-09,4930230
2020-02-10,5058630
2020-02-11,5112990
2020-02-12,5117511
2020-02-13,5099951
2020-02-14,5104113
2020-02-15,5115594
2020-02-16,5149515
2020-02-17,5134592
2020-02-18,5107440
2020-02-19,5107540
2020-02-20,5155941
2020-02-21,5136322
2020-02-22,5112134
2020-02-23,5098946
2020-02-24,5083402
2020-02-25,5039911
2020-02-26,5021354
2020-02-27,4993543
