date_obj,Pink%20elegant%20blouse price
2019-04-01,1563
2019-04-02,1563
2019-04-03,1527
2019-04-04,1527
2019-04-05,1495
2019-04-06,1495
2019-04-07,1543
2019-04-08,1543
2019-04-09,1610
2019-04-10,1610
2019-04-11,1639
2019-04-12,1639
2019-04-13,1675
2019-04-14,1675
2019-04-15,1651
2019-04-16,1651
2019-04-17,1642
2019-04-18,1642
2019-04-19,1621
2019-04-20,1621
2019-04-21,1621
2019-04-22,1659
2019-04-23,1659
2019-04-24,1627
2019-04-25,1627
2019-04-26,1561
2019-04-27,1561
2019-04-28,1497
2019-04-29,1497
2019-04-30,1425
2019-05-01,1425
2019-05-02,1388
2019-05-03,1366
2019-05-04,1340
2019-05-05,1340
2019-05-06,1340
2019-05-07,1340
2019-05-08,1386
2019-05-09,1386
2019-05-10,1422
2019-05-11,1422
2019-05-12,1461
2019-05-13,1413
2019-05-14,1413
2019-05-15,1391
2019-05-16,1391
2019-05-17,1356
2019-05-18,1365
2019-05-19,1365
2019-05-20,1405
2019-05-21,1405
2019-05-22,1419
2019-05-23,1419
2019-05-24,1482
2019-05-25,1482
2019-05-26,1536
2019-05-27,1567
2019-05-28,1567
2019-05-29,1619
2019-05-30,1619
2019-05-31,1692
2019-06-01,1692
2019-06-02,1734
2019-06-03,1734
2019-06-04,1819
2019-06-05,1819
2019-06-06,1903
2019-06-07,1903
2019-06-08,1970
2019-06-09,1970
2019-06-10,2046
2019-06-11,2046
2019-06-12,2062
2019-06-13,2062
2019-06-14,2101
2019-06-15,2101
2019-06-16,2170
2019-06-17,2170
2019-06-18,2159
2019-06-19,2159
2019-06-20,2186
2019-06-21,2186
2019-06-22,2277
2019-06-23,2277
2019-06-24,2198
2019-06-25,2198
2019-06-26,2208
2019-06-27,2208
2019-06-28,2221
2019-06-29,2221
2019-06-30,2253
2019-07-01,2253
2019-07-02,2170
2019-07-03,2170
2019-07-04,2181
2019-07-05,2181
2019-07-06,2255
2019-07-07,2255
2019-07-08,2281
2019-07-09,2281
2019-07-10,2265
2019-07-11,2265
2019-07-12,2226
2019-07-13,2226
2019-07-14,2216
2019-07-15,2216
2019-07-16,2216
2019-07-17,2299
2019-07-18,2299
2019-07-19,2299
2019-07-20,2413
2019-07-21,2413
2019-07-22,2491
2019-07-23,2491
2019-07-24,2544
2019-07-25,2544
2019-07-26,2449
2019-07-27,2449
2019-07-28,2419
2019-07-29,2419
2019-07-30,2333
2019-07-31,2333
2019-08-01,2375
2019-08-02,2375
2019-08-03,2411
2019-08-04,2411
2019-08-05,2488
2019-08-06,2488
2019-08-07,2534
2019-08-08,2534
2019-08-09,2534
2019-08-10,2507
2019-08-11,2507
2019-08-12,2475
2019-08-13,2475
2019-08-14,2474
2019-08-15,2474
2019-08-16,2483
2019-08-17,2483
2019-08-18,2483
2019-08-19,2426
2019-08-20,2426
2019-08-21,2426
2019-08-22,2371
2019-08-23,2371
2019-08-24,2282
2019-08-24,2282
2019-08-25,2282
2019-08-25,2282
2019-08-26,2282
2019-08-26,2282
2019-08-27,2228
2019-08-27,2228
2019-08-28,2228
2019-08-29,2197
2019-08-30,2197
2019-08-31,2088
2019-09-01,2069
2019-09-02,2069
2019-09-03,2155
2019-09-04,2155
2019-09-05,2155
2019-09-06,2144
2019-09-07,2144
2019-09-08,2124
2019-09-09,2124
2019-09-10,2124
2019-09-11,2109
2019-09-12,2109
2019-09-13,2100
2019-09-14,2100
2019-09-15,2139
2019-09-16,2139
2019-09-17,2205
2019-09-18,2205
2019-09-19,2193
2019-09-20,2193
2019-09-21,2198
2019-09-22,2198
2019-09-23,2222
2019-09-24,2222
2019-09-25,2222
2019-09-26,2298
2019-09-27,2298
2019-09-28,2298
2019-09-29,2371
2019-09-30,2371
2019-10-01,2450
2019-10-02,2450
2019-10-03,2450
2019-10-04,2518
2019-10-05,2518
2019-10-06,2599
2019-10-07,2599
2019-10-08,2642
2019-10-09,2642
2019-10-10,2642
2019-10-11,2574
2019-10-12,2574
2019-10-13,2506
2019-10-14,2506
2019-10-15,2581
2019-10-16,2581
2019-10-17,2520
2019-10-18,2520
2019-10-19,2402
2019-10-20,2402
2019-10-21,2302
2019-10-22,2302
2019-10-23,2268
2019-10-24,2268
2019-10-25,2217
2019-10-26,2217
2019-10-27,2152
2019-10-28,2152
2019-10-29,2152
2019-10-30,2114
2019-10-31,2114
2019-11-01,2136
2019-11-02,2136
2019-11-03,2133
2019-11-04,2133
2019-11-05,2133
2019-11-06,2169
2019-11-07,2169
2019-11-08,2117
2019-11-09,2117
2019-11-10,2155
2019-11-11,2155
2019-11-12,2155
2019-11-13,2239
2019-11-14,2239
2019-11-15,2239
2019-11-16,2308
2019-11-17,2308
2019-11-18,2308
2019-11-19,2329
2019-11-20,2329
2019-11-21,2329
2019-11-22,2310
2019-11-23,2310
2019-11-24,2363
2019-11-25,2363
2019-11-26,2386
2019-11-27,2386
2019-11-28,2338
2019-11-29,2338
2019-11-30,2338
2019-12-01,2273
2019-12-02,2273
2019-12-03,2268
2019-12-04,2268
2019-12-05,2268
2019-12-06,2224
2019-12-07,2224
2019-12-08,2224
2019-12-09,2291
2019-12-10,2291
2019-12-11,2291
2019-12-12,2399
2019-12-13,2399
2019-12-14,2399
2019-12-15,2456
2019-12-16,2456
2019-12-17,2459
2019-12-18,2459
2019-12-19,2459
2019-12-20,2455
2019-12-21,2455
2019-12-22,2449
2019-12-23,2449
2019-12-24,2449
2019-12-25,2567
2019-12-26,2567
2019-12-27,2567
2019-12-28,2600
2019-12-29,2600
2019-12-30,2631
2019-12-31,2631
2020-01-01,2631
2020-01-02,2720
2020-01-03,2720
2020-01-04,2720
2020-01-05,2775
2020-01-06,2775
2020-01-07,2775
2020-01-08,2851
2020-01-09,2851
2020-01-10,2851
2020-01-11,2835
2020-01-12,2835
2020-01-13,2835
2020-01-14,2889
2020-01-15,2889
2020-01-16,2933
2020-01-17,2933
2020-01-18,2932
2020-01-19,2932
2020-01-20,2891
2020-01-21,2891
2020-01-22,2891
2020-01-23,2896
2020-01-24,2896
2020-01-25,2891
2020-01-26,2891
2020-01-27,2819
2020-01-28,2819
2020-01-29,2833
2020-01-30,2833
2020-01-31,2833
2020-02-01,2820
2020-02-02,2820
2020-02-03,2809
2020-02-04,2809
2020-02-05,2850
2020-02-06,2850
2020-02-07,2850
2020-02-08,2777
2020-02-09,2777
2020-02-10,2730
2020-02-11,2730
2020-02-12,2749
2020-02-13,2749
2020-02-14,2785
2020-02-15,2785
2020-02-16,2785
2020-02-17,2706
2020-02-18,2706
2020-02-19,2702
2020-02-20,2702
2020-02-21,2702
2020-02-22,2780
2020-02-23,2780
2020-02-24,2809
2020-02-25,2809
2020-02-26,2863
2020-02-27,2863
2020-02-28,2874
2020-02-29,2874
2020-03-01,2900
2020-03-02,2900
2020-03-03,2874
2020-03-04,2874
2020-03-05,2949
2020-03-06,2949
2020-03-07,2959
2020-03-08,2959
2020-03-09,2954
2020-03-10,2880
2020-03-11,2880
2020-03-12,2804
2020-03-13,2804
2020-03-14,2686
2020-03-15,2686
2020-03-16,2621
2020-03-17,2621
2020-03-18,2633
2020-03-19,2633
2020-03-20,2630
2020-03-21,2630
2020-03-22,2663
2020-03-23,2663
2020-03-24,2678
2020-03-25,2678
2020-03-26,2599
2020-03-27,2562
2020-03-28,2562
2020-03-29,2600
2020-03-30,2563
2020-03-31,2563
2020-04-01,2541
2020-04-02,2527
2020-04-03,2527
2020-04-04,2547
2020-04-05,2547
2020-04-06,2575
2020-04-07,2575
2020-04-08,2572
2020-04-09,2583
2020-04-10,2583
2020-04-11,2573
2020-04-12,2573
2020-04-13,2463
2020-04-14,2380
2020-04-15,2289
2020-04-16,2289
2020-04-17,2175
2020-04-18,2088
2020-04-19,1985
2020-04-20,1985
2020-04-21,1913
2020-04-22,1870
2020-04-23,1870
2020-04-24,1785
2020-04-25,1785
2020-04-26,1698
2020-04-27,1638
2020-04-28,1564
2020-04-29,1564
2020-04-30,1494
2020-05-01,1494
2020-05-02,1426
2020-05-03,1356
2020-05-04,1356
2020-05-05,1314
2020-05-06,1269
2020-05-07,1269
2020-05-08,1227
2020-05-09,1170
2020-05-10,1170
2020-05-11,1137
2020-05-12,1137
2020-05-13,1123
