date_obj,Gilded%20spear price
2017-03-06,343400
2017-03-07,343400
2017-03-08,343400
2017-03-09,343400
2017-03-10,326990
2017-03-11,326990
2017-03-12,326990
2017-03-13,326990
2017-03-14,326990
2017-03-15,326990
2017-03-16,326990
2017-03-17,326990
2017-03-18,310748
2017-03-19,310748
2017-03-20,310748
2017-03-21,310748
2017-03-22,295627
2017-03-23,295627
2017-03-24,295627
2017-03-25,295627
2017-03-26,295627
2017-03-27,295627
2017-03-28,295627
2017-03-29,281330
2017-03-30,281330
2017-03-31,281330
2017-04-01,281330
2017-04-02,281330
2017-04-03,281330
2017-04-04,267803
2017-04-12,51200
2017-04-13,51200
2017-04-14,51200
2017-04-15,51200
2017-04-16,51200
2017-04-17,52625
2017-04-18,52625
2017-04-19,52625
2017-04-20,52625
2017-04-21,52625
2017-04-22,52625
2017-04-23,52625
2017-04-24,52625
2017-04-25,52625
2017-04-26,52625
2017-04-27,52625
2017-04-28,51906
2017-04-29,51906
2017-04-30,51906
2017-05-01,51906
2017-05-02,51906
2017-05-03,51906
2017-05-04,51906
2017-05-05,51906
2017-05-06,51906
2017-05-07,51906
2017-05-08,51906
2017-05-09,53026
2017-05-10,53026
2017-05-11,53026
2017-05-12,53026
2017-05-13,53026
2017-05-14,53026
2017-05-15,53026
2017-05-16,53026
2017-05-17,53026
2017-05-18,53026
2017-05-19,53026
2017-05-20,53026
2017-05-21,51509
2017-05-22,51509
2017-05-23,51509
2017-05-24,51509
2017-05-25,51509
2017-05-26,51509
2017-05-27,51509
2017-05-28,51509
2017-05-29,51509
2017-05-30,51509
2017-05-31,51509
2017-06-01,51509
2017-06-02,51509
2017-06-03,51178
2017-06-04,51178
2017-06-05,51178
2017-06-06,51178
2017-06-07,51178
2017-06-08,51178
2017-06-09,51178
2017-06-10,49429
2017-06-11,49429
2017-06-12,49429
2017-06-13,49429
2017-06-14,49429
2017-06-15,49429
2017-06-16,49429
2017-06-17,49429
2017-06-18,49429
2017-06-19,49429
2017-06-20,47223
2017-06-21,47223
2017-06-22,47223
2017-06-23,47223
2017-06-24,47223
2017-06-25,47223
2017-06-26,47223
2017-06-27,47223
2017-06-28,45366
2017-06-29,45366
2017-06-30,45366
2017-07-01,45366
2017-07-02,45366
2017-07-03,45366
2017-07-04,45366
2017-07-05,45366
2017-07-06,45366
2017-07-07,45366
2017-07-08,45366
2017-07-13,45982
2017-07-14,45982
2017-07-15,45982
2017-07-16,45982
2017-07-17,45982
2017-07-18,45982
2017-07-19,45982
2017-07-20,45982
2017-07-21,45964
2017-07-22,45964
2017-07-23,45964
2017-07-24,45964
2017-07-25,45964
2017-07-26,45964
2017-07-27,45964
2017-07-28,45964
2017-07-29,45964
2017-07-30,46755
2017-07-31,46755
2017-08-01,46755
2017-08-02,46755
2017-08-03,46755
2017-08-04,46755
2017-08-05,46755
2017-08-06,46755
2017-08-09,46755
2017-08-10,46755
2017-08-11,47091
2017-08-12,47091
2017-08-13,47091
2017-08-14,47091
2017-08-15,47091
2017-08-16,47091
2017-08-17,47091
2017-08-18,47091
2017-08-19,47091
2017-08-20,44898
2017-08-21,44898
2017-08-22,44898
2017-08-23,44898
2017-08-24,44898
2017-08-25,44898
2017-08-26,44898
2017-08-27,44898
2017-08-28,44898
2017-08-29,44898
2017-08-30,44898
2017-08-31,45494
2017-09-01,45494
2017-09-02,45494
2017-09-03,45494
2017-09-04,45494
2017-09-05,45494
2017-09-06,45494
2017-09-07,45494
2017-09-08,45494
2017-09-09,43526
2017-09-10,43526
2017-09-11,43526
2017-09-12,43526
2017-09-13,43526
2017-09-14,43526
2017-09-15,43526
2017-09-16,43526
2017-09-17,43526
2017-09-18,42687
2017-09-19,42687
2017-09-20,42687
2017-09-21,42687
2017-09-22,42687
2017-09-23,42687
2017-09-24,42687
2017-09-25,42687
2017-09-26,42687
2017-09-27,43701
2017-09-28,43701
2017-09-29,43701
2017-09-30,43701
2017-10-01,43701
2017-10-02,43701
2017-10-03,43701
2017-10-04,43701
2017-10-05,43701
2017-10-06,44710
2017-10-07,44710
2017-10-08,44710
2017-10-09,44710
2017-10-10,44710
2017-10-11,44710
2017-10-12,44710
2017-10-13,44710
2017-10-14,44710
2017-10-15,44710
2017-10-16,45530
2017-10-17,45530
2017-10-18,45530
2017-10-19,45530
2017-10-20,45530
2017-10-21,45530
2017-10-22,45530
2017-10-23,45530
2017-10-24,45530
2017-10-25,45530
2017-10-26,45530
2017-10-27,45023
2017-10-28,45023
2017-10-29,45023
2017-10-30,45023
2017-10-31,45023
2017-11-01,45023
2017-11-02,45023
2017-11-03,45023
2017-11-04,45023
2017-11-05,44824
2017-11-06,44824
2017-11-07,44824
2017-11-08,44824
2017-11-09,44824
2017-11-10,44824
2017-11-11,44824
2017-11-12,44824
2017-11-13,44824
2017-11-14,43217
2017-11-15,43217
2017-11-16,43217
2017-11-17,43217
2017-11-18,43217
2017-11-19,43217
2017-11-20,43217
2017-11-21,43217
2017-11-22,43217
2017-11-23,43217
2017-11-24,43217
2017-11-25,41489
2017-11-26,41489
2017-11-27,41489
2017-11-28,41489
2017-11-29,41489
2017-11-30,41489
2017-12-01,41489
2017-12-02,41489
2017-12-03,41489
2017-12-04,41489
2017-12-05,40136
2017-12-06,40136
2017-12-07,40136
2017-12-08,40136
2017-12-09,40136
2017-12-10,40136
2017-12-11,40136
2017-12-12,40136
2017-12-13,40136
2017-12-14,40136
2017-12-15,40136
2017-12-16,41785
2017-12-17,41785
2017-12-18,41785
2017-12-19,41785
2017-12-20,41785
2017-12-21,41785
2017-12-22,41785
2017-12-23,41785
2017-12-24,41785
2017-12-25,41785
2017-12-26,43777
2017-12-27,43777
2017-12-28,43777
2017-12-29,43777
2017-12-30,43777
2017-12-31,43777
2018-01-01,43777
2018-01-02,43777
2018-01-03,43777
2018-01-04,43777
2018-01-05,45887
2018-01-06,45887
2018-01-07,45887
2018-01-08,45887
2018-01-09,45887
2018-01-10,45887
2018-01-11,45887
2018-01-12,45887
2018-01-13,45887
2018-01-14,45887
2018-01-15,47797
2018-01-16,47797
2018-01-17,47797
2018-01-18,47797
2018-01-19,47797
2018-01-20,47797
2018-01-21,47797
2018-01-22,47797
2018-01-23,47797
2018-01-24,47797
2018-01-25,49842
2018-01-26,49842
2018-01-27,49842
2018-01-28,49842
2018-01-29,49842
2018-01-30,49842
2018-01-31,49842
2018-02-01,49842
2018-02-02,49842
2018-02-03,49842
2018-02-04,49842
2018-02-05,52136
2018-02-06,52136
2018-02-07,52136
2018-02-08,52136
2018-02-09,52136
2018-02-10,52136
2018-02-11,52136
2018-02-12,52136
2018-02-13,52136
2018-02-14,52136
2018-02-15,52136
2018-02-16,52136
2018-02-17,54687
2018-02-18,54687
2018-02-19,54687
2018-02-20,54687
2018-02-21,54687
2018-02-22,54687
2018-02-23,54687
2018-02-24,54687
2018-02-25,54687
2018-02-26,54687
2018-02-27,54687
2018-02-28,56737
2018-03-01,56737
2018-03-02,56737
2018-03-03,56737
2018-03-04,56737
2018-03-05,56737
2018-03-06,56737
2018-03-07,56737
2018-03-08,59489
2018-03-09,59489
2018-03-10,59489
2018-03-11,59489
2018-03-12,59489
2018-03-13,59489
2018-03-14,59489
2018-03-15,59489
2018-03-16,59489
2018-03-17,59489
2018-03-18,61937
2018-03-20,61937
2018-03-21,61937
2018-03-23,61937
2018-03-24,61937
2018-03-25,61937
2018-03-26,61937
2018-03-27,61937
2018-03-28,61937
2018-03-29,64956
2018-03-30,64956
2018-03-31,64956
2018-04-01,64956
2018-04-02,64956
2018-04-03,64956
2018-04-04,64956
2018-04-05,64956
2018-04-06,64956
2018-04-07,64956
2018-04-08,64956
2018-04-09,64956
2018-04-10,64956
2018-04-11,68041
2018-04-12,68041
2018-04-13,68041
2018-04-14,68041
2018-04-15,68041
2018-04-16,68041
2018-04-17,68041
2018-04-18,68041
2018-04-19,68041
2018-04-20,68041
2018-04-21,68041
2018-04-22,68041
2018-04-23,71299
2018-04-24,71299
2018-04-25,71299
2018-04-26,71299
2018-04-27,71299
2018-04-28,71299
2018-04-29,71299
2018-04-30,71299
2018-05-01,71299
2018-05-02,71299
2018-05-03,71299
2018-05-04,71299
2018-05-05,71299
2018-05-06,71299
2018-05-07,71299
2018-05-08,71299
2018-05-09,74798
2018-05-10,74798
2018-05-11,74798
2018-05-12,74798
2018-05-13,74798
2018-05-14,74798
2018-05-15,74798
2018-05-16,74798
2018-05-17,74798
2018-05-18,74798
2018-05-19,74798
2018-05-20,74798
2018-05-21,74850
2018-05-22,74850
2018-05-23,74850
2018-05-24,74850
2018-05-25,74850
2018-05-26,74850
2018-05-27,74850
2018-05-28,74850
2018-05-29,74850
2018-05-30,74850
2018-05-31,74850
2018-06-01,74850
2018-06-02,77050
2018-06-03,77050
2018-06-04,77050
2018-06-05,77050
2018-06-06,77050
2018-06-07,77050
2018-06-08,77050
2018-06-09,77050
2018-06-10,77050
2018-06-11,77050
2018-06-12,77050
2018-06-13,78011
2018-06-14,78011
2018-06-15,78011
2018-06-16,78011
2018-06-17,78011
2018-06-18,78011
2018-06-19,78011
2018-06-20,78011
2018-06-21,78011
2018-06-22,78011
2018-06-23,78011
2018-06-24,78011
2018-06-25,78011
2018-06-26,78011
2018-06-27,78011
2018-06-28,78011
2018-06-29,78807
2018-06-30,78807
2018-07-01,78807
2018-07-02,78807
2018-07-03,78807
2018-07-04,78807
2018-07-05,78807
2018-07-06,78807
2018-07-07,78807
2018-07-08,78807
2018-07-09,78807
2018-07-10,78807
2018-07-11,78807
2018-07-12,78807
2018-07-13,78807
2018-07-14,78807
2018-07-15,78807
2018-07-16,78807
2018-07-17,78807
2018-07-18,78807
2018-07-19,78807
2018-07-20,78807
2018-07-21,78807
2018-07-22,79059
2018-07-23,79059
2018-07-24,79059
2018-07-25,79059
2018-07-26,79059
2018-07-27,79059
2018-07-28,79059
2018-07-29,79059
2018-07-30,79059
2018-07-31,81144
2018-08-01,81144
2018-08-02,81144
2018-08-03,81144
2018-08-04,81144
2018-08-05,81144
2018-08-06,81144
2018-08-07,81144
2018-08-08,81144
2018-08-09,81144
2018-08-10,82481
2018-08-11,82481
2018-08-12,82481
2018-08-14,82481
2018-08-16,82481
2018-08-17,82481
2018-08-18,82481
2018-08-19,82481
2018-08-20,82481
2018-08-21,82481
2018-08-22,82481
2018-08-23,83150
2018-08-24,83150
2018-08-25,83150
2018-08-26,83150
2018-08-27,83150
2018-08-28,83150
2018-08-29,83150
2018-08-30,83150
2018-08-31,83150
2018-09-01,83150
2018-09-02,83150
2018-09-03,83692
2018-09-04,83692
2018-09-05,83692
2018-09-06,83692
2018-09-07,83692
2018-09-08,83692
2018-09-09,83692
2018-09-10,83692
2018-09-11,83692
2018-09-12,83692
2018-09-13,83692
2018-09-14,83692
2018-09-15,86307
2018-09-16,86307
2018-09-17,86307
2018-09-18,86307
2018-09-19,86307
2018-09-20,86307
2018-09-21,86307
2018-09-22,86307
2018-09-23,86307
2018-09-24,86307
2018-09-25,86851
2018-09-26,86851
2018-09-27,86851
2018-09-28,86851
2018-09-29,86851
2018-09-30,86851
2018-10-01,86851
2018-10-02,86851
2018-10-03,86851
2018-10-04,86851
2018-10-05,86851
2018-10-06,88310
2018-10-07,88310
2018-10-08,88310
2018-10-09,88310
2018-10-10,88310
2018-10-11,88310
2018-10-12,88310
2018-10-13,88310
2018-10-14,88310
2018-10-15,88310
2018-10-16,88310
2018-10-17,88310
2018-10-18,88157
2018-10-19,88157
2018-10-20,88157
2018-10-21,88157
2018-10-22,88157
2018-10-23,88157
2018-10-24,88157
2018-10-25,88157
2018-10-26,88157
2018-10-27,88157
2018-10-28,88157
2018-10-29,88157
2018-10-30,88157
2018-10-31,87318
2018-11-01,87318
2018-11-03,87318
2018-11-04,87318
2018-11-05,87318
2018-11-06,87318
2018-11-07,87318
2018-11-08,87680
2018-11-09,87680
2018-11-10,87680
2018-11-11,87680
2018-11-12,87680
2018-11-13,87680
2018-11-14,87680
2018-11-15,89147
2018-11-16,89147
2018-11-17,89147
2018-11-18,89147
2018-11-19,89147
2018-11-20,89147
2018-11-21,89147
2018-11-22,92535
2018-11-23,92535
2018-11-24,92535
2018-11-25,92535
2018-11-26,92535
2018-11-27,95886
2018-11-28,95886
2018-11-29,95886
2018-12-01,95886
2018-12-02,95886
2018-12-03,95886
2018-12-04,94724
2018-12-05,94724
2018-12-07,94724
2018-12-09,94724
2018-12-10,90066
2018-12-11,90066
2018-12-12,90066
2018-12-13,90066
2018-12-14,90066
2018-12-15,90066
2018-12-16,90066
2018-12-17,86210
2018-12-18,86210
2018-12-19,86210
2018-12-20,86210
2018-12-21,86210
2018-12-22,86210
2018-12-23,86210
2018-12-24,82015
2018-12-25,82015
2018-12-26,82015
2018-12-27,82015
2018-12-28,82015
2018-12-29,82015
2018-12-30,78301
2018-12-31,78301
2019-01-01,78301
2019-01-02,78301
2019-01-03,78301
2019-01-04,78301
2019-01-05,74729
2019-01-06,74729
2019-01-08,74729
2019-01-10,74729
2019-01-11,74729
2019-01-12,71074
2019-01-13,71074
2019-01-14,71074
2019-01-15,71074
2019-01-16,71074
2019-01-17,67773
2019-01-18,67773
2019-01-19,67773
2019-01-20,67773
2019-01-21,67773
2019-01-22,67773
2019-01-23,65008
2019-01-24,65008
2019-01-25,65008
2019-01-26,65008
2019-01-27,61969
2019-01-28,61969
2019-01-29,61969
2019-01-30,58946
2019-01-31,58946
2019-02-01,58946
2019-02-02,58946
2019-02-03,56384
2019-02-04,56384
2019-02-05,56384
2019-02-06,56384
2019-02-07,53846
2019-02-08,53846
2019-02-09,53846
2019-02-10,53846
2019-02-11,53846
2019-02-12,52168
2019-02-13,52168
2019-02-14,52168
2019-02-15,52168
2019-02-16,52168
2019-02-17,52168
2019-02-18,52168
2019-02-19,52168
2019-02-20,51626
2019-02-21,51626
2019-02-22,51626
2019-02-23,51626
2019-02-24,51626
2019-02-25,51626
2019-02-26,52860
2019-02-27,52860
2019-02-28,52860
2019-03-01,52860
2019-03-02,52860
2019-03-03,52860
2019-03-04,52860
2019-03-05,52860
2019-03-06,52860
2019-03-07,52860
2019-03-08,54724
2019-03-09,54724
2019-03-10,54724
2019-03-11,54724
2019-03-12,54724
2019-03-13,54724
2019-03-14,56710
2019-03-15,56710
2019-03-16,56710
2019-03-17,56710
2019-03-18,56710
2019-03-19,56710
2019-03-20,56710
2019-03-21,56710
2019-03-22,58238
2019-03-23,58238
2019-03-24,58238
2019-03-25,58238
2019-03-26,58238
2019-03-27,58238
2019-03-28,58238
2019-03-29,58238
2019-03-30,58238
2019-03-31,58913
2019-04-01,58913
2019-04-02,58913
2019-04-03,58913
2019-04-04,58913
2019-04-05,58913
2019-04-06,58913
2019-04-07,58913
2019-04-08,60877
2019-04-09,60877
2019-04-10,60877
2019-04-11,60877
2019-04-12,60877
2019-04-13,62103
2019-04-14,62103
2019-04-15,62103
2019-04-16,62103
2019-04-17,62103
2019-04-18,64791
2019-04-19,64791
2019-04-20,64791
2019-04-21,64791
2019-04-22,64791
2019-04-23,67938
2019-04-24,67938
2019-04-25,67938
2019-04-26,67938
2019-04-27,67938
2019-04-28,68539
2019-04-29,68539
2019-04-30,68539
2019-05-01,68539
2019-05-02,68539
2019-05-03,68539
2019-05-04,68619
2019-05-05,68619
2019-05-06,68619
2019-05-07,68619
2019-05-08,68619
2019-05-09,68619
2019-05-10,68975
2019-05-11,68975
2019-05-12,68975
2019-05-13,68975
2019-05-14,68975
2019-05-15,67620
2019-05-16,67620
2019-05-17,67620
2019-05-18,67620
2019-05-19,67620
2019-05-20,68927
2019-05-21,68927
2019-05-22,68927
2019-05-23,68927
2019-05-24,68927
2019-05-25,68927
2019-05-26,68927
2019-05-27,72302
2019-05-28,72302
2019-05-29,72302
2019-05-30,72302
2019-05-31,72302
2019-06-01,72302
2019-06-02,72302
2019-06-03,75700
2019-06-04,75700
2019-06-05,75700
2019-06-06,75700
2019-06-07,75700
2019-06-08,75700
2019-06-09,78408
2019-06-10,78408
2019-06-11,78408
2019-06-12,78408
2019-06-13,78408
2019-06-14,78408
2019-06-15,78408
2019-06-16,78408
2019-06-17,81965
2019-06-18,81965
2019-06-19,81965
2019-06-20,81965
2019-06-21,81965
2019-06-22,81965
2019-06-23,81965
2019-06-24,81965
2019-06-25,81965
2019-06-26,85250
2019-06-27,85250
2019-06-28,85250
2019-06-29,85250
2019-06-30,85250
2019-07-01,85250
2019-07-02,85250
2019-07-03,85250
2019-07-04,85250
2019-07-05,88978
2019-07-06,88978
2019-07-07,88978
2019-07-08,88978
2019-07-09,88978
2019-07-10,88978
2019-07-11,88978
2019-07-12,92059
2019-07-13,92059
2019-07-14,92059
2019-07-15,92059
2019-07-16,92059
2019-07-17,92059
2019-07-18,92059
2019-07-19,92059
2019-07-20,95370
2019-07-21,95370
2019-07-22,95370
2019-07-23,95370
2019-07-24,95370
2019-07-25,95370
2019-07-26,95370
2019-07-27,96996
2019-07-28,96996
2019-07-29,96996
2019-07-30,96996
2019-07-31,96996
2019-08-01,96996
2019-08-02,96996
2019-08-03,96996
2019-08-04,96996
2019-08-05,98705
2019-08-06,98705
2019-08-07,98705
2019-08-08,98705
2019-08-09,98705
2019-08-10,98705
2019-08-11,98705
2019-08-12,98705
2019-08-13,98705
2019-08-14,98573
2019-08-15,98573
2019-08-16,98573
2019-08-17,98573
2019-08-18,98573
2019-08-19,98573
2019-08-20,98573
2019-08-21,98573
2019-08-22,98669
2019-08-23,98669
2019-08-24,98669
2019-08-24,98669
2019-08-25,98669
2019-08-25,98669
2019-08-26,98669
2019-08-27,98669
2019-08-27,98669
2019-08-28,98669
2019-08-29,98669
2019-08-30,98669
2019-08-31,98669
2019-09-01,100911
2019-09-02,100911
2019-09-03,100911
2019-09-04,100911
2019-09-05,100911
2019-09-06,100911
2019-09-07,100911
2019-09-08,100911
2019-09-09,100911
2019-09-10,104591
2019-09-11,104591
2019-09-12,104591
2019-09-13,104591
2019-09-14,104591
2019-09-15,104591
2019-09-16,104591
2019-09-17,104591
2019-09-18,104591
2019-09-19,104591
2019-09-20,109594
2019-09-21,109594
2019-09-22,109594
2019-09-23,109594
2019-09-24,109594
2019-09-25,109594
2019-09-26,109594
2019-09-27,109594
2019-09-28,109594
2019-09-29,109594
2019-09-30,114225
2019-10-01,114225
2019-10-02,114225
2019-10-03,114225
2019-10-04,114225
2019-10-05,114225
2019-10-06,114225
2019-10-07,118479
2019-10-08,118479
2019-10-09,118479
2019-10-10,118479
2019-10-11,118479
2019-10-12,118479
2019-10-13,118479
2019-10-14,118479
2019-10-15,118479
2019-10-16,118479
2019-10-17,124024
2019-10-18,124024
2019-10-19,124024
2019-10-20,124024
2019-10-21,124024
2019-10-22,124024
2019-10-23,124024
2019-10-24,124024
2019-10-25,125385
2019-10-26,125385
2019-10-27,125385
2019-10-28,125385
2019-10-29,125385
2019-10-30,125385
2019-10-31,125385
2019-11-01,125385
2019-11-02,125385
2019-11-03,125385
2019-11-04,131252
2019-11-05,131252
2019-11-06,131252
2019-11-07,131252
2019-11-08,131252
2019-11-09,131252
2019-11-10,131252
2019-11-11,131252
2019-11-12,137632
2019-11-13,137632
2019-11-14,137632
2019-11-15,137632
2019-11-16,137632
2019-11-17,137632
2019-11-18,137632
2019-11-19,137632
2019-11-20,137632
2019-11-21,137632
2019-11-22,137632
2019-11-23,137632
2019-11-24,143211
2019-11-25,143211
2019-11-26,143211
2019-11-27,143211
2019-11-28,143211
2019-11-29,143211
2019-11-30,143211
2019-12-01,143211
2019-12-02,143211
2019-12-03,143211
2019-12-04,149909
2019-12-05,149909
2019-12-06,149909
2019-12-07,149909
2019-12-08,149909
2019-12-09,149909
2019-12-10,149909
2019-12-11,149909
2019-12-12,149909
2019-12-13,149909
2019-12-14,149909
2019-12-15,155836
2019-12-16,155836
2019-12-17,155836
2019-12-18,155836
2019-12-19,155836
2019-12-20,155836
2019-12-21,155836
2019-12-22,155836
2019-12-23,162808
2019-12-24,162808
2019-12-25,162808
2019-12-26,162808
2019-12-27,162808
2019-12-28,162808
2019-12-29,162808
2019-12-30,162808
2019-12-31,168274
2020-01-01,168274
2020-01-02,168274
2020-01-03,168274
2020-01-04,168274
2020-01-05,168274
2020-01-06,168274
2020-01-07,168274
2020-01-08,168274
2020-01-09,175720
2020-01-10,175720
2020-01-11,175720
2020-01-12,175720
2020-01-13,175720
2020-01-14,175720
2020-01-15,175720
2020-01-16,167770
2020-01-17,167770
2020-01-18,167770
2020-01-19,167770
2020-01-20,167770
2020-01-21,159578
2020-01-22,159578
2020-01-23,159578
2020-01-24,159578
2020-01-25,151836
2020-01-26,151836
2020-01-27,151836
2020-01-28,151836
2020-01-29,151836
2020-01-30,144674
2020-01-31,144674
2020-02-01,144674
2020-02-02,144674
2020-02-03,137776
2020-02-04,137776
2020-02-05,137776
2020-02-06,137776
2020-02-07,131201
2020-02-08,131201
2020-02-09,131201
2020-02-10,131201
2020-02-11,131201
2020-02-12,124640
2020-02-13,124640
2020-02-14,124640
2020-02-15,124640
2020-02-16,118553
2020-02-17,118553
2020-02-18,118553
2020-02-19,118553
2020-02-20,114837
2020-02-21,114837
2020-02-22,114837
2020-02-23,114837
2020-02-24,114837
2020-02-25,114837
2020-02-26,114837
2020-02-27,114295
2020-02-28,114295
2020-02-29,114295
2020-03-01,114295
2020-03-02,114295
2020-03-03,114295
2020-03-04,114295
2020-03-05,112801
2020-03-06,112801
2020-03-07,112801
2020-03-08,112801
2020-03-09,112801
2020-03-10,112801
2020-03-11,109950
2020-03-12,109950
2020-03-13,109950
2020-03-14,109950
2020-03-15,109950
2020-03-16,109950
2020-03-17,110983
2020-03-18,110983
2020-03-19,110983
2020-03-20,110983
2020-03-21,110983
2020-03-22,109874
2020-03-23,109874
2020-03-24,109874
2020-03-25,109874
2020-03-26,109874
2020-03-27,106082
2020-03-28,106082
2020-03-29,106082
2020-03-30,106082
2020-03-31,106082
2020-04-01,101005
2020-04-02,101005
2020-04-03,101005
2020-04-04,101005
2020-04-05,101005
2020-04-06,101005
2020-04-07,101604
2020-04-08,101604
2020-04-09,101604
2020-04-10,101604
2020-04-11,101604
2020-04-12,101604
2020-04-13,101042
2020-04-14,101042
2020-04-15,101042
2020-04-16,101042
2020-04-17,101042
2020-04-18,101042
2020-04-19,105589
2020-04-20,105589
2020-04-21,105589
2020-04-22,105589
2020-04-23,105589
2020-04-24,105589
2020-04-25,105589
2020-04-26,110547
2020-04-27,110547
2020-04-28,110547
2020-04-29,110547
2020-04-30,110547
2020-05-01,110547
2020-05-02,115982
2020-05-03,115982
2020-05-04,115982
2020-05-05,115982
2020-05-06,115982
2020-05-07,115982
2020-05-08,115982
2020-05-09,118765
2020-05-10,118765
2020-05-11,118765
2020-05-12,118765
2020-05-13,118765
