date_obj,Opal%20dragon%20bolts price
2018-10-11,1636
2018-10-12,1636
2018-10-13,1636
2018-10-14,1636
2018-10-15,1636
2018-10-16,1636
2018-10-17,1636
2018-10-18,1636
2018-10-19,1636
2018-10-20,1636
2018-10-21,1636
2018-10-22,1636
2018-10-23,1623
2018-10-24,1623
2018-10-25,1623
2018-10-26,1623
2018-10-27,1623
2018-10-28,1623
2018-10-29,1623
2018-10-30,1623
2018-10-31,1623
2018-11-01,1623
2018-11-03,1659
2018-11-04,1659
2018-11-05,1659
2018-11-06,1659
2018-11-07,1659
2018-11-08,1659
2018-11-09,1659
2018-11-10,1659
2018-11-11,1659
2018-11-12,1659
2018-11-13,1659
2018-11-15,1683
2018-11-16,1683
2018-11-17,1683
2018-11-18,1683
2018-11-19,1683
2018-11-20,1683
2018-11-21,1683
2018-11-22,1683
2018-11-23,1683
2018-11-24,1683
2018-11-25,1683
2018-11-26,1683
2018-11-27,1683
2018-11-28,1683
2018-11-29,1685
2018-12-01,1685
2018-12-02,1685
2018-12-03,1685
2018-12-04,1685
2018-12-05,1685
2018-12-07,1685
2018-12-09,1685
2018-12-10,1685
2018-12-11,1648
2018-12-12,1648
2018-12-13,1648
2018-12-14,1648
2018-12-15,1648
2018-12-16,1648
2018-12-17,1648
2018-12-18,1572
2018-12-19,1572
2018-12-20,1572
2018-12-21,1572
2018-12-22,1572
2018-12-23,1572
2018-12-24,1572
2018-12-25,1572
2018-12-26,1572
2018-12-27,1572
2018-12-28,1572
2018-12-29,1549
2018-12-30,1549
2018-12-31,1549
2019-01-01,1549
2019-01-02,1549
2019-01-03,1549
2019-01-04,1549
2019-01-05,1549
2019-01-06,1549
2019-01-08,1518
2019-01-10,1518
2019-01-11,1518
2019-01-12,1518
2019-01-13,1518
2019-01-14,1518
2019-01-15,1518
2019-01-16,1518
2019-01-17,1518
2019-01-18,1518
2019-01-19,1446
2019-01-20,1446
2019-01-21,1446
2019-01-22,1446
2019-01-23,1446
2019-01-24,1446
2019-01-25,1446
2019-01-26,1446
2019-01-27,1446
2019-01-28,1446
2019-01-29,1464
2019-01-30,1464
2019-01-31,1464
2019-02-01,1464
2019-02-02,1464
2019-02-03,1464
2019-02-04,1464
2019-02-05,1464
2019-02-06,1464
2019-02-07,1464
2019-02-08,1427
2019-02-09,1427
2019-02-10,1427
2019-02-11,1427
2019-02-12,1427
2019-02-13,1427
2019-02-14,1427
2019-02-15,1427
2019-02-16,1427
2019-02-17,1410
2019-02-18,1410
2019-02-19,1410
2019-02-20,1410
2019-02-21,1410
2019-02-22,1410
2019-02-23,1410
2019-02-24,1410
2019-02-25,1410
2019-02-26,1410
2019-02-27,1410
2019-02-28,1410
2019-03-01,1410
2019-03-02,1410
2019-03-03,1410
2019-03-04,1410
2019-03-05,1410
2019-03-06,1410
2019-03-07,1458
2019-03-08,1458
2019-03-09,1458
2019-03-10,1458
2019-03-11,1458
2019-03-12,1458
2019-03-13,1458
2019-03-14,1458
2019-03-15,1458
2019-03-16,1458
2019-03-17,1458
2019-03-18,1458
2019-03-19,1507
2019-03-20,1507
2019-03-21,1507
2019-03-22,1507
2019-03-23,1507
2019-03-24,1507
2019-03-25,1507
2019-03-26,1507
2019-03-27,1507
2019-03-28,1507
2019-03-29,1564
2019-03-30,1564
2019-03-31,1564
2019-04-01,1564
2019-04-02,1564
2019-04-03,1564
2019-04-04,1586
2019-04-05,1586
2019-04-06,1586
2019-04-07,1586
2019-04-08,1586
2019-04-09,1586
2019-04-10,1586
2019-04-11,1586
2019-04-12,1586
2019-04-13,1586
2019-04-14,1586
2019-04-15,1620
2019-04-16,1620
2019-04-17,1620
2019-04-18,1620
2019-04-19,1620
2019-04-20,1620
2019-04-21,1620
2019-04-22,1620
2019-04-23,1620
2019-04-24,1620
2019-04-25,1620
2019-04-26,1620
2019-04-27,1621
2019-04-28,1621
2019-04-29,1621
2019-04-30,1621
2019-05-01,1621
2019-05-02,1621
2019-05-03,1621
2019-05-04,1621
2019-05-05,1624
2019-05-06,1624
2019-05-07,1624
2019-05-08,1624
2019-05-09,1624
2019-05-10,1624
2019-05-11,1624
2019-05-12,1624
2019-05-13,1557
2019-05-14,1557
2019-05-15,1557
2019-05-16,1557
2019-05-17,1557
2019-05-18,1490
2019-05-19,1490
2019-05-20,1490
2019-05-21,1490
2019-05-22,1490
2019-05-23,1490
2019-05-24,1490
2019-05-25,1432
2019-05-26,1432
2019-05-27,1432
2019-05-28,1432
2019-05-29,1432
2019-05-30,1432
2019-05-31,1432
2019-06-01,1396
2019-06-02,1396
2019-06-03,1396
2019-06-04,1396
2019-06-05,1396
2019-06-06,1396
2019-06-07,1396
2019-06-08,1396
2019-06-09,1396
2019-06-10,1396
2019-06-11,1399
2019-06-12,1399
2019-06-13,1399
2019-06-14,1399
2019-06-15,1399
2019-06-16,1399
2019-06-17,1399
2019-06-18,1399
2019-06-19,1399
2019-06-20,1407
2019-06-21,1407
2019-06-22,1407
2019-06-23,1407
2019-06-24,1407
2019-06-25,1407
2019-06-26,1407
2019-06-27,1407
2019-06-28,1407
2019-06-29,1403
2019-06-30,1403
2019-07-01,1403
2019-07-02,1403
2019-07-03,1403
2019-07-04,1403
2019-07-05,1403
2019-07-06,1403
2019-07-07,1350
2019-07-08,1350
2019-07-09,1350
2019-07-10,1350
2019-07-11,1350
2019-07-12,1350
2019-07-13,1350
2019-07-14,1288
2019-07-15,1288
2019-07-16,1288
2019-07-17,1288
2019-07-18,1288
2019-07-19,1288
2019-07-20,1288
2019-07-21,1288
2019-07-22,1288
2019-07-23,1257
2019-07-24,1257
2019-07-25,1257
2019-07-26,1257
2019-07-27,1257
2019-07-28,1257
2019-07-29,1257
2019-07-30,1257
2019-07-31,1257
2019-08-01,1257
2019-08-02,1277
2019-08-03,1277
2019-08-04,1277
2019-08-05,1277
2019-08-06,1277
2019-08-07,1277
2019-08-08,1277
2019-08-09,1277
2019-08-10,1277
2019-08-11,1277
2019-08-12,1277
2019-08-13,1218
2019-08-14,1218
2019-08-15,1218
2019-08-16,1218
2019-08-17,1218
2019-08-18,1218
2019-08-19,1218
2019-08-20,1218
2019-08-21,1218
2019-08-22,1218
2019-08-23,1218
2019-08-24,1200
2019-08-24,1200
2019-08-25,1200
2019-08-25,1200
2019-08-26,1200
2019-08-26,1200
2019-08-27,1200
2019-08-27,1200
2019-08-28,1200
2019-08-29,1200
2019-08-30,1200
2019-08-31,1200
2019-09-01,1200
2019-09-02,1160
2019-09-03,1160
2019-09-04,1160
2019-09-05,1160
2019-09-06,1160
2019-09-07,1160
2019-09-08,1160
2019-09-09,1160
2019-09-10,1160
2019-09-11,1160
2019-09-12,1116
2019-09-13,1116
2019-09-14,1116
2019-09-15,1116
2019-09-16,1116
2019-09-17,1116
2019-09-18,1116
2019-09-19,1116
2019-09-20,1083
2019-09-21,1083
2019-09-22,1083
2019-09-23,1083
2019-09-24,1083
2019-09-25,1083
2019-09-26,1083
2019-09-27,1083
2019-09-28,1083
2019-09-29,1083
2019-09-30,1083
2019-10-01,1083
2019-10-02,1083
2019-10-03,1093
2019-10-04,1093
2019-10-05,1093
2019-10-06,1093
2019-10-07,1093
2019-10-08,1093
2019-10-09,1093
2019-10-10,1093
2019-10-11,1093
2019-10-12,1093
2019-10-13,1078
2019-10-14,1078
2019-10-15,1078
2019-10-16,1078
2019-10-17,1078
2019-10-18,1078
2019-10-19,1078
2019-10-20,1051
2019-10-21,1051
2019-10-22,1051
2019-10-23,1051
2019-10-24,1051
2019-10-25,1051
2019-10-26,1051
2019-10-27,1051
2019-10-28,1028
2019-10-29,1028
2019-10-30,1028
2019-10-31,1028
2019-11-01,1028
2019-11-02,1028
2019-11-03,1028
2019-11-04,1028
2019-11-05,1028
2019-11-06,1028
2019-11-07,1006
2019-11-08,1006
2019-11-09,1006
2019-11-10,1006
2019-11-11,1006
2019-11-12,1006
2019-11-13,977
2019-11-14,977
2019-11-15,977
2019-11-16,977
2019-11-17,977
2019-11-18,977
2019-11-19,977
2019-11-20,977
2019-11-21,977
2019-11-22,977
2019-11-23,994
2019-11-24,994
2019-11-25,994
2019-11-26,994
2019-11-27,994
2019-11-28,994
2019-11-29,994
2019-11-30,994
2019-12-01,994
2019-12-02,994
2019-12-03,994
2019-12-04,994
2019-12-05,994
2019-12-06,994
2019-12-07,994
2019-12-08,994
2019-12-09,1015
2019-12-10,1015
2019-12-11,1015
2019-12-12,1015
2019-12-13,1015
2019-12-14,1015
2019-12-15,1015
2019-12-16,1015
2019-12-17,1015
2019-12-18,1039
2019-12-19,1039
2019-12-20,1039
2019-12-21,1039
2019-12-22,1039
2019-12-23,1039
2019-12-24,1039
2019-12-25,1039
2019-12-26,1039
2019-12-27,1039
2019-12-28,1051
2019-12-29,1051
2019-12-30,1051
2019-12-31,1051
2020-01-01,1051
2020-01-02,1051
2020-01-03,1051
2020-01-04,1051
2020-01-05,1051
2020-01-06,1088
2020-01-07,1088
2020-01-08,1088
2020-01-09,1088
2020-01-10,1088
2020-01-11,1088
2020-01-12,1088
2020-01-13,1088
2020-01-14,1088
2020-01-15,1138
2020-01-16,1138
2020-01-17,1138
2020-01-18,1138
2020-01-19,1138
2020-01-20,1138
2020-01-21,1138
2020-01-22,1179
2020-01-23,1179
2020-01-24,1179
2020-01-25,1179
2020-01-26,1226
2020-01-27,1226
2020-01-28,1226
2020-01-29,1226
2020-01-30,1226
2020-01-31,1255
2020-02-01,1255
2020-02-02,1255
2020-02-03,1255
2020-02-04,1255
2020-02-05,1255
2020-02-06,1296
2020-02-07,1296
2020-02-08,1296
2020-02-09,1296
2020-02-10,1296
2020-02-11,1296
2020-02-12,1296
2020-02-13,1259
2020-02-14,1259
2020-02-15,1259
2020-02-16,1259
2020-02-17,1259
2020-02-18,1204
2020-02-19,1204
2020-02-20,1204
2020-02-21,1204
2020-02-22,1204
2020-02-23,1204
2020-02-24,1145
2020-02-25,1145
2020-02-26,1145
2020-02-27,1145
2020-02-28,1131
2020-02-29,1131
2020-03-01,1131
2020-03-02,1131
2020-03-03,1131
2020-03-04,1131
2020-03-05,1158
2020-03-06,1158
2020-03-07,1158
2020-03-08,1158
2020-03-09,1158
2020-03-10,1157
2020-03-11,1157
2020-03-12,1157
2020-03-13,1157
2020-03-14,1157
2020-03-15,1170
2020-03-16,1170
2020-03-17,1170
2020-03-18,1170
2020-03-19,1166
2020-03-20,1166
2020-03-21,1166
2020-03-22,1166
2020-03-23,1127
2020-03-24,1127
2020-03-25,1127
2020-03-26,1139
2020-03-27,1139
2020-03-28,1139
2020-03-29,1140
2020-03-30,1140
2020-03-31,1140
2020-04-01,1154
2020-04-02,1154
2020-04-03,1154
2020-04-04,1154
2020-04-05,1154
2020-04-06,1136
2020-04-07,1136
2020-04-08,1146
2020-04-09,1146
2020-04-10,1146
2020-04-11,1153
2020-04-12,1153
2020-04-13,1153
2020-04-14,1162
2020-04-15,1162
2020-04-16,1162
2020-04-17,1159
2020-04-18,1159
2020-04-19,1157
2020-04-20,1157
2020-04-21,1157
2020-04-22,1149
2020-04-23,1149
2020-04-24,1149
2020-04-25,1139
2020-04-26,1139
2020-04-27,1141
2020-04-28,1141
2020-04-29,1141
2020-04-30,1162
2020-05-01,1162
2020-05-02,1162
2020-05-03,1168
2020-05-04,1168
2020-05-05,1168
2020-05-06,1168
2020-05-07,1168
2020-05-08,1140
2020-05-09,1140
2020-05-10,1144
2020-05-11,1144
2020-05-12,1144
2020-05-13,1142
