date_obj,Red%20hat price
2015-10-26,1373
2015-10-27,1373
2015-10-29,1355
2015-10-30,1355
2015-10-31,1355
2015-11-01,1355
2015-11-02,1355
2015-11-03,1403
2015-11-04,1403
2015-11-05,1403
2015-11-06,1403
2015-11-07,1403
2015-11-08,1418
2015-11-09,1418
2015-11-10,1418
2015-11-11,1418
2015-11-12,1418
2015-11-13,1453
2015-11-14,1453
2015-11-15,1453
2015-11-16,1453
2015-11-17,1460
2015-11-18,1460
2015-11-19,1460
2015-11-20,1460
2015-11-21,1463
2015-11-22,1463
2015-11-23,1463
2015-11-24,1463
2015-11-25,1439
2015-11-26,1439
2015-11-27,1439
2015-11-28,1439
2015-11-29,1417
2015-11-30,1417
2015-12-01,1417
2015-12-02,1417
2015-12-03,1420
2015-12-04,1420
2015-12-05,1420
2015-12-06,1420
2015-12-07,1378
2015-12-08,1378
2015-12-09,1378
2015-12-10,1378
2015-12-11,1326
2015-12-12,1326
2015-12-13,1326
2015-12-14,1326
2015-12-15,1334
2015-12-16,1334
2015-12-17,1334
2015-12-18,1334
2015-12-19,1334
2015-12-20,1306
2015-12-21,1306
2015-12-22,1306
2015-12-23,1306
2015-12-24,1306
2015-12-25,1310
2015-12-26,1310
2015-12-27,1310
2015-12-28,1310
2015-12-29,1320
2015-12-30,1320
2015-12-31,1320
2016-01-01,1320
2016-01-02,1355
2016-01-03,1355
2016-01-04,1355
2016-01-05,1355
2016-01-06,1355
2016-01-07,1355
2016-01-08,1355
2016-01-09,1327
2016-01-10,1327
2016-01-11,1327
2016-01-12,1327
2016-01-13,1331
2016-01-14,1331
2016-01-15,1331
2016-01-16,1344
2016-01-17,1344
2016-01-18,1344
2016-01-19,1354
2016-01-20,1354
2016-01-21,1354
2016-01-22,1342
2016-01-23,1342
2016-01-24,1342
2016-01-25,1363
2016-01-26,1363
2016-01-27,1363
2016-01-28,1363
2016-01-29,1397
2016-01-30,1397
2016-01-31,1397
2016-02-01,1397
2016-02-02,1372
2016-02-03,1372
2016-02-04,1372
2016-02-05,1372
2016-02-06,1387
2016-02-07,1387
2016-02-08,1387
2016-02-09,1387
2016-02-10,1358
2016-02-11,1358
2016-02-12,1358
2016-02-13,1358
2016-02-14,1323
2016-02-15,1323
2016-02-16,1323
2016-02-17,1323
2016-02-18,1314
2016-02-19,1314
2016-02-20,1314
2016-02-21,1322
2016-02-22,1322
2016-02-23,1322
2016-02-24,1322
2016-02-25,1292
2016-02-26,1292
2016-02-27,1292
2016-02-28,1292
2016-02-29,1280
2016-03-01,1280
2016-03-02,1280
2016-03-03,1280
2016-03-04,1277
2016-03-05,1277
2016-03-06,1277
2016-03-07,1277
2016-03-08,1259
2016-03-09,1259
2016-03-10,1259
2016-03-11,1259
2016-03-12,1266
2016-03-13,1266
2016-03-14,1266
2016-03-15,1266
2016-03-16,1262
2016-03-17,1262
2016-03-18,1262
2016-03-19,1262
2016-03-20,1258
2016-03-21,1258
2016-03-22,1258
2016-03-23,1258
2016-03-24,1235
2016-03-25,1235
2016-03-26,1235
2016-03-27,1235
2016-03-28,1218
2016-03-29,1218
2016-03-30,1218
2016-03-31,1218
2016-04-01,1185
2016-04-02,1185
2016-04-03,1185
2016-04-04,1211
2016-04-05,1211
2016-04-06,1211
2016-04-07,1211
2016-04-08,1165
2016-04-09,1165
2016-04-10,1165
2016-04-11,1110
2016-04-12,1110
2016-04-13,1110
2016-04-14,1085
2016-04-15,1085
2016-04-16,1085
2016-04-17,1093
2016-04-18,1093
2016-04-19,1093
2016-04-20,1100
2016-04-21,1100
2016-04-22,1100
2016-04-23,1100
2016-04-24,1073
2016-04-25,1073
2016-04-26,1073
2016-04-27,1084
2016-04-28,1084
2016-04-29,1084
2016-04-30,1084
2016-05-01,1057
2016-05-02,1057
2016-05-03,1057
2016-05-04,1040
2016-05-05,1040
2016-05-06,1040
2016-05-07,1015
2016-05-08,1015
2016-05-09,1015
2016-05-10,1056
2016-05-11,1056
2016-05-12,1056
2016-05-13,1056
2016-05-14,1057
2016-05-15,1057
2016-05-16,1057
2016-05-17,1057
2016-05-18,1072
2016-05-19,1072
2016-05-22,1104
2016-05-23,1104
2016-05-24,1104
2016-05-25,1104
2016-05-26,1132
2016-05-27,1132
2016-05-28,1132
2016-05-29,1092
2016-05-30,1092
2016-05-31,1092
2016-06-01,1092
2016-06-02,1073
2016-06-03,1073
2016-06-04,1073
2016-06-05,1073
2016-06-06,1068
2016-06-07,1068
2016-06-08,1068
2016-06-09,1068
2016-06-10,1065
2016-06-11,1065
2016-06-12,1065
2016-06-13,1065
2016-06-14,1049
2016-06-15,1049
2016-06-16,1049
2016-06-17,1049
2016-06-18,1046
2016-06-19,1046
2016-06-20,1046
2016-06-21,1046
2016-06-22,1038
2016-06-23,1038
2016-06-24,1038
2016-06-25,1038
2016-06-26,1048
2016-06-27,1048
2016-06-28,1048
2016-06-29,1048
2016-06-30,1037
2016-07-01,1037
2016-07-02,1037
2016-07-03,1037
2016-07-04,1061
2016-07-05,1061
2016-07-06,1061
2016-07-07,1061
2016-07-08,1068
2016-07-09,1068
2016-07-10,1068
2016-07-11,1063
2016-07-12,1063
2016-07-13,1063
2016-07-14,1063
2016-07-15,1098
2016-07-16,1098
2016-07-17,1098
2016-07-18,1098
2016-07-23,1144
2016-07-24,1144
2016-07-25,1144
2016-07-26,1144
2016-07-27,1165
2016-07-28,1165
2016-07-29,1165
2016-07-30,1196
2016-07-31,1196
2016-08-01,1196
2016-08-02,1196
2016-08-03,1189
2016-08-04,1189
2016-08-05,1189
2016-08-06,1189
2016-08-07,1204
2016-08-08,1204
2016-08-09,1204
2016-08-10,1204
2016-08-11,1226
2016-08-12,1226
2016-08-13,1226
2016-08-14,1226
2016-08-15,1260
2016-08-16,1260
2016-08-17,1260
2016-08-18,1260
2016-08-19,1281
2016-08-20,1281
2016-08-21,1281
2016-08-22,1281
2016-08-23,1284
2016-08-24,1284
2016-08-25,1284
2016-08-26,1284
2016-08-28,1282
2016-08-31,1282
2016-09-01,1297
2016-09-02,1297
2016-09-03,1297
2016-09-04,1297
2016-09-05,1328
2016-09-06,1328
2016-09-07,1328
2016-09-08,1328
2016-09-09,1328
2016-09-10,1354
2016-09-11,1354
2016-09-12,1354
2016-09-13,1354
2016-09-14,1354
2016-09-15,1378
2016-09-16,1378
2016-09-17,1378
2016-09-18,1378
2016-09-19,1378
2016-09-20,1370
2016-09-21,1370
2016-09-22,1370
2016-09-23,1370
2016-09-24,1370
2016-09-25,1357
2016-09-26,1357
2016-09-27,1357
2016-09-28,1357
2016-09-29,1357
2016-09-30,1373
2016-10-01,1373
2016-10-02,1373
2016-10-03,1373
2016-10-04,1373
2016-10-05,1362
2016-10-06,1362
2016-10-07,1362
2016-10-08,1362
2016-10-09,1380
2016-10-10,1380
2016-10-11,1380
2016-10-12,1380
2016-10-13,1380
2016-10-14,1357
2016-10-15,1357
2016-10-16,1357
2016-10-17,1340
2016-10-18,1340
2016-10-19,1340
2016-10-20,1340
2016-10-21,1298
2016-10-22,1298
2016-10-23,1298
2016-10-24,1298
2016-10-25,1256
2016-10-26,1256
2016-10-27,1256
2016-10-28,1256
2016-10-29,1233
2016-10-30,1233
2016-10-31,1233
2016-11-01,1233
2016-11-02,1233
2016-11-03,1245
2016-11-04,1245
2016-11-05,1245
2016-11-06,1245
2016-11-07,1271
2016-11-08,1271
2016-11-09,1271
2016-11-10,1271
2016-11-11,1323
2016-11-12,1323
2016-11-13,1323
2016-11-14,1323
2016-12-08,1424
2016-12-09,1424
2016-12-10,1424
2016-12-11,1412
2016-12-12,1412
2016-12-13,1412
2016-12-14,1412
2016-12-15,1412
2016-12-16,1381
2016-12-17,1381
2016-12-18,1381
2016-12-19,1381
2016-12-20,1346
2016-12-21,1346
2016-12-22,1346
2016-12-23,1346
2016-12-24,1300
2016-12-25,1300
2016-12-26,1300
2016-12-27,1300
2016-12-28,1296
2016-12-29,1296
2016-12-30,1296
2016-12-31,1296
2017-01-01,1264
2017-01-02,1264
2017-01-03,1264
2017-01-04,1226
2017-01-05,1226
2017-01-06,1226
2017-01-07,1207
2017-01-08,1207
2017-01-09,1207
2017-01-10,1233
2017-01-11,1233
2017-01-12,1233
2017-01-13,1213
2017-01-14,1213
2017-01-15,1213
2017-01-16,1224
2017-01-17,1224
2017-01-18,1224
2017-01-19,1229
2017-01-20,1229
2017-01-21,1229
2017-01-22,1236
2017-01-27,1206
2017-01-28,1230
2017-01-29,1230
2017-01-30,1230
2017-01-31,1235
2017-02-01,1235
2017-02-02,1225
2017-02-03,1225
2017-02-04,1225
2017-02-05,1267
2017-02-06,1267
2017-02-07,1267
2017-02-08,1204
2017-02-09,1204
2017-02-10,1201
2017-02-11,1201
2017-02-12,1201
2017-02-13,1221
2017-02-14,1221
2017-02-15,1221
2017-02-16,1238
2017-02-18,1238
2017-02-19,1238
2017-02-20,1238
2017-02-21,1238
2017-02-22,1217
2017-02-23,1217
2017-02-24,1217
2017-02-25,1217
2017-02-26,1248
2017-02-27,1248
2017-02-28,1248
2017-03-01,1265
2017-03-02,1265
2017-03-03,1265
2017-03-04,1286
2017-03-05,1286
2017-03-06,1286
2017-03-07,1274
2017-03-08,1274
2017-03-09,1274
2017-03-10,1241
2017-03-11,1241
2017-03-12,1241
2017-03-13,1259
2017-03-14,1259
2017-03-15,1295
2017-03-16,1295
2017-03-17,1295
2017-03-18,1341
2017-03-19,1341
2017-03-20,1385
2017-03-21,1385
2017-03-22,1385
2017-03-23,1388
2017-03-24,1388
2017-03-25,1388
2017-03-26,1402
2017-03-27,1402
2017-03-28,1402
2017-03-29,1333
2017-03-30,1333
2017-03-31,1333
2017-04-01,1273
2017-04-02,1273
2017-04-03,1273
2017-04-04,1263
2017-04-12,1348
2017-04-13,1348
2017-04-14,1348
2017-04-15,1359
2017-04-16,1359
2017-04-17,1395
2017-04-18,1395
2017-04-19,1395
2017-04-20,1375
2017-04-21,1375
2017-04-22,1375
2017-04-23,1402
2017-04-24,1402
2017-04-25,1440
2017-04-26,1440
2017-04-27,1440
2017-04-28,1421
2017-04-29,1421
2017-04-30,1361
2017-05-01,1361
2017-05-02,1361
2017-05-03,1336
2017-05-04,1336
2017-05-05,1336
2017-05-06,1323
2017-05-07,1323
2017-05-08,1323
2017-05-09,1316
2017-05-10,1316
2017-05-11,1316
2017-05-12,1297
2017-05-13,1297
2017-05-14,1297
2017-05-15,1339
2017-05-16,1339
2017-05-17,1339
2017-05-18,1388
2017-05-19,1388
2017-05-20,1388
2017-05-21,1388
2017-05-22,1402
2017-05-23,1402
2017-05-24,1402
2017-05-25,1402
2017-05-26,1331
2017-05-27,1331
2017-05-28,1331
2017-05-29,1371
2017-05-30,1371
2017-05-31,1371
2017-06-01,1371
2017-06-02,1398
2017-06-03,1398
2017-06-06,1341
2017-06-07,1328
2017-06-08,1328
2017-06-09,1328
2017-06-10,1280
2017-06-11,1280
2017-06-12,1224
2017-06-13,1224
2017-06-14,1224
2017-06-15,1179
2017-06-16,1179
2017-06-17,1179
2017-06-18,1166
2017-06-19,1166
2017-06-20,1166
2017-06-21,1186
2017-06-22,1186
2017-06-23,1186
2017-06-24,1186
2017-06-25,1191
2017-06-26,1191
2017-06-27,1191
2017-06-28,1182
2017-06-29,1182
2017-06-30,1182
2017-07-01,1182
2017-07-02,1172
2017-07-03,1172
2017-07-04,1172
2017-07-05,1145
2017-07-06,1145
2017-07-07,1145
2017-07-08,1145
2017-07-13,1138
2017-07-14,1138
2017-07-15,1138
2017-07-16,1161
2017-07-17,1161
2017-07-18,1161
2017-07-19,1176
2017-07-20,1176
2017-07-21,1176
2017-07-22,1168
2017-07-23,1168
2017-07-24,1168
2017-07-25,1169
2017-07-26,1169
2017-07-27,1169
2017-07-28,1118
2017-07-29,1118
2017-07-30,1118
2017-07-31,1076
2017-08-01,1076
2017-08-02,1076
2017-08-03,1058
2017-08-04,1058
2017-08-05,1058
2017-08-06,1052
2017-08-09,1035
2017-08-10,1035
2017-08-11,1035
2017-08-12,1039
2017-08-13,1039
2017-08-14,1039
2017-08-15,1044
2017-08-16,1044
2017-08-17,1044
2017-08-18,1032
2017-08-19,1032
2017-08-20,1032
2017-08-22,1037
2017-08-23,1037
2017-08-24,1045
2017-08-25,1045
2017-08-26,1045
2017-08-27,1046
2017-08-28,1046
2017-08-29,1046
2017-08-30,1049
2017-08-31,1049
2017-09-01,1049
2017-09-02,1076
2017-09-03,1076
2017-09-04,1076
2017-09-05,1089
2017-09-06,1089
2017-09-07,1089
2017-09-08,1073
2017-09-09,1073
2017-09-10,1057
2017-09-11,1057
2017-09-12,1057
2017-09-13,1014
2017-09-14,1014
2017-09-15,1014
2017-09-16,1022
2017-09-17,1022
2017-09-19,1019
2017-09-20,1019
2017-09-21,1028
2017-09-22,1028
2017-09-23,1028
2017-09-24,1027
2017-09-25,1027
2017-09-26,1027
2017-09-27,1027
2017-09-28,1023
2017-09-29,1023
2017-09-30,1023
2017-10-01,1049
2017-10-02,1049
2017-10-03,1049
2017-10-04,1049
2017-10-05,1013
2017-10-06,1013
2017-10-07,1013
2017-10-08,1039
2017-10-09,1039
2017-10-10,1039
2017-10-11,1039
2017-10-12,1078
2017-10-13,1078
2017-10-14,1078
2017-10-15,1085
2017-10-16,1085
2017-10-17,1085
2017-10-18,1117
2017-10-19,1117
2017-10-20,1117
2017-10-21,1117
2017-10-22,1137
2017-10-23,1137
2017-10-24,1137
2017-10-25,1116
2017-10-26,1116
2017-10-27,1116
2017-10-28,1116
2017-10-29,1118
2017-10-30,1118
2017-10-31,1118
2017-11-01,1118
2017-11-02,1139
2017-11-03,1139
2017-11-04,1139
2017-11-05,1155
2017-11-06,1155
2017-11-07,1155
2017-11-08,1155
2017-11-09,1154
2017-11-10,1154
2017-11-11,1154
2017-11-12,1154
2017-11-13,1150
2017-11-14,1150
2017-11-15,1150
2017-11-16,1150
2017-11-17,1159
2017-11-18,1159
2017-11-19,1159
2017-11-20,1159
2017-11-21,1181
2017-11-22,1181
2017-11-23,1181
2017-11-24,1207
2017-11-25,1207
2017-11-26,1207
2017-11-27,1240
2017-11-28,1240
2017-11-29,1240
2017-11-30,1256
2017-12-01,1256
2017-12-02,1256
2017-12-03,1295
2017-12-04,1295
2017-12-05,1295
2017-12-06,1283
2017-12-07,1283
2017-12-08,1283
2017-12-09,1290
2017-12-10,1290
2017-12-11,1290
2017-12-12,1304
2017-12-14,1304
2017-12-15,1312
2017-12-16,1312
2017-12-17,1312
2017-12-18,1300
2017-12-19,1300
2017-12-20,1300
2017-12-21,1316
2017-12-22,1316
2017-12-23,1316
2017-12-24,1316
2017-12-25,1332
2017-12-26,1332
2017-12-27,1332
2017-12-28,1347
2017-12-29,1347
2017-12-30,1336
2017-12-31,1336
2018-01-01,1336
2018-01-02,1375
2018-01-03,1375
2018-01-04,1375
2018-01-05,1359
2018-01-06,1359
2018-01-07,1399
2018-01-08,1399
2018-01-09,1399
2018-01-10,1383
2018-01-11,1383
2018-01-12,1383
2018-01-13,1368
2018-01-14,1368
2018-01-15,1395
2018-01-16,1395
2018-01-17,1393
2018-01-18,1393
2018-01-19,1393
2018-01-20,1367
2018-01-21,1367
2018-01-22,1367
2018-01-23,1401
2018-01-24,1401
2018-01-25,1420
2018-01-26,1420
2018-01-27,1421
2018-01-28,1390
2018-01-29,1390
2018-01-31,1356
2018-02-01,1340
2018-02-02,1340
2018-02-03,1318
2018-02-04,1318
2018-02-05,1310
2018-02-06,1310
2018-02-07,1262
2018-02-08,1262
2018-02-09,1275
2018-02-10,1275
2018-02-11,1273
2018-02-12,1261
2018-02-13,1261
2018-02-14,1265
2018-02-15,1265
2018-02-16,1292
2018-02-17,1291
2018-02-18,1300
2018-02-19,1331
2018-02-20,1306
2018-02-21,1272
2018-02-22,1272
2018-02-23,1244
2018-02-24,1244
2018-02-25,1184
2018-02-26,1184
2018-02-27,1152
2018-02-28,1152
2018-03-01,1094
2018-03-02,1084
2018-03-03,1114
2018-03-04,1114
2018-03-05,1081
2018-03-06,1030
2018-03-07,1006
2018-03-08,1006
2018-03-09,977
2018-03-10,977
2018-03-11,939
2018-03-12,939
2018-03-13,959
2018-03-14,959
2018-03-15,1003
2018-03-16,1003
2018-03-17,1042
2018-03-18,1042
2018-03-19,1072
2018-03-20,1102
2018-03-21,1102
2018-03-23,1097
2018-03-24,1094
2018-03-26,1058
2018-03-27,1046
2018-03-28,1046
2018-03-29,1084
2018-03-30,1084
2018-03-31,1109
2018-04-01,1109
2018-04-02,1122
2018-04-03,1117
2018-04-04,1117
2018-04-05,1128
2018-04-06,1116
2018-04-08,1166
2018-04-09,1166
2018-04-10,1178
2018-04-11,1178
2018-04-12,1174
2018-04-13,1174
2018-04-14,1194
2018-04-15,1200
2018-04-16,1200
2018-04-17,1200
2018-04-18,1200
2018-04-19,1201
2018-04-20,1201
2018-04-21,1242
2018-04-22,1242
2018-04-23,1249
2018-04-24,1249
2018-04-25,1273
2018-04-26,1273
2018-04-27,1285
2018-04-28,1285
2018-04-29,1258
2018-04-30,1258
2018-05-01,1247
2018-05-02,1247
2018-05-03,1262
2018-05-04,1262
2018-05-05,1252
2018-05-06,1252
2018-05-07,1217
2018-05-08,1217
2018-05-09,1237
2018-05-10,1259
2018-05-11,1259
2018-05-12,1279
2018-05-13,1279
2018-05-14,1288
2018-05-15,1288
2018-05-16,1332
2018-05-17,1332
2018-05-18,1314
2018-05-19,1350
2018-05-20,1350
2018-05-21,1351
2018-05-22,1351
2018-05-23,1368
2018-05-24,1368
2018-05-25,1400
2018-05-26,1355
2018-05-27,1355
2018-05-28,1380
2018-05-29,1365
2018-05-30,1365
2018-05-31,1392
2018-06-01,1392
2018-06-02,1412
2018-06-03,1412
2018-06-04,1381
2018-06-05,1385
2018-06-06,1351
2018-06-07,1351
2018-06-08,1337
2018-06-09,1337
2018-06-10,1346
2018-06-11,1346
2018-06-12,1354
2018-06-13,1418
2018-06-14,1475
2018-06-15,1475
2018-06-16,1460
2018-06-17,1455
2018-06-18,1446
2018-06-19,1456
2018-06-20,1456
2018-06-21,1442
2018-06-22,1415
2018-06-23,1415
2018-06-24,1463
2018-06-25,1480
2018-06-26,1480
2018-06-27,1507
2018-06-28,1508
2018-06-29,1510
2018-06-30,1510
2018-07-01,1526
2018-07-02,1526
2018-07-03,1561
2018-07-04,1561
2018-07-05,1571
2018-07-06,1579
2018-07-07,1579
2018-07-08,1564
2018-07-09,1628
2018-07-10,1566
2018-07-11,1528
2018-07-12,1528
2018-07-13,1496
2018-07-14,1508
2018-07-15,1508
2018-07-16,1478
2018-07-17,1442
2018-07-18,1442
2018-07-19,1458
2018-07-20,1420
2018-07-21,1424
2018-07-22,1462
2018-07-23,1474
2018-07-24,1452
2018-07-25,1406
2018-07-26,1401
2018-07-27,1407
2018-07-28,1407
2018-07-29,1400
2018-07-30,1432
2018-07-31,1451
2018-08-01,1451
2018-08-02,1451
2018-08-03,1439
2018-08-04,1449
2018-08-05,1511
2018-08-06,1578
2018-08-07,1571
2018-08-08,1567
2018-08-09,1567
2018-08-10,1547
2018-08-11,1522
2018-08-12,1507
2018-08-14,1444
2018-08-16,1458
2018-08-17,1470
2018-08-18,1470
2018-08-19,1502
2018-08-20,1515
2018-08-21,1448
2018-08-22,1433
2018-08-23,1437
2018-08-24,1430
2018-08-25,1455
2018-08-26,1436
2018-08-27,1367
2018-08-28,1298
2018-08-29,1259
2018-08-30,1320
2018-08-31,1374
2018-09-01,1354
2018-09-02,1349
2018-09-03,1369
2018-09-04,1402
2018-09-05,1401
2018-09-06,1401
2018-09-07,1390
2018-09-08,1392
2018-09-09,1350
2018-09-10,1333
2018-09-11,1333
2018-09-12,1338
2018-09-13,1385
2018-09-14,1398
2018-09-15,1379
2018-09-16,1379
2018-09-17,1377
2018-09-18,1347
2018-09-19,1307
2018-09-20,1276
2018-09-21,1248
2018-09-22,1239
2018-09-23,1232
2018-09-24,1248
2018-09-25,1248
2018-09-26,1277
2018-09-27,1249
2018-09-28,1201
2018-09-29,1194
2018-09-30,1184
2018-10-02,1160
2018-10-03,1123
2018-10-04,1123
2018-10-05,1100
2018-10-06,1060
2018-10-07,1060
2018-10-08,1041
2018-10-09,1028
2018-10-10,1015
2018-10-11,997
2018-10-12,997
2018-10-13,997
2018-10-14,958
2018-10-15,931
2018-10-16,926
2018-10-17,928
2018-10-18,912
2018-10-19,904
2018-10-20,904
2018-10-21,944
2018-10-22,953
2018-10-23,953
2018-10-24,969
2018-10-25,981
2018-10-26,981
2018-10-27,998
2018-10-28,1003
2018-10-29,1003
2018-10-30,1021
2018-10-31,1021
2018-11-01,1034
2018-11-03,1024
2018-11-04,1001
2018-11-05,1008
2018-11-06,967
2018-11-07,967
2018-11-08,994
2018-11-09,994
2018-11-10,1001
2018-11-11,1052
2018-11-12,1095
2018-11-13,1105
2018-11-15,1062
2018-11-16,1037
2018-11-17,1007
2018-11-18,993
2018-11-19,955
2018-11-20,970
2018-11-21,974
2018-11-22,993
2018-11-23,992
2018-11-24,1001
2018-11-25,1045
2018-11-26,1045
2018-11-27,1070
2018-11-28,1087
2018-11-29,1075
2018-12-01,1032
2018-12-02,1005
2018-12-03,1005
2018-12-04,1024
2018-12-05,1027
2018-12-07,1076
2018-12-09,1053
2018-12-10,1050
2018-12-11,1051
2018-12-12,1020
2018-12-13,1023
2018-12-14,1000
2018-12-15,1007
2018-12-16,1046
2018-12-17,1056
2018-12-18,1059
2018-12-19,1062
2018-12-20,1106
2018-12-21,1115
2018-12-22,1089
2018-12-23,1088
2018-12-24,1056
2018-12-25,1056
2018-12-26,1033
2018-12-27,1035
2018-12-28,1035
2018-12-29,1032
2018-12-30,1005
2018-12-31,997
2019-01-01,997
2019-01-02,1016
2019-01-03,977
2019-01-04,931
2019-01-05,915
2019-01-06,950
2019-01-08,987
2019-01-10,1040
2019-01-11,1015
2019-01-12,981
2019-01-13,991
2019-01-14,989
2019-01-15,981
2019-01-16,961
2019-01-17,950
2019-01-18,956
2019-01-19,967
2019-01-20,991
2019-01-21,991
2019-01-22,1011
2019-01-23,1010
2019-01-24,1021
2019-01-25,1003
2019-01-26,971
2019-01-27,966
2019-01-28,968
2019-01-29,990
2019-01-30,990
2019-01-31,990
2019-02-01,989
2019-02-02,1031
2019-02-03,983
2019-02-04,983
2019-02-05,992
2019-02-06,992
2019-02-07,1026
2019-02-08,1053
2019-02-09,1047
2019-02-10,1003
2019-02-11,1027
2019-02-12,999
2019-02-13,993
2019-02-14,993
2019-02-15,1001
2019-02-16,1002
2019-02-17,1020
2019-02-18,1020
2019-02-19,1002
2019-02-20,1009
2019-02-21,1014
2019-02-22,1041
2019-02-23,1061
2019-02-24,1047
2019-02-25,1007
2019-02-26,1035
2019-02-27,1074
2019-02-28,1074
2019-03-01,1070
2019-03-02,1045
2019-03-03,1052
2019-03-04,1068
2019-03-05,1092
2019-03-06,1088
2019-03-07,1097
2019-03-08,1097
2019-03-09,1116
2019-03-10,1154
2019-03-11,1199
2019-03-12,1215
2019-03-13,1215
2019-03-14,1228
2019-03-15,1258
2019-03-16,1262
2019-03-17,1242
2019-03-18,1242
2019-03-19,1225
2019-03-20,1206
2019-03-21,1239
2019-03-22,1258
2019-03-23,1261
2019-03-24,1325
2019-03-25,1325
2019-03-26,1375
2019-03-27,1375
2019-03-28,1430
2019-03-29,1424
2019-03-30,1424
2019-03-31,1397
2019-04-01,1348
2019-04-02,1348
2019-04-03,1314
2019-04-04,1281
2019-04-05,1257
