date_obj,Big%20fishing%20net price
2015-12-17,445
2015-12-18,445
2015-12-19,445
2015-12-20,426
2015-12-21,426
2015-12-22,426
2015-12-23,426
2015-12-24,431
2015-12-25,431
2015-12-26,431
2015-12-27,431
2015-12-28,428
2015-12-29,428
2015-12-30,428
2015-12-31,441
2016-01-01,441
2016-01-02,441
2016-01-03,447
2016-01-04,447
2016-01-05,447
2016-01-06,447
2016-01-07,447
2016-01-08,447
2016-01-09,447
2016-01-10,440
2016-01-11,440
2016-01-12,440
2016-01-13,420
2016-01-14,420
2016-01-15,420
2016-01-16,418
2016-01-17,418
2016-01-18,418
2016-01-19,416
2016-01-20,416
2016-01-21,416
2016-01-22,433
2016-01-23,433
2016-01-24,433
2016-01-25,454
2016-01-26,454
2016-01-27,454
2016-01-28,454
2016-01-29,468
2016-01-30,468
2016-01-31,468
2016-02-01,472
2016-02-02,472
2016-02-03,472
2016-02-04,472
2016-02-05,460
2016-02-06,460
2016-02-07,460
2016-02-08,460
2016-02-09,450
2016-02-10,450
2016-02-11,450
2016-02-12,459
2016-02-13,459
2016-02-14,459
2016-02-15,447
2016-02-16,447
2016-02-17,447
2016-02-18,447
2016-02-19,453
2016-02-20,453
2016-02-21,447
2016-02-22,447
2016-02-23,447
2016-02-24,447
2016-02-25,450
2016-02-26,450
2016-02-27,450
2016-02-28,446
2016-02-29,446
2016-03-01,446
2016-03-02,455
2016-03-03,455
2016-03-04,455
2016-03-05,455
2016-03-06,455
2016-03-07,455
2016-03-08,467
2016-03-09,467
2016-03-10,467
2016-03-11,471
2016-03-12,471
2016-03-13,471
2016-03-14,476
2016-03-15,476
2016-03-16,476
2016-03-17,485
2016-03-18,485
2016-03-19,485
2016-03-20,484
2016-03-21,484
2016-03-22,484
2016-03-23,484
2016-03-24,489
2016-03-25,489
2016-03-26,489
2016-03-27,498
2016-03-28,498
2016-03-29,512
2016-03-30,512
2016-03-31,512
2016-04-01,512
2016-04-02,523
2016-04-03,523
2016-04-04,523
2016-04-05,521
2016-04-06,521
2016-04-07,521
2016-04-08,532
2016-04-09,532
2016-04-10,532
2016-04-11,535
2016-04-12,535
2016-04-13,535
2016-04-14,546
2016-04-15,546
2016-04-16,546
2016-04-17,558
2016-04-18,558
2016-04-19,558
2016-04-20,564
2016-04-21,564
2016-04-22,564
2016-04-23,581
2016-04-24,581
2016-04-25,581
2016-04-26,589
2016-04-27,589
2016-04-28,589
2016-04-29,593
2016-04-30,593
2016-05-01,593
2016-05-02,581
2016-05-03,581
2016-05-04,581
2016-05-05,579
2016-05-06,579
2016-05-07,579
2016-05-08,593
2016-05-09,593
2016-05-10,598
2016-05-11,598
2016-05-12,598
2016-05-13,593
2016-05-14,593
2016-05-15,593
2016-05-16,589
2016-05-17,589
2016-05-18,583
2016-05-19,583
2016-05-22,563
2016-05-23,563
2016-05-24,550
2016-05-25,550
2016-05-26,550
2016-05-27,540
2016-05-28,540
2016-05-29,527
2016-05-30,527
2016-05-31,527
2016-06-01,512
2016-06-02,512
2016-06-03,512
2016-06-04,486
2016-06-05,486
2016-06-06,461
2016-06-07,461
2016-06-08,461
2016-06-09,437
2016-06-10,437
2016-06-11,437
2016-06-12,427
2016-06-13,427
2016-06-14,427
2016-06-15,426
2016-06-16,426
2016-06-17,419
2016-06-18,419
2016-06-19,419
2016-06-20,416
2016-06-21,416
2016-06-22,416
2016-06-23,416
2016-06-24,416
2016-06-25,418
2016-06-26,418
2016-06-27,418
2016-06-28,404
2016-06-29,404
2016-06-30,404
2016-07-01,392
2016-07-02,392
2016-07-03,392
2016-07-04,394
2016-07-05,394
2016-07-06,394
2016-07-07,390
2016-07-08,390
2016-07-09,386
2016-07-10,386
2016-07-11,376
2016-07-12,376
2016-07-13,376
2016-07-14,361
2016-07-15,361
2016-07-16,361
2016-07-17,342
2016-07-18,342
2016-07-23,326
2016-07-24,326
2016-07-25,326
2016-07-26,310
2016-07-27,310
2016-07-28,310
2016-07-29,294
2016-07-30,294
2016-07-31,294
2016-08-01,279
2016-08-02,279
2016-08-03,265
2016-08-04,265
2016-08-05,265
2016-08-06,251
2016-08-07,251
2016-08-08,251
2016-08-09,238
2016-08-10,238
2016-08-11,238
2016-08-12,226
2016-08-13,226
2016-08-14,226
2016-08-15,214
2016-08-16,214
2016-08-17,214
2016-08-18,214
2016-08-19,203
2016-08-20,203
2016-08-21,203
2016-08-22,199
2016-08-23,199
2016-08-24,199
2016-08-25,200
2016-08-26,200
2016-08-28,201
2016-08-31,199
2016-09-01,199
2016-09-02,199
2016-09-03,199
2016-09-04,195
2016-09-05,195
2016-09-06,195
2016-09-07,195
2016-09-08,197
2016-09-09,197
2016-09-10,197
2016-09-11,197
2016-09-12,197
2016-09-13,197
2016-09-14,197
2016-09-15,201
2016-09-16,201
2016-09-17,201
2016-09-18,201
2016-09-19,199
2016-09-20,199
2016-09-21,199
2016-09-22,199
2016-09-23,203
2016-09-24,203
2016-09-25,203
2016-09-26,203
2016-09-27,202
2016-09-28,202
2016-09-29,202
2016-09-30,202
2016-10-01,198
2016-10-02,198
2016-10-03,198
2016-10-04,198
2016-10-05,205
2016-10-06,205
2016-10-07,205
2016-10-08,212
2016-10-09,212
2016-10-10,212
2016-10-11,212
2016-10-12,216
2016-10-13,216
2016-10-14,216
2016-10-15,224
2016-10-16,224
2016-10-17,224
2016-10-18,213
2016-10-19,213
2016-10-20,213
2016-10-21,203
2016-10-22,203
2016-10-23,203
2016-10-24,199
2016-10-25,199
2016-10-26,199
2016-10-27,199
2016-10-28,197
2016-10-29,197
2016-10-30,197
2016-10-31,197
2016-11-01,197
2016-11-02,197
2016-11-03,197
2016-11-04,198
2016-11-05,198
2016-11-06,198
2016-11-07,192
2016-11-08,192
2016-11-09,192
2016-11-10,195
2016-11-11,195
2016-11-12,195
2016-11-13,203
2016-11-14,203
2016-11-15,203
2016-12-07,199
2016-12-08,197
2016-12-09,197
2016-12-10,197
2016-12-11,188
2016-12-12,188
2016-12-13,188
2016-12-14,193
2016-12-15,193
2016-12-16,193
2016-12-17,196
2016-12-18,196
2016-12-19,196
2016-12-20,199
2016-12-21,199
2016-12-22,199
2016-12-23,197
2016-12-24,197
2016-12-25,197
2016-12-26,199
2016-12-27,199
2016-12-28,202
2016-12-29,202
2016-12-30,202
2016-12-31,210
2017-01-01,210
2017-01-02,215
2017-01-03,215
2017-01-04,218
2017-01-05,218
2017-01-06,218
2017-01-07,226
2017-01-08,226
2017-01-09,231
2017-01-10,231
2017-01-11,231
2017-01-12,232
2017-01-13,232
2017-01-14,232
2017-01-15,236
2017-01-16,236
2017-01-17,226
2017-01-18,226
2017-01-19,226
2017-01-20,214
2017-01-21,214
2017-01-23,203
2017-01-27,185
2017-01-28,180
2017-01-29,180
2017-01-30,180
2017-01-31,181
2017-02-01,181
2017-02-02,181
2017-02-03,181
2017-02-04,184
2017-02-05,184
2017-02-06,184
2017-02-07,182
2017-02-08,182
2017-02-09,182
2017-02-10,179
2017-02-11,179
2017-02-12,183
2017-02-13,183
2017-02-14,190
2017-02-15,190
2017-02-16,194
2017-02-18,194
2017-02-19,198
2017-02-20,198
2017-02-21,204
2017-02-22,204
2017-02-23,204
2017-02-24,207
2017-02-25,207
2017-02-26,210
2017-02-27,210
2017-02-28,206
2017-03-01,206
2017-03-02,214
2017-03-03,214
2017-03-04,217
2017-03-05,217
2017-03-06,224
2017-03-07,224
2017-03-08,224
2017-03-09,233
2017-03-10,233
2017-03-11,242
2017-03-12,242
2017-03-13,247
2017-03-14,247
2017-03-15,257
2017-03-16,257
2017-03-17,257
2017-03-18,260
2017-03-19,260
2017-03-20,264
2017-03-21,264
2017-03-22,262
2017-03-23,262
2017-03-24,256
2017-03-25,256
2017-03-26,256
2017-03-27,253
2017-03-28,253
2017-03-29,253
2017-03-30,253
2017-03-31,251
2017-04-01,251
2017-04-02,251
2017-04-03,247
2017-04-04,247
2017-04-12,218
2017-04-13,207
2017-04-14,207
2017-04-15,207
2017-04-16,199
2017-04-17,199
2017-04-18,197
2017-04-19,197
2017-04-20,201
2017-04-21,201
2017-04-22,201
2017-04-23,198
2017-04-24,198
2017-04-25,198
2017-04-26,198
2017-04-27,198
2017-04-28,190
2017-04-29,190
2017-04-30,187
2017-05-01,187
2017-05-02,187
2017-05-03,184
2017-05-04,184
2017-05-05,183
2017-05-06,183
2017-05-07,183
2017-05-08,179
2017-05-09,179
2017-05-10,179
2017-05-11,179
2017-05-12,180
2017-05-13,180
2017-05-14,182
2017-05-15,182
2017-05-16,179
2017-05-17,179
2017-05-18,182
2017-05-19,182
2017-05-20,188
2017-05-21,188
2017-05-22,188
2017-05-23,195
2017-05-24,195
2017-05-25,195
2017-05-26,198
2017-05-27,198
2017-05-28,204
2017-05-29,204
2017-05-30,204
2017-05-31,211
2017-06-01,211
2017-06-02,217
2017-06-03,217
2017-06-04,226
2017-06-05,226
2017-06-06,237
2017-06-07,237
2017-06-08,240
2017-06-09,240
2017-06-10,242
2017-06-11,242
2017-06-12,229
2017-06-13,229
2017-06-14,217
2017-06-15,217
2017-06-16,217
2017-06-17,206
2017-06-18,206
2017-06-19,206
2017-06-20,195
2017-06-21,195
2017-06-22,195
2017-06-23,185
2017-06-24,185
2017-06-25,175
2017-06-26,175
2017-06-27,166
2017-06-28,166
2017-06-29,157
2017-06-30,157
2017-07-01,157
2017-07-02,149
2017-07-03,149
2017-07-04,141
2017-07-05,141
2017-07-06,133
2017-07-07,133
2017-07-08,133
2017-07-13,119
2017-07-14,113
2017-07-15,113
2017-07-16,113
2017-07-17,112
2017-07-18,112
2017-07-19,106
2017-07-20,106
2017-07-21,100
2017-07-22,100
2017-07-23,104
2017-07-24,104
2017-07-25,104
2017-07-26,109
2017-07-27,109
2017-07-28,114
2017-07-29,114
2017-07-30,115
2017-07-31,115
2017-08-01,115
2017-08-02,119
2017-08-03,119
2017-08-04,119
2017-08-05,123
2017-08-06,123
2017-08-07,123
2017-08-08,126
2017-08-09,126
2017-08-10,131
2017-08-11,131
2017-08-12,131
2017-08-13,134
2017-08-14,134
2017-08-15,138
2017-08-16,138
2017-08-17,142
2017-08-18,142
2017-08-19,142
2017-08-20,146
2017-08-21,146
2017-08-22,150
2017-08-23,150
2017-08-24,150
2017-08-25,156
2017-08-26,156
2017-08-27,160
2017-08-28,160
2017-08-29,160
2017-08-30,166
2017-08-31,166
2017-09-01,166
2017-09-02,171
2017-09-03,171
2017-09-04,171
2017-09-05,175
2017-09-06,175
2017-09-07,180
2017-09-08,180
2017-09-09,185
2017-09-10,185
2017-09-11,193
2017-09-12,193
2017-09-13,193
2017-09-14,201
2017-09-15,201
2017-09-16,201
2017-09-17,208
2017-09-18,208
2017-09-19,208
2017-09-20,214
2017-09-22,214
2017-09-23,220
2017-09-24,220
2017-09-25,218
2017-09-26,218
2017-09-27,218
2017-09-28,221
2017-09-29,221
2017-09-30,230
2017-10-01,230
2017-10-02,231
2017-10-03,231
2017-10-04,231
2017-10-05,231
2017-10-06,231
2017-10-07,234
2017-10-08,234
2017-10-09,234
2017-10-10,238
2017-10-11,238
2017-10-12,238
2017-10-13,250
2017-10-14,250
2017-10-15,250
2017-10-16,259
2017-10-17,259
2017-10-18,259
2017-10-19,256
2017-10-20,256
2017-10-21,256
2017-10-22,254
2017-10-23,254
2017-10-24,254
2017-10-25,254
2017-10-26,254
2017-10-27,254
2017-10-28,260
2017-10-29,260
2017-10-30,264
2017-10-31,264
2017-11-01,264
2017-11-02,273
2017-11-03,273
2017-11-04,280
2017-11-05,280
2017-11-06,280
2017-11-07,286
2017-11-08,286
2017-11-09,289
2017-11-10,289
2017-11-11,289
2017-11-12,288
2017-11-13,288
2017-11-14,288
2017-11-15,296
2017-11-16,296
2017-11-17,296
2017-11-18,296
2017-11-19,283
2017-11-20,283
2017-11-21,276
2017-11-22,276
2017-11-23,270
2017-11-24,270
2017-11-25,280
2017-11-26,280
2017-11-27,280
2017-11-28,277
2017-11-29,277
2017-11-30,277
2017-12-01,282
2017-12-02,282
2017-12-03,282
2017-12-04,283
2017-12-05,283
2017-12-06,270
2017-12-07,270
2017-12-08,270
2017-12-09,258
2017-12-10,258
2017-12-11,248
2017-12-12,248
2017-12-13,248
2017-12-14,238
2017-12-15,238
2017-12-16,227
2017-12-17,227
2017-12-18,220
2017-12-19,220
2017-12-20,220
2017-12-21,220
2017-12-22,220
2017-12-23,220
2017-12-24,216
2017-12-25,216
2017-12-26,215
2017-12-27,215
2017-12-28,213
2017-12-29,213
2017-12-30,213
2017-12-31,213
2018-01-01,209
2018-01-02,209
2018-01-03,210
2018-01-04,210
2018-01-05,207
2018-01-06,207
2018-01-07,212
2018-01-08,212
2018-01-09,205
2018-01-10,205
2018-01-11,199
2018-01-12,199
2018-01-13,191
2018-01-14,191
2018-01-15,181
2018-01-16,181
2018-01-17,179
2018-01-18,179
2018-01-19,179
2018-01-20,178
2018-01-21,178
2018-01-22,179
2018-01-23,179
2018-01-24,177
2018-01-25,177
2018-01-26,177
2018-01-27,175
2018-01-28,178
2018-01-29,178
2018-01-30,179
2018-01-31,179
2018-02-01,178
2018-02-02,178
2018-02-03,178
2018-02-04,179
2018-02-05,179
2018-02-06,176
2018-02-07,175
2018-02-08,175
2018-02-09,175
2018-02-10,175
2018-02-11,169
2018-02-12,177
2018-02-13,177
2018-02-14,185
2018-02-15,195
2018-02-16,195
2018-02-17,203
2018-02-18,213
2018-02-19,223
2018-02-20,223
2018-02-21,232
2018-02-22,241
2018-02-23,249
2018-02-24,249
2018-02-25,258
2018-02-26,270
2018-02-27,281
2018-02-28,281
2018-03-01,294
2018-03-02,304
2018-03-03,314
2018-03-04,314
2018-03-05,320
2018-03-06,328
2018-03-07,336
2018-03-08,336
2018-03-09,342
2018-03-10,340
2018-03-11,347
2018-03-12,354
2018-03-13,354
2018-03-14,350
2018-03-15,350
2018-03-16,349
2018-03-17,364
2018-03-18,358
2018-03-19,358
2018-03-20,363
2018-03-21,363
2018-03-22,379
2018-03-23,379
2018-03-24,387
2018-03-25,406
2018-03-26,406
2018-03-27,403
2018-03-28,403
2018-03-29,402
2018-03-30,402
2018-03-31,393
2018-04-01,393
2018-04-02,392
2018-04-03,391
2018-04-04,391
2018-04-05,391
2018-04-06,390
2018-04-07,390
2018-04-08,390
2018-04-09,397
2018-04-10,397
2018-04-11,393
2018-04-12,390
2018-04-13,390
2018-04-14,400
2018-04-15,409
2018-04-16,409
2018-04-17,417
2018-04-18,417
2018-04-19,418
2018-04-20,418
2018-04-21,417
2018-04-22,417
2018-04-23,416
2018-04-24,416
2018-04-25,422
2018-04-26,422
2018-04-27,421
2018-04-28,420
2018-04-29,426
2018-04-30,428
2018-05-01,447
2018-05-02,447
2018-05-03,430
2018-05-04,430
2018-05-05,430
2018-05-06,430
2018-05-07,443
2018-05-08,443
2018-05-09,449
2018-05-10,432
2018-05-11,432
2018-05-12,427
2018-05-13,427
2018-05-14,432
2018-05-15,432
2018-05-16,433
2018-05-17,433
2018-05-18,452
2018-05-19,464
2018-05-20,464
2018-05-21,447
2018-05-22,447
2018-05-23,434
2018-05-24,434
2018-05-25,427
2018-05-26,432
2018-05-27,432
2018-05-28,430
2018-05-29,442
2018-05-30,442
2018-05-31,444
2018-06-01,444
2018-06-02,459
2018-06-03,459
2018-06-04,457
2018-06-05,446
2018-06-06,448
2018-06-07,448
2018-06-08,457
2018-06-09,457
2018-06-10,441
2018-06-11,441
2018-06-12,427
2018-06-13,413
2018-06-14,410
2018-06-15,410
2018-06-16,407
2018-06-17,406
2018-06-18,405
2018-06-19,398
2018-06-20,398
2018-06-21,400
2018-06-22,408
2018-06-23,408
2018-06-24,416
2018-06-25,409
2018-06-26,409
2018-06-27,424
2018-06-28,425
2018-06-29,427
2018-06-30,427
2018-07-01,442
2018-07-02,442
2018-07-03,448
2018-07-04,448
2018-07-05,465
2018-07-06,466
2018-07-07,479
2018-07-08,466
2018-07-09,462
2018-07-10,438
2018-07-11,444
2018-07-12,444
2018-07-13,430
2018-07-14,442
2018-07-15,442
2018-07-16,454
2018-07-17,444
2018-07-18,437
2018-07-19,437
2018-07-20,443
2018-07-21,428
2018-07-22,428
2018-07-23,432
2018-07-24,430
2018-07-25,423
2018-07-26,409
2018-07-27,408
2018-07-28,408
2018-07-29,410
2018-07-30,412
2018-07-31,406
2018-08-01,406
2018-08-02,410
2018-08-03,410
2018-08-04,419
2018-08-05,432
2018-08-06,450
2018-08-07,451
2018-08-08,460
2018-08-09,460
2018-08-10,476
2018-08-11,478
2018-08-12,466
2018-08-14,453
2018-08-16,451
2018-08-17,447
2018-08-18,447
2018-08-19,432
2018-08-20,425
2018-08-21,425
2018-08-22,403
2018-08-23,392
2018-08-24,385
2018-08-25,390
2018-08-26,390
2018-08-27,401
2018-08-28,416
2018-08-29,414
2018-08-30,400
2018-08-31,401
2018-09-01,402
2018-09-02,409
2018-09-03,410
2018-09-04,417
2018-09-05,404
2018-09-06,404
2018-09-07,393
2018-09-08,394
2018-09-09,412
2018-09-10,402
2018-09-11,402
2018-09-12,403
2018-09-13,384
2018-09-14,364
2018-09-15,345
2018-09-16,345
2018-09-17,331
2018-09-18,314
2018-09-19,299
2018-09-20,284
2018-09-21,270
2018-09-22,256
2018-09-23,243
2018-09-24,230
2018-09-25,230
2018-09-26,222
2018-09-27,222
2018-09-28,231
2018-09-29,239
2018-09-30,247
2018-10-01,254
2018-10-02,241
2018-10-03,243
2018-10-04,243
2018-10-05,243
2018-10-06,251
2018-10-07,251
2018-10-08,262
2018-10-09,272
2018-10-10,283
2018-10-11,295
2018-10-12,295
2018-10-13,309
2018-10-14,309
2018-10-15,310
2018-10-16,310
2018-10-17,313
2018-10-18,316
2018-10-19,330
2018-10-20,330
2018-10-21,347
2018-10-22,357
2018-10-23,357
2018-10-24,371
2018-10-25,390
2018-10-26,404
2018-10-27,425
2018-10-28,437
2018-10-29,437
2018-10-30,448
2018-10-31,457
2018-11-01,479
2018-11-03,504
2018-11-04,510
2018-11-05,490
2018-11-06,467
2018-11-07,454
2018-11-08,437
2018-11-09,421
2018-11-10,405
2018-11-11,397
2018-11-12,379
2018-11-13,360
2018-11-15,324
2018-11-16,311
2018-11-17,310
2018-11-18,306
2018-11-19,309
2018-11-20,312
2018-11-21,302
2018-11-22,290
2018-11-23,286
2018-11-24,288
2018-11-25,291
2018-11-26,289
2018-11-27,276
2018-11-28,285
2018-11-29,275
2018-12-01,265
2018-12-02,273
2018-12-03,273
2018-12-04,276
2018-12-05,281
2018-12-07,294
2018-12-09,289
2018-12-10,283
2018-12-11,272
2018-12-12,275
2018-12-13,262
2018-12-14,248
2018-12-15,248
2018-12-16,235
2018-12-17,223
2018-12-18,217
2018-12-19,216
2018-12-20,209
2018-12-21,210
2018-12-22,212
2018-12-23,213
2018-12-24,209
2018-12-25,200
2018-12-26,206
2018-12-27,214
2018-12-28,225
2018-12-29,233
2018-12-30,244
2018-12-31,241
2019-01-01,233
2019-01-02,229
2019-01-03,222
2019-01-04,221
2019-01-05,213
2019-01-06,202
2019-01-08,191
2019-01-10,194
2019-01-11,191
2019-01-12,192
2019-01-13,199
2019-01-14,208
2019-01-15,213
2019-01-16,216
2019-01-17,212
2019-01-18,220
2019-01-19,224
2019-01-20,230
2019-01-21,242
2019-01-22,242
2019-01-23,237
2019-01-24,238
2019-01-25,242
2019-01-26,245
2019-01-27,251
2019-01-28,261
2019-01-29,264
2019-01-30,264
2019-01-31,278
2019-02-01,280
2019-02-02,278
2019-02-03,264
2019-02-04,264
2019-02-05,250
2019-02-06,250
2019-02-07,238
2019-02-08,226
2019-02-09,214
2019-02-10,204
2019-02-11,201
2019-02-12,199
2019-02-13,202
2019-02-14,202
2019-02-15,210
2019-02-16,215
2019-02-17,218
2019-02-18,218
2019-02-19,222
2019-02-20,220
2019-02-21,226
2019-02-22,237
2019-02-23,246
2019-02-24,257
2019-02-25,267
2019-02-26,277
2019-02-27,280
2019-02-28,283
2019-03-01,290
2019-03-02,303
2019-03-03,309
2019-03-04,316
2019-03-05,324
2019-03-06,334
2019-03-07,349
2019-03-08,349
2019-03-09,358
2019-03-10,366
2019-03-11,374
2019-03-12,386
2019-03-13,386
2019-03-14,392
2019-03-15,385
2019-03-16,380
2019-03-17,376
2019-03-18,376
2019-03-19,380
2019-03-20,382
2019-03-21,371
2019-03-22,371
2019-03-23,357
2019-03-24,339
2019-03-25,327
2019-03-26,329
2019-03-27,329
2019-03-28,333
2019-03-29,342
2019-03-30,342
2019-03-31,347
2019-04-01,358
2019-04-02,366
2019-04-03,367
2019-04-04,366
2019-04-05,370
2019-04-06,366
2019-04-07,361
2019-04-08,372
2019-04-09,382
2019-04-10,377
2019-04-11,390
2019-04-12,397
2019-04-13,401
2019-04-14,391
2019-04-15,399
2019-04-16,400
2019-04-17,416
2019-04-18,424
2019-04-19,438
2019-04-20,441
2019-04-21,463
2019-04-22,462
2019-04-23,470
2019-04-24,449
2019-04-25,442
2019-04-26,429
2019-04-27,420
2019-04-28,415
2019-04-29,407
2019-04-30,397
2019-05-01,383
2019-05-02,382
2019-05-03,385
2019-05-04,379
2019-05-05,374
2019-05-06,355
2019-05-07,345
2019-05-08,350
2019-05-09,353
2019-05-10,340
2019-05-11,342
2019-05-12,332
2019-05-13,317
2019-05-14,314
2019-05-15,314
2019-05-16,301
2019-05-17,301
2019-05-18,305
2019-05-19,316
2019-05-20,328
2019-05-21,341
2019-05-22,352
2019-05-23,353
2019-05-24,370
2019-05-25,385
2019-05-26,398
2019-05-27,417
2019-05-28,426
2019-05-29,409
2019-05-30,388
2019-05-31,369
2019-06-01,351
2019-06-02,359
2019-06-03,375
2019-06-04,392
2019-06-05,412
2019-06-06,421
2019-06-07,425
2019-06-08,440
2019-06-09,438
2019-06-10,438
2019-06-11,433
2019-06-12,426
2019-06-13,426
2019-06-14,414
2019-06-15,418
2019-06-16,422
2019-06-17,418
2019-06-18,412
2019-06-19,413
2019-06-20,410
2019-06-21,406
2019-06-22,406
2019-06-23,404
2019-06-24,402
2019-06-25,414
2019-06-26,420
2019-06-27,417
2019-06-28,417
2019-06-29,420
2019-06-30,423
2019-07-01,423
2019-07-02,424
2019-07-03,408
2019-07-04,390
2019-07-05,394
2019-07-06,406
2019-07-07,417
2019-07-08,422
2019-07-09,430
2019-07-10,439
2019-07-11,446
2019-07-12,437
2019-07-13,437
2019-07-14,417
2019-07-15,417
2019-07-16,409
2019-07-17,395
2019-07-18,375
2019-07-19,368
2019-07-20,360
2019-07-21,351
2019-07-22,333
2019-07-23,341
2019-07-24,341
2019-07-25,346
2019-07-26,344
2019-07-27,354
2019-07-28,355
2019-07-29,345
2019-07-30,345
2019-07-31,349
2019-08-01,345
2019-08-02,343
2019-08-03,357
2019-08-04,351
2019-08-05,338
2019-08-06,321
2019-08-07,304
2019-08-08,304
2019-08-09,289
2019-08-10,294
2019-08-11,298
2019-08-12,301
2019-08-13,302
2019-08-14,309
2019-08-15,307
2019-08-16,306
2019-08-17,306
2019-08-18,302
2019-08-19,308
2019-08-20,320
2019-08-21,305
2019-08-22,298
2019-08-23,298
2019-08-24,299
