date_obj,Royal%20sceptre price
2015-09-24,188534
2015-09-25,188534
2015-09-27,185762
2015-09-28,188141
2015-09-29,188141
2015-09-30,183380
2015-10-05,181945
2015-10-06,185254
2015-10-07,185254
2015-10-08,187194
2015-10-09,187194
2015-10-10,188684
2015-10-11,187545
2015-10-12,187545
2015-10-13,187545
2015-10-14,188046
2015-10-15,188046
2015-10-16,189286
2015-10-17,189286
2015-10-18,189286
2015-10-19,191412
2015-10-20,191412
2015-10-22,185812
2015-10-23,181579
2015-10-24,181579
2015-10-25,172608
2015-10-26,168497
2015-10-27,168497
2015-10-29,165555
2015-10-30,165555
2015-10-31,160062
2015-11-01,160062
2015-11-02,157580
2015-11-03,157580
2015-11-04,157580
2015-11-05,152684
2015-11-06,152684
2015-11-07,147576
2015-11-08,147576
2015-11-09,147576
2015-11-10,146430
2015-11-11,146430
2015-11-12,145371
2015-11-13,145371
2015-11-14,145371
2015-11-15,141063
2015-11-16,141063
2015-11-17,141063
2015-11-18,138134
2015-11-19,137741
2015-11-20,137741
2015-11-21,136445
2015-11-22,136445
2015-11-23,134332
2015-11-24,134332
2015-11-25,132796
2015-11-26,132796
2015-11-27,132796
2015-11-28,130736
2015-11-29,130736
2015-11-30,132422
2015-12-01,132422
2015-12-02,132422
2015-12-03,132164
2015-12-04,132164
2015-12-05,132164
2015-12-06,131412
2015-12-07,131412
2015-12-08,133499
2015-12-09,133499
2015-12-10,135450
2015-12-11,135450
2015-12-12,136552
2015-12-13,136552
2015-12-14,133126
2015-12-15,132603
2015-12-16,132603
2015-12-17,133268
2015-12-18,133268
2015-12-19,133472
2015-12-20,133472
2015-12-21,139376
2015-12-22,139376
2015-12-23,140104
2015-12-24,140104
2015-12-25,141116
2015-12-26,141116
2015-12-27,143102
2015-12-28,143102
2015-12-29,142458
2015-12-30,142458
2015-12-31,137076
2016-01-01,137076
2016-01-02,137076
2016-01-03,139037
2016-01-04,139037
2016-01-05,138373
2016-01-06,138373
2016-01-07,137333
2016-01-08,137333
2016-01-09,134866
2016-01-10,134866
2016-01-11,132598
2016-01-12,132598
2016-01-13,129995
2016-01-14,127145
2016-01-15,127145
2016-01-16,122709
2016-01-17,122709
2016-01-18,117658
2016-01-19,117658
2016-01-20,112711
2016-01-21,112711
2016-01-22,109117
2016-01-23,109117
2016-01-24,106035
2016-01-25,106035
2016-01-26,102724
2016-01-27,102724
2016-01-28,99443
2016-01-29,98894
2016-01-30,98894
2016-01-31,96148
2016-02-01,94836
2016-02-02,94836
2016-02-03,91528
2016-02-04,91528
2016-02-05,91874
2016-02-06,91112
2016-02-07,91112
2016-02-08,90262
2016-02-09,90262
2016-02-10,90788
2016-02-11,90788
2016-02-12,90788
2016-02-13,90005
2016-02-14,90005
2016-02-15,87931
2016-02-16,87931
2016-02-17,85137
2016-02-18,85137
2016-02-19,84497
2016-02-20,84497
2016-02-21,88330
2016-02-22,88330
2016-02-23,92677
2016-02-24,92677
2016-02-25,96761
2016-02-26,96761
2016-02-27,101310
2016-02-28,101310
2016-02-29,105051
2016-03-01,105051
2016-03-02,106507
2016-03-03,108747
2016-03-04,108747
2016-03-05,112770
2016-03-06,115469
2016-03-07,115469
2016-03-08,118107
2016-03-09,118107
2016-03-10,120660
2016-03-11,120660
2016-03-12,123222
2016-03-13,123222
2016-03-14,119674
2016-03-15,119674
2016-03-16,120527
2016-03-17,120527
2016-03-18,119812
2016-03-19,119812
2016-03-20,116120
2016-03-21,116120
2016-03-22,116120
2016-03-23,112501
2016-03-24,112501
2016-03-25,111111
2016-03-26,111111
2016-03-27,110388
2016-03-28,110105
2016-03-29,110105
2016-03-30,106814
2016-03-31,106814
2016-04-01,104501
2016-04-02,104501
2016-04-03,104452
2016-04-04,104452
2016-04-05,104199
2016-04-06,104199
2016-04-07,104618
2016-04-08,104618
2016-04-09,105128
2016-04-10,105128
2016-04-11,105128
2016-04-12,104535
2016-04-13,104535
2016-04-14,106180
2016-04-15,106180
2016-04-16,103016
2016-04-17,103016
2016-04-18,101717
2016-04-19,101717
2016-04-20,101144
2016-04-21,101144
2016-04-22,101144
2016-04-23,100752
2016-04-24,100752
2016-04-25,99721
2016-04-26,99721
2016-04-27,102389
2016-04-28,102389
2016-04-29,103660
2016-04-30,103660
2016-05-01,101898
2016-05-02,101898
2016-05-03,100352
2016-05-04,100352
2016-05-05,97899
2016-05-06,97899
2016-05-07,93620
2016-05-08,93620
2016-05-09,88992
2016-05-10,88992
2016-05-11,87615
2016-05-12,87615
2016-05-13,84838
2016-05-14,84838
2016-05-15,83559
2016-05-16,83559
2016-05-17,80708
2016-05-18,80708
2016-05-19,77971
2016-05-22,75990
2016-05-23,74047
2016-05-24,74047
2016-05-25,75178
2016-05-26,75178
2016-05-27,78638
2016-05-28,78638
2016-05-29,81432
2016-05-30,81432
2016-05-31,82196
2016-06-01,82196
2016-06-02,83445
2016-06-03,83445
2016-06-04,86427
2016-06-05,86427
2016-06-06,88447
2016-06-07,88447
2016-06-08,91440
2016-06-09,91440
2016-06-10,89301
2016-06-11,89301
2016-06-12,89695
2016-06-13,89695
2016-06-14,90989
2016-06-15,90989
2016-06-16,93380
2016-06-17,94304
2016-06-18,94304
2016-06-19,93849
2016-06-20,93849
2016-06-21,92413
2016-06-22,92413
2016-06-23,91112
2016-06-24,91112
2016-06-25,88458
2016-06-26,88458
2016-06-27,87769
2016-06-28,87769
2016-06-29,85193
2016-06-30,85193
2016-07-01,85358
2016-07-02,85358
2016-07-03,85973
2016-07-04,86364
2016-07-05,86364
2016-07-06,88607
2016-07-07,88607
2016-07-08,88433
2016-07-09,88433
2016-07-10,87999
2016-07-11,87999
2016-07-12,87837
2016-07-13,87837
2016-07-14,90084
2016-07-15,90084
2016-07-16,90084
2016-07-17,91108
2016-07-18,91108
2016-07-23,92507
2016-07-24,90119
2016-07-25,90119
2016-07-26,86837
2016-07-27,86837
2016-07-28,86837
2016-07-29,83756
2016-07-30,83756
2016-07-31,83756
2016-08-01,82912
2016-08-02,82912
2016-08-03,82875
2016-08-04,82875
2016-08-05,82875
2016-08-06,81360
2016-08-07,81360
2016-08-08,81360
2016-08-09,79578
2016-08-10,79578
2016-08-11,79578
2016-08-12,75701
2016-08-13,75701
2016-08-14,75701
2016-08-15,72170
2016-08-16,72170
2016-08-17,68693
2016-08-18,68693
2016-08-19,68693
2016-08-20,65559
2016-08-21,65559
2016-08-22,65559
2016-08-23,62836
2016-08-24,62836
2016-08-25,62836
2016-08-26,60443
2016-08-28,60831
2016-08-31,63098
2016-09-01,60641
2016-09-02,60641
2016-09-03,60641
2016-09-04,58091
2016-09-05,58091
2016-09-06,57517
2016-09-07,57517
2016-09-08,57517
2016-09-09,55747
2016-09-10,55747
2016-09-11,55747
2016-09-12,55499
2016-09-13,55499
2016-09-14,56327
2016-09-15,56327
2016-09-16,56327
2016-09-17,57110
2016-09-18,57110
2016-09-19,57110
2016-09-20,58788
2016-09-21,58788
2016-09-22,57237
2016-09-23,57237
2016-09-24,57237
2016-09-25,57237
2016-09-26,57714
2016-09-27,57714
2016-09-28,58710
2016-09-29,58710
2016-09-30,58710
2016-10-01,58934
2016-10-02,58934
2016-10-03,58934
2016-10-04,58455
2016-10-05,58455
2016-10-06,56347
2016-10-07,56347
2016-10-08,55473
2016-10-09,55473
2016-10-10,55473
2016-10-11,54892
2016-10-12,54892
2016-10-13,54892
2016-10-14,57114
2016-10-15,57114
2016-10-16,59875
2016-10-17,59875
2016-10-18,62771
2016-10-19,62771
2016-10-20,62771
2016-10-21,65890
2016-10-22,65890
2016-10-23,65890
2016-10-24,68749
2016-10-25,68749
2016-10-26,71215
2016-10-27,71215
2016-10-28,71215
2016-10-29,71724
2016-10-30,71724
2016-10-31,70289
2016-11-01,70289
2016-11-02,70289
2016-11-03,67416
2016-11-04,67416
2016-11-05,67044
2016-11-06,67044
2016-11-07,67044
2016-11-08,65948
2016-11-09,65948
2016-11-10,65948
2016-11-11,63232
2016-11-12,63232
2016-11-13,62040
2016-11-14,62040
2016-12-08,57722
2016-12-09,57722
2016-12-10,57722
2016-12-11,57910
2016-12-12,57910
2016-12-13,57153
2016-12-14,57153
2016-12-15,57153
2016-12-16,56311
2016-12-17,56311
2016-12-18,56311
2016-12-19,54076
2016-12-20,54076
2016-12-21,54076
2016-12-22,52593
2016-12-23,52593
2016-12-24,52491
2016-12-25,52491
2016-12-26,52491
2016-12-27,52000
2016-12-28,52000
2016-12-29,52000
2016-12-30,52248
2016-12-31,52248
2017-01-01,52195
2017-01-02,52195
2017-01-03,51595
2017-01-04,51595
2017-01-05,51582
2017-01-06,51582
2017-01-07,52026
2017-01-08,52026
2017-01-09,52261
2017-01-10,52261
2017-01-11,52492
2017-01-12,52492
2017-01-13,53555
2017-01-14,53555
2017-01-15,55333
2017-01-16,55333
2017-01-17,56273
2017-01-18,56273
2017-01-19,56759
2017-01-20,56759
2017-01-21,57816
2017-01-22,57816
2017-01-27,62986
2017-01-28,65447
2017-01-29,65447
2017-01-30,68466
2017-01-31,68466
2017-02-01,71890
2017-02-02,71890
2017-02-03,75349
2017-02-04,78975
2017-02-05,78975
2017-02-06,82036
2017-02-07,82036
2017-02-08,85362
2017-02-09,85362
2017-02-10,87985
2017-02-11,87985
2017-02-12,90391
2017-02-13,90391
2017-02-14,93366
2017-02-15,93366
2017-02-16,94459
2017-02-18,94459
2017-02-19,95524
2017-02-20,95524
2017-02-21,98132
2017-02-22,98132
2017-02-23,98858
2017-02-24,98858
2017-02-25,99549
2017-02-26,99549
2017-02-27,101385
2017-02-28,101385
2017-03-01,102301
2017-03-02,102301
2017-03-03,102964
2017-03-04,102964
2017-03-05,104124
2017-03-06,108119
2017-03-07,113289
2017-03-08,113289
2017-03-09,118633
2017-03-10,124210
2017-03-11,130295
2017-03-12,130295
2017-03-13,136408
2017-03-14,142670
2017-03-15,142670
2017-03-16,149283
2017-03-17,149283
2017-03-18,155846
2017-03-19,155846
2017-03-20,163153
2017-03-21,163153
2017-03-22,170371
2017-03-23,170371
2017-03-24,178890
2017-03-25,178890
2017-03-26,178890
2017-03-27,187491
2017-03-28,187491
2017-03-29,196142
2017-03-30,196142
2017-03-31,205661
2017-04-01,205661
2017-04-02,205661
2017-04-03,215945
2017-04-04,215945
2017-04-12,248030
2017-04-13,255778
2017-04-14,255778
2017-04-15,255778
2017-04-16,256802
2017-04-17,256802
2017-04-18,254486
2017-04-19,254486
2017-04-20,243480
2017-04-21,243480
2017-04-22,243480
2017-04-23,234400
2017-04-24,234400
2017-04-25,234400
2017-04-26,222680
2017-04-27,222680
2017-04-28,212151
2017-04-29,212151
2017-04-30,201543
2017-05-01,201543
2017-05-02,192201
2017-05-03,192201
2017-05-04,183417
2017-05-05,183417
2017-05-06,183417
2017-05-07,174393
2017-05-08,174393
2017-05-09,165673
2017-05-10,165673
2017-05-11,165673
2017-05-12,157389
2017-05-13,157389
2017-05-14,149974
2017-05-15,149974
2017-05-16,149974
2017-05-17,142475
2017-05-18,142475
2017-05-19,142475
2017-05-20,135351
2017-05-21,135351
2017-05-22,135351
2017-05-23,128583
2017-05-24,128583
2017-05-25,124787
2017-05-26,124787
2017-05-27,123569
2017-05-28,123569
2017-05-29,123569
2017-05-30,117900
2017-05-31,117900
2017-06-01,113141
2017-06-02,113141
2017-06-03,113141
2017-06-06,103694
2017-06-07,103694
2017-06-08,99828
2017-06-09,99828
2017-06-10,96579
2017-06-11,96579
2017-06-12,96579
2017-06-13,92215
2017-06-14,92215
2017-06-15,92215
2017-06-16,87684
2017-06-17,87684
2017-06-18,84330
2017-06-19,84330
2017-06-20,84330
2017-06-21,80210
2017-06-22,80210
2017-06-23,80210
2017-06-24,76347
2017-06-25,76347
2017-06-26,72822
2017-06-27,72822
2017-06-28,69600
2017-06-29,69600
2017-06-30,66439
2017-07-01,66439
2017-07-02,66439
2017-07-03,63117
2017-07-04,63117
2017-07-05,63117
2017-07-06,59961
2017-07-07,59961
2017-07-08,59961
2017-07-13,55827
2017-07-14,55827
2017-07-15,53740
2017-07-16,53740
2017-07-17,52254
2017-07-18,52254
2017-07-19,52254
2017-07-20,51049
2017-07-21,51049
2017-07-22,51049
2017-07-23,49108
2017-07-24,49108
2017-07-25,49108
2017-07-26,47805
2017-07-27,47805
2017-07-28,47528
2017-07-29,47528
2017-07-30,47495
2017-07-31,47495
2017-08-01,47495
2017-08-02,49366
2017-08-03,49366
2017-08-04,49366
2017-08-05,47574
2017-08-06,47574
2017-08-09,47122
2017-08-10,46566
2017-08-11,46566
2017-08-12,45569
2017-08-13,45569
2017-08-14,46554
2017-08-15,46554
2017-08-17,48526
2017-08-18,49238
2017-08-19,49238
2017-08-20,50639
2017-08-21,50639
2017-08-22,50872
2017-08-23,50872
2017-08-24,50872
2017-08-25,50872
2017-08-26,50431
2017-08-27,50431
2017-08-28,49187
2017-08-29,49187
2017-08-30,46884
2017-08-31,46884
2017-09-01,46884
2017-09-02,44764
2017-09-03,44764
2017-09-04,44764
2017-09-05,43922
2017-09-06,43922
2017-09-07,44074
2017-09-08,44074
2017-09-09,43680
2017-09-10,43680
2017-09-11,43367
2017-09-12,43367
2017-09-13,43367
2017-09-14,42433
2017-09-15,42433
2017-09-16,42433
2017-09-17,42165
2017-09-19,42165
2017-09-20,41148
2017-09-21,41148
2017-09-22,41961
2017-09-23,41961
2017-09-24,43348
2017-09-25,43348
2017-09-26,43410
2017-09-27,43410
2017-09-28,43410
2017-09-29,43949
2017-09-30,43949
2017-10-01,44411
2017-10-02,44411
2017-10-03,44411
2017-10-04,45115
2017-10-05,45115
2017-10-06,45280
2017-10-07,45280
2017-10-08,45280
2017-10-09,46350
2017-10-10,46350
2017-10-11,47779
2017-10-12,47779
2017-10-13,48450
2017-10-14,48450
2017-10-15,48450
2017-10-16,49856
2017-10-17,49856
2017-10-18,49856
2017-10-19,50525
2017-10-20,50525
2017-10-21,50525
2017-10-22,51263
2017-10-23,51263
2017-10-24,51263
2017-10-25,52204
2017-10-26,52204
2017-10-27,52504
2017-10-28,52504
2017-10-29,52504
2017-10-30,52478
2017-10-31,52478
2017-11-01,52478
2017-11-02,52390
2017-11-03,52390
2017-11-04,51716
2017-11-05,51716
2017-11-06,51716
2017-11-07,50426
2017-11-08,50426
2017-11-09,49887
2017-11-10,49887
2017-11-11,49887
2017-11-12,49817
2017-11-13,49817
2017-11-14,49817
2017-11-15,49194
2017-11-16,49194
2017-11-17,49194
2017-11-18,49346
2017-11-19,49346
2017-11-20,49346
2017-11-21,48132
2017-11-22,48132
2017-11-23,48132
2017-11-24,46212
2017-11-25,46212
2017-11-26,44868
2017-11-27,44868
2017-11-28,44868
2017-11-29,43077
2017-11-30,43077
2017-12-01,41388
2017-12-02,41388
2017-12-03,41388
2017-12-04,40634
2017-12-05,40634
2017-12-06,40191
2017-12-07,40191
2017-12-08,41686
2017-12-09,41686
2017-12-10,41534
2017-12-11,41534
2017-12-12,41534
2017-12-14,40822
2017-12-15,40822
2017-12-16,39770
2017-12-17,39770
2017-12-18,38122
2017-12-19,38122
2017-12-20,38122
2017-12-21,37063
2017-12-22,37063
2017-12-23,36902
2017-12-24,36902
2017-12-25,36902
2017-12-26,36246
2017-12-27,36246
2017-12-28,35706
2017-12-29,35706
2017-12-30,35681
2017-12-31,35681
2018-01-01,35681
2018-01-02,35614
2018-01-03,35614
2018-01-04,36000
2018-01-05,36000
2018-01-06,35474
2018-01-07,35474
2018-01-08,35474
2018-01-09,34964
2018-01-10,34964
2018-01-11,33385
2018-01-12,33385
2018-01-13,31813
2018-01-14,31813
2018-01-15,31813
2018-01-16,31084
2018-01-17,31084
2018-01-18,29553
2018-01-19,29553
2018-01-20,28442
2018-01-21,28442
2018-01-22,27019
2018-01-23,27019
2018-01-24,25679
2018-01-25,25679
2018-01-26,25679
2018-01-27,24569
2018-01-28,24569
2018-01-29,23593
2018-01-31,23271
2018-02-01,23271
2018-02-02,23271
2018-02-03,23264
2018-02-04,23264
2018-02-05,23367
2018-02-06,23367
2018-02-07,23294
2018-02-08,23294
2018-02-09,22971
2018-02-10,22971
2018-02-11,22782
2018-02-12,22782
2018-02-13,22436
2018-02-14,22436
2018-02-15,21986
2018-02-16,21986
2018-02-17,21704
2018-02-18,21704
2018-02-19,21938
2018-02-20,21938
2018-02-21,22028
2018-02-22,22028
2018-02-23,21854
2018-02-24,21854
2018-02-25,21854
2018-02-26,21754
2018-02-27,21754
2018-02-28,21754
2018-03-01,21965
2018-03-02,21965
2018-03-03,22093
2018-03-04,22093
2018-03-05,22920
2018-03-06,22920
2018-03-07,22920
2018-03-08,22959
2018-03-09,22959
2018-03-10,22959
2018-03-11,23340
2018-03-12,23340
2018-03-13,23575
2018-03-14,23575
2018-03-15,23575
2018-03-16,23476
2018-03-17,23476
2018-03-18,23476
2018-03-19,23186
2018-03-20,23186
2018-03-21,23455
2018-03-23,23455
2018-03-24,23694
2018-03-26,23741
2018-03-27,23741
2018-03-29,23725
2018-03-30,23920
2018-03-31,23920
2018-04-01,23920
2018-04-02,23582
2018-04-03,23582
2018-04-04,23582
2018-04-05,23684
2018-04-06,23684
2018-04-08,23893
2018-04-09,23778
2018-04-10,23778
2018-04-11,23778
2018-04-12,23968
2018-04-13,23968
2018-04-14,23968
2018-04-15,24017
2018-04-16,24017
2018-04-17,24017
2018-04-18,23788
2018-04-19,23788
2018-04-20,23728
2018-04-21,23728
2018-04-22,23728
2018-04-23,24062
2018-04-24,24062
2018-04-25,24062
2018-04-26,24357
2018-04-27,24357
2018-04-28,24153
2018-04-29,24153
2018-04-30,23844
2018-05-01,23844
2018-05-02,23844
2018-05-03,24225
2018-05-04,24225
2018-05-05,25402
2018-05-06,25402
2018-05-07,25402
2018-05-08,26554
2018-05-09,26554
2018-05-10,27459
2018-05-11,27459
2018-05-12,28129
2018-05-13,28129
2018-05-14,28129
2018-05-15,29009
2018-05-16,29009
2018-05-17,29775
2018-05-18,29775
2018-05-19,30046
2018-05-20,30046
2018-05-21,30046
2018-05-22,30046
2018-05-23,30517
2018-05-24,30517
2018-05-25,30517
2018-05-26,30573
2018-05-27,30573
2018-05-28,30573
2018-05-29,31060
2018-05-30,31060
2018-05-31,31060
2018-06-01,31033
2018-06-02,31033
2018-06-03,30696
2018-06-04,30696
2018-06-05,30696
2018-06-06,30493
2018-06-07,30493
2018-06-08,30493
2018-06-09,30486
2018-06-10,30486
2018-06-11,30915
2018-06-12,30915
2018-06-13,30942
2018-06-14,30942
2018-06-15,31272
2018-06-16,31272
2018-06-17,31272
2018-06-18,31272
2018-06-19,31388
2018-06-20,31388
2018-06-21,31388
2018-06-22,30913
2018-06-23,30913
2018-06-24,30913
2018-06-25,31345
2018-06-26,31345
2018-06-27,31345
2018-06-28,31431
2018-06-29,31431
2018-06-30,31431
2018-07-01,31278
2018-07-02,31278
2018-07-03,31278
2018-07-04,31905
2018-07-05,31905
2018-07-06,31905
2018-07-07,32735
2018-07-08,32735
2018-07-09,32735
2018-07-10,33559
2018-07-11,33559
2018-07-12,33559
2018-07-13,33668
2018-07-14,33668
2018-07-15,33601
2018-07-16,33601
2018-07-17,33977
2018-07-18,33977
2018-07-19,33977
2018-07-20,34298
2018-07-21,34298
2018-07-22,34004
2018-07-23,34004
2018-07-24,34088
2018-07-25,34088
2018-07-26,34088
2018-07-27,33988
2018-07-28,33988
2018-07-29,33988
2018-07-30,33539
2018-07-31,33539
2018-08-01,33324
2018-08-02,33324
2018-08-03,33312
2018-08-04,33312
2018-08-05,33097
2018-08-06,33097
2018-08-07,33097
2018-08-08,33314
2018-08-09,33314
2018-08-10,33314
2018-08-11,33777
2018-08-12,33777
2018-08-14,34345
2018-08-16,35179
2018-08-17,35179
2018-08-18,34713
2018-08-19,34713
2018-08-20,34372
2018-08-21,34372
2018-08-22,34870
2018-08-23,34870
2018-08-24,34856
2018-08-25,34856
2018-08-26,34984
2018-08-27,34984
2018-08-28,35219
2018-08-29,35219
2018-08-30,35219
2018-08-31,35110
2018-09-01,35110
2018-09-02,35538
2018-09-03,35538
2018-09-04,36068
2018-09-05,36068
2018-09-06,36068
2018-09-07,37183
2018-09-08,37183
2018-09-09,39043
2018-09-10,40811
2018-09-11,40811
2018-09-12,40811
2018-09-13,41885
2018-09-14,41885
2018-09-15,41933
2018-09-16,41933
2018-09-17,42235
2018-09-18,42235
2018-09-19,42002
2018-09-20,42002
2018-09-21,41483
2018-09-22,41483
2018-09-23,40846
2018-09-24,40846
2018-09-25,40846
2018-09-26,41209
2018-09-27,41209
2018-09-28,41209
2018-09-29,40847
2018-09-30,40847
2018-10-02,40464
2018-10-03,39828
2018-10-04,39828
2018-10-05,39828
2018-10-06,39788
2018-10-07,39788
2018-10-08,39788
2018-10-09,39845
2018-10-10,39845
2018-10-11,39629
2018-10-12,39629
2018-10-13,39522
2018-10-14,39522
2018-10-15,39162
2018-10-16,39162
2018-10-17,39454
2018-10-18,39454
2018-10-19,39707
2018-10-20,39707
2018-10-21,39707
2018-10-22,39749
2018-10-23,39749
2018-10-24,39749
2018-10-25,39053
2018-10-26,39053
2018-10-27,37991
2018-10-28,37991
2018-10-29,38698
2018-10-30,38698
2018-10-31,38786
2018-11-01,38786
2018-11-03,38646
2018-11-04,38570
2018-11-05,38545
2018-11-06,38920
2018-11-07,38920
2018-11-08,38881
2018-11-09,38881
2018-11-10,39264
2018-11-11,39264
2018-11-12,39513
2018-11-13,39310
2018-11-14,39310
2018-11-15,39673
2018-11-16,40039
2018-11-17,40039
2018-11-19,40359
2018-11-20,39878
2018-11-21,39878
2018-11-22,39681
2018-11-23,39681
2018-11-24,38778
2018-11-25,38645
2018-11-26,38645
2018-11-27,39334
2018-11-28,40639
2018-11-29,42368
2018-12-01,46423
2018-12-02,48745
2018-12-03,48745
2018-12-04,51183
2018-12-05,53743
2018-12-07,56250
2018-12-09,61890
2018-12-10,64985
2018-12-11,68018
2018-12-12,71419
2018-12-13,74990
2018-12-14,77398
2018-12-15,81126
2018-12-16,85183
2018-12-17,89215
2018-12-18,93550
2018-12-19,97944
2018-12-20,102400
2018-12-21,107047
2018-12-22,111687
2018-12-23,117272
2018-12-24,122887
2018-12-25,122887
2018-12-26,129032
2018-12-27,135484
2018-12-28,141390
2018-12-29,138006
2018-12-30,138006
2018-12-31,131168
2019-01-01,126279
2019-01-02,119965
2019-01-03,113966
2019-01-04,108841
2019-01-05,103398
2019-01-06,98228
2019-01-08,93316
2019-01-10,84362
2019-01-11,80979
2019-01-12,77101
2019-01-13,73245
2019-01-14,69582
2019-01-15,66643
2019-01-16,63641
2019-01-17,60458
2019-01-18,58013
2019-01-19,55753
2019-01-20,53084
2019-01-21,53084
2019-01-22,51236
2019-01-23,49999
2019-01-24,49999
2019-01-25,48208
2019-01-26,46020
2019-01-27,44005
2019-01-28,44005
2019-01-29,42992
2019-01-30,41039
2019-01-31,41039
2019-02-01,39108
2019-02-02,39108
2019-02-03,37979
2019-02-04,37979
2019-02-05,37833
2019-02-06,37833
2019-02-07,36777
2019-02-08,36777
2019-02-09,35882
2019-02-10,35690
2019-02-11,35690
2019-02-12,35261
2019-02-13,36324
2019-02-14,36324
2019-02-15,38141
2019-02-16,38141
2019-02-17,40049
2019-02-18,40049
2019-02-19,42052
2019-02-20,44052
2019-02-21,46161
2019-02-22,46161
2019-02-23,48341
2019-02-24,50065
2019-02-25,52525
2019-02-26,54604
2019-02-27,54604
2019-02-28,54604
2019-03-01,56814
2019-03-02,56814
2019-03-03,58061
2019-03-04,57431
2019-03-05,57431
2019-03-06,56844
2019-03-07,56844
2019-03-08,57521
2019-03-09,57309
2019-03-10,55607
2019-03-11,55607
2019-03-12,53417
2019-03-13,53417
2019-03-14,50746
2019-03-15,50746
2019-03-16,48620
2019-03-17,46547
2019-03-18,46547
2019-03-19,44523
2019-03-20,43099
2019-03-21,41845
2019-03-22,41845
2019-03-23,40887
2019-03-24,40887
2019-03-25,39294
2019-03-26,39001
2019-03-27,39001
2019-03-28,37959
2019-03-29,36289
2019-03-30,36289
2019-03-31,36289
2019-04-01,34727
2019-04-02,34727
2019-04-03,33611
2019-04-04,33611
2019-04-05,32885
2019-04-06,32885
