date_obj,3rd%20age%20bow price
2015-03-26,144520439
2015-03-27,144520439
2015-03-28,144520439
2015-03-29,144520439
2015-03-30,144520439
2015-03-31,144520439
2015-04-01,144520439
2015-04-02,144520439
2015-04-03,144520439
2015-04-04,144520439
2015-04-05,144520439
2015-04-06,144520439
2015-04-07,144520439
2015-04-08,144520439
2015-04-09,144520439
2015-04-10,144520439
2015-04-11,144520439
2015-04-12,144520439
2015-04-13,144520439
2015-04-14,144520439
2015-04-15,144520439
2015-04-16,144520439
2015-04-17,144520439
2015-04-18,144520439
2015-04-19,144520439
2015-04-20,144520439
2015-04-21,144520439
2015-04-22,144520439
2015-04-23,144520439
2015-04-24,144520439
2015-04-25,144520439
2015-04-26,144520439
2015-04-27,144520439
2015-04-28,150069780
2015-04-29,150069780
2015-04-30,150069780
2015-05-01,150069780
2015-05-02,150069780
2015-05-03,150069780
2015-05-04,150069780
2015-05-05,150069780
2015-05-06,150069780
2015-05-07,150069780
2015-05-08,150069780
2015-05-09,150069780
2015-05-10,150069780
2015-05-11,150069780
2015-05-12,150069780
2015-05-13,150069780
2015-05-14,150069780
2015-05-15,150069780
2015-05-16,150069780
2015-05-17,150069780
2015-05-18,150069780
2015-05-19,150069780
2015-05-20,150069780
2015-05-21,156082187
2015-05-22,156082187
2015-05-23,370000000
2015-05-24,370000000
2015-05-25,370000000
2015-05-26,370000000
2015-05-27,370000000
2015-05-28,370000000
2015-05-29,370000000
2015-05-30,370000000
2015-05-31,370000000
2015-06-01,370000000
2015-06-02,370000000
2015-06-03,370000000
2015-06-04,370000000
2015-06-05,370000000
2015-06-06,370000000
2015-06-07,370000000
2015-06-08,370000000
2015-06-09,370000000
2015-06-10,370000000
2015-06-11,370000000
2015-06-12,370000000
2015-06-13,370000000
2015-06-14,370000000
2015-06-15,370000000
2015-06-16,370000000
2015-06-17,370000000
2015-06-18,370000000
2015-06-19,370000000
2015-06-20,370000000
2015-06-21,370000000
2015-06-22,370000000
2015-06-23,370000000
2015-06-24,370000000
2015-06-25,370000000
2015-06-26,370000000
2015-06-27,370000000
2015-06-28,370000000
2015-06-29,370000000
2015-06-30,370000000
2015-07-01,370000000
2015-07-02,370000000
2015-07-03,370000000
2015-07-04,370000000
2015-07-05,370000000
2015-07-06,370000000
2015-07-07,370000000
2015-07-08,370000000
2015-07-09,370000000
2015-07-10,370000000
2015-07-11,370000000
2015-07-12,382887775
2015-07-13,382887775
2015-07-14,382887775
2015-07-15,382887775
2015-07-16,382887775
2015-07-17,382887775
2015-07-18,382887775
2015-07-19,382887775
2015-07-20,382887775
2015-07-21,382887775
2015-07-22,382887775
2015-07-23,382887775
2015-07-24,382887775
2015-07-25,382887775
2015-07-26,382887775
2015-07-27,382887775
2015-07-28,382887775
2015-07-29,382887775
2015-07-30,382887775
2015-07-31,382887775
2015-08-01,382887775
2015-08-02,382887775
2015-08-03,382887775
2015-08-04,382887775
2015-08-05,382887775
2015-08-06,382887775
2015-08-07,382887775
2015-08-08,382887775
2015-08-09,382887775
2015-08-10,382887775
2015-08-11,382887775
2015-08-12,382887775
2015-08-13,382887775
2015-08-14,382887775
2015-08-15,382887775
2015-08-16,382887775
2015-08-17,398626002
2015-08-18,398626002
2015-08-19,398626002
2015-08-20,398626002
2015-08-21,398626002
2015-08-22,398626002
2015-08-23,398626002
2015-08-24,398626002
2015-08-25,398626002
2015-08-26,398626002
2015-08-27,398626002
2015-08-28,398626002
2015-08-29,398626002
2015-08-30,398626002
2015-08-31,398626002
2015-09-01,398626002
2015-09-02,398626002
2015-09-03,398626002
2015-09-04,398626002
2015-09-05,398626002
2015-09-06,398626002
2015-09-07,398626002
2015-09-08,398626002
2015-09-09,398626002
2015-09-10,398626002
2015-09-11,398626002
2015-09-12,398626002
2015-09-13,398626002
2015-09-14,398626002
2015-09-15,398626002
2015-09-16,398626002
2015-09-17,398626002
2015-09-18,398626002
2015-09-19,398626002
2015-09-20,398626002
2015-09-21,398626002
2015-09-22,398626002
2015-09-23,398626002
2015-09-24,398626002
2015-09-25,398626002
2015-09-27,398626002
2015-09-28,398626002
2015-09-29,414756069
2015-09-30,414756069
2015-10-05,414756069
2015-10-06,414756069
2015-10-07,414756069
2015-10-08,414756069
2015-10-09,414756069
2015-10-10,414756069
2015-10-11,414756069
2015-10-12,414756069
2015-10-13,414756069
2015-10-14,414756069
2015-10-15,414756069
2015-10-16,414756069
2015-10-17,414756069
2015-10-18,414756069
2015-10-19,414756069
2015-10-20,414756069
