date_obj,Godsword%20shard%201 price
2015-03-26,168773
2015-03-27,168773
2015-03-28,168773
2015-03-29,168773
2015-03-30,170766
2015-03-31,170766
2015-04-01,170766
2015-04-02,170766
2015-04-03,170766
2015-04-04,170766
2015-04-05,170766
2015-04-06,168079
2015-04-07,168079
2015-04-08,168079
2015-04-09,168079
2015-04-10,168079
2015-04-11,168079
2015-04-12,168079
2015-04-13,172725
2015-04-14,172725
2015-04-15,172725
2015-04-16,172725
2015-04-17,172725
2015-04-18,172725
2015-04-19,173742
2015-04-20,173742
2015-04-21,173742
2015-04-22,173742
2015-04-23,173742
2015-04-24,173742
2015-04-25,170685
2015-04-26,170685
2015-04-27,170685
2015-04-28,170685
2015-04-29,170685
2015-04-30,170685
2015-05-01,170639
2015-05-02,170639
2015-05-03,170639
2015-05-04,170639
2015-05-05,170639
2015-05-06,170639
2015-05-07,172459
2015-05-08,172459
2015-05-09,172459
2015-05-10,172459
2015-05-11,172459
2015-05-12,172459
2015-05-13,172459
2015-05-14,170226
2015-05-15,170226
2015-05-16,170226
2015-05-17,170226
2015-05-18,170226
2015-05-19,170226
2015-05-20,170226
2015-05-21,170226
2015-05-22,170226
2015-05-23,167022
2015-05-24,167022
2015-05-25,167022
2015-05-26,167022
2015-05-27,167022
2015-05-28,168241
2015-05-29,168241
2015-05-30,168241
2015-05-31,168241
2015-06-01,173515
2015-06-02,173515
2015-06-03,173515
2015-06-04,173515
2015-06-05,173515
2015-06-06,178198
2015-06-07,178198
2015-06-08,178198
2015-06-09,178198
2015-06-10,178198
2015-06-11,178754
2015-06-12,178754
2015-06-13,178754
2015-06-14,178754
2015-06-15,178754
2015-06-16,176755
2015-06-17,176755
2015-06-18,176755
2015-06-19,176755
2015-06-20,168492
2015-06-21,168492
2015-06-22,168492
2015-06-23,168492
2015-06-24,170393
2015-06-25,170393
2015-06-26,170393
2015-06-27,170393
2015-06-28,173200
2015-06-29,173200
2015-06-30,173200
2015-07-01,173200
2015-07-02,173200
2015-07-03,167462
2015-07-04,167462
2015-07-05,167462
2015-07-06,167462
2015-07-07,167462
2015-07-08,166978
2015-07-09,166978
2015-07-10,166978
2015-07-11,166978
2015-07-12,166978
2015-07-13,168207
2015-07-14,168207
2015-07-15,168207
2015-07-16,168207
2015-07-17,168798
2015-07-18,168798
2015-07-19,168798
2015-07-20,168798
2015-07-21,168798
2015-07-22,174714
2015-07-23,174714
2015-07-24,174714
2015-07-25,174714
2015-07-26,174714
2015-07-27,177131
2015-07-28,177131
2015-07-29,177131
2015-07-30,177131
2015-07-31,179556
2015-08-01,179556
2015-08-02,179556
2015-08-03,179556
2015-08-04,177075
2015-08-05,177075
2015-08-06,177075
2015-08-07,177075
2015-08-08,175507
2015-08-09,175507
2015-08-10,175507
2015-08-11,175507
2015-08-12,171792
2015-08-13,171792
2015-08-14,171792
2015-08-15,171792
2015-08-16,168832
2015-08-17,168832
2015-08-18,168832
2015-08-19,168832
2015-08-20,165505
2015-08-21,165505
2015-08-22,165505
2015-08-23,165505
2015-08-24,171356
2015-08-25,171356
2015-08-26,171356
2015-08-27,171356
2015-08-28,171356
2015-08-29,172742
2015-08-30,172742
2015-08-31,172742
2015-09-01,172742
2015-09-02,172742
2015-09-03,171206
2015-09-04,171206
2015-09-05,171206
2015-09-06,171206
2015-09-07,174670
2015-09-08,174670
2015-09-09,174670
2015-09-10,174670
2015-09-11,177214
2015-09-12,177214
2015-09-13,177214
2015-09-14,177214
2015-09-15,176077
2015-09-16,176077
2015-09-17,176077
2015-09-18,176077
2015-09-19,168702
2015-09-20,168702
2015-09-21,168702
2015-09-22,168702
2015-09-23,168702
2015-09-24,171823
2015-09-25,171823
2015-09-27,171823
2015-09-28,171823
2015-09-29,171823
2015-09-30,170858
2015-10-05,170858
2015-10-06,170717
2015-10-07,170717
2015-10-08,170717
2015-10-09,170717
2015-10-10,170717
2015-10-11,170816
2015-10-12,170816
2015-10-13,170816
2015-10-14,170816
2015-10-15,170816
2015-10-16,169152
2015-10-17,169152
2015-10-18,169152
2015-10-19,169152
2015-10-20,169152
2015-10-22,171071
2015-10-23,171071
2015-10-24,171071
2015-10-25,171071
2015-10-26,166428
2015-10-27,166428
2015-10-29,166428
2015-10-30,166428
2015-10-31,166428
2015-11-01,168439
2015-11-02,168439
2015-11-03,168439
2015-11-04,168439
2015-11-05,168439
2015-11-06,168439
2015-11-07,168439
2015-11-08,168894
2015-11-09,168894
2015-11-10,168894
2015-11-11,168894
2015-11-12,168894
2015-11-13,168894
2015-11-14,168894
2015-11-15,169535
2015-11-16,169535
2015-11-17,169535
2015-11-18,169535
2015-11-19,169535
2015-11-20,169535
2015-11-21,169535
2015-11-22,172816
2015-11-23,172816
2015-11-24,172816
2015-11-25,172816
2015-11-26,172816
2015-11-27,172816
2015-11-28,172816
2015-11-29,168588
2015-11-30,168588
2015-12-01,168588
2015-12-02,168588
2015-12-03,168588
2015-12-04,168588
2015-12-05,168588
2015-12-06,170295
2015-12-07,170295
2015-12-08,170295
2015-12-09,170295
2015-12-10,170295
2015-12-11,170295
2015-12-12,170283
2015-12-13,170283
2015-12-14,170283
2015-12-15,170283
2015-12-16,170283
2015-12-17,170283
