date_obj,Phoenix%20necklace price
2015-03-26,2390
2015-03-27,2390
2015-03-28,2447
2015-03-29,2447
2015-03-30,2563
2015-03-31,2563
2015-04-01,2646
2015-04-02,2646
2015-04-03,2658
2015-04-04,2658
2015-04-05,2635
2015-04-06,2635
2015-04-07,2638
2015-04-08,2638
2015-04-09,2589
2015-04-10,2589
2015-04-11,2482
2015-04-12,2482
2015-04-13,2442
2015-04-14,2442
2015-04-15,2459
2015-04-16,2459
2015-04-17,2499
2015-04-18,2499
2015-04-19,2463
2015-04-20,2463
2015-04-21,2404
2015-04-22,2404
2015-04-23,2347
2015-04-24,2347
2015-04-25,2348
2015-04-26,2348
2015-04-27,2365
2015-04-28,2365
2015-04-29,2401
2015-04-30,2401
2015-05-01,2482
2015-05-02,2482
2015-05-03,2598
2015-05-04,2598
2015-05-05,2567
2015-05-06,2567
2015-05-07,2491
2015-05-08,2491
2015-05-09,2452
2015-05-10,2452
2015-05-11,2454
2015-05-12,2454
2015-05-13,2539
2015-05-14,2539
2015-05-15,2603
2015-05-16,2603
2015-05-17,2564
2015-05-18,2564
2015-05-19,2654
2015-05-20,2654
2015-05-21,2654
2015-05-22,2646
2015-05-23,2646
2015-05-24,2696
2015-05-25,2696
2015-05-26,2598
2015-05-27,2598
2015-05-28,2669
2015-05-29,2737
2015-05-30,2667
2015-05-31,2667
2015-06-01,2722
2015-06-02,2722
2015-06-03,2716
2015-06-04,2716
2015-06-05,2622
2015-06-06,2495
2015-06-07,2402
2015-06-08,2402
2015-06-09,2398
2015-06-10,2457
2015-06-11,2457
2015-06-12,2541
2015-06-13,2560
2015-06-14,2609
2015-06-15,2609
2015-06-16,2698
2015-06-17,2698
2015-06-18,2718
2015-06-19,2718
2015-06-20,2681
2015-06-21,2681
2015-06-22,2587
2015-06-23,2587
2015-06-24,2474
2015-06-25,2474
2015-06-26,2466
2015-06-27,2466
2015-06-28,2450
2015-06-29,2450
2015-06-30,2459
2015-07-01,2466
2015-07-02,2466
2015-07-03,2467
2015-07-04,2468
2015-07-05,2468
2015-07-06,2454
2015-07-07,2567
2015-07-08,2639
2015-07-09,2639
2015-07-10,2689
2015-07-11,2689
2015-07-12,2739
2015-07-13,2669
2015-07-14,2669
2015-07-15,2562
2015-07-16,2562
2015-07-17,2433
2015-07-18,2433
2015-07-19,2312
2015-07-20,2215
2015-07-21,2215
2015-07-22,2270
2015-07-23,2270
2015-07-24,2384
2015-07-25,2384
2015-07-26,2488
2015-07-27,2523
2015-07-28,2523
2015-07-29,2471
2015-07-30,2471
2015-07-31,2559
2015-08-01,2559
2015-08-02,2593
2015-08-03,2593
2015-08-04,2667
2015-08-05,2662
2015-08-06,2602
2015-08-07,2602
2015-08-08,2491
2015-08-09,2469
2015-08-10,2408
2015-08-11,2425
2015-08-12,2425
2015-08-13,2506
2015-08-14,2580
2015-08-15,2580
2015-08-16,2634
2015-08-17,2759
2015-08-18,2876
2015-08-19,2960
2015-08-20,2960
2015-08-21,2999
2015-08-22,2855
2015-08-23,2855
2015-08-24,2807
2015-08-25,2807
2015-08-26,2768
2015-08-27,2696
2015-08-28,2696
2015-08-29,2635
2015-08-30,2635
2015-08-31,2615
2015-09-01,2732
2015-09-02,2732
2015-09-03,2744
2015-09-04,2702
2015-09-05,2702
2015-09-06,2638
2015-09-07,2607
2015-09-08,2619
2015-09-09,2586
2015-09-10,2629
2015-09-11,2599
2015-09-12,2599
2015-09-13,2508
2015-09-14,2508
2015-09-15,2545
2015-09-16,2545
2015-09-17,2556
2015-09-18,2556
2015-09-19,2584
2015-09-20,2584
2015-09-21,2586
2015-09-22,2556
2015-09-23,2659
2015-09-24,2659
2015-09-25,2683
2015-09-27,2650
2015-09-28,2716
2015-09-29,2716
2015-09-30,2852
2015-10-05,2894
2015-10-06,2876
2015-10-07,2876
2015-10-08,2915
2015-10-09,2854
2015-10-10,2854
2015-10-11,2764
2015-10-12,2702
2015-10-13,2702
2015-10-14,2698
2015-10-15,2710
2015-10-16,2731
2015-10-17,2731
2015-10-18,2651
2015-10-19,2613
2015-10-20,2619
2015-10-22,2650
2015-10-23,2653
2015-10-24,2653
2015-10-25,2564
2015-10-26,2526
2015-10-27,2526
2015-10-29,2585
2015-10-30,2492
2015-10-31,2492
2015-11-01,2404
2015-11-02,2404
2015-11-03,2362
2015-11-04,2362
2015-11-05,2302
2015-11-06,2302
2015-11-07,2294
2015-11-08,2294
2015-11-09,2343
2015-11-10,2343
2015-11-11,2335
2015-11-12,2335
2015-11-13,2373
2015-11-14,2373
2015-11-15,2398
2015-11-16,2398
2015-11-17,2503
2015-11-18,2503
2015-11-19,2533
2015-11-20,2610
2015-11-21,2610
2015-11-22,2622
2015-11-23,2622
2015-11-24,2542
2015-11-25,2570
2015-11-26,2570
2015-11-27,2620
2015-11-28,2620
2015-11-29,2694
2015-11-30,2697
2015-12-01,2697
2015-12-02,2765
2015-12-03,2804
2015-12-04,2804
2015-12-05,2794
2015-12-06,2745
2015-12-07,2745
2015-12-08,2761
2015-12-09,2634
2015-12-10,2634
2015-12-11,2536
2015-12-12,2536
2015-12-13,2471
2015-12-14,2471
2015-12-15,2474
2015-12-16,2474
2015-12-17,2514
2015-12-18,2426
2015-12-19,2426
2015-12-20,2408
2015-12-21,2408
2015-12-22,2421
2015-12-23,2505
2015-12-24,2505
2015-12-25,2498
2015-12-26,2438
2015-12-27,2415
2015-12-28,2415
2015-12-29,2421
2015-12-30,2437
2015-12-31,2437
2016-01-01,2364
2016-01-02,2364
2016-01-03,2411
2016-01-04,2409
2016-01-05,2454
2016-01-06,2577
2016-01-07,2577
2016-01-08,2606
2016-01-09,2606
2016-01-10,2666
2016-01-11,2728
2016-01-12,2734
2016-01-13,2734
2016-01-14,2694
2016-01-15,2756
2016-01-16,2776
2016-01-17,2787
2016-01-18,2711
2016-01-19,2711
2016-01-20,2623
2016-01-21,2623
2016-01-22,2524
2016-01-23,2453
2016-01-24,2426
2016-01-25,2461
2016-01-26,2461
2016-01-27,2393
2016-01-28,2393
2016-01-29,2339
2016-01-30,2339
2016-01-31,2409
2016-02-01,2468
2016-02-02,2468
2016-02-03,2562
2016-02-04,2562
2016-02-05,2688
2016-02-06,2616
2016-02-07,2616
2016-02-08,2537
2016-02-09,2537
2016-02-10,2484
2016-02-11,2484
2016-02-12,2463
2016-02-13,2456
2016-02-14,2456
2016-02-15,2431
2016-02-16,2431
2016-02-17,2384
2016-02-18,2384
2016-02-19,2383
2016-02-20,2383
2016-02-21,2385
2016-02-22,2385
2016-02-23,2352
2016-02-24,2352
2016-02-25,2310
2016-02-26,2310
2016-02-27,2270
2016-02-28,2294
2016-02-29,2328
2016-03-01,2331
2016-03-02,2331
2016-03-03,2359
2016-03-04,2321
2016-03-05,2297
2016-03-06,2273
2016-03-07,2273
2016-03-08,2357
2016-03-09,2375
2016-03-10,2370
2016-03-11,2370
2016-03-12,2351
2016-03-13,2351
2016-03-14,2352
2016-03-15,2348
2016-03-16,2374
2016-03-17,2374
2016-03-18,2404
2016-03-19,2404
2016-03-20,2377
2016-03-21,2377
2016-03-22,2430
2016-03-23,2402
2016-03-24,2402
2016-03-25,2352
2016-03-26,2354
2016-03-27,2354
2016-03-28,2317
2016-03-29,2334
2016-03-30,2334
2016-03-31,2349
2016-04-01,2349
2016-04-02,2286
2016-04-03,2266
2016-04-04,2307
2016-04-05,2307
2016-04-06,2314
2016-04-07,2314
2016-04-08,2351
2016-04-09,2395
2016-04-10,2488
2016-04-11,2488
2016-04-12,2428
2016-04-14,2322
2016-04-15,2377
2016-04-16,2321
2016-04-17,2318
2016-04-18,2300
2016-04-19,2300
2016-04-20,2340
2016-04-21,2340
2016-04-22,2424
2016-04-23,2429
2016-04-24,2390
2016-04-25,2424
2016-04-26,2424
2016-04-27,2424
2016-04-28,2424
2016-04-29,2355
2016-04-30,2263
2016-05-01,2263
2016-05-02,2283
2016-05-03,2317
2016-05-04,2317
2016-05-05,2351
2016-05-06,2351
2016-05-07,2359
2016-05-08,2359
2016-05-09,2334
2016-05-10,2336
2016-05-11,2336
2016-05-12,2353
2016-05-13,2390
2016-05-14,2390
2016-05-15,2360
2016-05-16,2360
2016-05-17,2394
2016-05-18,2325
2016-05-19,2325
2016-05-22,2308
2016-05-23,2305
2016-05-24,2310
2016-05-25,2310
2016-05-26,2309
2016-05-27,2288
2016-05-28,2288
2016-05-29,2316
2016-05-30,2316
2016-05-31,2318
2016-06-01,2363
2016-06-02,2363
2016-06-03,2410
2016-06-04,2322
2016-06-05,2322
2016-06-06,2305
2016-06-07,2305
2016-06-08,2284
2016-06-09,2313
2016-06-10,2329
2016-06-11,2329
2016-06-12,2314
2016-06-13,2314
2016-06-14,2300
2016-06-15,2300
2016-06-16,2280
2016-06-17,2304
