date_obj,Saradomin%20plateskirt price
2015-10-18,39273
2015-10-19,39273
2015-10-20,39273
2015-10-22,38816
2015-10-23,38816
2015-10-24,39009
2015-10-25,39009
2015-10-26,38955
2015-10-27,38955
2015-10-29,39010
2015-10-30,39010
2015-10-31,39010
2015-11-01,39675
2015-11-02,39675
2015-11-03,39675
2015-11-04,40666
2015-11-05,40666
2015-11-06,40666
2015-11-07,41031
2015-11-08,41031
2015-11-09,41031
2015-11-10,41031
2015-11-11,40895
2015-11-12,40895
2015-11-13,40895
2015-11-14,40895
2015-11-15,40690
2015-11-16,40690
2015-11-17,40690
2015-11-18,40690
2015-11-19,40892
2015-11-20,40892
2015-11-21,40892
2015-11-22,40404
2015-11-23,40404
2015-11-24,40404
2015-11-25,41397
2015-11-26,41397
2015-11-27,41397
2015-11-28,41368
2015-11-29,41368
2015-11-30,41771
2015-12-01,41771
2015-12-02,41771
2015-12-03,41910
2015-12-04,41910
2015-12-05,41910
2015-12-06,42024
2015-12-07,42024
2015-12-08,42024
2015-12-09,42052
2015-12-10,42052
2015-12-11,42052
2015-12-12,41545
2015-12-13,41545
2015-12-14,41545
2015-12-15,41214
2015-12-16,41214
2015-12-17,41214
2015-12-18,40875
2015-12-19,40875
2015-12-20,40875
2015-12-21,40660
2015-12-22,40660
2015-12-23,41289
2015-12-24,41289
2015-12-25,41289
2015-12-26,41008
2015-12-27,41008
2015-12-28,41008
2015-12-29,41189
2015-12-30,41189
2015-12-31,41189
2016-01-01,40600
2016-01-02,40600
2016-01-03,41364
2016-01-04,41364
2016-01-05,42336
2016-01-06,42336
2016-01-07,42336
2016-01-08,41709
2016-01-09,41709
2016-01-10,41709
2016-01-11,42400
2016-01-12,42400
2016-01-13,42400
2016-01-14,42028
2016-01-15,42028
2016-01-16,42028
2016-01-17,41773
2016-01-18,41773
2016-01-19,41773
2016-01-20,41870
2016-01-21,41870
2016-01-22,42986
2016-01-23,42986
2016-01-24,42986
2016-01-25,42406
2016-01-26,42406
2016-01-27,42352
2016-01-28,42352
2016-01-29,42384
2016-01-30,42384
2016-01-31,42384
2016-02-01,42188
2016-02-02,42188
2016-02-03,41736
2016-02-04,41736
2016-02-05,41736
2016-02-06,41343
2016-02-07,41343
2016-02-08,41343
2016-02-09,40716
2016-02-10,40716
2016-02-11,41807
2016-02-12,41807
2016-02-13,42896
2016-02-14,42896
2016-02-15,42896
2016-02-16,42343
2016-02-17,42343
2016-02-18,42343
2016-02-19,41764
2016-02-20,41764
2016-02-21,41023
2016-02-22,41023
2016-02-23,41023
2016-02-24,42417
2016-02-25,42417
2016-02-26,42417
2016-02-27,42884
2016-02-28,42884
2016-02-29,42884
2016-03-01,42449
2016-03-02,42449
2016-03-03,42449
2016-03-04,41346
2016-03-05,41346
2016-03-06,40929
2016-03-07,40929
2016-03-08,40929
2016-03-09,41341
2016-03-10,41341
2016-03-11,41341
2016-03-12,40859
2016-03-13,40859
2016-03-14,40859
2016-03-15,40507
2016-03-16,40507
2016-03-17,40507
2016-03-18,41109
2016-03-19,41109
2016-03-20,40771
2016-03-21,40771
2016-03-22,40771
2016-03-23,40506
2016-03-24,40506
2016-03-25,41021
2016-03-26,41021
2016-03-27,41021
2016-03-28,41209
2016-03-29,41209
2016-03-30,41209
2016-03-31,40947
2016-04-01,40947
2016-04-02,40947
2016-04-03,39849
2016-04-04,39849
2016-04-05,39849
2016-04-06,40093
2016-04-07,40093
2016-04-08,40093
2016-04-09,40904
2016-04-10,40904
2016-04-11,40904
2016-04-12,42420
2016-04-13,42420
2016-04-14,42420
2016-04-15,42560
2016-04-16,42560
2016-04-17,42560
2016-04-18,43713
2016-04-19,43713
2016-04-20,43713
2016-04-21,45419
2016-04-22,45419
2016-04-23,45419
2016-04-24,45974
2016-04-25,45974
2016-04-26,45974
2016-04-27,46107
2016-04-28,46107
2016-04-29,46107
2016-04-30,46614
2016-05-01,46614
2016-05-02,46614
2016-05-03,46395
2016-05-04,46395
2016-05-05,46395
2016-05-06,46573
2016-05-07,46573
2016-05-08,46573
2016-05-09,45984
2016-05-10,45984
2016-05-11,45984
2016-05-12,45957
2016-05-13,45957
2016-05-14,44889
2016-05-15,44889
2016-05-16,44889
2016-05-17,43638
2016-05-18,43638
2016-05-19,42867
2016-05-22,42194
2016-05-23,42194
2016-05-24,40597
2016-05-25,40597
2016-05-26,40597
2016-05-27,40269
2016-05-28,40269
2016-05-29,41143
2016-05-30,41143
2016-05-31,41143
2016-06-01,41538
2016-06-02,41538
2016-06-03,41538
2016-06-04,42737
2016-06-05,42737
2016-06-06,42737
2016-06-07,42055
2016-06-08,42055
2016-06-09,42646
2016-06-10,42646
2016-06-11,42646
2016-06-12,41986
2016-06-13,41986
2016-06-14,42350
2016-06-15,42350
2016-06-16,42350
2016-06-17,41654
2016-06-18,41654
2016-06-19,41654
2016-06-20,41140
2016-06-21,41140
2016-06-22,40561
2016-06-23,40561
2016-06-24,40561
2016-06-25,40025
2016-06-26,40025
2016-06-27,40025
2016-06-28,39637
2016-06-29,39637
2016-06-30,40483
2016-07-01,40483
2016-07-02,40483
2016-07-03,39534
2016-07-04,39534
2016-07-05,39534
2016-07-06,40001
2016-07-07,40001
2016-07-08,40001
2016-07-09,40326
2016-07-10,40326
2016-07-11,40999
2016-07-12,40999
2016-07-13,40999
2016-07-14,41760
2016-07-15,41760
2016-07-16,41760
2016-07-17,40956
2016-07-18,40956
2016-07-23,40876
2016-07-24,40876
2016-07-25,40876
2016-07-26,40602
2016-07-27,40602
2016-07-28,40602
2016-07-29,40662
2016-07-30,40662
2016-07-31,40662
2016-08-01,40662
2016-08-02,41811
2016-08-03,41811
2016-08-04,41811
2016-08-05,41811
2016-08-06,41283
2016-08-07,41283
2016-08-08,41283
2016-08-09,42422
2016-08-10,42422
2016-08-11,42422
2016-08-12,42422
2016-08-13,41961
2016-08-14,41961
2016-08-15,41961
2016-08-16,42762
2016-08-17,42762
2016-08-18,42762
2016-08-19,42762
2016-08-20,41881
2016-08-21,41881
2016-08-22,41881
2016-08-23,41133
2016-08-24,41133
2016-08-25,41133
2016-08-26,41133
2016-08-28,39563
2016-08-31,39977
2016-09-01,39860
2016-09-02,39860
2016-09-03,39860
2016-09-04,40269
2016-09-05,40269
2016-09-06,40269
2016-09-07,40269
2016-09-08,40581
2016-09-09,40581
2016-09-10,40581
2016-09-11,39958
2016-09-12,39958
2016-09-13,39958
2016-09-14,40108
2016-09-15,40108
2016-09-16,40108
2016-09-17,40490
2016-09-18,40490
2016-09-19,40490
2016-09-20,40713
2016-09-21,40713
2016-09-22,40713
2016-09-23,41372
2016-09-24,41372
2016-09-25,41372
2016-09-26,41372
2016-09-27,40396
2016-09-28,40396
2016-09-29,40396
2016-09-30,40410
2016-10-01,40410
2016-10-02,40410
2016-10-03,41361
2016-10-04,41361
2016-10-05,41361
2016-10-06,42220
2016-10-07,42220
2016-10-08,42220
2016-10-09,41427
2016-10-11,41427
2016-10-12,40730
2016-10-13,40730
2016-10-14,40730
2016-10-15,40390
2016-10-16,40390
2016-10-17,40390
2016-10-18,41753
2016-10-19,41753
2016-10-20,41753
2016-10-21,41483
2016-10-22,41483
2016-10-23,41483
2016-10-24,40618
2016-10-25,40618
2016-10-26,40618
2016-10-27,40921
2016-10-28,40921
2016-10-29,40921
2016-10-30,40772
2016-10-31,40772
2016-11-01,40772
2016-11-02,41383
2016-11-03,41383
2016-11-04,41383
2016-11-05,41383
2016-11-06,41511
2016-11-07,41511
2016-11-08,41511
2016-11-09,41423
2016-11-10,41423
2016-11-11,41423
2016-11-12,40198
2016-11-13,40198
2016-11-14,40198
2016-12-08,41604
2016-12-09,41604
2016-12-10,41604
2016-12-11,41819
2016-12-12,41819
2016-12-13,41819
2016-12-14,40949
2016-12-15,40949
2016-12-16,40949
2016-12-17,40776
2016-12-18,40776
2016-12-19,40776
2016-12-20,40066
2016-12-21,40066
2016-12-22,40066
2016-12-23,40474
2016-12-24,40474
2016-12-25,40474
2016-12-26,40995
2016-12-27,40995
2016-12-28,40995
2016-12-29,41548
2016-12-30,41548
2016-12-31,41548
2017-01-01,40885
2017-01-02,40885
2017-01-03,40885
2017-01-04,40427
2017-01-05,40427
2017-01-06,40427
2017-01-07,40362
2017-01-08,40362
2017-01-09,40362
2017-01-10,40281
2017-01-11,40281
2017-01-12,40061
2017-01-13,40061
2017-01-14,40061
2017-01-15,40333
2017-01-16,40333
2017-01-17,40130
2017-01-18,40130
2017-01-19,40130
2017-01-20,40035
2017-01-21,40035
2017-01-22,41202
2017-01-27,40608
2017-01-28,40608
2017-01-29,40263
2017-01-30,40263
2017-01-31,40263
2017-02-01,40603
2017-02-02,40603
2017-02-03,40603
2017-02-04,40272
2017-02-05,40272
2017-02-06,40272
2017-02-07,40544
2017-02-08,40544
2017-02-09,40544
2017-02-10,41311
2017-02-11,41311
2017-02-12,41311
2017-02-13,40520
2017-02-14,40520
2017-02-15,40520
2017-02-16,40463
2017-02-18,40463
2017-02-19,40977
2017-02-20,40977
2017-02-21,40977
2017-02-22,40977
2017-02-23,41057
2017-02-24,41057
2017-02-25,41057
2017-02-26,42147
2017-02-27,42147
2017-02-28,41643
2017-03-01,41643
2017-03-02,41643
2017-03-03,40522
2017-03-04,40522
2017-03-05,40522
2017-03-06,40576
2017-03-07,40576
2017-03-08,40576
2017-03-09,40738
2017-03-10,40738
2017-03-11,40932
2017-03-12,40932
2017-03-13,40932
2017-03-14,40733
2017-03-15,40733
2017-03-16,40733
2017-03-17,40979
2017-03-18,40979
2017-03-19,41294
2017-03-20,41294
2017-03-21,41307
2017-03-22,41307
2017-03-23,41307
2017-03-24,41401
2017-03-25,41401
2017-03-26,41401
2017-03-27,40782
2017-03-28,40782
2017-03-29,40782
2017-03-30,40640
2017-03-31,40640
2017-04-01,41437
2017-04-02,41437
2017-04-03,41735
2017-04-04,41735
2017-04-12,43077
2017-04-13,43077
2017-04-14,42304
2017-04-15,42304
2017-04-16,41789
2017-04-17,41789
2017-04-18,42071
2017-04-19,42071
2017-04-20,42071
2017-04-21,42167
2017-04-22,42167
2017-04-23,42167
2017-04-24,41015
2017-04-25,41015
2017-04-26,41015
2017-04-27,39843
2017-04-28,39843
2017-04-29,39843
2017-04-30,39444
2017-05-01,39444
2017-05-02,39444
2017-05-03,38891
2017-05-04,38891
2017-05-05,38873
2017-05-06,38873
2017-05-07,38873
2017-05-08,39062
2017-05-09,39062
2017-05-10,39058
2017-05-11,39058
2017-05-12,39058
2017-05-13,39548
2017-05-14,39548
2017-05-15,39548
2017-05-16,40162
2017-05-17,40162
2017-05-18,40162
2017-05-19,39919
2017-05-20,39919
2017-05-21,39919
2017-05-22,39149
2017-05-23,39149
2017-05-24,39149
2017-05-25,38656
2017-05-26,38656
2017-05-27,38656
2017-05-28,38034
2017-05-29,38034
2017-05-30,38034
2017-05-31,38304
2017-06-01,38304
2017-06-02,38304
2017-06-03,38403
2017-06-06,38386
2017-06-07,39146
2017-06-08,39146
2017-06-09,39146
2017-06-10,38088
2017-06-11,38088
2017-06-12,38088
2017-06-13,38012
2017-06-14,38012
2017-06-15,38012
2017-06-16,38020
2017-06-17,38020
2017-06-18,38020
2017-06-19,38393
2017-06-20,38393
2017-06-21,39133
2017-06-22,39133
2017-06-23,39133
2017-06-24,38913
2017-06-25,38913
2017-06-26,38913
2017-06-27,38224
2017-06-28,38224
2017-06-29,38224
2017-06-30,38859
2017-07-01,38859
2017-07-02,38859
2017-07-03,38859
2017-07-04,38950
2017-07-05,38950
2017-07-06,38950
2017-07-07,38950
2017-07-08,39057
2017-07-13,38812
2017-07-14,38526
2017-07-15,38526
2017-07-16,38526
2017-07-17,38285
2017-07-18,38285
2017-07-19,38285
2017-07-20,38749
2017-07-21,38749
2017-07-22,39161
2017-07-23,39161
2017-07-24,39161
2017-07-25,38869
2017-07-26,38869
2017-07-27,39414
2017-07-28,39414
2017-07-29,39414
2017-07-30,39375
2017-07-31,39375
2017-08-01,39375
2017-08-02,38692
2017-08-03,38692
2017-08-04,38692
2017-08-05,38721
2017-08-06,38721
2017-08-09,38433
2017-08-10,38433
2017-08-11,38433
2017-08-12,38464
2017-08-13,38464
2017-08-14,38464
2017-08-15,38573
2017-08-17,38573
2017-08-18,38957
2017-08-19,38957
2017-08-20,38957
2017-08-21,38862
2017-08-22,38862
2017-08-23,38862
2017-08-24,39447
2017-08-25,39447
2017-08-26,39447
2017-08-27,38951
2017-08-28,38951
2017-08-29,38951
2017-08-30,38876
2017-08-31,38876
2017-09-01,38876
2017-09-02,38522
2017-09-03,38522
2017-09-04,38522
2017-09-05,38546
2017-09-06,38546
2017-09-07,38546
2017-09-08,38462
2017-09-09,38462
2017-09-10,38788
2017-09-11,38788
2017-09-12,38788
2017-09-13,38929
2017-09-14,38929
2017-09-15,38929
2017-09-16,39176
2017-09-17,39176
2017-09-19,39011
2017-09-20,39011
2017-09-21,39892
2017-09-22,39892
2017-09-23,39892
2017-09-24,40550
2017-09-25,40550
2017-09-26,40550
2017-09-27,41208
2017-09-28,41208
2017-09-29,39627
2017-09-30,39627
2017-10-01,39627
2017-10-02,40254
2017-10-03,40254
2017-10-04,40254
2017-10-05,41367
2017-10-06,41367
2017-10-07,41367
2017-10-08,41989
2017-10-09,41989
2017-10-10,41989
2017-10-11,41208
2017-10-12,41208
2017-10-13,41208
2017-10-14,41974
2017-10-15,41974
2017-10-16,41974
2017-10-17,41974
2017-10-18,43903
2017-10-19,43903
2017-10-20,43903
2017-10-21,43903
2017-10-22,46096
2017-10-23,46096
2017-10-24,46096
2017-10-25,47589
2017-10-26,47589
2017-10-27,47589
2017-10-28,47589
2017-10-29,47032
2017-10-30,47032
2017-10-31,47032
2017-11-01,47032
2017-11-02,46384
2017-11-03,46384
2017-11-04,46384
2017-11-05,44499
2017-11-06,44499
2017-11-07,44499
2017-11-08,44499
2017-11-09,43085
2017-11-10,43085
2017-11-11,43085
2017-11-12,41428
2017-11-13,41428
2017-11-14,41428
2017-11-15,40129
2017-11-16,40129
2017-11-17,39790
2017-11-18,39790
2017-11-19,39790
2017-11-20,39020
2017-11-21,39020
2017-11-22,39020
2017-11-23,39058
2017-11-24,39058
2017-11-25,39058
2017-11-26,39614
2017-11-27,39614
2017-11-28,39614
2017-11-29,39479
2017-11-30,39479
2017-12-01,39479
2017-12-02,38985
2017-12-03,38985
2017-12-04,38985
2017-12-05,39089
2017-12-06,39089
2017-12-07,39089
2017-12-08,39596
2017-12-09,39596
2017-12-10,39846
2017-12-11,39846
2017-12-12,39846
2017-12-13,39393
2017-12-14,39393
2017-12-15,39393
2017-12-16,39321
2017-12-17,39321
2017-12-18,39321
2017-12-19,39361
2017-12-20,39361
2017-12-21,39361
2017-12-22,39053
2017-12-23,39053
2017-12-24,39053
2017-12-25,39202
2017-12-26,39202
2017-12-27,39172
2017-12-28,39172
2017-12-29,39172
2017-12-30,39306
2017-12-31,39306
2018-01-01,39306
2018-01-02,38961
2018-01-03,38961
2018-01-04,38961
2018-01-05,39428
2018-01-06,39428
2018-01-07,38407
2018-01-08,38407
2018-01-09,38699
2018-01-10,38699
2018-01-11,38699
2018-01-12,38499
2018-01-13,38499
2018-01-14,38499
2018-01-15,38361
2018-01-16,38361
2018-01-17,38538
2018-01-18,38538
2018-01-19,38538
2018-01-20,38718
2018-01-21,38718
2018-01-22,38582
2018-01-23,38582
2018-01-24,38860
2018-01-25,38860
2018-01-26,39898
2018-01-27,39898
2018-01-28,40162
2018-01-29,40436
2018-01-30,39638
2018-02-01,39186
2018-02-02,39186
2018-02-03,38718
2018-02-04,38695
2018-02-05,38695
2018-02-06,38573
2018-02-07,38348
2018-02-08,38348
2018-02-09,38445
2018-02-10,38445
2018-02-11,38205
2018-02-12,38205
2018-02-13,38847
2018-02-14,38847
2018-02-15,38461
2018-02-16,38461
2018-02-17,38568
2018-02-18,38470
2018-02-19,39338
2018-02-20,39338
2018-02-21,39572
2018-02-22,39572
2018-02-23,39968
2018-02-24,39968
2018-02-25,38786
2018-02-26,38786
2018-02-27,39060
2018-02-28,39060
2018-03-01,38869
2018-03-02,38175
2018-03-03,38136
2018-03-04,38136
2018-03-05,37823
2018-03-06,37823
2018-03-07,38343
2018-03-08,38343
2018-03-09,38829
2018-03-10,38829
2018-03-11,39373
2018-03-12,38969
2018-03-13,38969
2018-03-14,38728
2018-03-15,38728
2018-03-16,38820
2018-03-17,38835
2018-03-18,38835
2018-03-19,38742
2018-03-20,38502
2018-03-21,38502
2018-03-23,38320
2018-03-24,38199
2018-03-26,37897
2018-03-27,37935
2018-03-28,37935
2018-03-29,37878
2018-03-30,37878
2018-03-31,38129
2018-04-01,38129
2018-04-02,38324
2018-04-03,38883
2018-04-04,38883
2018-04-05,38566
2018-04-06,39088
2018-04-08,38467
2018-04-09,40304
2018-04-10,40304
2018-04-11,41660
2018-04-12,41660
2018-04-13,41098
2018-04-14,41098
2018-04-15,40132
2018-04-16,40132
2018-04-17,40063
2018-04-18,40063
2018-04-19,39101
2018-04-20,39101
2018-04-21,38593
2018-04-22,38593
2018-04-23,39223
2018-04-24,39223
2018-04-25,38868
2018-04-26,38868
2018-04-27,38239
2018-04-28,38239
2018-04-29,38742
2018-04-30,38742
2018-05-01,38740
2018-05-02,38740
2018-05-03,38833
2018-05-04,38833
2018-05-05,38875
2018-05-06,38875
2018-05-07,39751
2018-05-08,39751
2018-05-09,38644
2018-05-10,38916
2018-05-11,38916
2018-05-12,38347
2018-05-13,38347
2018-05-14,38208
2018-05-15,38208
2018-05-16,38371
2018-05-17,38371
2018-05-18,38741
2018-05-19,39787
2018-05-20,39787
2018-05-21,40066
2018-05-22,40066
2018-05-23,38897
2018-05-24,38897
2018-05-25,38738
2018-05-26,38951
2018-05-27,38951
2018-05-28,38166
2018-05-29,38166
2018-05-30,38802
2018-05-31,38802
2018-06-01,38710
2018-06-02,38923
2018-06-03,38923
2018-06-04,38667
2018-06-05,38795
2018-06-06,38708
2018-06-07,38708
2018-06-08,38698
2018-06-09,38698
2018-06-10,38815
2018-06-11,38815
2018-06-12,38862
2018-06-13,39522
2018-06-14,39522
2018-06-15,40187
2018-06-16,40187
2018-06-17,41437
2018-06-18,41437
2018-06-19,40651
2018-06-20,40651
2018-06-21,39576
2018-06-22,39576
2018-06-23,38878
2018-06-24,38878
2018-06-25,39031
2018-06-26,39031
2018-06-27,39160
2018-06-28,39160
2018-06-29,39466
2018-06-30,39466
2018-07-01,39144
2018-07-02,39144
2018-07-03,38974
2018-07-04,38974
2018-07-05,38900
2018-07-06,39021
2018-07-07,39021
2018-07-08,39837
2018-07-09,39837
2018-07-10,39222
2018-07-11,39222
2018-07-12,39222
2018-07-13,39020
2018-07-14,39712
2018-07-15,39712
2018-07-16,39149
2018-07-17,38686
2018-07-18,38686
2018-07-19,38825
2018-07-20,38825
2018-07-21,38167
2018-07-22,38167
2018-07-23,38753
2018-07-24,38753
2018-07-25,40478
2018-07-26,40478
2018-07-27,38869
2018-07-28,38869
2018-07-29,38160
2018-07-30,38160
2018-07-31,38002
2018-08-01,38002
2018-08-02,38157
2018-08-03,38157
2018-08-04,38885
2018-08-05,38885
2018-08-06,38643
2018-08-07,38643
2018-08-08,38611
2018-08-09,38611
2018-08-10,38082
2018-08-11,38082
2018-08-12,38365
2018-08-14,38277
2018-08-16,38276
2018-08-17,38223
2018-08-18,38223
2018-08-19,38878
2018-08-20,40686
2018-08-21,40686
2018-08-22,40459
2018-08-23,40459
2018-08-24,41908
2018-08-25,40054
2018-08-26,40054
2018-08-27,39838
2018-08-28,39838
2018-08-29,39191
2018-08-30,39191
2018-08-31,40598
2018-09-01,41621
2018-09-02,41621
2018-09-03,43097
2018-09-04,43097
2018-09-05,44101
2018-09-06,44101
2018-09-07,43575
2018-09-08,43575
2018-09-09,43477
2018-09-10,43477
2018-09-11,41798
2018-09-12,41798
2018-09-13,40334
2018-09-14,40334
2018-09-15,39180
2018-09-16,39180
2018-09-17,38188
2018-09-18,38188
2018-09-19,38008
2018-09-20,38008
2018-09-21,38329
2018-09-22,39278
2018-09-23,39278
2018-09-24,39224
2018-09-25,39224
2018-09-26,38503
2018-09-27,38503
2018-09-28,38888
2018-09-29,38888
2018-09-30,38650
2018-10-02,38290
2018-10-03,38545
2018-10-04,38545
2018-10-05,38751
2018-10-06,39184
2018-10-07,39184
2018-10-08,40235
2018-10-09,40235
2018-10-10,40444
2018-10-11,40444
2018-10-12,41163
2018-10-13,40940
2018-10-14,40940
2018-10-15,40188
2018-10-16,40188
2018-10-17,39849
2018-10-18,39849
2018-10-19,40364
2018-10-20,40364
2018-10-21,40686
2018-10-22,40237
2018-10-23,40237
2018-10-24,39958
2018-10-25,39958
2018-10-26,39954
2018-10-27,39954
2018-10-28,40044
2018-10-29,40044
2018-10-30,39820
2018-10-31,40226
2018-11-01,39969
2018-11-03,40420
2018-11-04,38756
2018-11-05,40114
2018-11-06,41963
2018-11-07,41963
2018-11-08,43121
2018-11-09,45241
2018-11-10,47177
2018-11-11,49403
2018-11-12,49043
2018-11-13,48540
2018-11-14,48540
2018-11-15,47621
2018-11-16,47037
2018-11-17,47037
2018-11-18,46230
2018-11-19,46230
2018-11-20,45556
2018-11-21,44497
2018-11-22,42908
2018-11-23,41682
2018-11-24,40448
2018-11-25,40625
2018-11-26,40625
2018-11-27,41739
2018-11-28,41390
2018-11-29,40932
2018-12-01,40111
2018-12-02,39801
2018-12-03,39801
2018-12-04,40123
2018-12-05,40005
2018-12-07,40153
2018-12-09,40433
2018-12-11,39184
2018-12-12,38992
2018-12-13,38920
2018-12-14,39219
2018-12-15,39689
2018-12-16,40036
2018-12-17,40036
2018-12-18,39279
2018-12-19,39279
2018-12-20,39505
2018-12-21,39069
2018-12-22,39069
2018-12-23,39213
2018-12-24,38606
2018-12-25,38606
2018-12-26,38754
2018-12-27,38785
2018-12-28,38785
2018-12-29,39405
2018-12-30,39405
2018-12-31,39275
2019-01-01,39222
2019-01-02,39064
2019-01-03,38768
2019-01-04,38994
2019-01-05,38898
2019-01-06,39419
2019-01-08,39479
2019-01-10,38613
2019-01-11,38522
2019-01-12,38611
2019-01-13,38474
2019-01-14,38585
2019-01-15,38654
2019-01-16,39260
2019-01-17,38984
2019-01-18,38292
2019-01-19,38730
2019-01-20,38546
2019-01-21,38546
2019-01-22,39067
2019-01-23,39984
2019-01-24,39984
2019-01-25,39819
2019-01-26,38883
2019-01-27,38408
2019-01-28,38631
2019-01-29,39270
2019-01-30,39103
2019-01-31,39103
2019-02-01,39628
2019-02-02,39628
2019-02-03,39784
2019-02-04,39784
2019-02-05,39018
2019-02-06,39018
2019-02-07,38899
2019-02-08,38617
2019-02-09,38617
2019-02-10,38659
2019-02-11,38659
2019-02-12,38122
2019-02-13,38707
2019-02-14,38707
2019-02-15,38762
2019-02-16,38762
2019-02-17,38589
2019-02-18,38591
2019-02-19,38591
2019-02-20,38624
2019-02-21,38673
2019-02-22,38673
2019-02-23,38597
2019-02-24,39523
2019-02-25,38933
2019-02-26,38933
2019-02-27,39095
2019-02-28,39095
2019-03-01,39131
2019-03-02,38687
2019-03-03,38753
2019-03-04,38902
2019-03-05,38775
2019-03-06,38449
2019-03-07,38486
2019-03-08,38486
2019-03-09,38550
2019-03-10,38614
2019-03-11,38614
2019-03-12,38978
2019-03-13,38978
2019-03-14,38794
2019-03-15,38794
2019-03-16,38927
2019-03-17,39522
2019-03-18,39522
2019-03-19,38522
2019-03-20,38318
2019-03-21,38860
2019-03-22,38860
2019-03-23,38936
2019-03-24,38029
2019-03-25,38029
2019-03-26,38269
2019-03-27,38269
2019-03-28,38487
2019-03-29,39509
2019-03-30,39509
2019-03-31,41282
2019-04-01,42130
2019-04-02,42130
2019-04-03,42998
2019-04-04,44255
2019-04-05,44255
