date_obj,Grimy%20cadantine price
2015-07-29,2021
2015-07-30,2001
2015-07-31,2057
2015-08-01,2055
2015-08-02,1994
2015-08-03,1949
2015-08-04,2014
2015-08-05,2049
2015-08-06,2083
2015-08-07,2141
2015-08-08,2134
2015-08-09,2118
2015-08-10,2023
2015-08-11,1986
2015-08-12,2029
2015-08-13,2030
2015-08-14,2041
2015-08-15,2034
2015-08-16,2052
2015-08-17,2073
2015-08-18,2105
2015-08-19,2145
2015-08-20,2045
2015-08-21,2094
2015-08-22,2140
2015-08-23,2155
2015-08-24,2234
2015-08-25,2272
2015-08-26,2313
2015-08-27,2337
2015-08-28,2388
2015-08-29,2420
2015-08-30,2442
2015-08-31,2494
2015-09-01,2573
2015-09-02,2621
2015-09-03,2696
2015-09-04,2718
2015-09-05,2827
2015-09-06,2747
2015-09-07,2761
2015-09-08,2785
2015-09-09,2807
2015-09-10,2736
2015-09-11,2641
2015-09-12,2534
2015-09-13,2538
2015-09-14,2561
2015-09-15,2484
2015-09-16,2482
2015-09-17,2436
2015-09-18,2482
2015-09-19,2472
2015-09-20,2414
2015-09-21,2325
2015-09-22,2303
2015-09-23,2353
2015-09-24,2333
2015-09-25,2291
2015-09-27,2382
2015-09-28,2373
2015-09-29,2335
2015-09-30,2385
2015-10-05,2449
2015-10-06,2494
2015-10-07,2574
2015-10-08,2680
2015-10-09,2642
2015-10-10,2591
2015-10-11,2657
2015-10-12,2678
2015-10-13,2680
2015-10-14,2660
2015-10-15,2622
2015-10-16,2579
2015-10-17,2599
2015-10-18,2633
2015-10-19,2674
2015-10-20,2743
2015-10-22,2885
2015-10-23,2805
2015-10-24,2670
2015-10-25,2573
2015-10-26,2596
2015-10-27,2578
2015-10-29,2712
2015-10-30,2755
2015-10-31,2638
2015-11-01,2564
2015-11-02,2556
2015-11-03,2600
2015-11-04,2624
2015-11-05,2598
2015-11-06,2649
2015-11-07,2601
2015-11-08,2622
2015-11-09,2644
2015-11-10,2688
2015-11-11,2789
2015-11-12,2754
2015-11-13,2694
2015-11-14,2703
2015-11-15,2602
2015-11-16,2624
2015-11-17,2643
2015-11-18,2641
2015-11-19,2660
2015-11-20,2675
2015-11-21,2613
2015-11-22,2691
2015-11-23,2783
2015-11-24,2796
2015-11-25,2778
2015-11-26,2847
2015-11-27,2798
2015-11-28,2692
2015-11-29,2734
2015-11-30,2720
2015-12-01,2790
2015-12-02,2796
2015-12-03,2817
2015-12-04,2694
2015-12-05,2634
2015-12-06,2566
2015-12-07,2635
2015-12-08,2654
2015-12-09,2699
2015-12-10,2750
2015-12-11,2658
2015-12-12,2708
2015-12-13,2740
2015-12-14,2651
2015-12-15,2621
2015-12-16,2624
2015-12-17,2686
2015-12-18,2685
2015-12-19,2660
2015-12-20,2603
2015-12-21,2641
2015-12-22,2664
2015-12-23,2667
2015-12-24,2635
2015-12-25,2678
2015-12-26,2719
2015-12-27,2669
2015-12-28,2744
2015-12-29,2782
2015-12-30,2839
2015-12-31,2892
2016-01-01,2840
2016-01-02,2844
2016-01-03,2723
2016-01-04,2625
2016-01-05,2694
2016-01-06,2709
2016-01-07,2745
2016-01-08,2724
2016-01-09,2735
2016-01-10,2646
2016-01-11,2622
2016-01-12,2708
2016-01-13,2802
2016-01-14,2895
2016-01-15,2874
2016-01-16,2864
2016-01-17,2876
2016-01-18,2864
2016-01-19,2903
2016-01-20,2928
2016-01-21,2901
2016-01-22,2904
2016-01-23,2941
2016-01-24,2998
2016-01-25,3018
2016-01-26,3085
2016-01-27,3005
2016-01-28,2979
2016-01-29,2930
2016-01-30,2869
2016-01-31,2904
2016-02-01,2948
2016-02-02,3025
2016-02-03,3066
2016-02-04,3062
2016-02-05,2940
2016-02-06,2820
2016-02-07,2815
2016-02-08,2922
2016-02-09,3058
2016-02-10,3077
2016-02-11,3093
2016-02-12,3142
2016-02-13,3055
2016-02-14,3026
2016-02-15,3060
2016-02-16,3122
2016-02-17,3198
2016-02-18,3135
2016-02-19,3143
2016-02-20,3132
2016-02-21,3032
2016-02-22,3023
2016-02-23,2999
2016-02-24,3041
2016-02-25,2990
2016-02-26,2992
2016-02-27,2943
2016-02-28,2884
2016-02-29,2786
2016-03-01,2747
2016-03-02,2769
2016-03-03,2840
2016-03-04,2840
2016-03-05,2756
2016-03-06,2791
2016-03-07,2743
2016-03-08,2707
2016-03-09,2734
2016-03-10,2681
2016-03-11,2611
2016-03-12,2528
2016-03-13,2555
2016-03-14,2562
2016-03-15,2610
2016-03-16,2630
2016-03-17,2694
2016-03-18,2706
2016-03-19,2705
2016-03-20,2604
2016-03-21,2515
2016-03-22,2541
2016-03-23,2574
2016-03-24,2629
2016-03-25,2678
2016-03-26,2662
2016-03-27,2596
2016-03-28,2508
2016-03-29,2486
2016-03-30,2485
2016-03-31,2473
2016-04-01,2494
2016-04-02,2403
2016-04-03,2308
2016-04-04,2348
2016-04-05,2423
2016-04-06,2413
2016-04-07,2419
2016-04-08,2412
2016-04-09,2302
2016-04-10,2238
2016-04-11,2229
2016-04-12,2256
2016-04-13,2261
2016-04-14,2268
2016-04-15,2292
2016-04-16,2250
2016-04-17,2238
2016-04-18,2218
2016-04-19,2250
2016-04-20,2280
2016-04-21,2222
2016-04-22,2190
2016-04-23,2158
2016-04-24,2144
2016-04-25,2088
2016-04-26,2091
2016-04-27,2063
2016-04-28,2074
2016-04-29,2106
2016-04-30,2141
2016-05-01,2184
2016-05-02,2181
2016-05-03,2146
2016-05-04,2112
2016-05-05,2117
2016-05-06,2028
2016-05-07,1980
2016-05-08,1947
2016-05-09,1925
2016-05-10,1909
2016-05-11,1907
2016-05-12,1956
2016-05-13,2002
2016-05-14,1951
2016-05-15,1878
2016-05-16,1895
2016-05-17,1950
2016-05-18,1939
2016-05-19,1927
2016-05-22,1852
2016-05-23,1829
2016-05-24,1816
2016-05-25,1790
2016-05-26,1791
2016-05-27,1771
2016-05-28,1781
2016-05-29,1763
2016-05-30,1735
2016-05-31,1740
2016-06-01,1811
2016-06-02,1828
2016-06-03,1816
2016-06-04,1756
2016-06-05,1733
2016-06-06,1779
2016-06-07,1810
2016-06-08,1824
2016-06-09,1786
2016-06-10,1804
2016-06-11,1797
2016-06-12,1776
2016-06-13,1778
2016-06-14,1805
2016-06-15,1801
2016-06-16,1812
2016-06-17,1819
2016-06-18,1789
2016-06-19,1795
2016-06-20,1802
2016-06-21,1805
2016-06-22,1802
2016-06-23,1813
2016-06-24,1837
2016-06-25,1830
2016-06-26,1813
2016-06-27,1840
2016-06-28,1846
2016-06-29,1867
2016-06-30,1866
2016-07-01,1833
2016-07-02,1821
2016-07-03,1834
2016-07-04,1807
2016-07-05,1800
2016-07-06,1800
2016-07-07,1794
2016-07-08,1788
2016-07-09,1778
2016-07-10,1781
2016-07-11,1766
2016-07-12,1756
2016-07-13,1754
2016-07-14,1722
2016-07-15,1715
2016-07-16,1711
2016-07-17,1692
2016-07-18,1666
2016-07-23,1727
2016-07-24,1756
2016-07-25,1769
2016-07-26,1765
2016-07-27,1764
2016-07-28,1803
2016-07-29,1833
2016-07-30,1872
2016-07-31,1864
2016-08-01,1858
2016-08-02,1805
2016-08-03,1834
2016-08-04,1889
2016-08-05,1955
2016-08-06,1903
2016-08-07,1842
2016-08-08,1872
2016-08-09,1845
2016-08-10,1821
2016-08-11,1816
2016-08-12,1817
2016-08-13,1795
2016-08-14,1761
2016-08-15,1717
2016-08-16,1686
2016-08-17,1730
2016-08-18,1746
2016-08-19,1709
2016-08-20,1682
2016-08-21,1609
2016-08-22,1595
2016-08-23,1612
2016-08-24,1612
2016-08-25,1616
2016-08-26,1578
2016-08-28,1465
2016-08-31,1373
2016-09-01,1385
2016-09-02,1413
2016-09-03,1406
2016-09-04,1449
2016-09-05,1465
2016-09-06,1493
2016-09-07,1505
2016-09-08,1528
2016-09-09,1552
2016-09-10,1536
2016-09-11,1513
2016-09-12,1525
2016-09-13,1512
2016-09-14,1515
2016-09-15,1513
2016-09-16,1522
2016-09-17,1509
2016-09-18,1521
2016-09-19,1575
2016-09-20,1654
2016-09-21,1642
2016-09-22,1649
2016-09-23,1665
2016-09-24,1675
2016-09-25,1691
2016-09-26,1688
2016-09-27,1681
2016-09-28,1714
2016-09-29,1666
2016-09-30,1692
2016-10-01,1715
2016-10-02,1746
2016-10-03,1748
2016-10-04,1813
2016-10-05,1901
2016-10-06,1913
2016-10-07,1915
2016-10-08,1840
2016-10-09,1841
2016-10-10,1828
2016-10-11,1841
2016-10-12,1813
2016-10-13,1850
2016-10-14,1887
2016-10-15,1844
2016-10-16,1926
2016-10-17,2011
2016-10-18,2100
2016-10-19,2120
2016-10-20,2131
2016-10-21,2101
2016-10-22,2168
2016-10-23,2183
2016-10-24,2193
2016-10-25,2286
2016-10-26,2303
2016-10-27,2268
2016-10-28,2282
2016-10-29,2296
2016-10-30,2331
2016-10-31,2314
2016-11-01,2367
2016-11-02,2399
2016-11-03,2364
2016-11-04,2350
2016-11-05,2233
2016-11-06,2311
2016-11-07,2410
2016-11-08,2458
2016-11-09,2473
2016-11-10,2527
2016-11-11,2574
2016-11-12,2558
2016-11-13,2613
2016-11-14,2607
2016-11-15,2590
2016-12-07,3152
2016-12-08,3276
2016-12-09,3439
2016-12-10,3333
2016-12-11,3199
2016-12-12,3266
2016-12-13,3368
2016-12-14,3333
2016-12-15,3189
2016-12-16,3130
2016-12-17,3061
2016-12-18,3053
2016-12-19,3104
2016-12-20,3236
2016-12-21,3257
2016-12-22,3253
2016-12-23,3294
2016-12-24,3280
2016-12-25,3308
2016-12-26,3246
2016-12-27,3222
2016-12-28,3115
2016-12-29,3026
2016-12-30,2986
2016-12-31,2974
2017-01-01,2891
2017-01-02,2784
2017-01-03,2833
2017-01-04,2973
2017-01-05,3117
2017-01-06,3273
2017-01-07,3437
2017-01-08,3608
2017-01-09,3556
2017-01-10,3728
2017-01-11,3622
2017-01-12,3447
2017-01-13,3274
2017-01-14,3113
2017-01-15,2957
2017-01-16,2810
2017-01-17,2669
2017-01-18,2539
2017-01-19,2491
2017-01-20,2514
2017-01-21,2423
2017-01-22,2301
2017-01-23,2185
2017-01-27,2067
2017-01-28,2073
2017-01-29,2095
2017-01-30,2033
2017-01-31,1958
2017-02-01,1884
2017-02-02,1966
2017-02-03,2055
2017-02-04,2110
2017-02-05,2007
2017-02-06,1974
2017-02-07,2037
2017-02-08,2035
2017-02-09,1999
2017-02-10,2019
2017-02-11,2035
2017-02-12,1986
2017-02-13,1950
2017-02-14,1905
2017-02-15,1904
2017-02-16,1891
2017-02-18,1868
2017-02-19,1796
2017-02-20,1713
2017-02-21,1654
2017-02-22,1624
2017-02-23,1680
2017-02-24,1641
2017-02-25,1656
2017-02-26,1634
2017-02-27,1696
2017-02-28,1759
2017-03-01,1760
2017-03-02,1810
2017-03-03,1765
2017-03-04,1826
2017-03-05,1817
2017-03-06,1849
2017-03-07,1846
2017-03-08,1821
2017-03-09,1779
2017-03-10,1820
2017-03-11,1757
2017-03-12,1670
2017-03-13,1689
2017-03-14,1671
2017-03-15,1732
2017-03-16,1796
2017-03-17,1750
2017-03-18,1673
2017-03-19,1649
2017-03-20,1621
2017-03-21,1541
2017-03-22,1496
2017-03-23,1513
2017-03-24,1512
2017-03-25,1483
2017-03-26,1452
2017-03-27,1422
2017-03-28,1413
2017-03-29,1439
2017-03-30,1460
2017-03-31,1447
2017-04-01,1394
2017-04-02,1454
2017-04-03,1444
2017-04-04,1490
2017-04-12,1372
2017-04-13,1358
2017-04-14,1335
2017-04-15,1297
2017-04-16,1313
2017-04-17,1322
2017-04-18,1298
2017-04-19,1292
2017-04-20,1269
2017-04-21,1227
2017-04-22,1208
2017-04-23,1253
2017-04-24,1228
2017-04-25,1168
2017-04-26,1142
2017-04-27,1178
2017-04-28,1237
2017-04-29,1282
2017-04-30,1239
2017-05-01,1244
2017-05-02,1270
2017-05-03,1310
2017-05-04,1308
2017-05-05,1257
2017-05-06,1244
2017-05-07,1242
2017-05-08,1289
2017-05-09,1301
2017-05-10,1299
2017-05-11,1353
2017-05-12,1338
2017-05-13,1302
2017-05-14,1336
2017-05-15,1342
2017-05-16,1389
2017-05-17,1366
2017-05-18,1381
2017-05-19,1414
2017-05-20,1408
2017-05-21,1447
2017-05-22,1504
2017-05-23,1536
2017-05-24,1527
2017-05-25,1455
2017-05-26,1517
2017-05-27,1590
2017-05-28,1534
2017-05-29,1466
2017-05-30,1510
2017-05-31,1570
2017-06-01,1515
2017-06-02,1505
2017-06-03,1573
2017-06-04,1574
2017-06-05,1527
2017-06-06,1538
2017-06-07,1613
2017-06-08,1646
2017-06-09,1607
2017-06-10,1674
2017-06-11,1611
2017-06-12,1559
2017-06-13,1531
2017-06-14,1607
2017-06-15,1688
2017-06-16,1690
2017-06-17,1615
2017-06-18,1561
2017-06-19,1576
2017-06-20,1630
2017-06-21,1630
2017-06-22,1643
2017-06-23,1709
2017-06-24,1742
2017-06-25,1683
2017-06-26,1632
2017-06-27,1696
2017-06-28,1698
2017-06-29,1698
2017-06-30,1702
2017-07-01,1706
2017-07-02,1724
2017-07-03,1742
2017-07-04,1659
2017-07-05,1607
2017-07-06,1607
2017-07-07,1627
2017-07-08,1628
2017-07-13,1536
2017-07-14,1535
2017-07-15,1513
2017-07-16,1509
2017-07-17,1541
2017-07-18,1592
2017-07-19,1614
2017-07-20,1606
2017-07-21,1647
2017-07-22,1631
2017-07-23,1606
2017-07-24,1601
2017-07-25,1630
2017-07-26,1657
2017-07-27,1676
2017-07-28,1626
2017-07-29,1621
2017-07-30,1594
2017-07-31,1577
2017-08-01,1527
2017-08-02,1561
2017-08-03,1533
2017-08-04,1511
2017-08-05,1543
2017-08-06,1527
2017-08-09,1570
2017-08-10,1574
2017-08-11,1564
2017-08-12,1580
2017-08-13,1585
2017-08-14,1599
2017-08-15,1558
2017-08-16,1536
2017-08-17,1493
2017-08-18,1509
2017-08-19,1507
2017-08-20,1489
2017-08-21,1510
2017-08-22,1559
2017-08-23,1606
2017-08-24,1588
2017-08-25,1573
2017-08-26,1554
2017-08-27,1560
2017-08-28,1513
2017-08-29,1518
2017-08-30,1555
2017-08-31,1625
2017-09-01,1678
2017-09-02,1624
2017-09-03,1618
2017-09-04,1646
2017-09-05,1585
2017-09-06,1517
2017-09-07,1529
2017-09-08,1524
2017-09-09,1549
2017-09-10,1565
2017-09-11,1523
2017-09-12,1541
2017-09-13,1565
2017-09-14,1621
2017-09-15,1653
2017-09-16,1635
2017-09-17,1596
2017-09-18,1553
2017-09-19,1548
2017-09-20,1539
2017-09-21,1552
2017-09-22,1580
2017-09-23,1611
2017-09-24,1584
2017-09-25,1573
2017-09-26,1612
2017-09-27,1670
2017-09-28,1701
2017-09-29,1661
2017-09-30,1625
2017-10-01,1630
2017-10-02,1656
2017-10-03,1607
2017-10-04,1636
2017-10-05,1648
2017-10-06,1635
2017-10-07,1636
2017-10-08,1617
2017-10-09,1585
2017-10-10,1583
2017-10-11,1612
2017-10-12,1573
2017-10-13,1536
2017-10-14,1487
2017-10-15,1516
2017-10-16,1512
2017-10-17,1496
2017-10-18,1520
2017-10-19,1580
2017-10-20,1609
2017-10-21,1634
2017-10-22,1638
2017-10-23,1599
2017-10-24,1567
2017-10-25,1579
2017-10-26,1632
2017-10-27,1629
2017-10-28,1565
2017-10-29,1533
2017-10-30,1496
2017-10-31,1517
2017-11-01,1539
2017-11-02,1563
2017-11-03,1593
2017-11-04,1578
2017-11-05,1623
2017-11-06,1645
2017-11-07,1676
2017-11-08,1746
2017-11-09,1777
2017-11-10,1779
2017-11-11,1764
2017-11-12,1729
2017-11-13,1747
2017-11-14,1777
2017-11-15,1756
2017-11-16,1831
2017-11-17,1825
2017-11-18,1827
2017-11-19,1874
2017-11-20,1923
2017-11-21,1951
2017-11-22,1992
2017-11-23,1957
2017-11-24,1909
2017-11-25,1867
2017-11-26,1833
2017-11-27,1875
2017-11-28,1913
2017-11-29,1924
2017-11-30,1926
2017-12-01,1906
2017-12-02,1962
2017-12-03,1954
2017-12-04,1961
2017-12-05,1972
2017-12-06,1964
2017-12-07,1981
2017-12-08,1980
2017-12-09,1904
2017-12-10,1809
2017-12-11,1820
2017-12-12,1849
2017-12-13,1846
2017-12-14,1814
2017-12-15,1808
2017-12-16,1784
2017-12-17,1776
2017-12-18,1783
2017-12-19,1719
2017-12-20,1732
2017-12-21,1739
2017-12-22,1743
2017-12-23,1748
2017-12-24,1732
2017-12-25,1757
2017-12-26,1694
2017-12-27,1703
2017-12-28,1705
2017-12-29,1667
2017-12-30,1602
2017-12-31,1536
2018-01-01,1557
2018-01-02,1581
2018-01-03,1614
2018-01-04,1635
2018-01-05,1593
2018-01-06,1567
2018-01-07,1555
2018-01-08,1562
2018-01-09,1599
2018-01-10,1640
2018-01-11,1713
2018-01-12,1695
2018-01-13,1621
2018-01-14,1640
2018-01-15,1686
2018-01-16,1701
2018-01-17,1682
2018-01-18,1702
2018-01-19,1710
2018-01-20,1683
2018-01-21,1662
2018-01-22,1650
2018-01-23,1626
2018-01-25,1741
2018-01-26,1730
2018-01-27,1695
2018-01-28,1649
2018-01-29,1666
2018-01-30,1731
2018-01-31,1748
2018-02-01,1783
2018-02-02,1752
2018-02-03,1691
2018-02-04,1703
2018-02-05,1718
2018-02-06,1713
2018-02-07,1726
2018-02-08,1696
2018-02-09,1670
2018-02-10,1671
2018-02-11,1667
2018-02-12,1677
2018-02-13,1683
2018-02-14,1700
2018-02-15,1743
2018-02-16,1784
2018-02-17,1778
2018-02-18,1762
2018-02-19,1797
2018-02-20,1830
2018-02-21,1821
2018-02-22,1780
2018-02-23,1771
2018-02-24,1748
2018-02-25,1746
2018-02-26,1764
2018-02-27,1776
2018-02-28,1791
2018-03-01,1788
2018-03-02,1767
2018-03-03,1749
2018-03-04,1765
2018-03-05,1792
2018-03-06,1786
2018-03-07,1876
2018-03-08,1913
2018-03-09,1921
2018-03-10,1897
2018-03-11,1878
2018-03-12,1845
2018-03-13,1869
2018-03-14,1891
2018-03-15,1877
2018-03-16,1848
2018-03-17,1857
2018-03-18,1885
2018-03-19,1860
2018-03-20,1934
2018-03-21,2031
2018-03-23,2166
2018-03-24,2103
2018-03-25,2026
2018-03-26,2017
2018-03-27,2097
2018-03-28,2174
2018-03-29,2204
2018-03-30,2146
2018-03-31,2096
2018-04-01,2102
2018-04-02,2091
2018-04-03,2089
2018-04-04,2054
2018-04-05,2007
2018-04-06,1980
2018-04-07,1918
2018-04-08,1939
2018-04-09,1940
2018-04-10,1914
2018-04-11,1928
2018-04-12,1855
2018-04-13,1781
2018-04-14,1815
2018-04-15,1857
2018-04-16,1830
2018-04-17,1799
2018-04-18,1797
2018-04-19,1792
2018-04-20,1766
2018-04-21,1832
2018-04-22,1828
2018-04-23,1838
2018-04-24,1798
2018-04-25,1780
2018-04-26,1799
2018-04-27,1774
2018-04-28,1723
2018-04-29,1723
2018-04-30,1747
2018-05-01,1755
2018-05-03,1764
2018-05-04,1772
2018-05-05,1786
2018-05-06,1792
2018-05-07,1783
2018-05-08,1787
2018-05-09,1789
2018-05-10,1821
2018-05-11,1798
2018-05-12,1773
2018-05-13,1793
2018-05-14,1815
2018-05-15,1805
2018-05-16,1787
2018-05-17,1770
2018-05-18,1777
2018-05-19,1774
2018-05-20,1758
2018-05-21,1729
2018-05-22,1732
2018-05-23,1798
2018-05-24,1808
2018-05-25,1822
2018-05-26,1834
2018-05-27,1847
2018-05-28,1852
2018-05-29,1890
2018-05-30,1856
2018-05-31,1864
2018-06-01,1919
2018-06-02,1908
2018-06-03,1840
2018-06-04,1865
2018-06-05,1932
2018-06-06,1966
2018-06-07,1872
2018-06-08,1782
2018-06-09,1698
2018-06-10,1701
2018-06-11,1616
2018-06-12,1546
2018-06-13,1475
2018-06-14,1416
2018-06-15,1355
2018-06-16,1300
2018-06-17,1278
2018-06-18,1256
2018-06-19,1235
2018-06-20,1244
2018-06-21,1226
2018-06-22,1258
2018-06-23,1269
2018-06-24,1256
2018-06-25,1251
2018-06-26,1253
2018-06-27,1225
2018-06-28,1230
2018-06-29,1219
2018-06-30,1226
2018-07-01,1239
2018-07-02,1243
2018-07-03,1267
2018-07-04,1267
2018-07-05,1257
2018-07-06,1290
2018-07-07,1315
2018-07-08,1326
2018-07-09,1316
2018-07-10,1269
2018-07-11,1257
2018-07-12,1274
2018-07-13,1295
2018-07-14,1314
2018-07-15,1333
2018-07-16,1336
2018-07-17,1369
2018-07-18,1385
2018-07-19,1376
2018-07-20,1373
2018-07-21,1379
2018-07-22,1401
2018-07-23,1414
2018-07-24,1426
2018-07-25,1452
2018-07-26,1405
2018-07-27,1361
2018-07-28,1339
2018-07-29,1361
2018-07-30,1373
2018-07-31,1383
2018-08-01,1374
2018-08-02,1400
2018-08-03,1395
2018-08-04,1370
2018-08-05,1369
2018-08-06,1368
2018-08-07,1382
2018-08-08,1408
2018-08-09,1395
2018-08-10,1398
2018-08-11,1399
2018-08-12,1391
2018-08-14,1416
2018-08-16,1391
2018-08-17,1404
2018-08-18,1395
2018-08-19,1413
2018-08-20,1418
2018-08-21,1397
2018-08-22,1398
2018-08-23,1387
2018-08-24,1386
2018-08-25,1396
2018-08-26,1389
2018-08-27,1386
2018-08-28,1379
2018-08-29,1354
2018-08-30,1359
2018-08-31,1400
2018-09-01,1415
2018-09-02,1379
2018-09-03,1365
2018-09-04,1358
2018-09-05,1379
2018-09-06,1379
2018-09-07,1367
2018-09-08,1366
2018-09-09,1365
2018-09-10,1374
2018-09-11,1366
2018-09-12,1358
2018-09-13,1360
2018-09-14,1364
2018-09-15,1350
2018-09-16,1372
2018-09-17,1365
2018-09-18,1360
2018-09-19,1380
2018-09-20,1388
2018-09-21,1389
2018-09-22,1405
2018-09-23,1439
2018-09-24,1428
2018-09-25,1410
2018-09-26,1412
2018-09-27,1438
2018-09-28,1488
2018-09-29,1530
2018-09-30,1541
2018-10-01,1570
2018-10-02,1635
2018-10-03,1652
2018-10-04,1725
2018-10-05,1740
2018-10-06,1747
2018-10-07,1712
2018-10-08,1694
2018-10-09,1677
2018-10-10,1677
2018-10-11,1656
2018-10-12,1632
2018-10-13,1625
2018-10-14,1615
2018-10-15,1561
2018-10-16,1588
2018-10-17,1607
2018-10-18,1632
2018-10-19,1629
2018-10-20,1640
2018-10-21,1638
2018-10-22,1612
2018-10-23,1613
2018-10-24,1609
2018-10-25,1645
2018-10-26,1640
2018-10-27,1640
2018-10-28,1600
2018-10-29,1570
2018-10-30,1574
2018-10-31,1594
2018-11-01,1603
2018-11-03,1564
2018-11-04,1563
2018-11-05,1579
2018-11-06,1604
2018-11-07,1628
2018-11-08,1620
2018-11-09,1585
2018-11-10,1582
2018-11-11,1582
2018-11-12,1593
2018-11-13,1595
2018-11-14,1615
2018-11-15,1565
2018-11-16,1516
2018-11-17,1476
2018-11-18,1456
2018-11-19,1470
2018-11-20,1474
2018-11-21,1468
2018-11-22,1442
2018-11-23,1454
2018-11-24,1469
2018-11-25,1464
2018-11-26,1468
2018-11-27,1496
2018-11-28,1516
2018-11-29,1536
2018-12-01,1508
2018-12-02,1496
2018-12-03,1515
2018-12-04,1508
2018-12-05,1511
2018-12-07,1483
2018-12-09,1479
2018-12-10,1486
2018-12-11,1475
2018-12-12,1484
2018-12-13,1500
2018-12-14,1496
2018-12-15,1507
2018-12-16,1446
2018-12-17,1409
2018-12-18,1428
2018-12-19,1467
2018-12-20,1475
2018-12-21,1461
2018-12-22,1472
2018-12-23,1483
2018-12-24,1504
2018-12-25,1531
2018-12-26,1530
2018-12-27,1564
2018-12-28,1571
2018-12-29,1586
2018-12-30,1575
2018-12-31,1537
2019-01-01,1512
2019-01-02,1531
2019-01-03,1541
2019-01-04,1551
2019-01-05,1567
2019-01-06,1586
2019-01-08,1609
2019-01-10,1565
2019-01-11,1490
2019-01-12,1417
2019-01-13,1349
2019-01-14,1298
2019-01-15,1318
2019-01-16,1283
2019-01-17,1311
2019-01-18,1365
2019-01-19,1420
2019-01-20,1460
2019-01-21,1514
2019-01-22,1543
2019-01-23,1599
2019-01-24,1651
2019-01-25,1650
2019-01-26,1661
2019-01-27,1645
2019-01-29,1556
2019-01-30,1526
2019-01-31,1488
2019-02-01,1447
2019-02-02,1424
2019-02-03,1395
2019-02-04,1333
2019-02-05,1302
2019-02-06,1315
2019-02-07,1305
2019-02-08,1316
2019-02-09,1317
2019-02-10,1297
2019-02-11,1292
2019-02-12,1320
2019-02-13,1349
2019-02-14,1363
2019-02-15,1316
2019-02-16,1259
2019-02-17,1212
2019-02-18,1186
2019-02-19,1166
2019-02-20,1197
2019-02-21,1212
2019-02-22,1203
2019-02-23,1218
2019-02-24,1246
2019-02-25,1272
2019-02-26,1293
2019-02-27,1292
2019-02-28,1326
2019-03-01,1343
2019-03-02,1337
2019-03-03,1336
2019-03-04,1307
2019-03-05,1300
2019-03-06,1309
2019-03-07,1295
2019-03-08,1259
2019-03-09,1245
2019-03-10,1275
2019-03-11,1303
2019-03-12,1336
2019-03-13,1357
2019-03-14,1378
2019-03-15,1397
2019-03-16,1418
2019-03-17,1417
2019-03-18,1384
2019-03-19,1377
2019-03-20,1344
2019-03-21,1304
2019-03-22,1267
2019-03-23,1221
2019-03-24,1192
2019-03-25,1173
2019-03-26,1194
2019-03-27,1195
2019-03-28,1221
2019-03-29,1247
2019-03-30,1271
2019-03-31,1286
2019-04-01,1300
