date_obj,Dharok's%20armour%20set price
2018-11-17,4044192
2018-11-18,4113444
2018-11-19,4202959
2018-11-20,4324091
2018-11-21,4386146
2018-11-22,4392529
2018-11-23,4390985
2018-11-24,4390618
2018-11-25,4384470
2018-11-26,4379986
2018-11-27,4327531
2018-11-28,4304346
2018-11-29,4284576
2018-12-01,4078906
2018-12-02,4024235
2018-12-03,4020099
2018-12-04,4085068
2018-12-05,4129860
2018-12-07,4063711
2018-12-09,3993426
2018-12-10,3982379
2018-12-11,4098550
2018-12-12,4115562
2018-12-13,3983820
2018-12-14,3884175
2018-12-15,3890004
2018-12-16,3891434
2018-12-17,3891567
2018-12-18,3889984
2018-12-19,3887113
2018-12-20,3877114
2018-12-21,3882829
2018-12-22,3876745
2018-12-23,3877911
2018-12-24,3877477
2018-12-25,3873323
2018-12-26,3879484
2018-12-27,3879580
2018-12-28,3880236
2018-12-29,3997828
2018-12-30,4027547
2018-12-31,3886877
2019-01-01,3888134
2019-01-02,3879623
2019-01-03,3879511
2019-01-04,3880970
2019-01-05,3880827
2019-01-06,3879078
2019-01-08,3881212
2019-01-10,3863028
2019-01-11,3868259
2019-01-12,3873061
2019-01-13,3882454
2019-01-14,3876616
2019-01-15,3874263
2019-01-16,3865252
2019-01-17,3799807
2019-01-18,3759458
2019-01-19,3698750
2019-01-20,3596546
2019-01-21,3569054
2019-01-22,3573436
2019-01-23,3570444
2019-01-24,3574305
2019-01-25,3574463
2019-01-26,3574895
2019-01-27,3647830
2019-01-28,3669424
2019-01-29,3716550
2019-01-30,3770875
2019-01-31,3774192
2019-02-01,3774291
2019-02-02,3775101
2019-02-03,3770366
2019-02-04,3772716
2019-02-05,3773914
2019-02-06,3773592
2019-02-07,3774539
2019-02-08,3773259
2019-02-09,3773657
2019-02-10,3774018
2019-02-11,3775629
2019-02-12,3771528
2019-02-13,3772761
2019-02-14,3773751
2019-02-15,3775546
2019-02-16,3778247
2019-02-17,3776407
2019-02-18,3776299
2019-02-19,3774933
2019-02-20,3772969
2019-02-21,3769627
2019-02-22,3887785
2019-02-23,3806729
2019-02-24,3782021
2019-02-25,3865587
2019-02-26,3874297
2019-02-27,3873607
2019-02-28,3881971
2019-03-01,3872714
2019-03-02,3874608
2019-03-03,3876294
2019-03-04,3839530
2019-03-05,3817623
2019-03-06,3822249
2019-03-07,3822999
2019-03-08,3822066
2019-03-09,3741462
2019-03-10,3705911
2019-03-11,3718107
2019-03-12,3722809
2019-03-13,3722097
2019-03-14,3720926
2019-03-15,3720484
2019-03-16,3723488
2019-03-17,3616195
2019-03-18,3585153
2019-03-19,3585948
2019-03-20,3590167
2019-03-21,3588662
2019-03-22,3590737
2019-03-23,3593717
2019-03-24,3594676
2019-03-25,3594794
2019-03-26,3580723
2019-03-27,3591983
2019-03-28,3578865
2019-03-29,3690324
2019-03-30,3701882
2019-03-31,3695899
2019-04-01,3691671
2019-04-02,3621795
2019-04-03,3589163
2019-04-04,3590112
2019-04-05,3591641
2019-04-06,3589125
2019-04-07,3492212
2019-04-08,3454116
2019-04-09,3460241
2019-04-10,3470429
2019-04-11,3440335
2019-04-12,3409906
2019-04-13,3356159
2019-04-14,3332264
2019-04-15,3314617
2019-04-16,3286366
2019-04-17,3238391
2019-04-18,3103543
2019-04-19,3085598
2019-04-20,3045089
2019-04-21,3027031
2019-04-22,3026599
2019-04-23,3065723
2019-04-24,3096635
2019-04-25,3145590
2019-04-26,3160891
2019-04-27,3215362
2019-04-28,3297557
2019-04-29,3422044
2019-04-30,3519353
2019-05-01,3451593
2019-05-02,3400806
2019-05-03,3382137
2019-05-04,3350971
2019-05-05,3322242
2019-05-06,3327233
2019-05-07,3302983
2019-05-08,3276658
2019-05-09,3272013
2019-05-10,3243622
2019-05-11,3217219
2019-05-12,3199883
2019-05-13,3219530
2019-05-14,3205086
2019-05-15,3279860
2019-05-16,3332584
2019-05-17,3320187
2019-05-18,3377657
2019-05-19,3395858
2019-05-20,3437701
2019-05-21,3428213
2019-05-22,3412151
2019-05-23,3420282
2019-05-24,3408479
2019-05-25,3393823
2019-05-26,3384804
2019-05-27,3379523
2019-05-28,3365127
2019-05-29,3402808
2019-05-30,3516490
2019-05-31,3570065
2019-06-01,3626621
2019-06-02,3670111
2019-06-03,3625213
2019-06-04,3660701
2019-06-05,3690711
2019-06-06,3710849
2019-06-07,3814194
2019-06-08,3866351
2019-06-09,3842288
2019-06-10,3808360
2019-06-11,3686283
2019-06-12,3555964
2019-06-13,3447907
2019-06-14,3360380
2019-06-15,3340190
2019-06-16,3328314
2019-06-17,3332252
2019-06-18,3341185
2019-06-19,3360591
2019-06-20,3407285
2019-06-21,3439486
2019-06-22,3416761
2019-06-23,3388684
2019-06-24,3379279
2019-06-25,3349854
2019-06-26,3308639
2019-06-27,3334456
2019-06-28,3418246
2019-06-29,3422210
2019-06-30,3475351
2019-07-01,3537359
2019-07-02,3506339
2019-07-03,3456531
2019-07-04,3430546
2019-07-05,3434061
2019-07-06,3469509
2019-07-07,3439125
2019-07-08,3439009
2019-07-09,3456962
2019-07-10,3427807
2019-07-11,3414738
2019-07-12,3412488
2019-07-13,3394399
2019-07-14,3366375
2019-07-15,3348956
2019-07-16,3332566
2019-07-17,3324315
2019-07-18,3361764
2019-07-19,3379697
2019-07-20,3443310
2019-07-21,3432535
2019-07-22,3375633
2019-07-23,3349474
2019-07-24,3285437
2019-07-25,3162701
2019-07-26,3110779
2019-07-27,3073053
2019-07-28,3068659
2019-07-29,3041133
2019-07-30,3092962
2019-07-31,3187490
2019-08-01,3218567
2019-08-02,3244771
2019-08-03,3267095
2019-08-04,3299260
2019-08-05,3343504
2019-08-06,3318139
2019-08-07,3290671
2019-08-08,3265237
2019-08-09,3254681
2019-08-10,3244114
2019-08-11,3254846
2019-08-12,3251208
2019-08-13,3261124
2019-08-14,3255499
2019-08-15,3272466
2019-08-16,3325786
2019-08-17,3386950
2019-08-18,3389987
2019-08-19,3394265
2019-08-20,3380611
2019-08-21,3360239
2019-08-22,3297243
2019-08-23,3219716
2019-08-24,3228062
2019-08-24,3228062
2019-08-25,3221277
2019-08-25,3221277
2019-08-26,3228217
2019-08-27,3273376
2019-08-27,3273376
2019-08-28,3206997
2019-08-29,3203775
2019-08-30,3226561
2019-08-31,3234218
2019-09-01,3205578
2019-09-02,3213325
2019-09-03,3225517
2019-09-04,3277908
2019-09-05,3278807
2019-09-06,3289216
2019-09-07,3404090
2019-09-08,3494554
2019-09-09,3423923
2019-09-10,3354642
2019-09-11,3302855
2019-09-12,3233151
2019-09-13,3217024
2019-09-14,3174145
2019-09-15,3174229
2019-09-16,3182842
2019-09-17,3168374
2019-09-18,3161091
2019-09-19,3139307
2019-09-20,3134360
2019-09-21,3120322
2019-09-22,3100354
2019-09-23,3089718
2019-09-24,3085401
2019-09-25,3080641
2019-09-26,3060002
2019-09-27,3052887
2019-09-28,3113861
2019-09-29,3124972
2019-09-30,3114659
2019-10-01,3118449
2019-10-02,3159156
2019-10-03,3145104
2019-10-04,3144449
2019-10-05,3154230
2019-10-06,3164090
2019-10-07,3138233
2019-10-08,3130675
2019-10-09,3111307
2019-10-10,3110512
2019-10-11,3149704
2019-10-12,3152460
2019-10-13,3129254
2019-10-14,3108137
2019-10-15,3112035
2019-10-16,3083342
2019-10-17,2961834
2019-10-18,2888131
2019-10-19,2868775
2019-10-20,2845558
2019-10-21,2830764
2019-10-22,2817902
2019-10-23,2852715
2019-10-24,2836286
2019-10-25,2909439
2019-10-26,2922608
2019-10-27,2977942
2019-10-28,2987980
2019-10-29,3005369
2019-10-30,2993202
2019-10-31,2970919
2019-11-01,3024170
2019-11-02,3026157
2019-11-03,3094084
2019-11-04,3054507
2019-11-05,3020447
2019-11-06,3011913
2019-11-07,3074600
2019-11-08,3077966
2019-11-09,3130453
2019-11-10,3170756
2019-11-11,3225030
2019-11-12,3204884
2019-11-13,3210211
2019-11-14,3192470
2019-11-15,3162682
2019-11-16,3132392
2019-11-17,3128599
2019-11-18,3109098
2019-11-19,3097625
2019-11-20,3093791
2019-11-21,3042337
2019-11-22,3053901
2019-11-23,3068778
2019-11-24,3025168
2019-11-25,3023024
2019-11-26,3058337
2019-11-27,3114567
2019-11-28,3214806
2019-11-29,3198361
2019-11-30,3179703
2019-12-01,3138922
2019-12-02,3102573
2019-12-03,3074536
2019-12-04,3049550
2019-12-05,3030487
2019-12-06,3029709
2019-12-07,3002967
2019-12-08,3039575
2019-12-09,3031667
2019-12-10,3044842
2019-12-11,3027623
2019-12-12,3025819
2019-12-13,3063892
2019-12-14,3061854
2019-12-15,3041455
2019-12-16,3026898
2019-12-17,3030879
2019-12-18,3062364
2019-12-19,3088845
2019-12-20,3071656
2019-12-21,3105178
2019-12-22,3183522
2019-12-23,3090154
2019-12-24,3097491
2019-12-25,3087527
2019-12-26,3079248
2019-12-27,3065414
2019-12-28,3065912
2019-12-29,3079560
2019-12-30,3050262
2019-12-31,3034236
2020-01-01,3024869
2020-01-02,3039785
2020-01-03,3038367
2020-01-04,3051462
2020-01-05,3055441
2020-01-06,3029777
2020-01-07,3025213
2020-01-08,3031469
2020-01-09,3044178
2020-01-10,3044378
2020-01-11,3055535
2020-01-12,3048538
2020-01-13,3060202
2020-01-14,3052826
2020-01-15,3046039
2020-01-16,3055769
2020-01-17,3052596
2020-01-18,3033604
2020-01-19,3037481
2020-01-20,3042836
2020-01-21,3039750
2020-01-22,3040535
2020-01-23,3061237
2020-01-24,3038973
2020-01-25,3019416
2020-01-26,2998983
2020-01-27,2963300
2020-01-28,2963569
2020-01-29,2946151
2020-01-30,2933423
2020-01-31,2912572
2020-02-01,2904173
2020-02-02,2965275
2020-02-03,2959246
2020-02-04,2942570
2020-02-05,2944000
2020-02-06,2899551
2020-02-07,2855015
2020-02-08,2880521
2020-02-09,2870563
2020-02-10,2874436
2020-02-11,2883830
2020-02-12,2871888
2020-02-13,2868994
2020-02-14,2822539
2020-02-15,2802505
2020-02-16,2784823
2020-02-17,2786729
2020-02-18,2818099
2020-02-19,2799200
2020-02-20,2787901
2020-02-21,2785645
2020-02-22,2801061
2020-02-23,2797678
2020-02-24,2860078
2020-02-25,2824160
2020-02-26,2833180
2020-02-27,2835541
2020-02-28,2890926
2020-02-29,2940680
2020-03-01,2986110
2020-03-02,2975299
2020-03-03,3010033
2020-03-04,2993901
2020-03-05,2984835
2020-03-06,2974505
2020-03-07,2954706
2020-03-08,2939959
2020-03-09,2941085
2020-03-10,2910962
2020-03-11,2892321
2020-03-12,2888954
2020-03-13,2895362
2020-03-14,2895324
2020-03-15,2897075
2020-03-16,2894701
2020-03-17,2914613
2020-03-18,2933897
2020-03-19,2995880
2020-03-20,3134956
2020-03-21,3075190
2020-03-22,3118941
2020-03-23,3131601
2020-03-24,3163622
2020-03-25,3200451
2020-03-26,3178653
2020-03-27,3158601
2020-03-28,3153787
2020-03-29,3122984
2020-03-30,3080988
2020-03-31,3022676
2020-04-01,2980250
2020-04-02,2985334
2020-04-03,2980155
2020-04-04,2982332
2020-04-05,3009405
2020-04-06,3012169
2020-04-07,2981550
2020-04-08,2991656
2020-04-09,2991431
2020-04-10,2969479
2020-04-11,2949192
2020-04-12,3019114
2020-04-13,3013527
2020-04-14,2978798
2020-04-15,2985850
2020-04-16,3012858
2020-04-17,2947021
2020-04-18,2935874
2020-04-19,2926382
2020-04-20,2923053
2020-04-21,2906331
2020-04-22,2946690
2020-04-23,3093371
2020-04-24,3193912
2020-04-25,3153845
2020-04-26,3141282
2020-04-27,3112053
2020-04-28,3039960
2020-04-29,3026244
2020-04-30,3022681
2020-05-01,3000188
2020-05-02,2994679
2020-05-03,2965044
2020-05-04,2932377
2020-05-05,2882650
2020-05-06,2870044
2020-05-07,2903411
2020-05-08,2901720
2020-05-09,2901867
2020-05-10,2949732
2020-05-11,2916777
2020-05-12,2905873
2020-05-13,2882337
