date_obj,Dark%20bow price
2015-11-14,1126671
2015-11-15,1108548
2015-11-16,1099326
2015-11-17,1088948
2015-11-18,1101059
2015-11-19,1111363
2015-11-20,1144078
2015-11-21,1169184
2015-11-22,1198489
2015-11-23,1204914
2015-11-24,1207438
2015-11-25,1210182
2015-11-26,1229071
2015-11-27,1231667
2015-11-28,1247869
2015-11-29,1246630
2015-11-30,1243410
2015-12-01,1237646
2015-12-02,1219570
2015-12-03,1214215
2015-12-04,1208598
2015-12-05,1192104
2015-12-06,1182798
2015-12-07,1180353
2015-12-08,1196816
2015-12-09,1189196
2015-12-10,1190117
2015-12-11,1227152
2015-12-12,1215084
2015-12-13,1225366
2015-12-14,1219161
2015-12-15,1208654
2015-12-16,1207875
2015-12-17,1258166
2015-12-18,1314475
2015-12-19,1320742
2015-12-20,1368951
2015-12-21,1373803
2015-12-22,1372197
2015-12-23,1358327
2015-12-24,1358179
2015-12-25,1365085
2015-12-26,1417892
2015-12-27,1478265
2015-12-28,1535223
2015-12-29,1546337
2015-12-30,1620741
2015-12-31,1685454
2016-01-01,1743219
2016-01-02,1819667
2016-01-03,1797136
2016-01-04,1767596
2016-01-05,1731072
2016-01-06,1670716
2016-01-07,1587180
2016-01-08,1518013
2016-01-09,1519885
2016-01-10,1518348
2016-01-11,1497864
2016-01-12,1490008
2016-01-13,1494816
2016-01-14,1473178
2016-01-15,1501763
2016-01-16,1505613
2016-01-17,1495941
2016-01-18,1482357
2016-01-19,1468751
2016-01-20,1447244
2016-01-21,1412052
2016-01-22,1385638
2016-01-23,1354411
2016-01-24,1323456
2016-01-25,1296865
2016-01-26,1284430
2016-01-27,1260543
2016-01-28,1245566
2016-01-29,1229784
2016-01-30,1224934
2016-01-31,1264983
2016-02-01,1290518
2016-02-02,1275247
2016-02-03,1271554
2016-02-04,1263304
2016-02-05,1257363
2016-02-06,1243053
2016-02-07,1227035
2016-02-08,1208918
2016-02-09,1190511
2016-02-10,1164992
2016-02-11,1142511
2016-02-12,1130702
2016-02-13,1136759
2016-02-14,1142936
2016-02-15,1132034
2016-02-16,1127681
2016-02-17,1154331
2016-02-18,1141191
2016-02-19,1156365
2016-02-20,1160064
2016-02-21,1191433
2016-02-22,1209297
2016-02-23,1205395
2016-02-24,1202467
2016-02-25,1190842
2016-02-26,1230869
2016-02-27,1222805
2016-02-28,1198242
2016-03-01,1174452
2016-03-02,1180549
2016-03-03,1182133
2016-03-04,1187170
2016-03-05,1208274
2016-03-06,1239449
2016-03-07,1280712
2016-03-08,1278380
2016-03-09,1281733
2016-03-10,1277148
2016-03-11,1275748
2016-03-12,1274423
2016-03-13,1268782
2016-03-14,1258023
2016-03-15,1218620
2016-03-16,1171908
2016-03-17,1118348
2016-03-18,1098945
2016-03-19,1093594
2016-03-20,1109569
2016-03-21,1141430
2016-03-22,1141998
2016-03-23,1145429
2016-03-24,1143772
2016-03-25,1147621
2016-03-26,1143079
2016-03-27,1141273
2016-03-28,1131541
2016-03-29,1118937
2016-03-30,1087246
2016-03-31,1084063
2016-04-01,1069725
2016-04-02,1066423
2016-04-03,1057472
2016-04-04,1057631
2016-04-05,1061180
2016-04-06,1067348
2016-04-07,1079127
2016-04-08,1101299
2016-04-09,1083598
2016-04-10,1084251
2016-04-11,1078428
2016-04-12,1095708
2016-04-13,1096755
2016-04-14,1101738
2016-04-15,1106217
2016-04-16,1114927
2016-04-17,1112584
2016-04-18,1131281
2016-04-19,1130007
2016-04-20,1121195
2016-04-21,1122638
2016-04-22,1153488
2016-04-23,1127413
2016-04-24,1111903
2016-04-25,1100634
2016-04-26,1098827
2016-04-27,1113286
2016-04-28,1108922
2016-04-29,1118730
2016-04-30,1126750
2016-05-01,1121225
2016-05-02,1116952
2016-05-03,1109941
2016-05-04,1095908
2016-05-05,1066013
2016-05-06,1020481
2016-05-07,1027335
2016-05-08,1032360
2016-05-09,1051126
2016-05-10,1023450
2016-05-11,1007870
2016-05-12,998055
2016-05-13,989456
2016-05-14,962399
2016-05-15,948441
2016-05-16,940172
2016-05-17,924915
2016-05-18,917619
2016-05-19,927895
2016-05-22,927875
2016-05-23,948098
2016-05-24,970056
2016-05-25,976531
2016-05-26,988584
2016-05-27,987460
2016-05-28,977599
2016-05-29,957292
2016-05-30,924593
2016-05-31,917915
2016-06-01,908498
2016-06-02,893469
2016-06-03,873845
2016-06-04,889132
2016-06-05,889308
2016-06-06,895775
2016-06-07,881783
2016-06-08,873270
2016-06-09,873954
2016-06-10,860463
2016-06-11,846835
2016-06-12,832246
2016-06-13,804513
2016-06-14,787156
2016-06-15,773548
2016-06-16,752410
2016-06-17,741289
2016-06-18,730538
2016-06-19,716428
2016-06-20,700281
2016-06-21,692192
2016-06-22,721660
2016-06-23,756184
2016-06-24,791600
2016-06-25,799858
2016-06-26,793722
2016-06-27,812381
2016-06-28,816408
2016-06-29,826293
2016-06-30,817446
2016-07-01,813357
2016-07-02,818144
2016-07-03,808888
2016-07-04,795560
2016-07-05,790266
2016-07-06,774006
2016-07-07,769372
2016-07-08,737525
2016-07-09,729823
2016-07-10,729291
2016-07-11,741310
2016-07-12,736428
2016-07-13,733411
2016-07-14,736102
2016-07-15,734843
2016-07-16,735426
2016-07-17,731090
2016-07-18,723973
2016-07-23,728090
2016-07-24,725537
2016-07-25,741964
2016-07-26,748320
2016-07-27,742386
2016-07-28,736076
2016-07-29,737631
2016-07-30,742625
2016-07-31,735037
2016-08-01,736422
2016-08-02,735575
2016-08-03,730987
2016-08-04,718254
2016-08-05,708510
2016-08-06,688209
2016-08-07,702684
2016-08-08,717180
2016-08-09,709694
2016-08-10,710776
2016-08-11,692558
2016-08-12,688145
2016-08-13,686487
2016-08-14,686204
2016-08-15,696909
2016-08-16,699907
2016-08-17,717671
2016-08-18,719742
2016-08-19,722759
2016-08-20,716536
2016-08-21,687459
2016-08-22,674986
2016-08-23,654802
2016-08-24,653982
2016-08-25,654685
2016-08-26,663290
2016-08-28,668303
2016-08-31,656073
2016-09-01,666681
2016-09-02,690358
2016-09-03,688751
2016-09-04,677030
2016-09-05,679509
2016-09-06,690563
2016-09-07,710203
2016-09-08,684154
2016-09-09,682828
2016-09-10,675247
2016-09-11,670240
2016-09-12,666867
2016-09-13,662623
2016-09-14,661878
2016-09-15,668980
2016-09-16,695196
2016-09-17,728027
2016-09-18,754721
2016-09-19,743565
2016-09-20,731823
2016-09-21,718161
2016-09-22,710135
2016-09-23,706695
2016-09-24,700271
2016-09-25,701402
2016-09-26,706057
2016-09-27,709738
2016-09-28,685623
2016-09-29,670693
2016-09-30,675736
2016-10-01,700451
2016-10-02,726154
2016-10-03,738841
2016-10-04,733090
2016-10-05,720347
2016-10-06,728604
2016-10-07,730305
2016-10-08,733457
2016-10-09,736130
2016-10-10,735672
2016-10-11,731449
2016-10-12,728748
2016-10-13,726868
2016-10-14,728195
2016-10-15,733859
2016-10-16,728978
2016-10-17,738318
2016-10-18,740232
2016-10-19,735085
2016-10-20,748828
2016-10-21,767613
2016-10-22,778362
2016-10-23,811482
2016-10-24,789115
2016-10-25,772864
2016-10-26,762073
2016-10-27,751383
2016-10-28,743467
2016-10-29,738694
2016-10-30,730557
2016-10-31,728206
2016-11-01,748666
2016-11-02,765932
2016-11-03,772321
2016-11-04,794620
2016-11-05,813849
2016-11-06,799570
2016-11-07,789109
2016-11-08,774481
2016-11-09,771219
2016-11-10,768309
2016-11-11,759040
2016-11-12,757500
2016-11-13,740848
2016-11-14,734605
2016-11-15,720998
2016-12-07,745675
2016-12-08,733270
2016-12-09,715465
2016-12-10,723540
2016-12-11,714825
2016-12-12,708799
2016-12-13,712270
2016-12-14,712997
2016-12-15,713996
2016-12-16,718572
2016-12-17,731706
2016-12-18,731255
2016-12-19,731263
2016-12-20,730813
2016-12-21,733268
2016-12-22,740508
2016-12-23,767705
2016-12-24,763976
2016-12-25,782052
2016-12-26,793852
2016-12-27,785839
2016-12-28,787032
2016-12-29,787744
2016-12-30,817807
2016-12-31,831408
2017-01-01,837009
2017-01-02,857862
2017-01-03,844495
2017-01-04,837972
2017-01-05,796080
2017-01-06,756712
2017-01-07,754908
2017-01-08,750469
2017-01-09,763057
2017-01-10,784174
2017-01-11,810332
2017-01-12,847091
2017-01-13,889436
2017-01-14,933908
2017-01-15,976395
2017-01-16,1024798
2017-01-17,1054218
2017-01-18,1022099
2017-01-19,988932
2017-01-20,958085
2017-01-21,954910
2017-01-22,936635
2017-01-23,918145
2017-01-27,837253
2017-01-28,835617
2017-01-29,859771
2017-01-30,882739
2017-01-31,889882
2017-02-01,887821
2017-02-02,881009
2017-02-03,883179
2017-02-04,877553
2017-02-05,873885
2017-02-06,868694
2017-02-07,861685
2017-02-08,836214
2017-02-09,819616
2017-02-10,813332
2017-02-11,835936
2017-02-12,854717
2017-02-13,881064
2017-02-14,894492
2017-02-15,885429
2017-02-16,874048
2017-02-18,897451
2017-02-19,910978
2017-02-20,912367
2017-02-21,907740
2017-02-22,898797
2017-02-23,876419
2017-02-24,871960
2017-02-25,880919
2017-02-26,885545
2017-02-27,879994
2017-02-28,876621
2017-03-01,870758
2017-03-02,867347
2017-03-03,867289
2017-03-04,874437
2017-03-05,897210
2017-03-06,889437
2017-03-07,886439
2017-03-08,880962
2017-03-09,874265
2017-03-10,873735
2017-03-11,878148
2017-03-12,878178
2017-03-13,879072
2017-03-14,871581
2017-03-15,869297
2017-03-16,866398
2017-03-17,861264
2017-03-18,857628
2017-03-19,850070
2017-03-20,837890
2017-03-21,825072
2017-03-22,815416
2017-03-23,806181
2017-03-24,815479
2017-03-25,833165
2017-03-26,830585
2017-03-27,825171
2017-03-28,819518
2017-03-29,809861
2017-03-30,797886
2017-03-31,804841
2017-04-01,801893
2017-04-02,798590
2017-04-03,806239
2017-04-04,809819
2017-04-12,810699
2017-04-13,807164
2017-04-14,803003
2017-04-15,811517
2017-04-16,834807
2017-04-17,851885
2017-04-18,868327
2017-04-19,864993
2017-04-20,890285
2017-04-21,917735
2017-04-22,919028
2017-04-23,922193
2017-04-24,929489
2017-04-25,906771
2017-04-26,899504
2017-04-27,886726
2017-04-28,877889
2017-04-29,883301
2017-04-30,894550
2017-05-01,885900
2017-05-02,885000
2017-05-03,884833
2017-05-04,872250
2017-05-05,865701
2017-05-06,859881
2017-05-07,857089
2017-05-08,845332
2017-05-09,825833
2017-05-10,818716
2017-05-11,812935
2017-05-12,802688
2017-05-13,791941
2017-05-14,791076
2017-05-15,786800
2017-05-16,792115
2017-05-17,797974
2017-05-18,809894
2017-05-19,811337
2017-05-20,824552
2017-05-21,838256
2017-05-22,833027
2017-05-23,813165
2017-05-24,801982
2017-05-25,761999
2017-05-26,723902
2017-05-27,704631
2017-05-28,687749
2017-05-29,668017
2017-05-30,651001
2017-05-31,644771
2017-06-01,627719
2017-06-02,608261
2017-06-03,611882
2017-06-04,596674
2017-06-05,593911
2017-06-06,584924
2017-06-07,570458
2017-06-08,544513
2017-06-09,528956
2017-06-10,504902
2017-06-11,504509
2017-06-12,500737
2017-06-13,520284
2017-06-14,544283
2017-06-15,571485
2017-06-16,600059
2017-06-17,630059
2017-06-18,661479
2017-06-19,689328
2017-06-20,664738
2017-06-21,633822
2017-06-22,607530
2017-06-23,592759
2017-06-24,571945
2017-06-25,545235
2017-06-26,550223
2017-06-27,561251
2017-06-28,552787
2017-06-29,553326
2017-06-30,563507
2017-07-01,576093
2017-07-02,596262
2017-07-03,618879
2017-07-04,597473
2017-07-05,593950
2017-07-06,607912
2017-07-07,607879
2017-07-08,602351
2017-07-13,576942
2017-07-14,561669
2017-07-15,539788
2017-07-16,522294
2017-07-17,510472
2017-07-18,518354
2017-07-19,520328
2017-07-20,517462
2017-07-21,516362
2017-07-22,507749
2017-07-23,503708
2017-07-24,499094
2017-07-25,497177
2017-07-26,492341
2017-07-27,483971
2017-07-28,482055
2017-07-29,487001
2017-07-30,490673
2017-07-31,486682
2017-08-01,479440
2017-08-02,482747
2017-08-03,501625
2017-08-04,502673
2017-08-05,502840
2017-08-06,489971
2017-08-09,471049
2017-08-10,454255
2017-08-11,451702
2017-08-12,457882
2017-08-13,454519
2017-08-14,447525
2017-08-15,444742
2017-08-16,436926
2017-08-17,432164
2017-08-18,421525
2017-08-19,420309
2017-08-20,406004
2017-08-21,388155
2017-08-22,383684
2017-08-23,379755
2017-08-24,378996
2017-08-25,386506
2017-08-26,399294
2017-08-27,403441
2017-08-28,403494
2017-08-29,390087
2017-08-30,387110
2017-08-31,393556
2017-09-01,404399
2017-09-03,431903
2017-09-04,445403
2017-09-05,446607
2017-09-06,454148
2017-09-07,442882
2017-09-08,439981
2017-09-09,431372
2017-09-10,433614
2017-09-11,444229
2017-09-12,445545
2017-09-13,446606
2017-09-14,443975
2017-09-15,439623
2017-09-16,435538
2017-09-17,431692
2017-09-18,428141
2017-09-19,428474
2017-09-20,427275
2017-09-21,425646
2017-09-22,421266
2017-09-23,416096
2017-09-24,413238
2017-09-25,407590
2017-09-26,402368
2017-09-27,394324
2017-09-28,387154
2017-09-29,393643
2017-09-30,386376
2017-10-01,392762
2017-10-02,397001
2017-10-03,389803
2017-10-04,393158
2017-10-05,404750
2017-10-06,419978
2017-10-07,435065
2017-10-08,449383
2017-10-09,441426
2017-10-10,435002
2017-10-11,428675
2017-10-12,418843
2017-10-13,413508
2017-10-14,407531
2017-10-15,404303
2017-10-16,404065
2017-10-17,405426
2017-10-18,412171
2017-10-19,417423
2017-10-20,422508
2017-10-21,434724
2017-10-22,431531
2017-10-23,423179
2017-10-24,418952
2017-10-25,416528
2017-10-26,409939
2017-10-27,411840
2017-10-28,407899
2017-10-29,410319
2017-10-30,410112
2017-10-31,409081
2017-11-01,405950
2017-11-02,404009
2017-11-03,401819
2017-11-04,402207
2017-11-05,399905
2017-11-06,395468
2017-11-07,392081
2017-11-08,391134
2017-11-09,390723
2017-11-10,397142
2017-11-11,401848
2017-11-12,407532
2017-11-13,408529
2017-11-14,407830
2017-11-15,412956
2017-11-16,410886
2017-11-17,408495
2017-11-18,405242
2017-11-19,408922
2017-11-20,408594
2017-11-21,409623
2017-11-22,411363
2017-11-23,418207
2017-11-24,419387
2017-11-25,415478
2017-11-26,415326
2017-11-27,416454
2017-11-28,429040
2017-11-29,434913
2017-11-30,435808
2017-12-01,456533
2017-12-02,465114
2017-12-03,453768
2017-12-04,441482
2017-12-05,434083
2017-12-06,428802
2017-12-07,422275
2017-12-08,419629
2017-12-09,425153
2017-12-10,416895
2017-12-11,411221
2017-12-12,411225
2017-12-13,408594
2017-12-14,410520
2017-12-15,412898
2017-12-16,416720
2017-12-17,419121
2017-12-18,426962
2017-12-19,436258
2017-12-20,433943
2017-12-21,438616
2017-12-22,433689
2017-12-23,430010
2017-12-24,427581
2017-12-25,429948
2017-12-26,428119
2017-12-27,428647
2017-12-28,429782
2017-12-29,446762
2017-12-30,450481
2017-12-31,453178
2018-01-01,444443
2018-01-02,448408
2018-01-03,453535
2018-01-04,438778
2018-01-05,428741
2018-01-06,412885
2018-01-07,412521
2018-01-08,411631
2018-01-09,403215
2018-01-10,407507
2018-01-11,405555
2018-01-12,408424
2018-01-13,407572
2018-01-14,406160
2018-01-15,402548
2018-01-16,398575
2018-01-17,399257
2018-01-18,402267
2018-01-19,400908
2018-01-20,403452
2018-01-21,410093
2018-01-22,421033
2018-01-23,417878
2018-01-24,423921
2018-01-25,426252
2018-01-26,428147
2018-01-27,422022
2018-01-28,421653
2018-01-29,420859
2018-01-30,416496
2018-01-31,426149
2018-02-01,428445
2018-02-02,420499
2018-02-03,417603
2018-02-04,422722
2018-02-05,425321
2018-02-06,425666
2018-02-07,421013
2018-02-08,423934
2018-02-09,425050
2018-02-10,445827
2018-02-11,465834
2018-02-12,484458
2018-02-13,508673
2018-02-14,533823
2018-02-15,559546
2018-02-16,581795
2018-02-17,607299
2018-02-18,612170
2018-02-19,603071
2018-02-20,597390
2018-02-21,570035
2018-02-22,541533
2018-02-23,514477
2018-02-24,488878
2018-02-25,465920
2018-02-26,445866
2018-02-27,426443
2018-02-28,428912
2018-03-01,434731
2018-03-02,434083
2018-03-03,436967
2018-03-04,439265
2018-03-05,440273
2018-03-06,441277
2018-03-07,435028
2018-03-08,424191
2018-03-09,418630
2018-03-10,417016
2018-03-11,416270
2018-03-12,419178
2018-03-13,418350
2018-03-14,423458
2018-03-15,424914
2018-03-16,421439
2018-03-17,420347
2018-03-18,416637
2018-03-19,414725
2018-03-20,414739
2018-03-21,409367
2018-03-23,415460
2018-03-24,417548
2018-03-25,415811
2018-03-26,418506
2018-03-27,423113
2018-03-28,430322
2018-03-29,431373
2018-03-30,429693
2018-03-31,431180
2018-04-01,428898
2018-04-02,425472
2018-04-03,429295
2018-04-04,431057
2018-04-05,439220
2018-04-06,439838
2018-04-07,443362
2018-04-08,447495
2018-04-09,445230
2018-04-10,442708
2018-04-11,438192
2018-04-12,433360
2018-04-13,432636
2018-04-14,432453
2018-04-15,434025
2018-04-16,438058
2018-04-17,444806
2018-04-18,447926
2018-04-19,460634
2018-04-20,471781
2018-04-21,483765
2018-04-22,490404
2018-04-23,497946
2018-04-24,503437
2018-04-25,509140
2018-04-26,525092
2018-04-27,546419
2018-04-28,536068
2018-04-29,531335
2018-04-30,541697
2018-05-01,537468
2018-05-03,518213
2018-05-04,511129
2018-05-05,505448
2018-05-07,504217
2018-05-08,496723
2018-05-09,487570
2018-05-10,481992
2018-05-11,480333
2018-05-12,474421
2018-05-13,468756
2018-05-14,478309
2018-05-15,496566
2018-05-16,499626
2018-05-17,513406
2018-05-18,524654
2018-05-19,520385
2018-05-20,524829
2018-05-21,521890
2018-05-22,537805
2018-05-23,543842
2018-05-24,551116
2018-05-25,562123
2018-05-26,578412
2018-05-27,579609
2018-05-28,589349
2018-05-29,595173
2018-05-30,584747
2018-05-31,580189
2018-06-01,577805
2018-06-02,563904
2018-06-03,558880
2018-06-04,549848
2018-06-05,542146
2018-06-06,526313
2018-06-07,504194
2018-06-08,485091
2018-06-09,472707
2018-06-10,464328
2018-06-11,454225
2018-06-12,441629
2018-06-13,431777
2018-06-14,427997
2018-06-15,442493
2018-06-16,451674
2018-06-17,451769
2018-06-18,448135
2018-06-19,454439
2018-06-20,460628
2018-06-21,471831
2018-06-22,463969
2018-06-23,460682
2018-06-24,457259
2018-06-25,460363
2018-06-26,464470
2018-06-27,475345
2018-06-28,472830
2018-06-29,464489
2018-06-30,462475
2018-07-01,463026
2018-07-02,467704
2018-07-03,463411
2018-07-04,462371
2018-07-05,463065
2018-07-06,470280
2018-07-07,477438
2018-07-08,491813
2018-07-09,509621
2018-07-10,529291
2018-07-11,528509
2018-07-12,523985
2018-07-13,514879
2018-07-14,505953
2018-07-15,507270
2018-07-16,513054
2018-07-17,518338
2018-07-18,534980
2018-07-19,545734
2018-07-20,568768
2018-07-21,592237
2018-07-22,612064
2018-07-23,609787
2018-07-24,601185
2018-07-25,589989
2018-07-26,593815
2018-07-27,609219
2018-07-28,625731
2018-07-29,627189
2018-07-30,619013
2018-07-31,616234
2018-08-01,609682
2018-08-02,608301
2018-08-03,603485
2018-08-04,596923
2018-08-05,589306
2018-08-06,582934
2018-08-07,567036
2018-08-08,555606
2018-08-09,551076
2018-08-10,555254
2018-08-11,560563
2018-08-12,556388
2018-08-14,551791
2018-08-16,546274
2018-08-17,538685
2018-08-18,540878
2018-08-19,545194
2018-08-20,562828
2018-08-21,569007
2018-08-22,575453
2018-08-23,573413
2018-08-24,583647
2018-08-25,589838
2018-08-26,590979
2018-08-27,593593
2018-08-28,598986
2018-08-29,604844
2018-08-30,626603
2018-08-31,657458
2018-09-01,687145
2018-09-02,695661
2018-09-03,702587
2018-09-04,710943
2018-09-05,722402
2018-09-06,728407
2018-09-07,736357
2018-09-08,753527
2018-09-09,762312
2018-09-10,770918
2018-09-11,781594
2018-09-12,781907
2018-09-13,782410
2018-09-14,780678
2018-09-15,767812
2018-09-16,745339
2018-09-17,732366
2018-09-18,721805
2018-09-19,711733
2018-09-20,703453
2018-09-21,690770
2018-09-22,674524
2018-09-23,658897
2018-09-24,654976
2018-09-25,651793
2018-09-26,646098
2018-09-27,642393
2018-09-28,647080
2018-09-29,654836
2018-09-30,655623
2018-10-01,652356
2018-10-02,653048
2018-10-03,652103
2018-10-04,651470
2018-10-05,649626
2018-10-06,647176
2018-10-07,644453
2018-10-08,640319
2018-10-09,638487
2018-10-10,632699
2018-10-11,629448
2018-10-12,627693
2018-10-13,628533
2018-10-14,635621
2018-10-15,629575
2018-10-16,623814
2018-10-17,617228
2018-10-18,604999
2018-10-19,605611
2018-10-20,614677
2018-10-21,610485
2018-10-22,607428
2018-10-23,605799
2018-10-24,607368
2018-10-25,609903
2018-10-26,609136
2018-10-27,609868
2018-10-28,610047
2018-10-29,610252
2018-10-30,598700
2018-10-31,590162
2018-11-01,583222
2018-11-03,583618
2018-11-04,586281
2018-11-05,595578
2018-11-06,605437
2018-11-07,630780
2018-11-08,655027
2018-11-09,673255
2018-11-10,686566
2018-11-11,707668
2018-11-12,717152
2018-11-13,723175
2018-11-14,732277
2018-11-15,753953
2018-11-16,776781
2018-11-17,793541
2018-11-18,805917
2018-11-19,804407
2018-11-20,811741
2018-11-21,806656
2018-11-22,789289
2018-11-23,778966
2018-11-24,764302
2018-11-25,759674
2018-11-26,755807
2018-11-27,751745
2018-11-28,763229
2018-11-29,792073
2018-12-01,859061
2018-12-02,877624
2018-12-03,886340
2018-12-04,882462
2018-12-05,874175
2018-12-07,867719
2018-12-09,856282
2018-12-10,852922
2018-12-11,831253
2018-12-12,822047
2018-12-13,809603
2018-12-14,801108
2018-12-15,790965
2018-12-16,773120
2018-12-17,767501
2018-12-18,755724
2018-12-19,744308
2018-12-20,737519
2018-12-21,732531
2018-12-22,728380
2018-12-23,737778
2018-12-24,737442
2018-12-25,736118
2018-12-26,742574
2018-12-27,762561
2018-12-28,773538
2018-12-29,787607
2018-12-30,818239
2018-12-31,820207
2019-01-01,828458
2019-01-02,823783
2019-01-03,814185
2019-01-04,807949
2019-01-05,794520
2019-01-06,781430
2019-01-08,755661
2019-01-10,710942
2019-01-11,676400
2019-01-12,651334
2019-01-13,632400
2019-01-14,617247
2019-01-15,601228
2019-01-16,589725
2019-01-17,581104
2019-01-18,579695
2019-01-19,600148
2019-01-20,625501
2019-01-21,637151
2019-01-22,652366
2019-01-23,669480
2019-01-24,701636
2019-01-25,731195
2019-01-26,739279
2019-01-27,716800
2019-01-28,690097
2019-01-29,671112
2019-01-30,663371
2019-01-31,648396
2019-02-01,629795
2019-02-02,617596
2019-02-03,607524
2019-02-04,613286
2019-02-05,624213
2019-02-06,627789
2019-02-07,615938
2019-02-08,609942
2019-02-09,604577
2019-02-10,609057
2019-02-11,618769
2019-02-12,623468
2019-02-13,622690
2019-02-14,611041
2019-02-15,609487
