date_obj,Berserker%20helm price
2019-03-24,47559
2019-03-25,49139
2019-03-26,51002
2019-03-27,50949
2019-03-28,49722
2019-03-29,48872
2019-03-30,48386
2019-03-31,48596
2019-04-01,50043
2019-04-02,48996
2019-04-03,49034
2019-04-04,49803
2019-04-05,51855
2019-04-06,52236
2019-04-07,53411
2019-04-08,53563
2019-04-09,53809
2019-04-10,52808
2019-04-11,51756
2019-04-12,50357
2019-04-13,49295
2019-04-14,49804
2019-04-15,51712
2019-04-16,52549
2019-04-17,50676
2019-04-18,50629
2019-04-19,49436
2019-04-20,49020
2019-04-21,48527
2019-04-22,48079
2019-04-23,48367
2019-04-24,47341
2019-04-25,48171
2019-04-26,47940
2019-04-27,47681
2019-04-28,46999
2019-04-29,46898
2019-04-30,46911
2019-05-01,46754
2019-05-02,48065
2019-05-03,49639
2019-05-04,48978
2019-05-05,48693
2019-05-06,48891
2019-05-07,48497
2019-05-08,48267
2019-05-09,47854
2019-05-10,47233
2019-05-11,46717
2019-05-12,46140
2019-05-13,45954
2019-05-14,46078
2019-05-15,46170
2019-05-16,47028
2019-05-17,48180
2019-05-18,48888
2019-05-19,48796
2019-05-20,49497
2019-05-21,49689
2019-05-22,49716
2019-05-23,50050
2019-05-24,52542
2019-05-25,54903
2019-05-26,55181
2019-05-27,54726
2019-05-28,55860
2019-05-29,53332
2019-05-30,52389
2019-05-31,52301
2019-06-01,50324
2019-06-02,48238
2019-06-03,46564
2019-06-04,46813
2019-06-05,48688
2019-06-06,51119
2019-06-07,53441
2019-06-08,54407
2019-06-09,54712
2019-06-10,53844
2019-06-11,54114
2019-06-12,53964
2019-06-13,53904
2019-06-14,54063
2019-06-15,54354
2019-06-16,54586
2019-06-17,56721
2019-06-18,55992
2019-06-19,55004
2019-06-20,54457
2019-06-21,54520
2019-06-22,54332
2019-06-23,54842
2019-06-24,57228
2019-06-25,58157
2019-06-26,56945
2019-06-27,55824
2019-06-28,54882
2019-06-29,53617
2019-06-30,53368
2019-07-01,53294
2019-07-02,52967
2019-07-03,52872
2019-07-04,52337
2019-07-05,52182
2019-07-06,51774
2019-07-07,51884
2019-07-08,52799
2019-07-09,53868
2019-07-10,53146
2019-07-11,54952
2019-07-12,56129
2019-07-13,56051
2019-07-14,54912
2019-07-15,54832
2019-07-16,54053
2019-07-17,54055
2019-07-18,52630
2019-07-19,52702
2019-07-20,53305
2019-07-21,54345
2019-07-22,52774
2019-07-23,53390
2019-07-24,52415
2019-07-25,52319
2019-07-26,51797
2019-07-27,51489
2019-07-28,50241
2019-07-29,48713
2019-07-30,49879
2019-07-31,48419
2019-08-01,48450
2019-08-02,49736
2019-08-03,49826
2019-08-04,48759
2019-08-05,48027
2019-08-06,48876
2019-08-07,48769
2019-08-08,48301
2019-08-09,48201
2019-08-10,48331
2019-08-11,47771
2019-08-12,48109
2019-08-13,48105
2019-08-14,47667
2019-08-15,47146
2019-08-16,46966
2019-08-17,46746
2019-08-18,47031
2019-08-19,48207
2019-08-20,47862
2019-08-21,47497
2019-08-22,47556
2019-08-23,47371
2019-08-24,47512
2019-08-24,47512
2019-08-25,47604
2019-08-25,47604
2019-08-26,47474
2019-08-27,48079
2019-08-27,48079
2019-08-28,47628
2019-08-29,48203
2019-08-30,48291
2019-08-31,48021
2019-09-01,49074
2019-09-02,50097
2019-09-03,51942
2019-09-04,53351
2019-09-05,54167
2019-09-06,52241
2019-09-07,50554
2019-09-08,50503
2019-09-09,50487
2019-09-10,50361
2019-09-11,48818
2019-09-12,48359
2019-09-13,47320
2019-09-14,46265
2019-09-15,45840
2019-09-16,45312
2019-09-17,46178
2019-09-18,44660
2019-09-19,42940
2019-09-20,41595
2019-09-21,42071
2019-09-22,41370
2019-09-23,41241
2019-09-24,41964
2019-09-25,42680
2019-09-26,43563
2019-09-27,42325
2019-09-28,43799
2019-09-29,41802
2019-09-30,40598
2019-10-01,41522
2019-10-02,39728
2019-10-03,40793
2019-10-04,41707
2019-10-05,43793
2019-10-06,45859
2019-10-07,47571
2019-10-08,48048
2019-10-09,49988
2019-10-10,49523
2019-10-11,48021
2019-10-12,47633
2019-10-13,47135
2019-10-14,48424
2019-10-15,47896
2019-10-16,48231
2019-10-17,49773
2019-10-18,49568
2019-10-19,48443
2019-10-20,47927
2019-10-21,48940
2019-10-22,50238
2019-10-23,49101
2019-10-24,48228
2019-10-25,48682
2019-10-26,48458
2019-10-27,48339
2019-10-28,48460
2019-10-29,47634
2019-10-30,46676
2019-10-31,47069
2019-11-01,47950
2019-11-02,48772
2019-11-03,49272
2019-11-04,48955
2019-11-05,48786
2019-11-06,48770
2019-11-07,49690
2019-11-08,49531
2019-11-09,50856
2019-11-10,50366
2019-11-11,47930
2019-11-12,46617
2019-11-13,44368
2019-11-14,42149
2019-11-15,41416
2019-11-16,40850
2019-11-17,42020
2019-11-18,42982
2019-11-19,44916
2019-11-20,46004
2019-11-21,45300
2019-11-22,44208
2019-11-23,44627
2019-11-24,45667
2019-11-25,46396
2019-11-26,45879
2019-11-27,45883
2019-11-28,45322
2019-11-29,45193
2019-11-30,45189
2019-12-01,44488
2019-12-02,43733
2019-12-03,43437
2019-12-04,43575
2019-12-05,43906
2019-12-06,43359
2019-12-07,44571
2019-12-08,45787
2019-12-09,43770
2019-12-10,41581
2019-12-11,39909
2019-12-12,39525
2019-12-13,39771
2019-12-14,40776
2019-12-15,42493
2019-12-16,44496
2019-12-17,46552
2019-12-18,47833
2019-12-19,47557
2019-12-20,46273
2019-12-21,45400
2019-12-22,45963
2019-12-23,45965
2019-12-24,45585
2019-12-25,44352
2019-12-26,43022
2019-12-27,41831
2019-12-28,40938
2019-12-29,40349
2019-12-30,41047
2019-12-31,41823
2020-01-01,42342
2020-01-02,42808
2020-01-03,42805
2020-01-04,41446
2020-01-05,41493
2020-01-06,42076
2020-01-07,43770
2020-01-08,44414
2020-01-09,43881
2020-01-10,43291
2020-01-11,44582
2020-01-12,45818
2020-01-13,45848
2020-01-14,45434
2020-01-15,43729
2020-01-16,42074
2020-01-17,41592
2020-01-18,41788
2020-01-19,41352
2020-01-20,41169
2020-01-21,41708
2020-01-22,42380
2020-01-23,43840
2020-01-24,43679
2020-01-25,43240
2020-01-26,43145
2020-01-27,41924
2020-01-28,41640
2020-01-29,41511
2020-01-30,41657
2020-01-31,41406
2020-02-01,40964
2020-02-02,41816
2020-02-03,42524
2020-02-04,42412
2020-02-05,42067
2020-02-06,41282
2020-02-07,40048
2020-02-08,39811
2020-02-09,39050
2020-02-10,39738
2020-02-11,40641
2020-02-12,41188
2020-02-13,41022
2020-02-14,41954
2020-02-15,43489
2020-02-16,42877
2020-02-17,41921
2020-02-18,41671
2020-02-19,41972
2020-02-20,42543
2020-02-21,43411
2020-02-22,43100
2020-02-23,41422
2020-02-24,40917
2020-02-25,40392
2020-02-26,38941
2020-02-27,36993
2020-02-28,36279
2020-02-29,36463
2020-03-01,37616
2020-03-02,39081
2020-03-03,39978
2020-03-04,40399
2020-03-05,40603
2020-03-06,40256
2020-03-07,39335
2020-03-08,39488
2020-03-09,40202
2020-03-10,41171
2020-03-11,41795
2020-03-12,42133
2020-03-13,43364
2020-03-14,44864
2020-03-15,45787
2020-03-16,43967
2020-03-17,42021
2020-03-18,40969
2020-03-19,40671
2020-03-20,40362
2020-03-21,41898
2020-03-22,42267
2020-03-23,44264
2020-03-24,43777
2020-03-25,43441
2020-03-26,43499
2020-03-27,43357
2020-03-28,43355
2020-03-29,41939
2020-03-30,41115
2020-03-31,40757
2020-04-01,40179
2020-04-02,40692
2020-04-03,40821
2020-04-04,40138
2020-04-05,40347
2020-04-06,39956
2020-04-07,38981
2020-04-08,39370
2020-04-09,40242
2020-04-10,40363
2020-04-11,39953
2020-04-12,39776
2020-04-13,40355
2020-04-14,40815
2020-04-15,41165
2020-04-16,41911
2020-04-17,42501
2020-04-18,42072
2020-04-19,41329
2020-04-20,41405
2020-04-21,41021
2020-04-22,41594
2020-04-23,43674
2020-04-24,45858
2020-04-25,48151
2020-04-26,50424
2020-04-27,52836
2020-04-28,55478
2020-04-29,58252
2020-04-30,61163
2020-05-01,64222
2020-05-02,66877
2020-05-03,67694
2020-05-04,67569
2020-05-05,66009
2020-05-06,65455
2020-05-07,64926
2020-05-08,63215
2020-05-09,62666
2020-05-10,63391
2020-05-11,62205
2020-05-12,61987
2020-05-13,60991
