date_obj,Rabbit%20foot price
2015-03-26,21219
2015-03-27,21219
2015-03-28,21219
2015-03-29,21219
2015-03-30,21219
2015-03-31,21219
2015-04-01,21219
2015-04-02,21219
2015-04-03,20393
2015-04-04,20393
2015-04-05,20393
2015-04-06,20393
2015-04-07,20393
2015-04-08,20393
2015-04-09,20393
2015-04-10,20393
2015-04-11,20393
2015-04-12,20393
2015-04-13,20393
2015-04-14,20393
2015-04-15,20393
2015-04-16,20393
2015-04-17,20393
2015-04-18,20393
2015-04-19,20393
2015-04-20,19475
2015-04-21,19475
2015-04-22,19475
2015-04-23,19475
2015-04-24,19475
2015-04-25,19475
2015-04-26,19475
2015-04-27,19475
2015-04-28,19475
2015-04-29,19475
2015-04-30,19475
2015-05-01,19475
2015-05-02,19475
2015-05-03,19475
2015-05-04,19475
2015-05-05,19475
2015-05-06,19475
2015-05-07,19475
2015-05-08,19475
2015-05-09,18503
2015-05-10,18503
2015-05-11,18503
2015-05-12,18503
2015-05-13,18503
2015-05-14,18503
2015-05-15,18503
2015-05-16,18503
2015-05-17,18503
2015-05-18,18503
2015-05-19,18503
2015-05-20,18503
2015-05-21,18503
2015-05-22,18503
2015-05-23,18503
2015-05-24,18503
2015-05-25,18503
2015-05-26,17761
2015-05-27,17761
2015-05-28,17761
2015-05-29,17761
2015-05-30,17761
2015-05-31,17761
2015-06-01,17761
2015-06-02,17761
2015-06-03,17761
2015-06-04,17761
2015-06-05,17761
2015-06-06,17761
2015-06-07,17761
2015-06-08,17761
2015-06-09,17761
2015-06-10,17761
2015-06-11,17761
2015-06-12,17761
2015-06-13,17761
2015-06-14,17761
2015-06-15,17761
2015-06-16,17761
2015-06-17,17761
2015-06-18,17026
2015-06-19,17026
2015-06-20,17026
2015-06-21,17026
2015-06-22,17026
2015-06-23,17026
2015-06-24,17026
2015-06-25,17026
2015-06-26,17026
2015-06-27,17026
2015-06-28,17026
2015-06-29,17026
2015-06-30,17026
2015-07-01,17026
2015-07-02,17026
2015-07-03,17026
2015-07-04,17026
2015-07-05,17026
2015-07-06,17026
2015-07-07,17026
2015-07-08,17026
2015-07-09,17026
2015-07-10,17026
2015-07-11,17026
2015-07-12,17026
2015-07-13,16205
2015-07-14,16205
2015-07-15,16205
2015-07-16,16205
2015-07-17,16205
2015-07-18,16205
2015-07-19,16205
2015-07-20,16205
2015-07-21,16205
2015-07-22,16205
2015-07-23,16205
2015-07-24,16205
2015-07-25,16205
2015-07-26,16205
2015-07-27,16205
2015-07-28,16205
2015-07-29,16205
2015-07-30,16205
2015-07-31,16205
2015-08-01,16205
2015-08-02,16205
2015-08-03,16205
2015-08-04,16205
2015-08-05,16205
2015-08-06,16205
2015-08-07,16205
2015-08-08,16205
2015-08-09,16205
2015-08-10,16205
2015-08-11,16205
2015-08-12,16205
2015-08-13,16205
2015-08-14,16205
2015-08-15,16205
2015-08-16,15444
2015-08-17,15444
2015-08-18,15444
2015-08-19,15444
2015-08-20,15444
2015-08-21,15444
2015-08-22,15444
2015-08-23,15444
2015-08-24,15444
2015-08-25,15444
2015-08-26,15444
2015-08-27,15444
2015-08-28,15444
2015-08-29,15444
2015-08-30,15444
2015-08-31,15444
2015-09-01,15444
2015-09-02,15444
2015-09-03,15444
2015-09-04,15444
2015-09-05,15444
2015-09-06,15444
2015-09-07,15444
2015-09-08,15444
2015-09-09,15444
2015-09-10,15444
2015-09-11,15444
2015-09-12,15444
2015-09-13,15444
2015-09-14,15444
2015-09-15,15444
2015-09-16,15444
2015-09-17,15444
2015-09-18,15444
2015-09-19,15444
2015-09-20,15444
2015-09-21,15444
2015-09-22,15444
2015-09-23,15444
2015-09-24,15444
2015-09-25,15444
2015-09-27,14741
2015-09-28,14741
2015-09-29,14741
2015-09-30,14741
2015-10-05,14741
2015-10-06,14741
2015-10-07,14741
2015-10-08,14741
2015-10-09,14741
2015-10-10,14741
2015-10-11,14741
2015-10-12,14741
2015-10-13,14741
2015-10-14,14741
2015-10-15,14741
2015-10-16,14741
2015-10-17,14741
2015-10-18,14741
2015-10-19,14741
2015-10-20,14741
2015-10-22,14741
2015-10-23,14741
2015-10-24,14741
2015-10-25,14741
2015-10-26,14741
2015-10-27,14741
2015-10-29,14106
2015-10-30,14106
2015-10-31,14106
2015-11-01,14106
2015-11-02,14106
2015-11-03,14106
2015-11-04,14106
2015-11-05,14106
2015-11-06,14106
2015-11-07,14106
2015-11-08,14106
2015-11-09,14106
2015-11-10,14106
2015-11-11,14106
2015-11-12,14106
2015-11-13,14106
2015-11-14,14106
2015-11-15,14106
2015-11-16,14106
2015-11-17,14106
2015-11-18,14106
2015-11-19,14106
2015-11-20,14106
2015-11-21,14106
2015-11-22,14106
2015-11-23,14106
2015-11-24,14106
2015-11-25,14106
2015-11-26,14106
2015-11-27,14106
2015-11-28,14106
2015-11-29,14106
2015-11-30,14106
2015-12-01,14106
2015-12-02,14106
2015-12-03,14106
2015-12-04,14106
2015-12-05,14106
2015-12-06,13470
2015-12-07,13470
2015-12-08,13470
2015-12-09,13470
2015-12-10,13470
2015-12-11,13470
2015-12-12,13470
2015-12-13,13470
2015-12-14,13470
2015-12-15,13470
2015-12-16,13470
2015-12-17,13470
2015-12-18,13470
2015-12-19,13470
2015-12-20,13470
2015-12-21,13470
2015-12-22,13470
2015-12-23,13470
2015-12-24,13470
2015-12-25,13470
2015-12-26,13470
2015-12-27,13470
2015-12-28,13470
2015-12-29,13470
2015-12-30,13470
2015-12-31,13470
2016-01-01,13470
2016-01-02,13470
2016-01-03,13470
2016-01-04,12831
2016-01-05,12831
2016-01-06,12831
2016-01-07,12831
2016-01-08,12831
2016-01-09,12831
2016-01-10,12831
2016-01-11,12831
2016-01-12,12831
2016-01-13,12831
2016-01-14,12831
2016-01-15,12831
2016-01-16,12831
2016-01-17,12831
2016-01-18,12831
2016-01-19,12831
2016-01-20,12831
2016-01-21,12831
2016-01-22,12831
2016-01-23,12831
2016-01-24,12831
2016-01-25,12831
2016-01-26,12831
2016-01-27,12831
2016-01-28,12831
2016-01-29,12831
2016-01-30,12831
2016-01-31,12260
2016-02-01,12260
2016-02-02,12260
2016-02-03,12260
2016-02-04,12260
2016-02-05,12260
2016-02-06,12260
2016-02-07,12260
2016-02-08,12260
2016-02-09,12260
2016-02-10,12260
2016-02-11,12260
2016-02-12,12260
2016-02-13,12260
2016-02-14,12260
2016-02-15,12260
2016-02-16,12260
2016-02-17,12260
2016-02-18,11767
2016-02-19,11767
2016-02-20,11767
2016-02-21,11767
2016-02-22,11767
2016-02-23,11767
2016-02-24,11767
2016-02-25,11767
2016-02-26,11767
2016-02-27,11767
2016-02-28,11767
2016-02-29,11767
2016-03-01,11767
2016-03-02,11767
2016-03-03,11767
2016-03-04,11767
2016-03-05,11767
2016-03-06,11767
2016-03-07,11767
2016-03-08,11767
2016-03-09,11767
2016-03-10,11767
2016-03-11,11767
2016-03-12,11216
2016-03-13,11216
2016-03-14,11216
2016-03-15,11216
2016-03-16,11216
2016-03-17,11216
2016-03-18,11216
2016-03-19,11216
2016-03-20,11216
2016-03-21,11216
2016-03-22,11216
2016-03-23,11216
2016-03-24,11216
2016-03-25,11216
2016-03-26,11216
2016-03-27,11216
2016-03-28,10699
2016-03-29,10699
2016-03-30,10699
2016-03-31,10699
2016-04-01,10699
2016-04-02,10699
2016-04-03,10699
2016-04-04,10699
2016-04-05,10699
2016-04-06,10699
2016-04-07,10699
2016-04-08,10699
2016-04-09,10699
2016-04-10,10699
2016-04-11,10699
2016-04-12,10699
2016-04-13,10699
2016-04-14,10699
2016-04-15,10699
2016-04-16,10699
2016-04-17,10699
2016-04-18,10699
2016-04-19,10699
2016-04-20,10208
2016-04-21,10208
2016-04-22,10208
2016-04-23,10208
2016-04-24,10208
2016-04-25,10208
2016-04-26,10208
2016-04-27,10208
2016-04-28,10208
2016-04-29,10208
2016-04-30,10208
2016-05-01,10208
2016-05-02,10208
2016-05-03,10208
2016-05-04,10208
2016-05-05,10208
2016-05-06,10208
2016-05-07,10208
2016-05-08,10208
2016-05-09,10208
2016-05-10,10208
2016-05-11,10208
2016-05-12,10208
2016-05-13,10208
2016-05-14,9727
2016-05-15,9727
2016-05-16,9727
2016-05-17,9727
2016-05-18,9727
2016-05-19,9727
2016-05-22,9727
2016-05-23,9727
2016-05-24,9727
2016-05-25,9727
2016-05-26,9727
2016-05-27,9727
2016-05-28,9727
2016-05-29,9727
2016-05-30,9727
2016-05-31,9727
2016-06-01,9727
2016-06-02,9727
2016-06-03,9271
2016-06-04,9271
2016-06-05,9271
2016-06-06,9271
2016-06-07,9271
2016-06-08,9271
2016-06-09,9271
2016-06-10,9271
2016-06-11,9271
2016-06-12,9271
2016-06-13,9271
2016-06-14,9271
2016-06-15,9271
2016-06-16,9271
2016-06-17,9271
2016-06-18,9271
2016-06-19,9271
2016-06-20,8825
2016-06-21,8825
2016-06-22,8825
2016-06-23,8825
2016-06-24,8825
2016-06-25,8825
2016-06-26,8825
2016-06-27,8825
2016-06-28,8825
2016-06-29,8825
2016-06-30,8825
2016-07-01,8825
2016-07-02,8825
2016-07-03,8825
2016-07-04,8825
2016-07-05,8825
2016-07-06,8825
2016-07-07,8825
2016-07-08,8825
2016-07-09,8825
2016-07-10,8825
2016-07-11,8825
2016-07-12,8825
2016-07-13,8825
2016-07-14,8825
2016-07-15,8825
2016-07-16,8416
2016-07-17,8416
2016-07-18,8416
2016-07-23,8416
2016-07-24,8416
2016-07-25,8416
2016-07-26,8416
2016-07-27,8416
2016-07-28,8416
2016-07-29,8416
2016-07-30,8049
2016-07-31,8049
2016-08-01,8049
2016-08-02,8049
2016-08-03,8049
2016-08-04,8049
2016-08-05,8049
2016-08-06,8049
2016-08-07,8049
2016-08-08,8049
2016-08-09,8049
2016-08-10,8049
2016-08-11,8049
2016-08-12,8049
2016-08-13,8049
2016-08-14,8049
2016-08-15,8049
2016-08-16,8049
2016-08-17,7658
2016-08-18,7658
2016-08-19,7658
2016-08-20,7658
2016-08-21,7658
2016-08-22,7658
2016-08-23,7658
2016-08-24,7658
2016-08-25,7658
2016-08-26,7658
2016-08-28,7658
2016-08-31,7658
2016-09-01,7658
2016-09-02,7658
2016-09-03,7658
2016-09-04,7658
2016-09-05,7658
2016-09-06,7658
2016-09-07,7658
2016-09-08,7658
2016-09-09,7658
2016-09-10,7658
2016-09-11,7658
2016-09-12,7658
2016-09-13,7658
2016-09-14,7658
2016-09-15,7658
2016-09-16,7658
2016-09-17,7658
2016-09-18,7279
2016-09-19,7279
2016-09-20,7279
2016-09-21,7279
2016-09-22,7279
2016-09-23,7279
2016-09-24,7279
2016-09-25,7279
2016-09-26,7279
2016-09-27,7279
2016-09-28,7279
2016-09-29,7279
2016-09-30,7279
2016-10-01,7279
2016-10-02,7279
2016-10-03,7279
2016-10-04,7279
2016-10-05,7279
2016-10-06,7279
2016-10-07,7279
2016-10-08,7279
2016-10-09,7279
2016-10-10,7279
2016-10-11,7279
2016-10-12,7279
2016-10-13,7279
2016-10-14,7279
2016-10-15,7279
2016-10-16,7279
2016-10-17,7279
2016-10-18,6928
2016-10-19,6928
2016-10-20,6928
2016-10-21,6928
2016-10-22,6928
2016-10-23,6928
2016-10-24,6928
2016-10-25,6928
2016-10-26,6928
2016-10-27,6928
2016-10-28,6928
2016-10-29,6928
2016-10-30,6928
2016-10-31,6928
2016-11-01,6928
2016-11-02,6928
2016-11-03,6928
2016-11-04,6928
2016-11-05,6928
2016-11-06,6928
2016-11-07,6928
2016-11-08,6928
2016-11-09,6928
2016-11-10,6928
2016-11-11,6928
2016-11-12,6928
2016-11-13,6928
2016-11-14,6609
2016-12-08,6609
2016-12-09,6609
2016-12-10,6609
2016-12-11,6609
2016-12-12,6609
2016-12-13,6609
2016-12-14,6315
2016-12-15,6315
2016-12-16,6315
2016-12-17,6315
2016-12-18,6315
2016-12-19,6315
2016-12-20,6315
2016-12-21,6315
2016-12-22,6315
2016-12-23,6315
2016-12-24,6315
2016-12-25,6315
2016-12-26,6140
2016-12-27,6140
2016-12-28,6140
2016-12-29,6140
2016-12-30,6140
2016-12-31,6140
2017-01-01,6140
2017-01-02,6140
2017-01-03,6140
2017-01-04,6140
2017-01-05,6140
2017-01-06,6140
2017-01-07,6140
2017-01-08,6140
2017-01-09,6140
2017-01-10,6140
2017-01-11,6140
2017-01-12,6140
2017-01-13,6140
2017-01-14,6140
2017-01-15,6140
2017-01-16,5893
2017-01-17,5893
2017-01-18,5893
2017-01-19,5893
