date_obj,Chef's%20delight price
2015-08-29,6347
2015-08-30,6347
2015-08-31,6347
2015-09-01,6347
2015-09-02,6347
2015-09-03,6303
2015-09-04,6303
2015-09-05,6303
2015-09-06,6303
2015-09-07,6289
2015-09-08,6289
2015-09-09,6289
2015-09-10,6289
2015-09-11,6289
2015-09-12,6355
2015-09-13,6355
2015-09-14,6355
2015-09-15,6355
2015-09-16,6355
2015-09-17,6395
2015-09-18,6395
2015-09-19,6395
2015-09-20,6395
2015-09-21,6395
2015-09-22,6395
2015-09-23,6429
2015-09-24,6429
2015-09-25,6429
2015-09-27,6429
2015-09-28,6429
2015-09-29,6520
2015-09-30,6520
2015-10-05,6435
2015-10-06,6435
2015-10-07,6435
2015-10-08,6435
2015-10-09,6435
2015-10-10,6435
2015-10-11,6295
2015-10-12,6295
2015-10-13,6295
2015-10-14,6295
2015-10-15,6295
2015-10-16,6248
2015-10-17,6248
2015-10-18,6248
2015-10-19,6248
2015-10-20,6248
2015-10-22,6248
2015-10-23,6350
2015-10-24,6350
2015-10-25,6350
2015-10-26,6350
2015-10-27,6350
2015-10-29,6482
2015-10-30,6482
2015-10-31,6482
2015-11-01,6482
2015-11-02,6482
2015-11-03,6583
2015-11-04,6583
2015-11-05,6583
2015-11-06,6583
2015-11-07,6583
2015-11-08,6583
2015-11-09,6740
2015-11-10,6740
2015-11-11,6740
2015-11-12,6740
2015-11-13,6740
2015-11-14,6740
2015-11-15,6790
2015-11-16,6790
2015-11-17,6790
2015-11-18,6790
2015-11-19,6790
2015-11-20,6790
2015-11-21,6782
2015-11-22,6782
2015-11-23,6782
2015-11-24,6782
2015-11-25,6782
2015-11-26,6782
2015-11-27,6863
2015-11-28,6863
2015-11-29,6863
2015-11-30,6863
2015-12-01,6863
2015-12-02,7142
2015-12-03,7142
2015-12-04,7142
2015-12-05,7142
2015-12-06,7142
2015-12-07,7235
2015-12-08,7235
2015-12-09,7235
2015-12-10,7235
2015-12-11,7235
2015-12-12,7235
2015-12-13,7172
2015-12-14,7172
2015-12-15,7172
2015-12-16,7172
2015-12-17,7172
2015-12-18,7060
2015-12-19,7060
2015-12-20,7060
2015-12-21,7060
2015-12-22,7039
2015-12-23,7039
2015-12-24,7039
2015-12-25,7039
2015-12-26,7039
2015-12-27,7223
2015-12-28,7223
2015-12-29,7223
2015-12-30,7223
2015-12-31,7347
2016-01-01,7347
2016-01-02,7347
2016-01-03,7347
2016-01-04,7592
2016-01-05,7592
2016-01-06,7592
2016-01-07,7592
2016-01-08,7592
2016-01-09,7288
2016-01-10,7288
2016-01-11,7288
2016-01-12,7288
2016-01-13,7150
2016-01-14,7150
2016-01-15,7150
2016-01-16,7150
2016-01-17,7029
2016-01-18,7029
2016-01-19,7029
2016-01-20,7029
2016-01-21,6936
2016-01-22,6936
2016-01-23,6936
2016-01-24,6936
2016-01-25,6958
2016-01-26,6958
2016-01-27,6958
2016-01-28,6958
2016-01-29,6868
2016-01-30,6868
2016-01-31,6868
2016-02-01,6868
2016-02-02,6867
2016-02-03,6867
2016-02-04,6867
2016-02-05,6867
2016-02-06,6807
2016-02-07,6807
2016-02-08,6807
2016-02-09,6807
2016-02-10,6622
2016-02-11,6622
2016-02-12,6622
2016-02-13,6622
2016-02-14,6622
2016-02-15,6474
2016-02-16,6474
2016-02-17,6474
2016-02-18,6474
2016-02-19,6474
2016-02-20,6388
2016-02-21,6388
2016-02-22,6388
2016-02-23,6388
2016-02-24,6388
2016-02-25,6145
2016-02-26,6145
2016-02-27,6145
2016-02-28,6145
2016-02-29,6145
2016-03-01,6066
2016-03-02,6066
2016-03-03,6066
2016-03-04,6066
2016-03-05,6066
2016-03-06,5889
2016-03-07,5889
2016-03-08,5889
2016-03-09,5889
2016-03-10,5727
2016-03-11,5727
2016-03-12,5727
2016-03-13,5727
2016-03-14,5727
2016-03-15,5732
2016-03-16,5732
2016-03-17,5732
2016-03-18,5732
2016-03-19,5626
2016-03-20,5626
2016-03-21,5626
2016-03-22,5626
2016-03-23,5626
2016-03-24,5583
2016-03-25,5583
2016-03-26,5583
2016-03-27,5583
2016-03-28,5513
2016-03-29,5513
2016-03-30,5513
2016-03-31,5513
2016-04-01,5513
2016-04-02,5542
2016-04-03,5542
2016-04-04,5542
2016-04-05,5542
2016-04-06,5576
2016-04-07,5576
2016-04-08,5576
2016-04-09,5576
2016-04-10,5620
2016-04-11,5620
2016-04-12,5620
2016-04-13,5620
2016-04-14,5620
2016-04-15,5657
2016-04-16,5657
2016-04-17,5657
2016-04-18,5657
2016-04-19,5655
2016-04-20,5655
2016-04-21,5655
2016-04-22,5655
2016-04-23,5629
2016-04-24,5629
2016-04-25,5629
2016-04-26,5504
2016-04-27,5504
2016-04-28,5504
2016-04-29,5472
2016-04-30,5472
2016-05-01,5472
2016-05-02,5472
2016-05-03,5362
2016-05-04,5362
2016-05-05,5362
2016-05-06,5335
2016-05-07,5335
2016-05-08,5335
2016-05-09,5338
2016-05-10,5338
2016-05-11,5338
2016-05-12,5334
2016-05-13,5334
2016-05-14,5334
2016-05-15,5358
2016-05-16,5358
2016-05-17,5358
2016-05-18,5358
2016-05-19,5354
2016-05-22,5404
2016-05-23,5404
2016-05-24,5404
2016-05-25,5391
2016-05-26,5391
2016-05-27,5391
2016-05-28,5522
2016-05-29,5522
2016-05-30,5522
2016-05-31,5647
2016-06-01,5647
2016-06-02,5647
2016-06-03,5699
2016-06-04,5699
2016-06-05,5699
2016-06-06,5841
2016-06-07,5841
2016-06-08,5841
2016-06-09,6061
2016-06-10,6061
2016-06-11,6061
2016-06-12,6166
2016-06-13,6166
2016-06-14,6166
2016-06-15,6017
2016-06-16,6017
2016-06-17,6017
2016-06-18,5900
2016-06-19,5900
2016-06-20,5900
2016-06-21,5822
2016-06-22,5822
2016-06-23,5822
2016-06-24,5865
2016-06-25,5865
2016-06-26,5865
2016-06-27,5924
2016-06-28,5924
2016-06-29,5924
2016-06-30,5988
2016-07-01,5988
2016-07-02,5988
2016-07-03,5888
2016-07-04,5888
2016-07-05,5961
2016-07-06,5961
2016-07-07,5896
2016-07-08,5896
2016-07-09,5772
2016-07-10,5772
2016-07-11,5644
2016-07-12,5644
2016-07-13,5528
2016-07-14,5528
2016-07-15,5308
2016-07-16,5308
2016-07-17,5065
2016-07-18,5065
2016-07-23,4484
2016-07-24,4484
2016-07-25,4299
2016-07-26,4299
2016-07-27,4299
2016-07-28,4084
2016-07-29,4084
2016-07-30,3883
2016-07-31,3883
2016-08-01,3883
2016-08-02,3722
2016-08-03,3722
2016-08-04,3722
2016-08-05,3638
2016-08-06,3638
2016-08-07,3490
2016-08-08,3490
2016-08-09,3326
2016-08-10,3326
2016-08-11,3326
2016-08-12,3159
2016-08-13,3159
2016-08-14,3159
2016-08-15,3001
2016-08-16,3001
2016-08-17,3001
2016-08-18,2883
2016-08-19,2883
2016-08-20,2883
2016-08-21,2832
2016-08-22,2832
2016-08-23,2832
2016-08-24,2690
2016-08-25,2690
2016-08-26,2728
2016-08-28,2862
2016-08-31,2985
2016-09-01,3099
2016-09-02,3099
2016-09-03,3099
2016-09-04,3241
2016-09-05,3241
2016-09-06,3241
2016-09-07,3404
2016-09-08,3404
2016-09-09,3404
2016-09-10,3575
2016-09-11,3575
2016-09-12,3575
2016-09-13,3754
2016-09-14,3754
2016-09-15,3754
2016-09-16,3754
2016-09-17,3942
2016-09-18,3942
2016-09-19,3942
2016-09-20,4140
2016-09-21,4140
2016-09-22,4140
2016-09-23,4347
2016-09-24,4347
2016-09-25,4347
2016-09-26,4347
2016-09-27,4565
2016-09-28,4565
2016-09-29,4565
2016-09-30,4794
2016-10-01,4794
2016-10-02,4794
2016-10-03,4794
2016-10-04,5021
2016-10-05,5021
2016-10-06,5021
2016-10-07,5021
2016-10-08,5156
2016-10-09,5156
2016-10-10,5156
2016-10-11,5318
2016-10-12,5318
2016-10-13,5318
2016-10-14,5296
2016-10-15,5296
2016-10-16,5296
2016-10-17,5243
2016-10-18,5243
2016-10-19,5243
2016-10-20,5243
2016-10-21,5297
2016-10-22,5297
2016-10-23,5297
2016-10-24,5142
2016-10-25,5142
2016-10-26,5142
2016-10-27,5073
2016-10-28,5073
2016-10-29,5073
2016-10-30,4923
2016-10-31,4923
2016-11-01,4923
2016-11-02,4781
2016-11-03,4781
2016-11-04,4781
2016-11-05,4633
2016-11-06,4633
2016-11-07,4633
2016-11-08,4628
2016-11-09,4628
2016-11-10,4628
2016-11-11,4646
2016-11-12,4646
2016-11-13,4646
2016-11-14,4654
2016-11-15,4654
2016-12-07,5506
2016-12-08,5693
2016-12-09,5693
2016-12-10,5693
2016-12-11,5885
2016-12-12,5885
2016-12-13,5885
2016-12-14,6013
2016-12-15,6013
2016-12-16,6013
2016-12-17,6036
2016-12-18,6036
2016-12-19,6036
2016-12-20,6036
2016-12-21,6036
2016-12-22,6036
2016-12-23,5789
2016-12-24,5789
2016-12-25,5789
2016-12-26,5547
2016-12-27,5547
2016-12-28,5273
2016-12-29,5273
2016-12-30,5134
2016-12-31,5134
2017-01-01,5134
2017-01-02,5084
2017-01-03,5084
2017-01-04,5192
2017-01-05,5192
2017-01-06,5192
2017-01-07,5309
2017-01-08,5309
2017-01-09,5439
2017-01-10,5439
2017-01-11,5691
2017-01-12,5691
2017-01-13,5976
2017-01-14,5976
2017-01-15,6182
2017-01-16,6182
2017-01-17,6011
2017-01-18,6011
2017-01-19,5869
2017-01-20,5869
2017-01-21,5626
2017-01-22,5626
2017-01-23,5455
2017-01-27,4972
2017-01-28,4972
2017-01-29,4723
2017-01-30,4723
2017-01-31,4526
2017-02-01,4526
2017-02-02,4316
2017-02-03,4316
2017-02-04,4170
2017-02-05,4170
2017-02-06,3982
2017-02-07,3982
2017-02-08,3802
2017-02-09,3802
2017-02-10,3643
2017-02-11,3643
2017-02-12,3465
2017-02-13,3465
2017-02-14,3291
2017-02-15,3291
2017-02-16,3126
2017-02-18,3126
2017-02-19,2994
2017-02-20,2994
2017-02-21,2919
2017-02-22,2919
2017-02-23,2919
2017-02-24,2823
2017-02-25,2823
2017-02-26,2720
2017-02-27,2720
2017-02-28,2624
2017-03-01,2624
2017-03-02,2568
2017-03-03,2568
2017-03-04,2482
2017-03-05,2482
2017-03-06,2476
2017-03-07,2476
2017-03-08,2476
2017-03-09,2506
2017-03-10,2506
2017-03-11,2502
2017-03-12,2502
2017-03-13,2514
2017-03-14,2514
2017-03-15,2514
2017-03-16,2514
2017-03-17,2519
2017-03-18,2519
2017-03-19,2636
2017-03-20,2636
2017-03-21,2768
2017-03-22,2768
2017-03-23,2768
2017-03-24,2907
2017-03-25,2907
2017-03-26,3015
2017-03-27,3015
2017-03-28,3120
2017-03-29,3120
2017-03-30,3092
2017-03-31,3092
2017-04-01,3152
2017-04-02,3152
2017-04-03,3121
2017-04-04,3121
2017-04-12,2920
2017-04-13,2809
2017-04-14,2809
2017-04-15,2711
2017-04-16,2711
2017-04-17,2679
2017-04-18,2679
2017-04-19,2644
2017-04-20,2644
2017-04-21,2649
2017-04-22,2649
2017-04-23,2620
2017-04-24,2620
2017-04-25,2592
2017-04-26,2592
2017-04-27,2592
2017-04-28,2571
2017-04-29,2571
2017-04-30,2549
2017-05-01,2549
2017-05-02,2541
2017-05-03,2541
2017-05-04,2531
2017-05-05,2531
2017-05-06,2535
2017-05-07,2535
2017-05-08,2505
2017-05-09,2505
2017-05-10,2476
2017-05-11,2476
2017-05-12,2422
2017-05-13,2422
2017-05-14,2425
2017-05-15,2425
2017-05-16,2391
2017-05-17,2391
2017-05-18,2387
2017-05-19,2387
2017-05-20,2411
2017-05-21,2411
2017-05-22,2369
2017-05-23,2369
2017-05-24,2424
2017-05-25,2424
2017-05-26,2424
2017-05-27,2413
2017-05-28,2413
2017-05-29,2413
2017-05-30,2393
2017-05-31,2393
2017-06-01,2373
2017-06-02,2373
2017-06-03,2373
2017-06-04,2413
2017-06-05,2413
2017-06-06,2525
2017-06-07,2525
2017-06-08,2525
2017-06-09,2652
2017-06-10,2652
2017-06-11,2650
2017-06-12,2650
2017-06-13,2650
2017-06-14,2645
2017-06-15,2645
2017-06-16,2684
2017-06-17,2684
2017-06-18,2681
2017-06-19,2681
2017-06-20,2783
2017-06-21,2783
2017-06-22,2866
2017-06-23,2866
2017-06-24,2866
2017-06-25,2953
2017-06-26,2953
2017-06-27,2981
2017-06-28,2981
2017-06-29,2888
2017-06-30,2888
2017-07-01,2888
2017-07-02,2906
2017-07-03,2906
2017-07-04,2893
2017-07-05,2893
2017-07-06,2916
2017-07-07,2916
2017-07-08,2916
2017-07-13,3059
2017-07-14,3150
2017-07-15,3150
2017-07-16,3150
2017-07-17,3162
2017-07-18,3162
2017-07-19,3186
2017-07-20,3186
2017-07-21,3199
2017-07-22,3199
2017-07-23,3185
2017-07-24,3185
2017-07-25,3163
2017-07-26,3163
2017-07-27,3124
2017-07-28,3124
2017-07-29,3124
2017-07-30,3097
2017-07-31,3097
2017-08-01,3097
2017-08-02,3232
2017-08-03,3232
2017-08-04,3232
2017-08-05,3302
2017-08-06,3302
2017-08-09,3315
2017-08-10,3315
2017-08-11,3234
2017-08-12,3234
2017-08-13,3169
2017-08-14,3169
2017-08-15,3189
2017-08-16,3189
2017-08-17,3176
2017-08-18,3176
2017-08-19,3176
2017-08-20,3092
2017-08-21,3092
2017-08-22,3057
2017-08-23,3057
2017-08-24,3057
2017-08-25,2994
2017-08-26,2994
2017-08-27,2952
2017-08-28,2952
2017-08-29,2952
2017-08-30,2970
2017-08-31,2970
2017-09-01,2970
2017-09-02,2953
2017-09-03,2953
2017-09-04,2953
2017-09-05,2998
2017-09-06,2998
2017-09-07,2982
2017-09-08,2982
2017-09-09,2982
2017-09-10,2919
2017-09-11,2919
2017-09-12,2919
2017-09-13,2811
2017-09-14,2811
2017-09-15,2811
2017-09-16,2697
2017-09-17,2697
2017-09-18,2626
2017-09-19,2626
2017-09-20,2626
2017-09-21,2501
2017-09-22,2501
2017-09-23,2444
2017-09-24,2444
2017-09-25,2343
2017-09-26,2343
2017-09-27,2343
2017-09-28,2225
2017-09-29,2225
2017-09-30,2122
2017-10-01,2122
2017-10-02,2025
2017-10-03,2025
2017-10-04,2025
2017-10-05,1923
2017-10-06,1923
2017-10-07,1826
2017-10-08,1826
2017-10-09,1737
2017-10-10,1737
2017-10-11,1737
2017-10-12,1685
2017-10-13,1685
2017-10-14,1685
2017-10-15,1685
2017-10-16,1769
2017-10-17,1769
2017-10-18,1769
2017-10-19,1769
2017-10-20,1769
2017-10-21,1769
2017-10-22,1743
2017-10-23,1743
2017-10-24,1733
2017-10-25,1733
2017-10-26,1728
2017-10-27,1728
2017-10-28,1728
2017-10-29,1715
2017-10-30,1715
2017-10-31,1658
2017-11-01,1658
2017-11-02,1658
2017-11-03,1669
2017-11-04,1669
2017-11-05,1588
2017-11-06,1588
2017-11-07,1588
2017-11-08,1508
2017-11-09,1508
2017-11-10,1445
2017-11-11,1445
2017-11-12,1376
2017-11-13,1376
2017-11-14,1376
2017-11-15,1307
2017-11-16,1307
2017-11-17,1241
2017-11-18,1241
2017-11-19,1194
2017-11-20,1194
2017-11-21,1164
2017-11-22,1164
2017-11-23,1164
2017-11-24,1167
2017-11-25,1167
2017-11-26,1112
2017-11-27,1112
2017-11-28,1112
2017-11-29,1097
2017-11-30,1097
2017-12-01,1119
2017-12-02,1119
2017-12-03,1175
2017-12-04,1175
2017-12-05,1203
2017-12-06,1203
2017-12-07,1264
2017-12-08,1264
2017-12-09,1264
2017-12-10,1312
2017-12-11,1312
2017-12-12,1312
2017-12-13,1360
2017-12-14,1360
2017-12-15,1360
2017-12-16,1360
2017-12-17,1360
2017-12-18,1397
2017-12-19,1397
2017-12-20,1397
2017-12-21,1443
2017-12-22,1443
2017-12-23,1449
2017-12-24,1449
2017-12-25,1449
2017-12-26,1454
2017-12-27,1454
2017-12-28,1462
2017-12-29,1462
2017-12-30,1452
2017-12-31,1452
2018-01-01,1459
2018-01-02,1459
2018-01-03,1516
2018-01-04,1516
2018-01-05,1589
2018-01-06,1589
2018-01-07,1665
2018-01-08,1665
2018-01-09,1713
2018-01-10,1713
2018-01-11,1753
2018-01-12,1753
2018-01-13,1751
2018-01-14,1751
2018-01-15,1765
2018-01-16,1765
2018-01-17,1767
2018-01-18,1767
2018-01-19,1767
2018-01-20,1764
2018-01-21,1764
2018-01-22,1772
2018-01-23,1772
2018-01-24,1714
2018-01-25,1714
2018-01-26,1647
2018-01-27,1620
2018-01-28,1669
2018-01-29,1671
2018-01-30,1691
2018-01-31,1726
2018-02-01,1726
2018-02-02,1734
2018-02-03,1661
2018-02-04,1631
2018-02-05,1631
2018-02-06,1603
2018-02-07,1612
2018-02-08,1612
2018-02-09,1610
2018-02-10,1610
2018-02-11,1588
2018-02-12,1585
2018-02-13,1585
2018-02-14,1582
2018-02-15,1588
2018-02-16,1508
2018-02-17,1494
2018-02-18,1516
2018-02-19,1539
2018-02-20,1539
2018-02-21,1508
2018-02-22,1438
2018-02-23,1371
2018-02-24,1371
2018-02-25,1328
2018-02-26,1296
2018-02-27,1273
2018-02-28,1273
2018-03-01,1241
2018-03-02,1220
2018-03-03,1244
2018-03-04,1244
2018-03-05,1245
2018-03-06,1308
2018-03-07,1292
2018-03-08,1292
2018-03-09,1273
2018-03-10,1273
2018-03-11,1259
2018-03-12,1253
2018-03-13,1275
2018-03-14,1251
2018-03-15,1251
2018-03-16,1239
2018-03-17,1247
2018-03-18,1248
2018-03-20,1256
2018-03-21,1256
2018-03-23,1265
2018-03-24,1262
2018-03-25,1254
2018-03-26,1238
2018-03-27,1232
2018-03-28,1232
2018-03-29,1232
2018-03-30,1232
2018-03-31,1224
2018-04-01,1224
2018-04-02,1231
2018-04-03,1225
2018-04-04,1177
2018-04-05,1177
2018-04-06,1139
2018-04-07,1139
2018-04-08,1150
2018-04-09,1190
2018-04-10,1190
2018-04-11,1250
2018-04-12,1300
2018-04-13,1300
2018-04-14,1356
2018-04-15,1424
2018-04-16,1424
2018-04-17,1396
2018-04-18,1396
2018-04-19,1388
2018-04-20,1392
2018-04-21,1344
2018-04-22,1344
2018-04-23,1347
2018-04-24,1347
2018-04-25,1364
2018-04-26,1364
2018-04-27,1362
2018-04-28,1390
2018-04-29,1383
2018-04-30,1398
2018-05-01,1429
2018-05-03,1467
2018-05-04,1467
2018-05-05,1493
2018-05-07,1528
2018-05-08,1528
2018-05-09,1587
2018-05-10,1588
2018-05-11,1588
2018-05-12,1604
2018-05-13,1604
2018-05-14,1603
2018-05-15,1603
2018-05-16,1665
2018-05-17,1665
2018-05-18,1671
2018-05-19,1681
2018-05-20,1681
2018-05-21,1687
2018-05-22,1687
2018-05-23,1678
2018-05-24,1670
2018-05-25,1670
2018-05-26,1636
2018-05-27,1636
2018-05-28,1604
2018-05-29,1606
2018-05-30,1549
2018-05-31,1483
2018-06-01,1433
2018-06-02,1445
2018-06-03,1445
2018-06-04,1421
2018-06-05,1470
2018-06-06,1453
2018-06-07,1453
2018-06-08,1470
2018-06-09,1470
2018-06-10,1493
2018-06-11,1493
2018-06-12,1428
2018-06-13,1371
2018-06-14,1302
2018-06-15,1302
2018-06-16,1245
2018-06-17,1188
2018-06-18,1136
2018-06-19,1129
2018-06-20,1129
2018-06-21,1148
2018-06-22,1161
2018-06-23,1161
2018-06-24,1180
2018-06-25,1219
2018-06-26,1219
2018-06-27,1260
2018-06-28,1274
2018-06-29,1273
2018-06-30,1302
2018-07-01,1282
2018-07-02,1282
2018-07-03,1285
2018-07-04,1285
2018-07-05,1278
2018-07-06,1274
2018-07-07,1274
2018-07-08,1290
2018-07-09,1296
2018-07-10,1321
2018-07-11,1338
2018-07-12,1338
2018-07-13,1319
2018-07-14,1307
2018-07-15,1307
2018-07-16,1288
2018-07-17,1258
2018-07-18,1258
2018-07-19,1255
2018-07-20,1287
2018-07-21,1245
2018-07-22,1228
2018-07-23,1218
2018-07-24,1218
2018-07-25,1206
2018-07-26,1185
2018-07-27,1141
2018-07-28,1141
2018-07-29,1133
2018-07-30,1077
2018-07-31,1023
2018-08-01,1023
2018-08-02,983
2018-08-03,983
2018-08-04,980
2018-08-05,956
2018-08-06,972
2018-08-07,972
2018-08-08,1002
2018-08-09,1002
2018-08-10,982
2018-08-11,1006
2018-08-12,1037
2018-08-14,1127
2018-08-16,1154
2018-08-17,1194
2018-08-18,1194
2018-08-19,1253
2018-08-20,1316
2018-08-21,1316
2018-08-22,1382
2018-08-23,1452
2018-08-24,1525
2018-08-25,1595
2018-08-26,1595
2018-08-27,1675
2018-08-28,1746
2018-08-29,1746
2018-08-30,1804
2018-08-31,1876
2018-09-01,1952
2018-09-02,1952
2018-09-03,2050
2018-09-04,2153
2018-09-05,2261
2018-09-06,2261
2018-09-07,2308
2018-09-08,2284
2018-09-09,2225
2018-09-10,2238
2018-09-11,2238
2018-09-12,2245
2018-09-13,2205
2018-09-14,2233
2018-09-15,2130
2018-09-16,2130
2018-09-17,2097
2018-09-18,2084
2018-09-19,2084
2018-09-20,2056
2018-09-21,2056
2018-09-22,2036
2018-09-23,2057
2018-09-24,2098
2018-09-25,2098
2018-09-26,2056
2018-09-27,2056
2018-09-28,2054
2018-09-29,2024
2018-09-30,2070
2018-10-01,2032
2018-10-02,2074
2018-10-03,2170
2018-10-04,2170
2018-10-05,2241
2018-10-06,2229
2018-10-07,2229
2018-10-08,2251
2018-10-09,2364
2018-10-10,2331
2018-10-11,2282
2018-10-12,2282
2018-10-13,2278
2018-10-14,2273
2018-10-15,2231
2018-10-16,2230
2018-10-17,2185
2018-10-18,2122
2018-10-19,2144
2018-10-20,2144
2018-10-21,2172
2018-10-22,2124
2018-10-23,2124
2018-10-24,2105
2018-10-25,2074
2018-10-26,2034
2018-10-27,1981
2018-10-28,1989
2018-10-29,1989
2018-10-30,1982
2018-10-31,2006
2018-11-01,1968
2018-11-03,1937
2018-11-04,1936
2018-11-05,1928
2018-11-06,1918
2018-11-07,1918
2018-11-08,1948
2018-11-09,2024
2018-11-10,2091
2018-11-11,2191
2018-11-12,2301
2018-11-13,2417
2018-11-14,2538
2018-11-15,2630
2018-11-16,2710
2018-11-17,2713
2018-11-18,2594
2018-11-19,2577
2018-11-20,2561
2018-11-21,2582
2018-11-22,2498
2018-11-23,2375
2018-11-24,2280
2018-11-25,2222
2018-11-26,2190
2018-11-27,2187
2018-11-28,2127
2018-11-29,2164
2018-12-01,2305
2018-12-02,2297
2018-12-03,2297
2018-12-04,2282
2018-12-05,2348
2018-12-07,2385
2018-12-09,2457
2018-12-10,2524
2018-12-11,2553
2018-12-12,2539
2018-12-13,2528
2018-12-14,2586
2018-12-15,2544
2018-12-16,2549
2018-12-17,2482
2018-12-18,2378
2018-12-19,2368
2018-12-20,2463
2018-12-21,2506
2018-12-22,2489
2018-12-23,2515
2018-12-24,2506
2018-12-25,2538
2018-12-26,2518
2018-12-27,2538
2018-12-28,2606
2018-12-29,2621
2018-12-30,2665
2018-12-31,2683
2019-01-01,2671
2019-01-02,2624
2019-01-03,2537
2019-01-04,2514
2019-01-05,2508
2019-01-06,2518
2019-01-08,2464
2019-01-10,2542
2019-01-11,2577
2019-01-12,2685
2019-01-13,2820
2019-01-14,2852
2019-01-15,2740
2019-01-16,2639
2019-01-17,2571
2019-01-18,2573
2019-01-19,2699
2019-01-20,2761
2019-01-21,2734
2019-01-22,2700
2019-01-23,2614
2019-01-24,2556
2019-01-25,2497
2019-01-26,2517
2019-01-27,2565
2019-01-28,2652
2019-01-29,2703
2019-01-30,2730
2019-01-31,2709
2019-02-01,2761
2019-02-02,2769
2019-02-03,2908
2019-02-04,3054
2019-02-05,3207
2019-02-06,3368
2019-02-07,3480
2019-02-08,3542
2019-02-09,3620
2019-02-10,3640
2019-02-11,3810
2019-02-12,3870
2019-02-13,3827
2019-02-14,3753
2019-02-15,3753
2019-02-16,3819
2019-02-17,3884
2019-02-18,3894
2019-02-19,3938
2019-02-20,3962
2019-02-21,3990
2019-02-22,4024
2019-02-23,4029
2019-02-24,4101
2019-02-25,4049
2019-02-26,4072
2019-02-27,4115
2019-02-28,4174
2019-03-01,4351
2019-03-02,4523
2019-03-03,4742
2019-03-04,4938
2019-03-05,5021
2019-03-06,5061
2019-03-07,5014
2019-03-08,4824
2019-03-09,4642
2019-03-10,4447
2019-03-11,4258
2019-03-12,4045
2019-03-13,3880
2019-03-14,3728
2019-03-15,3566
2019-03-16,3419
2019-03-17,3319
2019-03-18,3319
2019-03-19,3287
2019-03-20,3222
2019-03-21,3155
2019-03-22,3109
2019-03-23,3057
2019-03-24,2967
2019-03-25,2847
2019-03-26,2799
2019-03-27,2861
