date_obj,Eclectic%20impling%20jar price
2015-03-26,6200
2015-03-27,6200
2015-03-28,6200
2015-03-29,6200
2015-03-30,6200
2015-03-31,6200
2015-04-01,6200
2015-04-02,6200
2015-04-03,6200
2015-04-04,6200
2015-04-05,6094
2015-04-06,6094
2015-04-07,6094
2015-04-08,6094
2015-04-09,6094
2015-04-10,6094
2015-04-11,6094
2015-04-12,6094
2015-04-13,6094
2015-04-14,6094
2015-04-15,6094
2015-04-16,6094
2015-04-17,6094
2015-04-18,6094
2015-04-19,6094
2015-04-20,6094
2015-04-21,6094
2015-04-22,6094
2015-04-23,6094
2015-04-24,6094
2015-04-25,6094
2015-04-26,6094
2015-04-27,6094
2015-04-28,6094
2015-04-29,6094
2015-04-30,6094
2015-05-01,5976
2015-05-02,5976
2015-05-03,5976
2015-05-04,5976
2015-05-05,5976
2015-05-06,5976
2015-05-07,5976
2015-05-08,5976
2015-05-09,5976
2015-05-10,5976
2015-05-11,5976
2015-05-12,5976
2015-05-13,5976
2015-05-14,5976
2015-05-15,5976
2015-05-16,5976
2015-05-17,5976
2015-05-18,5976
2015-05-19,5976
2015-05-20,5976
2015-05-21,5976
2015-05-22,5976
2015-05-23,5976
2015-05-24,5976
2015-05-25,5976
2015-05-26,5976
2015-05-27,5976
2015-05-28,5713
2015-05-29,5713
2015-05-30,5713
2015-05-31,5713
2015-06-01,5713
2015-06-02,5713
2015-06-03,5713
2015-06-04,5713
2015-06-05,5713
2015-06-06,5713
2015-06-07,5713
2015-06-08,5713
2015-06-09,5713
2015-06-10,5713
2015-06-11,5713
2015-06-12,5713
2015-06-13,5713
2015-06-14,5713
2015-06-15,5713
2015-06-16,5713
2015-06-17,5713
2015-06-18,5713
2015-06-19,5713
2015-06-20,5713
2015-06-21,5713
2015-06-22,5713
2015-06-23,5713
2015-06-24,5713
2015-06-25,5713
2015-06-26,5713
2015-06-27,5713
2015-06-28,5548
2015-06-29,5548
2015-06-30,5548
2015-07-01,5548
2015-07-02,5548
2015-07-03,5548
2015-07-04,5548
2015-07-05,5548
2015-07-06,5548
2015-07-07,5548
2015-07-08,5548
2015-07-09,5548
2015-07-10,5548
2015-07-11,5548
2015-07-12,5548
2015-07-13,5548
2015-07-14,5548
2015-07-15,5548
2015-07-16,5548
2015-07-17,5548
2015-07-18,5548
2015-07-19,5548
2015-07-20,5548
2015-07-21,5548
2015-07-22,5548
2015-07-23,5548
2015-07-24,5548
2015-07-25,5548
2015-07-26,5548
2015-07-27,5548
2015-07-28,5548
2015-07-29,5548
2015-07-30,5496
2015-07-31,5496
2015-08-01,5496
2015-08-02,5496
2015-08-03,5496
2015-08-04,5496
2015-08-05,5496
2015-08-06,5496
2015-08-07,5496
2015-08-08,5496
2015-08-09,5496
2015-08-10,5496
2015-08-11,5496
2015-08-12,5496
2015-08-13,5496
2015-08-14,5496
2015-08-15,5496
2015-08-16,5496
2015-08-17,5496
2015-08-18,5496
2015-08-19,5496
2015-08-20,5496
2015-08-21,5496
2015-08-22,5496
2015-08-23,5496
2015-08-24,5496
2015-08-25,5496
2015-08-26,5496
2015-08-27,5481
2015-08-28,5481
2015-08-29,5481
2015-08-30,5481
2015-08-31,5481
2015-09-01,5481
2015-09-02,5481
2015-09-03,5481
2015-09-04,5481
2015-09-05,5481
2015-09-06,5481
2015-09-07,5481
2015-09-08,5481
2015-09-09,5481
2015-09-10,5481
2015-09-11,5481
2015-09-12,5481
2015-09-13,5481
2015-09-14,5481
2015-09-15,5481
2015-09-16,5481
2015-09-17,5481
2015-09-18,5481
2015-09-19,5481
2015-09-20,5481
2015-09-21,5481
2015-09-22,5481
2015-09-23,5481
2015-09-24,5481
2015-09-25,5481
2015-09-27,5481
2015-09-28,5481
2015-09-29,5481
2015-09-30,5476
2015-10-05,5476
2015-10-06,5476
2015-10-07,5476
2015-10-08,5476
2015-10-09,5476
2015-10-10,5476
2015-10-11,5476
2015-10-12,5476
2015-10-13,5476
2015-10-14,5476
2015-10-15,5476
2015-10-16,5476
2015-10-17,5476
2015-10-18,5476
2015-10-19,5476
2015-10-20,5476
2015-10-22,5476
2015-10-23,5476
2015-10-24,5476
2015-10-25,5476
2015-10-26,5476
2015-10-27,5476
2015-10-29,5476
2015-10-30,5476
2015-10-31,5476
2015-11-01,5476
2015-11-02,5476
2015-11-03,5330
2015-11-04,5330
2015-11-05,5330
2015-11-06,5330
2015-11-07,5330
2015-11-08,5330
2015-11-09,5330
2015-11-10,5330
2015-11-11,5330
2015-11-12,5330
2015-11-13,5330
2015-11-14,5330
2015-11-15,5330
2015-11-16,5330
2015-11-17,5330
2015-11-18,5330
2015-11-19,5330
2015-11-20,5330
2015-11-21,5330
2015-11-22,5330
2015-11-23,5330
2015-11-24,5330
2015-11-25,5330
2015-11-26,5330
2015-11-27,5330
2015-11-28,5330
2015-11-29,5330
2015-11-30,5330
2015-12-01,5330
2015-12-02,5330
2015-12-03,5330
2015-12-04,5330
2015-12-05,5330
2015-12-06,5330
2015-12-07,5330
2015-12-08,5377
2015-12-09,5377
2015-12-10,5377
2015-12-11,5377
2015-12-12,5377
2015-12-13,5377
2015-12-14,5377
2015-12-15,5377
2015-12-16,5377
2015-12-17,5377
2015-12-18,5377
2015-12-19,5377
2015-12-20,5377
2015-12-21,5377
2015-12-22,5377
2015-12-23,5377
2015-12-24,5377
2015-12-25,5377
2015-12-26,5377
2015-12-27,5377
2015-12-28,5377
2015-12-29,5377
2015-12-30,5377
2015-12-31,5377
2016-01-01,5377
2016-01-02,5377
2016-01-03,5377
2016-01-04,5377
2016-01-05,5377
2016-01-06,5239
2016-01-07,5239
2016-01-08,5239
2016-01-09,5239
2016-01-10,5239
2016-01-11,5239
2016-01-12,5239
2016-01-13,5239
2016-01-14,5239
2016-01-15,5239
2016-01-16,5239
2016-01-17,5239
2016-01-18,5239
2016-01-19,5239
2016-01-20,5239
2016-01-21,5239
2016-01-22,5239
2016-01-23,5239
2016-01-24,5239
2016-01-25,5239
2016-01-26,5239
2016-01-27,5239
2016-01-28,5239
2016-01-29,5239
2016-01-30,5239
2016-01-31,5239
2016-02-01,5239
2016-02-02,5239
2016-02-03,5239
2016-02-04,5239
2016-02-05,5239
2016-02-06,5053
2016-02-07,5053
2016-02-08,5053
2016-02-09,5053
2016-02-10,5053
2016-02-11,5053
2016-02-12,5053
2016-02-13,5053
2016-02-14,5053
2016-02-15,5053
2016-02-16,5053
2016-02-17,5053
2016-02-18,5053
2016-02-19,5053
2016-02-20,5053
2016-02-21,5053
2016-02-22,5053
2016-02-23,5053
2016-02-24,5053
2016-02-25,5053
2016-02-26,5053
2016-02-27,5053
2016-02-28,5053
2016-02-29,5053
2016-03-01,5053
2016-03-02,5053
2016-03-03,5053
2016-03-04,5053
2016-03-05,5053
2016-03-06,4933
2016-03-07,4933
2016-03-08,4933
2016-03-09,4933
2016-03-10,4933
2016-03-11,4933
2016-03-12,4933
2016-03-13,4933
2016-03-14,4933
2016-03-15,4933
2016-03-16,4933
2016-03-17,4933
2016-03-18,4933
2016-03-19,4933
2016-03-20,4933
2016-03-21,4933
2016-03-22,4933
2016-03-23,4933
2016-03-24,4933
2016-03-25,4933
2016-03-26,4933
2016-03-27,4933
2016-03-28,4933
2016-03-29,4933
2016-03-30,4843
2016-03-31,4843
2016-04-01,4843
2016-04-02,4843
2016-04-03,4843
2016-04-04,4843
2016-04-05,4843
2016-04-06,4843
2016-04-07,4843
2016-04-08,4843
2016-04-09,4843
2016-04-10,4843
2016-04-11,4843
2016-04-12,4843
2016-04-13,4843
2016-04-14,4843
2016-04-15,4843
2016-04-16,4843
2016-04-17,4843
2016-04-18,4843
2016-04-19,4843
2016-04-20,5060
2016-04-21,5313
2016-04-22,5578
2016-04-23,5857
2016-04-24,6139
2016-04-25,6425
2016-04-26,6387
2016-04-27,6272
2016-04-28,6302
2016-04-29,6302
2016-04-30,6226
2016-05-01,6226
2016-05-02,5975
2016-05-03,5956
2016-05-04,5956
2016-05-05,6063
2016-05-06,6063
2016-05-07,6184
2016-05-08,6184
2016-05-09,6462
2016-05-10,6462
2016-05-11,6496
2016-05-12,6496
2016-05-13,6261
2016-05-14,6261
2016-05-15,5988
2016-05-16,5988
2016-05-17,6250
2016-05-18,6250
2016-05-19,6403
2016-05-22,6560
2016-05-23,6451
2016-05-24,6451
2016-05-25,6221
2016-05-26,6221
2016-05-27,6009
2016-05-28,6009
2016-05-29,5772
2016-05-30,5772
2016-05-31,5772
2016-06-01,5937
2016-06-02,5937
2016-06-03,5937
2016-06-04,6188
2016-06-05,6188
2016-06-06,6188
2016-06-07,6412
2016-06-08,6412
2016-06-09,6247
2016-06-10,6247
2016-06-11,6463
2016-06-12,6463
2016-06-13,6495
2016-06-14,6495
2016-06-15,6609
2016-06-16,6404
2016-06-17,6095
2016-06-18,6095
2016-06-19,5969
