date_obj,Ensouled%20abyssal%20head price
2017-08-27,7180
2017-08-28,7194
2017-08-29,7088
2017-08-30,7045
2017-08-31,6871
2017-09-01,6882
2017-09-03,7088
2017-09-04,6917
2017-09-05,7002
2017-09-06,6973
2017-09-07,7150
2017-09-08,6906
2017-09-09,7114
2017-09-10,7218
2017-09-11,7296
2017-09-12,7128
2017-09-13,7206
2017-09-14,7155
2017-09-15,7332
2017-09-16,7359
2017-09-17,7350
2017-09-18,7171
2017-09-19,7024
2017-09-20,7192
2017-09-21,7300
2017-09-22,7317
2017-09-23,7360
2017-09-24,7287
2017-09-25,7264
2017-09-26,7316
2017-09-27,7158
2017-09-28,7200
2017-09-29,7298
2017-09-30,7212
2017-10-01,7141
2017-10-02,7195
2017-10-03,7173
2017-10-04,7129
2017-10-05,7132
2017-10-06,7075
2017-10-07,7062
2017-10-08,6803
2017-10-09,6681
2017-10-10,6566
2017-10-11,6462
2017-10-12,6411
2017-10-13,6602
2017-10-14,6441
2017-10-15,6381
2017-10-16,6380
2017-10-17,6535
2017-10-18,6756
2017-10-19,6814
2017-10-20,6605
2017-10-21,6428
2017-10-22,6488
2017-10-23,6628
2017-10-24,6747
2017-10-25,6621
2017-10-26,6449
2017-10-27,6325
2017-10-28,6200
2017-10-29,6112
2017-10-30,6094
2017-10-31,6076
2017-11-01,6060
2017-11-02,6097
2017-11-03,6205
2017-11-04,6246
2017-11-05,6253
2017-11-06,6418
2017-11-07,6496
2017-11-08,6463
2017-11-09,6515
2017-11-10,6545
2017-11-11,6467
2017-11-12,6345
2017-11-13,6282
2017-11-14,6305
2017-11-15,6293
2017-11-16,6245
2017-11-17,6220
2017-11-18,6171
2017-11-19,6242
2017-11-20,6103
2017-11-21,5851
2017-11-22,5724
2017-11-23,5521
2017-11-24,5364
2017-11-25,5486
2017-11-26,5690
2017-11-27,5810
2017-11-28,5939
2017-11-29,6068
2017-11-30,5961
2017-12-01,5909
2017-12-02,6065
2017-12-03,5950
2017-12-04,6047
2017-12-05,6086
2017-12-06,6071
2017-12-07,6131
2017-12-08,6135
2017-12-09,6092
2017-12-10,5997
2017-12-11,5953
2017-12-12,6031
2017-12-13,5965
2017-12-14,5866
2017-12-15,5773
2017-12-16,5661
2017-12-17,5656
2017-12-18,5591
2017-12-19,5634
2017-12-20,5840
2017-12-21,5763
2017-12-22,5756
2017-12-23,5928
2017-12-24,5913
2017-12-25,5858
2017-12-26,5822
2017-12-27,5627
2017-12-28,5458
2017-12-29,5467
2017-12-30,5533
2017-12-31,5578
2018-01-01,5591
2018-01-02,5624
2018-01-03,5531
2018-01-04,5550
2018-01-05,5519
2018-01-06,5392
2018-01-07,5339
2018-01-08,5397
2018-01-09,5412
2018-01-10,5460
2018-01-11,5380
2018-01-12,5454
2018-01-13,5533
2018-01-14,5583
2018-01-15,5786
2018-01-16,5907
2018-01-17,5862
2018-01-18,6029
2018-01-19,6239
2018-01-20,6429
2018-01-21,6534
2018-01-22,6739
2018-01-23,6905
2018-01-25,6486
2018-01-26,6350
2018-01-27,6585
2018-01-28,6797
2018-01-29,6907
2018-01-30,6885
2018-01-31,7046
2018-02-01,7027
2018-02-02,7118
2018-02-03,6908
2018-02-04,6736
2018-02-05,6637
2018-02-06,6450
2018-02-07,6369
2018-02-08,6291
2018-02-09,6176
2018-02-10,6149
2018-02-11,6331
2018-02-12,6600
2018-02-13,6748
2018-02-14,6620
2018-02-15,6537
2018-02-16,6594
2018-02-17,6440
2018-02-18,6445
2018-02-19,6597
2018-02-20,6613
2018-02-21,6884
2018-02-22,6940
2018-02-23,6835
2018-02-24,6735
2018-02-25,6788
2018-02-26,6769
2018-02-27,6817
2018-02-28,6891
2018-03-01,7062
2018-03-02,7244
2018-03-03,7151
2018-03-04,7198
2018-03-05,7284
2018-03-06,7235
2018-03-07,7187
2018-03-08,7160
2018-03-09,7356
2018-03-10,7287
2018-03-11,7214
2018-03-12,7269
2018-03-13,7238
2018-03-14,7490
2018-03-15,7792
2018-03-16,8045
2018-03-17,8182
2018-03-18,8205
2018-03-20,7868
2018-03-21,7531
2018-03-23,7757
2018-03-24,7669
2018-03-25,7619
2018-03-26,7668
2018-03-27,7722
2018-03-28,7793
2018-03-29,7726
2018-03-30,7768
2018-03-31,7684
2018-04-01,7633
2018-04-02,7704
2018-04-03,7703
2018-04-04,7584
2018-04-05,7314
2018-04-06,7060
2018-04-07,7092
2018-04-08,6986
2018-04-09,6897
2018-04-10,6577
2018-04-11,6385
2018-04-12,6465
2018-04-13,6462
2018-04-14,6739
2018-04-15,7037
2018-04-16,7384
2018-04-17,7233
2018-04-18,7280
2018-04-19,7293
2018-04-20,7257
2018-04-21,7210
2018-04-22,7267
2018-04-23,7224
2018-04-24,7184
2018-04-25,7094
2018-04-26,7056
2018-04-27,6992
2018-04-28,7036
2018-04-29,7039
2018-04-30,6981
2018-05-01,6933
2018-05-03,7015
2018-05-04,7217
2018-05-05,7382
2018-05-07,7343
2018-05-08,7206
2018-05-09,7130
2018-05-10,7083
2018-05-11,7130
2018-05-12,7107
2018-05-13,7166
2018-05-14,7152
2018-05-15,7152
2018-05-16,7134
2018-05-17,7103
2018-05-18,7084
2018-05-19,7040
2018-05-20,7125
2018-05-21,7157
2018-05-22,7087
2018-05-23,7259
2018-05-24,7298
2018-05-25,7268
2018-05-26,7279
2018-05-27,7420
2018-05-28,7426
2018-05-29,7598
2018-05-30,7685
2018-05-31,7808
2018-06-01,7838
2018-06-02,7619
2018-06-03,7573
2018-06-04,7438
2018-06-05,7369
2018-06-06,7156
2018-06-07,7032
2018-06-08,7068
2018-06-09,7229
2018-06-10,7137
2018-06-11,7203
2018-06-12,7060
2018-06-13,7023
2018-06-14,6831
2018-06-15,6662
2018-06-16,6542
2018-06-17,6609
2018-06-18,6606
2018-06-19,6589
2018-06-20,6599
2018-06-22,6747
2018-06-23,6614
2018-06-24,6716
2018-06-25,6796
2018-06-26,6958
2018-06-27,7227
2018-06-28,7102
2018-06-29,6979
2018-06-30,6853
2018-07-01,6819
2018-07-02,6901
2018-07-03,6893
2018-07-04,6704
2018-07-05,6562
2018-07-06,6487
2018-07-07,6464
2018-07-08,6528
2018-07-09,6517
2018-07-10,6607
2018-07-11,6582
2018-07-12,6678
2018-07-13,6695
2018-07-14,6658
2018-07-15,6544
2018-07-16,6553
2018-07-17,6544
2018-07-18,6595
2018-07-19,6606
2018-07-20,6561
2018-07-21,6566
2018-07-22,6739
2018-07-23,6747
2018-07-24,6912
2018-07-25,6735
2018-07-26,6716
2018-07-27,6704
2018-07-28,6694
2018-07-29,6688
2018-07-30,6852
2018-07-31,7096
2018-08-01,7180
2018-08-02,7250
2018-08-03,7144
2018-08-04,7070
2018-08-05,6919
2018-08-06,6794
2018-08-07,6795
2018-08-08,6760
2018-08-09,6746
2018-08-10,6741
2018-08-11,6700
2018-08-12,6875
2018-08-14,7213
2018-08-16,7270
2018-08-17,7275
2018-08-18,7239
2018-08-19,7100
2018-08-20,7012
2018-08-21,6930
2018-08-22,6828
2018-08-23,6769
2018-08-24,6647
2018-08-25,6542
2018-08-26,6551
2018-08-27,6562
2018-08-28,6569
2018-08-29,6530
2018-08-30,6587
2018-08-31,6636
2018-09-01,6831
2018-09-02,6647
2018-09-03,6579
2018-09-04,6775
2018-09-05,6645
2018-09-06,6716
2018-09-07,6850
2018-09-08,6818
2018-09-09,6884
2018-09-10,6748
2018-09-11,6649
2018-09-12,6670
2018-09-13,6740
2018-09-14,6698
2018-09-15,6664
2018-09-16,6680
2018-09-17,6598
2018-09-18,6600
2018-09-19,6702
2018-09-20,6754
2018-09-21,6744
2018-09-22,6774
2018-09-23,6741
2018-09-24,6912
2018-09-25,7086
2018-09-26,7080
2018-09-27,7130
2018-09-28,6996
2018-09-29,6868
2018-09-30,6950
2018-10-01,6981
2018-10-02,6864
2018-10-03,6773
2018-10-04,6703
2018-10-05,6504
2018-10-06,6477
2018-10-07,6599
2018-10-08,6693
2018-10-09,6669
2018-10-10,6638
2018-10-11,6621
2018-10-12,6652
2018-10-13,6666
2018-10-14,6653
2018-10-15,6618
2018-10-16,6587
2018-10-17,6552
2018-10-18,6649
2018-10-19,6627
2018-10-20,6630
2018-10-21,6582
2018-10-22,6611
2018-10-23,6548
2018-10-24,6515
2018-10-25,6498
2018-10-26,6510
2018-10-27,6367
2018-10-28,6189
2018-10-29,6039
2018-10-30,6043
2018-10-31,6054
2018-11-01,5985
2018-11-03,5928
2018-11-04,6051
2018-11-05,6086
2018-11-06,6190
2018-11-07,6201
2018-11-08,6110
2018-11-09,6188
2018-11-10,6233
2018-11-11,6156
2018-11-12,6083
2018-11-13,6211
2018-11-14,6234
2018-11-15,6293
2018-11-16,6321
2018-11-17,6326
2018-11-18,6249
2018-11-19,6261
2018-11-20,6331
2018-11-21,6424
2018-11-22,6391
2018-11-23,6321
2018-11-24,6089
2018-11-25,6258
2018-11-26,6099
2018-11-27,6150
2018-11-28,6128
2018-11-29,6088
2018-12-01,6161
2018-12-02,6120
2018-12-03,6241
2018-12-04,6199
2018-12-05,6091
2018-12-07,5969
2018-12-09,6051
2018-12-10,6117
2018-12-11,6151
2018-12-12,6121
2018-12-13,6133
2018-12-14,6110
2018-12-15,6080
2018-12-16,6014
2018-12-17,6062
2018-12-18,6099
2018-12-19,6060
2018-12-20,5995
2018-12-21,5908
2018-12-22,5747
2018-12-23,5926
2018-12-24,6075
2018-12-25,6022
2018-12-26,6024
2018-12-27,5965
2018-12-28,6055
2018-12-29,6079
2018-12-30,6081
2018-12-31,6071
2019-01-01,5931
2019-01-02,5914
2019-01-03,5870
2019-01-04,5822
2019-01-05,5960
2019-01-06,5893
2019-01-08,5812
2019-01-10,5452
2019-01-11,5386
2019-01-12,5337
2019-01-13,5436
2019-01-14,5628
2019-01-15,5824
2019-01-16,5739
2019-01-17,5951
2019-01-18,5913
2019-01-19,5681
2019-01-20,5634
2019-01-21,5530
2019-01-22,5524
2019-01-23,5557
2019-01-24,5668
2019-01-25,5788
2019-01-26,5782
2019-01-27,5971
2019-01-28,6071
2019-01-29,5934
2019-01-30,5857
2019-01-31,5908
2019-02-01,5893
2019-02-02,5894
2019-02-03,5838
2019-02-04,5768
2019-02-05,5894
2019-02-06,5870
2019-02-07,5920
2019-02-08,5920
2019-02-09,6002
2019-02-10,5833
2019-02-11,5791
2019-02-12,5679
2019-02-13,5652
2019-02-14,5596
2019-02-15,5700
2019-02-16,5687
2019-02-17,5790
2019-02-18,5726
2019-02-19,5692
2019-02-20,5708
2019-02-21,5922
2019-02-22,6034
2019-02-23,6065
2019-02-24,5853
2019-02-25,5982
2019-02-26,6037
2019-02-27,6069
2019-02-28,6087
2019-03-01,6166
2019-03-02,6372
2019-03-03,6274
2019-03-04,6137
2019-03-05,6096
2019-03-06,5973
2019-03-07,5932
2019-03-08,5900
2019-03-09,5868
2019-03-10,5914
2019-03-11,6021
2019-03-12,6177
2019-03-13,6105
2019-03-14,6307
2019-03-15,6348
2019-03-16,6448
2019-03-17,6576
2019-03-18,6549
2019-03-19,6363
2019-03-20,6108
2019-03-21,5963
2019-03-22,5908
2019-03-23,5936
2019-03-24,5987
2019-03-25,6040
2019-03-26,5953
2019-03-27,6064
2019-03-28,6066
2019-03-29,6167
2019-03-30,6276
2019-03-31,6209
2019-04-01,6220
2019-04-02,6195
2019-04-03,6263
2019-04-04,6185
2019-04-05,6191
2019-04-06,6190
2019-04-07,6211
2019-04-08,6272
2019-04-09,6356
2019-04-10,6397
2019-04-11,6703
2019-04-12,6837
2019-04-13,6688
2019-04-14,6470
2019-04-15,6245
2019-04-16,6177
2019-04-17,6122
2019-04-18,5974
2019-04-19,6006
2019-04-20,5837
2019-04-21,5826
2019-04-22,5943
2019-04-23,6012
2019-04-24,5949
2019-04-25,5879
2019-04-26,5869
2019-04-27,5765
2019-04-28,5564
2019-04-29,5690
2019-04-30,5707
2019-05-01,5814
2019-05-02,5688
2019-05-03,5760
2019-05-04,5796
2019-05-05,5661
2019-05-06,5562
2019-05-07,5611
2019-05-08,5642
2019-05-09,5718
2019-05-10,5790
2019-05-11,5928
2019-05-12,5943
2019-05-13,5968
2019-05-14,5791
2019-05-15,5683
2019-05-16,5662
2019-05-17,5720
2019-05-18,5769
2019-05-19,5943
2019-05-20,6058
2019-05-21,5984
2019-05-22,5972
2019-05-23,6000
2019-05-24,6008
2019-05-25,6175
2019-05-26,6076
2019-05-27,5884
2019-05-28,5698
2019-05-29,5645
2019-05-30,5760
2019-05-31,5907
2019-06-01,5874
2019-06-02,5828
2019-06-03,5881
2019-06-04,5786
2019-06-05,5690
2019-06-06,5756
2019-06-07,5847
2019-06-08,5732
2019-06-09,5846
2019-06-10,5872
2019-06-11,5869
2019-06-12,5796
2019-06-13,5749
2019-06-14,5741
2019-06-15,5630
2019-06-16,5498
2019-06-17,5543
2019-06-18,5471
2019-06-19,5435
2019-06-20,5313
2019-06-21,5225
2019-06-22,5219
2019-06-23,5239
2019-06-24,5222
2019-06-25,5334
2019-06-26,5364
2019-06-27,5403
2019-06-28,5516
2019-06-29,5596
2019-06-30,5675
2019-07-01,5811
2019-07-02,5925
2019-07-03,6127
2019-07-04,6049
2019-07-05,5923
2019-07-06,5705
2019-07-07,5600
2019-07-08,5535
2019-07-09,5527
2019-07-10,5545
2019-07-11,5718
2019-07-12,5818
2019-07-13,5879
2019-07-14,5933
2019-07-15,6008
2019-07-16,5967
2019-07-17,5934
2019-07-18,5911
2019-07-19,5889
2019-07-20,5774
2019-07-21,5739
2019-07-22,5816
2019-07-23,5841
2019-07-24,5814
2019-07-25,5747
2019-07-26,5641
2019-07-27,5628
2019-07-28,5566
2019-07-29,5546
2019-07-30,5752
2019-07-31,5940
2019-08-01,5873
2019-08-02,5792
2019-08-03,5778
2019-08-04,5914
2019-08-05,6042
2019-08-06,6115
2019-08-07,6251
2019-08-08,6383
2019-08-09,6447
2019-08-10,6461
2019-08-11,6222
2019-08-12,6450
2019-08-13,6518
2019-08-14,6583
2019-08-15,6464
2019-08-16,6343
2019-08-17,6147
2019-08-18,6246
2019-08-19,6519
2019-08-20,6671
2019-08-21,6505
2019-08-22,6386
2019-08-23,6378
2019-08-24,6145
2019-08-24,6145
2019-08-25,6090
2019-08-25,6090
2019-08-26,6060
2019-08-27,6047
2019-08-27,6047
2019-08-28,6047
2019-08-29,6033
2019-08-30,5961
2019-08-31,6080
2019-09-01,6006
2019-09-02,5982
2019-09-03,6028
2019-09-04,5875
2019-09-05,5801
2019-09-06,5781
2019-09-07,5819
2019-09-08,5677
2019-09-09,5772
2019-09-10,5876
2019-09-11,5822
2019-09-12,5714
2019-09-13,5713
2019-09-14,5830
2019-09-15,5931
2019-09-16,5959
2019-09-17,5939
2019-09-18,6077
2019-09-19,6041
2019-09-20,6081
2019-09-21,6111
2019-09-22,6037
2019-09-23,5874
2019-09-24,5852
2019-09-25,5767
2019-09-26,5593
2019-09-27,5620
2019-09-28,5527
2019-09-29,5513
2019-09-30,5515
2019-10-01,5490
2019-10-02,5546
2019-10-03,5320
2019-10-04,5403
2019-10-05,5469
2019-10-06,5615
2019-10-07,5840
2019-10-08,5681
2019-10-09,5611
2019-10-10,5572
2019-10-11,5592
2019-10-12,5515
2019-10-13,5646
2019-10-14,5854
2019-10-15,5836
2019-10-16,5760
2019-10-17,5709
2019-10-18,5691
2019-10-19,5646
2019-10-20,5572
2019-10-21,5504
2019-10-22,5623
2019-10-23,5653
2019-10-24,5621
2019-10-25,5639
2019-10-26,5457
2019-10-27,5362
2019-10-28,5378
2019-10-29,5549
2019-10-30,5711
2019-10-31,5610
2019-11-01,5517
2019-11-02,5597
2019-11-03,5750
2019-11-04,5884
2019-11-05,5922
2019-11-06,6017
2019-11-07,5965
2019-11-08,5702
2019-11-09,5711
2019-11-10,5662
2019-11-11,5615
2019-11-12,5591
2019-11-13,5693
2019-11-14,5654
2019-11-15,5777
2019-11-16,5971
2019-11-17,5986
2019-11-18,6202
2019-11-19,6446
2019-11-20,6667
2019-11-21,6647
2019-11-22,6664
2019-11-23,6634
2019-11-24,6486
2019-11-25,6174
2019-11-26,6445
2019-11-27,6724
2019-11-28,7005
2019-11-29,7318
2019-11-30,7684
2019-12-01,7745
2019-12-02,7898
2019-12-03,7784
2019-12-04,7435
2019-12-05,7063
2019-12-06,6709
2019-12-07,6815
2019-12-08,7040
2019-12-09,7392
2019-12-10,7628
2019-12-11,7842
2019-12-12,7893
2019-12-13,7746
2019-12-14,7483
2019-12-15,7246
2019-12-16,7117
2019-12-17,7136
2019-12-18,7189
2019-12-19,7056
2019-12-20,6947
2019-12-21,6612
2019-12-22,6700
2019-12-23,6670
2019-12-24,6564
2019-12-25,6608
2019-12-26,6760
2019-12-27,6792
2019-12-28,6799
2019-12-29,6883
2019-12-30,6743
