date_obj,Frog-leather%20boots price
2015-10-20,1948
2015-10-22,1948
2015-10-23,1948
2015-10-24,1948
2015-10-25,1929
2015-10-26,1929
2015-10-27,1929
2015-10-29,1929
2015-10-30,1924
2015-10-31,1924
2015-11-01,1924
2015-11-02,1924
2015-11-03,1924
2015-11-04,1971
2015-11-05,1971
2015-11-06,1971
2015-11-07,1971
2015-11-08,1971
2015-11-09,2008
2015-11-10,2008
2015-11-11,2008
2015-11-12,2008
2015-11-13,2008
2015-11-14,1961
2015-11-15,1961
2015-11-16,1961
2015-11-17,1961
2015-11-18,1961
2015-11-19,1895
2015-11-20,1895
2015-11-21,1895
2015-11-22,1895
2015-11-23,1895
2015-11-24,1910
2015-11-25,1910
2015-11-26,1910
2015-11-27,1910
2015-11-28,1834
2015-11-29,1834
2015-11-30,1834
2015-12-01,1834
2015-12-02,1797
2015-12-03,1797
2015-12-04,1797
2015-12-05,1797
2015-12-06,1767
2015-12-07,1767
2015-12-08,1767
2015-12-09,1767
2015-12-10,1722
2015-12-11,1722
2015-12-12,1722
2015-12-13,1722
2015-12-14,1722
2015-12-15,1758
2015-12-16,1758
2015-12-17,1758
2015-12-18,1758
2015-12-19,1758
2015-12-20,1820
2015-12-21,1820
2015-12-22,1820
2015-12-23,1820
2015-12-24,1820
2015-12-25,1791
2015-12-26,1791
2015-12-27,1791
2015-12-28,1791
2015-12-29,1805
2015-12-30,1805
2015-12-31,1805
2016-01-01,1805
2016-01-02,1805
2016-01-03,1738
2016-01-04,1738
2016-01-05,1738
2016-01-06,1738
2016-01-07,1716
2016-01-08,1716
2016-01-09,1716
2016-01-10,1716
2016-01-11,1706
2016-01-12,1706
2016-01-13,1706
2016-01-14,1706
2016-01-15,1634
2016-01-16,1634
2016-01-17,1634
2016-01-18,1634
2016-01-19,1554
2016-01-20,1554
2016-01-21,1554
2016-01-22,1479
2016-01-23,1479
2016-01-24,1479
2016-01-25,1410
2016-01-26,1410
2016-01-27,1410
2016-01-28,1410
2016-01-29,1350
2016-01-30,1350
2016-01-31,1350
2016-02-01,1314
2016-02-02,1314
2016-02-03,1314
2016-02-04,1314
2016-02-05,1251
2016-02-06,1251
2016-02-07,1251
2016-02-08,1190
2016-02-09,1190
2016-02-10,1190
2016-02-11,1131
2016-02-12,1131
2016-02-13,1131
2016-02-14,1079
2016-02-15,1079
2016-02-16,1079
2016-02-17,1031
2016-02-18,1031
2016-02-19,1031
2016-02-20,1031
2016-02-21,979
2016-02-22,979
2016-02-23,979
2016-02-24,979
2016-02-25,959
2016-02-26,959
2016-02-27,959
2016-02-28,959
2016-02-29,971
2016-03-01,971
2016-03-02,971
2016-03-03,973
2016-03-04,973
2016-03-05,973
2016-03-06,973
2016-03-07,978
2016-03-08,978
2016-03-09,978
2016-03-10,986
2016-03-11,986
2016-03-12,986
2016-03-13,986
2016-03-14,989
2016-03-15,989
2016-03-16,989
2016-03-17,989
2016-03-18,968
2016-03-19,968
2016-03-20,968
2016-03-21,968
2016-03-22,950
2016-03-23,950
2016-03-24,950
2016-03-25,950
2016-03-26,903
2016-03-27,903
2016-03-28,859
2016-03-29,859
2016-03-30,859
2016-03-31,835
2016-04-01,835
2016-04-02,835
2016-04-03,847
2016-04-04,847
2016-04-05,847
2016-04-06,847
2016-04-07,822
2016-04-08,822
2016-04-09,822
2016-04-10,809
2016-04-11,809
2016-04-12,809
2016-04-13,809
2016-04-14,809
2016-04-15,807
2016-04-16,807
2016-04-17,807
2016-04-18,781
2016-04-19,781
2016-04-20,781
2016-04-21,781
2016-04-22,781
2016-04-23,756
2016-04-24,756
2016-04-25,756
2016-04-26,756
2016-04-27,752
2016-04-28,752
2016-04-29,752
2016-04-30,752
2016-05-01,737
2016-05-02,737
2016-05-03,737
2016-05-04,737
2016-05-05,734
2016-05-06,734
2016-05-07,734
2016-05-08,734
2016-05-09,734
2016-05-10,736
2016-05-11,736
2016-05-12,736
2016-05-13,736
2016-05-14,746
2016-05-15,746
2016-05-16,746
2016-05-17,773
2016-05-18,773
2016-05-19,773
2016-05-22,781
2016-05-23,781
2016-05-24,762
2016-05-25,762
2016-05-26,762
2016-05-27,753
2016-05-28,753
2016-05-29,753
2016-05-30,753
2016-05-31,753
2016-06-01,753
2016-06-02,720
2016-06-03,720
2016-06-04,720
2016-06-05,693
2016-06-06,693
2016-06-07,693
2016-06-08,686
2016-06-09,686
2016-06-10,686
2016-06-11,673
2016-06-12,673
2016-06-13,673
2016-06-14,653
2016-06-15,653
2016-06-16,653
2016-06-17,641
2016-06-18,641
2016-06-19,641
2016-06-20,646
2016-06-21,646
2016-06-22,646
2016-06-23,663
2016-06-24,663
2016-06-25,663
2016-06-26,656
2016-06-27,656
2016-06-28,656
2016-06-29,623
2016-06-30,623
2016-07-01,619
2016-07-02,619
2016-07-03,619
2016-07-04,622
2016-07-05,622
2016-07-06,622
2016-07-07,634
2016-07-08,634
2016-07-09,634
2016-07-10,605
2016-07-11,605
2016-07-12,605
2016-07-13,574
2016-07-14,574
2016-07-15,574
2016-07-16,561
2016-07-17,561
2016-07-18,561
2016-07-23,562
2016-07-24,566
2016-07-25,566
2016-07-26,566
2016-07-27,566
2016-07-28,566
2016-07-29,576
2016-07-30,576
2016-07-31,576
2016-08-01,576
2016-08-02,547
2016-08-03,547
2016-08-04,547
2016-08-05,547
2016-08-06,555
2016-08-07,555
2016-08-08,555
2016-08-09,555
2016-08-10,536
2016-08-11,536
2016-08-12,536
2016-08-13,536
2016-08-14,536
2016-08-15,535
2016-08-16,535
2016-08-17,535
2016-08-18,535
2016-08-19,535
2016-08-20,545
2016-08-21,545
2016-08-22,545
2016-08-23,545
2016-08-24,545
2016-08-25,568
2016-08-26,568
2016-08-28,568
2016-08-31,593
2016-09-01,593
2016-09-02,593
2016-09-03,593
2016-09-04,593
2016-09-05,613
2016-09-06,613
2016-09-07,613
2016-09-08,613
2016-09-09,613
2016-09-10,617
2016-09-11,617
2016-09-12,617
2016-09-13,617
2016-09-14,617
2016-09-15,629
2016-09-16,629
2016-09-17,629
2016-09-18,629
2016-09-19,629
2016-09-20,642
2016-09-21,642
2016-09-22,642
2016-09-23,642
2016-09-24,642
2016-09-25,651
2016-09-26,651
2016-09-27,651
2016-09-28,651
2016-09-29,651
2016-09-30,658
2016-10-01,658
2016-10-02,658
2016-10-03,658
2016-10-04,658
2016-10-05,658
2016-10-06,675
2016-10-07,675
2016-10-08,675
2016-10-09,675
2016-10-10,675
2016-10-11,690
2016-10-12,690
2016-10-13,690
2016-10-14,690
2016-10-15,690
2016-10-16,678
2016-10-17,678
2016-10-18,678
2016-10-19,678
2016-10-20,693
2016-10-21,693
2016-10-22,693
2016-10-23,693
2016-10-24,666
2016-10-25,666
2016-10-26,666
2016-10-27,666
2016-10-28,666
2016-10-29,632
2016-10-30,632
2016-10-31,632
2016-11-01,632
2016-11-02,632
2016-11-03,600
2016-11-04,600
2016-11-05,600
2016-11-06,600
2016-11-07,570
2016-11-08,570
2016-11-09,570
2016-11-10,544
2016-11-11,544
2016-11-12,544
2016-11-13,544
2016-11-14,544
2016-11-15,544
2016-12-07,540
2016-12-08,558
2016-12-09,558
2016-12-10,558
2016-12-11,558
2016-12-12,558
2016-12-13,569
2016-12-14,569
2016-12-15,569
2016-12-16,569
2016-12-17,591
2016-12-18,591
2016-12-19,591
2016-12-20,591
2016-12-21,616
2016-12-22,616
2016-12-23,616
2016-12-24,616
2016-12-25,641
2016-12-26,641
2016-12-27,641
2016-12-28,641
2016-12-29,662
2016-12-30,662
2016-12-31,662
2017-01-01,662
2017-01-02,659
2017-01-03,659
2017-01-04,659
2017-01-05,659
2017-01-06,671
2017-01-07,671
2017-01-08,671
2017-01-09,677
2017-01-10,677
2017-01-11,677
2017-01-12,686
2017-01-13,686
2017-01-14,686
2017-01-15,686
2017-01-16,712
2017-01-17,712
2017-01-18,712
2017-01-19,734
2017-01-20,734
2017-01-21,734
2017-01-22,738
2017-01-23,738
2017-01-27,720
2017-01-28,720
2017-01-29,720
2017-01-30,720
2017-01-31,720
2017-02-01,725
2017-02-02,725
2017-02-03,725
2017-02-04,737
2017-02-05,737
2017-02-06,737
2017-02-07,737
2017-02-08,737
2017-02-09,737
2017-02-10,737
2017-02-11,744
2017-02-12,744
2017-02-13,744
2017-02-14,771
2017-02-15,771
2017-02-16,771
2017-02-18,790
2017-02-19,790
2017-02-20,790
2017-02-21,758
2017-02-22,758
2017-02-23,758
2017-02-24,758
2017-02-25,758
2017-02-26,758
2017-02-27,758
2017-02-28,761
2017-03-01,761
2017-03-02,761
2017-03-03,761
2017-03-04,777
2017-03-05,777
2017-03-06,777
2017-03-07,793
2017-03-08,793
2017-03-09,793
2017-03-10,793
2017-03-11,792
2017-03-12,792
2017-03-13,792
2017-03-14,792
2017-03-15,826
2017-03-16,826
2017-03-17,826
2017-03-18,826
2017-03-19,804
2017-03-20,804
2017-03-21,804
2017-03-22,835
2017-03-23,835
2017-03-24,835
2017-03-25,835
2017-03-26,870
2017-03-27,870
2017-03-28,870
2017-03-29,855
2017-03-30,855
2017-03-31,855
2017-04-01,829
2017-04-02,829
2017-04-03,829
2017-04-04,805
2017-04-12,727
2017-04-13,727
2017-04-14,727
2017-04-15,738
2017-04-16,738
2017-04-17,738
2017-04-18,753
2017-04-19,753
2017-04-20,753
2017-04-21,720
2017-04-22,720
2017-04-23,720
2017-04-24,692
2017-04-25,692
2017-04-26,692
2017-04-27,694
2017-04-28,694
2017-04-29,694
2017-04-30,678
2017-05-01,678
2017-05-02,678
2017-05-03,678
2017-05-04,685
2017-05-05,685
2017-05-06,685
2017-05-07,672
2017-05-08,672
2017-05-09,672
2017-05-10,680
2017-05-11,680
2017-05-12,680
2017-05-13,696
2017-05-14,696
2017-05-15,696
2017-05-16,696
2017-05-17,693
2017-05-18,693
2017-05-19,693
2017-05-20,693
2017-05-21,673
2017-05-22,673
2017-05-23,673
2017-05-24,651
2017-05-25,651
2017-05-26,651
2017-05-27,638
2017-05-28,638
2017-05-29,638
2017-05-30,617
2017-05-31,617
2017-06-01,617
2017-06-02,610
2017-06-03,610
2017-06-04,610
2017-06-05,616
2017-06-06,616
2017-06-07,616
2017-06-08,606
2017-06-09,606
2017-06-10,617
2017-06-11,617
2017-06-12,617
2017-06-13,633
2017-06-14,633
2017-06-15,633
2017-06-16,660
2017-06-17,660
2017-06-18,660
2017-06-19,660
2017-06-20,672
2017-06-21,672
2017-06-22,672
2017-06-23,672
2017-06-24,695
2017-06-25,695
2017-06-26,695
2017-06-27,707
2017-06-28,707
2017-06-29,707
2017-06-30,707
2017-07-01,718
2017-07-02,718
2017-07-03,718
2017-07-04,718
2017-07-05,746
2017-07-06,746
2017-07-07,746
2017-07-08,746
2017-07-13,695
2017-07-14,695
2017-07-15,695
2017-07-16,695
2017-07-17,727
2017-07-18,727
2017-07-19,727
2017-07-20,727
2017-07-21,752
2017-07-22,752
2017-07-23,752
2017-07-24,756
2017-07-25,756
2017-07-26,756
2017-07-27,738
2017-07-28,738
2017-07-29,738
2017-07-30,721
2017-07-31,721
2017-08-01,721
2017-08-02,721
2017-08-03,719
2017-08-04,719
2017-08-05,719
2017-08-06,745
2017-08-09,759
2017-08-10,759
2017-08-11,759
2017-08-12,772
2017-08-13,772
2017-08-14,772
2017-08-15,772
2017-08-16,791
2017-08-17,791
2017-08-18,791
2017-08-19,791
2017-08-20,805
2017-08-21,805
2017-08-22,805
2017-08-23,788
2017-08-24,788
2017-08-25,788
2017-08-26,788
2017-08-27,795
2017-08-28,795
2017-08-29,795
2017-08-30,803
2017-08-31,803
2017-09-01,803
2017-09-02,809
2017-09-03,809
2017-09-04,809
2017-09-05,808
2017-09-06,808
2017-09-07,808
2017-09-08,793
2017-09-09,793
2017-09-10,796
2017-09-11,796
2017-09-12,796
2017-09-13,766
2017-09-14,766
2017-09-15,766
2017-09-16,766
2017-09-17,746
2017-09-18,746
2017-09-19,746
2017-09-20,729
2017-09-21,729
2017-09-22,729
2017-09-23,729
2017-09-24,733
2017-09-25,733
2017-09-26,733
2017-09-27,733
2017-09-28,704
2017-09-29,704
2017-09-30,704
2017-10-01,704
2017-10-02,725
2017-10-03,725
2017-10-04,725
2017-10-05,725
2017-10-06,725
2017-10-07,727
2017-10-08,727
2017-10-09,727
2017-10-10,727
2017-10-11,718
2017-10-12,718
2017-10-13,718
2017-10-14,726
2017-10-15,726
2017-10-16,726
2017-10-17,726
2017-10-18,740
2017-10-19,740
2017-10-20,740
2017-10-21,740
2017-10-22,733
2017-10-23,733
2017-10-24,733
2017-10-25,741
2017-10-26,741
2017-10-27,741
2017-10-28,741
2017-10-29,746
2017-10-30,746
2017-10-31,746
2017-11-01,746
2017-11-02,746
2017-11-03,765
2017-11-04,765
2017-11-05,765
2017-11-06,765
2017-11-07,803
2017-11-08,803
2017-11-09,803
2017-11-10,803
2017-11-11,820
2017-11-12,820
2017-11-13,820
2017-11-14,820
2017-11-15,814
2017-11-16,814
2017-11-17,814
2017-11-18,814
2017-11-19,800
2017-11-20,800
2017-11-21,800
2017-11-22,800
2017-11-23,801
2017-11-24,801
2017-11-25,801
2017-11-26,801
2017-11-27,801
2017-11-28,812
2017-11-29,812
2017-11-30,812
2017-12-01,812
2017-12-02,831
2017-12-03,831
2017-12-04,831
2017-12-05,819
2017-12-06,819
2017-12-07,819
2017-12-08,819
2017-12-09,831
2017-12-10,831
2017-12-11,831
2017-12-12,831
2017-12-13,861
2017-12-14,861
2017-12-15,861
2017-12-16,861
2017-12-17,893
2017-12-18,893
2017-12-19,893
2017-12-20,902
2017-12-21,902
2017-12-22,902
2017-12-23,898
2017-12-24,898
2017-12-25,898
2017-12-26,898
2017-12-27,893
2017-12-28,893
2017-12-29,893
2017-12-30,914
2017-12-31,914
2018-01-01,914
2018-01-02,952
2018-01-03,952
2018-01-04,952
2018-01-05,993
2018-01-06,993
2018-01-07,993
2018-01-08,976
2018-01-09,976
2018-01-10,976
2018-01-11,976
2018-01-12,990
2018-01-13,990
2018-01-14,990
2018-01-15,1037
2018-01-16,1037
2018-01-17,1037
2018-01-18,1007
2018-01-19,1007
2018-01-20,1007
2018-01-21,958
2018-01-22,958
2018-01-23,915
2018-01-24,915
2018-01-25,905
2018-01-26,905
2018-01-27,864
2018-01-28,852
2018-01-29,866
2018-01-30,866
2018-01-31,882
2018-02-01,882
2018-02-02,893
2018-02-03,900
2018-02-04,900
2018-02-05,905
2018-02-06,905
2018-02-07,879
2018-02-08,879
2018-02-09,868
2018-02-10,868
2018-02-11,863
2018-02-12,869
2018-02-13,869
2018-02-14,862
2018-02-15,862
2018-02-16,874
2018-02-17,874
2018-02-18,891
2018-02-19,909
2018-02-20,909
2018-02-21,940
2018-02-22,940
2018-02-23,974
2018-02-24,974
2018-02-25,962
2018-02-26,962
2018-02-27,948
2018-02-28,948
2018-03-01,942
2018-03-02,950
2018-03-03,950
2018-03-04,966
2018-03-05,966
2018-03-06,981
2018-03-07,981
2018-03-08,988
2018-03-09,988
2018-03-10,988
2018-03-11,1009
2018-03-12,1009
2018-03-13,1006
2018-03-14,1006
2018-03-15,1027
2018-03-16,1027
2018-03-17,1020
2018-03-18,1020
2018-03-20,983
2018-03-21,983
2018-03-23,984
2018-03-24,964
2018-03-25,964
2018-03-26,998
2018-03-27,998
2018-03-28,948
2018-03-29,948
2018-03-30,910
2018-03-31,910
2018-04-01,899
2018-04-02,899
2018-04-03,899
2018-04-04,899
2018-04-05,926
2018-04-06,926
2018-04-07,973
2018-04-08,973
2018-04-09,999
2018-04-10,999
2018-04-11,995
2018-04-12,995
2018-04-13,1026
2018-04-14,1026
2018-04-15,1046
2018-04-16,1046
2018-04-17,1076
2018-04-18,1076
2018-04-19,1089
2018-04-20,1089
2018-04-21,1102
2018-04-22,1102
2018-04-23,1139
2018-04-24,1139
2018-04-25,1119
2018-04-26,1119
2018-04-27,1119
2018-04-28,1116
2018-04-29,1116
2018-04-30,1060
2018-05-01,1060
2018-05-02,1057
2018-05-03,1057
2018-05-04,1079
2018-05-05,1093
2018-05-06,1093
2018-05-07,1093
2018-05-08,1099
2018-05-09,1099
2018-05-10,1072
2018-05-11,1072
2018-05-12,1086
2018-05-13,1086
2018-05-14,1104
2018-05-15,1104
2018-05-16,1105
2018-05-17,1105
2018-05-18,1126
2018-05-19,1126
2018-05-20,1163
2018-05-21,1163
2018-05-22,1220
2018-05-23,1280
2018-05-24,1280
2018-05-25,1266
2018-05-26,1245
2018-05-27,1245
2018-05-28,1189
2018-05-29,1189
2018-05-30,1150
2018-05-31,1150
2018-06-01,1154
2018-06-02,1157
2018-06-03,1157
2018-06-04,1176
2018-06-05,1176
2018-06-06,1182
2018-06-07,1182
2018-06-08,1178
2018-06-09,1178
2018-06-10,1175
2018-06-11,1175
2018-06-12,1150
2018-06-13,1123
2018-06-14,1123
2018-06-15,1066
2018-06-16,1066
2018-06-17,1012
2018-06-18,1012
2018-06-19,965
2018-06-20,965
2018-06-21,955
2018-06-22,955
2018-06-23,971
2018-06-24,971
2018-06-25,975
2018-06-26,975
2018-06-27,964
2018-06-28,964
2018-06-29,915
2018-06-30,915
2018-07-01,869
2018-07-02,869
2018-07-03,887
2018-07-04,887
2018-07-05,887
2018-07-06,925
2018-07-07,925
2018-07-08,935
2018-07-09,955
2018-07-10,955
2018-07-11,944
2018-07-12,944
2018-07-13,912
2018-07-14,929
2018-07-15,929
2018-07-16,947
2018-07-17,974
2018-07-18,974
2018-07-19,944
2018-07-20,944
2018-07-21,966
2018-07-22,971
2018-07-23,944
2018-07-24,944
2018-07-25,949
2018-07-26,963
2018-07-27,1002
2018-07-28,1002
2018-07-29,1047
2018-07-30,1083
2018-07-31,1105
2018-08-01,1105
2018-08-02,1122
2018-08-03,1122
2018-08-04,1162
2018-08-05,1153
2018-08-06,1098
2018-08-07,1046
2018-08-08,1013
2018-08-09,1013
2018-08-10,991
2018-08-11,971
2018-08-12,974
2018-08-14,967
2018-08-16,987
2018-08-17,998
2018-08-18,998
2018-08-19,1001
2018-08-20,991
2018-08-21,991
2018-08-22,963
2018-08-23,990
2018-08-24,1010
2018-08-25,1041
2018-08-26,1074
2018-08-27,1112
2018-08-28,1143
2018-08-29,1187
2018-08-30,1187
2018-08-31,1216
2018-09-01,1212
2018-09-02,1212
2018-09-03,1256
2018-09-04,1226
2018-09-05,1185
2018-09-06,1185
2018-09-07,1217
2018-09-08,1247
2018-09-09,1261
2018-09-10,1276
2018-09-11,1276
2018-09-12,1268
2018-09-13,1208
2018-09-14,1151
2018-09-15,1116
2018-09-16,1116
2018-09-17,1114
2018-09-18,1060
2018-09-19,1066
2018-09-20,1091
2018-09-21,1056
2018-09-22,1033
2018-09-23,1023
2018-09-24,1019
2018-09-25,1019
2018-09-26,1010
2018-09-27,1010
2018-09-28,992
2018-09-29,992
2018-09-30,963
2018-10-01,974
2018-10-02,1003
2018-10-03,989
2018-10-04,989
2018-10-05,961
2018-10-06,912
2018-10-07,912
2018-10-08,872
2018-10-09,828
2018-10-10,786
2018-10-11,752
2018-10-12,752
2018-10-13,753
2018-10-14,753
2018-10-15,748
2018-10-16,734
2018-10-17,721
2018-10-18,693
2018-10-19,685
2018-10-20,685
2018-10-21,650
2018-10-22,640
2018-10-23,640
2018-10-24,658
2018-10-25,654
2018-10-26,654
2018-10-27,621
2018-10-28,591
2018-10-29,591
2018-10-30,580
2018-10-31,576
2018-11-01,584
2018-11-03,580
2018-11-04,566
2018-11-05,584
2018-11-06,597
2018-11-07,604
2018-11-08,625
2018-11-09,622
2018-11-10,624
2018-11-11,615
2018-11-12,625
2018-11-13,631
2018-11-14,642
2018-11-15,664
2018-11-16,652
2018-11-17,676
2018-11-18,698
2018-11-19,722
2018-11-20,732
2018-11-21,752
2018-11-22,739
2018-11-23,765
2018-11-24,731
2018-11-25,745
2018-11-26,739
2018-11-27,766
2018-11-28,790
2018-11-29,821
2018-12-01,858
2018-12-02,863
2018-12-03,888
2018-12-04,922
2018-12-05,875
2018-12-07,793
2018-12-09,790
2018-12-10,797
2018-12-11,809
2018-12-12,814
2018-12-13,816
2018-12-14,828
2018-12-15,789
2018-12-16,785
2018-12-17,792
2018-12-18,790
2018-12-19,812
2018-12-20,819
2018-12-21,837
2018-12-22,856
2018-12-23,899
2018-12-24,931
2018-12-25,925
2018-12-26,919
2018-12-27,951
2018-12-28,997
2018-12-29,976
2018-12-30,928
2018-12-31,912
2019-01-01,894
2019-01-02,876
2019-01-03,836
2019-01-04,796
2019-01-05,766
2019-01-06,742
2019-01-08,722
2019-01-10,719
2019-01-11,702
2019-01-12,695
2019-01-13,696
2019-01-14,701
2019-01-15,711
2019-01-16,708
2019-01-17,733
2019-01-18,739
2019-01-19,752
2019-01-20,772
2019-01-21,795
2019-01-22,822
2019-01-23,793
2019-01-24,783
2019-01-25,783
2019-01-26,795
2019-01-27,827
2019-01-28,864
2019-01-29,906
2019-01-30,949
2019-01-31,908
2019-02-01,862
2019-02-02,820
2019-02-03,779
2019-02-04,749
2019-02-05,711
2019-02-06,678
2019-02-07,644
2019-02-08,611
2019-02-09,580
2019-02-10,551
2019-02-11,526
2019-02-12,528
2019-02-13,524
2019-02-14,524
2019-02-15,521
2019-02-16,523
2019-02-17,534
2019-02-18,554
2019-02-19,554
2019-02-20,561
2019-02-21,575
2019-02-22,575
2019-02-23,592
2019-02-24,594
2019-02-25,602
2019-02-26,597
2019-02-27,610
2019-02-28,612
2019-03-01,620
2019-03-02,638
2019-03-03,624
2019-03-04,610
2019-03-05,608
2019-03-06,620
2019-03-07,615
2019-03-08,615
2019-03-09,601
2019-03-10,593
2019-03-11,587
2019-03-12,585
2019-03-13,585
2019-03-14,575
2019-03-15,575
2019-03-16,569
2019-03-17,540
2019-03-18,540
2019-03-19,520
2019-03-20,516
2019-03-21,519
2019-03-22,519
2019-03-23,521
2019-03-24,533
2019-03-25,533
2019-03-26,559
2019-03-27,559
2019-03-28,579
2019-03-29,583
2019-03-30,583
2019-03-31,553
2019-04-01,569
2019-04-02,569
2019-04-03,597
2019-04-04,625
2019-04-05,655
2019-04-06,674
2019-04-07,658
2019-04-08,667
2019-04-09,667
2019-04-10,676
2019-04-11,655
2019-04-12,658
2019-04-13,648
2019-04-14,669
2019-04-15,669
2019-04-16,680
2019-04-17,680
2019-04-18,670
2019-04-19,670
2019-04-20,690
2019-04-21,690
2019-04-22,699
2019-04-23,691
2019-04-24,691
2019-04-25,680
2019-04-26,664
2019-04-27,664
2019-04-28,636
2019-04-29,609
2019-04-30,578
2019-05-01,578
2019-05-02,565
2019-05-03,571
2019-05-04,558
2019-05-05,558
2019-05-06,561
2019-05-07,555
2019-05-08,555
2019-05-09,561
2019-05-10,561
2019-05-11,569
2019-05-12,567
2019-05-13,587
2019-05-14,602
2019-05-15,602
2019-05-16,590
2019-05-17,590
2019-05-18,587
2019-05-19,587
2019-05-20,612
2019-05-21,612
2019-05-22,630
2019-05-23,611
2019-05-24,611
2019-05-25,583
2019-05-26,555
2019-05-27,527
2019-05-28,501
2019-05-29,475
2019-05-30,453
2019-05-31,431
2019-06-01,412
2019-06-02,412
2019-06-03,412
2019-06-04,424
2019-06-05,444
2019-06-06,444
2019-06-07,467
2019-06-08,490
2019-06-09,515
2019-06-10,515
2019-06-11,530
2019-06-12,530
2019-06-13,551
2019-06-14,551
2019-06-15,575
2019-06-16,601
2019-06-17,626
2019-06-18,626
2019-06-19,651
2019-06-20,677
2019-06-21,677
2019-06-22,711
2019-06-23,725
2019-06-24,725
2019-06-25,695
2019-06-26,695
2019-06-27,660
2019-06-28,660
2019-06-29,627
2019-06-30,612
2019-07-01,612
2019-07-02,618
2019-07-03,605
2019-07-04,605
2019-07-05,574
2019-07-06,548
2019-07-07,548
