date_obj,Armadyl%20platelegs price
2019-02-16,39036
2019-02-17,39600
2019-02-18,40064
2019-02-19,39993
2019-02-20,39467
2019-02-21,39667
2019-02-22,40112
2019-02-23,39589
2019-02-24,39297
2019-02-25,39346
2019-02-26,39378
2019-02-27,39593
2019-02-28,39630
2019-03-01,39691
2019-03-02,40163
2019-03-03,40094
2019-03-04,39213
2019-03-05,39375
2019-03-06,39521
2019-03-07,39734
2019-03-08,39734
2019-03-09,40025
2019-03-10,40735
2019-03-11,41761
2019-03-12,42256
2019-03-13,41713
2019-03-14,41105
2019-03-15,40842
2019-03-16,40012
2019-03-17,40565
2019-03-18,41508
2019-03-19,41002
2019-03-20,40444
2019-03-21,40204
2019-03-22,40401
2019-03-23,39658
2019-03-24,39574
2019-03-25,39701
2019-03-26,39188
2019-03-27,39188
2019-03-28,39623
2019-03-29,38903
2019-03-30,38903
2019-03-31,38790
2019-04-01,39161
2019-04-02,39033
2019-04-03,39204
2019-04-04,39379
2019-04-05,39314
2019-04-06,38881
2019-04-07,39225
2019-04-08,39626
2019-04-09,40321
2019-04-10,40250
2019-04-11,39678
2019-04-12,39682
2019-04-13,39532
2019-04-14,39425
2019-04-15,39305
2019-04-16,38956
2019-04-17,38690
2019-04-18,38760
2019-04-19,38663
2019-04-20,38998
2019-04-21,39109
2019-04-22,39679
2019-04-23,39821
2019-04-24,40261
2019-04-25,39479
2019-04-26,38914
2019-04-27,38480
2019-04-28,38639
2019-04-29,38302
2019-04-30,38419
2019-05-01,37857
2019-05-02,38227
2019-05-03,38117
2019-05-04,37519
2019-05-05,37906
2019-05-06,37877
2019-05-07,38076
2019-05-08,38297
2019-05-09,38438
2019-05-10,38143
2019-05-11,38079
2019-05-12,38432
2019-05-13,38567
2019-05-14,38653
2019-05-15,38653
2019-05-16,38652
2019-05-17,39093
2019-05-18,38553
2019-05-19,38613
2019-05-20,39026
2019-05-21,39295
2019-05-22,39267
2019-05-23,38573
2019-05-24,38462
2019-05-25,38494
2019-05-26,38814
2019-05-27,39128
2019-05-28,39017
2019-05-29,39004
2019-05-30,38465
2019-05-31,39026
2019-06-01,39659
2019-06-02,40226
2019-06-03,39954
2019-06-04,40896
2019-06-05,41779
2019-06-06,43441
2019-06-07,43686
2019-06-08,43943
2019-06-09,42817
2019-06-10,42817
2019-06-11,42417
2019-06-12,41818
2019-06-13,41310
2019-06-14,42591
2019-06-15,42257
2019-06-16,41928
2019-06-17,41341
2019-06-18,41062
2019-06-19,41607
2019-06-20,41849
2019-06-21,40856
2019-06-22,41129
2019-06-23,40555
2019-06-24,40311
2019-06-25,40770
2019-06-26,40529
2019-06-27,40626
2019-06-28,40626
2019-06-29,40592
2019-06-30,40827
2019-07-01,40646
2019-07-02,40517
2019-07-03,39862
2019-07-04,39310
2019-07-05,39535
2019-07-06,39306
2019-07-07,38785
2019-07-08,38884
2019-07-09,39306
2019-07-10,39014
2019-07-11,39053
2019-07-12,38722
2019-07-13,38722
2019-07-14,38191
2019-07-15,38191
2019-07-16,38456
2019-07-17,39004
2019-07-18,39282
2019-07-19,39687
2019-07-20,39903
2019-07-21,39569
2019-07-22,39814
2019-07-23,39657
2019-07-24,39958
2019-07-25,40977
2019-07-26,41448
2019-07-27,41632
2019-07-28,42485
2019-07-29,42962
2019-07-30,43316
2019-07-31,42936
2019-08-01,43932
2019-08-02,44168
2019-08-03,43771
2019-08-04,42278
2019-08-05,41480
2019-08-06,40368
2019-08-07,39201
2019-08-08,38150
2019-08-09,38339
2019-08-10,38121
2019-08-11,37813
2019-08-12,37987
2019-08-13,37776
2019-08-14,38599
2019-08-15,39797
2019-08-16,40933
2019-08-17,40933
2019-08-18,41370
2019-08-19,42113
2019-08-20,42269
2019-08-21,42279
2019-08-22,42798
2019-08-23,43652
2019-08-24,43877
2019-08-24,43877
2019-08-25,44051
2019-08-25,44051
2019-08-26,44315
2019-08-27,42738
2019-08-27,42738
2019-08-28,42066
2019-08-29,42178
2019-08-30,41956
2019-08-31,41956
2019-09-01,41640
2019-09-02,41640
2019-09-03,41126
2019-09-04,40229
2019-09-05,39753
2019-09-06,39429
2019-09-07,39110
2019-09-08,38969
2019-09-09,38632
2019-09-10,39431
2019-09-11,39220
2019-09-12,39134
2019-09-13,39134
2019-09-14,38898
2019-09-15,38616
2019-09-16,38484
2019-09-17,39253
2019-09-18,39362
2019-09-19,39362
2019-09-20,39977
2019-09-21,40064
2019-09-22,39067
2019-09-23,39276
2019-09-24,39276
2019-09-25,39366
2019-09-26,39445
2019-09-27,39445
2019-09-28,39259
2019-09-29,39021
2019-09-30,39919
2019-10-01,40679
2019-10-02,40679
2019-10-03,40359
2019-10-04,40008
2019-10-05,40165
2019-10-06,40533
2019-10-07,41265
2019-10-08,40713
2019-10-09,40713
2019-10-10,40452
2019-10-11,40497
2019-10-12,39726
2019-10-13,39711
2019-10-14,40165
2019-10-15,40394
2019-10-16,39966
2019-10-17,39966
2019-10-18,39486
2019-10-19,38545
2019-10-20,38808
2019-10-21,38814
2019-10-22,38916
2019-10-23,39103
2019-10-24,39119
2019-10-25,39441
2019-10-26,40447
2019-10-27,41429
2019-10-28,41921
2019-10-29,41921
2019-10-30,42217
2019-10-31,41343
2019-11-01,42123
2019-11-02,41626
2019-11-03,40483
2019-11-04,40044
2019-11-05,40044
2019-11-06,39790
2019-11-07,40310
2019-11-08,40392
2019-11-09,40526
2019-11-10,41321
2019-11-11,42168
2019-11-12,42229
2019-11-13,41976
2019-11-14,41571
2019-11-15,41245
2019-11-16,41151
2019-11-17,41151
2019-11-18,40904
2019-11-19,40904
2019-11-20,40399
2019-11-21,40399
2019-11-22,40003
2019-11-23,40199
2019-11-24,39803
2019-11-25,39700
2019-11-26,40062
2019-11-27,40062
2019-11-28,40067
2019-11-29,39466
2019-11-30,39521
2019-12-01,38821
2019-12-02,38825
2019-12-03,38957
2019-12-04,39184
2019-12-05,39184
2019-12-06,39601
2019-12-07,38489
2019-12-08,39182
2019-12-09,39284
2019-12-10,39134
2019-12-11,39483
2019-12-12,39483
2019-12-13,40097
2019-12-14,40708
2019-12-15,41476
2019-12-16,40367
2019-12-17,39837
2019-12-18,39934
2019-12-19,40183
2019-12-20,40074
2019-12-21,39819
2019-12-22,39524
2019-12-23,39186
2019-12-24,39352
2019-12-25,39196
2019-12-26,39196
2019-12-27,39823
2019-12-28,40129
2019-12-29,40129
2019-12-30,39977
2019-12-31,39150
2020-01-01,39438
2020-01-02,39299
2020-01-03,39465
2020-01-04,38886
2020-01-05,39557
2020-01-06,40148
2020-01-07,40162
2020-01-08,40162
2020-01-09,40259
2020-01-10,40487
2020-01-11,40379
2020-01-12,39786
2020-01-13,39786
2020-01-14,39699
2020-01-15,39860
2020-01-16,39836
2020-01-17,39759
2020-01-18,39759
2020-01-19,40186
2020-01-20,39881
2020-01-21,38818
2020-01-22,39155
2020-01-23,39250
2020-01-24,39085
2020-01-25,39276
2020-01-26,38875
2020-01-27,39383
2020-01-28,39440
2020-01-29,39510
2020-01-30,39318
2020-01-31,38283
2020-02-01,38372
2020-02-02,38444
2020-02-03,38760
2020-02-04,38902
2020-02-05,39023
2020-02-06,38648
2020-02-07,38678
2020-02-08,38878
2020-02-09,38432
2020-02-10,38642
2020-02-11,38608
2020-02-12,38588
2020-02-13,38294
2020-02-14,38264
2020-02-15,38391
2020-02-16,38435
2020-02-17,38972
2020-02-18,39234
2020-02-19,38965
2020-02-20,39098
2020-02-21,39098
2020-02-22,39280
2020-02-23,38082
2020-02-24,37830
2020-02-25,38185
2020-02-26,38493
2020-02-27,38822
2020-02-28,39038
2020-02-29,39038
2020-03-01,39292
2020-03-02,39361
2020-03-03,39508
2020-03-04,39508
2020-03-05,39283
2020-03-06,39190
2020-03-07,39570
2020-03-08,39829
2020-03-09,40226
2020-03-10,40403
2020-03-11,39052
2020-03-12,38439
2020-03-13,37775
2020-03-14,37279
2020-03-15,37903
2020-03-16,38416
2020-03-17,39066
2020-03-18,39058
2020-03-19,39370
2020-03-20,39240
2020-03-21,38355
2020-03-22,38666
2020-03-23,38352
2020-03-24,38234
2020-03-25,38098
2020-03-26,38238
2020-03-27,38358
2020-03-28,38141
2020-03-29,38039
2020-03-30,38166
2020-03-31,38113
2020-04-01,38251
2020-04-02,38244
2020-04-03,38244
2020-04-04,38589
2020-04-05,38573
2020-04-06,38798
2020-04-07,38901
2020-04-08,39218
2020-04-09,38955
2020-04-10,38941
2020-04-11,39057
2020-04-12,38607
2020-04-13,38812
2020-04-14,38760
2020-04-15,38073
2020-04-16,37778
2020-04-17,37860
2020-04-18,38442
2020-04-19,38165
2020-04-20,38295
2020-04-21,38847
2020-04-22,39629
2020-04-23,40475
2020-04-24,40339
2020-04-25,40021
2020-04-26,39605
2020-04-27,40107
2020-04-28,40502
2020-04-29,40253
2020-04-30,39859
2020-05-01,38975
2020-05-02,38557
2020-05-03,38799
2020-05-04,39004
2020-05-05,38519
2020-05-06,38553
2020-05-07,38417
2020-05-08,38168
2020-05-09,37900
2020-05-10,38555
2020-05-11,38802
2020-05-12,38561
2020-05-13,38643
