date_obj,Peaceful%20blessing price
2016-07-06,974132
2016-07-07,925425
2016-07-08,879153
2016-07-09,835195
2016-07-10,793435
2016-07-11,753763
2016-07-12,716913
2016-07-13,681977
2016-07-14,648640
2016-07-15,617158
2016-07-16,586300
2016-07-17,556985
2016-07-18,529135
2016-07-23,410590
2016-07-24,390060
2016-07-25,370557
2016-07-26,352661
2016-07-27,335027
2016-07-28,318668
2016-07-29,302734
2016-07-30,287597
2016-07-31,273677
2016-08-01,260519
2016-08-02,247493
2016-08-03,235118
2016-08-04,223560
2016-08-05,212663
2016-08-06,202029
2016-08-07,191927
2016-08-08,182727
2016-08-09,173590
2016-08-10,165129
2016-08-11,157116
2016-08-12,149474
2016-08-13,142295
2016-08-14,135322
2016-08-15,128555
2016-08-16,122243
2016-08-17,116278
2016-08-18,110791
2016-08-19,105463
2016-08-20,100189
2016-08-21,95679
2016-08-22,91051
2016-08-23,86498
2016-08-24,82386
2016-08-25,78472
2016-08-26,78472
2016-08-28,70943
2016-08-31,64025
2016-09-01,60823
2016-09-02,60823
2016-09-03,57781
2016-09-04,54891
2016-09-05,52283
2016-09-06,49778
2016-09-07,49778
2016-09-08,47289
2016-09-09,47289
2016-09-10,44924
2016-09-11,44924
2016-09-12,42677
2016-09-13,40606
2016-09-14,40606
2016-09-15,38575
2016-09-16,38575
2016-09-17,36646
2016-09-18,34901
2016-09-19,33256
2016-09-20,33256
2016-09-21,31593
2016-09-22,30013
2016-09-23,28586
2016-09-24,28586
2016-09-25,27156
2016-09-26,27156
2016-09-27,25798
2016-09-28,24582
2016-09-29,24582
2016-09-30,23352
2016-10-01,22184
2016-10-02,22184
2016-10-03,21102
2016-10-04,21102
2016-10-05,20090
2016-10-06,20090
2016-10-07,19276
2016-10-08,18858
2016-10-09,18858
2016-10-10,18360
2016-10-11,18038
2016-10-12,18038
2016-10-13,17605
2016-10-14,17605
2016-10-15,17200
2016-10-16,17200
2016-10-17,16397
2016-10-18,16397
2016-10-19,15588
2016-10-20,15588
2016-10-21,14860
2016-10-22,14860
2016-10-23,14495
2016-10-24,13817
2016-10-25,13817
2016-10-26,13298
2016-10-27,13298
2016-10-28,12934
2016-10-29,12345
2016-10-30,11846
2016-10-31,11313
2016-11-01,11313
2016-11-02,10751
2016-11-03,10751
2016-11-04,10257
2016-11-05,10257
2016-11-06,9835
2016-11-07,9389
2016-11-08,9135
2016-11-09,9135
2016-11-10,9034
2016-11-11,9034
2016-11-12,8890
2016-11-13,8890
2016-11-14,8762
2016-12-07,6946
2016-12-08,6828
2016-12-09,6788
2016-12-10,6788
2016-12-11,6753
2016-12-12,6636
2016-12-13,6759
2016-12-14,6731
2016-12-15,6731
2016-12-16,6779
2016-12-17,6992
2016-12-18,6992
2016-12-19,7160
2016-12-20,7329
2016-12-21,7550
2016-12-22,7550
2016-12-23,7802
2016-12-24,7802
2016-12-25,8033
2016-12-26,8111
2016-12-27,8389
2016-12-28,8628
2016-12-29,8760
2016-12-30,8918
2016-12-31,9150
2017-01-01,9265
2017-01-02,9411
2017-01-03,9592
2017-01-04,9613
2017-01-05,9605
2017-01-06,9638
2017-01-07,9515
2017-01-08,9398
2017-01-09,9484
2017-01-10,9331
2017-01-11,9337
2017-01-12,9231
2017-01-13,9231
2017-01-14,9090
2017-01-15,8908
2017-01-16,8721
2017-01-17,8653
2017-01-18,8558
2017-01-19,8558
2017-01-20,8538
2017-01-21,8332
2017-01-22,7954
2017-01-27,7331
2017-01-28,7270
2017-01-29,7290
2017-01-30,7290
2017-01-31,7290
2017-02-01,7448
2017-02-02,7520
2017-02-03,7606
2017-02-04,7649
2017-02-05,7726
2017-02-06,7738
2017-02-07,7648
2017-02-08,7614
2017-02-09,7614
2017-02-10,7618
2017-02-11,7566
2017-02-12,7566
2017-02-13,7546
2017-02-14,7525
2017-02-15,7525
2017-02-16,7548
2017-02-18,7685
2017-02-19,7838
2017-02-20,7875
2017-02-21,7897
2017-02-22,7897
2017-02-23,7870
2017-02-24,7870
2017-02-25,7855
2017-02-26,7842
2017-02-27,7692
2017-02-28,7650
2017-03-01,7465
2017-03-02,7259
2017-03-03,7259
2017-03-04,7121
2017-03-05,6947
2017-03-06,6936
2017-03-07,6886
2017-03-08,6886
2017-03-09,6840
2017-03-10,6786
2017-03-11,6855
2017-03-12,6878
2017-03-13,6894
2017-03-14,6936
2017-03-15,6882
2017-03-16,6921
2017-03-17,6829
2017-03-18,6823
2017-03-19,6778
2017-03-20,6711
2017-03-21,6648
2017-03-22,6535
2017-03-23,6469
2017-03-24,6396
2017-03-25,6396
2017-03-26,6327
2017-03-27,6327
2017-03-28,6275
2017-03-29,6134
2017-03-30,6126
2017-03-31,6069
2017-04-01,5971
2017-04-02,5963
2017-04-03,5791
2017-04-04,5709
2017-04-12,5480
2017-04-13,5499
2017-04-14,5466
2017-04-15,5390
2017-04-16,5235
2017-04-17,5085
2017-04-18,4891
2017-04-19,4914
2017-04-20,4891
2017-04-21,4895
2017-04-22,4854
2017-04-23,4810
2017-04-24,4784
2017-04-25,4659
2017-04-26,4659
2017-04-27,4587
2017-04-28,4493
2017-04-29,4487
2017-04-30,4514
2017-05-01,4489
2017-05-02,4460
2017-05-03,4450
2017-05-04,4342
2017-05-05,4268
2017-05-06,4264
2017-05-07,4262
2017-05-08,4138
2017-05-09,4089
2017-05-10,4022
2017-05-11,4033
2017-05-12,4006
2017-05-13,3974
2017-05-14,3976
2017-05-15,3946
2017-05-16,3951
2017-05-17,3930
2017-05-18,3921
2017-05-19,3921
2017-05-20,3940
2017-05-21,3940
2017-05-22,3964
2017-05-23,4003
2017-05-24,4059
2017-05-25,4068
2017-05-26,4061
2017-05-27,4056
2017-05-28,4043
2017-05-29,4047
2017-05-30,4135
2017-05-31,4170
2017-06-01,4205
2017-06-02,4176
2017-06-03,4223
2017-06-06,4263
2017-06-07,4280
2017-06-08,4280
2017-06-09,4256
2017-06-10,4230
2017-06-11,4294
2017-06-12,4311
2017-06-13,4390
2017-06-14,4417
2017-06-15,4526
2017-06-16,4686
2017-06-17,4856
2017-06-18,4802
2017-06-19,4802
2017-06-20,4835
2017-06-21,4840
2017-06-22,4840
2017-06-23,4830
2017-06-24,4848
2017-06-25,4768
2017-06-26,4703
2017-06-27,4706
2017-06-28,4692
2017-06-29,4732
2017-06-30,4752
2017-07-01,4752
2017-07-02,4740
2017-07-03,4726
2017-07-04,4732
2017-07-06,4736
2017-07-07,4736
2017-07-08,4796
2017-07-13,4847
2017-07-14,4934
2017-07-15,4934
2017-07-16,4977
2017-07-17,5030
2017-07-18,5017
2017-07-19,5042
2017-07-20,5016
2017-07-21,5020
2017-07-22,4995
2017-07-23,4917
2017-07-24,4913
2017-07-25,4920
2017-07-26,4963
2017-07-27,4991
2017-07-28,5026
2017-07-29,5035
2017-07-30,5054
2017-07-31,5054
2017-08-01,5069
2017-08-02,5105
2017-08-03,5190
2017-08-04,5190
2017-08-05,5146
2017-08-06,5150
2017-08-09,5168
2017-08-10,4992
2017-08-11,4972
2017-08-12,5027
2017-08-13,5051
2017-08-14,4987
2017-08-15,5034
2017-08-17,5175
2017-08-18,5175
2017-08-19,5260
2017-08-20,5273
2017-08-21,5364
2017-08-22,5446
2017-08-23,5558
2017-08-24,5721
2017-08-25,5772
2017-08-26,5667
2017-08-27,5621
2017-08-28,5620
2017-08-29,5620
2017-08-30,5719
2017-08-31,5827
2017-09-01,6016
2017-09-02,6045
2017-09-03,6045
2017-09-04,6172
2017-09-05,6244
2017-09-06,6336
2017-09-07,6488
2017-09-08,6488
2017-09-09,6638
2017-09-10,6586
2017-09-11,6684
2017-09-12,6829
2017-09-13,6834
2017-09-14,6615
2017-09-15,6615
2017-09-16,6592
2017-09-17,6469
2017-09-19,6343
2017-09-20,6334
2017-09-21,6247
2017-09-22,6298
2017-09-23,6298
2017-09-24,6296
2017-09-25,6266
2017-09-26,6390
2017-09-27,6529
2017-09-28,6533
2017-09-29,6626
2017-09-30,6668
2017-10-01,6820
2017-10-02,6794
2017-10-03,6913
2017-10-04,6913
2017-10-05,7064
2017-10-06,7096
2017-10-07,7042
2017-10-08,6988
2017-10-09,6966
2017-10-10,6927
2017-10-11,6927
2017-10-12,6963
2017-10-13,6925
2017-10-14,6800
2017-10-15,6800
2017-10-16,6865
2017-10-17,6865
2017-10-18,6721
2017-10-19,6632
2017-10-20,6629
2017-10-21,6551
2017-10-22,6505
2017-10-23,6534
2017-10-24,6411
2017-10-25,6269
2017-10-26,6245
2017-10-27,6130
2017-10-28,6130
2017-10-29,6098
2017-10-30,6040
2017-10-31,6074
2017-11-01,6074
2017-11-02,6084
2017-11-03,6154
2017-11-04,6229
2017-11-05,6396
2017-11-06,6255
2017-11-07,6281
2017-11-08,6245
2017-11-09,6217
2017-11-10,6317
2017-11-11,6288
2017-11-12,6241
2017-11-13,6135
2017-11-14,6070
2017-11-15,6057
2017-11-16,6008
2017-11-17,6011
2017-11-18,6011
2017-11-19,5952
2017-11-20,5996
2017-11-21,5971
2017-11-22,5971
2017-11-23,6009
2017-11-24,6068
2017-11-25,6143
2017-11-26,6257
2017-11-27,6257
2017-11-28,6388
2017-11-29,6491
2017-11-30,6413
2017-12-01,6568
2017-12-02,6627
2017-12-03,6879
2017-12-04,6997
2017-12-05,7248
2017-12-06,7454
2017-12-07,7479
2017-12-08,7479
2017-12-09,7523
2017-12-10,7575
2017-12-11,7595
2017-12-12,7531
2017-12-14,7595
2017-12-15,7445
2017-12-16,7491
2017-12-17,7303
2017-12-18,7132
2017-12-19,7139
2017-12-20,7042
2017-12-21,6957
2017-12-22,6984
2017-12-23,6919
2017-12-24,6909
2017-12-25,6989
2017-12-26,6915
2017-12-27,6594
2017-12-28,6444
2017-12-29,6333
2017-12-30,6326
2017-12-31,6267
2018-01-01,6025
2018-01-02,5908
2018-01-03,5843
2018-01-04,5721
2018-01-05,5721
2018-01-06,5622
2018-01-07,5645
2018-01-08,5643
2018-01-09,5562
2018-01-10,5608
2018-01-11,5638
2018-01-12,5666
2018-01-13,5738
2018-01-14,5707
2018-01-15,5799
2018-01-16,5822
2018-01-17,5790
2018-01-18,5827
2018-01-19,5827
2018-01-20,5772
2018-01-21,5806
2018-01-22,5736
2018-01-23,5783
2018-01-24,5859
2018-01-25,5823
2018-01-26,5840
2018-01-27,5879
2018-01-28,5900
2018-01-29,5933
2018-01-31,6065
2018-02-01,6068
2018-02-02,5957
2018-02-03,5991
2018-02-04,6041
2018-02-05,5961
2018-02-06,5881
2018-02-07,5860
2018-02-08,5976
2018-02-09,6106
2018-02-10,6162
2018-02-11,6275
2018-02-12,6494
2018-02-13,6589
2018-02-14,6694
2018-02-15,6945
2018-02-16,7041
2018-02-17,7201
2018-02-18,7288
2018-02-19,7355
2018-02-20,7463
2018-02-21,7550
2018-02-22,7608
2018-02-23,7568
2018-02-24,7484
2018-02-25,7437
2018-02-26,7432
2018-02-27,7411
2018-03-01,7254
2018-03-02,7169
2018-03-03,7055
2018-03-04,6839
2018-03-05,6788
2018-03-06,6740
2018-03-07,6656
2018-03-08,6597
2018-03-09,6487
2018-03-10,6341
2018-03-11,6331
2018-03-12,6296
2018-03-13,6330
2018-03-14,6313
2018-03-15,6303
2018-03-16,6336
2018-03-17,6235
2018-03-18,6252
2018-03-19,6165
2018-03-20,6112
2018-03-21,6073
2018-03-23,6097
2018-03-24,6096
2018-03-26,6081
2018-03-27,5847
2018-03-28,5693
2018-03-29,5628
2018-03-30,5560
2018-03-31,5534
2018-04-01,5370
2018-04-02,5294
2018-04-03,5130
2018-04-04,5028
2018-04-05,4936
2018-04-06,4880
2018-04-08,4850
2018-04-09,4877
2018-04-10,4894
2018-04-11,5012
2018-04-12,5110
2018-04-13,5018
2018-04-14,5146
2018-04-15,5164
2018-04-16,5112
2018-04-17,5233
2018-04-18,5242
2018-04-19,5182
2018-04-20,5309
2018-04-21,5178
2018-04-22,5151
2018-04-23,5024
2018-04-24,5119
2018-04-25,5253
2018-04-26,5283
2018-04-27,5416
2018-04-28,5526
2018-04-29,5665
2018-04-30,5734
2018-05-01,5765
2018-05-02,5954
2018-05-03,5870
2018-05-04,5828
2018-05-05,5857
2018-05-06,5815
2018-05-07,5957
2018-05-08,6133
2018-05-09,6247
2018-05-10,6354
2018-05-11,6630
2018-05-12,6868
2018-05-13,7110
2018-05-14,7399
2018-05-15,7541
2018-05-16,7793
2018-05-17,8061
2018-05-18,8057
2018-05-19,7929
2018-05-20,7980
2018-05-21,7950
2018-05-22,8072
2018-05-23,8061
2018-05-24,7994
2018-05-25,7827
2018-05-26,7888
2018-05-27,7711
2018-05-28,7702
2018-05-29,7654
2018-05-30,7398
2018-05-31,7371
2018-06-01,7254
2018-06-02,7068
2018-06-03,6881
2018-06-04,6830
2018-06-05,6854
2018-06-06,6870
2018-06-07,6939
2018-06-08,6917
2018-06-09,6837
2018-06-10,6894
2018-06-11,7010
2018-06-12,6875
2018-06-13,6810
2018-06-14,6790
2018-06-15,6808
2018-06-16,6793
2018-06-17,6634
2018-06-18,6504
2018-06-19,6515
2018-06-20,6526
2018-06-21,6549
2018-06-22,6486
2018-06-23,6622
2018-06-24,6697
2018-06-25,6780
2018-06-26,6779
2018-06-27,6770
2018-06-28,6660
2018-06-29,6670
2018-06-30,6678
2018-07-01,6715
2018-07-02,6597
2018-07-03,6515
2018-07-04,6613
2018-07-05,6636
2018-07-06,6678
2018-07-07,6700
2018-07-08,6689
2018-07-09,6723
2018-07-10,6784
2018-07-11,6887
2018-07-12,6868
2018-07-13,6948
2018-07-14,6931
2018-07-15,6897
2018-07-16,6914
2018-07-17,6997
2018-07-18,7035
2018-07-19,7027
2018-07-20,6936
2018-07-21,6922
2018-07-22,6849
2018-07-23,6799
2018-07-24,6669
2018-07-25,6677
2018-07-26,6689
2018-07-27,6803
2018-07-28,7021
2018-07-29,7183
2018-07-30,7138
2018-07-31,7097
2018-08-01,7301
2018-08-02,7366
2018-08-03,7515
2018-08-04,7766
2018-08-05,7832
2018-08-06,7902
2018-08-07,8012
2018-08-08,8083
2018-08-09,8065
2018-08-10,8175
2018-08-11,8272
2018-08-12,8467
2018-08-14,8753
2018-08-16,8775
2018-08-17,8769
2018-08-18,8807
2018-08-19,8644
2018-08-20,8605
2018-08-21,8690
2018-08-22,8795
2018-08-23,8934
2018-08-24,9052
2018-08-25,8854
2018-08-26,8840
2018-08-27,8687
2018-08-28,8697
2018-08-29,8681
2018-08-30,8821
2018-08-31,8886
2018-09-01,8854
2018-09-02,8890
2018-09-03,8854
2018-09-04,8972
2018-09-05,8968
2018-09-06,8887
2018-09-07,9013
2018-09-08,9236
2018-09-09,9335
2018-09-10,9288
2018-09-11,9262
2018-09-12,9303
2018-09-13,9227
2018-09-14,9164
2018-09-15,9230
2018-09-16,9207
2018-09-17,9206
2018-09-18,9168
2018-09-19,9212
2018-09-20,9102
2018-09-21,8941
2018-09-22,8894
2018-09-23,8890
2018-09-24,8829
2018-09-25,8674
2018-09-26,8628
2018-09-27,8705
2018-09-28,8702
2018-09-29,8777
2018-09-30,8776
2018-10-02,8752
2018-10-03,8833
2018-10-04,8717
2018-10-05,8682
2018-10-06,8644
2018-10-07,8607
2018-10-08,8602
2018-10-09,8471
2018-10-10,8561
2018-10-11,8406
2018-10-12,8439
2018-10-13,8392
2018-10-14,8484
2018-10-15,8622
2018-10-16,8681
2018-10-17,8795
2018-10-18,8880
2018-10-19,8829
2018-10-20,8781
2018-10-21,8771
2018-10-22,8875
2018-10-23,8759
2018-10-24,8770
2018-10-25,8773
2018-10-26,8779
2018-10-27,8696
2018-10-28,8609
2018-10-29,8656
2018-10-30,8564
2018-10-31,8488
2018-11-01,8425
2018-11-03,8430
2018-11-04,8366
2018-11-05,8400
2018-11-06,8377
2018-11-07,8375
2018-11-08,8500
2018-11-09,8437
2018-11-10,8481
2018-11-11,8447
2018-11-12,8377
2018-11-13,8405
2018-11-15,8595
2018-11-16,8715
2018-11-17,8902
2018-11-18,9018
2018-11-19,9079
2018-11-20,9129
2018-11-21,9239
2018-11-22,9226
2018-11-23,9287
2018-11-24,9401
2018-11-25,9435
2018-11-26,9363
2018-11-27,9381
2018-11-28,9416
2018-11-29,9410
2018-12-01,9381
2018-12-02,9331
2018-12-03,9273
2018-12-04,9217
2018-12-05,9171
2018-12-07,9128
2018-12-09,9144
2018-12-10,9197
2018-12-11,9316
2018-12-12,9504
2018-12-13,9607
2018-12-14,9706
2018-12-15,9878
2018-12-16,10026
2018-12-17,10149
2018-12-18,10224
2018-12-19,10233
2018-12-20,10505
2018-12-21,10680
2018-12-22,10829
2018-12-23,10844
2018-12-24,10824
2018-12-25,10858
2018-12-26,10697
2018-12-27,10552
2018-12-28,10501
2018-12-29,10453
2018-12-30,10581
2018-12-31,10653
2019-01-01,10697
2019-01-02,10825
2019-01-03,10756
2019-01-04,10578
2019-01-05,10433
2019-01-06,10267
2019-01-08,9741
2019-01-10,9339
2019-01-11,8937
2019-01-12,8588
2019-01-13,8198
2019-01-14,7820
2019-01-15,7480
2019-01-16,7152
2019-01-17,6810
2019-01-18,6515
2019-01-19,6195
2019-01-20,5893
2019-01-21,5674
2019-01-22,5490
2019-01-23,5311
2019-01-24,5086
2019-01-25,5034
2019-01-26,5004
2019-01-27,4918
2019-01-28,4892
2019-01-29,5031
2019-01-30,5100
2019-01-31,5133
2019-02-01,5275
2019-02-02,5249
2019-02-03,5416
2019-02-04,5504
2019-02-05,5658
2019-02-06,5735
2019-02-07,5834
2019-02-08,5944
2019-02-09,6056
2019-02-10,6183
2019-02-11,6212
2019-02-12,6305
2019-02-13,6358
2019-02-14,6427
2019-02-15,6498
2019-02-16,6556
2019-02-17,6625
2019-02-18,6533
2019-02-19,6548
2019-02-20,6629
2019-02-21,6682
2019-02-22,6812
2019-02-23,6875
2019-02-24,6835
2019-02-25,6842
2019-02-26,6670
2019-02-27,6721
2019-02-28,6704
2019-03-01,6704
2019-03-02,6546
2019-03-03,6513
2019-03-04,6502
2019-03-05,6435
2019-03-06,6330
2019-03-07,6345
2019-03-08,6383
2019-03-09,6268
2019-03-10,6151
2019-03-11,6106
2019-03-12,6150
2019-03-13,6182
2019-03-14,6194
2019-03-15,6331
2019-03-16,6374
2019-03-17,6418
2019-03-18,6393
2019-03-19,6402
2019-03-20,6492
2019-03-21,6640
2019-03-22,6626
2019-03-23,6710
2019-03-24,6736
2019-03-25,6827
2019-03-26,6836
2019-03-27,6893
2019-03-28,7055
2019-03-29,7070
2019-03-30,7080
2019-03-31,7096
2019-04-01,7171
2019-04-02,7171
2019-04-03,7190
2019-04-04,7287
2019-04-05,7430
2019-04-06,7479
2019-04-07,7577
2019-04-08,7773
2019-04-09,7870
2019-04-10,7941
2019-04-11,7868
2019-04-12,7736
2019-04-13,7496
2019-04-14,7383
2019-04-15,7292
2019-04-16,7123
2019-04-17,7024
2019-04-18,6986
2019-04-19,6799
2019-04-20,6649
2019-04-21,6501
2019-04-22,6300
2019-04-23,5995
2019-04-24,5783
2019-04-25,5561
2019-04-26,5400
2019-04-27,5330
2019-04-28,5184
2019-04-29,5112
2019-04-30,5013
2019-05-01,4962
2019-05-02,4830
2019-05-03,4771
2019-05-04,4679
2019-05-05,4450
2019-05-06,4258
2019-05-07,4245
2019-05-08,4243
2019-05-09,4248
2019-05-10,4376
2019-05-11,4443
2019-05-12,4531
2019-05-13,4566
2019-05-14,4545
2019-05-15,4563
2019-05-16,4595
2019-05-17,4683
2019-05-18,4763
2019-05-19,4929
2019-05-20,5078
2019-05-21,5187
2019-05-22,5334
2019-05-23,5498
2019-05-24,5591
2019-05-25,5732
2019-05-26,5900
2019-05-27,6078
2019-05-28,6202
2019-05-29,6417
2019-05-30,6644
2019-05-31,6900
2019-06-01,7131
2019-06-02,7282
2019-06-03,7259
2019-06-04,7469
2019-06-05,7566
2019-06-06,7674
2019-06-07,7670
2019-06-08,7652
2019-06-09,7694
2019-06-10,7719
2019-06-11,7854
2019-06-12,7974
2019-06-13,8062
2019-06-14,8121
2019-06-15,8202
2019-06-16,8277
2019-06-17,8111
2019-06-18,7898
2019-06-19,7811
2019-06-20,7730
2019-06-21,7602
2019-06-22,7502
2019-06-23,7480
2019-06-24,7323
2019-06-25,7362
2019-06-26,7417
2019-06-27,7384
2019-06-28,7508
2019-06-29,7672
2019-06-30,7871
2019-07-01,7919
2019-07-02,7819
2019-07-03,7837
2019-07-04,7483
2019-07-05,7451
2019-07-06,7330
2019-07-07,7145
2019-07-08,6948
2019-07-09,6824
2019-07-10,6824
2019-07-11,6747
2019-07-12,6662
2019-07-13,6531
2019-07-14,6536
2019-07-15,6574
2019-07-16,6500
2019-07-17,6437
2019-07-18,6486
2019-07-19,6480
2019-07-20,6522
2019-07-21,6599
2019-07-22,6663
2019-07-23,6682
2019-07-24,6744
2019-07-25,6733
2019-07-26,6738
2019-07-27,6871
2019-07-28,6964
2019-07-29,7076
2019-07-30,7131
2019-07-31,7104
2019-08-01,7048
2019-08-02,7216
2019-08-03,7258
2019-08-04,7194
2019-08-05,7218
