date_obj,Fremennik%20boots price
2015-08-07,2035
2015-08-08,2045
2015-08-09,2045
2015-08-10,2093
2015-08-11,2093
2015-08-12,2093
2015-08-13,2107
2015-08-14,2107
2015-08-15,2123
2015-08-16,2123
2015-08-17,2123
2015-08-18,2132
2015-08-19,2132
2015-08-20,2132
2015-08-21,2202
2015-08-22,2202
2015-08-23,2202
2015-08-24,2262
2015-08-25,2262
2015-08-26,2262
2015-08-27,2203
2015-08-28,2203
2015-08-29,2203
2015-08-30,2104
2015-08-31,2104
2015-09-01,2096
2015-09-02,2096
2015-09-03,2096
2015-09-04,2058
2015-09-05,2058
2015-09-06,2058
2015-09-07,2015
2015-09-08,2015
2015-09-09,2015
2015-09-10,1916
2015-09-11,1916
2015-09-12,1953
2015-09-13,1953
2015-09-14,1953
2015-09-15,1964
2015-09-16,1964
2015-09-17,1964
2015-09-18,1940
2015-09-19,1940
2015-09-20,1940
2015-09-21,1952
2015-09-22,1952
2015-09-23,1952
2015-09-24,1958
2015-09-25,1958
2015-09-27,1978
2015-09-28,1978
2015-09-29,1978
2015-09-30,2018
2015-10-05,1961
2015-10-06,1887
2015-10-07,1887
2015-10-08,1887
2015-10-09,1913
2015-10-10,1913
2015-10-11,1913
2015-10-12,1939
2015-10-13,1939
2015-10-14,1939
2015-10-15,1883
2015-10-16,1883
2015-10-17,1883
2015-10-18,1839
2015-10-19,1839
2015-10-20,1758
2015-10-22,1758
2015-10-23,1728
2015-10-24,1728
2015-10-25,1742
2015-10-26,1742
2015-10-27,1742
2015-10-29,1754
2015-10-30,1754
2015-10-31,1807
2015-11-01,1807
2015-11-02,1807
2015-11-03,1828
2015-11-04,1828
2015-11-05,1828
2015-11-06,1873
2015-11-07,1873
2015-11-08,1873
2015-11-09,1858
2015-11-10,1858
2015-11-11,1858
2015-11-12,1885
2015-11-13,1885
2015-11-14,1885
2015-11-15,1860
2015-11-16,1860
2015-11-17,1860
2015-11-18,1790
2015-11-19,1790
2015-11-20,1768
2015-11-21,1768
2015-11-22,1768
2015-11-23,1768
2015-11-24,1769
2015-11-25,1769
2015-11-26,1769
2015-11-27,1798
2015-11-28,1798
2015-11-29,1798
2015-11-30,1814
2015-12-01,1814
2015-12-02,1814
2015-12-03,1780
2015-12-04,1780
2015-12-05,1780
2015-12-06,1779
2015-12-07,1779
2015-12-08,1779
2015-12-09,1709
2015-12-10,1709
2015-12-11,1709
2015-12-12,1718
2015-12-13,1718
2015-12-14,1718
2015-12-15,1708
2015-12-16,1708
2015-12-17,1708
2015-12-18,1711
2015-12-19,1711
2015-12-20,1639
2015-12-21,1639
2015-12-22,1639
2015-12-23,1580
2015-12-24,1580
2015-12-25,1580
2015-12-26,1568
2015-12-27,1568
2015-12-28,1568
2015-12-29,1552
2015-12-30,1552
2015-12-31,1552
2016-01-01,1524
2016-01-02,1524
2016-01-03,1521
2016-01-04,1521
2016-01-05,1521
2016-01-06,1478
2016-01-07,1478
2016-01-08,1519
2016-01-09,1519
2016-01-10,1486
2016-01-11,1486
2016-01-12,1467
2016-01-13,1467
2016-01-14,1460
2016-01-15,1460
2016-01-16,1460
2016-01-17,1464
2016-01-18,1464
2016-01-19,1468
2016-01-20,1468
2016-01-21,1436
2016-01-22,1436
2016-01-23,1397
2016-01-24,1397
2016-01-25,1333
2016-01-26,1333
2016-01-27,1323
2016-01-28,1323
2016-01-29,1308
2016-01-30,1308
2016-01-31,1244
2016-02-01,1244
2016-02-02,1185
2016-02-03,1185
2016-02-04,1212
2016-02-05,1212
2016-02-06,1184
2016-02-07,1184
2016-02-08,1184
2016-02-09,1207
2016-02-10,1207
2016-02-11,1268
2016-02-12,1268
2016-02-13,1279
2016-02-14,1279
2016-02-15,1279
2016-02-16,1280
2016-02-17,1280
2016-02-18,1280
2016-02-19,1245
2016-02-20,1245
2016-02-21,1241
2016-02-22,1241
2016-02-23,1241
2016-02-24,1259
2016-02-25,1259
2016-02-26,1245
2016-02-27,1245
2016-02-28,1229
2016-02-29,1229
2016-03-01,1266
2016-03-02,1266
2016-03-03,1285
2016-03-04,1285
2016-03-05,1297
2016-03-06,1297
2016-03-07,1312
2016-03-08,1312
2016-03-09,1262
2016-03-10,1262
2016-03-11,1227
2016-03-12,1227
2016-03-13,1230
2016-03-14,1230
2016-03-15,1200
2016-03-16,1200
2016-03-17,1199
2016-03-18,1199
2016-03-19,1171
2016-03-20,1171
2016-03-21,1140
2016-03-22,1140
2016-03-23,1169
2016-03-24,1169
2016-03-25,1148
2016-03-26,1148
2016-03-27,1127
2016-03-28,1127
2016-03-29,1092
2016-03-30,1092
2016-03-31,1092
2016-04-01,1090
2016-04-02,1062
2016-04-03,1030
2016-04-04,1030
2016-04-05,1011
2016-04-06,1011
2016-04-07,982
2016-04-08,982
2016-04-09,943
2016-04-10,943
2016-04-11,901
2016-04-12,901
2016-04-13,910
2016-04-14,910
2016-04-15,916
2016-04-16,916
2016-04-17,888
2016-04-18,888
2016-04-19,863
2016-04-20,863
2016-04-21,853
2016-04-22,853
2016-04-23,858
2016-04-24,858
2016-04-25,844
2016-04-26,844
2016-04-27,825
2016-04-28,825
2016-04-29,818
2016-04-30,818
2016-05-01,818
2016-05-02,818
2016-05-03,833
2016-05-04,833
2016-05-05,816
2016-05-06,816
2016-05-07,801
2016-05-08,801
2016-05-09,775
2016-05-10,775
2016-05-11,779
2016-05-12,779
2016-05-13,797
2016-05-14,797
2016-05-15,758
2016-05-16,758
2016-05-17,720
2016-05-18,720
2016-05-19,710
2016-05-22,709
2016-05-23,709
2016-05-24,712
2016-05-25,712
2016-05-26,698
2016-05-27,698
2016-05-28,705
2016-05-29,705
2016-05-30,716
2016-05-31,716
2016-06-01,731
2016-06-02,731
2016-06-03,731
2016-06-04,711
2016-06-05,711
2016-06-06,693
2016-06-07,693
2016-06-08,689
2016-06-09,689
2016-06-10,682
2016-06-11,682
2016-06-12,684
2016-06-13,684
2016-06-14,691
2016-06-15,691
2016-06-16,691
2016-06-17,710
2016-06-18,710
2016-06-19,727
2016-06-20,727
2016-06-21,721
2016-06-22,721
2016-06-23,728
2016-06-24,728
2016-06-25,748
2016-06-26,748
2016-06-27,748
2016-06-28,772
2016-06-29,772
2016-06-30,811
2016-07-01,811
2016-07-02,852
2016-07-03,852
2016-07-04,895
2016-07-05,895
2016-07-06,937
2016-07-07,937
2016-07-08,969
2016-07-09,969
2016-07-10,972
2016-07-11,972
2016-07-12,973
2016-07-13,973
2016-07-14,977
2016-07-15,977
2016-07-16,965
2016-07-17,965
2016-07-18,966
2016-07-23,958
2016-07-24,958
2016-07-25,942
2016-07-26,942
2016-07-27,942
2016-07-28,929
2016-07-29,929
2016-07-30,934
2016-07-31,934
2016-08-01,934
2016-08-02,927
2016-08-03,927
2016-08-04,927
2016-08-05,890
2016-08-06,890
2016-08-07,860
2016-08-08,860
2016-08-09,828
2016-08-10,828
2016-08-11,828
2016-08-12,812
2016-08-13,812
2016-08-14,812
2016-08-15,786
2016-08-16,786
2016-08-17,786
2016-08-18,798
2016-08-19,798
2016-08-20,833
2016-08-21,833
2016-08-22,833
2016-08-23,814
2016-08-24,814
2016-08-25,814
2016-08-26,790
2016-08-28,793
2016-08-31,756
2016-09-01,756
2016-09-02,756
2016-09-03,761
2016-09-04,761
2016-09-05,752
2016-09-06,752
2016-09-07,752
2016-09-08,760
2016-09-09,760
2016-09-10,778
2016-09-11,778
2016-09-12,778
2016-09-13,783
2016-09-14,783
2016-09-15,783
2016-09-16,793
2016-09-17,793
2016-09-18,797
2016-09-19,797
2016-09-20,797
2016-09-21,766
2016-09-22,766
2016-09-23,749
2016-09-24,749
2016-09-25,749
2016-09-26,750
2016-09-27,750
2016-09-28,740
2016-09-29,740
2016-09-30,746
2016-10-01,746
2016-10-02,742
2016-10-03,742
2016-10-04,742
2016-10-05,714
2016-10-06,714
2016-10-07,714
2016-10-08,708
2016-10-09,708
2016-10-10,708
2016-10-11,709
2016-10-12,709
2016-10-13,709
2016-10-14,712
2016-10-15,712
2016-10-16,702
2016-10-17,702
2016-10-18,706
2016-10-19,706
2016-10-20,706
2016-10-21,704
2016-10-22,704
2016-10-23,720
2016-10-24,720
2016-10-25,720
2016-10-26,715
2016-10-27,715
2016-10-28,715
2016-10-29,711
2016-10-30,711
2016-10-31,706
2016-11-01,706
2016-11-02,706
2016-11-03,707
2016-11-04,707
2016-11-05,705
2016-11-06,705
2016-11-07,708
2016-11-08,708
2016-11-09,708
2016-11-10,708
2016-11-11,708
2016-11-12,720
2016-11-13,720
2016-11-14,720
2016-11-15,721
2016-12-07,656
2016-12-08,656
2016-12-09,650
2016-12-10,650
2016-12-11,666
2016-12-12,666
2016-12-13,683
2016-12-14,683
2016-12-15,671
2016-12-16,671
2016-12-17,665
2016-12-18,665
2016-12-19,665
2016-12-20,690
2016-12-21,690
2016-12-22,725
2016-12-23,725
2016-12-24,761
2016-12-25,761
2016-12-26,780
2016-12-27,780
2016-12-28,772
2016-12-29,772
2016-12-30,777
2016-12-31,777
2017-01-01,779
2017-01-02,786
2017-01-03,786
2017-01-04,799
2017-01-05,799
2017-01-06,787
2017-01-07,787
2017-01-08,765
2017-01-09,765
2017-01-10,755
2017-01-11,755
2017-01-12,775
2017-01-13,775
2017-01-14,805
2017-01-15,805
2017-01-16,829
2017-01-17,829
2017-01-18,817
2017-01-19,817
2017-01-20,824
2017-01-21,824
2017-01-22,838
2017-01-23,838
2017-01-27,813
2017-01-28,819
2017-01-29,819
2017-01-30,831
2017-01-31,831
2017-02-01,852
2017-02-02,852
2017-02-03,852
2017-02-04,852
2017-02-05,862
2017-02-06,862
2017-02-07,862
2017-02-08,862
2017-02-09,872
2017-02-10,886
2017-02-11,886
2017-02-12,879
2017-02-13,879
2017-02-14,880
2017-02-15,880
2017-02-16,874
2017-02-18,874
2017-02-19,874
2017-02-20,874
2017-02-21,879
2017-02-22,879
2017-02-23,879
2017-02-24,887
2017-02-25,887
2017-02-26,894
2017-02-27,894
2017-02-28,896
2017-03-01,896
2017-03-02,886
2017-03-03,886
2017-03-04,902
2017-03-05,902
2017-03-06,901
2017-03-07,901
2017-03-08,870
2017-03-09,870
2017-03-10,857
2017-03-11,857
2017-03-12,842
2017-03-13,842
2017-03-14,844
2017-03-15,844
2017-03-16,871
2017-03-17,871
2017-03-18,882
2017-03-19,882
2017-03-20,919
2017-03-21,919
2017-03-22,952
2017-03-23,952
2017-03-24,958
2017-03-25,958
2017-03-26,955
2017-03-27,955
2017-03-28,953
2017-03-29,953
2017-03-30,954
2017-03-31,954
2017-04-01,949
2017-04-02,949
2017-04-03,928
2017-04-04,928
2017-04-12,1006
2017-04-13,993
2017-04-14,993
2017-04-15,965
2017-04-16,927
2017-04-17,927
2017-04-18,886
2017-04-19,886
2017-04-20,874
2017-04-21,874
2017-04-22,851
2017-04-23,851
2017-04-24,838
2017-04-25,844
2017-04-26,844
2017-04-27,848
2017-04-28,848
2017-04-29,856
2017-04-30,856
2017-05-01,878
2017-05-02,878
2017-05-03,886
2017-05-04,886
2017-05-05,894
2017-05-06,894
2017-05-07,890
2017-05-08,890
2017-05-09,863
2017-05-10,863
2017-05-11,843
2017-05-12,843
2017-05-13,823
2017-05-14,823
2017-05-15,823
2017-05-16,794
2017-05-17,794
2017-05-18,779
2017-05-19,779
2017-05-20,762
2017-05-21,762
2017-05-22,762
2017-05-23,735
2017-05-24,735
2017-05-25,761
2017-05-26,761
2017-05-27,800
2017-05-28,800
2017-05-29,815
2017-05-30,815
2017-05-31,815
2017-06-01,815
2017-06-02,814
2017-06-03,814
2017-06-04,810
2017-06-05,810
2017-06-06,806
2017-06-07,806
2017-06-08,791
2017-06-09,791
2017-06-10,772
2017-06-11,777
2017-06-12,777
2017-06-13,770
2017-06-14,770
2017-06-15,809
2017-06-16,809
2017-06-17,850
2017-06-18,850
2017-06-19,890
2017-06-20,890
2017-06-21,877
2017-06-22,877
2017-06-23,877
2017-06-24,901
2017-06-25,901
2017-06-26,906
2017-06-27,906
2017-06-28,898
2017-06-29,898
2017-06-30,899
2017-07-01,899
2017-07-02,940
2017-07-03,940
2017-07-04,934
2017-07-05,934
2017-07-06,945
2017-07-07,945
2017-07-08,945
2017-07-13,1017
2017-07-14,1009
2017-07-15,1009
2017-07-16,1009
2017-07-17,963
2017-07-18,963
2017-07-19,929
2017-07-20,929
2017-07-21,905
2017-07-22,905
2017-07-23,900
2017-07-24,900
2017-07-25,912
2017-07-26,912
2017-07-27,926
2017-07-28,926
2017-07-29,944
2017-07-30,965
2017-07-31,965
2017-08-01,992
2017-08-02,992
2017-08-03,999
2017-08-04,999
2017-08-05,989
2017-08-06,989
2017-08-09,924
2017-08-10,924
2017-08-11,908
2017-08-12,908
2017-08-13,918
2017-08-14,918
2017-08-15,912
2017-08-16,912
2017-08-17,933
2017-08-18,933
2017-08-19,933
2017-08-20,980
2017-08-21,980
2017-08-22,1018
2017-08-23,1018
2017-08-24,1018
2017-08-25,1052
2017-08-26,1052
2017-08-27,1070
2017-08-28,1070
2017-08-29,1070
2017-08-30,1079
2017-08-31,1079
2017-09-01,1079
2017-09-02,1088
2017-09-03,1088
2017-09-04,1088
2017-09-05,1097
2017-09-06,1097
2017-09-07,1069
2017-09-08,1069
2017-09-09,1032
2017-09-10,1032
2017-09-11,1011
2017-09-12,1011
2017-09-13,1004
2017-09-14,1004
2017-09-15,1004
2017-09-16,981
2017-09-17,981
2017-09-18,965
2017-09-19,965
2017-09-20,963
2017-09-21,963
2017-09-22,968
2017-09-23,968
2017-09-24,966
2017-09-25,966
2017-09-26,993
2017-09-27,993
2017-09-28,993
2017-09-29,1043
2017-09-30,1043
2017-10-01,1091
2017-10-02,1091
2017-10-03,1138
2017-10-04,1138
2017-10-05,1138
2017-10-06,1195
2017-10-07,1195
2017-10-08,1234
2017-10-09,1234
2017-10-10,1280
2017-10-11,1280
2017-10-12,1280
2017-10-13,1302
2017-10-14,1302
2017-10-15,1302
2017-10-16,1328
2017-10-17,1328
2017-10-18,1328
2017-10-19,1318
2017-10-20,1318
2017-10-21,1318
2017-10-22,1288
2017-10-23,1288
2017-10-24,1288
2017-10-25,1277
2017-10-26,1277
2017-10-27,1277
2017-10-28,1214
2017-10-29,1214
2017-10-30,1169
2017-10-31,1169
2017-11-01,1169
2017-11-02,1142
2017-11-03,1142
2017-11-04,1102
2017-11-05,1102
2017-11-06,1110
2017-11-07,1110
2017-11-08,1110
2017-11-09,1140
2017-11-10,1140
2017-11-11,1140
2017-11-12,1197
2017-11-13,1197
2017-11-14,1197
2017-11-15,1229
2017-11-16,1229
2017-11-17,1272
2017-11-18,1272
2017-11-19,1272
2017-11-20,1234
2017-11-21,1234
2017-11-22,1211
2017-11-23,1211
2017-11-24,1242
2017-11-25,1242
2017-11-26,1218
2017-11-27,1218
2017-11-28,1218
2017-11-29,1213
2017-11-30,1213
2017-12-01,1213
2017-12-02,1213
2017-12-03,1231
2017-12-04,1231
2017-12-05,1195
2017-12-06,1195
2017-12-07,1154
2017-12-08,1154
2017-12-09,1154
2017-12-10,1165
2017-12-11,1165
2017-12-12,1142
2017-12-13,1142
2017-12-14,1142
2017-12-15,1107
2017-12-16,1107
2017-12-17,1107
2017-12-18,1063
2017-12-19,1063
2017-12-20,1063
2017-12-21,1044
2017-12-22,1044
2017-12-23,1044
2017-12-24,1031
2017-12-25,1031
2017-12-26,1031
2017-12-27,1032
2017-12-28,1032
2017-12-29,1027
2017-12-30,1027
2017-12-31,1042
2018-01-01,1042
2018-01-02,1025
2018-01-03,1025
2018-01-04,978
2018-01-05,978
2018-01-06,929
2018-01-07,929
2018-01-08,883
2018-01-09,883
2018-01-10,839
2018-01-11,839
2018-01-12,825
2018-01-13,825
2018-01-14,783
2018-01-15,783
2018-01-16,754
2018-01-17,754
2018-01-18,754
2018-01-19,754
2018-01-20,769
2018-01-21,769
2018-01-22,766
2018-01-23,766
2018-01-24,756
2018-01-25,756
2018-01-26,774
2018-01-27,764
2018-01-28,756
2018-01-29,744
2018-01-30,765
2018-01-31,776
2018-02-01,776
2018-02-02,763
2018-02-03,733
2018-02-04,722
2018-02-05,722
2018-02-06,711
2018-02-07,699
2018-02-08,699
2018-02-09,670
2018-02-10,670
2018-02-11,650
2018-02-12,653
2018-02-13,653
2018-02-14,664
2018-02-15,698
2018-02-16,733
2018-02-17,770
2018-02-18,809
2018-02-19,850
2018-02-20,850
2018-02-21,893
2018-02-22,893
2018-02-23,938
2018-02-24,938
2018-02-25,985
2018-02-26,1005
2018-02-27,968
2018-02-28,968
2018-03-01,919
2018-03-02,881
2018-03-03,857
2018-03-04,857
2018-03-05,868
2018-03-06,902
2018-03-07,905
2018-03-08,905
2018-03-09,915
2018-03-10,915
2018-03-11,904
2018-03-12,918
2018-03-13,956
2018-03-14,956
2018-03-15,940
2018-03-16,940
2018-03-17,952
2018-03-18,949
2018-03-20,970
2018-03-21,970
2018-03-23,1019
2018-03-24,1062
2018-03-25,1107
2018-03-26,1107
2018-03-27,1120
2018-03-28,1120
2018-03-29,1126
2018-03-30,1079
2018-03-31,1079
2018-04-01,1071
2018-04-02,1073
2018-04-03,1054
2018-04-04,1046
2018-04-05,1046
2018-04-06,1057
2018-04-07,1057
2018-04-08,1036
2018-04-09,990
2018-04-10,1008
2018-04-11,1003
2018-04-12,960
2018-04-13,960
2018-04-14,932
2018-04-15,951
2018-04-16,951
2018-04-17,971
2018-04-18,971
2018-04-19,942
2018-04-20,921
2018-04-21,923
2018-04-22,923
2018-04-23,924
2018-04-24,924
2018-04-25,896
2018-04-26,896
2018-04-27,852
2018-04-28,837
2018-04-29,822
2018-04-30,796
2018-05-01,782
2018-05-02,782
2018-05-03,782
2018-05-04,782
2018-05-05,756
2018-05-06,756
2018-05-07,745
2018-05-08,746
2018-05-09,737
2018-05-10,768
2018-05-11,768
2018-05-12,773
2018-05-13,773
2018-05-14,771
2018-05-15,771
2018-05-16,776
2018-05-17,776
2018-05-18,773
2018-05-19,761
2018-05-20,761
2018-05-21,762
2018-05-22,762
2018-05-23,754
2018-05-24,726
2018-05-25,726
2018-05-26,723
2018-05-27,723
2018-05-28,728
2018-05-29,758
2018-05-30,758
2018-05-31,778
2018-06-01,760
2018-06-02,757
2018-06-03,757
2018-06-04,757
2018-06-05,750
2018-06-06,745
2018-06-07,745
2018-06-08,728
2018-06-09,728
2018-06-10,716
2018-06-11,689
2018-06-12,679
2018-06-13,668
2018-06-14,646
2018-06-15,628
2018-06-16,611
2018-06-17,588
2018-06-18,583
2018-06-19,592
2018-06-20,592
2018-06-21,615
2018-06-22,606
2018-06-23,606
2018-06-24,627
2018-06-25,613
2018-06-26,589
2018-06-27,593
2018-06-28,597
2018-06-29,618
2018-06-30,623
2018-07-01,608
2018-07-02,608
2018-07-03,600
2018-07-04,584
2018-07-05,584
2018-07-06,589
2018-07-07,579
2018-07-08,580
2018-07-09,588
2018-07-10,594
2018-07-11,624
2018-07-12,609
2018-07-13,604
2018-07-14,612
2018-07-15,612
2018-07-16,613
2018-07-17,587
2018-07-18,571
2018-07-19,571
2018-07-20,552
2018-07-21,535
2018-07-22,520
2018-07-23,511
2018-07-24,516
2018-07-25,514
2018-07-26,519
2018-07-27,529
2018-07-28,555
2018-07-29,571
2018-07-30,554
2018-07-31,563
2018-08-01,563
2018-08-02,580
2018-08-03,575
2018-08-04,580
2018-08-05,582
2018-08-06,596
2018-08-07,590
2018-08-08,572
2018-08-09,558
2018-08-10,532
2018-08-11,517
2018-08-12,491
2018-08-14,467
2018-08-16,452
2018-08-17,464
2018-08-18,488
2018-08-19,513
2018-08-20,511
2018-08-21,486
2018-08-22,498
2018-08-23,490
2018-08-24,493
2018-08-25,505
2018-08-26,520
2018-08-27,523
2018-08-28,550
2018-08-29,575
2018-08-30,568
2018-08-31,567
2018-09-01,538
2018-09-02,512
2018-09-03,506
2018-09-04,518
2018-09-05,544
2018-09-06,544
2018-09-07,567
2018-09-08,584
2018-09-09,580
2018-09-10,590
2018-09-11,599
2018-09-12,596
2018-09-13,582
2018-09-14,552
2018-09-15,524
2018-09-16,500
2018-09-17,476
2018-09-18,464
2018-09-19,453
2018-09-20,443
2018-09-21,428
2018-09-22,408
2018-09-23,391
2018-09-24,375
2018-09-25,360
2018-09-26,343
2018-09-27,329
2018-09-28,327
2018-09-29,334
2018-09-30,327
2018-10-01,322
2018-10-02,329
2018-10-03,333
2018-10-04,342
2018-10-05,339
2018-10-06,336
2018-10-07,326
2018-10-08,316
2018-10-09,308
2018-10-10,302
2018-10-11,292
2018-10-12,289
2018-10-13,282
2018-10-14,280
2018-10-15,270
2018-10-16,256
2018-10-17,259
2018-10-18,254
2018-10-19,241
2018-10-20,236
2018-10-21,236
2018-10-22,236
2018-10-23,231
2018-10-24,231
2018-10-25,235
2018-10-26,241
2018-10-27,240
2018-10-28,243
2018-10-29,238
2018-10-30,230
2018-10-31,237
2018-11-01,239
2018-11-03,237
2018-11-04,237
2018-11-05,243
2018-11-06,255
2018-11-07,247
2018-11-08,256
2018-11-09,269
2018-11-10,279
2018-11-11,288
2018-11-12,286
2018-11-13,293
2018-11-14,305
2018-11-15,321
2018-11-16,338
2018-11-17,355
2018-11-18,373
2018-11-19,392
2018-11-20,379
2018-11-21,360
2018-11-22,347
2018-11-23,340
2018-11-24,338
2018-11-25,347
2018-11-26,342
2018-11-27,335
2018-11-28,320
2018-11-29,327
2018-12-01,334
2018-12-02,342
2018-12-03,352
2018-12-04,370
2018-12-05,389
2018-12-07,370
2018-12-09,391
2018-12-10,400
2018-12-11,415
2018-12-12,432
2018-12-13,439
2018-12-14,461
2018-12-15,461
2018-12-16,444
2018-12-17,435
2018-12-18,425
2018-12-19,413
2018-12-20,416
2018-12-21,419
2018-12-22,407
2018-12-23,409
2018-12-24,429
2018-12-25,451
2018-12-26,474
2018-12-27,498
2018-12-28,523
2018-12-29,550
2018-12-30,578
2018-12-31,606
2019-01-01,619
2019-01-02,631
2019-01-03,649
2019-01-04,670
2019-01-05,682
2019-01-06,694
2019-01-08,766
2019-01-10,788
2019-01-11,756
2019-01-12,728
2019-01-13,692
2019-01-14,659
2019-01-15,626
2019-01-16,595
2019-01-17,574
2019-01-18,564
2019-01-19,551
2019-01-20,523
2019-01-21,496
2019-01-22,471
2019-01-23,448
2019-01-24,450
2019-01-25,445
2019-01-26,427
2019-01-27,416
2019-01-28,395
2019-01-29,380
2019-01-30,361
2019-01-31,354
2019-02-01,351
2019-02-02,348
2019-02-03,332
2019-02-04,315
2019-02-05,299
2019-02-06,284
2019-02-07,269
2019-02-08,255
2019-02-09,242
2019-02-10,229
2019-02-11,217
2019-02-12,209
2019-02-13,205
2019-02-14,202
2019-02-15,201
2019-02-16,192
2019-02-17,185
2019-02-18,185
2019-02-19,192
2019-02-20,193
2019-02-21,187
2019-02-22,195
2019-02-23,194
2019-02-24,195
2019-02-25,195
2019-02-26,201
2019-02-27,207
2019-02-28,212
2019-03-01,213
2019-03-02,211
2019-03-03,213
2019-03-04,210
2019-03-05,202
2019-03-06,202
2019-03-07,206
2019-03-08,212
2019-03-09,212
2019-03-10,213
2019-03-11,219
2019-03-12,224
2019-03-13,229
2019-03-14,232
2019-03-15,232
2019-03-16,236
2019-03-17,238
2019-03-18,241
2019-03-19,243
2019-03-20,251
2019-03-21,257
2019-03-22,259
2019-03-23,259
2019-03-24,255
2019-03-25,256
2019-03-26,260
2019-03-27,262
2019-03-28,270
2019-03-29,277
2019-03-30,277
2019-03-31,285
2019-04-01,292
2019-04-02,291
2019-04-03,296
2019-04-04,302
2019-04-05,308
2019-04-06,314
2019-04-07,321
2019-04-08,332
2019-04-09,342
2019-04-10,348
2019-04-11,351
2019-04-12,360
2019-04-13,363
2019-04-14,365
2019-04-15,366
2019-04-16,374
2019-04-17,375
2019-04-18,382
2019-04-19,387
2019-04-20,395
2019-04-21,415
2019-04-22,436
2019-04-23,439
2019-04-24,438
2019-04-25,446
2019-04-26,454
2019-04-27,474
2019-04-28,498
2019-04-29,511
2019-04-30,520
2019-05-01,524
2019-05-02,533
2019-05-03,534
2019-05-04,529
2019-05-05,541
2019-05-06,536
2019-05-07,553
2019-05-08,558
2019-05-09,555
2019-05-10,546
2019-05-11,518
2019-05-12,506
2019-05-13,511
2019-05-14,519
2019-05-15,502
2019-05-16,520
2019-05-17,512
2019-05-18,527
2019-05-19,521
2019-05-20,534
2019-05-21,547
2019-05-22,564
2019-05-23,570
2019-05-24,574
2019-05-25,587
2019-05-26,595
2019-05-27,596
2019-05-28,611
2019-05-29,616
2019-05-30,607
2019-05-31,621
2019-06-01,629
2019-06-02,606
2019-06-03,611
2019-06-04,596
2019-06-05,567
2019-06-06,591
2019-06-07,594
2019-06-08,583
2019-06-09,559
2019-06-10,559
2019-06-11,557
2019-06-12,542
2019-06-13,514
2019-06-14,488
2019-06-15,477
2019-06-16,462
2019-06-17,455
2019-06-18,467
2019-06-19,478
2019-06-20,476
2019-06-21,478
2019-06-22,484
2019-06-23,506
2019-06-24,496
2019-06-25,495
2019-06-26,494
2019-06-27,492
2019-06-28,492
2019-06-29,488
2019-06-30,469
