date_obj,Bronze%20platebody%20(t) price
2019-03-24,9964
2019-03-25,9834
2019-03-26,9834
2019-03-27,9511
2019-03-28,9511
2019-03-29,9314
2019-03-30,9314
2019-03-31,9689
2019-04-01,9689
2019-04-02,9979
2019-04-03,9979
2019-04-04,10217
2019-04-05,10217
2019-04-06,10217
2019-04-07,10495
2019-04-08,10495
2019-04-09,10540
2019-04-10,10540
2019-04-11,10863
2019-04-12,11164
2019-04-13,11164
2019-04-14,11018
2019-04-15,11018
2019-04-16,10633
2019-04-17,10633
2019-04-18,10104
2019-04-19,9720
2019-04-20,9468
2019-04-21,9468
2019-04-22,9344
2019-04-23,9344
2019-04-24,9294
2019-04-25,9294
2019-04-26,9079
2019-04-27,9079
2019-04-28,8814
2019-04-29,8814
2019-04-30,8727
2019-05-01,8727
2019-05-02,8882
2019-05-03,8882
2019-05-04,9075
2019-05-05,9075
2019-05-06,9075
2019-05-07,9012
2019-05-08,9012
2019-05-09,8736
2019-05-10,8736
2019-05-11,8483
2019-05-12,8483
2019-05-13,8415
2019-05-14,8415
2019-05-15,8237
2019-05-16,8237
2019-05-17,8007
2019-05-18,8007
2019-05-19,8006
2019-05-20,8006
2019-05-21,8233
2019-05-22,8233
2019-05-23,8243
2019-05-24,8243
2019-05-25,8257
2019-05-26,8257
2019-05-27,8235
2019-05-28,8235
2019-05-29,8463
2019-05-30,8463
2019-05-31,8463
2019-06-01,8626
2019-06-02,8626
2019-06-03,8626
2019-06-04,8633
2019-06-05,8633
2019-06-06,8519
2019-06-07,8519
2019-06-08,8137
2019-06-09,8137
2019-06-10,7982
2019-06-11,7982
2019-06-12,7800
2019-06-13,7800
2019-06-14,7505
2019-06-15,7505
2019-06-16,7677
2019-06-17,7677
2019-06-18,7518
2019-06-19,7518
2019-06-20,7392
2019-06-21,7392
2019-06-22,7281
2019-06-23,7281
2019-06-24,6983
2019-06-25,6983
2019-06-26,6835
2019-06-27,6835
2019-06-28,6828
2019-06-29,6828
2019-06-30,6502
2019-07-01,6502
2019-07-02,6332
2019-07-03,6332
2019-07-04,6069
2019-07-05,6069
2019-07-06,5806
2019-07-07,5806
2019-07-08,5750
2019-07-09,5750
2019-07-10,5511
2019-07-11,5511
2019-07-12,5563
2019-07-13,5563
2019-07-14,5737
2019-07-15,5737
2019-07-16,5737
2019-07-17,5852
2019-07-18,5852
2019-07-19,5852
2019-07-20,5946
2019-07-21,5946
2019-07-22,5847
2019-07-23,5847
2019-07-24,5847
2019-07-25,5574
2019-07-26,5574
2019-07-27,5574
2019-07-28,5296
2019-07-29,5296
2019-07-30,5337
2019-07-31,5337
2019-08-01,5337
2019-08-02,5574
2019-08-03,5574
2019-08-04,5706
2019-08-05,5706
2019-08-06,5841
2019-08-07,5841
2019-08-08,5841
2019-08-09,6065
2019-08-10,6065
2019-08-11,6065
2019-08-12,6169
2019-08-13,6169
2019-08-14,6169
2019-08-15,5976
2019-08-16,5976
2019-08-17,5976
2019-08-18,5992
2019-08-19,5992
2019-08-20,5992
2019-08-21,5968
2019-08-22,5968
2019-08-23,6104
2019-08-24,6104
2019-08-24,6104
2019-08-25,6104
2019-08-25,6104
2019-08-26,6216
2019-08-27,6216
2019-08-27,6216
2019-08-28,6216
2019-08-29,6396
2019-08-30,6396
2019-08-31,6396
2019-09-01,6536
2019-09-02,6536
2019-09-03,6809
2019-09-04,6809
2019-09-05,6809
2019-09-06,7113
2019-09-07,7113
2019-09-08,7452
2019-09-09,7452
2019-09-10,7452
2019-09-11,7774
2019-09-12,7774
2019-09-13,7774
2019-09-14,7672
2019-09-15,7672
2019-09-16,7672
2019-09-17,7522
2019-09-18,7522
2019-09-19,7522
2019-09-20,7682
2019-09-21,7682
2019-09-22,7682
2019-09-23,8019
2019-09-24,8019
2019-09-25,8019
2019-09-26,8122
2019-09-27,8122
2019-09-28,8122
2019-09-29,8413
2019-09-30,8413
2019-10-01,8413
2019-10-02,8735
2019-10-03,8735
2019-10-04,8735
2019-10-05,9022
2019-10-06,9022
2019-10-07,9022
2019-10-08,9277
2019-10-09,9277
2019-10-10,9277
2019-10-11,9277
2019-10-12,9350
2019-10-13,9350
2019-10-14,9505
2019-10-15,9505
2019-10-16,9505
2019-10-17,9343
2019-10-18,9343
2019-10-19,9149
2019-10-20,9149
2019-10-21,9149
2019-10-22,8902
2019-10-23,8902
2019-10-24,8902
2019-10-25,8591
2019-10-26,8591
2019-10-27,8808
2019-10-28,8808
2019-10-29,8808
2019-10-30,8770
2019-10-31,8770
2019-11-01,8770
2019-11-02,8737
2019-11-03,8737
2019-11-04,9026
2019-11-05,9026
2019-11-06,9026
2019-11-07,9026
2019-11-08,9475
2019-11-09,9475
2019-11-10,9921
2019-11-11,9921
2019-11-12,9921
2019-11-13,10265
2019-11-14,10265
2019-11-15,10265
2019-11-16,10591
2019-11-17,10591
2019-11-18,10591
2019-11-19,10920
2019-11-20,10920
2019-11-21,10920
2019-11-22,11082
2019-11-23,11082
2019-11-24,11082
2019-11-25,10988
2019-11-26,10988
2019-11-27,10988
2019-11-28,11022
2019-11-29,11022
2019-11-30,11022
2019-12-01,10744
2019-12-02,10744
2019-12-03,10744
2019-12-04,10687
2019-12-05,10687
2019-12-06,10687
2019-12-07,10878
2019-12-08,10878
2019-12-09,10878
2019-12-10,10691
2019-12-11,10691
2019-12-12,10691
2019-12-13,10584
2019-12-14,10584
2019-12-15,10109
2019-12-16,10109
2019-12-17,10109
2019-12-18,9814
2019-12-19,9814
2019-12-20,9814
2019-12-21,9685
2019-12-22,9685
2019-12-23,9623
2019-12-24,9623
2019-12-25,9616
2019-12-26,9616
2019-12-27,9616
2019-12-28,9424
2019-12-29,9424
2019-12-30,9424
2019-12-31,9380
2020-01-01,9380
2020-01-02,9414
2020-01-03,9414
2020-01-04,9414
2020-01-05,9521
2020-01-06,9521
2020-01-07,9806
2020-01-08,9806
2020-01-09,9806
2020-01-10,9845
2020-01-11,9845
2020-01-12,9801
2020-01-13,9801
2020-01-14,9801
2020-01-15,10249
2020-01-16,10249
2020-01-17,10099
2020-01-18,10099
2020-01-19,10368
2020-01-20,10368
2020-01-21,10679
2020-01-22,10679
2020-01-23,10681
2020-01-24,10681
2020-01-25,10562
2020-01-26,10562
2020-01-27,10171
2020-01-28,10171
2020-01-29,9751
2020-01-30,9751
2020-01-31,9369
2020-02-01,9369
2020-02-02,9091
2020-02-03,9091
2020-02-04,9045
2020-02-05,9045
2020-02-06,9250
2020-02-07,9250
2020-02-08,9301
2020-02-09,9301
2020-02-10,9394
2020-02-11,9394
2020-02-12,9394
2020-02-13,9604
2020-02-14,9604
2020-02-15,9727
2020-02-16,9727
2020-02-17,9363
2020-02-18,9363
2020-02-19,8946
2020-02-20,8953
2020-02-21,8953
2020-02-22,9096
2020-02-23,9096
2020-02-24,9247
2020-02-25,9247
2020-02-26,8839
2020-02-27,8839
2020-02-28,8626
2020-02-29,8626
2020-03-01,8505
2020-03-02,8505
2020-03-03,8116
2020-03-04,8116
2020-03-05,7865
2020-03-06,7865
2020-03-07,7512
2020-03-08,7512
2020-03-09,7172
2020-03-10,7172
2020-03-11,6888
2020-03-12,6888
2020-03-13,6614
2020-03-14,6614
2020-03-15,6314
2020-03-16,6243
2020-03-17,6243
2020-03-18,6341
2020-03-19,6341
2020-03-20,6501
2020-03-21,6501
2020-03-22,6766
2020-03-23,6766
2020-03-24,7055
2020-03-25,7055
2020-03-26,7193
2020-03-27,7193
2020-03-28,7432
2020-03-29,7773
2020-03-30,7773
2020-03-31,7778
2020-04-01,7778
2020-04-02,7472
2020-04-03,7472
2020-04-04,7621
2020-04-05,7621
2020-04-06,7741
2020-04-07,7741
2020-04-08,7359
2020-04-09,7141
2020-04-10,7141
2020-04-11,7025
2020-04-12,7025
2020-04-13,6806
2020-04-14,6806
2020-04-15,6560
2020-04-16,6560
2020-04-17,6277
2020-04-18,6117
2020-04-19,6117
2020-04-20,5888
2020-04-21,5888
2020-04-22,5930
2020-04-23,5930
2020-04-24,5886
2020-04-25,5886
2020-04-26,5776
2020-04-27,5695
2020-04-28,5695
2020-04-29,5605
2020-04-30,5605
2020-05-01,5676
2020-05-02,5676
2020-05-03,5629
2020-05-04,5629
2020-05-05,5812
2020-05-06,5812
2020-05-07,5968
2020-05-08,5968
2020-05-09,6178
2020-05-10,6178
2020-05-11,6281
2020-05-12,6281
2020-05-13,6469
