date_obj,Royal%20gown%20bottom price
2016-07-01,25650
2016-07-02,25650
2016-07-03,26663
2016-07-04,26663
2016-07-05,26362
2016-07-06,26362
2016-07-07,25891
2016-07-08,25891
2016-07-09,25452
2016-07-10,25452
2016-07-11,25151
2016-07-12,25151
2016-07-13,24672
2016-07-14,24672
2016-07-15,24769
2016-07-16,24769
2016-07-17,24078
2016-07-18,24078
2016-07-23,22412
2016-07-24,22412
2016-07-25,22366
2016-07-26,22366
2016-07-27,22366
2016-07-28,21925
2016-07-29,21925
2016-07-30,21410
2016-07-31,21410
2016-08-01,21410
2016-08-02,21242
2016-08-03,21242
2016-08-04,21242
2016-08-05,21007
2016-08-06,21007
2016-08-07,20864
2016-08-08,20864
2016-08-09,20864
2016-08-10,20248
2016-08-11,20248
2016-08-12,20248
2016-08-13,19917
2016-08-14,19917
2016-08-15,19652
2016-08-16,19652
2016-08-17,19059
2016-08-18,19059
2016-08-19,19059
2016-08-20,18174
2016-08-21,18174
2016-08-22,18174
2016-08-23,18106
2016-08-24,18106
2016-08-25,18106
2016-08-26,17653
2016-08-28,17609
2016-08-31,17438
2016-09-01,17273
2016-09-02,17273
2016-09-03,17273
2016-09-04,17122
2016-09-05,17122
2016-09-06,17049
2016-09-07,17049
2016-09-08,17049
2016-09-09,16963
2016-09-10,16963
2016-09-11,16981
2016-09-12,16981
2016-09-13,17020
2016-09-14,17020
2016-09-15,17020
2016-09-16,16584
2016-09-17,16584
2016-09-18,16584
2016-09-19,16569
2016-09-20,16569
2016-09-21,16569
2016-09-22,16151
2016-09-23,16151
2016-09-24,16151
2016-09-25,15833
2016-09-26,15833
2016-09-27,15833
2016-09-28,15799
2016-09-29,15799
2016-09-30,15985
2016-10-01,15985
2016-10-02,15985
2016-10-03,15825
2016-10-04,15825
2016-10-05,15825
2016-10-06,15795
2016-10-07,15795
2016-10-08,15697
2016-10-09,15697
2016-10-10,15697
2016-10-11,15735
2016-10-12,15735
2016-10-13,15735
2016-10-14,15674
2016-10-15,15674
2016-10-16,15674
2016-10-17,15458
2016-10-18,15458
2016-10-19,15458
2016-10-20,15216
2016-10-21,15216
2016-10-22,15216
2016-10-23,15707
2016-10-24,15707
2016-10-25,15707
2016-10-26,15762
2016-10-27,15762
2016-10-28,15762
2016-10-29,15871
2016-10-30,15871
2016-10-31,15871
2016-11-01,15654
2016-11-02,15654
2016-11-03,15654
2016-11-04,15545
2016-11-05,15545
2016-11-06,15545
2016-11-07,15379
2016-11-08,15379
2016-11-09,15379
2016-11-10,15222
2016-11-11,15222
2016-11-12,15222
2016-11-13,15107
2016-11-14,15107
2016-12-08,17994
2016-12-09,17994
2016-12-10,17994
2016-12-11,18240
2016-12-12,18240
2016-12-13,18301
2016-12-14,18301
2016-12-15,18301
2016-12-16,18667
2016-12-17,18667
2016-12-18,18667
2016-12-19,19092
2016-12-20,19092
2016-12-21,19287
2016-12-22,19287
2016-12-23,19849
2016-12-24,19849
2016-12-25,19849
2016-12-26,19691
2016-12-27,19691
2016-12-28,20251
2016-12-29,20251
2016-12-30,20247
2016-12-31,20247
2017-01-01,20310
2017-01-02,20310
2017-01-03,20514
2017-01-04,20514
2017-01-05,20049
2017-01-06,20049
2017-01-07,20535
2017-01-08,20535
2017-01-09,20557
2017-01-10,20557
2017-01-11,21115
2017-01-12,21115
2017-01-13,21304
2017-01-14,21304
2017-01-15,21652
2017-01-16,21652
2017-01-17,22014
2017-01-18,22014
2017-01-19,22014
2017-01-20,22244
2017-01-21,22244
2017-01-22,21925
2017-01-27,22562
2017-01-28,21863
2017-01-29,21863
2017-01-30,21863
2017-01-31,21706
2017-02-01,21706
2017-02-02,21376
2017-02-03,21376
2017-02-04,20593
2017-02-05,20593
2017-02-06,20593
2017-02-07,19977
2017-02-08,19977
2017-02-09,19977
2017-02-10,19245
2017-02-11,19245
2017-02-12,19245
2017-02-13,18568
2017-02-14,18568
2017-02-15,18264
2017-02-16,18264
2017-02-18,18091
2017-02-19,18091
2017-02-20,17750
2017-02-21,17750
2017-02-22,17575
2017-02-23,17575
2017-02-24,17575
2017-02-25,17063
2017-02-26,17063
2017-02-27,16545
2017-02-28,16545
2017-03-01,16074
2017-03-02,16074
2017-03-03,15534
2017-03-04,15534
2017-03-05,15788
2017-03-06,16563
2017-03-07,16563
2017-03-08,16563
2017-03-09,17369
2017-03-10,17369
2017-03-11,18156
2017-03-12,18156
2017-03-13,18914
2017-03-14,19663
2017-03-15,19663
2017-03-16,20602
2017-03-17,20602
2017-03-18,21596
2017-03-19,21596
2017-03-20,22616
2017-03-21,22616
2017-03-22,22369
2017-03-23,22369
2017-03-24,21295
2017-03-25,21295
2017-03-26,20367
2017-03-27,20367
2017-03-28,19404
2017-03-29,19404
2017-03-30,18802
2017-03-31,18802
2017-04-01,17934
2017-04-02,17934
2017-04-03,17037
2017-04-04,17037
2017-04-12,14809
2017-04-13,14809
2017-04-14,15012
2017-04-15,15012
2017-04-16,15651
2017-04-17,15651
2017-04-18,15651
2017-04-19,16267
2017-04-20,16267
2017-04-21,16805
2017-04-22,16805
2017-04-23,17593
2017-04-24,17593
2017-04-25,18016
2017-04-26,18016
2017-04-27,18016
2017-04-28,17925
2017-04-29,17925
2017-04-30,17825
2017-05-01,17825
2017-05-02,17552
2017-05-03,17552
2017-05-04,17076
2017-05-05,17076
2017-05-06,17654
2017-05-07,17654
2017-05-08,18442
2017-05-09,18442
2017-05-10,19231
2017-05-11,19231
2017-05-12,19483
2017-05-13,19483
2017-05-14,19483
2017-05-15,19369
2017-05-16,19369
2017-05-17,19369
2017-05-18,19146
2017-05-19,19146
2017-05-20,19393
2017-05-21,19393
2017-05-22,19393
2017-05-23,19751
2017-05-24,19751
2017-05-25,20620
2017-05-26,20620
2017-05-27,21499
2017-05-28,21499
2017-05-29,22433
2017-05-30,22433
2017-05-31,23473
2017-06-01,23473
2017-06-02,24339
2017-06-03,24339
2017-06-06,26604
2017-06-07,26604
2017-06-08,27659
2017-06-09,27659
2017-06-10,28320
2017-06-11,28320
2017-06-12,29221
2017-06-13,29221
2017-06-14,29384
2017-06-15,29384
2017-06-16,29586
2017-06-17,29586
2017-06-18,29145
2017-06-19,29145
2017-06-20,29145
2017-06-21,28413
2017-06-22,28413
2017-06-23,28413
2017-06-24,27903
2017-06-25,27903
2017-06-26,27136
2017-06-27,27136
2017-06-28,26197
2017-06-29,26197
2017-06-30,25338
2017-07-01,25338
2017-07-02,25338
2017-07-03,25231
2017-07-04,25231
2017-07-05,25231
2017-07-06,25156
2017-07-07,25156
2017-07-08,25156
2017-07-13,25644
2017-07-14,25644
2017-07-15,25758
2017-07-16,25758
2017-07-17,25948
2017-07-18,25948
2017-07-19,26201
2017-07-20,26201
2017-07-21,26400
2017-07-22,26400
2017-07-23,26235
2017-07-24,26235
2017-07-25,26235
2017-07-26,25940
2017-07-27,25940
2017-07-28,26062
2017-07-29,26062
2017-07-30,26291
2017-07-31,26291
2017-08-01,26291
2017-08-02,25732
2017-08-03,25732
2017-08-04,25732
2017-08-05,25223
2017-08-06,25223
2017-08-09,25915
2017-08-10,25915
2017-08-11,26974
2017-08-12,26974
2017-08-13,26974
2017-08-14,27398
2017-08-15,27398
2017-08-17,28164
2017-08-18,28139
2017-08-19,28139
2017-08-20,27510
2017-08-21,27510
2017-08-22,26519
2017-08-23,26519
2017-08-24,26519
2017-08-25,25869
2017-08-26,25869
2017-08-27,24877
2017-08-28,24877
2017-08-29,24877
2017-08-30,23936
2017-08-31,23936
2017-09-01,23936
2017-09-02,23864
2017-09-03,23864
2017-09-04,23864
2017-09-05,23825
2017-09-06,23825
2017-09-07,23717
2017-09-08,23717
2017-09-09,24253
2017-09-10,24253
2017-09-11,24253
2017-09-12,24237
2017-09-13,24237
2017-09-14,24237
2017-09-15,23838
2017-09-16,23838
2017-09-17,23569
2017-09-19,23569
2017-09-20,22973
2017-09-21,22973
2017-09-22,22858
2017-09-23,22858
2017-09-24,22659
2017-09-25,22659
2017-09-26,23350
2017-09-27,23350
2017-09-28,23350
2017-09-29,23347
2017-09-30,23347
2017-10-01,23347
2017-10-02,24179
2017-10-03,24179
2017-10-04,24179
2017-10-05,25325
2017-10-06,25325
2017-10-07,25800
2017-10-08,25800
2017-10-09,25800
2017-10-10,25867
2017-10-11,25867
2017-10-12,26102
2017-10-13,26102
2017-10-14,27002
2017-10-15,27002
2017-10-16,27849
2017-10-17,27849
2017-10-18,27849
2017-10-19,28110
2017-10-20,28110
2017-10-21,28110
2017-10-22,29165
2017-10-23,29165
2017-10-24,29165
2017-10-25,29610
2017-10-26,29610
2017-10-27,29838
2017-10-28,29838
2017-10-29,29838
2017-10-30,29762
2017-10-31,29762
2017-11-01,29762
2017-11-02,29798
2017-11-03,29798
2017-11-04,29410
2017-11-05,29410
2017-11-06,29410
2017-11-07,29200
2017-11-08,29200
2017-11-09,28718
2017-11-10,28718
2017-11-11,28718
2017-11-12,28628
2017-11-13,28628
2017-11-14,28628
2017-11-15,28202
2017-11-16,28202
2017-11-17,29152
2017-11-18,29152
2017-11-19,29152
2017-11-20,29697
2017-11-21,29697
2017-11-22,29697
2017-11-23,30032
2017-11-24,30032
2017-11-25,30032
2017-11-26,29573
2017-11-27,29573
2017-11-28,29573
2017-11-29,29055
2017-11-30,29055
2017-12-01,29282
2017-12-02,29282
2017-12-03,29282
2017-12-04,28751
2017-12-05,28751
2017-12-06,29495
2017-12-07,29495
2017-12-08,29495
2017-12-09,29301
2017-12-10,29301
2017-12-11,29744
2017-12-12,29744
2017-12-14,29831
2017-12-15,29831
2017-12-16,29831
2017-12-17,30911
2017-12-18,30911
2017-12-19,32313
2017-12-20,32313
2017-12-21,32313
2017-12-22,32953
2017-12-23,32953
2017-12-24,34231
2017-12-25,34231
2017-12-26,35839
2017-12-27,35839
2017-12-28,37583
2017-12-29,37583
2017-12-30,38712
2017-12-31,38712
2018-01-01,37784
2018-01-02,37784
2018-01-03,36072
2018-01-04,36072
2018-01-05,34592
2018-01-06,34592
2018-01-07,33169
2018-01-08,33169
2018-01-09,31817
2018-01-10,31817
2018-01-11,31817
2018-01-12,30491
2018-01-13,30491
2018-01-14,29084
2018-01-15,29084
2018-01-16,28808
2018-01-17,28808
2018-01-18,27456
2018-01-19,27456
2018-01-20,26416
2018-01-21,26416
2018-01-22,25821
2018-01-23,25821
2018-01-24,25533
2018-01-25,25533
2018-01-26,25533
2018-01-27,25162
2018-01-28,25162
2018-01-29,25186
2018-01-31,25267
2018-02-01,25267
2018-02-02,25267
2018-02-03,25720
2018-02-04,25720
2018-02-05,25720
2018-02-06,25546
2018-02-07,25546
2018-02-08,24888
2018-02-09,24888
2018-02-10,24957
2018-02-11,24957
2018-02-12,25498
2018-02-13,25498
2018-02-14,24946
2018-02-15,24946
2018-02-16,24676
2018-02-17,24676
2018-02-18,24351
2018-02-19,25362
2018-02-20,25362
2018-02-21,25924
2018-02-22,25924
2018-02-23,26551
2018-02-24,26551
2018-02-25,27065
2018-02-26,27065
2018-02-27,26634
2018-02-28,26634
2018-03-01,26711
2018-03-02,26711
2018-03-03,27857
2018-03-04,27857
2018-03-05,28549
2018-03-06,28549
2018-03-07,29236
2018-03-08,29236
2018-03-09,30262
2018-03-10,30262
2018-03-11,30045
2018-03-12,30045
2018-03-13,29434
2018-03-14,29434
2018-03-15,29434
2018-03-16,28538
2018-03-17,28538
2018-03-18,28538
2018-03-19,28249
2018-03-20,28249
2018-03-21,27963
2018-03-23,27963
2018-03-24,27552
2018-03-26,27058
2018-03-27,27058
2018-03-29,26406
2018-03-30,26115
2018-03-31,26115
2018-04-01,26115
2018-04-02,25478
2018-04-03,25478
2018-04-04,25339
2018-04-05,25339
2018-04-06,25339
2018-04-08,25174
2018-04-09,25174
2018-04-10,25272
2018-04-11,25272
2018-04-12,25332
2018-04-13,25332
2018-04-14,25332
2018-04-15,24738
2018-04-16,24738
2018-04-17,24703
2018-04-18,24703
2018-04-19,24703
2018-04-20,24377
2018-04-21,24377
2018-04-22,24374
2018-04-23,24374
2018-04-24,24307
2018-04-25,24307
2018-04-26,24307
2018-04-27,24308
2018-04-28,24308
2018-04-29,24402
2018-04-30,24402
2018-05-01,24127
2018-05-02,24127
2018-05-03,24127
2018-05-04,23770
2018-05-05,23770
2018-05-06,23567
2018-05-07,23567
2018-05-08,23567
2018-05-09,23052
2018-05-10,23052
2018-05-11,23025
2018-05-12,23025
2018-05-13,23006
2018-05-14,23006
2018-05-15,22858
2018-05-16,22858
2018-05-17,23468
2018-05-18,23468
2018-05-19,24008
2018-05-20,24008
2018-05-21,24008
2018-05-22,24274
2018-05-23,24274
2018-05-24,23443
2018-05-25,23443
2018-05-26,22856
2018-05-27,22856
2018-05-28,22856
2018-05-29,22758
2018-05-30,22758
2018-05-31,22758
2018-06-01,22536
2018-06-02,22536
2018-06-03,22784
2018-06-04,22784
2018-06-05,22671
2018-06-06,22671
2018-06-07,22671
2018-06-08,22306
2018-06-09,22306
2018-06-10,22090
2018-06-11,22090
2018-06-12,22090
2018-06-13,22421
2018-06-14,22421
2018-06-15,22421
2018-06-16,22976
2018-06-17,22976
2018-06-18,23222
2018-06-19,23222
2018-06-20,23222
2018-06-21,24118
2018-06-22,24118
2018-06-23,24857
2018-06-24,24857
2018-06-25,25038
2018-06-26,25038
2018-06-27,25038
2018-06-28,24434
2018-06-29,24434
2018-06-30,24183
2018-07-01,24183
2018-07-02,24183
2018-07-03,24665
2018-07-04,24665
2018-07-05,24665
2018-07-06,25603
2018-07-07,25603
2018-07-08,25603
2018-07-09,26768
2018-07-10,26768
2018-07-11,27979
2018-07-12,27979
2018-07-13,28564
2018-07-14,28564
2018-07-15,28564
2018-07-16,29513
2018-07-17,29513
2018-07-18,30070
2018-07-19,30070
2018-07-20,30070
2018-07-21,30435
2018-07-22,30435
2018-07-23,31252
2018-07-24,31252
2018-07-25,31252
2018-07-26,32343
2018-07-27,33795
2018-07-28,33795
2018-07-29,33795
2018-07-30,33724
2018-07-31,33724
2018-08-01,34905
2018-08-02,34905
2018-08-03,34626
2018-08-04,34626
2018-08-05,34490
2018-08-06,34490
2018-08-07,34387
2018-08-08,34387
2018-08-09,33309
2018-08-10,33309
2018-08-11,31647
2018-08-12,31647
2018-08-14,30064
2018-08-16,28579
2018-08-17,27528
2018-08-18,27528
2018-08-19,27528
2018-08-20,26366
2018-08-21,26366
2018-08-22,25960
2018-08-23,25960
2018-08-24,25610
2018-08-25,25610
2018-08-26,24976
2018-08-27,24976
2018-08-28,23858
2018-08-29,23858
2018-08-30,23477
2018-08-31,23477
2018-09-01,22542
2018-09-02,22542
2018-09-03,22385
2018-09-04,22385
2018-09-05,22059
2018-09-06,22059
2018-09-07,21817
2018-09-08,21817
2018-09-09,21433
2018-09-10,21433
2018-09-11,20749
2018-09-12,20749
2018-09-13,20330
2018-09-14,20330
2018-09-15,20138
2018-09-16,20138
2018-09-17,20518
2018-09-18,20518
2018-09-19,19817
2018-09-20,19817
2018-09-21,20264
2018-09-22,20264
2018-09-23,20969
2018-09-24,20969
2018-09-25,21873
2018-09-26,22709
2018-09-27,22709
2018-09-28,22769
2018-09-29,22769
2018-09-30,23517
2018-10-02,24116
2018-10-03,24116
2018-10-04,23634
2018-10-05,23634
2018-10-06,22917
2018-10-07,22917
2018-10-08,23100
2018-10-09,23100
2018-10-10,22942
2018-10-11,22942
2018-10-12,22341
2018-10-13,22041
2018-10-14,22041
2018-10-15,21514
2018-10-16,21514
2018-10-17,20723
2018-10-18,20723
2018-10-19,20433
2018-10-20,20433
2018-10-21,20433
2018-10-22,20603
2018-10-23,20603
2018-10-24,20303
2018-10-25,20303
2018-10-26,20024
2018-10-27,20024
2018-10-28,20369
2018-10-29,20369
2018-10-30,20369
2018-10-31,20089
2018-11-01,20089
2018-11-03,19865
2018-11-04,19491
2018-11-05,19804
2018-11-06,19818
2018-11-07,19818
2018-11-08,20501
2018-11-09,20501
2018-11-10,21030
2018-11-11,21989
2018-11-12,22586
2018-11-13,22352
2018-11-14,22352
2018-11-15,22225
2018-11-16,22247
2018-11-17,22247
2018-11-18,22192
2018-11-19,22192
2018-11-20,22148
2018-11-21,22148
2018-11-22,22350
2018-11-23,22350
2018-11-24,21958
2018-11-25,22352
2018-11-26,22352
2018-11-27,23419
2018-11-28,24189
2018-11-29,25207
2018-12-01,25581
2018-12-02,26181
2018-12-03,26181
2018-12-04,27159
2018-12-05,28262
2018-12-07,30880
2018-12-09,32289
2018-12-10,33638
2018-12-11,35198
2018-12-12,36938
2018-12-13,38594
2018-12-14,38709
2018-12-15,38709
2018-12-16,39510
2018-12-17,39510
2018-12-18,39225
2018-12-19,39225
2018-12-20,38519
2018-12-21,38495
2018-12-22,38495
2018-12-23,38056
2018-12-24,37744
2018-12-25,37744
2018-12-26,38129
2018-12-27,39270
2018-12-28,39270
2018-12-29,41020
2018-12-30,41020
2018-12-31,42822
2019-01-01,42822
2019-01-02,43943
2019-01-03,45103
2019-01-04,46500
2019-01-05,47700
2019-01-06,49326
2019-01-08,49627
2019-01-10,49753
2019-01-11,49753
2019-01-12,48339
2019-01-13,45977
2019-01-14,43686
2019-01-15,41702
2019-01-16,39960
2019-01-17,38329
2019-01-18,38329
2019-01-19,37180
2019-01-20,35668
2019-01-21,35668
2019-01-22,35212
2019-01-23,35527
2019-01-24,35527
2019-01-25,35045
2019-01-26,35045
2019-01-27,34821
2019-01-28,34821
2019-01-29,35050
2019-01-30,34808
2019-01-31,34808
2019-02-01,34440
2019-02-02,34440
2019-02-03,34320
2019-02-04,34320
2019-02-05,35048
2019-02-06,35048
2019-02-07,35494
2019-02-08,35494
2019-02-09,36385
2019-02-10,36261
2019-02-11,36261
2019-02-12,36156
2019-02-13,36503
2019-02-14,36503
2019-02-15,37193
2019-02-16,37193
2019-02-17,38031
2019-02-18,38031
2019-02-19,39250
2019-02-20,40139
2019-02-21,42010
2019-02-22,44012
2019-02-23,46213
2019-02-24,48524
2019-02-25,50951
2019-02-26,53398
2019-02-27,53398
2019-02-28,53398
2019-03-01,55515
2019-03-02,58196
2019-03-03,60540
2019-03-04,63397
2019-03-05,66508
2019-03-06,69121
2019-03-07,69069
2019-03-08,69069
2019-03-09,66807
2019-03-10,65208
2019-03-11,64512
2019-03-12,64716
2019-03-13,64716
2019-03-14,66560
2019-03-15,66560
2019-03-16,66202
2019-03-17,67763
2019-03-18,67763
2019-03-19,70652
2019-03-20,68500
2019-03-21,66148
2019-03-22,66148
2019-03-23,64699
2019-03-24,64699
2019-03-25,61787
2019-03-26,59059
2019-03-27,59059
2019-03-28,56882
2019-03-29,54564
2019-03-30,54564
2019-03-31,52939
2019-04-01,50330
2019-04-02,50330
2019-04-03,48518
2019-04-04,48518
2019-04-05,47661
