date_obj,Toktz-mej-tal price
2015-03-26,131000
2015-03-27,131000
2015-03-28,131000
2015-03-29,131000
2015-03-30,131000
2015-03-31,131000
2015-04-01,131000
2015-04-02,131000
2015-04-03,131000
2015-04-04,131000
2015-04-05,131000
2015-04-06,131000
2015-04-07,131000
2015-04-08,131000
2015-04-09,131000
2015-04-10,131000
2015-04-11,131000
2015-04-12,131000
2015-04-13,131000
2015-04-14,131000
2015-04-15,131000
2015-04-16,131000
2015-04-17,131000
2015-04-18,131000
2015-04-19,131000
2015-04-20,131000
2015-04-21,131000
2015-04-22,131000
2015-04-23,131000
2015-04-24,131000
2015-04-25,131000
2015-04-26,131000
2015-04-27,131000
2015-04-28,131000
2015-04-29,131000
2015-04-30,131000
2015-05-01,131000
2015-05-02,131000
2015-05-03,131000
2015-05-04,131000
2015-05-05,131000
2015-05-06,131000
2015-05-07,131000
2015-05-08,131000
2015-05-09,131000
2015-05-10,131000
2015-05-11,131000
2015-05-12,131000
2015-05-13,131000
2015-05-14,131000
2015-05-15,131000
2015-05-16,131000
2015-05-17,131000
2015-05-18,131000
2015-05-19,131000
2015-05-20,131000
2015-05-21,131000
2015-05-22,131000
2015-05-23,131000
2015-05-24,131000
2015-05-25,131000
2015-05-26,131000
2015-05-27,131000
2015-05-28,134250
2015-05-29,134250
2015-05-30,134250
2015-05-31,134250
2015-06-01,134250
2015-06-02,134250
2015-06-03,134250
2015-06-04,134250
2015-06-05,134250
2015-06-06,134250
2015-06-07,134250
2015-06-08,134250
2015-06-09,134250
2015-06-10,134250
2015-06-11,134250
2015-06-12,134250
2015-06-13,134250
2015-06-14,134250
2015-06-15,134250
2015-06-16,134250
2015-06-17,134250
2015-06-18,134250
2015-06-19,134250
2015-06-20,134250
2015-06-21,134250
2015-06-22,134250
2015-06-23,134250
2015-06-24,134250
2015-06-25,134250
2015-06-26,134250
2015-06-27,134250
2015-06-28,134250
2015-06-29,134250
2015-06-30,134250
2015-07-01,134250
2015-07-02,134250
2015-07-03,134250
2015-07-04,134250
2015-07-05,134250
2015-07-06,134250
2015-07-07,134250
2015-07-08,134250
2015-07-09,134250
2015-07-10,134250
2015-07-11,134250
2015-07-12,134250
2015-07-13,134250
2015-07-14,134250
2015-07-15,134250
2015-07-16,134250
2015-07-17,134250
2015-07-18,134250
2015-07-19,134250
2015-07-20,134250
2015-07-21,134250
2015-07-22,134250
2015-07-23,134250
2015-07-24,134250
2015-07-25,134250
2015-07-26,134250
2015-07-27,134250
2015-07-28,134250
2015-07-29,134250
2015-07-30,134250
2015-07-31,134250
2015-08-01,134250
2015-08-02,134250
2015-08-03,134250
2015-08-04,134250
2015-08-05,134250
2015-08-06,134250
2015-08-07,134250
2015-08-08,134250
2015-08-09,134250
2015-08-10,134250
2015-08-11,134250
2015-08-12,134250
2015-08-13,134250
2015-08-14,134250
2015-08-15,134250
2015-08-16,134250
2015-08-17,134250
2015-08-18,134250
2015-08-19,139154
2015-08-20,139154
2015-08-21,139154
2015-08-22,139154
2015-08-23,139154
2015-08-24,139154
2015-08-25,139154
2015-08-26,139154
2015-08-27,139154
2015-08-28,139154
2015-08-29,139154
2015-08-30,139154
2015-08-31,139154
2015-09-01,139154
2015-09-02,139154
2015-09-03,139154
2015-09-04,139154
2015-09-05,139154
2015-09-06,139154
2015-09-07,139154
2015-09-08,139154
2015-09-09,139154
2015-09-10,139154
2015-09-11,139154
2015-09-12,139154
2015-09-13,139154
2015-09-14,139154
2015-09-15,139154
2015-09-16,139154
2015-09-17,139154
2015-09-18,139154
2015-09-19,139154
2015-09-20,139154
2015-09-21,139154
2015-09-22,139154
2015-09-23,139154
2015-09-24,139154
2015-09-25,139154
2015-09-27,139154
2015-09-28,139154
2015-09-29,139154
2015-09-30,139154
2015-10-05,139154
2015-10-06,139154
2015-10-07,139154
2015-10-08,139154
2015-10-09,139154
2015-10-10,139154
2015-10-11,139154
2015-10-12,139154
2015-10-13,139154
2015-10-14,139154
2015-10-15,139154
2015-10-16,139154
2015-10-17,139154
2015-10-18,139154
2015-10-19,139154
2015-10-20,139154
2015-10-22,139154
2015-10-23,139154
2015-10-24,139154
2015-10-25,139154
2015-10-26,144647
2015-10-27,144647
2015-10-29,144647
2015-10-30,144647
2015-10-31,144647
2015-11-01,144647
2015-11-02,144647
2015-11-03,144647
2015-11-04,144647
2015-11-05,144647
2015-11-06,144647
2015-11-07,144647
2015-11-08,144647
2015-11-09,144647
2015-11-10,144647
2015-11-11,144647
2015-11-12,144647
2015-11-13,144647
2015-11-14,144647
2015-11-15,144647
2015-11-16,144647
2015-11-17,144647
2015-11-18,144647
2015-11-19,144647
2015-11-20,144647
2015-11-21,144647
2015-11-22,144647
2015-11-23,144647
2015-11-24,144647
2015-11-25,144647
2015-11-26,144647
2015-11-27,144647
2015-11-28,144647
2015-11-29,144647
2015-11-30,144647
2015-12-01,144647
2015-12-02,144647
2015-12-03,144647
2015-12-04,144647
2015-12-05,144647
2015-12-06,144647
2015-12-07,144647
2015-12-08,144647
2015-12-09,144647
2015-12-10,144647
2015-12-11,144647
2015-12-13,144647
2015-12-14,144647
2015-12-15,144647
2015-12-16,144647
2015-12-17,144647
2015-12-18,144647
2015-12-19,144647
2015-12-20,144647
2015-12-21,144647
2015-12-22,144647
2015-12-23,144647
2015-12-24,144647
2015-12-25,144647
2015-12-26,144647
2015-12-27,144647
2015-12-28,144647
2015-12-29,144647
2015-12-30,144647
2015-12-31,144647
2016-01-01,144647
2016-01-02,144647
2016-01-03,144647
2016-01-04,144647
2016-01-05,144647
2016-01-06,144647
2016-01-07,144647
2016-01-08,144647
2016-01-09,144647
2016-01-10,144647
2016-01-11,151132
2016-01-12,151132
2016-01-13,151132
2016-01-14,151132
2016-01-15,151132
2016-01-16,151132
2016-01-17,151132
2016-01-18,151132
2016-01-19,151132
2016-01-20,151132
2016-01-21,151132
2016-01-22,151132
2016-01-23,151132
2016-01-24,151132
2016-01-25,151132
2016-01-26,151132
2016-01-27,151132
2016-01-28,151132
2016-01-29,151132
2016-01-30,151132
2016-01-31,151132
2016-02-01,151132
2016-02-02,151132
2016-02-03,151132
2016-02-04,151132
2016-02-05,151132
2016-02-06,151132
2016-02-07,151132
2016-02-08,151132
2016-02-09,151132
2016-02-10,151132
2016-02-11,151132
2016-02-12,151132
2016-02-13,151132
2016-02-14,151132
2016-02-15,151132
2016-02-16,151132
2016-02-17,151132
2016-02-18,151132
2016-02-19,151132
2016-02-20,151132
2016-02-21,151132
2016-02-22,151132
2016-02-23,151132
2016-02-24,151132
2016-02-25,151132
2016-02-26,151132
2016-02-27,151132
2016-02-28,151132
2016-02-29,151132
2016-03-01,151132
2016-03-02,151132
2016-03-03,151132
2016-03-04,151132
2016-03-05,151132
2016-03-06,157555
2016-03-07,157555
2016-03-08,157555
2016-03-09,157555
2016-03-10,157555
2016-03-11,157555
2016-03-12,157555
2016-03-13,157555
2016-03-14,157555
2016-03-15,157555
2016-03-16,157555
2016-03-17,157555
2016-03-18,157555
2016-03-19,157555
2016-03-20,157555
2016-03-21,157555
2016-03-22,157555
2016-03-23,157555
2016-03-24,157555
2016-03-25,157555
2016-03-26,157555
2016-03-27,157555
2016-03-28,157555
2016-03-29,157555
2016-03-30,157555
2016-03-31,157555
2016-04-01,157555
2016-04-02,157555
2016-04-03,157555
2016-04-04,157555
2016-04-05,157555
2016-04-06,157555
2016-04-07,157555
2016-04-08,157555
2016-04-09,157555
2016-04-10,157555
2016-04-11,157555
2016-04-12,157555
2016-04-13,157555
2016-04-14,157555
2016-04-15,157555
2016-04-16,157555
2016-04-17,157555
2016-04-18,157555
2016-04-19,157555
2016-04-20,157555
2016-04-21,157555
2016-04-22,157555
2016-04-23,157555
2016-04-24,157555
2016-04-25,157555
2016-04-26,157555
2016-04-27,157555
2016-04-28,157555
2016-04-29,157555
2016-04-30,157555
2016-05-01,157555
2016-05-02,157555
2016-05-03,157555
2016-05-04,157555
2016-05-05,163614
2016-05-06,163614
2016-05-07,163614
2016-05-08,163614
2016-05-09,163614
2016-05-10,163614
2016-05-11,163614
2016-05-12,163614
2016-05-13,163614
2016-05-14,163614
2016-05-15,163614
2016-05-16,163614
2016-05-17,163614
2016-05-18,163614
2016-05-19,163614
2016-05-22,163614
2016-05-23,163614
2016-05-24,163614
2016-05-25,163614
2016-05-26,163614
2016-05-27,163614
2016-05-28,163614
2016-05-29,163614
2016-05-30,170983
2016-05-31,170983
2016-06-01,170983
2016-06-02,170983
2016-06-03,170983
2016-06-04,170983
2016-06-05,170983
2016-06-06,170983
2016-06-07,170983
2016-06-08,170983
2016-06-09,170983
2016-06-10,170983
2016-06-11,170983
2016-06-12,170983
2016-06-13,170983
2016-06-14,170983
2016-06-15,170983
2016-06-16,170983
2016-06-17,170983
2016-06-18,170983
2016-06-19,170983
2016-06-20,170983
2016-06-21,170983
2016-06-22,170983
2016-06-23,170983
2016-06-24,170983
2016-06-25,170983
2016-06-26,170983
2016-06-27,170983
2016-06-28,170983
2016-06-29,170983
2016-06-30,170983
2016-07-01,170983
2016-07-02,170983
2016-07-03,170983
2016-07-04,170983
2016-07-05,170983
2016-07-06,170983
2016-07-07,170983
2016-07-08,170983
2016-07-09,170983
2016-07-10,170983
2016-07-11,170983
2016-07-12,178927
2016-07-13,178927
2016-07-14,178927
2016-07-15,178927
2016-07-16,178927
2016-07-17,178927
2016-07-18,178927
2016-07-24,178927
2016-07-25,178927
2016-07-26,178927
2016-07-27,178927
2016-07-28,178927
2016-07-29,178927
2016-07-30,178927
2016-07-31,178927
2016-08-01,178927
2016-08-02,178927
2016-08-03,178927
2016-08-04,178927
2016-08-05,178927
2016-08-06,178927
2016-08-07,178927
2016-08-08,178927
2016-08-09,178927
2016-08-10,178927
2016-08-11,178927
2016-08-12,178927
2016-08-13,178927
2016-08-14,178927
2016-08-15,178927
2016-08-16,178927
2016-08-17,178927
2016-08-18,178927
2016-08-19,186123
2016-08-20,186123
2016-08-21,186123
2016-08-22,186123
2016-08-23,186123
2016-08-24,186123
2016-08-25,186123
2016-08-26,186123
