date_obj,Gilded%20armour%20set%20(sk) price
2015-12-07,939476
2015-12-08,939476
2015-12-09,970310
2015-12-10,970310
2015-12-11,970310
2015-12-12,970310
2015-12-13,970310
2015-12-14,970310
2015-12-15,970310
2015-12-16,970310
2015-12-17,970310
2015-12-18,970310
2015-12-19,970310
2015-12-20,970310
2015-12-21,970310
2015-12-22,970310
2015-12-23,997963
2015-12-24,997963
2015-12-25,997963
2015-12-26,997963
2015-12-27,997963
2015-12-28,997963
2015-12-29,997963
2015-12-30,997963
2015-12-31,997963
2016-01-01,997963
2016-01-02,997963
2016-01-03,997963
2016-01-04,1003016
2016-01-05,1003016
2016-01-06,1003016
2016-01-07,1003016
2016-01-08,1003016
2016-01-09,1003016
2016-01-10,1003016
2016-01-11,1003016
2016-01-12,1003016
2016-01-13,1003016
2016-01-14,1003016
2016-01-15,1003016
2016-01-16,1003016
2016-01-17,1003016
2016-01-18,1002300
2016-01-19,1002300
2016-01-20,1002300
2016-01-21,1002300
2016-01-22,1002300
2016-01-23,1002300
2016-01-24,1002300
2016-01-25,1002300
2016-01-26,1002300
2016-01-27,1002300
2016-01-28,1002300
2016-01-29,1002300
2016-01-30,1002300
2016-01-31,1002300
2016-02-01,1006993
2016-02-02,1006993
2016-02-03,1006993
2016-02-04,1006993
2016-02-05,1006993
2016-02-06,1006993
2016-02-07,1006993
2016-02-08,1006993
2016-02-09,1006993
2016-02-10,1006993
2016-02-11,1006993
2016-02-12,1006993
2016-02-13,1006993
2016-02-14,1006993
2016-02-15,1006993
2016-02-16,999791
2016-02-17,999791
2016-02-18,999791
2016-02-19,999791
2016-02-20,999791
2016-02-21,999791
2016-02-22,999791
2016-02-23,999791
2016-02-24,999791
2016-02-25,999791
2016-02-26,999791
2016-02-27,999791
2016-02-28,999791
2016-02-29,999791
2016-03-01,999791
2016-03-02,971005
2016-03-03,971005
2016-03-04,971005
2016-03-05,971005
2016-03-06,971005
2016-03-07,971005
2016-03-08,971005
2016-03-09,971005
2016-03-10,971005
2016-03-11,971005
2016-03-12,971005
2016-03-13,937655
2016-03-14,937655
2016-03-15,937655
2016-03-16,937655
2016-03-17,937655
2016-03-18,937655
2016-03-19,937655
2016-03-20,937655
2016-03-21,937655
2016-03-22,937655
2016-03-23,937655
2016-03-24,937655
2016-03-25,937655
2016-03-26,912825
2016-03-27,912825
2016-03-28,912825
2016-03-29,912825
2016-03-30,912825
2016-03-31,912825
2016-04-01,912825
2016-04-02,912825
2016-04-03,912825
2016-04-04,912825
2016-04-05,912825
2016-04-06,912825
2016-04-07,912825
2016-04-08,912825
2016-04-09,912825
2016-04-10,892362
2016-04-11,892362
2016-04-12,892362
2016-04-13,892362
2016-04-14,924634
2016-04-15,924634
2016-04-16,924634
2016-04-17,966983
2016-04-18,966983
2016-04-19,966983
2016-04-20,966983
2016-04-21,1007309
2016-04-22,1007309
2016-04-23,1007309
2016-04-24,1007309
2016-04-25,1007309
2016-04-26,1007309
2016-04-27,1007309
2016-04-28,1050043
2016-04-29,1050043
2016-04-30,1050043
2016-05-01,1050043
2016-05-02,1050043
2016-05-03,1050043
2016-05-04,1050043
2016-05-05,1050043
2016-05-06,1050043
2016-05-07,1094304
2016-05-08,1094304
2016-05-09,1094304
2016-05-10,1094304
2016-05-11,1094304
2016-05-12,1094304
2016-05-13,1094304
2016-05-14,1094304
2016-05-15,1094304
2016-05-16,1094304
2016-05-17,1094304
2016-05-18,1132479
2016-05-19,1132479
2016-05-22,1182101
2016-05-23,1233640
2016-05-24,1233640
2016-05-25,1233640
2016-05-26,1282514
2016-05-27,1337712
2016-05-28,1337712
2016-05-29,1399290
2016-05-30,1399290
2016-05-31,1399290
2016-06-01,1456730
2016-06-02,1456730
2016-06-03,1456730
2016-06-04,1522617
2016-06-05,1522617
2016-06-06,1588738
2016-06-07,1588738
2016-06-08,1588738
2016-06-09,1655925
2016-06-10,1655925
2016-06-11,1655925
2016-06-12,1723251
2016-06-13,1723251
2016-06-14,1723251
2016-06-15,1799631
2016-06-16,1799631
2016-06-17,1799631
2016-06-18,1799631
2016-06-19,1873723
2016-06-20,1873723
2016-06-21,1873723
2016-06-22,1954920
2016-06-23,1954920
2016-06-24,1954920
2016-06-25,1954920
2016-06-26,1954920
2016-06-27,1954920
2016-06-28,2027132
2016-06-29,2027132
2016-06-30,2027132
2016-07-01,2027132
2016-07-02,2027132
2016-07-03,2027132
2016-07-04,2102101
2016-07-05,2102101
2016-07-06,2102101
2016-07-07,2102101
2016-07-08,2102101
2016-07-09,2102101
2016-07-10,2184319
2016-07-11,2184319
2016-07-12,2184319
2016-07-13,2184319
2016-07-14,2184319
2016-07-15,2184319
2016-07-16,2184319
2016-07-17,2184319
2016-07-18,2184319
2016-07-23,2228574
2016-07-24,2228574
2016-07-25,2228574
2016-07-26,2228574
2016-07-27,2228574
2016-07-28,2228574
2016-07-29,2207036
2016-07-30,2207036
2016-07-31,2207036
2016-08-01,2207036
2016-08-02,2207036
2016-08-03,2207036
2016-08-04,2207036
2016-08-05,2103565
2016-08-06,2103565
2016-08-07,2103565
2016-08-08,2103565
2016-08-09,2103565
2016-08-10,2103565
2016-08-11,2103565
2016-08-12,2103565
2016-08-13,2103565
2016-08-14,2012503
2016-08-15,2012503
2016-08-16,2012503
2016-08-17,2012503
2016-08-18,2012503
2016-08-19,2012503
2016-08-20,1918408
2016-08-21,1918408
2016-08-22,1918408
2016-08-23,1918408
2016-08-24,1918408
2016-08-25,1918408
2016-08-26,1918408
2016-08-28,1945384
2016-08-31,1945384
2016-09-01,1945384
2016-09-02,1945384
2016-09-03,1997669
2016-09-04,1997669
2016-09-05,1997669
2016-09-06,1997669
2016-09-07,1997669
2016-09-08,1997669
2016-09-09,1997669
2016-09-10,1997669
2016-09-11,1997669
2016-09-12,1997669
2016-09-13,1997669
2016-09-14,2041174
2016-09-15,2041174
2016-09-16,2041174
2016-09-17,2041174
2016-09-18,2041174
2016-09-19,2041174
2016-09-20,2041174
2016-09-21,2041174
2016-09-22,2041174
2016-09-23,2077279
2016-09-24,2077279
2016-09-25,2077279
2016-09-26,2077279
2016-09-27,2077279
2016-09-28,2077279
2016-09-29,2077279
2016-09-30,2077279
2016-10-01,2077279
2016-10-02,2077279
2016-10-03,2077279
2016-10-04,2098941
2016-10-05,2098941
2016-10-06,2098941
2016-10-07,2098941
2016-10-08,2098941
2016-10-09,2098941
2016-10-10,2098941
2016-10-11,2152412
2016-10-12,2152412
2016-10-13,2152412
2016-10-14,2152412
2016-10-15,2152412
2016-10-16,2152412
2016-10-17,2152412
2016-10-18,2152412
2016-10-19,2152412
2016-10-20,2195989
2016-10-21,2195989
2016-10-22,2195989
2016-10-23,2195989
2016-10-24,2195989
2016-10-25,2195989
2016-10-26,2195989
2016-10-27,2195989
2016-10-28,2195989
2016-10-29,2252919
2016-10-30,2252919
2016-10-31,2252919
2016-11-01,2252919
2016-11-02,2252919
2016-11-03,2252919
2016-11-04,2252919
2016-11-05,2252919
2016-11-06,2252919
2016-11-07,2252919
2016-11-08,2252919
2016-11-09,2259602
2016-11-10,2259602
2016-11-11,2259602
2016-11-12,2259602
2016-11-13,2259602
2016-11-14,2259602
2016-11-15,2259602
2016-12-07,2350195
2016-12-08,2350195
2016-12-09,2350195
2016-12-10,2350195
2016-12-11,2350195
2016-12-12,2398732
2016-12-13,2398732
2016-12-14,2398732
2016-12-15,2398732
2016-12-16,2398732
2016-12-17,2398732
2016-12-18,2398732
2016-12-19,2398732
2016-12-20,2398732
2016-12-21,2398732
2016-12-22,2446229
2016-12-23,2446229
2016-12-24,2446229
2016-12-25,2446229
2016-12-26,2446229
2016-12-27,2446229
2016-12-28,2446229
2016-12-29,2446229
2016-12-30,2446229
2016-12-31,2479008
2017-01-01,2479008
2017-01-02,2479008
2017-01-03,2479008
2017-01-04,2479008
2017-01-05,2479008
2017-01-06,2479008
2017-01-07,2405458
2017-01-08,2405458
2017-01-09,2405458
2017-01-10,2405458
2017-01-11,2405458
2017-01-12,2405458
2017-01-13,2405458
2017-01-14,2405458
2017-01-15,2337874
2017-01-16,2337874
2017-01-17,2337874
2017-01-18,2337874
2017-01-19,2337874
2017-01-20,2337874
2017-01-21,2261523
2017-01-22,2261523
2017-01-23,2261523
2017-01-27,2237695
2017-01-28,2237695
2017-01-29,2237695
2017-01-30,2237695
2017-01-31,2237695
2017-02-01,2237695
2017-02-02,2249175
2017-02-03,2249175
2017-02-04,2249175
2017-02-05,2249175
2017-02-06,2249175
2017-02-07,2249175
2017-02-08,2249175
2017-02-09,2249175
2017-02-10,2214409
2017-02-11,2214409
2017-02-12,2214409
2017-02-13,2214409
2017-02-14,2214409
2017-02-15,2214409
2017-02-16,2214409
2017-02-18,2214409
2017-02-19,2227042
2017-02-20,2227042
2017-02-21,2227042
2017-02-22,2227042
2017-02-23,2227042
2017-02-24,2227042
2017-02-25,2227042
2017-02-26,2227042
2017-02-27,2227042
2017-02-28,2227042
2017-03-01,2227042
2017-03-02,2227042
2017-03-03,2248989
2017-03-04,2248989
2017-03-05,2248989
2017-03-06,2248989
2017-03-07,2248989
2017-03-08,2248989
2017-03-09,2248989
2017-03-10,2214253
2017-03-11,2214253
2017-03-12,2214253
2017-03-13,2214253
2017-03-14,2214253
2017-03-15,2214253
2017-03-16,2214253
2017-03-17,2214253
2017-03-18,2233747
2017-03-19,2233747
2017-03-20,2233747
2017-03-21,2233747
2017-03-22,2233747
2017-03-23,2233747
2017-03-24,2275214
2017-03-25,2275214
2017-03-26,2275214
2017-03-27,2275214
2017-03-28,2275214
2017-03-29,2275214
2017-03-30,2275214
2017-03-31,2361157
2017-04-01,2361157
2017-04-02,2361157
2017-04-03,2361157
2017-04-04,2361157
2017-04-12,2439644
2017-04-13,2439644
2017-04-14,2439644
2017-04-15,2439644
2017-04-16,2442515
2017-04-17,2442515
2017-04-18,2442515
2017-04-19,2442515
2017-04-20,2442515
2017-04-21,2442515
2017-04-22,2437694
2017-04-23,2437694
2017-04-24,2437694
2017-04-25,2437694
2017-04-26,2437694
2017-04-27,2437694
2017-04-28,2437694
2017-04-29,2504353
2017-04-30,2504353
2017-05-01,2504353
2017-05-02,2504353
2017-05-03,2504353
2017-05-04,2504353
2017-05-05,2504353
2017-05-06,2504353
2017-05-07,2504353
2017-05-08,2504353
2017-05-09,2483461
2017-05-10,2483461
2017-05-11,2483461
2017-05-12,2483461
2017-05-13,2483461
2017-05-14,2483461
2017-05-15,2483461
2017-05-16,2483461
2017-05-17,2489220
2017-05-18,2489220
2017-05-19,2489220
2017-05-20,2489220
2017-05-21,2489220
2017-05-22,2489220
2017-05-23,2489220
2017-05-24,2489220
2017-05-25,2500393
2017-05-26,2500393
2017-05-27,2500393
2017-05-28,2500393
2017-05-29,2500393
2017-05-30,2500393
2017-05-31,2500393
2017-06-01,2500393
2017-06-02,2500393
2017-06-03,2473707
2017-06-04,2473707
2017-06-05,2473707
2017-06-06,2473707
2017-06-07,2473707
2017-06-08,2473707
2017-06-09,2448590
2017-06-10,2448590
2017-06-11,2448590
2017-06-12,2448590
2017-06-13,2448590
2017-06-14,2448590
2017-06-15,2448590
2017-06-16,2448590
2017-06-17,2448590
2017-06-18,2460407
2017-06-19,2460407
2017-06-20,2460407
2017-06-21,2460407
2017-06-22,2460407
2017-06-23,2460407
2017-06-24,2460407
2017-06-25,2460407
2017-06-26,2460407
2017-06-27,2460407
2017-06-28,2460407
2017-06-29,2430352
2017-06-30,2430352
2017-07-01,2430352
2017-07-02,2430352
2017-07-03,2430352
2017-07-04,2430352
2017-07-05,2430352
2017-07-06,2430352
2017-07-07,2430352
2017-07-08,2430352
2017-07-13,2366920
2017-07-14,2366920
2017-07-15,2366920
2017-07-16,2366920
2017-07-17,2366920
2017-07-18,2366920
2017-07-19,2366920
2017-07-20,2342451
2017-07-21,2342451
2017-07-22,2342451
2017-07-23,2342451
2017-07-24,2342451
2017-07-25,2409910
2017-07-26,2409910
2017-07-27,2409910
2017-07-28,2409910
2017-07-29,2409910
2017-07-30,2409910
2017-07-31,2409910
2017-08-01,2409910
2017-08-02,2493426
2017-08-03,2493426
2017-08-04,2493426
2017-08-05,2493426
2017-08-06,2493426
2017-08-09,2493426
2017-08-10,2493426
2017-08-11,2493426
2017-08-12,2537057
2017-08-13,2537057
2017-08-14,2537057
2017-08-15,2537057
2017-08-16,2537057
2017-08-17,2537057
2017-08-18,2537057
2017-08-19,2537057
2017-08-20,2614807
2017-08-21,2614807
2017-08-22,2614807
2017-08-23,2614807
2017-08-24,2614807
2017-08-25,2614807
2017-08-26,2614807
2017-08-27,2614807
2017-08-28,2614807
2017-08-29,2614807
2017-08-30,2684782
2017-08-31,2684782
2017-09-01,2684782
2017-09-02,2684782
2017-09-03,2684782
2017-09-04,2684782
2017-09-05,2789050
2017-09-06,2789050
2017-09-07,2789050
2017-09-08,2789050
2017-09-09,2789050
2017-09-10,2789050
2017-09-11,2789050
2017-09-12,2789050
2017-09-13,2896555
2017-09-14,2896555
2017-09-15,2896555
2017-09-16,2896555
2017-09-17,2896555
2017-09-18,2896555
2017-09-19,2896555
2017-09-20,2896555
2017-09-21,2896555
2017-09-22,2896555
2017-09-23,2931623
2017-09-24,2931623
2017-09-25,2931623
2017-09-26,2931623
2017-09-27,2931623
2017-09-28,2931623
2017-09-29,2931623
2017-09-30,2931623
2017-10-01,2931623
2017-10-02,2931623
2017-10-03,2997823
2017-10-04,2997823
2017-10-05,2997823
2017-10-06,2997823
2017-10-07,2997823
2017-10-08,2997823
2017-10-09,2997823
2017-10-10,2997823
2017-10-11,2997823
2017-10-12,2997823
2017-10-13,2997823
2017-10-14,2971205
2017-10-15,2971205
2017-10-16,2971205
2017-10-17,2971205
2017-10-18,2971205
2017-10-19,2971205
2017-10-20,2971205
2017-10-21,2971205
2017-10-22,2971205
2017-10-23,2971205
2017-10-24,3007501
2017-10-25,3007501
2017-10-26,3007501
2017-10-27,3007501
2017-10-28,3007501
2017-10-29,3007501
2017-10-30,3007501
2017-10-31,3007501
2017-11-01,3007501
2017-11-02,3007501
2017-11-03,3007501
2017-11-04,3007501
2017-11-05,3007501
2017-11-06,2961091
2017-11-07,2961091
2017-11-08,2961091
2017-11-09,2961091
2017-11-10,2961091
2017-11-11,2961091
2017-11-12,2961091
2017-11-13,2961091
2017-11-14,2961091
2017-11-15,2961091
2017-11-16,2963288
2017-11-17,2963288
2017-11-18,2963288
2017-11-19,2963288
2017-11-20,2963288
2017-11-21,2963288
2017-11-22,2963288
2017-11-23,2963288
2017-11-24,2963288
2017-11-25,2963288
2017-11-26,2963288
2017-11-27,2963288
2017-11-28,2947601
2017-11-29,2947601
2017-11-30,2947601
2017-12-01,2947601
2017-12-02,2947601
2017-12-03,2947601
2017-12-04,2947601
2017-12-05,2947601
2017-12-06,2947601
2017-12-07,2904157
2017-12-08,2904157
2017-12-09,2904157
2017-12-10,2904157
2017-12-11,2904157
2017-12-12,2904157
2017-12-13,2904157
2017-12-14,2904157
2017-12-15,2948885
2017-12-16,2948885
2017-12-17,2948885
2017-12-18,2948885
2017-12-19,2948885
2017-12-20,2948885
2017-12-21,2948885
2017-12-22,2948885
2017-12-23,2948885
2017-12-24,2957508
2017-12-25,2957508
2017-12-26,2957508
2017-12-27,2957508
2017-12-28,2957508
2017-12-29,2957508
2017-12-30,2957508
2017-12-31,2931462
2018-01-01,2931462
2018-01-02,2931462
2018-01-03,2931462
2018-01-04,2931462
2018-01-05,2931462
2018-01-06,2931462
2018-01-07,2931462
2018-01-08,2931462
2018-01-09,2931462
2018-01-10,2931462
2018-01-11,2879983
2018-01-12,2879983
2018-01-13,2879983
2018-01-14,2879983
2018-01-15,2879983
2018-01-16,2879983
2018-01-17,2824232
2018-01-18,2824232
2018-01-19,2824232
2018-01-20,2824232
2018-01-21,2824232
2018-01-22,2824232
2018-01-23,2824232
2018-01-24,2824232
2018-01-25,2824232
2018-01-26,2824232
2018-01-27,2811100
2018-01-28,2811100
2018-01-29,2811100
2018-01-30,2811100
2018-01-31,2811100
2018-02-01,2811100
2018-02-02,2811100
2018-02-03,2811100
2018-02-04,2866684
2018-02-05,2866684
2018-02-06,2866684
2018-02-07,2866684
2018-02-08,2866684
2018-02-09,2866684
2018-02-10,2866684
2018-02-11,2866684
2018-02-12,2866684
2018-02-13,2903404
2018-02-14,2903404
2018-02-15,2903404
2018-02-16,2903404
2018-02-17,2903404
2018-02-18,2903404
2018-02-19,2903404
2018-02-20,2903404
2018-02-21,2903404
2018-02-22,2903404
2018-02-23,2932876
2018-02-24,2932876
2018-02-25,2932876
2018-02-26,2932876
2018-02-27,2932876
2018-02-28,2932876
2018-03-01,2932876
2018-03-02,2979903
2018-03-03,2979903
2018-03-04,2979903
2018-03-05,2979903
2018-03-06,2979903
2018-03-07,2979903
2018-03-08,2979903
2018-03-09,2979903
2018-03-10,2979903
2018-03-11,3046066
2018-03-12,3046066
2018-03-13,3046066
2018-03-14,3046066
2018-03-15,3046066
2018-03-16,3046066
2018-03-17,3046066
2018-03-18,3046066
2018-03-20,3069418
2018-03-21,3069418
2018-03-23,3069418
2018-03-24,3069418
2018-03-25,3069418
2018-03-26,3069418
2018-03-27,3069418
2018-03-28,3069418
2018-03-29,3069418
2018-03-30,3069418
2018-03-31,3148893
2018-04-01,3148893
2018-04-02,3148893
2018-04-03,3148893
2018-04-04,3148893
2018-04-05,3148893
2018-04-06,3148893
2018-04-07,3240920
2018-04-08,3240920
2018-04-09,3240920
2018-04-10,3389590
2018-04-11,3389590
2018-04-12,3389590
2018-04-13,3389590
2018-04-14,3389590
2018-04-15,3533588
2018-04-16,3533588
2018-04-17,3533588
2018-04-18,3533588
2018-04-19,3533588
2018-04-20,3533588
2018-04-21,3533588
2018-04-22,3682742
2018-04-23,3682742
2018-04-24,3682742
2018-04-25,3682742
2018-04-26,3682742
2018-04-27,3682742
2018-04-28,3682742
2018-04-29,3838934
2018-04-30,3838934
2018-05-01,3838934
2018-05-02,3838934
2018-05-03,3838934
2018-05-04,3838934
2018-05-05,3838934
2018-05-06,3838934
2018-05-07,3984617
2018-05-08,3984617
2018-05-09,3984617
2018-05-10,3984617
2018-05-11,3984617
2018-05-12,3984617
2018-05-13,3984617
2018-05-14,3984617
2018-05-15,3984617
2018-05-16,4112302
2018-05-17,4112302
2018-05-18,4112302
2018-05-19,4112302
2018-05-20,4112302
2018-05-21,4112302
2018-05-22,4112302
2018-05-23,4232489
2018-05-24,4232489
2018-05-25,4232489
2018-05-26,4232489
2018-05-27,4232489
2018-05-28,4232489
2018-05-29,4232489
2018-05-30,4232489
2018-05-31,4232489
2018-06-01,4337652
2018-06-02,4337652
2018-06-03,4337652
2018-06-04,4337652
2018-06-05,4337652
2018-06-06,4337652
2018-06-07,4337652
2018-06-08,4337652
2018-06-09,4305345
2018-06-10,4305345
2018-06-11,4305345
2018-06-12,4305345
2018-06-13,4305345
2018-06-14,4305345
2018-06-15,4305345
2018-06-16,4305345
2018-06-17,4192544
2018-06-18,4192544
2018-06-19,4192544
2018-06-20,4192544
2018-06-21,4192544
2018-06-22,4192544
2018-06-23,4192544
2018-06-24,4023328
2018-06-25,4023328
2018-06-26,4023328
2018-06-27,4023328
2018-06-28,4023328
2018-06-29,4023328
2018-06-30,4023328
2018-07-01,3961478
2018-07-02,3961478
2018-07-03,3961478
2018-07-04,3961478
2018-07-05,3961478
2018-07-06,3961478
2018-07-07,3961478
2018-07-08,3961478
2018-07-09,3961478
2018-07-10,3930815
2018-07-11,3930815
2018-07-12,3930815
2018-07-13,3930815
2018-07-14,3930815
2018-07-15,3930815
2018-07-16,3930815
2018-07-17,3930815
2018-07-18,3930815
2018-07-19,3879328
2018-07-20,3879328
2018-07-21,3879328
2018-07-22,3879328
2018-07-23,3879328
2018-07-24,3879328
2018-07-25,3818021
2018-07-26,3818021
2018-07-27,3818021
2018-07-28,3818021
2018-07-29,3818021
2018-07-30,3818021
2018-07-31,3818021
2018-08-01,3818021
2018-08-02,3814915
2018-08-03,3814915
2018-08-04,3814915
2018-08-05,3814915
2018-08-06,3814915
2018-08-07,3814915
2018-08-08,3814915
2018-08-09,3814915
2018-08-10,3814915
2018-08-11,3850297
2018-08-12,3850297
2018-08-14,3850297
2018-08-16,3850297
2018-08-17,3850297
2018-08-18,3850297
2018-08-19,3830778
2018-08-20,3830778
2018-08-21,3830778
2018-08-22,3830778
2018-08-23,3830778
2018-08-24,3830778
2018-08-25,3782930
2018-08-26,3782930
2018-08-27,3782930
2018-08-28,3782930
2018-08-29,3782930
2018-08-30,3782930
2018-08-31,3782930
2018-09-01,3865832
2018-09-02,3865832
2018-09-03,3865832
2018-09-04,3865832
2018-09-05,3865832
2018-09-06,3865832
2018-09-07,3865832
2018-09-08,3865832
2018-09-09,3929129
2018-09-10,3929129
2018-09-11,3929129
2018-09-12,3929129
2018-09-13,3929129
2018-09-14,3929129
2018-09-15,3929129
2018-09-16,3929129
2018-09-17,3929129
2018-09-18,4031096
2018-09-19,4031096
2018-09-20,4031096
2018-09-21,4031096
2018-09-22,4031096
2018-09-23,4031096
2018-09-24,4031096
2018-09-25,4031096
2018-09-26,4126067
2018-09-27,4126067
2018-09-28,4126067
2018-09-29,4126067
2018-09-30,4126067
2018-10-01,4126067
2018-10-02,4126067
2018-10-03,4126067
2018-10-04,4200571
2018-10-05,4200571
2018-10-06,4200571
2018-10-07,4200571
2018-10-08,4200571
2018-10-09,4200571
2018-10-10,4263451
2018-10-11,4263451
2018-10-12,4263451
2018-10-13,4263451
2018-10-14,4263451
2018-10-15,4263451
2018-10-16,4263451
2018-10-17,4263451
2018-10-18,4263451
2018-10-19,4372759
2018-10-20,4372759
2018-10-21,4372759
2018-10-22,4372759
2018-10-23,4372759
2018-10-24,4372759
2018-10-25,4372759
2018-10-26,4372759
2018-10-27,4435751
2018-10-28,4435751
2018-10-29,4435751
2018-10-30,4435751
2018-10-31,4435751
2018-11-01,4435751
2018-11-03,4526327
2018-11-04,4526327
2018-11-05,4697054
2018-11-06,4697054
2018-11-07,4697054
2018-11-08,4864276
2018-11-09,4864276
2018-11-10,5064775
2018-11-11,5064775
2018-11-12,5064775
2018-11-13,5244009
2018-11-14,5244009
2018-11-15,5244009
2018-11-16,5455712
2018-11-17,5455712
2018-11-18,5455712
2018-11-19,5681698
2018-11-20,5681698
2018-11-21,5681698
2018-11-22,5923844
2018-11-23,5923844
2018-11-24,5923844
2018-11-25,5923844
