date_obj,Ahrim's%20robeskirt price
2018-12-12,1960131
2018-12-13,1946589
2018-12-14,1929235
2018-12-15,1975546
2018-12-16,2007267
2018-12-17,2038362
2018-12-18,2074398
2018-12-19,2058277
2018-12-20,2027763
2018-12-21,2027806
2018-12-22,2062751
2018-12-23,2112293
2018-12-24,2142726
2018-12-25,2147407
2018-12-26,2153906
2018-12-27,2250959
2018-12-28,2253330
2018-12-29,2228772
2018-12-30,2192402
2018-12-31,2127750
2019-01-01,2148861
2019-01-02,2129491
2019-01-03,2107524
2019-01-04,2111459
2019-01-05,2119910
2019-01-06,2160151
2019-01-08,2250447
2019-01-10,2175525
2019-01-11,2084674
2019-01-12,2040969
2019-01-13,1997724
2019-01-14,1995412
2019-01-15,1966570
2019-01-16,1947014
2019-01-17,1904622
2019-01-18,1900267
2019-01-19,1914228
2019-01-20,1908804
2019-01-21,1906576
2019-01-22,1926393
2019-01-23,1921026
2019-01-24,1936158
2019-01-25,2029755
2019-01-26,2047623
2019-01-27,2144210
2019-01-28,2103825
2019-01-29,2084716
2019-01-30,2155401
2019-01-31,2153114
2019-02-01,2226361
2019-02-02,2271418
2019-02-03,2371044
2019-02-04,2480674
2019-02-05,2576237
2019-02-06,2526401
2019-02-07,2580685
2019-02-08,2571048
2019-02-09,2595623
2019-02-10,2561416
2019-02-11,2499516
2019-02-12,2412764
2019-02-13,2372643
2019-02-14,2258007
2019-02-15,2231396
2019-02-16,2234217
2019-02-17,2213036
2019-02-18,2210416
2019-02-19,2184674
2019-02-20,2174768
2019-02-21,2146781
2019-02-22,2153379
2019-02-23,2147691
2019-02-24,2221873
2019-02-25,2200308
2019-02-26,2210819
2019-02-27,2200204
2019-02-28,2153707
2019-03-01,2163130
2019-03-02,2179857
2019-03-03,2204263
2019-03-04,2260628
2019-03-05,2259668
2019-03-06,2295211
2019-03-07,2268171
2019-03-08,2270849
2019-03-09,2281218
2019-03-10,2357649
2019-03-11,2323320
2019-03-12,2287355
2019-03-13,2251402
2019-03-14,2188166
2019-03-15,2169829
2019-03-16,2145912
2019-03-17,2078415
2019-03-18,2001972
2019-03-19,1974752
2019-03-20,1980460
2019-03-21,1997534
2019-03-22,1964590
2019-03-23,1965834
2019-03-24,1945220
2019-03-25,1954288
2019-03-26,1971414
2019-03-27,2047703
2019-03-28,2039618
2019-03-29,2019483
2019-03-30,2028554
2019-03-31,2020922
2019-04-01,1977416
2019-04-02,1958883
2019-04-03,1947180
2019-04-04,1985063
2019-04-05,2013805
2019-04-06,2025671
2019-04-07,2100265
2019-04-08,2071290
2019-04-09,2041442
2019-04-10,2023014
2019-04-11,1989037
2019-04-12,1974838
2019-04-13,1931405
2019-04-14,1888470
2019-04-15,1857202
2019-04-16,1820779
2019-04-17,1794011
2019-04-18,1771140
2019-04-19,1761646
2019-04-20,1837202
2019-04-21,1875925
2019-04-22,1868639
2019-04-23,1846538
2019-04-24,1836911
2019-04-25,1858622
2019-04-26,1855970
2019-04-27,1888664
2019-04-28,1867799
2019-04-29,1855545
2019-04-30,1866732
2019-05-01,1845507
2019-05-02,1829681
2019-05-03,1846547
2019-05-04,1905768
2019-05-05,1970127
2019-05-06,1940546
2019-05-07,1982097
2019-05-08,1954502
2019-05-09,1946146
2019-05-10,1929785
2019-05-11,1955260
2019-05-12,1977459
2019-05-13,1980380
2019-05-14,1957065
2019-05-15,1945327
2019-05-16,1940269
2019-05-17,1927837
2019-05-18,1905704
2019-05-19,1866646
2019-05-20,1850753
2019-05-21,1847811
2019-05-22,1839204
2019-05-23,1849080
2019-05-24,1891051
2019-05-25,1947944
2019-05-26,1923425
2019-05-27,1905070
2019-05-28,1877004
2019-05-29,1855202
2019-05-30,1845127
2019-05-31,1842466
2019-06-01,1881817
2019-06-02,1878075
2019-06-03,1861406
2019-06-04,1870548
2019-06-05,1881873
2019-06-06,1910870
2019-06-07,1921405
2019-06-08,1920793
2019-06-09,1923202
2019-06-10,1917172
2019-06-11,1903978
2019-06-12,1900633
2019-06-13,1909241
2019-06-14,1902195
2019-06-15,1912664
2019-06-16,1921357
2019-06-17,1913184
2019-06-18,1911693
2019-06-19,1903637
2019-06-20,1883011
2019-06-21,1868251
2019-06-22,1859175
2019-06-23,1850444
2019-06-24,1819372
2019-06-25,1789066
2019-06-26,1782123
2019-06-27,1779258
2019-06-28,1799366
2019-06-29,1854380
2019-06-30,1892551
2019-07-01,1959461
2019-07-02,1956539
2019-07-03,1954072
2019-07-04,2045930
2019-07-05,2109480
2019-07-06,2200193
2019-07-07,2171432
2019-07-08,2144834
2019-07-09,2110415
2019-07-10,2075507
2019-07-11,2051773
2019-07-12,2035995
2019-07-13,1997690
2019-07-14,2003930
2019-07-15,1990684
2019-07-16,1976692
2019-07-17,1980073
2019-07-18,1966086
2019-07-19,1971036
2019-07-20,1960104
2019-07-21,1937442
2019-07-22,1924698
2019-07-23,1888893
2019-07-24,1878578
2019-07-25,1930449
2019-07-26,2026495
2019-07-27,2127451
2019-07-28,2204051
2019-07-29,2244925
2019-07-30,2299190
2019-07-31,2339081
2019-08-01,2386532
2019-08-02,2451939
2019-08-03,2530573
2019-08-04,2486523
2019-08-05,2483296
2019-08-06,2487335
2019-08-07,2462570
2019-08-08,2436958
2019-08-09,2429734
2019-08-10,2429307
2019-08-11,2408066
2019-08-12,2382070
2019-08-13,2350242
2019-08-14,2342118
2019-08-15,2328968
2019-08-16,2303737
2019-08-17,2274007
2019-08-18,2285205
2019-08-19,2242338
2019-08-20,2211723
2019-08-21,2192850
2019-08-22,2174619
2019-08-23,2160362
2019-08-24,2146515
2019-08-24,2146515
2019-08-25,2139968
2019-08-25,2139968
2019-08-26,2125395
2019-08-27,2092489
2019-08-27,2092489
2019-08-28,2040553
2019-08-29,2015094
2019-08-30,1995078
2019-08-31,1972935
2019-09-01,1960099
2019-09-02,1948998
2019-09-03,1920052
2019-09-04,1894951
2019-09-05,1885150
2019-09-06,1869321
2019-09-07,1900002
2019-09-08,1972459
2019-09-09,1959241
2019-09-10,1933240
2019-09-11,1906891
2019-09-12,1896935
2019-09-13,1890801
2019-09-14,1911715
2019-09-15,1936344
2019-09-16,1902445
2019-09-17,1895980
2019-09-18,1893688
2019-09-19,1899216
2019-09-20,1900055
2019-09-21,1919255
2019-09-22,1909082
2019-09-23,1898139
2019-09-24,1880805
2019-09-25,1906139
2019-09-26,1899005
2019-09-27,1863730
2019-09-28,1854188
2019-09-29,1844021
2019-09-30,1829623
2019-10-01,1814217
2019-10-02,1837275
2019-10-03,1835943
2019-10-04,1836380
2019-10-05,1835299
2019-10-06,1835208
2019-10-07,1823631
2019-10-08,1816263
2019-10-09,1794472
2019-10-10,1798958
2019-10-11,1804457
2019-10-12,1800675
2019-10-13,1829582
2019-10-14,1822678
2019-10-15,1812238
2019-10-16,1815796
2019-10-17,1815105
2019-10-18,1824318
2019-10-19,1818719
2019-10-20,1806616
2019-10-21,1793309
2019-10-22,1787754
2019-10-23,1742689
2019-10-24,1745919
2019-10-25,1719188
2019-10-26,1717738
2019-10-27,1697046
2019-10-28,1672487
2019-10-29,1640359
2019-10-30,1622261
2019-10-31,1595106
2019-11-01,1600322
2019-11-02,1589947
2019-11-03,1579519
2019-11-04,1598562
2019-11-05,1552557
2019-11-06,1560569
2019-11-07,1575310
2019-11-08,1586785
2019-11-09,1627764
2019-11-10,1649719
2019-11-11,1654869
2019-11-12,1667678
2019-11-13,1696469
2019-11-14,1767095
2019-11-15,1749977
2019-11-16,1791686
2019-11-17,1817455
2019-11-18,1797487
2019-11-19,1847770
2019-11-20,1889609
2019-11-21,1886412
2019-11-22,1895898
2019-11-23,1931905
2019-11-24,1948289
2019-11-25,1918832
2019-11-26,1884902
2019-11-27,1852051
2019-11-28,1839966
2019-11-29,1838326
2019-11-30,1818947
2019-12-01,1813246
2019-12-02,1793324
2019-12-03,1778655
2019-12-04,1741161
2019-12-05,1713879
2019-12-06,1713933
2019-12-07,1714342
2019-12-08,1726198
2019-12-09,1769473
2019-12-10,1795440
2019-12-11,1787157
2019-12-12,1765232
2019-12-13,1784737
2019-12-14,1843714
2019-12-15,1818049
2019-12-16,1810561
2019-12-17,1868763
2019-12-18,1874110
2019-12-19,1916456
2019-12-20,1912696
2019-12-21,1926443
2019-12-22,1902398
2019-12-23,1887351
2019-12-24,1863089
2019-12-25,1857929
2019-12-26,1846571
2019-12-27,1855863
2019-12-28,1835545
2019-12-29,1818336
2019-12-30,1809558
2019-12-31,1766190
2020-01-01,1735417
2020-01-02,1730468
2020-01-03,1772722
2020-01-04,1791142
2020-01-05,1812972
2020-01-06,1788840
2020-01-07,1757852
2020-01-08,1768017
2020-01-09,1747007
2020-01-10,1757637
2020-01-11,1782776
2020-01-12,1827647
2020-01-13,1801448
2020-01-14,1793603
2020-01-15,1815659
2020-01-16,1815313
2020-01-17,1810179
2020-01-18,1874943
2020-01-19,1847151
2020-01-20,1816017
2020-01-21,1793787
2020-01-22,1771614
2020-01-23,1757397
2020-01-24,1768397
2020-01-25,1791449
2020-01-26,1782310
2020-01-27,1753078
2020-01-28,1740365
2020-01-29,1723576
2020-01-30,1719224
2020-01-31,1782163
2020-02-01,1788055
2020-02-02,1780208
2020-02-03,1771105
2020-02-04,1751532
2020-02-05,1759595
2020-02-06,1699977
2020-02-07,1671063
2020-02-08,1662064
2020-02-09,1718730
2020-02-10,1705559
2020-02-11,1689570
2020-02-12,1671816
2020-02-13,1664802
2020-02-14,1672106
2020-02-15,1678736
2020-02-16,1666745
2020-02-17,1666823
2020-02-18,1657707
2020-02-19,1645315
2020-02-20,1644180
2020-02-21,1648478
2020-02-22,1672556
2020-02-23,1720506
2020-02-24,1715277
2020-02-25,1698866
2020-02-26,1690408
2020-02-27,1691568
2020-02-28,1770374
2020-02-29,1858852
2020-03-01,1929927
2020-03-02,2004506
2020-03-03,1971290
2020-03-04,1966582
2020-03-05,1942566
2020-03-06,1927352
2020-03-07,1929846
2020-03-08,1912374
2020-03-09,1896858
2020-03-10,1884923
2020-03-11,1861944
2020-03-12,1846884
2020-03-13,1852826
2020-03-14,1917131
2020-03-15,1959365
2020-03-16,1945708
2020-03-17,1986843
2020-03-18,2013168
2020-03-19,2044846
2020-03-20,2120352
2020-03-21,2133066
2020-03-22,2149057
2020-03-23,2154917
2020-03-24,2144671
2020-03-25,2150492
2020-03-26,2142994
2020-03-27,2107845
2020-03-28,2124745
2020-03-29,2111862
2020-03-30,2084868
2020-03-31,2076274
2020-04-01,2091552
2020-04-02,2136819
2020-04-03,2213283
2020-04-04,2209511
2020-04-05,2195791
2020-04-06,2173664
2020-04-07,2151019
2020-04-08,2073493
2020-04-09,2072467
2020-04-10,2109672
2020-04-11,2154896
2020-04-12,2221053
2020-04-13,2211318
2020-04-14,2296793
2020-04-15,2379836
2020-04-16,2498367
2020-04-17,2577479
2020-04-18,2664495
2020-04-19,2695043
2020-04-20,2672416
2020-04-21,2666511
2020-04-22,2640654
2020-04-23,2610790
2020-04-24,2541892
2020-04-25,2513686
2020-04-26,2479595
2020-04-27,2414956
2020-04-28,2385683
2020-04-29,2353288
2020-04-30,2332085
2020-05-01,2317118
2020-05-02,2309250
2020-05-03,2265778
2020-05-04,2239076
2020-05-05,2206769
2020-05-06,2197803
2020-05-07,2230937
2020-05-08,2300266
2020-05-09,2397861
2020-05-10,2418509
2020-05-11,2391047
2020-05-12,2386926
2020-05-13,2371976
