date_obj,3rd%20age%20kiteshield price
2015-09-18,50869347
2015-09-19,50869347
2015-09-20,50869347
2015-09-21,51316641
2015-09-22,51316641
2015-09-23,51316641
2015-09-24,51316641
2015-09-25,50874541
2015-09-27,50874541
2015-09-28,50874541
2015-09-29,50573394
2015-09-30,50573394
2015-10-05,48091417
2015-10-06,48091417
2015-10-07,48091417
2015-10-08,46546018
2015-10-09,46546018
2015-10-10,46546018
2015-10-11,46546018
2015-10-12,46177398
2015-10-13,46177398
2015-10-14,46177398
2015-10-15,47802014
2015-10-16,47802014
2015-10-17,47802014
2015-10-18,48940034
2015-10-19,48940034
2015-10-20,46788618
2015-10-22,46788618
2015-10-23,46037612
2015-10-24,46037612
2015-10-25,47164806
2015-10-26,47164806
2015-10-27,47164806
2015-10-28,48585321
2015-10-29,48585321
2015-10-30,48585321
2015-10-31,48585321
2015-11-01,50122146
2015-11-02,50122146
2015-11-03,50122146
2015-11-04,50122146
2015-11-05,51695450
2015-11-06,51695450
2015-11-07,51695450
2015-11-08,51695450
2015-11-09,53788843
2015-11-10,53788843
2015-11-11,53788843
2015-11-12,53788843
2015-11-13,55828717
2015-11-14,55828717
2015-11-15,55828717
2015-11-16,58054160
2015-11-17,58054160
2015-11-18,58054160
2015-11-19,60562171
2015-11-20,60562171
2015-11-21,60562171
2015-11-22,62870191
2015-11-23,62870191
2015-11-24,62870191
2015-11-25,62870191
2015-11-26,62870191
2015-11-27,65383892
2015-11-28,65383892
2015-11-29,65383892
2015-11-30,65383892
2015-12-01,68056492
2015-12-02,68056492
2015-12-03,68056492
2015-12-04,68056492
2015-12-05,68056492
2015-12-06,70481955
2015-12-07,70481955
2015-12-08,70481955
2015-12-09,70481955
2015-12-10,70481955
2015-12-11,72498438
2015-12-12,72498438
2015-12-13,72498438
2015-12-14,72498438
2015-12-15,71637418
2015-12-16,71637418
2015-12-17,71637418
2015-12-18,68255691
2015-12-19,68255691
2015-12-20,68255691
2015-12-21,64873306
2015-12-22,64873306
2015-12-23,64873306
2015-12-24,64873306
2015-12-25,61663727
2015-12-26,61663727
2015-12-27,61663727
2015-12-28,61663727
2015-12-29,61148726
2015-12-30,61148726
2015-12-31,61148726
2016-01-01,59361316
2016-01-02,59361316
2016-01-03,59361316
2016-01-04,58818260
2016-01-05,58818260
2016-01-06,58818260
2016-01-07,58818260
2016-01-08,58484441
2016-01-09,58484441
2016-01-10,58484441
2016-01-11,58396084
2016-01-12,58396084
2016-01-13,58396084
2016-01-14,58712506
2016-01-15,58712506
2016-01-16,58712506
2016-01-17,58712506
2016-01-18,58106955
2016-01-19,58106955
2016-01-20,58106955
2016-01-21,57959401
2016-01-22,57959401
2016-01-23,57959401
2016-01-24,57959401
2016-01-25,56538959
2016-01-26,56538959
2016-01-27,56538959
2016-01-28,56538959
2016-01-29,55325905
2016-01-30,55325905
2016-01-31,55325905
2016-02-01,54137634
2016-02-02,54137634
2016-02-03,54137634
2016-02-04,52980545
2016-02-05,52980545
2016-02-06,52980545
2016-02-07,54801525
2016-02-08,54801525
2016-02-09,54801525
2016-02-10,56267440
2016-02-11,56267440
2016-02-12,56267440
2016-02-13,55466714
2016-02-14,55466714
2016-02-15,55466714
2016-02-16,55466714
2016-02-17,54550914
2016-02-18,54550914
2016-02-19,54550914
2016-02-20,54550914
2016-02-21,54194036
2016-02-22,54194036
2016-02-23,54194036
2016-02-24,54194036
2016-02-25,53816865
2016-02-26,53816865
2016-02-27,55726223
2016-02-28,58019931
2016-02-29,58019931
2016-03-01,60561335
2016-03-02,60561335
2016-03-03,61864677
2016-03-04,61864677
2016-03-05,61864677
2016-03-06,62354356
2016-03-07,62354356
2016-03-08,62354356
2016-03-09,62354356
2016-03-10,60685531
2016-03-11,60685531
2016-03-12,60685531
2016-03-13,58125069
2016-03-14,58125069
2016-03-15,58125069
2016-03-16,58125069
2016-03-17,57664536
2016-03-18,57664536
2016-03-19,57664536
2016-03-20,57664536
2016-03-21,57664536
2016-03-22,57419993
2016-03-23,57419993
2016-03-24,57419993
2016-03-25,57419993
2016-03-26,57151991
2016-03-27,57151991
2016-03-28,57151991
2016-03-29,57151991
2016-03-30,57368262
2016-03-31,57368262
2016-04-01,57368262
2016-04-02,57368262
2016-04-03,59618062
2016-04-04,59618062
2016-04-05,59618062
2016-04-06,61946305
2016-04-07,61946305
2016-04-08,61946305
2016-04-09,63173659
2016-04-10,63173659
2016-04-11,63173659
2016-04-12,61773939
2016-04-13,61773939
2016-04-14,61773939
2016-04-15,61773939
2016-04-16,61999495
2016-04-17,61999495
2016-04-18,61999495
2016-04-19,61999495
2016-04-20,62563333
2016-04-21,62563333
2016-04-22,62563333
2016-04-23,62563333
2016-04-24,62917750
2016-04-25,62917750
2016-04-26,62917750
2016-04-27,62905019
2016-04-28,62905019
2016-04-29,62905019
2016-04-30,62905019
2016-05-01,62746424
2016-05-02,62746424
2016-05-03,62746424
2016-05-04,62746424
2016-05-05,62261597
2016-05-06,62261597
2016-05-07,62261597
2016-05-08,62261597
2016-05-09,60435916
2016-05-10,60435916
2016-05-11,60435916
2016-05-12,60435916
2016-05-13,58050784
2016-05-14,58050784
2016-05-15,58050784
2016-05-16,58050784
2016-05-17,56850606
2016-05-18,56850606
2016-05-19,56850606
2016-05-21,56549156
2016-05-22,56549156
2016-05-23,56549156
2016-05-24,56680628
2016-05-25,56680628
2016-05-26,56680628
2016-05-27,56198155
2016-05-28,56198155
2016-05-29,56198155
2016-05-30,56198155
2016-05-31,56063115
2016-06-01,56063115
2016-06-02,56063115
2016-06-03,55841674
2016-06-04,55841674
2016-06-05,55841674
2016-06-06,55371518
2016-06-07,55371518
2016-06-08,55371518
2016-06-09,55371518
2016-06-10,55275133
2016-06-11,55275133
2016-06-12,55275133
2016-06-13,54720291
2016-06-14,54720291
2016-06-15,54720291
2016-06-16,54049102
2016-06-17,54049102
2016-06-18,54049102
2016-06-19,52541178
2016-06-20,52541178
2016-06-21,52541178
2016-06-22,52541178
2016-06-23,51819710
2016-06-24,51819710
2016-06-25,51819710
2016-06-26,51819710
2016-06-27,51819710
2016-06-28,50856046
2016-06-29,50856046
2016-06-30,50856046
2016-07-01,50401135
2016-07-02,50401135
2016-07-03,50401135
2016-07-04,50348953
2016-07-05,50348953
2016-07-06,50348953
2016-07-07,50152269
2016-07-08,50152269
2016-07-09,50152269
2016-07-10,49311269
2016-07-11,49311269
2016-07-12,49311269
2016-07-13,49311269
2016-07-14,48814989
2016-07-15,48814989
2016-07-16,48814989
2016-07-17,47050412
2016-07-18,47050412
2016-07-23,47167034
2016-07-24,47167034
2016-07-25,45727624
2016-07-26,45727624
2016-07-27,45727624
2016-07-28,45727624
2016-07-29,44553686
2016-07-30,44553686
2016-07-31,44553686
2016-08-01,44553686
2016-08-02,43639182
2016-08-03,43639182
2016-08-04,43639182
2016-08-05,43639182
2016-08-06,44487409
2016-08-07,44487409
2016-08-08,44487409
2016-08-09,45038154
2016-08-10,45038154
2016-08-11,45038154
2016-08-12,45038154
2016-08-13,45258150
2016-08-14,45258150
2016-08-15,45258150
2016-08-16,46443300
2016-08-17,46443300
2016-08-18,46443300
2016-08-19,46443300
2016-08-20,46874956
2016-08-21,46874956
2016-08-22,46874956
2016-08-23,46308430
2016-08-24,46308430
2016-08-25,46308430
2016-08-26,46308430
2016-08-28,44219068
2016-08-31,43973729
2016-09-01,43973729
2016-09-02,43973729
2016-09-03,44966066
2016-09-04,44966066
2016-09-05,44966066
2016-09-06,46121200
2016-09-07,46121200
2016-09-08,46121200
2016-09-09,46121200
2016-09-10,47592722
2016-09-11,47592722
2016-09-12,47592722
2016-09-13,47592722
2016-09-14,48445637
2016-09-15,48445637
2016-09-16,48445637
2016-09-17,48445637
2016-09-18,48442798
2016-09-19,48442798
2016-09-20,48442798
2016-09-21,48442798
2016-09-22,47691901
2016-09-23,47691901
2016-09-24,47691901
2016-09-25,47691901
2016-09-26,47691901
2016-09-27,47565334
2016-09-28,47565334
2016-09-29,47565334
2016-09-30,47572565
2016-10-01,47572565
2016-10-02,47572565
2016-10-03,47572565
2016-10-04,47963054
2016-10-05,47963054
2016-10-06,47963054
2016-10-07,47963054
2016-10-08,47716820
2016-10-09,47716820
2016-10-10,47716820
2016-10-11,47716820
2016-10-12,47595188
2016-10-13,47595188
2016-10-14,47595188
2016-10-15,47469154
2016-10-16,47469154
2016-10-17,47469154
2016-10-18,47633366
2016-10-19,47633366
2016-10-20,47633366
2016-10-21,47693092
2016-10-22,47693092
2016-10-23,47693092
2016-10-24,47693092
2016-10-25,47693092
2016-10-26,47787381
2016-10-27,47787381
2016-10-28,47787381
2016-10-29,47787381
2016-10-30,48809019
2016-10-31,48809019
2016-11-01,48809019
2016-11-02,49776050
2016-11-03,49776050
2016-11-04,49776050
2016-11-05,50841206
2016-11-06,50841206
2016-11-07,50841206
2016-11-08,50205092
2016-11-09,50205092
2016-11-10,50205092
2016-11-11,50205092
2016-11-12,49692498
2016-11-13,49692498
2016-11-14,49692498
2016-11-15,49692498
2016-12-07,49410142
2016-12-08,49026503
2016-12-09,49026503
2016-12-10,49026503
2016-12-11,48078610
2016-12-12,48078610
2016-12-13,48078610
2016-12-14,47498694
2016-12-15,47498694
2016-12-16,47498694
2016-12-17,47353333
2016-12-18,47353333
2016-12-19,47353333
2016-12-20,47353333
2016-12-21,47405634
2016-12-22,47405634
2016-12-23,47405634
2016-12-24,47533107
2016-12-25,47533107
2016-12-26,47533107
2016-12-27,47651998
2016-12-28,47651998
2016-12-29,47651998
2016-12-30,48009456
2016-12-31,48009456
2017-01-01,48009456
2017-01-02,48131343
2017-01-03,48131343
2017-01-04,48131343
2017-01-05,47146482
2017-01-06,47146482
2017-01-07,45305045
2017-01-08,45305045
2017-01-09,45305045
2017-01-10,43834317
2017-01-11,43834317
2017-01-12,43834317
2017-01-13,43308856
2017-01-14,43308856
2017-01-15,43641622
2017-01-16,43641622
2017-01-17,43880591
2017-01-18,43880591
2017-01-19,43880591
2017-01-20,43902774
2017-01-21,43902774
2017-01-22,43902774
2017-01-23,43902774
2017-01-27,42154868
2017-01-28,42154868
2017-01-29,40478604
2017-01-30,40478604
2017-01-31,40478604
2017-02-01,38464449
2017-02-02,38464449
2017-02-03,38464449
2017-02-04,37799590
2017-02-05,37799590
2017-02-06,37799590
2017-02-07,37464895
2017-02-08,37464895
2017-02-09,37294066
2017-02-10,37294066
2017-02-11,38418506
2017-02-12,38418506
2017-02-13,38418506
2017-02-14,37965264
2017-02-15,37965264
2017-02-16,37577661
2017-02-17,37577661
2017-02-18,37577661
2017-02-19,37565686
2017-02-20,37565686
2017-02-21,37565686
2017-02-22,37288646
2017-02-23,37288646
2017-02-24,37288646
2017-02-25,36201432
2017-02-26,36201432
2017-02-27,34939299
2017-02-28,34939299
2017-03-01,33782213
2017-03-02,33782213
2017-03-03,32140433
2017-03-04,32140433
2017-03-05,31850757
2017-03-06,31850757
2017-03-07,32915127
2017-03-08,32915127
2017-03-09,34144774
2017-03-10,34144774
2017-03-11,34343519
2017-03-12,34343519
2017-03-13,34150372
2017-03-14,34150372
2017-03-15,34150372
2017-03-16,34700722
2017-03-17,34700722
2017-03-18,34700722
2017-03-19,34724721
2017-03-20,34724721
2017-03-21,34457097
2017-03-23,34457097
2017-03-24,34669132
2017-03-25,34669132
2017-03-26,34669132
2017-03-27,34766119
2017-03-28,34766119
2017-03-29,34766119
2017-03-30,34801338
2017-03-31,34801338
2017-04-01,34801338
2017-04-02,35008051
2017-04-03,36088799
2017-04-04,36088799
2017-04-05,37270835
2017-04-12,37670894
2017-04-13,37670894
2017-04-14,37670894
2017-04-15,37815275
2017-04-16,37815275
2017-04-17,38053485
2017-04-18,38053485
2017-04-19,37175300
2017-04-20,37175300
2017-04-21,37175300
2017-04-22,36632207
2017-04-23,36632207
2017-04-24,36632207
2017-04-25,36291329
2017-04-26,36291329
2017-04-27,36291329
2017-04-28,36005184
2017-04-29,36005184
2017-04-30,36005184
2017-05-01,35335704
2017-05-02,35335704
2017-05-03,35476896
2017-05-04,35476896
2017-05-05,35476896
2017-05-06,35394197
2017-05-07,35394197
2017-05-08,35394197
2017-05-09,35169118
2017-05-10,35169118
2017-05-11,35169118
2017-05-12,35169118
2017-05-13,35026344
2017-05-14,35026344
2017-05-15,35026344
2017-05-16,34520372
2017-05-17,34520372
2017-05-18,34360728
2017-05-19,34360728
2017-05-20,34360728
2017-05-21,34300908
2017-05-22,34300908
2017-05-23,34300908
2017-05-24,34467052
2017-05-25,34467052
2017-05-26,34467052
2017-05-27,34240564
2017-05-28,34240564
2017-05-29,34524962
2017-05-30,34524962
2017-05-31,34524962
2017-06-01,34497783
2017-06-02,34497783
2017-06-03,34497783
2017-06-04,33961161
2017-06-05,33961161
2017-06-06,33961161
2017-06-07,33962385
2017-06-08,33962385
2017-06-09,33962385
2017-06-10,33720808
2017-06-11,33720808
2017-06-12,33720808
2017-06-13,33328061
2017-06-14,33328061
2017-06-15,33328061
2017-06-16,33248721
2017-06-17,33248721
2017-06-18,33248721
2017-06-19,33371514
2017-06-20,33371514
2017-06-21,33977563
2017-06-22,33977563
2017-06-23,33977563
2017-06-24,34210148
2017-06-25,34210148
2017-06-26,34210148
2017-06-27,33742572
2017-06-28,33742572
2017-06-29,34083267
2017-06-30,34083267
2017-07-01,34412174
2017-07-02,34412174
2017-07-03,34482802
2017-07-04,34482802
2017-07-05,34482802
2017-07-06,35407615
2017-07-07,35407615
2017-07-08,35407615
2017-07-09,35371760
2017-07-13,34628558
2017-07-14,34365561
2017-07-15,34365561
2017-07-16,34365561
2017-07-17,33830649
2017-07-18,33830649
2017-07-19,33830649
2017-07-20,33793800
2017-07-21,33793800
2017-07-22,33793800
2017-07-23,34241608
2017-07-24,34241608
2017-07-25,35336504
2017-07-26,35336504
2017-07-27,35275760
2017-07-28,35275760
2017-07-29,35275760
2017-07-30,34629240
2017-07-31,34629240
2017-08-01,34629240
2017-08-02,34216704
2017-08-03,34216704
2017-08-04,34216704
2017-08-05,33787261
2017-08-06,33787261
2017-08-07,33787261
2017-08-08,33600151
2017-08-09,33600151
2017-08-10,33600151
2017-08-11,33756127
2017-08-12,33756127
2017-08-13,33965549
2017-08-14,33965549
2017-08-15,34799261
2017-08-16,34799261
2017-08-17,34634365
2017-08-18,34634365
2017-08-19,34634365
2017-08-20,34514502
2017-08-21,34514502
2017-08-22,34146200
2017-08-23,34146200
2017-08-24,34146200
2017-08-25,33690246
2017-08-26,33690246
2017-08-27,33607853
2017-08-28,33607853
2017-08-29,33607853
2017-08-30,33674766
2017-08-31,33674766
2017-09-01,33674766
2017-09-02,33256343
2017-09-03,33256343
2017-09-04,33256343
2017-09-05,32825367
2017-09-06,32825367
2017-09-07,32353900
2017-09-08,32353900
2017-09-09,32353900
2017-09-10,32352150
2017-09-11,32352150
2017-09-12,32352150
2017-09-13,32352150
2017-09-14,32053764
2017-09-15,32053764
2017-09-16,32053764
2017-09-17,31967477
2017-09-18,31967477
2017-09-19,31967477
2017-09-20,31611372
2017-09-21,31611372
2017-09-22,31611372
2017-09-23,31559515
2017-09-24,31559515
2017-09-25,31559515
2017-09-26,31550787
2017-09-27,31550787
2017-09-28,31550787
2017-09-29,31478127
2017-09-30,31478127
2017-10-01,31478127
2017-10-02,31235387
2017-10-03,31235387
2017-10-04,31235387
2017-10-05,31850942
2017-10-06,31850942
2017-10-07,31850942
2017-10-08,31908600
2017-10-09,31908600
2017-10-10,31796244
2017-10-11,31796244
2017-10-12,31796244
2017-10-13,31725643
2017-10-14,31725643
2017-10-15,31725643
2017-10-16,31521254
2017-10-17,31521254
2017-10-18,31521254
2017-10-19,31455166
2017-10-20,31455166
2017-10-21,31850674
2017-10-22,31850674
2017-10-23,32046529
2017-10-24,32046529
2017-10-25,32209832
2017-10-26,32209832
2017-10-27,32209832
2017-10-28,32209832
2017-10-29,31895750
2017-10-30,31895750
2017-10-31,31895750
2017-11-01,31895750
2017-11-02,31726657
2017-11-03,31726657
2017-11-04,31949401
2017-11-05,31949401
2017-11-06,31949401
2017-11-07,32150165
2017-11-08,32150165
2017-11-09,32150165
2017-11-10,31955750
2017-11-11,31955750
2017-11-12,32227418
2017-11-13,32227418
2017-11-14,32227418
2017-11-15,32472350
2017-11-16,32472350
2017-11-17,33383378
2017-11-18,33383378
2017-11-19,33852256
2017-11-20,33852256
2017-11-21,34390313
2017-11-22,34390313
2017-11-23,34113142
2017-11-24,34113142
2017-11-25,34412909
2017-11-26,34412909
2017-11-27,34412909
2017-11-28,34758222
2017-11-29,34758222
2017-11-30,34988542
2017-12-01,35610764
2017-12-02,35610764
2017-12-03,36547749
2017-12-04,36547749
2017-12-05,35741132
2017-12-06,35741132
2017-12-07,35504470
2017-12-08,35504470
2017-12-09,35506608
2017-12-10,35506608
2017-12-11,35411677
2017-12-12,35411677
2017-12-13,35411677
2017-12-14,35541047
2017-12-15,35541047
2017-12-16,35541047
2017-12-17,35251361
2017-12-18,35251361
2017-12-19,35168900
2017-12-20,35168900
2017-12-21,34766876
2017-12-22,34766876
2017-12-23,35058919
2017-12-24,36198909
2017-12-25,36198909
2017-12-26,36898270
2017-12-27,36898270
2017-12-28,35979387
2017-12-29,35979387
2017-12-30,35767961
2017-12-31,35767961
2018-01-01,35597721
2018-01-02,35597721
2018-01-03,35855836
2018-01-04,35855836
2018-01-05,37155957
2018-01-06,37155957
2018-01-07,37024205
2018-01-08,37024205
2018-01-09,36146458
2018-01-10,36146458
2018-01-11,36146458
2018-01-12,35600145
2018-01-13,35600145
2018-01-14,35689334
2018-01-15,36004220
2018-01-16,36004220
2018-01-17,36269534
2018-01-18,36269534
2018-01-19,36455513
2018-01-20,36455513
2018-01-21,36396889
2018-01-22,36396889
2018-01-23,36254687
2018-01-24,36254687
2018-01-25,36302416
2018-01-26,36302416
2018-01-27,36190586
2018-01-28,36190586
2018-01-29,36206324
2018-01-30,36206324
2018-01-31,36884248
2018-02-01,36884248
2018-02-02,37383554
2018-02-03,37569339
2018-02-04,37569339
2018-02-05,37695759
2018-02-06,37695759
2018-02-07,37179870
2018-02-08,37179870
2018-02-09,36344106
2018-02-10,36344106
2018-02-11,36700907
2018-02-12,36700907
2018-02-13,37215240
2018-02-14,37215240
2018-02-15,38122695
2018-02-16,38122695
2018-02-17,37793274
2018-02-18,37793274
2018-02-19,38211864
2018-02-20,38211864
2018-02-21,38039256
2018-02-22,38039256
2018-02-23,38202382
2018-02-24,38202382
2018-02-25,38332643
2018-02-26,38332643
2018-02-27,38655140
2018-02-28,38655140
2018-03-01,38661979
2018-03-02,38661979
2018-03-03,38468571
2018-03-04,38468571
2018-03-05,38592851
2018-03-06,38592851
2018-03-07,38769661
2018-03-08,38769661
2018-03-09,38573513
2018-03-10,38573513
2018-03-11,38289721
2018-03-12,38289721
2018-03-13,38289721
2018-03-14,38195252
2018-03-15,38195252
2018-03-16,38195252
2018-03-17,37831214
2018-03-18,37831214
2018-03-19,37831214
2018-03-20,37304027
2018-03-21,37304027
2018-03-22,37304027
2018-03-23,35974066
2018-03-24,35974066
2018-03-25,35274904
2018-03-26,35274904
2018-03-27,34735687
2018-03-28,34735687
2018-03-29,34735687
2018-03-30,34317616
2018-03-31,34317616
2018-04-01,33873080
2018-04-02,33873080
2018-04-03,33493537
2018-04-04,34021795
2018-04-05,34021795
2018-04-06,35401696
2018-04-07,35401696
2018-04-08,35401696
2018-04-09,35151474
2018-04-10,35151474
2018-04-11,34835532
2018-04-12,34835532
2018-04-13,34687306
2018-04-14,34687306
2018-04-15,34731083
2018-04-16,34731083
2018-04-17,34868893
2018-04-18,34868893
2018-04-19,34606282
2018-04-20,34606282
2018-04-21,34318389
2018-04-22,34318389
2018-04-23,34318389
2018-04-24,34061167
2018-04-25,34061167
2018-04-26,33712100
2018-04-27,33712100
2018-04-28,32882891
2018-04-29,32833800
2018-04-30,32833800
2018-05-01,32585848
2018-05-02,32585848
2018-05-03,33196384
2018-05-04,33196384
2018-05-05,33583134
2018-05-06,33583134
2018-05-07,33547317
2018-05-08,33547317
2018-05-09,33633908
2018-05-10,33633908
2018-05-11,33358077
2018-05-12,33358077
2018-05-13,32499657
2018-05-14,32615551
2018-05-15,32615551
2018-05-16,32268227
2018-05-17,32268227
2018-05-18,32239766
2018-05-19,32239766
2018-05-20,32239766
2018-05-21,32116383
2018-05-22,32116383
2018-05-23,32053452
2018-05-24,32053452
2018-05-25,32363685
2018-05-26,33182747
2018-05-27,33182747
2018-05-28,33920111
2018-05-29,33920111
2018-05-30,34089201
2018-05-31,34089201
2018-06-01,34224729
2018-06-02,34104130
2018-06-03,34104130
2018-06-04,34104130
2018-06-05,33735964
2018-06-06,33735964
2018-06-07,32547258
2018-06-08,32547258
2018-06-09,31994616
2018-06-10,31994616
2018-06-11,31994616
2018-06-12,31951889
2018-06-13,30655921
2018-06-14,30655921
2018-06-15,29245562
2018-06-16,29245562
2018-06-17,28907503
2018-06-18,28907503
2018-06-19,28571829
2018-06-20,28571829
2018-06-21,28571829
2018-06-22,28322546
2018-06-23,28322546
2018-06-24,28237869
2018-06-25,28237869
2018-06-26,28408811
2018-06-27,28408811
2018-06-28,28417562
2018-06-29,28417562
2018-06-30,28636613
2018-07-01,28636613
2018-07-02,28530239
2018-07-03,28530239
2018-07-04,28299400
2018-07-05,28299400
2018-07-06,27975354
2018-07-07,27975354
2018-07-08,27882715
2018-07-09,27882715
2018-07-10,27655800
2018-07-11,27655800
2018-07-12,27655800
2018-07-13,27099186
2018-07-14,26263352
2018-07-15,26263352
2018-07-16,26106132
2018-07-17,26426901
2018-07-18,26426901
2018-07-19,26449890
2018-07-20,26449890
2018-07-21,26071062
2018-07-22,26071062
2018-07-23,25936922
2018-07-24,25936922
2018-07-25,25827800
2018-07-26,25827800
2018-07-27,25896006
2018-07-28,25896006
2018-07-29,25896006
2018-07-30,25542750
2018-07-31,25542750
2018-08-01,25450034
2018-08-02,25450034
2018-08-03,25422321
2018-08-04,25422321
2018-08-05,25747120
2018-08-06,25747120
2018-08-07,25747120
2018-08-08,25679748
2018-08-09,25679748
2018-08-10,25679748
2018-08-11,25268654
2018-08-12,25268654
2018-08-14,25307531
2018-08-16,25247092
2018-08-17,24471312
2018-08-18,24471312
2018-08-19,23333407
2018-08-20,23333407
2018-08-21,23019380
2018-08-22,23019380
2018-08-23,23360865
2018-08-24,23360865
2018-08-25,23791867
2018-08-26,23791867
2018-08-27,24255687
2018-08-28,24829928
2018-08-29,24829928
2018-08-30,25065514
2018-08-31,25578149
2018-09-01,26359245
2018-09-02,26359245
2018-09-03,27085623
2018-09-04,27717319
2018-09-05,28609887
2018-09-06,28609887
2018-09-07,28306671
2018-09-08,28306671
2018-09-09,28233535
2018-09-10,28233535
2018-09-11,28233535
2018-09-12,27893044
2018-09-13,27893044
2018-09-14,27893044
2018-09-15,27550569
2018-09-16,27550569
2018-09-17,27550569
2018-09-18,26882222
2018-09-19,26882222
2018-09-20,26569160
2018-09-21,26569160
2018-09-22,26246710
2018-09-23,26246710
2018-09-24,26640304
2018-09-25,26640304
2018-09-26,26656264
2018-09-27,26656264
2018-09-28,26656264
2018-09-29,26535924
2018-09-30,26535924
2018-10-01,26308564
2018-10-02,26308564
2018-10-03,26308564
2018-10-04,26094937
2018-10-05,26094937
2018-10-06,26248682
2018-10-07,26248682
2018-10-08,26288136
2018-10-09,26288136
2018-10-10,26637647
2018-10-11,26637647
2018-10-12,26637647
2018-10-13,27628937
2018-10-14,27628937
2018-10-15,27628937
2018-10-16,28013138
2018-10-17,28013138
2018-10-18,28013138
2018-10-19,28295996
2018-10-20,28295996
2018-10-21,28295996
2018-10-22,28191237
2018-10-23,28191237
2018-10-24,28191237
2018-10-25,27561532
2018-10-26,27561532
2018-10-27,27990616
2018-10-28,27990616
2018-10-29,27921620
2018-10-30,27921620
2018-10-31,27554844
2018-11-01,27554844
2018-11-03,27509510
2018-11-04,27608612
