date_obj,Dragon%20metal%20shard price
2018-06-06,1585432
2018-06-07,1585432
2018-06-08,1585432
2018-06-09,1585432
2018-06-10,1585432
2018-06-11,1585432
2018-06-12,1585432
2018-06-13,1585432
2018-06-14,1585432
2018-06-15,1585432
2018-06-16,1585432
2018-06-17,1585432
2018-06-18,1585432
2018-06-19,1585432
2018-06-20,1585432
2018-06-21,1585432
2018-06-22,1585432
2018-06-23,1585432
2018-06-24,1585432
2018-06-25,1585432
2018-06-26,1585432
2018-06-27,1585432
2018-06-28,1585432
2018-06-29,1585432
2018-06-30,1585432
2018-07-01,1626135
2018-07-02,1626135
2018-07-03,1626135
2018-07-04,1626135
2018-07-05,1626135
2018-07-06,1626135
2018-07-07,1626135
2018-07-08,1626135
2018-07-09,1626135
2018-07-10,1626135
2018-07-11,1626135
2018-07-12,1626135
2018-07-13,1626135
2018-07-14,1626135
2018-07-15,1626135
2018-07-16,1626135
2018-07-17,1626135
2018-07-18,1626135
2018-07-19,1626135
2018-07-20,1626135
2018-07-21,1626135
2018-07-22,1626135
2018-07-23,1626135
2018-07-24,1626135
2018-07-25,1626135
2018-07-26,1626135
2018-07-27,1626135
2018-07-28,1626135
2018-07-29,1626135
2018-07-30,1626135
2018-07-31,1626135
2018-08-01,1626135
2018-08-02,1626135
2018-08-03,1626135
2018-08-04,1626135
2018-08-05,1626135
2018-08-06,1626135
2018-08-07,1677676
2018-08-08,1677676
2018-08-09,1677676
2018-08-10,1677676
2018-08-11,1677676
2018-08-12,1677676
2018-08-14,1677676
2018-08-16,1677676
2018-08-17,1677676
2018-08-18,1677676
2018-08-19,1677676
2018-08-20,1677676
2018-08-21,1677676
2018-08-22,1677676
2018-08-23,1677676
2018-08-24,1677676
2018-08-25,1677676
2018-08-26,1677676
2018-08-27,1677676
2018-08-28,1677676
2018-08-29,1677676
2018-08-30,1677676
2018-08-31,1677676
2018-09-01,1677676
2018-09-02,1677676
2018-09-03,1677676
2018-09-04,1711702
2018-09-05,1711702
2018-09-06,1711702
2018-09-07,1711702
2018-09-08,1711702
2018-09-09,1711702
2018-09-10,1711702
2018-09-11,1711702
2018-09-12,1711702
2018-09-13,1711702
2018-09-14,1711702
2018-09-15,1711702
2018-09-16,1711702
2018-09-17,1711702
2018-09-18,1711702
2018-09-19,1711702
2018-09-20,1711702
2018-09-21,1711702
2018-09-22,1711702
2018-09-23,1711702
2018-09-24,1711702
2018-09-25,1711702
2018-09-26,1711702
2018-09-27,1711702
2018-09-28,1711702
2018-09-29,1711702
2018-09-30,1711702
2018-10-02,1711702
2018-10-03,1711702
2018-10-04,1711702
2018-10-05,1711702
2018-10-06,1711702
2018-10-07,1745208
2018-10-08,1745208
2018-10-09,1745208
2018-10-10,1745208
2018-10-11,1745208
2018-10-12,1745208
2018-10-13,1745208
2018-10-14,1745208
2018-10-15,1745208
2018-10-16,1745208
2018-10-17,1745208
2018-10-18,1745208
2018-10-19,1745208
2018-10-20,1745208
2018-10-21,1745208
2018-10-22,1745208
2018-10-23,1745208
2018-10-24,1745208
2018-10-25,1745208
2018-10-26,1745208
2018-10-27,1745208
2018-10-28,1745208
2018-10-29,1745208
2018-10-30,1745208
2018-10-31,1745208
2018-11-01,1745208
2018-11-03,1745208
2018-11-04,1745208
2018-11-05,1745208
2018-11-06,1745208
2018-11-07,1745208
2018-11-08,1745208
2018-11-09,1745208
2018-11-10,1769348
2018-11-11,1769348
2018-11-12,1769348
2018-11-13,1769348
2018-11-14,1769348
2018-11-15,1769348
2018-11-16,1769348
2018-11-17,1769348
2018-11-18,1769348
2018-11-19,1769348
2018-11-20,1769348
2018-11-21,1769348
2018-11-22,1769348
2018-11-23,1769348
2018-11-24,1769348
2018-11-25,1769348
2018-11-26,1769348
2018-11-27,1769348
2018-11-28,1769348
2018-11-29,1769348
2018-12-01,1769348
2018-12-02,1769348
2018-12-03,1769348
2018-12-04,1777409
2018-12-05,1777409
2018-12-07,1777409
2018-12-09,1777409
2018-12-10,1777409
2018-12-11,1777409
2018-12-12,1777409
2018-12-13,1777409
2018-12-14,1777409
2018-12-15,1777409
2018-12-16,1777409
2018-12-17,1777409
2018-12-18,1777409
2018-12-19,1777409
2018-12-20,1777409
2018-12-21,1777409
2018-12-22,1777409
2018-12-23,1777409
2018-12-24,1797826
2018-12-25,1797826
2018-12-26,1797826
2018-12-27,1797826
2018-12-28,1797826
2018-12-29,1797826
2018-12-30,1797826
2018-12-31,1797826
2019-01-01,1797826
2019-01-02,1797826
2019-01-03,1797826
2019-01-04,1797826
2019-01-05,1797826
2019-01-06,1797826
2019-01-08,1797826
2019-01-10,1797826
2019-01-11,1797826
2019-01-12,1814656
2019-01-13,1814656
2019-01-14,1814656
2019-01-15,1814656
2019-01-16,1814656
2019-01-17,1814656
2019-01-18,1814656
2019-01-19,1814656
2019-01-20,1814656
2019-01-21,1814656
2019-01-22,1814656
2019-01-23,1814656
2019-01-24,1814656
2019-01-25,1814656
2019-01-26,1814656
2019-01-27,1814656
2019-01-28,1814656
2019-01-29,1814656
2019-01-30,1814656
2019-01-31,1816921
2019-02-01,1816921
2019-02-02,1816921
2019-02-03,1816921
2019-02-04,1816921
2019-02-05,1816921
2019-02-06,1816921
2019-02-07,1816921
2019-02-08,1816921
2019-02-09,1816921
2019-02-10,1816921
2019-02-11,1816921
2019-02-12,1816921
2019-02-13,1816921
2019-02-14,1816921
2019-02-15,1816921
2019-02-16,1816921
2019-02-17,1816921
2019-02-18,1816921
2019-02-19,1816921
2019-02-20,1816921
2019-02-21,1816921
2019-02-22,1822609
2019-02-23,1822609
2019-02-24,1822609
2019-02-25,1822609
2019-02-26,1822609
2019-02-27,1822609
2019-02-28,1822609
2019-03-01,1822609
2019-03-02,1822609
2019-03-03,1822609
2019-03-04,1822609
2019-03-05,1822609
2019-03-06,1822609
2019-03-07,1822609
2019-03-08,1822609
2019-03-09,1822609
2019-03-10,1822609
2019-03-11,1822609
2019-03-12,1822609
2019-03-13,1822609
2019-03-14,1822609
2019-03-15,1822609
2019-03-16,1822609
2019-03-17,1822609
2019-03-18,1822609
2019-03-19,1794641
2019-03-20,1794641
2019-03-21,1794641
2019-03-22,1794641
2019-03-23,1794641
2019-03-24,1794641
2019-03-25,1794641
2019-03-26,1794641
2019-03-27,1794641
2019-03-28,1794641
2019-03-29,1794641
2019-03-30,1794641
2019-03-31,1794641
2019-04-01,1794641
2019-04-02,1794641
2019-04-03,1794641
2019-04-04,1794641
2019-04-05,1794641
2019-04-06,1794641
2019-04-07,1787245
2019-04-08,1787245
2019-04-09,1787245
2019-04-10,1787245
2019-04-11,1787245
2019-04-12,1787245
2019-04-13,1787245
2019-04-14,1787245
2019-04-15,1787245
2019-04-16,1787245
2019-04-17,1787245
2019-04-18,1787245
2019-04-19,1787245
2019-04-20,1787245
2019-04-21,1787245
2019-04-22,1787245
2019-04-23,1787245
2019-04-24,1787245
2019-04-25,1787245
2019-04-26,1787245
2019-04-27,1787245
2019-04-28,1787245
2019-04-29,1790244
2019-04-30,1790244
2019-05-01,1790244
2019-05-02,1790244
2019-05-03,1790244
2019-05-04,1790244
2019-05-05,1790244
2019-05-06,1790244
2019-05-07,1790244
2019-05-08,1790244
2019-05-09,1790244
2019-05-10,1790244
2019-05-11,1790244
2019-05-12,1790244
2019-05-13,1790244
2019-05-14,1790244
2019-05-15,1802094
2019-05-16,1802094
2019-05-17,1802094
2019-05-18,1802094
2019-05-19,1802094
2019-05-20,1802094
2019-05-21,1802094
2019-05-22,1802094
2019-05-23,1802094
2019-05-24,1802094
2019-05-25,1802094
2019-05-26,1802094
2019-05-27,1802094
2019-05-28,1802094
2019-05-29,1802094
2019-05-30,1802094
2019-05-31,1802094
2019-06-01,1802094
2019-06-02,1802094
2019-06-03,1802094
2019-06-04,1802094
2019-06-05,1802094
2019-06-06,1798635
2019-06-07,1798635
2019-06-08,1798635
2019-06-09,1798635
2019-06-10,1798635
2019-06-11,1798635
2019-06-12,1798635
2019-06-13,1798635
2019-06-14,1798635
2019-06-15,1798635
2019-06-16,1798635
2019-06-17,1798635
2019-06-18,1798635
2019-06-19,1798635
2019-06-20,1798635
2019-06-21,1798635
2019-06-22,1798635
2019-06-23,1798635
2019-06-24,1798635
2019-06-25,1798635
2019-06-26,1798635
2019-06-27,1777512
2019-06-28,1777512
2019-06-29,1777512
2019-06-30,1777512
2019-07-01,1777512
2019-07-02,1777512
2019-07-03,1777512
2019-07-04,1777512
2019-07-05,1777512
2019-07-06,1777512
2019-07-07,1777512
2019-07-08,1777512
2019-07-09,1777512
2019-07-10,1777512
2019-07-11,1777512
2019-07-12,1777512
2019-07-13,1777512
2019-07-14,1777512
2019-07-15,1777512
2019-07-16,1777512
2019-07-17,1782756
2019-07-18,1782756
2019-07-19,1782756
2019-07-20,1782756
2019-07-21,1782756
2019-07-22,1782756
2019-07-23,1782756
2019-07-24,1782756
2019-07-25,1782756
2019-07-26,1782756
2019-07-27,1782756
2019-07-28,1782756
2019-07-29,1782756
2019-07-30,1782756
2019-07-31,1782756
2019-08-01,1782756
2019-08-02,1782756
2019-08-03,1782756
2019-08-04,1782756
2019-08-05,1778861
2019-08-06,1778861
2019-08-07,1778861
2019-08-08,1778861
2019-08-09,1778861
2019-08-10,1778861
2019-08-11,1778861
2019-08-12,1778861
2019-08-13,1778861
2019-08-14,1778861
2019-08-15,1778861
2019-08-16,1778861
2019-08-17,1778861
2019-08-18,1778861
2019-08-19,1778861
2019-08-20,1778861
2019-08-21,1778861
2019-08-22,1778861
2019-08-23,1778861
2019-08-24,1778861
2019-08-24,1778861
2019-08-25,1778861
2019-08-25,1778861
2019-08-26,1778861
2019-08-27,1778861
2019-08-27,1778861
2019-08-28,1788293
2019-08-29,1788293
2019-08-30,1788293
2019-08-31,1788293
2019-09-01,1788293
2019-09-02,1788293
2019-09-03,1788293
2019-09-04,1788293
2019-09-05,1788293
2019-09-06,1788293
2019-09-07,1788293
2019-09-08,1788293
2019-09-09,1788293
2019-09-10,1788293
2019-09-11,1788293
2019-09-12,1788293
2019-09-13,1788293
2019-09-14,1788293
2019-09-15,1788293
2019-09-16,1788293
2019-09-17,1788293
2019-09-18,1789416
2019-09-19,1789416
2019-09-20,1789416
2019-09-21,1789416
2019-09-22,1789416
2019-09-23,1789416
2019-09-24,1789416
2019-09-25,1789416
2019-09-26,1789416
2019-09-27,1789416
2019-09-28,1789416
2019-09-29,1789416
2019-09-30,1789416
2019-10-01,1789416
2019-10-02,1789416
2019-10-03,1789416
2019-10-04,1789416
2019-10-05,1789416
2019-10-06,1788141
2019-10-07,1788141
2019-10-08,1788141
2019-10-09,1788141
2019-10-10,1788141
2019-10-11,1788141
2019-10-12,1788141
2019-10-13,1788141
2019-10-14,1788141
2019-10-15,1788141
2019-10-16,1788141
2019-10-17,1788141
2019-10-18,1788141
2019-10-19,1788141
2019-10-20,1788141
2019-10-21,1788141
2019-10-22,1788141
2019-10-23,1788141
2019-10-24,1788141
2019-10-25,1788141
2019-10-26,1788141
2019-10-27,1788141
2019-10-28,1788141
2019-10-29,1788141
2019-10-30,1788141
2019-10-31,1775211
2019-11-01,1775211
2019-11-02,1775211
2019-11-03,1775211
2019-11-04,1775211
2019-11-05,1775211
2019-11-06,1775211
2019-11-07,1775211
2019-11-08,1775211
2019-11-09,1775211
2019-11-10,1775211
2019-11-11,1775211
2019-11-12,1775211
2019-11-13,1775211
2019-11-14,1775211
2019-11-15,1775211
2019-11-16,1775211
2019-11-17,1775211
2019-11-18,1775211
2019-11-19,1775211
2019-11-20,1775211
2019-11-21,1775211
2019-11-22,1775211
2019-11-23,1781897
2019-11-24,1781897
2019-11-25,1781897
2019-11-26,1781897
2019-11-27,1781897
2019-11-28,1781897
2019-11-29,1781897
2019-11-30,1781897
2019-12-01,1781897
2019-12-02,1781897
2019-12-03,1781897
2019-12-04,1781897
2019-12-05,1781897
2019-12-06,1781897
2019-12-07,1781897
2019-12-08,1781897
2019-12-09,1781897
2019-12-10,1781897
2019-12-11,1781897
2019-12-12,1781897
2019-12-13,1781897
2019-12-14,1781897
2019-12-15,1781897
2019-12-16,1781897
2019-12-17,1775542
2019-12-18,1775542
2019-12-19,1775542
2019-12-20,1775542
2019-12-21,1775542
2019-12-22,1775542
2019-12-23,1775542
2019-12-24,1775542
2019-12-25,1775542
2019-12-26,1775542
2019-12-27,1775542
2019-12-28,1775542
2019-12-29,1775542
2019-12-30,1775542
2019-12-31,1775542
2020-01-01,1775542
2020-01-02,1775542
2020-01-03,1775542
2020-01-04,1775542
2020-01-05,1775542
2020-01-06,1771103
2020-01-07,1771103
2020-01-08,1771103
2020-01-09,1771103
2020-01-10,1771103
2020-01-11,1771103
2020-01-12,1771103
2020-01-13,1771103
2020-01-14,1771103
2020-01-15,1771103
2020-01-16,1783425
2020-01-17,1783425
2020-01-18,1783425
2020-01-19,1783425
2020-01-20,1783425
2020-01-21,1783425
2020-01-22,1783425
2020-01-23,1783425
2020-01-24,1783425
2020-01-25,1783425
2020-01-26,1780139
2020-01-27,1780139
2020-01-28,1780139
2020-01-29,1780139
2020-01-30,1780139
2020-01-31,1780139
2020-02-01,1780139
2020-02-02,1780139
2020-02-03,1780139
2020-02-04,1804994
2020-02-05,1804994
2020-02-06,1804994
2020-02-07,1804994
2020-02-08,1804994
2020-02-09,1804994
2020-02-10,1804994
2020-02-11,1804994
2020-02-12,1804994
2020-02-13,1804994
2020-02-14,1804994
2020-02-15,1801720
2020-02-16,1801720
2020-02-17,1801720
2020-02-18,1801720
2020-02-19,1801720
2020-02-20,1801720
2020-02-21,1801720
2020-02-22,1801720
2020-02-23,1801720
2020-02-24,1801720
2020-02-25,1801720
2020-02-26,1796103
2020-02-27,1796103
2020-02-28,1796103
2020-02-29,1796103
2020-03-01,1796103
2020-03-02,1796103
2020-03-03,1796103
2020-03-04,1796103
2020-03-05,1796103
2020-03-06,1796103
2020-03-07,1791030
2020-03-08,1791030
2020-03-09,1791030
2020-03-10,1791030
2020-03-11,1791030
2020-03-12,1791030
2020-03-13,1791030
2020-03-14,1791030
2020-03-15,1791030
2020-03-16,1791030
2020-03-17,1791030
2020-03-18,1791030
2020-03-19,1791030
2020-03-20,1799686
2020-03-21,1799686
2020-03-22,1799686
2020-03-23,1799686
2020-03-24,1799686
2020-03-25,1799686
2020-03-26,1799686
2020-03-27,1799686
2020-03-28,1799686
2020-03-29,1799686
2020-03-30,1799686
2020-03-31,1814655
2020-04-01,1814655
2020-04-02,1814655
2020-04-03,1814655
2020-04-04,1814655
2020-04-05,1814655
2020-04-06,1814655
2020-04-07,1814655
2020-04-08,1817474
2020-04-09,1817474
2020-04-10,1817474
2020-04-11,1817474
2020-04-12,1817474
2020-04-13,1817474
2020-04-14,1817474
2020-04-15,1817474
2020-04-16,1817474
2020-04-17,1817474
2020-04-18,1788018
2020-04-19,1788018
2020-04-20,1788018
2020-04-21,1788018
2020-04-22,1788018
2020-04-23,1788018
2020-04-24,1788018
2020-04-25,1788018
2020-04-26,1788018
2020-04-27,1779495
2020-04-28,1779495
2020-04-29,1779495
2020-04-30,1779495
2020-05-01,1779495
2020-05-02,1779495
2020-05-03,1779495
2020-05-04,1779495
2020-05-05,1779495
2020-05-06,1789457
2020-05-07,1789457
2020-05-08,1789457
2020-05-09,1789457
2020-05-10,1789457
2020-05-11,1789457
2020-05-12,1789457
2020-05-13,1789457
