date_obj,Guthix%20armour%20set%20(sk) price
2015-03-26,390000
2015-03-27,390000
2015-03-28,390000
2015-03-29,390000
2015-03-30,390000
2015-03-31,390000
2015-04-01,390000
2015-04-02,390000
2015-04-03,390000
2015-04-04,390000
2015-04-05,390000
2015-04-06,390000
2015-04-07,390000
2015-04-08,390000
2015-04-09,390000
2015-04-10,390000
2015-04-11,390000
2015-04-12,390000
2015-04-13,390000
2015-04-14,390000
2015-04-15,390000
2015-04-16,390000
2015-04-17,390000
2015-04-18,390000
2015-04-19,390000
2015-04-20,390000
2015-04-21,390000
2015-04-22,378409
2015-04-23,378409
2015-04-24,378409
2015-04-25,378409
2015-04-26,378409
2015-04-27,378409
2015-04-28,378409
2015-04-29,378409
2015-04-30,378409
2015-05-01,378409
2015-05-02,378409
2015-05-03,378409
2015-05-04,378409
2015-05-05,378409
2015-05-06,378409
2015-05-07,378409
2015-05-08,378409
2015-05-09,378409
2015-05-10,378409
2015-05-11,378409
2015-05-12,378409
2015-05-13,378409
2015-05-14,378409
2015-05-15,378409
2015-05-16,378409
2015-05-17,378409
2015-05-18,378409
2015-05-19,378409
2015-05-20,378409
2015-05-21,378409
2015-05-22,378409
2015-05-23,378409
2015-05-24,378409
2015-05-25,378409
2015-05-26,378409
2015-05-27,378409
2015-05-28,359816
2015-05-29,359816
2015-05-30,359816
2015-05-31,359816
2015-06-01,359816
2015-06-02,359816
2015-06-03,359816
2015-06-04,359816
2015-06-05,359816
2015-06-06,359816
2015-06-07,359816
2015-06-08,359816
2015-06-09,359816
2015-06-10,359816
2015-06-11,359816
2015-06-12,359816
2015-06-13,359816
2015-06-14,359816
2015-06-15,359816
2015-06-16,359816
2015-06-17,359816
2015-06-18,359816
2015-06-19,359816
2015-06-20,359816
2015-06-21,359816
2015-06-22,359816
2015-06-23,359816
2015-06-24,359816
2015-06-25,342180
2015-06-26,342180
2015-06-27,342180
2015-06-28,342180
2015-06-29,342180
2015-06-30,342180
2015-07-01,342180
2015-07-02,342180
2015-07-03,342180
2015-07-04,342180
2015-07-05,342180
2015-07-06,342180
2015-07-07,342180
2015-07-08,342180
2015-07-09,342180
2015-07-10,342180
2015-07-11,342180
2015-07-12,342180
2015-07-13,342180
2015-07-14,342180
2015-07-15,342180
2015-07-16,342180
2015-07-17,342180
2015-07-18,342180
2015-07-19,342180
2015-07-20,342180
2015-07-21,342180
2015-07-22,325698
2015-07-23,325698
2015-07-24,325698
2015-07-25,325698
2015-07-26,325698
2015-07-27,325698
2015-07-28,325698
2015-07-29,325698
2015-07-30,325698
2015-07-31,325698
2015-08-01,325698
2015-08-02,325698
2015-08-03,325698
2015-08-04,325698
2015-08-05,325698
2015-08-06,325698
2015-08-07,325698
2015-08-08,325698
2015-08-09,325698
2015-08-10,325698
2015-08-11,325698
2015-08-12,325698
2015-08-13,325698
2015-08-14,325698
2015-08-15,325698
2015-08-16,325698
2015-08-17,325698
2015-08-18,325698
2015-08-19,325698
2015-08-20,309651
2015-08-21,309651
2015-08-22,309651
2015-08-23,309651
2015-08-24,309651
2015-08-25,309651
2015-08-26,309651
2015-08-27,309651
2015-08-28,309651
2015-08-29,309651
2015-08-30,309651
2015-08-31,309651
2015-09-01,309651
2015-09-02,309651
2015-09-03,309651
2015-09-04,309651
2015-09-05,309651
2015-09-06,309651
2015-09-07,309651
2015-09-08,309651
2015-09-09,309651
2015-09-10,309651
2015-09-11,309651
2015-09-12,309651
2015-09-13,309651
2015-09-14,309651
2015-09-15,294839
2015-09-16,294839
2015-09-17,294839
2015-09-18,294839
2015-09-19,294839
2015-09-20,294839
2015-09-21,294839
2015-09-22,294839
2015-09-23,294839
2015-09-24,294839
2015-09-25,294839
2015-09-27,294839
2015-09-28,294839
2015-09-29,294839
2015-09-30,294839
2015-10-05,294839
2015-10-06,294839
2015-10-07,294839
2015-10-08,294839
2015-10-09,294839
2015-10-10,294839
2015-10-11,280537
2015-10-12,280537
2015-10-13,280537
2015-10-14,280537
2015-10-15,280537
2015-10-16,280537
2015-10-17,280537
2015-10-18,280537
2015-10-19,280537
2015-10-20,280537
2015-10-22,280537
2015-10-23,280537
2015-10-24,280537
2015-10-25,280537
2015-10-26,280537
2015-10-27,280537
2015-10-29,280537
2015-10-30,280537
2015-10-31,280537
2015-11-01,280537
2015-11-02,280537
2015-11-03,280537
2015-11-04,280537
2015-11-05,280537
2015-11-06,269561
2015-11-07,269561
2015-11-08,269561
2015-11-09,269561
2015-11-10,269561
2015-11-11,269561
2015-11-12,269561
2015-11-13,269561
2015-11-14,269561
2015-11-15,269561
2015-11-16,269561
2015-11-17,269561
2015-11-18,269561
2015-11-19,269561
2015-11-20,269561
2015-11-21,269561
2015-11-22,269561
2015-11-23,269561
2015-11-24,269561
2015-11-25,269561
2015-11-26,269561
2015-11-27,269561
2015-11-28,269561
2015-11-29,256801
2015-11-30,256801
2015-12-01,256801
2015-12-02,256801
2015-12-03,256801
2015-12-04,256801
2015-12-05,256801
2015-12-06,256801
2015-12-07,256801
2015-12-08,256801
2015-12-09,256801
2015-12-10,256801
2015-12-11,256801
2015-12-12,256801
2015-12-13,256801
2015-12-14,256801
2015-12-15,256801
2015-12-16,256801
2015-12-17,256801
2015-12-18,256801
2015-12-19,256801
2015-12-20,256801
2015-12-21,256801
2015-12-22,256801
2015-12-23,244461
2015-12-24,244461
2015-12-25,244461
2015-12-26,244461
2015-12-27,244461
2015-12-28,244461
2015-12-29,244461
2015-12-31,244461
2016-01-01,244461
2016-01-02,244461
2016-01-03,244461
2016-01-04,244461
2016-01-05,244461
2016-01-06,244461
2016-01-07,244461
2016-01-08,244461
2016-01-09,244461
2016-01-10,232492
2016-01-11,232492
2016-01-12,232492
2016-01-13,232492
2016-01-14,232492
2016-01-15,232492
2016-01-16,232492
2016-01-17,232492
2016-01-18,232492
2016-01-19,232492
2016-01-20,232492
2016-01-21,232492
2016-01-22,232492
2016-01-23,232492
2016-01-24,232492
2016-01-25,232492
2016-01-26,232492
2016-01-27,232492
2016-01-28,232492
2016-01-29,232492
2016-01-30,232492
2016-01-31,232492
2016-02-01,232492
2016-02-02,221479
2016-02-03,221479
2016-02-04,221479
2016-02-05,221479
2016-02-06,221479
2016-02-07,221479
2016-02-08,221479
2016-02-09,221479
2016-02-10,221479
2016-02-11,221479
2016-02-12,221479
2016-02-13,221479
2016-02-14,221479
2016-02-15,221479
2016-02-16,221479
2016-02-17,221479
2016-02-18,221479
2016-02-19,221479
2016-02-20,221479
2016-02-21,210738
2016-02-22,210738
2016-02-23,210738
2016-02-24,210738
2016-02-25,210738
2016-02-26,210738
2016-02-27,210738
2016-02-28,210738
2016-02-29,210738
2016-03-01,210738
2016-03-02,210738
2016-03-03,210738
2016-03-04,210738
2016-03-05,210738
2016-03-06,210738
2016-03-07,210738
2016-03-08,210738
2016-03-09,210738
2016-03-10,210738
2016-03-11,200792
2016-03-12,200792
2016-03-13,200792
2016-03-14,200792
2016-03-15,200792
2016-03-16,200792
2016-03-17,200792
2016-03-18,200792
2016-03-19,200792
2016-03-20,200792
2016-03-21,200792
2016-03-22,200792
2016-03-23,200792
2016-03-24,200792
2016-03-25,200792
2016-03-26,200792
2016-03-27,200792
2016-03-28,200792
2016-03-29,200792
2016-03-30,200792
2016-03-31,200792
2016-04-01,196140
2016-04-02,196140
2016-04-03,196140
2016-04-04,196140
2016-04-05,196140
2016-04-06,196140
2016-04-07,196140
2016-04-08,196140
2016-04-09,196140
2016-04-10,196140
2016-04-11,196140
2016-04-12,196140
2016-04-13,196140
2016-04-14,196140
2016-04-15,196140
2016-04-16,196140
2016-04-17,196140
2016-04-18,196140
2016-04-19,196140
2016-04-20,196140
2016-04-21,191479
2016-04-22,191479
2016-04-23,191479
2016-04-24,191479
2016-04-25,191479
2016-04-26,191479
2016-04-27,191479
2016-04-28,191479
2016-04-29,191479
2016-04-30,191479
2016-05-01,191479
2016-05-02,191479
2016-05-03,191479
2016-05-04,191479
2016-05-05,191479
2016-05-06,191479
2016-05-07,191479
2016-05-08,191479
2016-05-09,186456
