date_obj,Rune%20platelegs%20(t) price
2019-04-03,40139
2019-04-04,40113
2019-04-05,40779
2019-04-06,40141
2019-04-07,39359
2019-04-08,39152
2019-04-09,39429
2019-04-10,40043
2019-04-11,39912
2019-04-12,39987
2019-04-13,39525
2019-04-14,39376
2019-04-15,39822
2019-04-16,40109
2019-04-17,40007
2019-04-18,39584
2019-04-19,39939
2019-04-20,39781
2019-04-21,39623
2019-04-22,40141
2019-04-23,40058
2019-04-24,40071
2019-04-25,39976
2019-04-26,40001
2019-04-27,39922
2019-04-28,39552
2019-04-29,39438
2019-04-30,39254
2019-05-01,39787
2019-05-02,39500
2019-05-03,39993
2019-05-04,40244
2019-05-05,40513
2019-05-06,40357
2019-05-07,40157
2019-05-08,39784
2019-05-09,39769
2019-05-10,39916
2019-05-11,39724
2019-05-12,39951
2019-05-13,39760
2019-05-14,39822
2019-05-15,40040
2019-05-16,40647
2019-05-17,40112
2019-05-18,40121
2019-05-19,39642
2019-05-20,39528
2019-05-21,39002
2019-05-22,39005
2019-05-23,39236
2019-05-24,39237
2019-05-25,38839
2019-05-26,39554
2019-05-27,39615
2019-05-28,40059
2019-05-29,40970
2019-05-30,39886
2019-05-31,40258
2019-06-01,40638
2019-06-02,40584
2019-06-03,40343
2019-06-04,40680
2019-06-05,41003
2019-06-06,41633
2019-06-07,41183
2019-06-08,41396
2019-06-09,41106
2019-06-10,41106
2019-06-11,41293
2019-06-12,41219
2019-06-13,40873
2019-06-14,41287
2019-06-15,41172
2019-06-16,42341
2019-06-17,42620
2019-06-18,41616
2019-06-19,42180
2019-06-20,41872
2019-06-21,41301
2019-06-22,41056
2019-06-23,40805
2019-06-24,41191
2019-06-25,40614
2019-06-26,40687
2019-06-27,40815
2019-06-28,40972
2019-06-29,40886
2019-06-30,41255
2019-07-01,41542
2019-07-02,42424
2019-07-03,42053
2019-07-04,42063
2019-07-05,41877
2019-07-06,41158
2019-07-07,41287
2019-07-08,41047
2019-07-09,41130
2019-07-10,40702
2019-07-11,41002
2019-07-12,40712
2019-07-13,40845
2019-07-14,40780
2019-07-15,41071
2019-07-16,40652
2019-07-17,40662
2019-07-18,40899
2019-07-19,41187
2019-07-20,42582
2019-07-21,41908
2019-07-22,42209
2019-07-23,41703
2019-07-24,41364
2019-07-25,41239
2019-07-26,41204
2019-07-27,41140
2019-07-28,40556
2019-07-29,40863
2019-07-30,40789
2019-07-31,40826
2019-08-01,40918
2019-08-02,40458
2019-08-03,40320
2019-08-04,40069
2019-08-05,40283
2019-08-06,39700
2019-08-07,39444
2019-08-08,38969
2019-08-09,39485
2019-08-10,39463
2019-08-11,39647
2019-08-12,39250
2019-08-13,39757
2019-08-14,40008
2019-08-15,40684
2019-08-16,41895
2019-08-17,41895
2019-08-18,41644
2019-08-19,41048
2019-08-20,41454
2019-08-21,41204
2019-08-22,41252
2019-08-23,40746
2019-08-24,40391
2019-08-24,40391
2019-08-25,40648
2019-08-25,40648
2019-08-26,40171
2019-08-26,40171
2019-08-27,40593
2019-08-27,40593
2019-08-28,40048
2019-08-29,40592
2019-08-30,40784
2019-08-31,40125
2019-09-01,39670
2019-09-02,39933
2019-09-03,39818
2019-09-04,39878
2019-09-05,40022
2019-09-06,39954
2019-09-07,39852
2019-09-08,39968
2019-09-09,40057
2019-09-10,40424
2019-09-11,40839
2019-09-12,40978
2019-09-13,41173
2019-09-14,41346
2019-09-15,41124
2019-09-16,40833
2019-09-17,39701
2019-09-18,39909
2019-09-19,40066
2019-09-20,40096
2019-09-21,39921
2019-09-22,40479
2019-09-23,40177
2019-09-24,40177
2019-09-25,40412
2019-09-26,40823
2019-09-27,40400
2019-09-28,40394
2019-09-29,40053
2019-09-30,40565
2019-10-01,40771
2019-10-02,40771
2019-10-03,40932
2019-10-04,40485
2019-10-05,40526
2019-10-06,40544
2019-10-07,39932
2019-10-08,39420
2019-10-09,39420
2019-10-10,39229
2019-10-11,39442
2019-10-12,39889
2019-10-13,40062
2019-10-14,40264
2019-10-15,40382
2019-10-16,40757
2019-10-17,40757
2019-10-18,40622
2019-10-19,40959
2019-10-20,40243
2019-10-21,39943
2019-10-22,40246
2019-10-23,40416
2019-10-24,40132
2019-10-25,40013
2019-10-26,40413
2019-10-27,40584
2019-10-28,40714
2019-10-29,40714
2019-10-30,39984
2019-10-31,40638
2019-11-01,41126
2019-11-02,41940
2019-11-03,41790
2019-11-04,41154
2019-11-05,41154
2019-11-06,40831
2019-11-07,41200
2019-11-08,41675
2019-11-09,41198
2019-11-10,41536
2019-11-11,41110
2019-11-12,40409
2019-11-13,40529
2019-11-14,40092
2019-11-15,39881
2019-11-16,39120
2019-11-17,39120
2019-11-18,39296
2019-11-19,39296
2019-11-20,39626
2019-11-21,39626
2019-11-22,39390
2019-11-23,40265
2019-11-24,40221
2019-11-25,39829
2019-11-26,40421
2019-11-27,40421
2019-11-28,40347
2019-11-29,40347
2019-11-30,40425
2019-12-01,40379
2019-12-02,40275
2019-12-03,39503
2019-12-04,39621
2019-12-05,39621
2019-12-06,40108
2019-12-07,40305
2019-12-08,39719
2019-12-09,39956
2019-12-10,40426
2019-12-11,40450
2019-12-12,40484
2019-12-13,40729
2019-12-14,40341
2019-12-15,40354
2019-12-16,40706
2019-12-17,40691
2019-12-18,41134
2019-12-19,41369
2019-12-20,40038
2019-12-21,40241
2019-12-22,40205
2019-12-23,40096
2019-12-24,40360
2019-12-25,39952
2019-12-26,39425
2019-12-27,39455
2019-12-28,39627
2019-12-29,39625
2019-12-30,39429
2019-12-31,40372
2020-01-01,40733
2020-01-02,41006
2020-01-03,40622
2020-01-04,40564
2020-01-05,40677
2020-01-06,40731
2020-01-07,40736
2020-01-08,40736
2020-01-09,41027
2020-01-10,40983
2020-01-11,40744
2020-01-12,40563
2020-01-13,40563
2020-01-14,40675
2020-01-15,40508
2020-01-16,40477
2020-01-17,41071
2020-01-18,42002
2020-01-19,41131
2020-01-20,41071
2020-01-21,40926
2020-01-22,40839
2020-01-23,40980
2020-01-24,41033
2020-01-25,41004
2020-01-26,40974
2020-01-27,41077
2020-01-28,41031
2020-01-29,41468
2020-01-30,41050
2020-01-31,41117
2020-02-01,40808
2020-02-02,40695
2020-02-03,41152
2020-02-04,40943
2020-02-05,40842
2020-02-06,40101
2020-02-07,40220
2020-02-08,40252
2020-02-09,40409
2020-02-10,40562
2020-02-11,40434
2020-02-12,40717
2020-02-13,40830
2020-02-14,40355
2020-02-15,39023
2020-02-16,38957
2020-02-17,39341
2020-02-18,39855
2020-02-19,39647
2020-02-20,39478
2020-02-21,39478
2020-02-22,39793
2020-02-23,40080
2020-02-24,40285
2020-02-25,40009
2020-02-26,39961
2020-02-27,39534
2020-02-28,39479
2020-02-29,39479
2020-03-01,39487
2020-03-02,39776
2020-03-03,39392
2020-03-04,39621
2020-03-05,39902
2020-03-06,40172
2020-03-07,40388
2020-03-08,40028
2020-03-09,39632
2020-03-10,39377
2020-03-11,38891
2020-03-12,39329
2020-03-13,39252
2020-03-14,39046
2020-03-15,38948
2020-03-16,39523
2020-03-17,39404
2020-03-18,39511
2020-03-19,39748
2020-03-20,39944
2020-03-21,40536
2020-03-22,40180
2020-03-23,39374
2020-03-24,39803
2020-03-25,39600
2020-03-26,39397
2020-03-27,39460
2020-03-28,39625
2020-03-29,39850
2020-03-30,39946
2020-03-31,40094
2020-04-01,39398
2020-04-02,39295
2020-04-03,39830
2020-04-04,39142
2020-04-05,39337
2020-04-06,39607
2020-04-07,39091
2020-04-08,39200
2020-04-09,38814
2020-04-10,38905
2020-04-11,38709
2020-04-12,38790
2020-04-13,38388
2020-04-14,38896
2020-04-15,39044
2020-04-16,39081
2020-04-17,39065
2020-04-18,39337
2020-04-19,39610
2020-04-20,39588
2020-04-21,39092
2020-04-22,38984
2020-04-23,39378
2020-04-24,39035
2020-04-25,39678
2020-04-26,39516
2020-04-27,39712
2020-04-28,39955
2020-04-29,39702
2020-04-30,39715
2020-05-01,39679
2020-05-02,39320
2020-05-03,39209
2020-05-04,38939
2020-05-05,38515
2020-05-06,38561
2020-05-07,38592
2020-05-08,38846
2020-05-09,38941
2020-05-10,38924
2020-05-11,39343
2020-05-12,39521
2020-05-13,39533
