date_obj,White%20bead price
2016-05-25,3031
2016-05-26,3031
2016-05-27,2968
2016-05-28,2968
2016-05-29,3106
2016-05-30,3106
2016-05-31,3252
2016-06-01,3415
2016-06-02,3415
2016-06-03,3559
2016-06-04,3659
2016-06-05,3659
2016-06-06,3714
2016-06-07,3714
2016-06-08,3749
2016-06-09,3749
2016-06-10,3807
2016-06-11,3807
2016-06-12,3831
2016-06-13,3831
2016-06-14,3879
2016-06-15,3879
2016-06-16,3928
2016-06-17,4121
2016-06-18,4121
2016-06-19,4326
2016-06-20,4326
2016-06-21,4444
2016-06-22,4413
2016-06-23,4413
2016-06-24,4230
2016-06-25,4125
2016-06-26,4125
2016-06-27,3938
2016-06-28,3804
2016-06-29,3804
2016-06-30,3690
2016-07-01,3711
2016-07-02,3711
2016-07-03,3693
2016-07-04,3864
2016-07-05,3864
2016-07-06,3877
2016-07-07,3877
2016-07-08,3816
2016-07-09,3733
2016-07-10,3733
2016-07-11,3656
2016-07-12,3656
2016-07-13,3538
2016-07-14,3538
2016-07-15,3435
2016-07-16,3435
2016-07-17,3422
2016-07-18,3422
2016-07-24,3502
2016-07-25,3678
2016-07-26,3678
2016-07-27,3827
2016-07-28,3827
2016-07-29,4019
2016-07-30,4019
2016-07-31,4182
2016-08-01,4182
2016-08-02,4327
2016-08-03,4327
2016-08-04,4359
2016-08-05,4359
2016-08-06,4187
2016-08-07,4187
2016-08-08,4067
2016-08-09,4067
2016-08-10,4081
2016-08-11,4081
2016-08-12,4081
2016-08-13,4031
2016-08-14,4031
2016-08-15,4027
2016-08-16,4027
2016-08-17,4164
2016-08-18,4164
2016-08-19,4163
2016-08-20,4163
2016-08-21,4081
2016-08-22,4081
2016-08-23,4002
2016-08-24,4002
2016-08-25,3878
2016-08-26,3878
2016-08-28,3700
2016-08-31,3600
2016-09-01,3582
2016-09-02,3582
2016-09-03,3582
2016-09-04,3445
2016-09-05,3445
2016-09-06,3312
2016-09-07,3312
2016-09-08,3312
2016-09-09,3211
2016-09-10,3211
2016-09-11,3150
2016-09-12,3150
2016-09-13,3129
2016-09-14,3129
2016-09-15,3129
2016-09-16,3023
2016-09-17,3023
2016-09-18,2991
2016-09-19,2991
2016-09-20,2991
2016-09-21,2991
2016-09-22,2991
2016-09-23,2881
2016-09-24,2881
2016-09-25,2881
2016-09-26,2819
2016-09-27,2819
2016-09-28,2936
2016-09-29,2936
2016-09-30,3083
2016-10-01,3083
2016-10-02,3083
2016-10-03,3238
2016-10-04,3238
2016-10-05,3400
2016-10-06,3400
2016-10-07,3527
2016-10-08,3527
2016-10-09,3651
2016-10-10,3651
2016-10-11,3591
2016-10-12,3591
2016-10-13,3545
2016-10-14,3545
2016-10-15,3506
2016-10-16,3506
2016-10-17,3478
2016-10-18,3478
2016-10-19,3491
2016-10-20,3491
2016-10-21,3419
2016-10-22,3419
2016-10-23,3365
2016-10-24,3365
2016-10-25,3365
2016-10-26,3365
2016-10-27,3407
2016-10-28,3407
2016-10-29,3578
2016-10-30,3578
2016-10-31,3757
2016-11-01,3757
2016-11-02,3945
2016-11-03,3945
2016-11-04,3833
2016-11-05,3833
2016-11-06,3642
2016-11-07,3642
2016-11-08,3536
2016-11-09,3536
2016-11-10,3415
2016-11-11,3415
2016-11-12,3260
2016-11-13,3260
2016-11-14,3237
2016-12-08,4867
2016-12-09,4867
2016-12-10,4813
2016-12-11,4813
2016-12-12,4721
2016-12-13,4721
2016-12-14,4618
2016-12-15,4618
2016-12-16,4643
2016-12-17,4742
2016-12-18,4742
2016-12-19,4686
2016-12-20,4535
2016-12-21,4535
2016-12-22,4406
2016-12-23,4275
2016-12-24,4275
2016-12-25,4084
2016-12-26,4084
2016-12-27,3994
2016-12-28,3994
2016-12-29,3935
2016-12-30,3935
2016-12-31,3924
2017-01-01,3924
2017-01-02,3937
2017-01-03,3937
2017-01-04,3937
2017-01-05,3937
2017-01-06,4010
2017-01-07,3973
2017-01-08,3973
2017-01-09,3986
2017-01-10,3986
2017-01-11,4140
2017-01-12,4317
2017-01-13,4317
2017-01-14,4161
2017-01-15,4007
2017-01-16,3947
2017-01-17,4027
2017-01-18,4013
2017-01-19,4013
2017-01-20,3999
2017-01-21,3902
2017-01-22,3902
2017-01-27,3660
2017-01-28,3598
2017-01-29,3608
2017-01-30,3608
2017-01-31,3668
2017-02-01,3740
2017-02-02,3740
2017-02-03,3797
2017-02-04,3863
2017-02-05,3863
2017-02-06,3987
2017-02-07,3987
2017-02-08,3856
2017-02-09,3856
2017-02-10,3774
2017-02-11,3863
2017-02-12,3863
2017-02-13,4053
2017-02-14,4229
2017-02-15,4229
2017-02-16,4352
2017-02-18,4338
2017-02-19,4207
2017-02-20,4207
2017-02-21,4135
2017-02-22,4135
2017-02-23,4017
2017-02-24,4017
2017-02-25,3945
2017-02-26,3945
2017-02-27,3843
2017-02-28,3750
2017-03-01,3750
2017-03-02,3699
2017-03-03,3699
2017-03-04,3661
2017-03-05,3661
2017-03-06,3638
2017-03-07,3638
2017-03-08,3628
2017-03-09,3628
2017-03-10,3609
2017-03-11,3590
2017-03-12,3590
2017-03-13,3509
2017-03-14,3470
2017-03-15,3470
2017-03-16,3414
2017-03-17,3414
2017-03-18,3403
2017-03-19,3302
2017-03-20,3267
2017-03-21,3267
2017-03-22,3258
2017-03-23,3382
2017-03-24,3533
2017-03-25,3533
2017-03-26,3603
2017-03-27,3603
2017-03-28,3507
2017-03-29,3523
2017-03-30,3523
2017-03-31,3673
2017-04-01,3673
2017-04-02,3710
2017-04-03,3717
2017-04-04,3717
2017-04-12,3650
2017-04-13,3664
2017-04-14,3664
2017-04-15,3597
2017-04-16,3579
2017-04-17,3579
2017-04-18,3579
2017-04-19,3632
2017-04-20,3632
2017-04-21,3773
2017-04-22,3773
2017-04-23,3909
2017-04-24,3909
2017-04-25,3868
2017-04-26,3868
2017-04-27,3882
2017-04-28,3882
2017-04-29,3782
2017-04-30,3782
2017-05-01,3677
2017-05-02,3677
2017-05-03,3546
2017-05-04,3546
2017-05-05,3485
2017-05-06,3485
2017-05-07,3476
2017-05-08,3476
2017-05-09,3538
2017-05-10,3538
2017-05-11,3495
2017-05-12,3522
2017-05-13,3610
2017-05-14,3610
2017-05-15,3545
2017-05-16,3450
2017-05-17,3450
2017-05-18,3431
2017-05-19,3431
2017-05-20,3360
2017-05-21,3360
2017-05-22,3339
2017-05-23,3339
2017-05-24,3307
2017-05-25,3307
2017-05-26,3234
2017-05-27,3234
2017-05-28,3188
2017-05-29,3188
2017-05-30,3154
2017-05-31,3154
2017-06-01,3128
2017-06-02,3225
2017-06-03,3225
2017-06-06,3236
2017-06-07,3236
2017-06-08,3240
2017-06-09,3240
2017-06-10,3216
2017-06-11,3216
2017-06-12,3257
2017-06-13,3319
2017-06-14,3319
2017-06-15,3480
2017-06-16,3480
2017-06-17,3649
2017-06-18,3817
2017-06-19,3817
2017-06-20,3997
2017-06-21,3997
2017-06-22,4195
2017-06-23,4195
2017-06-24,4263
2017-06-25,4263
2017-06-26,4271
2017-06-27,4353
2017-06-28,4353
2017-06-29,4264
2017-06-30,4264
2017-07-01,4146
2017-07-02,4146
2017-07-03,3992
2017-07-04,3968
2017-07-05,3968
2017-07-06,3773
2017-07-07,3773
2017-07-08,3611
2017-07-13,3224
2017-07-14,3104
2017-07-15,3104
2017-07-16,3093
2017-07-17,3194
2017-07-18,3194
2017-07-19,3140
2017-07-20,3152
2017-07-21,3034
2017-07-22,2946
2017-07-23,2920
2017-07-24,2920
2017-07-25,3048
2017-07-26,2969
2017-07-27,2947
2017-07-28,2947
2017-07-29,2978
2017-07-30,3119
2017-07-31,3119
2017-08-01,3174
2017-08-02,3125
2017-08-03,3125
2017-08-04,3022
2017-08-05,2936
2017-08-06,2936
2017-08-09,2767
2017-08-10,2678
2017-08-11,2678
2017-08-12,2668
2017-08-13,2668
2017-08-14,2697
2017-08-15,2767
2017-08-16,2767
2017-08-17,2691
2017-08-18,2691
2017-08-19,2669
2017-08-20,2628
2017-08-21,2628
2017-08-22,2510
2017-08-23,2510
2017-08-24,2450
2017-08-25,2450
2017-08-26,2379
2017-08-27,2379
2017-08-28,2347
2017-08-29,2347
2017-08-30,2465
2017-08-31,2465
2017-09-01,2589
2017-09-02,2703
2017-09-03,2703
2017-09-04,2739
2017-09-05,2730
2017-09-06,2730
2017-09-07,2666
2017-09-08,2666
2017-09-09,2576
2017-09-10,2496
2017-09-11,2496
2017-09-12,2522
2017-09-13,2550
2017-09-14,2512
2017-09-15,2512
2017-09-16,2626
2017-09-17,2751
2017-09-18,2751
2017-09-19,2837
2017-09-20,2750
2017-09-21,2750
2017-09-22,2698
2017-09-23,2698
2017-09-24,2680
2017-09-25,2680
2017-09-26,2630
2017-09-27,2630
2017-09-28,2588
2017-09-29,2529
2017-09-30,2529
2017-10-01,2490
2017-10-02,2434
2017-10-03,2434
2017-10-04,2369
2017-10-05,2369
2017-10-06,2260
2017-10-07,2241
2017-10-08,2241
2017-10-09,2176
2017-10-10,2128
2017-10-11,2128
2017-10-12,2024
2017-10-13,1973
2017-10-14,1929
2017-10-15,1929
2017-10-16,1997
2017-10-17,1997
2017-10-18,2097
2017-10-19,2097
2017-10-20,2201
2017-10-21,2201
2017-10-22,2266
2017-10-23,2266
2017-10-24,2259
2017-10-25,2364
2017-10-26,2364
2017-10-27,2475
2017-10-28,2475
2017-10-29,2544
2017-10-30,2544
2017-10-31,2539
2017-11-01,2539
2017-11-02,2546
2017-11-03,2546
2017-11-04,2564
2017-11-05,2564
2017-11-06,2471
2017-11-07,2471
2017-11-08,2515
2017-11-09,2550
2017-11-10,2550
2017-11-11,2509
2017-11-12,2407
2017-11-13,2407
2017-11-14,2307
2017-11-15,2307
2017-11-16,2236
2017-11-17,2236
2017-11-18,2198
2017-11-19,2093
2017-11-20,2093
2017-11-21,2070
2017-11-22,2070
2017-11-23,2082
2017-11-24,2082
2017-11-25,2068
2017-11-26,2068
2017-11-27,2070
2017-11-28,2070
2017-11-29,2046
2017-11-30,2046
2017-12-01,2141
2017-12-02,2141
2017-12-03,2228
2017-12-04,2228
2017-12-05,2294
2017-12-06,2294
2017-12-07,2300
2017-12-08,2300
2017-12-09,2307
2017-12-10,2267
2017-12-11,2267
2017-12-12,2222
2017-12-13,2222
2017-12-14,2180
2017-12-15,2139
2017-12-16,2139
2017-12-17,2183
2017-12-18,2125
2017-12-19,2125
2017-12-20,2032
2017-12-21,1983
2017-12-22,1983
2017-12-23,1899
2017-12-24,1899
2017-12-25,1814
2017-12-26,1723
2017-12-27,1636
2017-12-28,1636
2017-12-29,1554
2017-12-30,1477
2017-12-31,1477
2018-01-01,1433
2018-01-02,1433
2018-01-03,1413
2018-01-04,1413
2018-01-05,1413
2018-01-06,1382
2018-01-07,1371
2018-01-08,1405
2018-01-09,1392
2018-01-10,1392
2018-01-11,1368
2018-01-12,1363
2018-01-13,1370
2018-01-14,1401
2018-01-15,1432
2018-01-16,1439
2018-01-17,1464
2018-01-18,1476
2018-01-19,1476
2018-01-20,1532
2018-01-21,1578
2018-01-22,1587
2018-01-23,1591
2018-01-24,1616
2018-01-25,1616
2018-01-26,1690
2018-01-27,1685
2018-01-28,1752
2018-01-29,1731
2018-01-30,1673
2018-02-01,1548
2018-02-02,1517
2018-02-03,1509
2018-02-04,1498
2018-02-05,1487
2018-02-06,1472
2018-02-07,1490
2018-02-08,1490
2018-02-09,1520
2018-02-10,1520
2018-02-11,1545
2018-02-12,1566
2018-02-13,1531
2018-02-14,1514
2018-02-15,1535
2018-02-16,1559
2018-02-17,1637
2018-02-18,1719
2018-02-19,1714
2018-02-20,1714
2018-02-21,1662
2018-02-22,1662
2018-02-23,1677
2018-02-24,1677
2018-02-25,1633
2018-02-26,1601
2018-02-27,1585
2018-02-28,1585
2018-03-01,1636
2018-03-02,1715
2018-03-03,1801
2018-03-04,1801
2018-03-05,1853
2018-03-06,1799
2018-03-07,1752
2018-03-08,1757
2018-03-09,1742
2018-03-10,1726
2018-03-11,1731
2018-03-12,1714
2018-03-13,1647
2018-03-14,1630
2018-03-15,1630
2018-03-16,1559
2018-03-17,1486
2018-03-18,1429
2018-03-19,1429
2018-03-20,1404
2018-03-21,1368
2018-03-23,1336
2018-03-24,1331
2018-03-26,1361
2018-03-27,1380
2018-03-28,1380
2018-03-29,1393
2018-03-30,1340
2018-03-31,1282
2018-04-01,1227
2018-04-02,1179
2018-04-03,1167
2018-04-04,1123
2018-04-05,1123
2018-04-06,1075
2018-04-08,1039
2018-04-09,1006
2018-04-10,1002
2018-04-11,1014
2018-04-12,999
2018-04-13,999
2018-04-14,1010
2018-04-16,1020
2018-04-17,1064
2018-04-18,1064
2018-04-19,1084
2018-04-20,1106
2018-04-21,1128
2018-04-22,1128
2018-04-23,1178
2018-04-24,1178
2018-04-25,1237
2018-04-26,1237
2018-04-27,1299
2018-04-28,1337
2018-04-29,1287
2018-04-30,1289
2018-05-01,1249
2018-05-02,1249
2018-05-03,1251
2018-05-04,1251
2018-05-05,1313
2018-05-06,1313
2018-05-07,1353
2018-05-08,1353
2018-05-09,1353
2018-05-10,1285
2018-05-11,1228
2018-05-12,1178
2018-05-13,1178
2018-05-14,1179
2018-05-15,1232
2018-05-16,1253
2018-05-17,1268
2018-05-18,1265
2018-05-19,1249
2018-05-20,1239
2018-05-21,1249
2018-05-22,1249
2018-05-23,1238
2018-05-24,1285
2018-05-25,1285
2018-05-26,1264
2018-05-27,1264
2018-05-28,1248
2018-05-29,1191
2018-05-30,1191
2018-05-31,1166
2018-06-01,1140
2018-06-02,1089
2018-06-03,1089
2018-06-04,1058
2018-06-05,1043
2018-06-06,1034
2018-06-07,1034
2018-06-08,1039
2018-06-09,1039
2018-06-10,1020
2018-06-11,986
2018-06-12,964
2018-06-13,950
2018-06-14,933
2018-06-15,933
2018-06-16,969
2018-06-17,997
2018-06-18,1040
2018-06-19,1088
2018-06-20,1088
2018-06-21,1057
2018-06-22,1014
2018-06-23,1014
2018-06-24,1044
2018-06-25,1097
2018-06-26,1151
2018-06-27,1207
2018-06-28,1268
2018-06-29,1332
2018-06-30,1398
2018-07-01,1429
2018-07-02,1429
2018-07-03,1500
2018-07-04,1563
2018-07-05,1642
2018-07-06,1709
2018-07-07,1708
2018-07-08,1753
2018-07-09,1841
2018-07-10,1934
2018-07-11,2031
2018-07-12,2088
2018-07-13,2113
2018-07-14,2113
2018-07-15,2113
2018-07-16,2112
2018-07-17,2192
2018-07-18,2126
2018-07-19,2045
2018-07-20,1968
2018-07-21,1896
2018-07-22,1841
2018-07-23,1796
2018-07-24,1729
2018-07-25,1665
2018-07-26,1618
2018-07-27,1581
2018-07-28,1544
2018-07-29,1525
2018-07-30,1448
2018-07-31,1394
2018-08-01,1394
2018-08-02,1324
2018-08-03,1258
2018-08-04,1227
2018-08-05,1218
2018-08-06,1192
2018-08-07,1189
2018-08-08,1188
2018-08-09,1134
2018-08-10,1120
2018-08-11,1149
2018-08-12,1207
2018-08-14,1258
2018-08-16,1240
2018-08-17,1230
2018-08-18,1202
2018-08-19,1207
2018-08-20,1249
2018-08-21,1273
2018-08-22,1284
2018-08-23,1320
2018-08-24,1311
2018-08-25,1362
2018-08-26,1431
2018-08-27,1503
2018-08-28,1579
2018-08-29,1658
2018-08-30,1741
2018-08-31,1829
2018-09-01,1921
2018-09-02,2018
2018-09-03,2119
2018-09-04,2225
2018-09-05,2324
2018-09-06,2324
2018-09-07,2352
2018-09-08,2394
2018-09-09,2489
2018-09-10,2614
2018-09-11,2692
2018-09-12,2735
2018-09-13,2783
2018-09-14,2724
2018-09-15,2639
2018-09-16,2527
2018-09-17,2419
2018-09-18,2379
2018-09-19,2300
2018-09-20,2245
2018-09-21,2176
2018-09-22,2141
2018-09-23,2145
2018-09-24,2052
2018-09-25,2006
2018-09-26,1974
2018-09-27,1925
2018-09-28,1905
2018-09-29,1949
2018-09-30,1937
2018-10-02,2032
2018-10-03,2099
2018-10-04,2099
2018-10-05,2201
2018-10-06,2222
2018-10-07,2248
2018-10-08,2250
2018-10-09,2266
2018-10-10,2251
2018-10-11,2259
2018-10-12,2261
2018-10-13,2282
2018-10-14,2268
2018-10-15,2235
2018-10-16,2219
2018-10-17,2215
2018-10-18,2213
2018-10-19,2223
2018-10-20,2223
2018-10-21,2329
2018-10-22,2419
2018-10-23,2540
2018-10-24,2657
2018-10-25,2631
2018-10-26,2564
2018-10-27,2449
2018-10-28,2341
2018-10-29,2253
2018-10-30,2149
2018-10-31,2095
2018-11-01,2022
2018-11-03,1846
2018-11-04,1817
2018-11-05,1792
2018-11-06,1812
2018-11-07,1808
2018-11-08,1761
2018-11-09,1746
2018-11-10,1694
2018-11-11,1707
2018-11-12,1646
2018-11-13,1604
2018-11-14,1614
2018-11-15,1620
2018-11-16,1622
2018-11-17,1562
2018-11-18,1578
2018-11-19,1636
2018-11-20,1684
2018-11-21,1627
2018-11-22,1631
2018-11-23,1619
2018-11-24,1603
2018-11-25,1615
2018-11-26,1609
2018-11-27,1632
2018-11-28,1599
2018-11-29,1531
2018-12-01,1444
2018-12-02,1403
2018-12-03,1348
2018-12-04,1350
2018-12-05,1321
2018-12-07,1225
2018-12-09,1145
2018-12-10,1184
2018-12-11,1244
2018-12-13,1349
2018-12-14,1362
2018-12-15,1314
2018-12-16,1315
2018-12-17,1315
2018-12-18,1295
2018-12-19,1246
2018-12-20,1204
2018-12-21,1162
2018-12-22,1141
2018-12-23,1092
2018-12-24,1074
2018-12-25,1109
2018-12-26,1106
2018-12-27,1076
2018-12-28,1067
2018-12-29,1061
2018-12-30,1058
2018-12-31,1066
2019-01-01,1070
2019-01-02,1043
2019-01-03,992
2019-01-04,975
2019-01-05,948
2019-01-06,977
2019-01-08,1034
2019-01-10,1010
2019-01-11,1041
2019-01-12,1038
2019-01-13,1059
2019-01-14,1039
2019-01-15,1012
2019-01-16,1000
2019-01-17,1004
2019-01-18,1023
2019-01-19,1009
2019-01-20,998
2019-01-21,1026
2019-01-22,1078
2019-01-23,1132
2019-01-24,1189
2019-01-25,1249
2019-01-26,1312
2019-01-27,1378
2019-01-28,1447
2019-01-29,1509
2019-01-30,1567
2019-01-31,1602
2019-02-01,1564
2019-02-02,1551
2019-02-03,1537
2019-02-04,1570
2019-02-05,1623
2019-02-06,1571
2019-02-07,1562
2019-02-08,1536
2019-02-09,1528
2019-02-10,1554
2019-02-11,1598
2019-02-12,1554
2019-02-13,1538
2019-02-14,1529
2019-02-15,1531
2019-02-16,1550
2019-02-17,1551
2019-02-18,1476
2019-02-19,1402
2019-02-20,1366
2019-02-21,1327
2019-02-22,1275
2019-02-23,1242
2019-02-24,1215
2019-02-25,1183
2019-02-26,1170
2019-02-27,1135
2019-02-28,1117
2019-03-01,1109
2019-03-02,1105
2019-03-03,1104
2019-03-04,1119
2019-03-05,1130
2019-03-06,1108
2019-03-07,1073
2019-03-08,1073
2019-03-09,1114
2019-03-10,1123
2019-03-11,1102
2019-03-12,1094
2019-03-13,1063
2019-03-14,1052
2019-03-15,1029
2019-03-16,1002
2019-03-17,965
2019-03-18,926
2019-03-19,913
2019-03-20,913
2019-03-21,897
2019-03-22,895
2019-03-23,923
2019-03-24,968
2019-03-25,1017
2019-03-26,1054
2019-03-27,1054
2019-03-28,1075
2019-03-29,1092
2019-03-30,1092
2019-03-31,1059
2019-04-01,1009
2019-04-02,1002
2019-04-03,990
2019-04-04,990
2019-04-05,977
2019-04-06,1006
2019-04-07,1053
2019-04-08,1073
2019-04-09,1090
