date_obj,Black%20wizard%20hat%20(g) price
2015-09-05,254068
2015-09-06,252819
2015-09-07,250463
2015-09-08,246528
2015-09-09,244383
2015-09-10,240024
2015-09-11,237490
2015-09-12,235641
2015-09-13,232430
2015-09-14,232430
2015-09-15,231847
2015-09-16,231847
2015-09-17,230306
2015-09-18,230306
2015-09-19,231369
2015-09-20,234315
2015-09-21,238977
2015-09-22,238803
2015-09-23,239659
2015-09-24,239659
2015-09-25,238897
2015-09-27,240196
2015-09-28,238260
2015-09-29,240371
2015-09-30,242863
2015-10-05,242425
2015-10-06,236912
2015-10-07,236912
2015-10-08,233845
2015-10-09,231124
2015-10-10,231124
2015-10-11,230987
2015-10-12,236433
2015-10-13,236433
2015-10-14,243628
2015-10-15,244524
2015-10-16,243424
2015-10-17,243424
2015-10-18,239408
2015-10-19,239776
2015-10-20,235559
2015-10-22,234128
2015-10-23,231709
2015-10-24,233516
2015-10-25,231691
2015-10-26,233484
2015-10-27,233664
2015-10-29,237843
2015-10-30,237843
2015-10-31,241978
2015-11-01,241978
2015-11-02,249982
2015-11-03,256712
2015-11-04,256712
2015-11-05,262809
2015-11-06,262809
2015-11-07,267626
2015-11-08,267626
2015-11-09,271074
2015-11-10,276094
2015-11-11,282810
2015-11-12,290400
2015-11-13,290400
2015-11-14,300552
2015-11-15,310617
2015-11-16,318383
2015-11-17,328460
2015-11-18,335141
2015-11-19,343830
2015-11-20,355277
2015-11-21,355277
2015-11-22,367375
2015-11-23,367375
2015-11-24,376068
2015-11-25,387945
2015-11-26,387945
2015-11-27,398398
2015-11-28,400968
2015-11-29,403707
2015-11-30,400368
2015-12-01,391437
2015-12-02,395284
2015-12-03,393230
2015-12-04,393230
2015-12-05,392629
2015-12-06,385001
2015-12-07,379642
2015-12-08,378397
2015-12-09,376069
2015-12-10,375287
2015-12-11,375445
2015-12-12,372753
2015-12-13,376867
2015-12-14,376867
2015-12-15,372787
2015-12-16,362878
2015-12-17,362878
2015-12-18,362363
2015-12-19,359696
2015-12-20,365575
2015-12-21,366615
2015-12-22,367573
2015-12-23,366705
2015-12-24,366705
2015-12-25,364802
2015-12-26,370696
2015-12-27,372474
2015-12-28,380886
2015-12-29,382868
2015-12-30,385596
2015-12-31,394269
2016-01-01,394269
2016-01-02,402943
2016-01-03,399280
2016-01-04,395712
2016-01-05,394106
2016-01-06,393785
2016-01-07,398708
2016-01-08,406081
2016-01-09,406081
2016-01-10,404074
2016-01-11,404586
2016-01-12,407782
2016-01-13,407782
2016-01-14,400743
2016-01-15,400372
2016-01-16,400325
2016-01-17,391056
2016-01-18,381186
2016-01-19,381599
2016-01-20,370894
2016-01-21,367694
2016-01-22,369734
2016-01-23,370601
2016-01-24,368981
2016-01-25,362871
2016-01-26,362366
2016-01-27,355778
2016-01-28,355778
2016-01-29,350542
2016-01-30,350542
2016-01-31,347300
2016-02-01,340922
2016-02-02,340554
2016-02-03,336640
2016-02-04,336325
2016-02-05,338023
2016-02-06,337686
2016-02-07,339371
2016-02-08,345760
2016-02-09,349253
2016-02-10,350171
2016-02-11,353369
2016-02-12,360404
2016-02-13,362009
2016-02-14,362009
2016-02-15,367737
2016-02-16,379922
2016-02-17,392419
2016-02-18,392419
2016-02-19,401850
2016-02-20,410640
2016-02-21,400545
2016-02-22,400545
2016-02-23,391899
2016-02-24,386231
2016-02-25,381327
2016-02-26,379302
2016-02-27,381435
2016-02-28,379158
2016-02-29,376539
2016-03-01,370496
2016-03-02,367774
2016-03-03,366097
2016-03-04,368737
2016-03-05,362691
2016-03-06,367172
2016-03-07,374130
2016-03-08,377219
2016-03-09,384143
2016-03-10,375987
2016-03-11,368300
2016-03-12,362012
2016-03-13,353712
2016-03-14,346424
2016-03-15,338813
2016-03-16,331347
2016-03-17,320940
2016-03-18,314520
2016-03-19,304763
2016-03-20,297085
2016-03-21,288235
2016-03-22,284983
2016-03-23,285330
2016-03-24,286321
2016-03-25,284533
2016-03-26,287111
2016-03-27,281170
2016-03-28,277947
2016-03-29,280830
2016-03-30,280830
2016-03-31,281811
2016-04-01,286270
2016-04-02,284903
2016-04-03,283235
2016-04-04,288948
2016-04-05,297177
2016-04-06,298411
2016-04-07,300601
2016-04-08,300563
2016-04-09,300501
2016-04-10,295696
2016-04-11,295696
2016-04-12,290330
2016-04-13,283702
2016-04-14,279028
2016-04-15,275773
2016-04-16,283170
2016-04-17,279490
2016-04-18,279485
2016-04-19,280687
2016-04-20,282989
2016-04-21,278535
2016-04-22,278535
2016-04-23,274007
2016-04-24,268704
2016-04-25,268221
2016-04-26,265367
2016-04-27,262017
2016-04-28,259282
2016-04-29,260050
2016-04-30,261804
2016-05-01,257142
2016-05-02,258041
2016-05-03,264467
2016-05-04,268391
2016-05-05,266354
2016-05-06,266354
2016-05-07,263163
2016-05-08,258514
2016-05-09,253654
2016-05-10,247665
2016-05-11,242779
2016-05-12,239072
2016-05-13,236101
2016-05-14,233517
2016-05-15,235374
2016-05-16,236910
2016-05-17,239246
2016-05-18,238364
2016-05-19,240038
2016-05-22,244245
2016-05-23,246270
2016-05-24,250692
2016-05-25,256067
2016-05-26,258593
2016-05-27,262394
2016-05-28,262394
2016-05-29,265640
2016-05-30,265640
2016-05-31,270952
2016-06-01,273101
2016-06-02,273735
2016-06-03,279614
2016-06-04,279987
2016-06-05,281028
2016-06-06,284045
2016-06-07,284045
2016-06-08,287893
2016-06-09,291725
2016-06-10,293331
2016-06-11,290443
2016-06-12,290709
2016-06-13,297106
2016-06-14,305016
2016-06-15,311790
2016-06-16,314942
2016-06-17,323861
2016-06-18,319631
2016-06-19,315369
2016-06-20,312374
2016-06-21,315410
2016-06-22,313626
2016-06-23,316133
2016-06-24,317536
2016-06-25,322058
2016-06-26,325510
2016-06-27,328087
2016-06-28,324535
2016-06-29,320658
2016-06-30,313840
2016-07-01,314255
2016-07-02,312041
2016-07-03,306314
2016-07-04,301837
2016-07-05,305407
2016-07-06,298790
2016-07-07,284621
2016-07-08,270795
2016-07-09,257566
2016-07-10,245687
2016-07-11,235080
2016-07-12,223454
2016-07-13,212281
2016-07-14,201666
2016-07-15,191582
2016-07-16,182040
2016-07-17,173216
2016-07-18,165224
2016-07-23,155244
2016-07-24,155922
2016-07-25,157606
2016-07-26,158842
2016-07-27,159824
2016-07-28,157696
2016-07-29,159833
2016-07-30,163613
2016-07-31,164664
2016-08-01,163725
2016-08-02,163989
2016-08-03,165326
2016-08-04,166171
2016-08-05,166951
2016-08-06,165262
2016-08-07,162095
2016-08-08,162879
2016-08-09,164506
2016-08-10,162940
2016-08-11,163659
2016-08-12,165079
2016-08-13,163663
2016-08-14,164571
2016-08-15,164880
2016-08-16,166544
2016-08-17,164945
2016-08-18,167820
2016-08-19,168541
2016-08-20,169012
2016-08-21,169008
2016-08-22,169334
2016-08-23,169291
2016-08-24,169457
2016-08-25,168341
2016-08-26,168341
2016-08-28,166275
2016-08-31,159323
2016-09-01,160326
2016-09-02,160326
2016-09-03,161263
2016-09-04,160982
2016-09-05,161892
2016-09-06,164581
2016-09-07,168997
2016-09-08,172988
2016-09-09,175411
2016-09-10,172090
2016-09-11,172090
2016-09-12,172501
2016-09-13,177860
2016-09-14,181234
2016-09-15,184689
2016-09-16,185466
2016-09-17,184355
2016-09-18,185839
2016-09-19,187522
2016-09-20,187522
2016-09-21,190002
2016-09-22,195061
2016-09-23,196033
2016-09-24,196033
2016-09-25,199137
2016-09-26,199137
2016-09-27,200604
2016-09-28,198104
2016-09-29,198104
2016-09-30,200319
2016-10-01,197133
2016-10-02,199715
2016-10-03,199840
2016-10-04,199841
2016-10-05,199246
2016-10-06,201602
2016-10-07,198483
2016-10-08,200147
2016-10-09,203453
2016-10-10,207419
2016-10-11,208759
2016-10-12,212920
2016-10-13,216377
2016-10-14,218159
2016-10-15,217826
2016-10-16,220684
2016-10-17,219596
2016-10-18,218165
2016-10-19,220434
2016-10-20,219661
2016-10-21,217347
2016-10-22,217347
2016-10-23,219001
2016-10-24,214411
2016-10-25,214411
2016-10-26,211135
2016-10-27,210794
2016-10-28,209901
2016-10-29,207653
2016-10-30,206664
2016-10-31,207501
2016-11-01,207501
2016-11-02,208946
2016-11-03,209096
2016-11-04,209640
2016-11-05,209640
2016-11-06,211241
2016-11-07,208599
2016-11-08,205293
2016-11-09,204904
2016-11-10,194854
2016-11-11,197012
2016-11-12,199239
2016-11-13,198925
2016-11-14,197516
2016-11-15,198484
2016-12-07,304596
2016-12-08,314241
2016-12-09,315424
2016-12-10,320674
2016-12-11,324209
2016-12-12,327473
2016-12-13,331497
2016-12-14,333990
2016-12-15,333990
2016-12-16,331046
2016-12-17,322616
2016-12-18,324280
2016-12-19,319372
2016-12-20,313574
2016-12-21,307490
2016-12-22,307490
2016-12-23,306248
2016-12-24,309734
2016-12-25,310505
2016-12-26,310505
2016-12-27,312319
2016-12-28,315148
2016-12-29,311611
2016-12-30,311222
2016-12-31,311285
2017-01-01,311497
2017-01-02,308919
2017-01-03,303670
2017-01-04,298241
2017-01-05,294047
2017-01-06,290169
2017-01-07,287682
2017-01-08,276664
2017-01-09,267200
2017-01-10,262687
2017-01-11,258531
2017-01-12,253807
2017-01-13,253512
2017-01-14,252776
2017-01-15,255813
2017-01-16,251944
2017-01-17,246421
2017-01-18,244614
2017-01-19,243962
2017-01-20,239439
2017-01-21,245959
2017-01-22,249483
2017-01-23,249568
2017-01-27,244814
2017-01-28,245103
2017-01-29,245315
2017-01-30,244873
2017-01-31,240652
2017-02-01,241090
2017-02-02,238293
2017-02-03,241294
2017-02-04,244406
2017-02-05,244517
2017-02-06,245941
2017-02-07,241730
2017-02-08,241281
2017-02-09,241281
2017-02-10,241471
2017-02-11,239372
2017-02-12,237729
2017-02-13,236587
2017-02-14,235076
2017-02-15,232795
2017-02-16,233737
2017-02-18,230565
2017-02-19,228522
2017-02-20,224878
2017-02-21,228162
2017-02-22,228506
2017-02-23,223719
2017-02-24,220221
2017-02-25,217679
2017-02-26,220674
2017-02-27,215952
2017-02-28,215635
2017-03-01,214292
2017-03-02,214476
2017-03-03,215461
2017-03-04,215573
2017-03-05,212134
2017-03-06,209345
2017-03-07,206682
2017-03-08,202300
2017-03-09,199315
2017-03-10,200418
2017-03-11,199360
2017-03-12,197021
2017-03-13,195474
2017-03-14,193874
2017-03-15,197149
2017-03-16,197699
2017-03-17,198699
2017-03-18,194981
2017-03-19,193600
2017-03-20,193932
2017-03-21,197224
2017-03-22,199526
2017-03-23,198988
2017-03-24,201479
2017-03-25,206309
2017-03-26,206826
2017-03-27,206260
2017-03-28,208403
2017-03-29,209379
2017-03-30,202941
2017-03-31,205012
2017-04-01,206208
2017-04-02,204761
2017-04-03,202965
2017-04-04,203992
2017-04-12,216090
2017-04-13,218241
2017-04-14,221607
2017-04-15,222870
2017-04-16,220522
2017-04-17,216180
2017-04-18,214913
2017-04-19,214415
2017-04-20,216390
2017-04-21,211095
2017-04-22,211157
2017-04-23,209868
2017-04-24,210413
2017-04-25,208344
2017-04-26,208344
2017-04-27,206275
2017-04-28,207803
2017-04-29,212081
2017-04-30,216856
2017-05-01,216561
2017-05-02,219660
2017-05-03,223407
2017-05-04,228820
2017-05-05,233270
2017-05-06,235571
2017-05-07,230224
2017-05-08,227960
2017-05-09,222879
2017-05-10,223749
2017-05-11,222264
2017-05-12,218372
2017-05-13,216323
2017-05-14,214221
2017-05-15,214880
2017-05-16,215145
2017-05-17,213551
2017-05-18,213183
2017-05-19,213183
2017-05-20,210159
2017-05-21,210159
2017-05-22,209558
2017-05-23,208249
2017-05-24,209299
2017-05-25,207259
2017-05-26,207610
2017-05-27,207595
2017-05-28,207451
2017-05-29,202728
2017-05-30,202331
2017-05-31,200579
2017-06-01,202726
2017-06-02,200832
2017-06-03,201082
2017-06-04,198970
2017-06-05,197840
2017-06-06,198912
2017-06-07,197107
2017-06-08,197907
2017-06-09,196233
2017-06-10,192478
2017-06-11,188460
2017-06-12,185405
2017-06-13,184895
2017-06-14,182779
2017-06-15,177611
2017-06-16,174056
2017-06-17,171973
2017-06-18,168056
2017-06-19,168056
2017-06-20,167784
2017-06-21,167622
2017-06-22,169572
2017-06-23,170749
2017-06-24,170817
2017-06-25,175040
2017-06-26,173962
2017-06-27,177323
2017-06-28,180982
2017-06-29,184176
2017-06-30,185595
2017-07-01,185595
2017-07-02,186522
2017-07-03,187781
2017-07-04,190375
2017-07-05,190375
2017-07-06,192616
2017-07-07,199026
2017-07-08,206127
2017-07-13,221994
2017-07-14,219854
2017-07-15,219854
2017-07-16,217992
2017-07-17,220835
2017-07-18,227092
2017-07-19,228354
2017-07-20,230282
2017-07-21,227245
2017-07-22,225516
2017-07-23,224661
2017-07-24,220173
2017-07-25,220470
2017-07-26,216977
2017-07-27,216657
2017-07-28,215412
2017-07-29,220288
2017-07-30,221074
2017-07-31,221074
2017-08-01,217231
2017-08-02,216572
2017-08-03,216656
2017-08-04,214870
2017-08-05,212887
2017-08-06,211378
2017-08-07,210137
2017-08-08,208093
2017-08-09,210433
2017-08-10,211074
2017-08-11,213130
2017-08-12,212531
2017-08-13,211265
2017-08-14,213138
2017-08-15,218424
2017-08-16,229346
2017-08-17,237320
2017-08-18,237320
2017-08-19,241951
2017-08-20,246164
2017-08-21,249578
2017-08-22,249867
2017-08-23,250820
2017-08-24,248496
2017-08-25,243781
2017-08-26,243211
2017-08-27,241302
2017-08-28,236567
2017-08-29,239309
2017-08-30,234109
2017-08-31,234209
2017-09-01,234145
2017-09-02,231837
2017-09-03,231837
2017-09-04,232819
2017-09-05,234678
2017-09-06,235061
2017-09-07,234537
2017-09-08,235393
2017-09-09,239660
2017-09-10,242337
2017-09-11,246216
2017-09-12,241735
2017-09-13,241434
2017-09-14,242628
2017-09-15,242628
2017-09-16,242615
2017-09-17,238273
2017-09-18,236510
2017-09-19,236262
2017-09-20,233441
2017-09-22,231176
2017-09-23,229793
2017-09-24,236692
2017-09-25,238089
2017-09-26,237358
2017-09-27,233360
2017-09-28,236853
2017-09-29,243437
2017-09-30,248371
2017-10-01,250073
2017-10-02,247314
2017-10-03,244133
2017-10-04,244133
2017-10-05,245323
2017-10-06,249773
2017-10-07,252045
2017-10-08,254741
2017-10-09,256118
2017-10-10,255740
2017-10-11,255740
2017-10-12,259940
2017-10-13,257653
2017-10-14,253046
2017-10-15,250244
2017-10-16,251077
2017-10-17,251077
2017-10-18,250792
2017-10-19,250054
2017-10-20,251610
2017-10-21,254488
2017-10-22,256382
2017-10-23,260084
2017-10-24,262344
2017-10-25,266028
2017-10-26,265794
2017-10-27,262637
2017-10-28,262637
2017-10-29,262437
2017-10-30,263190
2017-10-31,261323
2017-11-01,261323
2017-11-02,257831
2017-11-03,254091
2017-11-04,251542
2017-11-05,255330
2017-11-06,254392
2017-11-07,252702
2017-11-08,249916
2017-11-09,244372
2017-11-10,244495
2017-11-11,242634
2017-11-12,241464
2017-11-13,242328
2017-11-14,238512
2017-11-15,234737
2017-11-16,236456
2017-11-17,236535
2017-11-18,232330
2017-11-19,234835
2017-11-20,235274
2017-11-21,230004
2017-11-22,228954
2017-11-23,229887
2017-11-24,227440
2017-11-25,227349
2017-11-26,224681
2017-11-27,224681
2017-11-28,223868
2017-11-29,222181
2017-11-30,223625
2017-12-01,229072
2017-12-02,232853
2017-12-03,240400
2017-12-04,244186
2017-12-05,251043
2017-12-06,260226
2017-12-07,267303
2017-12-08,272079
2017-12-09,280388
2017-12-10,293186
2017-12-11,306503
2017-12-12,318342
2017-12-13,316991
2017-12-14,317544
2017-12-15,317717
2017-12-16,317181
2017-12-17,310944
2017-12-18,310973
2017-12-19,311922
2017-12-20,309092
2017-12-21,309270
2017-12-22,311446
2017-12-23,306908
2017-12-24,307741
2017-12-25,305862
2017-12-26,303528
2017-12-27,304364
2017-12-28,303090
2017-12-29,304951
2017-12-30,304530
2017-12-31,304711
2018-01-01,302133
2018-01-02,302875
2018-01-03,297793
2018-01-04,287616
2018-01-05,280944
2018-01-06,274913
2018-01-07,269647
2018-01-08,266193
2018-01-09,262017
2018-01-10,259776
2018-01-11,262355
2018-01-12,264945
2018-01-13,266930
2018-01-14,266824
2018-01-15,263873
2018-01-16,259650
2018-01-17,252288
2018-01-18,250614
2018-01-19,250614
2018-01-20,248805
2018-01-21,243228
2018-01-22,244262
2018-01-23,242851
2018-01-24,247014
2018-01-25,248753
2018-01-26,248853
2018-01-27,249400
2018-01-28,250885
2018-01-29,253964
2018-01-30,257057
2018-01-31,258076
2018-02-01,259873
2018-02-02,258031
2018-02-03,256871
2018-02-04,255551
2018-02-05,255887
2018-02-06,255985
2018-02-07,256632
2018-02-08,256632
2018-02-09,256474
2018-02-10,256103
2018-02-11,252174
2018-02-12,252297
2018-02-13,248564
2018-02-14,252459
2018-02-15,258479
2018-02-16,260928
2018-02-17,265865
2018-02-18,270375
2018-02-19,272426
2018-02-20,275264
2018-02-21,280576
2018-02-22,278591
2018-02-23,279435
2018-02-24,278082
2018-02-25,279212
2018-02-26,279332
2018-02-27,277143
2018-02-28,277143
2018-03-01,271232
2018-03-02,267781
2018-03-03,271038
2018-03-04,271038
2018-03-05,270898
2018-03-06,269659
2018-03-07,266792
2018-03-08,263773
2018-03-09,261378
2018-03-10,261774
2018-03-11,261752
2018-03-12,260976
2018-03-13,259103
2018-03-14,258080
2018-03-15,260522
2018-03-16,257389
2018-03-17,257265
2018-03-18,256193
2018-03-20,257322
2018-03-21,255880
2018-03-22,253957
2018-03-23,254882
2018-03-24,255082
2018-03-25,255006
2018-03-26,258614
2018-03-27,260323
2018-03-28,262630
2018-03-29,263765
2018-03-30,264060
2018-03-31,266251
2018-04-01,266167
2018-04-02,266375
2018-04-03,266662
2018-04-04,268707
2018-04-05,268707
2018-04-06,271257
2018-04-07,275211
2018-04-08,276467
2018-04-09,274426
2018-04-10,270770
2018-04-11,269591
2018-04-12,271416
2018-04-13,271416
2018-04-14,271991
2018-04-15,274133
2018-04-16,274133
2018-04-17,274883
2018-04-18,271257
2018-04-19,269896
2018-04-20,268609
2018-04-21,266881
2018-04-22,264779
2018-04-23,262929
2018-04-24,264545
2018-04-25,264026
2018-04-26,264026
2018-04-27,262281
2018-04-28,264191
2018-04-29,262688
2018-04-30,266945
2018-05-01,263976
2018-05-02,265890
2018-05-03,266351
2018-05-04,273802
2018-05-05,280810
2018-05-06,280810
2018-05-07,286176
2018-05-08,296037
2018-05-09,307866
2018-05-10,313090
2018-05-11,319570
2018-05-12,321452
2018-05-13,321452
2018-05-14,323791
2018-05-15,330522
2018-05-16,336419
2018-05-17,335597
2018-05-18,334263
2018-05-19,330011
2018-05-20,324983
2018-05-21,325198
2018-05-22,325198
2018-05-23,331501
2018-05-24,340390
2018-05-25,338239
2018-05-26,343488
2018-05-27,343488
2018-05-28,348024
2018-05-29,349952
2018-05-30,353626
2018-05-31,361145
2018-06-01,369835
2018-06-02,379248
2018-06-03,378092
2018-06-04,366639
2018-06-05,363504
2018-06-06,361138
2018-06-07,361138
2018-06-08,363723
2018-06-09,363723
2018-06-10,360875
2018-06-11,355029
2018-06-12,350305
2018-06-13,342274
2018-06-14,333075
2018-06-15,331918
2018-06-16,328598
2018-06-17,324128
2018-06-18,317144
2018-06-19,307502
2018-06-20,307502
2018-06-21,299416
2018-06-22,295402
2018-06-23,295402
2018-06-24,293794
2018-06-25,287961
2018-06-26,286808
2018-06-27,287215
2018-06-28,280809
2018-06-29,275961
2018-06-30,275603
2018-07-01,270205
2018-07-02,270205
2018-07-03,267416
2018-07-04,266903
2018-07-05,266815
2018-07-06,264442
2018-07-07,261559
2018-07-08,255903
2018-07-09,255248
2018-07-10,255371
2018-07-11,258853
2018-07-12,263237
2018-07-13,266314
2018-07-14,267219
2018-07-15,268366
2018-07-16,268147
2018-07-17,271959
2018-07-18,276166
2018-07-19,282043
2018-07-20,285996
2018-07-21,288993
2018-07-22,293467
2018-07-23,297748
2018-07-24,298504
2018-07-25,299696
2018-07-26,302521
2018-07-27,299002
2018-07-28,302923
2018-07-29,305692
2018-07-30,305784
2018-07-31,304355
2018-08-01,304355
2018-08-02,303410
2018-08-03,303082
2018-08-04,301059
2018-08-05,302001
2018-08-06,301434
2018-08-07,296978
2018-08-08,296866
2018-08-09,296866
2018-08-10,299916
2018-08-11,299734
2018-08-12,297940
2018-08-14,290718
2018-08-16,290455
2018-08-17,288002
2018-08-18,286307
2018-08-19,296124
2018-08-20,305398
2018-08-21,317248
2018-08-22,331661
2018-08-23,346414
2018-08-24,363376
2018-08-25,380730
2018-08-26,394252
2018-08-27,411414
2018-08-28,431925
2018-08-29,452157
2018-08-30,466324
2018-08-31,488112
2018-09-01,479659
2018-09-02,471610
2018-09-03,461665
2018-09-04,454986
2018-09-05,446927
2018-09-06,446927
2018-09-07,443458
2018-09-08,436762
2018-09-09,434985
2018-09-10,422246
2018-09-11,415178
2018-09-12,410406
2018-09-13,396941
2018-09-14,391760
2018-09-15,398596
2018-09-16,407999
2018-09-17,415613
2018-09-18,419082
2018-09-19,429385
2018-09-20,430077
2018-09-21,419583
2018-09-22,402233
2018-09-23,389568
2018-09-24,372394
2018-09-25,359152
2018-09-26,349361
2018-09-27,341260
2018-09-28,331275
2018-09-29,322022
2018-09-30,318239
2018-10-01,317364
2018-10-02,312087
2018-10-03,311916
2018-10-04,307857
2018-10-05,308674
2018-10-06,304368
2018-10-07,309883
2018-10-08,314000
2018-10-09,318573
2018-10-10,321046
2018-10-11,326945
2018-10-12,327019
2018-10-13,325315
2018-10-14,333724
2018-10-15,339304
2018-10-16,343108
2018-10-17,351303
2018-10-18,360847
2018-10-19,367710
2018-10-20,371670
2018-10-21,382069
2018-10-22,388205
2018-10-23,400626
2018-10-24,406387
2018-10-25,405182
2018-10-26,408082
2018-10-27,410621
2018-10-28,412180
2018-10-29,409271
2018-10-30,409568
2018-10-31,418534
2018-11-01,435419
2018-11-03,477964
2018-11-04,501863
2018-11-05,526957
2018-11-06,553305
2018-11-07,580971
2018-11-08,609765
2018-11-09,639955
2018-11-10,671191
2018-11-11,704751
2018-11-12,739989
2018-11-13,776989
2018-11-15,856631
2018-11-16,899463
2018-11-17,944211
2018-11-18,985146
2018-11-19,1005206
2018-11-20,1010841
2018-11-21,1000409
2018-11-22,987574
2018-11-23,956834
2018-11-24,925165
2018-11-25,903474
2018-11-26,887732
2018-11-27,869695
2018-11-28,846977
2018-11-29,832449
2018-12-01,799133
2018-12-02,821512
2018-12-03,829448
2018-12-04,823907
2018-12-05,813976
2018-12-07,795007
2018-12-09,776452
2018-12-10,748814
2018-12-11,734825
2018-12-12,718391
2018-12-13,697275
2018-12-14,685087
2018-12-15,671976
2018-12-16,653721
2018-12-17,651353
2018-12-18,640769
2018-12-19,633990
2018-12-20,635257
2018-12-21,651675
2018-12-22,659950
2018-12-23,666183
2018-12-24,661179
2018-12-25,663180
2018-12-26,663031
2018-12-27,668893
2018-12-28,668452
2018-12-29,661791
2018-12-30,665714
2018-12-31,668604
2019-01-01,672685
2019-01-02,675303
2019-01-03,670902
2019-01-04,662267
2019-01-05,661061
2019-01-06,659512
2019-01-08,656704
2019-01-10,658333
2019-01-11,650994
2019-01-12,639918
2019-01-13,622554
2019-01-14,601289
2019-01-15,580801
2019-01-16,563750
2019-01-17,551473
2019-01-18,542398
2019-01-19,532100
2019-01-20,521353
2019-01-21,511947
2019-01-22,501049
2019-01-23,492798
2019-01-24,483941
2019-01-25,467633
2019-01-26,457717
2019-01-27,444161
2019-01-28,432452
2019-01-29,422906
2019-01-30,417896
2019-01-31,413074
2019-02-01,406888
2019-02-02,406642
2019-02-03,410109
2019-02-04,416889
2019-02-05,420239
2019-02-06,417956
2019-02-07,419119
2019-02-08,421383
2019-02-09,422023
2019-02-10,426919
2019-02-11,435787
2019-02-12,444690
2019-02-13,447058
2019-02-14,442511
2019-02-15,445617
2019-02-16,439808
2019-02-17,445255
2019-02-18,442606
2019-02-19,438027
2019-02-20,433544
2019-02-21,427802
2019-02-22,427512
2019-02-23,423862
2019-02-24,417874
2019-02-25,414716
2019-02-26,416318
2019-02-27,410328
2019-02-28,411878
2019-03-01,409558
2019-03-02,408993
2019-03-03,408720
2019-03-04,408410
2019-03-05,409549
2019-03-06,405713
2019-03-07,402757
2019-03-08,406545
2019-03-09,407214
2019-03-10,412203
2019-03-11,409677
2019-03-12,408501
2019-03-13,405966
2019-03-14,405917
2019-03-15,403283
2019-03-16,399116
2019-03-17,395666
2019-03-18,397751
2019-03-19,396994
2019-03-20,397874
2019-03-21,397154
2019-03-22,396963
