date_obj,Zul-andra%20teleport price
2015-10-19,115
2015-10-20,121
2015-10-22,135
2015-10-23,142
2015-10-24,150
2015-10-25,158
2015-10-26,166
2015-10-27,175
2015-10-29,194
2015-10-30,204
2015-10-31,215
2015-11-01,226
2015-11-02,238
2015-11-03,250
2015-11-05,277
2015-11-06,291
2015-11-07,306
2015-11-08,322
2015-11-09,339
2015-11-10,356
2015-11-11,374
2015-11-12,393
2015-11-13,413
2015-11-14,434
2015-11-15,456
2015-11-16,479
2015-11-17,503
2015-11-18,529
2015-11-19,556
2015-11-20,584
2015-11-21,614
2015-11-22,645
2015-11-23,678
2015-11-24,712
2015-11-25,748
2015-11-26,786
2015-11-27,826
2015-11-28,868
2015-11-29,912
2015-11-30,958
2015-12-01,1006
2015-12-02,1057
2015-12-03,1110
2015-12-04,1166
2015-12-05,1225
2015-12-06,1287
2015-12-07,1352
2015-12-08,1420
2015-12-09,1491
2015-12-10,1566
2015-12-11,1645
2015-12-13,1815
2015-12-14,1906
2015-12-15,2002
2015-12-16,2103
2015-12-17,2209
2015-12-18,2320
2015-12-19,2436
2015-12-20,2558
2015-12-21,2686
2015-12-22,2821
2015-12-23,2963
2015-12-24,3112
2015-12-25,3268
2015-12-26,3432
2015-12-27,3603
2015-12-28,3784
2015-12-29,3974
2015-12-30,4173
2015-12-31,4382
2016-01-01,4602
2016-01-02,4833
2016-01-03,5075
2016-01-04,5328
2016-01-05,5593
2016-01-06,5871
2016-01-07,6165
2016-01-08,6474
2016-01-09,6689
2016-01-10,6816
2016-01-11,6967
2016-01-12,6887
2016-01-13,6631
2016-01-14,6540
2016-01-15,6794
2016-01-16,6908
2016-01-17,6994
2016-01-18,7298
2016-01-19,7663
2016-01-20,8046
2016-01-21,8449
2016-01-22,8871
2016-01-23,9315
2016-01-24,9777
2016-01-25,10260
2016-01-26,10773
2016-01-27,11312
2016-01-28,11878
2016-01-29,12470
2016-01-30,13049
2016-01-31,13634
2016-02-01,14316
2016-02-02,14822
2016-02-03,15367
2016-02-04,16135
2016-02-05,16460
2016-02-06,15968
2016-02-07,15169
2016-02-08,14432
2016-02-09,13731
2016-02-10,13214
2016-02-11,13143
2016-02-12,13212
2016-02-13,13707
2016-02-14,14275
2016-02-15,14496
2016-02-16,14830
2016-02-17,15420
2016-02-18,15747
2016-02-19,15358
2016-02-20,14620
2016-02-21,14674
2016-02-22,14468
2016-02-23,14220
2016-02-24,13753
2016-02-25,13291
2016-02-26,13372
2016-02-27,13525
2016-02-28,13778
2016-02-29,14320
2016-03-01,14643
2016-03-02,13988
2016-03-03,13921
2016-03-04,13862
2016-03-05,13902
2016-03-06,13868
2016-03-07,14069
2016-03-08,14378
2016-03-09,14403
2016-03-10,14618
2016-03-11,14719
2016-03-12,14901
2016-03-13,14959
2016-03-14,14829
2016-03-15,14879
2016-03-16,14917
2016-03-17,14965
2016-03-18,14850
2016-03-19,14905
2016-03-20,14959
2016-03-21,14925
2016-03-22,15120
2016-03-23,15535
2016-03-24,15832
2016-03-25,16274
2016-03-26,16848
2016-03-27,17608
2016-03-28,18476
2016-03-29,19398
2016-03-30,19946
2016-03-31,20306
2016-04-01,21313
2016-04-02,22374
2016-04-03,23464
2016-04-04,24638
2016-04-05,25869
2016-04-06,27006
2016-04-07,26411
2016-04-08,25658
2016-04-09,24553
2016-04-10,24442
2016-04-11,24785
2016-04-12,25021
2016-04-13,26268
2016-04-14,27447
2016-04-15,26870
2016-04-16,26297
2016-04-17,27077
2016-04-18,26979
2016-04-19,27661
2016-04-20,27889
2016-04-21,28377
2016-04-22,28848
2016-04-23,28741
2016-04-24,28428
2016-04-25,28266
2016-04-26,28707
2016-04-27,28836
2016-04-28,29037
2016-04-29,29884
2016-04-30,29766
2016-05-01,29552
2016-05-02,29316
2016-05-03,29476
2016-05-04,29424
2016-05-05,29080
2016-05-06,28867
2016-05-07,28964
2016-05-08,28856
2016-05-09,28653
2016-05-10,28615
2016-05-11,28533
2016-05-12,28753
2016-05-13,28781
2016-05-14,28748
2016-05-15,28636
2016-05-16,28977
2016-05-17,29399
2016-05-18,29772
2016-05-19,29076
2016-05-22,29437
2016-05-23,29376
2016-05-24,29382
2016-05-25,29521
2016-05-26,29877
2016-05-27,29819
2016-05-28,29862
2016-05-29,30582
2016-05-30,31720
2016-05-31,32397
2016-06-01,33985
2016-06-02,35159
2016-06-03,36917
2016-06-04,38763
2016-06-05,38980
2016-06-06,37541
2016-06-07,37578
2016-06-08,37805
2016-06-09,36749
2016-06-10,36575
2016-06-11,36793
2016-06-12,36385
2016-06-13,36975
2016-06-14,38402
2016-06-15,38527
2016-06-16,37622
2016-06-17,38565
2016-06-18,38548
2016-06-19,38648
2016-06-20,38590
2016-06-21,38650
2016-06-22,40057
2016-06-23,41981
2016-06-24,44072
2016-06-25,43877
2016-06-26,41954
2016-06-27,41149
2016-06-28,41121
2016-06-29,41249
2016-06-30,39362
2016-07-01,39687
2016-07-02,39728
2016-07-03,40354
2016-07-04,40470
2016-07-05,39736
2016-07-06,39955
2016-07-07,39143
2016-07-08,39012
2016-07-09,39701
2016-07-10,39811
2016-07-11,39744
2016-07-12,39986
2016-07-13,40075
2016-07-14,39891
2016-07-15,39901
2016-07-16,39813
2016-07-17,40059
2016-07-18,40727
2016-07-24,40600
2016-07-25,41489
2016-07-26,42096
2016-07-27,42734
2016-07-28,43468
2016-07-29,44187
2016-07-30,44149
2016-07-31,43729
2016-08-01,43961
2016-08-02,44205
2016-08-03,44838
2016-08-04,44844
2016-08-05,44860
2016-08-06,44761
2016-08-07,44604
2016-08-08,44630
2016-08-09,44656
2016-08-10,44687
2016-08-11,44749
2016-08-12,44782
2016-08-13,44642
2016-08-14,44614
2016-08-15,44494
2016-08-16,44538
2016-08-17,44439
2016-08-18,44336
2016-08-19,43997
2016-08-20,44491
2016-08-21,44381
2016-08-22,44454
2016-08-23,44168
2016-08-24,43403
2016-08-25,41819
2016-08-26,41236
2016-08-28,38775
2016-08-31,38988
2016-09-01,38265
2016-09-02,39448
2016-09-03,40174
2016-09-04,39538
2016-09-05,39270
2016-09-06,39618
2016-09-07,40600
2016-09-08,40880
2016-09-09,40352
2016-09-10,40574
2016-09-11,40738
2016-09-12,42110
2016-09-13,43267
2016-09-14,42697
2016-09-15,41258
2016-09-16,41917
2016-09-17,42864
2016-09-18,43336
2016-09-19,43615
2016-09-20,43329
2016-09-21,43122
2016-09-22,42988
2016-09-23,42796
2016-09-24,42585
2016-09-25,42724
2016-09-26,42348
2016-09-27,42341
2016-09-28,43310
2016-09-29,43722
2016-09-30,44274
2016-10-01,44929
2016-10-02,44494
2016-10-03,44712
2016-10-04,44569
2016-10-05,44746
2016-10-06,45635
2016-10-07,47539
2016-10-08,49717
2016-10-09,49673
2016-10-10,49306
2016-10-11,49626
2016-10-12,49826
2016-10-13,49994
2016-10-14,50582
2016-10-15,51789
2016-10-16,53615
2016-10-17,55495
2016-10-18,55114
2016-10-19,55853
2016-10-20,56032
2016-10-21,53729
2016-10-22,53333
2016-10-23,51399
2016-10-24,49756
2016-10-25,49306
2016-10-26,48646
2016-10-27,48052
2016-10-28,47851
2016-10-29,46218
2016-10-30,44546
2016-10-31,46608
2016-11-01,47731
2016-11-02,46539
2016-11-03,45135
2016-11-04,43952
2016-11-05,43748
2016-11-06,43938
2016-11-07,43869
2016-11-08,43575
2016-11-09,43421
2016-11-10,43568
2016-11-11,43523
2016-11-12,43240
2016-11-13,42471
2016-11-14,42439
2016-12-08,39673
2016-12-09,40431
2016-12-10,40039
2016-12-11,39501
2016-12-12,39396
2016-12-13,39529
2016-12-14,39931
2016-12-15,41422
2016-12-16,41694
2016-12-17,40049
2016-12-18,40468
2016-12-19,39550
2016-12-20,39304
2016-12-21,39546
2016-12-22,39502
2016-12-23,39993
2016-12-24,39905
2016-12-25,40110
2016-12-26,39798
2016-12-27,40071
2016-12-28,40201
2016-12-29,40073
2016-12-30,40522
2016-12-31,40468
2017-01-01,40172
2017-01-02,41334
2017-01-03,41136
2017-01-04,40717
2017-01-05,38684
2017-01-06,38011
2017-01-07,37941
2017-01-08,39549
2017-01-09,41212
2017-01-10,42080
2017-01-11,41276
2017-01-12,40876
2017-01-13,40493
2017-01-14,40472
2017-01-15,40347
2017-01-16,40000
2017-01-17,39789
2017-01-18,40019
2017-01-19,40031
2017-01-20,40021
2017-01-21,40203
2017-01-22,39905
2017-01-27,39090
2017-01-28,39077
2017-01-29,38778
2017-01-30,38545
2017-01-31,37966
2017-02-01,37051
2017-02-02,37383
2017-02-03,37947
2017-02-04,37546
2017-02-05,37740
2017-02-06,38098
2017-02-07,38459
2017-02-08,38747
2017-02-09,39748
2017-02-10,41178
2017-02-11,41797
2017-02-12,41748
2017-02-13,43634
2017-02-14,45593
2017-02-15,47177
2017-02-16,45603
2017-02-18,42867
2017-02-19,42160
2017-02-20,43217
2017-02-21,44181
2017-02-22,43163
2017-02-23,42881
2017-02-24,42359
2017-02-25,42246
2017-02-26,41999
2017-02-27,41410
2017-02-28,40948
2017-03-01,41111
2017-03-02,40322
2017-03-03,40467
2017-03-04,40250
2017-03-05,39993
2017-03-06,40914
2017-03-07,42046
2017-03-08,44012
2017-03-09,42711
2017-03-10,42092
2017-03-11,42382
2017-03-12,43565
2017-03-13,43015
2017-03-14,42760
2017-03-15,43062
2017-03-16,44572
2017-03-17,45849
2017-03-18,43979
2017-03-19,42671
2017-03-20,42838
2017-03-21,43916
2017-03-22,43516
2017-03-23,43079
2017-03-24,43163
2017-03-25,43112
2017-03-26,43385
2017-03-27,43328
2017-03-28,44053
2017-03-29,43323
2017-03-30,42915
2017-03-31,42782
2017-04-01,42690
2017-04-03,43096
2017-04-04,42944
2017-04-12,42898
2017-04-13,42364
2017-04-14,42519
2017-04-15,42977
2017-04-16,43002
2017-04-17,43180
2017-04-18,43463
2017-04-19,43123
2017-04-20,43184
2017-04-21,43069
2017-04-22,42726
2017-04-23,42128
2017-04-24,42295
2017-04-25,42292
2017-04-26,41617
2017-04-27,41354
2017-04-28,41174
2017-04-29,40724
2017-04-30,39790
2017-05-01,40147
2017-05-02,40191
2017-05-03,39798
2017-05-04,39651
2017-05-05,39582
2017-05-06,39506
2017-05-07,39432
2017-05-08,39064
2017-05-09,38487
2017-05-10,38718
2017-05-11,38426
2017-05-12,38688
2017-05-13,38624
2017-05-14,38525
2017-05-15,38385
2017-05-16,38071
2017-05-17,37668
2017-05-18,36598
2017-05-19,36254
2017-05-20,36484
2017-05-21,36238
2017-05-22,36416
2017-05-23,37028
2017-05-24,37354
2017-05-25,35486
2017-05-26,33711
2017-05-27,32025
2017-05-28,31638
2017-05-29,32427
2017-05-30,30805
2017-05-31,29264
2017-06-01,27800
2017-06-02,26410
2017-06-03,25089
2017-06-06,21644
2017-06-07,20596
2017-06-08,20148
2017-06-09,20159
2017-06-10,19297
2017-06-11,18656
2017-06-12,19115
2017-06-13,19460
2017-06-14,18641
2017-06-15,17708
2017-06-16,16822
2017-06-17,15980
2017-06-18,15181
2017-06-19,14421
2017-06-20,13699
2017-06-21,13014
2017-06-22,12363
2017-06-23,11744
2017-06-24,11156
2017-06-25,10611
2017-06-26,10080
2017-06-27,9576
2017-06-28,9097
2017-06-29,8642
2017-06-30,8209
2017-07-01,7798
2017-07-02,7408
2017-07-03,7037
2017-07-04,6819
2017-07-05,7004
2017-07-06,7327
2017-07-07,7694
2017-07-08,8079
2017-07-13,8352
2017-07-14,8046
2017-07-15,8007
2017-07-16,7755
2017-07-17,7385
2017-07-18,7192
2017-07-19,7260
2017-07-20,7352
2017-07-21,7189
2017-07-22,7089
2017-07-23,7126
2017-07-24,7194
2017-07-25,6966
2017-07-26,6728
2017-07-27,6928
2017-07-28,6989
2017-07-29,6689
2017-07-30,6920
2017-07-31,7071
2017-08-01,7020
2017-08-02,6911
2017-08-03,6941
2017-08-04,6867
2017-08-05,6858
2017-08-06,6932
2017-08-09,6840
2017-08-10,6816
2017-08-11,6846
2017-08-12,6798
2017-08-13,6857
2017-08-14,6832
2017-08-15,6768
2017-08-16,6684
2017-08-17,6847
2017-08-18,6837
2017-08-19,6842
2017-08-20,6777
2017-08-21,6775
2017-08-22,6730
2017-08-23,6658
2017-08-24,6491
2017-08-25,6351
2017-08-26,6472
2017-08-27,6518
2017-08-28,6522
2017-08-29,6478
2017-08-30,6514
2017-08-31,6569
2017-09-01,6847
2017-09-02,6574
2017-09-03,6647
2017-09-04,6644
2017-09-05,6643
2017-09-06,6681
2017-09-07,6603
2017-09-08,6634
2017-09-09,6583
2017-09-10,6574
2017-09-11,6618
2017-09-12,6644
2017-09-13,6745
2017-09-14,6440
2017-09-15,6342
2017-09-16,6329
2017-09-17,6272
2017-09-18,6202
2017-09-19,6228
2017-09-20,6272
2017-09-21,6320
2017-09-22,6256
2017-09-23,6169
2017-09-24,6294
2017-09-25,6559
2017-09-26,6887
2017-09-27,7232
2017-09-28,7417
2017-09-29,7704
2017-09-30,7815
2017-10-01,7565
2017-10-02,7362
2017-10-03,7187
2017-10-04,7138
2017-10-05,7035
2017-10-06,6873
2017-10-07,6930
2017-10-08,7052
2017-10-09,7066
2017-10-10,6978
2017-10-11,7048
2017-10-12,6923
2017-10-13,6942
2017-10-14,6941
2017-10-15,7091
2017-10-16,7290
2017-10-17,7638
2017-10-18,7818
2017-10-19,7834
2017-10-20,7718
2017-10-21,7597
2017-10-22,7307
2017-10-23,6951
2017-10-24,6971
2017-10-25,6979
2017-10-26,6637
2017-10-27,6423
2017-10-28,6540
2017-10-29,6554
2017-10-30,6512
2017-10-31,6471
2017-11-01,6526
2017-11-02,6545
2017-11-03,6539
2017-11-04,6557
2017-11-05,6696
2017-11-06,6688
2017-11-07,6530
2017-11-08,6391
2017-11-09,6571
2017-11-10,6486
2017-11-11,6432
2017-11-12,6519
2017-11-13,6667
2017-11-14,6696
2017-11-15,6752
2017-11-16,6786
2017-11-17,6823
2017-11-18,6765
2017-11-19,6909
2017-11-20,7071
2017-11-21,7411
2017-11-22,7782
2017-11-23,8172
2017-11-24,8427
2017-11-25,8819
2017-11-26,8614
2017-11-27,8381
2017-11-28,8321
2017-11-29,8655
2017-11-30,8443
2017-12-01,8446
2017-12-02,8617
2017-12-03,8606
2017-12-04,8575
2017-12-05,8604
2017-12-10,8422
2017-12-11,8046
2017-12-12,7903
2017-12-13,7820
2017-12-14,7928
2017-12-15,8242
2017-12-16,8597
2017-12-17,8752
2017-12-18,8773
2017-12-19,9003
2017-12-20,9397
2017-12-21,9867
2017-12-22,10217
2017-12-23,10126
2017-12-24,9817
2017-12-25,10108
2017-12-26,10611
2017-12-27,11142
2017-12-28,11656
2017-12-29,12239
2017-12-30,12793
2017-12-31,13315
2018-01-01,13867
2018-01-02,14482
2018-01-03,14054
2018-01-04,13351
2018-01-05,12704
2018-01-06,12071
2018-01-07,12261
2018-01-08,12486
2018-01-09,12394
2018-01-10,12328
2018-01-11,12131
2018-01-12,12031
2018-01-13,11693
2018-01-14,11726
2018-01-15,11886
2018-01-16,11697
2018-01-17,11368
2018-01-18,10994
2018-01-19,10735
2018-01-20,10921
2018-01-21,11197
2018-01-22,11135
2018-01-23,11048
2018-01-24,10811
2018-01-25,10641
2018-01-26,10345
2018-01-27,10152
2018-01-28,10011
2018-01-29,10043
2018-01-30,10370
2018-01-31,10259
2018-02-01,10083
2018-02-02,10077
2018-02-03,9925
2018-02-04,10317
2018-02-05,10628
2018-02-06,10486
2018-02-07,10169
2018-02-08,9833
2018-02-09,10004
2018-02-10,9858
2018-02-11,9893
2018-02-12,9578
2018-02-13,9322
2018-02-14,9380
2018-02-15,9559
2018-02-16,9865
2018-02-17,10170
2018-02-18,10623
2018-02-19,10950
2018-02-20,11466
2018-02-21,12016
2018-02-22,12617
2018-02-23,12981
2018-02-24,13407
2018-02-25,13759
2018-02-26,13991
2018-02-27,14689
2018-02-28,14769
2018-03-01,14138
2018-03-02,13431
2018-03-03,12759
2018-03-04,12176
2018-03-05,11953
2018-03-06,12394
2018-03-07,12990
2018-03-08,13180
2018-03-09,13335
2018-03-10,13597
2018-03-11,14124
2018-03-12,14029
2018-03-13,13653
2018-03-14,12970
2018-03-15,12321
2018-03-16,11704
2018-03-17,11118
2018-03-18,10593
2018-03-20,10955
2018-03-21,11006
2018-03-23,10889
2018-03-24,10802
2018-03-27,10254
2018-03-28,10435
2018-03-29,10757
2018-03-30,10776
2018-03-31,10956
2018-04-01,10902
2018-04-02,10904
2018-04-03,10774
2018-04-04,10607
2018-04-05,10604
2018-04-06,10739
2018-04-08,10159
2018-04-09,10165
2018-04-10,10356
2018-04-11,10057
2018-04-12,9584
2018-04-13,9734
2018-04-14,9886
2018-04-16,9887
2018-04-17,9641
2018-04-18,9549
2018-04-19,9657
2018-04-20,9750
2018-04-21,10123
2018-04-22,9859
2018-04-23,9830
2018-04-24,9730
2018-04-25,9852
2018-04-26,10055
2018-04-27,10044
2018-04-28,10280
2018-04-29,10415
2018-04-30,10309
2018-05-02,10136
2018-05-03,10060
2018-05-04,10005
2018-05-05,10229
2018-05-06,10428
2018-05-07,10420
2018-05-08,10335
2018-05-09,10328
2018-05-10,10182
2018-05-11,9917
2018-05-12,10166
2018-05-13,10213
2018-05-14,10177
2018-05-15,10272
2018-05-16,10547
2018-05-17,10912
2018-05-18,11405
2018-05-19,11976
2018-05-20,12575
2018-05-21,13204
2018-05-22,13803
2018-05-23,14027
2018-05-24,14006
2018-05-25,14027
2018-05-26,14103
2018-05-27,14531
2018-05-28,15246
2018-05-29,15873
2018-05-30,16428
2018-05-31,16967
2018-06-01,17816
2018-06-02,18224
2018-06-03,19118
2018-06-04,19936
2018-06-05,20933
2018-06-06,21024
2018-06-07,19995
2018-06-08,18995
2018-06-09,18045
2018-06-10,17142
2018-06-11,16284
2018-06-12,15644
2018-06-13,15801
2018-06-14,16552
2018-06-15,16822
2018-06-16,16730
2018-06-17,16421
2018-06-18,17090
2018-06-19,17252
2018-06-20,16622
2018-06-21,16781
2018-06-22,16450
2018-06-23,16458
2018-06-24,16423
2018-06-25,16212
2018-06-26,16077
2018-06-27,16215
2018-06-28,16472
2018-06-29,16456
2018-06-30,16468
2018-07-01,17195
2018-07-02,17093
2018-07-03,17688
2018-07-04,18562
2018-07-05,19491
2018-07-06,20236
2018-07-07,19929
2018-07-08,19769
2018-07-09,19044
2018-07-10,18479
2018-07-11,18552
2018-07-12,19060
2018-07-13,19322
2018-07-14,19917
2018-07-15,20913
2018-07-16,21354
2018-07-17,21582
2018-07-18,22660
2018-07-19,23087
2018-07-20,22469
2018-07-21,22215
2018-07-22,22058
2018-07-23,21714
2018-07-24,20843
2018-07-25,20306
2018-07-26,19500
2018-07-27,18565
2018-07-28,17679
2018-07-29,16849
2018-07-30,16602
2018-07-31,16518
2018-08-01,16234
2018-08-02,15966
2018-08-03,15846
2018-08-04,15636
2018-08-05,15610
2018-08-06,15628
2018-08-07,15430
2018-08-08,15111
2018-08-09,15013
2018-08-10,14837
2018-08-11,14812
2018-08-12,15239
2018-08-14,16392
2018-08-16,16961
2018-08-17,16186
2018-08-18,15841
2018-08-19,15711
2018-08-20,15606
2018-08-21,16251
2018-08-22,16736
2018-08-23,16637
2018-08-24,16897
2018-08-25,17141
2018-08-26,16957
2018-08-27,16779
2018-08-28,16319
2018-08-29,15873
2018-08-30,15717
2018-08-31,15637
2018-09-01,15805
2018-09-02,16079
2018-09-03,16101
2018-09-04,15770
2018-09-05,15863
2018-09-06,16008
2018-09-07,15454
2018-09-08,15191
2018-09-09,14751
2018-09-10,14541
2018-09-11,14354
2018-09-12,14066
2018-09-13,13517
2018-09-14,13895
2018-09-15,14562
2018-09-16,15291
2018-09-17,15532
2018-09-18,15010
2018-09-19,14601
2018-09-20,14571
2018-09-21,14510
2018-09-22,14349
2018-09-23,14202
2018-09-24,14152
2018-09-25,14101
2018-09-26,13983
2018-09-27,14089
2018-09-28,14293
2018-09-29,13809
2018-09-30,13875
2018-10-02,13902
2018-10-03,13604
2018-10-04,13585
2018-10-05,13418
2018-10-06,13700
2018-10-07,13927
2018-10-08,14016
2018-10-09,14149
2018-10-10,14155
2018-10-11,14159
2018-10-12,14125
2018-10-13,14109
2018-10-14,14253
2018-10-15,14347
2018-10-16,14179
2018-10-17,14350
2018-10-18,14319
2018-10-19,14852
2018-10-20,15594
2018-10-21,16351
2018-10-22,16879
2018-10-23,16958
2018-10-24,17644
2018-10-25,17699
2018-10-26,17879
2018-10-27,18410
2018-10-28,17929
2018-10-29,18488
2018-10-30,18620
2018-10-31,18484
2018-11-01,18735
2018-11-03,19726
2018-11-04,20066
2018-11-05,19488
2018-11-06,19179
2018-11-07,19271
2018-11-08,19476
2018-11-09,19520
2018-11-10,19477
2018-11-11,19151
2018-11-12,19213
2018-11-13,19621
2018-11-14,20603
2018-11-15,21599
2018-11-16,22679
2018-11-17,23752
2018-11-18,24936
2018-11-19,26183
2018-11-20,27492
2018-11-21,28867
2018-11-22,28953
2018-11-23,27505
2018-11-24,26129
2018-11-25,24822
2018-11-26,23580
2018-11-27,22401
2018-11-28,21280
2018-11-29,20216
2018-12-01,18252
2018-12-02,18126
2018-12-03,18057
2018-12-04,17946
2018-12-05,18013
2018-12-07,19586
2018-12-09,19458
2018-12-10,19107
2018-12-11,19229
2018-12-12,18836
2018-12-13,18967
2018-12-14,19602
2018-12-15,20489
2018-12-16,21513
2018-12-17,21836
2018-12-18,22569
2018-12-19,22855
2018-12-20,22273
2018-12-21,21692
2018-12-22,22519
2018-12-23,23567
2018-12-24,24746
2018-12-25,25984
2018-12-26,27284
2018-12-27,28585
2018-12-28,30002
2018-12-29,31502
2018-12-30,33078
2018-12-31,34731
2019-01-01,36468
2019-01-02,36202
2019-01-03,34391
2019-01-04,32671
2019-01-05,31037
2019-01-06,29485
2019-01-08,26609
2019-01-10,24014
2019-01-11,22813
2019-01-12,21672
2019-01-13,20831
2019-01-14,20463
2019-01-15,20696
2019-01-16,19967
2019-01-17,19461
2019-01-18,18945
2019-01-19,19262
2019-01-20,20032
2019-01-22,20404
2019-01-23,19996
2019-01-24,19754
2019-01-25,19361
2019-01-26,19383
2019-01-27,20036
2019-01-28,19903
2019-01-29,19642
2019-01-30,19772
2019-01-31,20459
2019-02-01,21482
2019-02-02,22527
2019-02-03,22360
2019-02-04,21472
2019-02-05,21369
2019-02-06,20964
2019-02-07,21425
2019-02-08,22178
2019-02-09,22146
2019-02-10,22037
2019-02-11,21070
2019-02-12,20057
2019-02-13,20614
2019-02-14,21632
2019-02-15,22646
2019-02-16,23766
2019-02-17,24809
2019-02-18,24308
2019-02-19,23099
2019-02-20,22169
2019-02-21,21146
2019-02-22,20888
2019-02-23,21415
2019-02-24,22110
2019-02-25,21574
2019-02-26,21416
2019-02-27,21515
2019-02-28,21357
2019-03-01,21456
2019-03-02,21202
2019-03-03,21028
2019-03-04,20841
2019-03-05,20676
2019-03-06,20441
2019-03-07,20776
2019-03-08,21112
2019-03-09,21478
2019-03-10,21817
2019-03-11,21855
2019-03-12,21489
2019-03-13,21320
2019-03-14,21440
2019-03-15,21692
2019-03-16,21977
2019-03-17,21852
2019-03-18,21679
2019-03-19,21101
2019-03-20,20757
2019-03-21,20935
2019-03-22,21275
2019-03-23,21144
2019-03-24,21132
2019-03-25,21399
2019-03-26,21370
2019-03-27,21211
2019-03-28,20820
2019-03-29,20672
2019-03-30,20737
2019-03-31,20948
2019-04-01,21319
2019-04-02,21170
2019-04-03,21151
2019-04-04,21242
2019-04-05,21435
2019-04-06,21402
2019-04-07,21342
2019-04-08,21217
2019-04-09,20696
2019-04-10,20858
2019-04-11,20762
2019-04-12,20590
2019-04-13,20606
2019-04-14,20546
2019-04-15,20048
2019-04-16,19728
2019-04-17,19510
2019-04-18,18949
2019-04-19,18773
2019-04-20,19046
2019-04-21,19684
2019-04-22,19816
2019-04-23,19349
2019-04-24,19093
2019-04-25,19110
2019-04-26,19009
2019-04-27,19174
2019-04-28,19405
2019-04-29,18574
2019-04-30,18475
2019-05-01,18125
2019-05-02,17248
2019-05-03,16816
2019-05-04,16787
2019-05-05,16708
2019-05-06,16579
2019-05-07,16326
