date_obj,Light%20infinity%20colour%20kit price
2015-09-16,40427
2015-09-17,40427
2015-09-18,40034
2015-09-19,40034
2015-09-20,39442
2015-09-21,39442
2015-09-22,39539
2015-09-23,39539
2015-09-24,39275
2015-09-25,39275
2015-09-27,39780
2015-09-28,40555
2015-09-29,40555
2015-09-30,40510
2015-10-05,41167
2015-10-06,40441
2015-10-07,40441
2015-10-08,40259
2015-10-09,40259
2015-10-10,40259
2015-10-11,39659
2015-10-12,39659
2015-10-13,39659
2015-10-14,39245
2015-10-15,39245
2015-10-16,38777
2015-10-17,38777
2015-10-18,38777
2015-10-19,38145
2015-10-20,38145
2015-10-22,38090
2015-10-23,38090
2015-10-24,36909
2015-10-25,36909
2015-10-26,35745
2015-10-27,35745
2015-10-29,34253
2015-10-30,34253
2015-10-31,34253
2015-11-01,32852
2015-11-02,32852
2015-11-03,32637
2015-11-04,32637
2015-11-05,32637
2015-11-06,31556
2015-11-07,31556
2015-11-08,31336
2015-11-09,31336
2015-11-10,31336
2015-11-11,30872
2015-11-12,30872
2015-11-13,30872
2015-11-14,30777
2015-11-15,30777
2015-11-16,31164
2015-11-17,31164
2015-11-18,31875
2015-11-19,31875
2015-11-20,31954
2015-11-21,31954
2015-11-22,32660
2015-11-23,32660
2015-11-24,32660
2015-11-25,33769
2015-11-26,33769
2015-11-27,33769
2015-11-28,35061
2015-11-29,35061
2015-11-30,36425
2015-12-01,36425
2015-12-02,36425
2015-12-03,37496
2015-12-04,37496
2015-12-05,37496
2015-12-06,38625
2015-12-07,38625
2015-12-08,40149
2015-12-09,40149
2015-12-10,41521
2015-12-11,41521
2015-12-12,42478
2015-12-13,42478
2015-12-14,43058
2015-12-15,43058
2015-12-16,43433
2015-12-17,43433
2015-12-18,42679
2015-12-19,42679
2015-12-20,42709
2015-12-21,42709
2015-12-22,43142
2015-12-23,43142
2015-12-24,43775
2015-12-25,43775
2015-12-26,44090
2015-12-27,44090
2015-12-28,44634
2015-12-29,44928
2015-12-30,44928
2015-12-31,44908
2016-01-01,44908
2016-01-02,44908
2016-01-03,44850
2016-01-04,44850
2016-01-05,45319
2016-01-06,45319
2016-01-07,46074
2016-01-08,46074
2016-01-09,46074
2016-01-10,47091
2016-01-11,47091
2016-01-12,48771
2016-01-13,48771
2016-01-14,50126
2016-01-15,50126
2016-01-16,51914
2016-01-17,51914
2016-01-18,53028
2016-01-19,53028
2016-01-20,53551
2016-01-21,53551
2016-01-22,53551
2016-01-23,52501
2016-01-24,52501
2016-01-25,51723
2016-01-26,51723
2016-01-27,50835
2016-01-28,50835
2016-01-29,50295
2016-01-30,50295
2016-01-31,50890
2016-02-01,50890
2016-02-02,53126
2016-02-03,53126
2016-02-04,55736
2016-02-05,55736
2016-02-06,55736
2016-02-07,58489
2016-02-08,58489
2016-02-09,58489
2016-02-10,61170
2016-02-11,61170
2016-02-12,61170
2016-02-13,63583
2016-02-14,63583
2016-02-15,66491
2016-02-16,66491
2016-02-17,68318
2016-02-18,68318
2016-02-19,68318
2016-02-20,68833
2016-02-21,68833
2016-02-22,69659
2016-02-23,69659
2016-02-24,70299
2016-02-25,70299
2016-02-26,70299
2016-02-27,67302
2016-02-28,67302
2016-02-29,64287
2016-03-01,64287
2016-03-02,61510
2016-03-03,61510
2016-03-04,59557
2016-03-05,59557
2016-03-06,57934
2016-03-07,57934
2016-03-08,57934
2016-03-09,56640
2016-03-10,56640
2016-03-11,55645
2016-03-12,55645
2016-03-13,54875
2016-03-14,54875
2016-03-15,54106
2016-03-16,54106
2016-03-17,52444
2016-03-18,52444
2016-03-19,51198
2016-03-20,51198
2016-03-21,49312
2016-03-22,49312
2016-03-23,48517
2016-03-24,48517
2016-03-25,47424
2016-03-26,47424
2016-03-27,46093
2016-03-28,46093
2016-03-29,44988
2016-03-30,44988
2016-03-31,45225
2016-04-01,45225
2016-04-02,43096
2016-04-03,43096
2016-04-04,42188
2016-04-05,42188
2016-04-06,40169
2016-04-07,40169
2016-04-08,38184
2016-04-09,38184
2016-04-10,36843
2016-04-11,36843
2016-04-12,36843
2016-04-13,35304
2016-04-14,35304
2016-04-15,35240
2016-04-16,35240
2016-04-17,34522
2016-04-18,33978
2016-04-19,33978
2016-04-20,33402
2016-04-21,33402
2016-04-22,33402
2016-04-23,33529
2016-04-24,33529
2016-04-25,32953
2016-04-26,32953
2016-04-27,32533
2016-04-28,32533
2016-04-29,33138
2016-04-30,33138
2016-05-01,33303
2016-05-02,33303
2016-05-03,33025
2016-05-04,33025
2016-05-05,33186
2016-05-06,33186
2016-05-07,32748
2016-05-08,32748
2016-05-09,32235
2016-05-10,32235
2016-05-11,32565
2016-05-12,32565
2016-05-13,32498
2016-05-14,32498
2016-05-15,32545
2016-05-16,32545
2016-05-17,32632
2016-05-18,32632
2016-05-19,32763
2016-05-22,32753
2016-05-23,33222
2016-05-24,33222
2016-05-25,33374
2016-05-26,33374
2016-05-27,33422
2016-05-28,33422
2016-05-29,32716
2016-05-30,32716
2016-05-31,31356
2016-06-01,31356
2016-06-02,29899
2016-06-03,29899
2016-06-04,29105
2016-06-05,29105
2016-06-06,28779
2016-06-07,28779
2016-06-08,28779
2016-06-09,28335
2016-06-10,28335
2016-06-11,27225
2016-06-12,27225
2016-06-13,27060
2016-06-14,27060
2016-06-15,26259
2016-06-16,26259
2016-06-17,25732
2016-06-18,25732
2016-06-19,25003
2016-06-20,25003
2016-06-21,24074
2016-06-22,24074
2016-06-23,22976
2016-06-24,22976
2016-06-25,21867
2016-06-26,21867
2016-06-27,21867
2016-06-28,20881
2016-06-29,20881
2016-06-30,20458
2016-07-01,20226
2016-07-02,20226
2016-07-03,20226
2016-07-04,20110
2016-07-05,20110
2016-07-06,19879
2016-07-07,19879
2016-07-08,19615
2016-07-09,19615
2016-07-10,19572
2016-07-11,19572
2016-07-12,19345
2016-07-13,19345
2016-07-14,19077
2016-07-15,19077
2016-07-16,18814
2016-07-17,18814
2016-07-18,18462
2016-07-23,18036
2016-07-24,18036
2016-07-25,17870
2016-07-26,17870
2016-07-27,17870
2016-07-28,17714
2016-07-29,17714
2016-07-30,17648
2016-07-31,17648
2016-08-01,17648
2016-08-02,17299
2016-08-03,17299
2016-08-04,17299
2016-08-05,17474
2016-08-06,17474
2016-08-07,18175
2016-08-08,18175
2016-08-09,18817
2016-08-10,18817
2016-08-11,18817
2016-08-12,18950
2016-08-13,18950
2016-08-14,18950
2016-08-15,18557
2016-08-16,18557
2016-08-17,18237
2016-08-18,18237
2016-08-19,18237
2016-08-20,18967
2016-08-21,18967
2016-08-22,18967
2016-08-23,19754
2016-08-24,19754
2016-08-25,19754
2016-08-26,20656
2016-08-28,21383
2016-08-31,21834
2016-09-01,21834
2016-09-02,22501
2016-09-03,22501
2016-09-04,22543
2016-09-05,22543
2016-09-06,22116
2016-09-07,22116
2016-09-08,22116
2016-09-09,21706
2016-09-10,21706
2016-09-11,21404
2016-09-12,21404
2016-09-13,21007
2016-09-14,21007
2016-09-15,21007
2016-09-16,20273
2016-09-17,20273
2016-09-18,20273
2016-09-19,19727
2016-09-20,19727
2016-09-21,19727
2016-09-22,19385
2016-09-23,19385
2016-09-24,19385
2016-09-25,19143
2016-09-26,19143
2016-09-27,19143
2016-09-28,18840
2016-09-29,18840
2016-09-30,18666
2016-10-01,18666
2016-10-02,18666
2016-10-03,18656
2016-10-04,18656
2016-10-05,18656
2016-10-06,18421
2016-10-07,18421
2016-10-08,18421
2016-10-09,17631
2016-10-10,17631
2016-10-11,17631
2016-10-12,17037
2016-10-13,17037
2016-10-14,17142
2016-10-15,17142
2016-10-16,16622
2016-10-17,16622
2016-10-18,16622
2016-10-19,16599
2016-10-20,16599
2016-10-21,16479
2016-10-22,16479
2016-10-23,16479
2016-10-24,16322
2016-10-25,16322
2016-10-26,16322
2016-10-27,16571
2016-10-28,16571
2016-10-29,16571
2016-10-30,17029
2016-10-31,17029
2016-11-01,17029
2016-11-02,17426
2016-11-03,17426
2016-11-04,17426
2016-11-05,17945
2016-11-06,17945
2016-11-07,17945
2016-11-08,18614
2016-11-09,18614
2016-11-10,18614
2016-11-11,19032
2016-11-12,19032
2016-11-13,19032
2016-11-14,19078
2016-12-07,23103
2016-12-08,23103
2016-12-09,23414
2016-12-10,23414
2016-12-11,23414
2016-12-12,23312
2016-12-13,23312
2016-12-14,23312
2016-12-15,23312
2016-12-16,23472
2016-12-17,23472
2016-12-18,23495
2016-12-19,23495
2016-12-20,23789
2016-12-21,23789
2016-12-22,23789
2016-12-23,23363
2016-12-24,23363
2016-12-25,23363
2016-12-26,23032
2016-12-27,23032
2016-12-28,23032
2016-12-29,22790
2016-12-30,22790
2016-12-31,22790
2017-01-01,22790
2017-01-02,22790
2017-01-03,22790
2017-01-04,22519
2017-01-05,22519
2017-01-06,22519
2017-01-07,22135
2017-01-08,22135
2017-01-09,22135
2017-01-10,21904
2017-01-11,21904
2017-01-12,21905
2017-01-13,21905
2017-01-14,21905
2017-01-15,21612
2017-01-16,21612
2017-01-17,21683
2017-01-18,21683
2017-01-19,21892
2017-01-20,21892
2017-01-21,21541
2017-01-22,21541
2017-01-27,19599
2017-01-28,19599
2017-01-29,18833
2017-01-30,18833
2017-01-31,18321
2017-02-01,18321
2017-02-02,18676
2017-02-03,18676
2017-02-04,18412
2017-02-05,18412
2017-02-06,18412
2017-02-07,18870
2017-02-08,18870
2017-02-09,18870
2017-02-10,19524
2017-02-11,19524
2017-02-12,19524
2017-02-13,19693
2017-02-14,19693
2017-02-15,20044
2017-02-16,20044
2017-02-18,20382
2017-02-19,19920
2017-02-20,19920
2017-02-21,19920
2017-02-22,19954
2017-02-23,19954
2017-02-24,19954
2017-02-25,20055
2017-02-26,20055
2017-02-27,20055
2017-02-28,19690
2017-03-01,19690
2017-03-02,19122
2017-03-03,19122
2017-03-04,19210
2017-03-05,19210
2017-03-06,19137
2017-03-07,19137
2017-03-08,19137
2017-03-09,19162
2017-03-10,19162
2017-03-11,19094
2017-03-12,19094
2017-03-13,19094
2017-03-14,18736
2017-03-15,18736
2017-03-16,18736
2017-03-17,18336
2017-03-18,18336
2017-03-19,18250
2017-03-20,18250
2017-03-21,18431
2017-03-22,18431
2017-03-23,18431
2017-03-24,18540
2017-03-25,18540
2017-03-26,18540
2017-03-27,18652
2017-03-28,18652
2017-03-29,19203
2017-03-30,19203
2017-03-31,19053
2017-04-01,19053
2017-04-02,19053
2017-04-03,18917
2017-04-04,18917
2017-04-12,18781
2017-04-13,19013
2017-04-14,19013
2017-04-15,19138
2017-04-16,19138
2017-04-17,19363
2017-04-18,19363
2017-04-19,19231
2017-04-20,19231
2017-04-21,19231
2017-04-22,19385
2017-04-23,19385
2017-04-24,19553
2017-04-25,19395
2017-04-26,19395
2017-04-27,19395
2017-04-28,19338
2017-04-29,19338
2017-04-30,19198
2017-05-01,19198
2017-05-02,19167
2017-05-03,19167
2017-05-04,19152
2017-05-05,19152
2017-05-06,19102
2017-05-07,19102
2017-05-08,19102
2017-05-09,19053
2017-05-10,19053
2017-05-11,19053
2017-05-12,19191
2017-05-13,19191
2017-05-14,19382
2017-05-15,19382
2017-05-16,19382
2017-05-17,19438
2017-05-18,19438
2017-05-19,19438
2017-05-20,19304
2017-05-21,19304
2017-05-22,19304
2017-05-23,18846
2017-05-24,18846
2017-05-25,18713
2017-05-26,18713
2017-05-27,18931
2017-05-28,18931
2017-05-29,18931
2017-05-30,19260
2017-05-31,19260
2017-06-01,19492
2017-06-02,19492
2017-06-03,19492
2017-06-06,18720
2017-06-07,18720
2017-06-08,18720
2017-06-09,18469
2017-06-10,18469
2017-06-11,18296
2017-06-12,18296
2017-06-13,18296
2017-06-14,18000
2017-06-15,18000
2017-06-16,18000
2017-06-17,18251
2017-06-18,18251
2017-06-19,18251
2017-06-20,17998
2017-06-21,17998
2017-06-22,17998
2017-06-23,18179
2017-06-24,18179
2017-06-25,18179
2017-06-26,18221
2017-06-27,18221
2017-06-28,18221
2017-06-29,18257
2017-06-30,18257
2017-07-01,18257
2017-07-02,18590
2017-07-03,18590
2017-07-04,18401
2017-07-05,18401
2017-07-06,18401
2017-07-07,18546
2017-07-08,18546
2017-07-13,17295
2017-07-14,17611
2017-07-15,17611
2017-07-16,17611
2017-07-17,18344
2017-07-18,18344
2017-07-19,18344
2017-07-20,19140
2017-07-21,19140
2017-07-22,19611
2017-07-23,19611
2017-07-24,20519
2017-07-25,20519
2017-07-26,21372
2017-07-27,21372
2017-07-28,21372
2017-07-29,22432
2017-07-30,22432
2017-07-31,23376
2017-08-01,23376
2017-08-02,24522
2017-08-03,24522
2017-08-04,24522
2017-08-05,25725
2017-08-06,25725
2017-08-09,26897
2017-08-10,27994
2017-08-11,27994
2017-08-12,27994
2017-08-13,29182
2017-08-14,29182
2017-08-15,30165
2017-08-17,30880
2017-08-18,30880
2017-08-19,30880
2017-08-20,31412
2017-08-21,31412
2017-08-22,30019
2017-08-23,30019
2017-08-24,30019
2017-08-25,29330
2017-08-26,29330
2017-08-27,28585
2017-08-28,28585
2017-08-29,28585
2017-08-30,28133
2017-08-31,28133
2017-09-01,28133
2017-09-02,27262
2017-09-03,27262
2017-09-04,27262
2017-09-05,26102
2017-09-06,26102
2017-09-07,26102
2017-09-08,25596
2017-09-09,25596
2017-09-10,25462
2017-09-11,25462
2017-09-12,25462
2017-09-13,25326
2017-09-14,25326
2017-09-15,25326
2017-09-16,25167
2017-09-17,25167
2017-09-19,25231
2017-09-20,25231
2017-09-21,25525
2017-09-22,25525
2017-09-23,25525
2017-09-24,25804
2017-09-25,25804
2017-09-26,26089
2017-09-27,26089
2017-09-28,26089
2017-09-29,26276
2017-09-30,26276
2017-10-01,26276
2017-10-02,26465
2017-10-03,26465
2017-10-04,26465
2017-10-05,26499
2017-10-06,26499
2017-10-07,26157
2017-10-08,26157
2017-10-09,26837
2017-10-10,26837
2017-10-11,26837
2017-10-12,27954
2017-10-13,27954
2017-10-14,28354
2017-10-15,28354
2017-10-16,27980
2017-10-17,27980
2017-10-18,27980
2017-10-19,27662
2017-10-20,27662
2017-10-21,27662
2017-10-22,27556
2017-10-23,27556
2017-10-24,27556
2017-10-25,26366
2017-10-26,26366
2017-10-27,25099
2017-10-28,25099
2017-10-29,23934
2017-10-30,23934
2017-10-31,22737
2017-11-01,22737
2017-11-02,22737
2017-11-03,21690
2017-11-04,21690
2017-11-05,20728
2017-11-06,20728
2017-11-07,19785
2017-11-08,19785
2017-11-09,19008
2017-11-10,19008
2017-11-11,19008
2017-11-12,18297
2017-11-13,18297
2017-11-14,18297
2017-11-15,17861
2017-11-16,17861
2017-11-17,17832
2017-11-18,17832
2017-11-19,17832
2017-11-20,17528
2017-11-21,17528
2017-11-22,17387
2017-11-23,17387
2017-11-24,17387
2017-11-25,16804
2017-11-26,16804
2017-11-27,16804
2017-11-28,16388
2017-11-29,16388
2017-11-30,16388
2017-12-01,15833
2017-12-02,15833
2017-12-03,15408
2017-12-04,15408
2017-12-05,14845
2017-12-06,14845
2017-12-07,14398
2017-12-08,14398
2017-12-09,14398
2017-12-10,13904
2017-12-11,13904
2017-12-12,13904
2017-12-14,13668
2017-12-15,13378
2017-12-16,13378
2017-12-17,13378
2017-12-18,13198
2017-12-19,13198
2017-12-20,13198
2017-12-21,13047
2017-12-22,13047
2017-12-23,13047
2017-12-24,12560
2017-12-25,12560
2017-12-26,12560
2017-12-27,12164
2017-12-28,12164
2017-12-29,12164
2017-12-30,11948
2017-12-31,11948
2018-01-01,11948
2018-01-02,11665
2018-01-03,11665
2018-01-04,11665
2018-01-05,11512
2018-01-06,11512
2018-01-07,11103
2018-01-08,11103
2018-01-09,10563
2018-01-10,10563
2018-01-11,10223
2018-01-12,10223
2018-01-13,10002
2018-01-14,10002
2018-01-15,9827
2018-01-16,9827
2018-01-17,9562
2018-01-18,9562
2018-01-19,9498
2018-01-20,9498
2018-01-21,9575
2018-01-22,9575
2018-01-23,9495
2018-01-25,9464
2018-01-26,9464
2018-01-27,9281
2018-01-28,9281
2018-01-29,9014
2018-01-31,9014
2018-02-01,9265
2018-02-02,9265
2018-02-03,9349
2018-02-04,9349
2018-02-05,9349
2018-02-06,9495
2018-02-07,9495
2018-02-08,9433
2018-02-09,9433
2018-02-10,9302
2018-02-11,9302
2018-02-12,9149
2018-02-13,9149
2018-02-14,9076
2018-02-15,9076
2018-02-16,9025
2018-02-17,9025
2018-02-18,9055
2018-02-19,9055
2018-02-20,9183
2018-02-21,9183
2018-02-22,9183
2018-02-23,9237
2018-02-24,9237
2018-02-25,9250
2018-02-26,9250
2018-02-27,9002
2018-02-28,9002
2018-03-01,8564
2018-03-02,8564
2018-03-03,8221
2018-03-04,8221
2018-03-05,8221
2018-03-06,8205
2018-03-07,8205
2018-03-08,8158
2018-03-09,8158
2018-03-10,8128
2018-03-11,8128
2018-03-12,8034
2018-03-13,8034
2018-03-14,7998
2018-03-15,7998
2018-03-16,7998
2018-03-17,8016
2018-03-18,8016
2018-03-19,8016
2018-03-20,7994
2018-03-21,7994
2018-03-23,7967
2018-03-24,7967
2018-03-25,7655
2018-03-26,7655
2018-03-27,7502
2018-03-28,7502
2018-03-29,7502
2018-03-30,7466
2018-03-31,7466
2018-04-01,7466
2018-04-02,7366
2018-04-03,7366
2018-04-04,7389
2018-04-05,7389
2018-04-06,7479
2018-04-07,7479
2018-04-08,7479
2018-04-09,7592
2018-04-10,7592
2018-04-11,7592
2018-04-12,7484
2018-04-13,7484
2018-04-14,7484
2018-04-15,7472
2018-04-16,7472
2018-04-17,7209
2018-04-18,7209
2018-04-19,7209
2018-04-20,7123
2018-04-21,7123
2018-04-22,7123
2018-04-23,6981
2018-04-24,6981
2018-04-25,6981
2018-04-26,6791
2018-04-27,6791
2018-04-28,6673
2018-04-29,6673
2018-04-30,6673
2018-05-01,6491
2018-05-04,6364
2018-05-05,6364
2018-05-06,6301
2018-05-08,6205
2018-05-09,6205
2018-05-10,6102
2018-05-11,6102
2018-05-12,6102
2018-05-13,6048
2018-05-14,6048
2018-05-15,6048
2018-05-16,5885
2018-05-17,5885
2018-05-18,5749
2018-05-19,5749
2018-05-20,5703
2018-05-21,5703
2018-05-22,5722
2018-05-23,5722
2018-05-24,5722
2018-05-25,5558
2018-05-26,5558
2018-05-27,5464
2018-05-28,5464
2018-05-29,5468
2018-05-30,5468
2018-05-31,5433
2018-06-01,5433
2018-06-02,5463
2018-06-03,5463
2018-06-04,5463
2018-06-05,5400
2018-06-06,5400
2018-06-07,5400
2018-06-08,5262
2018-06-09,5262
2018-06-10,5262
2018-06-11,5188
2018-06-12,5188
2018-06-13,5230
2018-06-14,5230
2018-06-15,5230
2018-06-16,5322
2018-06-17,5322
2018-06-18,5331
2018-06-19,5331
2018-06-20,5331
2018-06-21,5379
2018-06-22,5379
2018-06-23,5484
2018-06-24,5484
2018-06-25,5678
2018-06-26,5678
2018-06-27,5678
2018-06-28,5674
2018-06-29,5674
2018-06-30,5674
2018-07-01,5882
2018-07-02,5882
2018-07-03,5882
2018-07-04,5935
2018-07-05,5935
2018-07-06,5935
2018-07-07,5827
2018-07-08,5827
2018-07-09,5687
2018-07-10,5687
2018-07-11,5622
2018-07-12,5622
2018-07-13,5583
2018-07-14,5583
2018-07-15,5473
2018-07-16,5473
2018-07-17,5277
2018-07-18,5277
2018-07-19,5277
2018-07-20,5039
2018-07-21,5039
2018-07-22,4830
2018-07-23,4674
2018-07-24,4674
2018-07-25,4652
2018-07-26,4652
2018-07-27,4554
2018-07-28,4554
2018-07-29,4554
2018-07-30,4484
2018-07-31,4484
2018-08-01,4458
2018-08-02,4458
2018-08-03,4491
2018-08-04,4491
2018-08-05,4482
2018-08-06,4482
2018-08-07,4495
2018-08-08,4495
2018-08-09,4562
2018-08-10,4562
2018-08-11,4562
2018-08-12,4572
2018-08-14,4656
2018-08-16,4656
2018-08-17,4683
2018-08-18,4683
2018-08-19,4683
2018-08-20,4861
2018-08-21,4861
2018-08-22,5056
2018-08-23,5056
2018-08-24,5220
2018-08-25,5220
2018-08-26,5414
2018-08-27,5414
2018-08-28,5448
2018-08-29,5448
2018-08-30,5448
2018-08-31,5493
2018-09-01,5493
2018-09-02,5493
2018-09-03,5619
2018-09-04,5619
2018-09-05,5726
2018-09-06,5726
2018-09-07,5726
2018-09-08,5849
2018-09-09,5849
2018-09-10,5849
2018-09-11,5964
2018-09-12,5964
2018-09-13,6020
2018-09-14,6020
2018-09-15,6268
2018-09-16,6268
2018-09-17,6268
2018-09-18,6340
2018-09-19,6340
2018-09-20,6550
2018-09-21,6550
2018-09-22,6872
2018-09-23,6872
2018-09-24,7200
2018-09-25,7200
2018-09-26,7463
2018-09-27,7463
2018-09-28,7768
2018-09-29,7768
2018-09-30,8115
2018-10-02,8435
2018-10-03,8771
2018-10-04,8771
2018-10-05,8771
2018-10-06,9069
2018-10-07,9069
2018-10-08,9439
2018-10-09,9439
2018-10-10,9892
2018-10-11,9892
2018-10-12,10331
2018-10-13,10331
2018-10-14,10848
2018-10-15,10848
2018-10-16,11355
2018-10-17,11355
2018-10-18,11892
2018-10-19,11892
2018-10-20,12483
2018-10-21,12483
2018-10-22,13099
2018-10-23,13099
2018-10-24,13747
2018-10-25,13747
2018-10-26,14421
2018-10-27,14421
2018-10-28,15143
2018-10-29,15143
2018-10-30,15858
2018-10-31,15858
2018-11-01,15839
2018-11-03,15909
2018-11-04,15909
2018-11-05,16357
2018-11-06,16918
2018-11-07,16918
2018-11-08,17520
2018-11-09,17520
2018-11-10,18265
2018-11-11,18265
2018-11-12,19108
2018-11-13,19108
2018-11-14,20051
2018-11-15,20051
2018-11-16,20320
2018-11-17,20320
2018-11-18,20377
2018-11-19,20377
2018-11-20,20726
2018-11-21,20726
2018-11-22,21558
2018-11-23,21558
2018-11-24,21979
2018-11-25,21972
2018-11-26,21972
2018-11-27,21971
2018-11-28,21971
2018-11-29,22372
2018-12-01,22997
2018-12-02,22997
2018-12-03,23200
2018-12-04,24049
2018-12-05,24575
2018-12-07,24814
2018-12-09,24648
2018-12-10,24917
2018-12-11,24917
2018-12-12,24657
2018-12-13,24762
2018-12-14,24762
2018-12-15,25064
2018-12-16,25064
2018-12-17,24554
2018-12-18,24158
2018-12-19,24158
2018-12-20,23248
2018-12-21,23248
2018-12-22,22346
2018-12-23,22286
2018-12-24,22286
2018-12-25,22241
2018-12-26,22241
2018-12-27,21956
2018-12-28,21956
2018-12-29,21000
2018-12-30,21000
2018-12-31,20293
2019-01-01,20293
2019-01-02,19533
2019-01-03,19533
2019-01-04,18556
2019-01-05,17735
2019-01-06,17016
2019-01-08,16358
2019-01-10,15583
2019-01-11,15583
2019-01-12,14957
2019-01-13,14493
2019-01-14,14493
2019-01-15,14198
2019-01-16,14198
2019-01-17,13729
2019-01-18,13729
2019-01-19,13399
2019-01-20,12831
2019-01-21,12831
2019-01-22,12384
2019-01-23,12384
2019-01-24,11807
2019-01-25,11807
2019-01-26,11216
2019-01-27,11216
2019-01-28,10658
2019-01-29,10301
2019-01-30,10301
2019-01-31,9885
2019-02-01,9601
2019-02-02,9601
2019-02-03,9344
2019-02-04,9344
2019-02-05,8980
2019-02-06,8980
2019-02-07,8709
2019-02-08,8709
2019-02-09,8449
2019-02-10,8449
2019-02-11,8247
2019-02-12,8247
2019-02-13,8089
2019-02-14,8089
2019-02-15,7817
2019-02-16,7817
2019-02-17,7575
2019-02-18,7575
2019-02-19,7267
2019-02-20,7267
2019-02-21,7118
2019-02-22,7118
2019-02-23,6999
2019-02-24,6939
2019-02-25,6939
2019-02-26,6919
2019-02-27,6919
2019-02-28,6919
2019-03-01,6752
2019-03-02,6752
2019-03-03,6669
2019-03-04,6475
2019-03-05,6475
2019-03-06,6291
2019-03-07,6291
2019-03-08,6131
2019-03-09,6131
2019-03-10,5957
2019-03-11,5957
2019-03-12,5803
2019-03-13,5803
2019-03-14,5636
2019-03-15,5636
2019-03-16,5656
2019-03-17,5547
2019-03-18,5547
2019-03-19,5547
2019-03-20,5497
2019-03-21,5497
2019-03-22,5421
2019-03-23,5414
2019-03-24,5414
2019-03-25,5454
2019-03-26,5454
2019-03-27,5481
2019-03-28,5481
2019-03-29,5451
2019-03-30,5451
2019-03-31,5436
2019-04-01,5436
2019-04-02,5440
2019-04-03,5440
2019-04-04,5470
