date_obj,Zamorak%20robe%20top price
2019-04-09,304099
2019-04-10,310343
2019-04-11,309456
2019-04-12,306005
2019-04-13,305012
2019-04-14,296970
2019-04-15,285164
2019-04-16,277532
2019-04-17,263655
2019-04-18,250472
2019-04-19,239104
2019-04-20,231251
2019-04-21,223766
2019-04-22,215496
2019-04-23,204856
2019-04-24,196644
2019-04-25,191097
2019-04-26,189685
2019-04-27,191555
2019-04-28,192097
2019-04-29,193060
2019-04-30,192247
2019-05-01,192493
2019-05-02,186321
2019-05-03,181140
2019-05-04,177955
2019-05-05,178843
2019-05-06,187384
2019-05-07,196709
2019-05-08,205825
2019-05-09,214025
2019-05-10,219707
2019-05-11,224960
2019-05-12,230005
2019-05-13,238178
2019-05-14,247566
2019-05-15,259945
2019-05-16,272938
2019-05-17,282348
2019-05-18,289043
2019-05-19,298786
2019-05-20,310444
2019-05-21,317628
2019-05-22,319123
2019-05-23,313728
2019-05-24,307108
2019-05-25,299944
2019-05-26,296846
2019-05-27,293871
2019-05-28,295427
2019-05-29,288954
2019-05-30,284014
2019-05-31,282322
2019-06-01,281476
2019-06-02,281047
2019-06-03,278011
2019-06-04,279736
2019-06-05,284742
2019-06-06,285309
2019-06-07,285699
2019-06-08,285372
2019-06-09,280391
2019-06-10,284297
2019-06-11,275630
2019-06-12,275509
2019-06-13,281250
2019-06-14,284891
2019-06-15,285511
2019-06-16,294736
2019-06-17,301989
2019-06-18,304458
2019-06-19,303679
2019-06-20,302699
2019-06-21,305953
2019-06-22,309958
2019-06-23,308519
2019-06-24,308088
2019-06-25,309561
2019-06-26,309696
2019-06-27,309517
2019-06-28,307405
2019-06-29,304667
2019-06-30,296922
2019-07-01,290956
2019-07-02,287874
2019-07-03,283187
2019-07-04,278538
2019-07-05,273115
2019-07-06,272524
2019-07-07,264369
2019-07-08,259051
2019-07-09,247969
2019-07-10,239950
2019-07-11,240923
2019-07-12,241655
2019-07-13,236690
2019-07-14,239609
2019-07-15,238176
2019-07-16,239860
2019-07-17,241751
2019-07-18,242587
2019-07-19,242677
2019-07-20,239605
2019-07-21,231603
2019-07-22,226307
2019-07-23,224171
2019-07-24,217278
2019-07-25,213931
2019-07-26,213550
2019-07-27,213040
2019-07-28,211304
2019-07-29,208702
2019-07-30,210246
2019-07-31,209903
2019-08-01,209120
2019-08-02,208400
2019-08-03,207369
2019-08-04,210466
2019-08-05,208891
2019-08-06,209141
2019-08-07,209719
2019-08-08,209737
2019-08-09,211534
2019-08-10,213007
2019-08-11,216237
2019-08-12,220521
2019-08-13,223453
2019-08-14,225477
2019-08-15,227728
2019-08-16,233776
2019-08-17,238779
2019-08-18,244516
2019-08-19,247324
2019-08-20,250272
2019-08-21,253123
2019-08-22,253476
2019-08-23,253019
2019-08-24,251879
2019-08-24,251879
2019-08-25,248299
2019-08-25,248299
2019-08-26,248583
2019-08-26,248583
2019-08-27,251063
2019-08-27,251063
2019-08-28,250366
2019-08-29,252541
2019-08-30,253934
2019-08-31,258298
2019-09-01,259478
2019-09-02,265889
2019-09-03,270086
2019-09-04,272799
2019-09-05,281643
2019-09-06,288300
2019-09-07,294028
2019-09-08,300576
2019-09-09,303913
2019-09-10,302646
2019-09-11,304132
2019-09-12,311041
2019-09-13,319703
2019-09-14,322021
2019-09-15,326090
2019-09-16,327322
2019-09-17,332539
2019-09-18,331770
2019-09-19,333083
2019-09-20,336521
2019-09-21,331126
2019-09-22,322291
2019-09-23,312527
2019-09-24,302278
2019-09-25,295601
2019-09-26,287873
2019-09-27,279914
2019-09-28,279254
2019-09-29,280536
2019-09-30,282315
2019-10-01,283104
2019-10-02,288639
2019-10-03,286100
2019-10-04,287548
2019-10-05,284623
2019-10-06,286333
2019-10-07,283708
2019-10-08,279448
2019-10-09,285251
2019-10-10,284380
2019-10-11,283583
2019-10-12,284313
2019-10-13,281156
2019-10-14,272180
2019-10-15,268878
2019-10-16,275242
2019-10-17,282567
2019-10-18,286200
2019-10-19,286423
2019-10-20,283133
2019-10-21,279430
2019-10-22,274819
2019-10-23,275357
2019-10-24,273697
2019-10-25,275428
2019-10-26,272962
2019-10-27,273897
2019-10-28,277129
2019-10-29,277278
2019-10-30,280010
2019-10-31,281156
2019-11-01,281626
2019-11-02,285280
2019-11-03,287889
2019-11-04,287356
2019-11-05,287356
2019-11-06,288942
2019-11-07,288459
2019-11-08,287771
2019-11-09,288181
2019-11-10,289728
2019-11-11,289450
2019-11-12,287425
2019-11-13,287508
2019-11-14,286674
2019-11-15,288150
2019-11-16,291770
2019-11-17,291770
2019-11-18,292255
2019-11-19,298135
2019-11-20,298217
2019-11-21,301542
2019-11-22,303439
2019-11-23,300345
2019-11-24,292035
2019-11-25,282394
2019-11-26,277130
2019-11-27,272997
2019-11-28,273434
2019-11-29,271562
2019-11-30,273479
2019-12-01,275401
2019-12-02,276979
2019-12-03,277959
2019-12-04,277228
2019-12-05,277259
2019-12-06,281071
2019-12-07,285991
2019-12-08,288634
2019-12-09,294585
2019-12-10,304651
2019-12-11,316132
2019-12-12,321753
2019-12-13,326007
2019-12-14,325742
2019-12-15,324306
2019-12-16,314193
2019-12-17,310214
2019-12-18,306080
2019-12-19,308446
2019-12-20,307482
2019-12-21,315269
2019-12-22,323222
2019-12-23,330990
2019-12-24,335538
2019-12-25,334950
2019-12-26,339919
2019-12-27,348794
2019-12-28,357396
2019-12-29,361126
2019-12-30,372053
2019-12-31,381643
2020-01-01,386831
2020-01-02,375517
2020-01-03,373520
2020-01-04,374446
2020-01-05,373525
2020-01-06,376066
2020-01-07,381630
2020-01-08,381169
2020-01-09,382569
2020-01-10,372986
2020-01-11,373447
2020-01-12,384620
2020-01-13,394647
2020-01-14,392211
2020-01-15,395283
2020-01-16,396187
2020-01-17,395387
2020-01-18,405587
2020-01-19,406423
2020-01-20,407804
2020-01-21,410153
2020-01-22,405853
2020-01-23,403978
2020-01-24,405803
2020-01-25,404379
2020-01-26,405560
2020-01-27,406834
2020-01-28,411481
2020-01-29,410815
2020-01-30,407634
2020-01-31,409448
2020-02-01,400235
2020-02-02,398961
2020-02-03,394098
2020-02-04,392262
2020-02-05,393843
2020-02-06,392633
2020-02-07,393157
2020-02-08,385930
2020-02-09,379480
2020-02-10,378802
2020-02-11,374027
2020-02-12,371064
2020-02-13,371698
2020-02-14,374929
2020-02-15,377125
2020-02-16,377835
2020-02-17,380536
2020-02-18,377935
2020-02-19,378392
2020-02-20,373943
2020-02-21,373943
2020-02-22,376710
2020-02-23,375449
2020-02-24,373145
2020-02-25,371503
2020-02-26,374245
2020-02-27,373589
2020-02-28,371129
2020-02-29,372107
2020-03-01,373217
2020-03-02,382769
2020-03-03,382327
2020-03-04,379727
2020-03-05,380201
2020-03-06,381358
2020-03-07,376580
2020-03-08,379564
2020-03-09,379402
2020-03-10,380353
2020-03-11,379595
2020-03-12,381113
2020-03-13,379890
2020-03-14,381984
2020-03-15,381597
2020-03-16,379257
2020-03-17,378269
2020-03-18,380385
2020-03-19,379915
2020-03-20,371585
2020-03-21,374947
2020-03-22,375732
2020-03-23,363718
2020-03-24,355246
2020-03-25,350854
2020-03-26,362826
2020-03-27,371728
2020-03-28,385311
2020-03-29,400354
2020-03-30,403032
2020-03-31,404226
2020-04-01,411907
2020-04-02,406958
2020-04-03,405056
2020-04-04,400019
2020-04-05,400430
2020-04-06,410400
2020-04-07,422061
2020-04-08,429182
2020-04-09,436023
2020-04-10,437298
2020-04-11,432355
2020-04-12,437626
2020-04-13,436077
2020-04-14,428498
2020-04-15,427427
2020-04-16,425555
2020-04-17,427805
2020-04-18,432558
2020-04-19,431483
2020-04-20,430414
2020-04-21,428304
2020-04-22,427279
2020-04-23,422830
2020-04-24,423076
2020-04-25,412798
2020-04-26,412188
2020-04-27,412232
2020-04-28,419236
2020-04-29,415573
2020-04-30,410362
2020-05-01,416718
2020-05-02,419241
2020-05-03,416255
2020-05-04,423872
2020-05-05,433855
2020-05-06,438379
2020-05-07,448320
2020-05-08,447249
2020-05-09,452673
2020-05-10,460424
2020-05-11,464984
2020-05-12,464538
2020-05-13,464591
