date_obj,Jangerberries price
2016-06-29,351
2016-06-30,351
2016-07-01,351
2016-07-02,351
2016-07-03,351
2016-07-04,356
2016-07-05,356
2016-07-06,356
2016-07-07,356
2016-07-08,356
2016-07-09,372
2016-07-10,372
2016-07-11,372
2016-07-12,372
2016-07-13,372
2016-07-14,374
2016-07-15,374
2016-07-16,374
2016-07-17,374
2016-07-18,374
2016-07-23,381
2016-07-24,381
2016-07-25,381
2016-07-26,369
2016-07-27,369
2016-07-28,369
2016-07-29,369
2016-07-30,369
2016-07-31,369
2016-08-01,370
2016-08-02,370
2016-08-03,370
2016-08-04,370
2016-08-05,370
2016-08-06,370
2016-08-07,377
2016-08-08,377
2016-08-09,377
2016-08-10,377
2016-08-11,377
2016-08-12,377
2016-08-13,377
2016-08-14,366
2016-08-15,366
2016-08-16,366
2016-08-17,366
2016-08-18,366
2016-08-19,366
2016-08-20,364
2016-08-21,364
2016-08-22,364
2016-08-23,364
2016-08-24,364
2016-08-25,364
2016-08-26,364
2016-08-28,360
2016-08-31,360
2016-09-01,360
2016-09-02,360
2016-09-03,378
2016-09-04,378
2016-09-05,378
2016-09-06,378
2016-09-07,378
2016-09-08,378
2016-09-09,378
2016-09-10,397
2016-09-11,397
2016-09-12,397
2016-09-13,397
2016-09-14,397
2016-09-15,397
2016-09-16,397
2016-09-17,397
2016-09-18,398
2016-09-19,398
2016-09-20,398
2016-09-21,398
2016-09-22,398
2016-09-23,398
2016-09-24,398
2016-09-25,398
2016-09-26,418
2016-09-27,418
2016-09-28,418
2016-09-29,418
2016-09-30,418
2016-10-01,418
2016-10-02,418
2016-10-03,418
2016-10-04,439
2016-10-05,439
2016-10-06,439
2016-10-07,439
2016-10-08,439
2016-10-09,439
2016-10-10,439
2016-10-11,439
2016-10-12,457
2016-10-13,457
2016-10-14,457
2016-10-15,457
2016-10-16,457
2016-10-17,457
2016-10-18,457
2016-10-19,470
2016-10-20,470
2016-10-21,470
2016-10-22,470
2016-10-23,470
2016-10-24,470
2016-10-25,470
2016-10-26,466
2016-10-27,466
2016-10-28,466
2016-10-29,466
2016-10-30,466
2016-10-31,466
2016-11-01,466
2016-11-02,466
2016-11-03,451
2016-11-04,451
2016-11-05,451
2016-11-06,451
2016-11-07,451
2016-11-08,451
2016-11-09,451
2016-11-10,441
2016-11-11,441
2016-11-12,441
2016-11-13,441
2016-11-14,441
2016-12-07,403
2016-12-08,403
2016-12-09,403
2016-12-10,403
2016-12-11,386
2016-12-12,386
2016-12-13,386
2016-12-14,386
2016-12-15,386
2016-12-16,386
2016-12-17,396
2016-12-18,396
2016-12-19,396
2016-12-20,396
2016-12-21,396
2016-12-22,396
2016-12-23,406
2016-12-24,406
2016-12-25,406
2016-12-26,406
2016-12-27,406
2016-12-28,406
2016-12-29,413
2016-12-30,413
2016-12-31,413
2017-01-01,413
2017-01-02,413
2017-01-03,411
2017-01-04,411
2017-01-05,411
2017-01-06,411
2017-01-07,411
2017-01-08,424
2017-01-09,424
2017-01-10,424
2017-01-11,424
2017-01-12,431
2017-01-13,431
2017-01-14,431
2017-01-15,431
2017-01-16,431
2017-01-17,426
2017-01-18,426
2017-01-19,426
2017-01-20,426
2017-01-21,426
2017-01-22,448
2017-01-27,448
2017-01-28,448
2017-01-29,448
2017-01-30,448
2017-01-31,448
2017-02-01,435
2017-02-02,435
2017-02-03,435
2017-02-04,435
2017-02-05,435
2017-02-06,425
2017-02-07,425
2017-02-08,425
2017-02-09,425
2017-02-10,425
2017-02-11,406
2017-02-12,406
2017-02-13,406
2017-02-14,406
2017-02-15,406
2017-02-16,385
2017-02-18,385
2017-02-19,385
2017-02-20,385
2017-02-21,381
2017-02-22,381
2017-02-23,381
2017-02-24,381
2017-02-25,381
2017-02-26,381
2017-02-27,392
2017-02-28,392
2017-03-01,392
2017-03-02,392
2017-03-03,392
2017-03-04,396
2017-03-05,396
2017-03-06,396
2017-03-07,396
2017-03-08,396
2017-03-09,396
2017-03-10,389
2017-03-11,389
2017-03-12,389
2017-03-13,389
2017-03-14,404
2017-03-15,404
2017-03-16,404
2017-03-17,404
2017-03-18,404
2017-03-19,407
2017-03-20,407
2017-03-21,407
2017-03-22,407
2017-03-23,407
2017-03-24,416
2017-03-25,416
2017-03-26,416
2017-03-27,416
2017-03-28,416
2017-03-29,419
2017-03-30,419
2017-03-31,419
2017-04-01,419
2017-04-02,419
2017-04-03,427
2017-04-04,427
2017-04-12,433
2017-04-13,433
2017-04-14,433
2017-04-15,422
2017-04-16,422
2017-04-17,422
2017-04-18,422
2017-04-19,406
2017-04-20,406
2017-04-21,406
2017-04-22,406
2017-04-23,406
2017-04-24,406
2017-04-25,403
2017-04-26,403
2017-04-27,403
2017-04-28,403
2017-04-29,403
2017-04-30,403
2017-05-01,393
2017-05-02,393
2017-05-03,393
2017-05-04,393
2017-05-05,393
2017-05-06,375
2017-05-07,375
2017-05-08,375
2017-05-09,375
2017-05-10,375
2017-05-11,361
2017-05-12,361
2017-05-13,361
2017-05-14,361
2017-05-15,361
2017-05-16,343
2017-05-17,343
2017-05-18,343
2017-05-19,343
2017-05-20,343
2017-05-21,343
2017-05-22,331
2017-05-23,331
2017-05-24,331
2017-05-25,331
2017-05-26,331
2017-05-27,331
2017-05-28,335
2017-05-29,335
2017-05-30,335
2017-05-31,335
2017-06-01,335
2017-06-02,340
2017-06-03,340
2017-06-04,340
2017-06-06,340
2017-06-07,344
2017-06-08,344
2017-06-09,344
2017-06-10,344
2017-06-11,344
2017-06-12,344
2017-06-13,332
2017-06-14,332
2017-06-15,332
2017-06-16,332
2017-06-17,332
2017-06-18,332
2017-06-19,322
2017-06-20,322
2017-06-21,322
2017-06-22,322
2017-06-23,322
2017-06-24,322
2017-06-25,310
2017-06-26,310
2017-06-27,310
2017-06-28,310
2017-06-29,310
2017-06-30,294
2017-07-01,294
2017-07-02,294
2017-07-03,294
2017-07-04,294
2017-07-05,294
2017-07-06,287
2017-07-07,287
2017-07-08,287
2017-07-13,288
2017-07-14,288
2017-07-15,288
2017-07-16,288
2017-07-17,288
2017-07-18,293
2017-07-19,293
2017-07-20,293
2017-07-21,293
2017-07-22,293
2017-07-23,293
2017-07-24,294
2017-07-25,294
2017-07-26,294
2017-07-27,294
2017-07-28,294
2017-07-29,294
2017-07-30,290
2017-07-31,290
2017-08-01,290
2017-08-02,290
2017-08-03,290
2017-08-04,290
2017-08-05,289
2017-08-06,289
2017-08-09,289
2017-08-10,289
2017-08-11,282
2017-08-12,282
2017-08-13,282
2017-08-14,282
2017-08-15,282
2017-08-16,282
2017-08-17,271
2017-08-18,271
2017-08-19,271
2017-08-20,271
2017-08-21,271
2017-08-22,271
2017-08-23,257
2017-08-24,257
2017-08-25,257
2017-08-26,257
2017-08-27,257
2017-08-28,257
2017-08-29,253
2017-08-30,253
2017-08-31,253
2017-09-01,253
2017-09-02,253
2017-09-03,253
2017-09-04,251
2017-09-05,251
2017-09-06,251
2017-09-07,251
2017-09-08,251
2017-09-09,251
2017-09-10,245
2017-09-11,245
2017-09-12,245
2017-09-13,245
2017-09-14,245
2017-09-15,245
2017-09-16,245
2017-09-17,238
2017-09-19,238
2017-09-20,238
2017-09-21,238
2017-09-22,238
2017-09-23,243
2017-09-24,243
2017-09-25,243
2017-09-26,243
2017-09-27,243
2017-09-28,243
2017-09-29,246
2017-09-30,246
2017-10-01,246
2017-10-02,246
2017-10-03,246
2017-10-04,246
2017-10-05,258
2017-10-06,258
2017-10-07,258
2017-10-08,258
2017-10-09,258
2017-10-10,258
2017-10-11,271
2017-10-12,271
2017-10-13,271
2017-10-14,271
2017-10-15,271
2017-10-16,282
2017-10-17,282
2017-10-18,282
2017-10-19,282
2017-10-20,282
2017-10-21,288
2017-10-22,288
2017-10-23,288
2017-10-24,288
2017-10-25,288
2017-10-26,296
2017-10-27,296
2017-10-28,296
2017-10-29,296
2017-10-30,296
2017-10-31,296
2017-11-01,310
2017-11-02,310
2017-11-03,310
2017-11-04,310
2017-11-05,310
2017-11-06,310
2017-11-07,322
2017-11-08,322
2017-11-09,322
2017-11-10,322
2017-11-11,322
2017-11-12,334
2017-11-13,334
2017-11-14,334
2017-11-15,334
2017-11-16,334
2017-11-17,334
2017-11-18,350
2017-11-19,350
2017-11-20,350
2017-11-21,350
2017-11-22,350
2017-11-23,351
2017-11-24,351
2017-11-25,351
2017-11-26,351
2017-11-27,351
2017-11-28,351
2017-11-29,339
2017-11-30,339
2017-12-01,339
2017-12-02,339
2017-12-03,339
2017-12-04,339
2017-12-05,324
2017-12-06,324
2017-12-07,324
2017-12-08,324
2017-12-09,324
2017-12-10,324
2017-12-11,308
2017-12-12,308
2017-12-14,308
2017-12-15,308
2017-12-16,308
2017-12-17,293
2017-12-18,293
2017-12-19,293
2017-12-20,293
2017-12-21,293
2017-12-22,281
2017-12-23,281
2017-12-24,281
2017-12-25,281
2017-12-26,281
2017-12-27,267
2017-12-28,267
2017-12-29,267
2017-12-30,267
2017-12-31,267
2018-01-01,258
2018-01-02,258
2018-01-03,258
2018-01-04,258
2018-01-05,258
2018-01-06,252
2018-01-07,252
2018-01-08,252
2018-01-09,252
2018-01-10,252
2018-01-11,246
2018-01-12,246
2018-01-13,246
2018-01-14,246
2018-01-15,246
2018-01-16,234
2018-01-17,234
2018-01-18,234
2018-01-19,234
2018-01-20,234
2018-01-21,227
2018-01-22,227
2018-01-23,227
2018-01-25,215
2018-01-26,215
2018-01-27,215
2018-01-28,215
2018-01-29,218
2018-01-30,218
2018-01-31,218
2018-02-01,218
2018-02-02,218
2018-02-03,222
2018-02-04,222
2018-02-05,222
2018-02-06,222
2018-02-07,227
2018-02-08,227
2018-02-09,227
2018-02-10,227
2018-02-11,238
2018-02-12,238
2018-02-13,238
2018-02-14,238
2018-02-15,238
2018-02-16,249
2018-02-17,249
2018-02-18,249
2018-02-19,252
2018-02-20,252
2018-02-21,252
2018-02-22,252
2018-02-23,252
2018-02-24,262
2018-02-25,262
2018-02-26,262
2018-02-27,262
2018-02-28,275
2018-03-01,275
2018-03-02,275
2018-03-03,275
2018-03-04,278
2018-03-05,278
2018-03-06,278
2018-03-07,278
2018-03-08,288
2018-03-09,288
2018-03-10,288
2018-03-11,288
2018-03-12,293
2018-03-13,293
2018-03-14,293
2018-03-15,293
2018-03-16,293
2018-03-17,299
2018-03-18,299
2018-03-19,299
2018-03-20,299
2018-03-21,293
2018-03-23,293
2018-03-24,293
2018-03-25,302
2018-03-26,302
2018-03-27,302
2018-03-28,302
2018-03-29,302
2018-03-30,302
2018-03-31,302
2018-04-01,302
2018-04-02,294
2018-04-03,294
2018-04-04,294
2018-04-05,294
2018-04-06,287
2018-04-07,287
2018-04-08,287
2018-04-09,287
2018-04-10,287
2018-04-11,285
2018-04-12,285
2018-04-13,285
2018-04-14,285
2018-04-15,277
2018-04-16,277
2018-04-17,277
2018-04-18,277
2018-04-19,277
2018-04-20,282
2018-04-21,282
2018-04-22,282
2018-04-23,282
2018-04-24,282
2018-04-25,272
2018-04-26,272
2018-04-27,272
2018-04-28,272
2018-04-29,272
2018-04-30,268
2018-05-01,268
2018-05-04,268
2018-05-05,263
2018-05-06,263
2018-05-07,263
2018-05-08,263
2018-05-09,263
2018-05-10,258
2018-05-11,258
2018-05-12,258
2018-05-13,258
2018-05-14,258
2018-05-15,265
2018-05-16,265
2018-05-17,265
2018-05-18,265
2018-05-19,266
2018-05-20,266
2018-05-21,266
2018-05-22,266
2018-05-23,264
2018-05-24,264
2018-05-25,264
2018-05-26,264
2018-05-27,272
2018-05-28,272
2018-05-29,272
2018-05-30,272
2018-05-31,272
2018-06-01,272
2018-06-02,272
2018-06-03,272
2018-06-04,279
2018-06-05,279
2018-06-06,279
2018-06-07,279
2018-06-08,279
2018-06-09,279
2018-06-10,279
2018-06-11,279
2018-06-12,286
2018-06-13,286
2018-06-14,286
2018-06-15,286
2018-06-16,289
2018-06-17,289
2018-06-18,289
2018-06-19,279
2018-06-20,279
2018-06-21,279
2018-06-22,279
2018-06-23,279
2018-06-24,283
2018-06-25,283
2018-06-26,283
2018-06-27,283
2018-06-28,274
2018-06-29,274
2018-06-30,274
2018-07-01,274
2018-07-02,275
2018-07-03,275
2018-07-04,275
2018-07-05,275
2018-07-06,288
2018-07-07,288
2018-07-08,288
2018-07-09,288
2018-07-10,285
2018-07-11,285
2018-07-12,285
2018-07-13,285
2018-07-14,285
2018-07-15,290
2018-07-16,290
2018-07-17,290
2018-07-18,284
2018-07-19,284
2018-07-20,284
2018-07-21,284
2018-07-22,292
2018-07-23,292
2018-07-24,292
2018-07-25,292
2018-07-26,301
2018-07-27,301
2018-07-28,301
2018-07-29,307
2018-07-30,307
2018-07-31,307
2018-08-01,303
2018-08-02,303
2018-08-03,303
2018-08-04,294
2018-08-05,294
2018-08-06,294
2018-08-07,294
2018-08-08,283
2018-08-09,283
2018-08-10,283
2018-08-11,283
2018-08-12,277
2018-08-14,277
2018-08-16,270
2018-08-17,270
2018-08-18,270
2018-08-19,259
2018-08-20,259
2018-08-21,259
2018-08-22,249
2018-08-23,249
2018-08-24,249
2018-08-25,247
2018-08-26,247
2018-08-27,247
2018-08-28,241
2018-08-29,241
2018-08-30,241
2018-08-31,241
2018-09-01,240
2018-09-02,240
2018-09-03,240
2018-09-04,236
2018-09-05,236
2018-09-06,236
2018-09-07,236
2018-09-08,229
2018-09-09,229
2018-09-10,229
2018-09-11,229
2018-09-12,221
2018-09-13,221
2018-09-14,221
2018-09-15,210
2018-09-16,210
2018-09-17,210
2018-09-18,210
2018-09-19,201
2018-09-20,201
2018-09-21,201
2018-09-22,200
2018-09-23,200
2018-09-24,200
2018-09-25,200
2018-09-26,191
2018-09-27,191
2018-09-28,191
2018-09-29,191
2018-09-30,183
2018-10-02,183
2018-10-03,184
2018-10-04,184
2018-10-05,184
2018-10-06,176
2018-10-07,176
2018-10-08,176
2018-10-09,176
2018-10-10,173
2018-10-11,173
2018-10-12,173
2018-10-13,169
2018-10-14,169
2018-10-15,169
2018-10-16,169
2018-10-17,166
2018-10-18,166
2018-10-19,166
2018-10-20,166
2018-10-21,162
2018-10-22,162
2018-10-23,162
2018-10-24,155
2018-10-25,155
2018-10-26,155
2018-10-27,151
2018-10-28,151
2018-10-29,151
2018-10-30,151
2018-10-31,146
2018-11-01,146
2018-11-03,141
2018-11-04,141
2018-11-05,139
2018-11-06,139
2018-11-07,139
2018-11-08,134
2018-11-09,134
2018-11-10,130
2018-11-11,130
2018-11-12,124
2018-11-13,124
2018-11-14,124
2018-11-15,121
2018-11-16,121
2018-11-17,119
2018-11-18,119
2018-11-19,119
2018-11-20,116
2018-11-21,116
2018-11-22,111
2018-11-23,111
2018-11-24,105
2018-11-25,105
2018-11-26,107
2018-11-27,107
2018-11-28,103
2018-11-29,103
2018-12-01,98
2018-12-02,98
2018-12-03,98
2018-12-04,99
2018-12-05,99
2018-12-07,99
2018-12-09,101
2018-12-10,105
2018-12-11,105
2018-12-12,105
2018-12-13,111
2018-12-14,111
2018-12-15,111
2018-12-16,113
2018-12-17,113
2018-12-18,111
2018-12-19,111
2018-12-20,110
2018-12-21,110
2018-12-22,105
2018-12-23,105
2018-12-24,102
2018-12-25,102
2018-12-26,102
2018-12-27,99
2018-12-28,99
2018-12-29,100
2018-12-30,100
2018-12-31,101
2019-01-01,101
2019-01-02,103
2019-01-03,103
2019-01-04,102
2019-01-05,102
2019-01-06,100
2019-01-08,104
2019-01-10,109
2019-01-11,115
2019-01-12,121
2019-01-13,128
2019-01-14,135
2019-01-15,142
2019-01-16,150
2019-01-17,158
2019-01-18,166
2019-01-19,175
2019-01-20,184
2019-01-21,194
2019-01-22,204
2019-01-23,215
2019-01-24,226
2019-01-25,238
2019-01-26,250
2019-01-27,263
2019-01-28,277
2019-01-29,291
2019-01-30,306
2019-01-31,322
2019-02-01,339
2019-02-02,356
2019-02-03,374
2019-02-04,374
2019-02-05,393
2019-02-06,393
2019-02-07,407
2019-02-08,390
2019-02-09,379
2019-02-10,387
2019-02-11,406
2019-02-12,427
2019-02-13,443
2019-02-14,443
2019-02-15,448
2019-02-16,453
2019-02-17,455
2019-02-18,454
2019-02-19,439
2019-02-20,420
2019-02-21,411
2019-02-22,396
2019-02-23,377
2019-02-24,362
2019-02-25,349
2019-02-26,339
2019-02-27,327
2019-02-28,327
2019-03-01,322
2019-03-02,309
2019-03-03,296
2019-03-04,296
2019-03-05,311
2019-03-06,326
2019-03-07,322
2019-03-08,322
2019-03-09,313
2019-03-10,306
2019-03-11,308
2019-03-12,324
2019-03-13,324
2019-03-14,341
2019-03-15,341
2019-03-16,355
2019-03-17,358
2019-03-18,358
2019-03-19,344
2019-03-20,333
2019-03-21,323
2019-03-22,323
2019-03-23,330
2019-03-24,347
2019-03-25,347
2019-03-26,340
2019-03-27,340
2019-03-28,335
2019-03-29,345
2019-03-30,345
2019-03-31,363
2019-04-01,376
2019-04-02,376
2019-04-03,368
2019-04-04,371
2019-04-05,371
2019-04-06,363
2019-04-07,348
2019-04-08,334
2019-04-09,334
2019-04-10,323
2019-04-11,308
2019-04-12,295
2019-04-13,288
2019-04-14,290
2019-04-15,290
2019-04-16,288
2019-04-17,288
2019-04-18,289
2019-04-19,289
2019-04-20,285
2019-04-21,285
2019-04-22,297
2019-04-23,307
2019-04-24,307
2019-04-25,312
2019-04-26,315
2019-04-27,315
2019-04-28,323
2019-04-29,323
2019-04-30,314
2019-05-01,314
2019-05-02,311
2019-05-03,321
2019-05-04,331
2019-05-05,331
2019-05-06,339
2019-05-07,329
2019-05-08,329
2019-05-09,325
2019-05-10,309
2019-05-11,309
2019-05-12,313
2019-05-13,312
2019-05-14,314
2019-05-15,314
2019-05-16,328
2019-05-17,328
2019-05-18,341
2019-05-19,341
2019-05-20,351
2019-05-21,351
2019-05-22,345
2019-05-23,331
2019-05-24,331
2019-05-25,315
2019-05-26,315
2019-05-27,308
2019-05-28,308
2019-05-29,303
2019-05-30,303
2019-05-31,303
2019-06-01,303
2019-06-02,302
2019-06-03,302
2019-06-04,299
2019-06-05,299
2019-06-06,298
2019-06-07,298
2019-06-08,296
2019-06-09,295
2019-06-10,295
2019-06-11,303
2019-06-12,303
2019-06-13,301
2019-06-14,301
2019-06-15,296
2019-06-16,294
2019-06-17,294
2019-06-18,289
2019-06-19,289
2019-06-20,288
2019-06-21,288
2019-06-22,282
2019-06-23,268
2019-06-24,268
2019-06-25,255
2019-06-26,255
2019-06-27,243
2019-06-28,243
2019-06-29,230
2019-06-30,223
2019-07-01,223
2019-07-02,220
2019-07-03,220
2019-07-04,217
2019-07-05,217
2019-07-06,216
2019-07-07,216
2019-07-08,221
2019-07-09,221
2019-07-10,219
2019-07-11,219
2019-07-12,220
2019-07-13,220
2019-07-14,222
2019-07-15,222
2019-07-16,229
2019-07-17,239
2019-07-18,239
2019-07-19,251
2019-07-20,251
2019-07-21,253
2019-07-22,253
2019-07-23,264
2019-07-24,264
2019-07-25,268
2019-07-26,268
2019-07-27,282
2019-07-28,282
2019-07-29,297
2019-07-30,297
2019-07-31,312
2019-08-01,312
2019-08-02,328
2019-08-03,345
2019-08-04,345
2019-08-05,362
2019-08-06,362
2019-08-07,373
2019-08-08,373
2019-08-09,388
2019-08-10,378
2019-08-11,378
2019-08-12,391
2019-08-13,391
2019-08-14,409
2019-08-15,409
2019-08-16,430
