date_obj,Rune%20trimmed%20set%20(sk) price
2015-03-26,310000
2015-03-27,310000
2015-03-28,310000
2015-03-29,310000
2015-03-30,310000
2015-03-31,310000
2015-04-01,310000
2015-04-02,310000
2015-04-03,310000
2015-04-04,310000
2015-04-05,310000
2015-04-06,310000
2015-04-07,310000
2015-04-08,310000
2015-04-09,310000
2015-04-10,310000
2015-04-11,310000
2015-04-12,310000
2015-04-13,310000
2015-04-14,310000
2015-04-15,310000
2015-04-16,310000
2015-04-17,310000
2015-04-18,310000
2015-04-19,310000
2015-04-20,310000
2015-04-21,310000
2015-04-22,310000
2015-04-23,310000
2015-04-24,310000
2015-04-25,310000
2015-04-26,310000
2015-04-27,310000
2015-04-28,310000
2015-04-29,310000
2015-04-30,310000
2015-05-01,310000
2015-05-02,310000
2015-05-03,310000
2015-05-04,310000
2015-05-05,310000
2015-05-06,310000
2015-05-07,310000
2015-05-08,310000
2015-05-09,310000
2015-05-10,310000
2015-05-11,310000
2015-05-12,310000
2015-05-13,310000
2015-05-14,310000
2015-05-15,310000
2015-05-16,310000
2015-05-17,310000
2015-05-18,310000
2015-05-19,310000
2015-05-20,310000
2015-05-21,310000
2015-05-22,310000
2015-05-23,310000
2015-05-24,310000
2015-05-25,310000
2015-05-26,310000
2015-05-27,310000
2015-05-28,300558
2015-05-29,300558
2015-05-30,300558
2015-05-31,300558
2015-06-01,300558
2015-06-02,300558
2015-06-03,300558
2015-06-04,300558
2015-06-05,300558
2015-06-06,300558
2015-06-07,300558
2015-06-08,300558
2015-06-09,300558
2015-06-10,300558
2015-06-11,300558
2015-06-12,300558
2015-06-13,300558
2015-06-14,300558
2015-06-15,300558
2015-06-16,300558
2015-06-17,300558
2015-06-18,300558
2015-06-19,300558
2015-06-20,300558
2015-06-21,300558
2015-06-22,300558
2015-06-23,300558
2015-06-24,300558
2015-06-25,300558
2015-06-26,300558
2015-06-27,300558
2015-06-28,300558
2015-06-29,300558
2015-06-30,300558
2015-07-01,300558
2015-07-02,300558
2015-07-03,300558
2015-07-04,300558
2015-07-05,300558
2015-07-06,300558
2015-07-07,300558
2015-07-08,300558
2015-07-09,300558
2015-07-10,300558
2015-07-11,300558
2015-07-12,300558
2015-07-13,300558
2015-07-14,300558
2015-07-15,300558
2015-07-16,300558
2015-07-17,300558
2015-07-18,300558
2015-07-19,300558
2015-07-20,300558
2015-07-21,300558
2015-07-22,300558
2015-07-23,300558
2015-07-24,286720
2015-07-25,286720
2015-07-26,286720
2015-07-27,286720
2015-07-28,286720
2015-07-29,286720
2015-07-30,286720
2015-07-31,286720
2015-08-01,286720
2015-08-02,286720
2015-08-03,286720
2015-08-04,286720
2015-08-05,286720
2015-08-06,286720
2015-08-07,286720
2015-08-08,286720
2015-08-09,286720
2015-08-10,286720
2015-08-11,286720
2015-08-12,286720
2015-08-13,286720
2015-08-14,286720
2015-08-15,286720
2015-08-16,286720
2015-08-17,286720
2015-08-18,286720
2015-08-19,286720
2015-08-20,286720
2015-08-21,286720
2015-08-22,286720
2015-08-23,286720
2015-08-24,286720
2015-08-25,286720
2015-08-26,286720
2015-08-27,286720
2015-08-28,286720
2015-08-29,286720
2015-08-30,286720
2015-08-31,286720
2015-09-01,286720
2015-09-02,286720
2015-09-03,286720
2015-09-04,286720
2015-09-05,286720
2015-09-06,286720
2015-09-07,286720
2015-09-08,286720
2015-09-09,286720
2015-09-10,286720
2015-09-11,286720
2015-09-12,286720
2015-09-13,286720
2015-09-14,286720
2015-09-15,274800
2015-09-16,274800
2015-09-17,274800
2015-09-18,274800
2015-09-19,274800
2015-09-20,274800
2015-09-21,274800
2015-09-22,274800
2015-09-23,274800
2015-09-24,274800
2015-09-25,274800
2015-09-27,274800
2015-09-28,274800
2015-09-29,274800
2015-09-30,274800
2015-10-05,274800
2015-10-06,274800
2015-10-07,274800
2015-10-08,274800
2015-10-09,274800
2015-10-10,274800
2015-10-11,274800
2015-10-12,274800
2015-10-13,274800
2015-10-14,274800
2015-10-15,274800
2015-10-16,274800
2015-10-17,274800
2015-10-18,274800
2015-10-19,274800
2015-10-20,274800
2015-10-22,274800
2015-10-23,274800
2015-10-24,274800
2015-10-25,274800
2015-10-26,274800
2015-10-27,274800
2015-10-29,274800
2015-10-30,274800
2015-10-31,274800
2015-11-01,274800
2015-11-02,274800
2015-11-03,274800
2015-11-04,274800
2015-11-05,262462
2015-11-06,262462
2015-11-07,262462
2015-11-08,262462
2015-11-09,262462
2015-11-10,262462
2015-11-11,262462
2015-11-12,262462
2015-11-13,262462
2015-11-14,262462
2015-11-15,262462
2015-11-16,262462
2015-11-17,262462
2015-11-18,262462
2015-11-19,262462
2015-11-20,262462
2015-11-21,262462
2015-11-22,262462
2015-11-23,262462
2015-11-24,262462
2015-11-25,262462
2015-11-26,262462
2015-11-27,262462
2015-11-28,262462
2015-11-29,262462
2015-11-30,262462
2015-12-01,262462
2015-12-02,262462
2015-12-03,262462
2015-12-04,262462
2015-12-05,262462
2015-12-06,262462
2015-12-07,262462
2015-12-08,262462
2015-12-09,262462
2015-12-10,262462
2015-12-11,262462
2015-12-12,262462
2015-12-13,262462
2015-12-14,262462
2015-12-15,262462
2015-12-16,251503
2015-12-17,251503
2015-12-18,251503
2015-12-19,251503
2015-12-20,251503
2015-12-21,251503
2015-12-22,251503
2015-12-23,251503
2015-12-24,251503
2015-12-25,251503
2015-12-26,251503
2015-12-27,251503
2015-12-28,251503
2015-12-29,251503
2015-12-30,251503
2015-12-31,251503
2016-01-01,251503
2016-01-02,251503
2016-01-03,251503
2016-01-04,251503
2016-01-05,251503
2016-01-06,251503
2016-01-07,251503
2016-01-08,251503
2016-01-09,251503
2016-01-10,251503
2016-01-11,251503
2016-01-12,251503
2016-01-13,251503
2016-01-14,251503
2016-01-15,251503
2016-01-16,251503
2016-01-17,251503
2016-01-18,251503
2016-01-19,251503
2016-01-20,251503
2016-01-21,251503
2016-01-22,251503
2016-01-23,242082
2016-01-24,242082
2016-01-25,242082
2016-01-26,242082
2016-01-27,242082
2016-01-28,242082
2016-01-29,242082
2016-01-30,242082
2016-01-31,242082
2016-02-01,242082
2016-02-02,242082
2016-02-03,242082
2016-02-04,242082
2016-02-05,242082
2016-02-06,242082
2016-02-07,242082
2016-02-08,242082
2016-02-09,242082
2016-02-10,242082
2016-02-11,242082
2016-02-12,242082
2016-02-13,242082
2016-02-14,242082
2016-02-15,242082
2016-02-16,242082
2016-02-17,242082
2016-02-18,242082
2016-02-19,242082
2016-02-20,242082
2016-02-21,242082
2016-02-22,242082
2016-02-23,242082
2016-02-24,242082
2016-02-25,242082
2016-02-26,242082
2016-02-27,242082
2016-02-28,242082
2016-02-29,242082
2016-03-01,231765
2016-03-02,231765
2016-03-03,231765
2016-03-04,231765
2016-03-05,231765
2016-03-06,231765
2016-03-07,231765
2016-03-08,231765
2016-03-09,231765
2016-03-10,231765
2016-03-11,231765
2016-03-12,231765
2016-03-13,231765
2016-03-14,231765
2016-03-15,231765
2016-03-16,231765
2016-03-17,231765
2016-03-18,231765
2016-03-19,231765
2016-03-20,231765
2016-03-21,231765
2016-03-22,231765
2016-03-23,231765
2016-03-24,231765
2016-03-25,231765
2016-03-26,231765
2016-03-27,220636
2016-03-28,220636
2016-03-29,220636
2016-03-30,220636
2016-03-31,220636
2016-04-01,220636
2016-04-02,220636
2016-04-03,220636
2016-04-04,220636
2016-04-05,220636
2016-04-06,220636
2016-04-07,220636
2016-04-08,220636
2016-04-09,220636
2016-04-10,220636
2016-04-11,220636
2016-04-12,220636
2016-04-13,220636
2016-04-14,220636
2016-04-15,220636
2016-04-16,220636
2016-04-17,220636
2016-04-18,220636
2016-04-19,220636
2016-04-20,220636
2016-04-21,220636
2016-04-22,220636
2016-04-23,220636
2016-04-24,220636
2016-04-25,220636
2016-04-26,220636
2016-04-27,220636
2016-04-28,220636
2016-04-29,220636
2016-04-30,220636
2016-05-01,220636
2016-05-02,213878
2016-05-03,213878
2016-05-04,213878
2016-05-05,213878
2016-05-06,213878
2016-05-07,213878
2016-05-08,213878
2016-05-09,213878
2016-05-10,213878
2016-05-11,213878
2016-05-12,213878
2016-05-13,213878
2016-05-14,213878
2016-05-15,213878
2016-05-16,213878
2016-05-17,213878
2016-05-18,213878
2016-05-19,213878
2016-05-22,213878
2016-05-23,213878
2016-05-24,213878
2016-05-25,213878
2016-05-26,213878
2016-05-27,213878
2016-05-28,213878
2016-05-29,213878
2016-05-30,213878
2016-05-31,213878
2016-06-01,213878
2016-06-02,213878
2016-06-03,213878
2016-06-04,213878
2016-06-05,213878
2016-06-06,213878
2016-06-07,204197
2016-06-08,204197
2016-06-09,204197
2016-06-10,204197
2016-06-11,204197
2016-06-12,204197
2016-06-13,204197
2016-06-14,204197
2016-06-15,204197
2016-06-16,204197
2016-06-17,204197
2016-06-18,204197
2016-06-19,204197
2016-06-20,204197
2016-06-21,204197
2016-06-22,204197
2016-06-23,204197
2016-06-24,204197
2016-06-25,204197
2016-06-26,204197
2016-06-27,204197
2016-06-28,204197
2016-06-29,204197
2016-06-30,204197
2016-07-01,204197
2016-07-02,204197
2016-07-03,204197
2016-07-04,204197
2016-07-05,204197
2016-07-06,194840
2016-07-07,194840
2016-07-08,194840
2016-07-09,194840
2016-07-10,194840
2016-07-11,194840
2016-07-12,194840
2016-07-13,194840
2016-07-14,194840
2016-07-15,194840
2016-07-16,194840
2016-07-17,194840
2016-07-18,194840
2016-07-23,194840
2016-07-24,194840
2016-07-25,194840
2016-07-26,194840
2016-07-27,194840
2016-07-28,194840
2016-07-29,194840
2016-07-30,194840
2016-07-31,194840
2016-08-01,194840
2016-08-02,194840
2016-08-03,194840
2016-08-04,194840
2016-08-05,194840
2016-08-06,194840
2016-08-07,194840
2016-08-08,194840
2016-08-09,194840
2016-08-10,194840
2016-08-11,194840
2016-08-12,189028
2016-08-13,189028
2016-08-14,189028
2016-08-15,189028
2016-08-16,189028
2016-08-17,189028
2016-08-18,189028
2016-08-19,189028
2016-08-20,189028
2016-08-21,189028
2016-08-22,189028
2016-08-23,189028
2016-08-24,189028
2016-08-25,189028
2016-08-26,189028
2016-08-28,189028
2016-08-31,189028
2016-09-01,189028
2016-09-02,189028
2016-09-03,189028
2016-09-04,189028
2016-09-05,189028
2016-09-06,189028
2016-09-07,189028
2016-09-08,189028
2016-09-09,189028
2016-09-10,189028
2016-09-11,189028
2016-09-12,189028
2016-09-13,189028
2016-09-14,189028
2016-09-15,189028
2016-09-16,189028
2016-09-17,189028
2016-09-18,189028
2016-09-19,189028
2016-09-20,184943
2016-09-21,184943
2016-09-22,184943
2016-09-23,184943
2016-09-24,184943
2016-09-25,184943
2016-09-26,184943
2016-09-27,184943
2016-09-28,184943
2016-09-29,184943
2016-09-30,184943
2016-10-01,184943
2016-10-02,184943
2016-10-03,184943
2016-10-04,184943
2016-10-05,184943
2016-10-06,184943
2016-10-07,184943
2016-10-08,184943
2016-10-09,184943
2016-10-10,184943
2016-10-11,184943
2016-10-12,184943
2016-10-13,184943
2016-10-14,184943
2016-10-15,184943
2016-10-16,184943
2016-10-17,184943
2016-10-18,184943
2016-10-19,184943
2016-10-20,184943
2016-10-21,184943
2016-10-22,184943
2016-10-23,184943
2016-10-24,184943
2016-10-25,184943
2016-10-26,184943
2016-10-27,184943
2016-10-28,184943
2016-10-29,184943
2016-10-30,183422
2016-10-31,183422
2016-11-01,183422
2016-11-02,183422
2016-11-03,183422
2016-11-04,183422
2016-11-05,183422
2016-11-06,183422
2016-11-07,183422
2016-11-08,183422
2016-11-09,183422
2016-11-10,183422
2016-11-11,183422
2016-11-12,183422
2016-11-13,183422
2016-11-14,183422
2016-12-08,183757
2016-12-09,183757
2016-12-10,183757
2016-12-11,183757
2016-12-12,183757
2016-12-13,183757
2016-12-14,183757
2016-12-15,183757
2016-12-16,183757
2016-12-17,183757
2016-12-18,183757
2016-12-19,183757
2016-12-20,183757
2016-12-21,183757
2016-12-22,183757
2016-12-23,183757
2016-12-24,183757
2016-12-25,183757
2016-12-26,183757
2016-12-27,183757
2016-12-28,183757
2016-12-29,183757
2016-12-30,183757
2016-12-31,183757
2017-01-01,183757
2017-01-02,183757
2017-01-03,183757
2017-01-04,183757
2017-01-05,183757
2017-01-06,183757
2017-01-07,183757
2017-01-08,181209
2017-01-09,181209
2017-01-10,181209
2017-01-11,181209
2017-01-12,181209
2017-01-13,181209
2017-01-14,181209
2017-01-15,181209
2017-01-16,181209
2017-01-17,181209
2017-01-18,181209
2017-01-19,181209
2017-01-20,181209
2017-01-21,181209
2017-01-22,181209
2017-01-27,181209
2017-01-28,181209
2017-01-29,181209
2017-01-30,181209
2017-01-31,181209
2017-02-01,181209
2017-02-02,181209
2017-02-03,181209
2017-02-04,181209
2017-02-05,181209
2017-02-06,181209
2017-02-07,181209
2017-02-08,181209
2017-02-09,181209
