date_obj,Steel%20gold-trimmed%20set%20(sk) price
2017-04-23,261279
2017-04-24,261279
2017-04-25,261279
2017-04-26,261279
2017-04-27,261279
2017-04-28,261279
2017-04-29,261279
2017-04-30,261279
2017-05-01,261279
2017-05-02,261279
2017-05-03,261279
2017-05-04,261279
2017-05-05,261279
2017-05-06,261279
2017-05-07,261279
2017-05-08,261279
2017-05-09,261279
2017-05-10,261279
2017-05-11,261279
2017-05-12,248589
2017-05-13,248589
2017-05-14,248589
2017-05-15,248589
2017-05-16,248589
2017-05-17,248589
2017-05-18,248589
2017-05-19,248589
2017-05-20,248589
2017-05-21,248589
2017-05-22,248589
2017-05-23,248589
2017-05-24,248589
2017-05-25,248589
2017-05-26,248589
2017-05-27,248589
2017-05-28,248589
2017-05-29,248589
2017-05-30,248589
2017-05-31,236911
2017-06-01,236911
2017-06-02,236911
2017-06-03,236911
2017-06-06,236911
2017-06-07,236911
2017-06-08,236911
2017-06-09,236911
2017-06-10,236911
2017-06-11,236911
2017-06-12,236911
2017-06-13,236911
2017-06-14,236911
2017-06-15,236911
2017-06-16,236911
2017-06-17,236911
2017-06-18,236911
2017-06-19,236911
2017-06-20,236911
2017-06-21,236911
2017-06-22,236911
2017-06-23,236911
2017-06-24,236911
2017-06-25,236911
2017-06-26,236911
2017-06-27,236911
2017-06-28,236911
2017-06-29,236911
2017-06-30,236911
2017-07-01,236911
2017-07-02,236911
2017-07-03,236911
2017-07-04,236911
2017-07-05,236911
2017-07-06,236911
2017-07-07,236911
2017-07-08,236911
2017-07-13,236911
2017-07-14,236911
2017-07-15,225584
2017-07-16,225584
2017-07-17,225584
2017-07-18,225584
2017-07-19,225584
2017-07-20,225584
2017-07-21,225584
2017-07-22,225584
2017-07-23,225584
2017-07-24,225584
2017-07-25,225584
2017-07-26,225584
2017-07-27,225584
2017-07-28,225584
2017-07-29,225584
2017-07-30,225584
2017-07-31,225584
2017-08-01,225584
2017-08-02,225584
2017-08-03,225584
2017-08-04,225584
2017-08-05,225584
2017-08-06,225584
2017-08-09,225584
2017-08-10,225584
2017-08-11,214865
2017-08-12,214865
2017-08-13,214865
2017-08-14,214865
2017-08-15,214865
2017-08-17,214865
2017-08-18,214865
2017-08-19,214865
2017-08-20,214865
2017-08-21,214865
2017-08-22,214865
2017-08-23,214865
2017-08-24,214865
2017-08-25,214865
2017-08-26,214865
2017-08-27,214865
2017-08-28,214865
2017-08-29,214865
2017-08-30,214865
2017-08-31,214865
2017-09-01,214865
2017-09-02,214865
2017-09-03,214865
2017-09-04,214865
2017-09-05,214865
2017-09-06,214865
2017-09-07,214865
2017-09-08,214865
2017-09-09,214865
2017-09-10,214865
2017-09-11,214865
2017-09-12,214865
2017-09-13,214865
2017-09-14,214865
2017-09-15,214865
2017-09-16,214865
2017-09-17,214865
2017-09-19,214865
2017-09-20,214865
2017-09-21,214865
2017-09-22,204656
2017-09-23,204656
2017-09-24,204656
2017-09-25,204656
2017-09-26,204656
2017-09-27,204656
2017-09-28,204656
2017-09-29,204656
2017-09-30,204656
2017-10-01,204656
2017-10-02,204656
2017-10-03,204656
2017-10-04,204656
2017-10-05,204656
2017-10-06,204656
2017-10-07,204656
2017-10-08,204656
2017-10-09,204656
2017-10-10,204656
2017-10-11,204656
2017-10-12,204656
2017-10-13,204656
2017-10-14,204656
2017-10-15,204656
2017-10-16,204656
2017-10-17,204656
2017-10-18,204656
2017-10-19,204656
2017-10-20,204656
2017-10-21,204656
2017-10-22,204656
2017-10-23,204656
2017-10-24,204656
2017-10-25,204656
2017-10-26,204656
2017-10-27,204656
2017-10-28,204656
2017-10-29,204656
2017-10-30,204656
2017-10-31,204656
2017-11-01,204656
2017-11-02,204656
2017-11-03,204656
2017-11-04,204656
2017-11-05,204656
2017-11-06,204656
2017-11-07,204656
2017-11-08,204656
2017-11-09,204656
2017-11-10,204656
2017-11-11,204656
2017-11-12,204656
2017-11-13,195379
2017-11-14,195379
2017-11-15,195379
2017-11-16,195379
2017-11-17,195379
2017-11-18,195379
2017-11-19,195379
2017-11-20,195379
2017-11-21,195379
2017-11-22,195379
2017-11-23,195379
2017-11-24,195379
2017-11-25,195379
2017-11-26,195379
2017-11-27,195379
2017-11-28,195379
2017-11-29,195379
2017-11-30,195379
2017-12-01,195379
2017-12-02,195379
2017-12-03,195379
2017-12-04,195379
2017-12-05,195379
2017-12-06,195379
2017-12-07,195379
2017-12-08,195379
2017-12-09,195379
2017-12-10,195379
2017-12-11,195379
2017-12-12,195379
2017-12-13,195379
2017-12-14,195379
2017-12-15,195379
2017-12-16,195379
2017-12-17,195379
2017-12-18,195379
2017-12-19,195379
2017-12-20,195379
2017-12-21,195379
2017-12-22,195379
2017-12-23,195379
2017-12-24,195379
2017-12-25,195379
2017-12-26,195379
2017-12-27,195379
2017-12-28,195379
2017-12-29,195379
2017-12-30,195379
2017-12-31,195379
2018-01-01,195379
2018-01-02,195379
2018-01-03,195379
2018-01-04,195379
2018-01-05,195379
2018-01-06,195379
2018-01-07,195379
2018-01-08,195379
2018-01-09,195379
2018-01-10,195379
2018-01-11,187052
2018-01-12,187052
2018-01-13,187052
2018-01-14,187052
2018-01-15,187052
2018-01-16,187052
2018-01-17,187052
2018-01-18,187052
2018-01-19,187052
2018-01-20,187052
2018-01-21,187052
2018-01-22,187052
2018-01-23,187052
2018-01-24,187052
2018-01-25,187052
2018-01-26,187052
2018-01-27,187052
2018-01-28,187052
2018-01-29,187052
2018-01-30,187052
2018-02-01,187052
2018-02-02,187052
2018-02-03,187052
2018-02-04,187052
2018-02-05,187052
2018-02-06,187052
2018-02-07,181820
2018-02-08,181820
2018-02-09,181820
2018-02-10,181820
2018-02-11,181820
2018-02-12,181820
2018-02-13,181820
2018-02-14,181820
2018-02-15,181820
2018-02-16,181820
2018-02-17,181820
2018-02-18,181820
2018-02-19,181820
2018-02-20,181820
2018-02-21,181820
2018-02-22,181820
2018-02-23,181820
2018-02-24,181820
2018-02-25,181820
2018-02-26,181820
2018-02-27,181820
2018-02-28,181820
2018-03-01,181820
2018-03-02,181820
2018-03-03,181820
2018-03-04,181820
2018-03-05,181820
2018-03-06,177507
2018-03-07,177507
2018-03-08,177507
2018-03-09,177507
2018-03-10,177507
2018-03-11,177507
2018-03-12,177507
2018-03-13,177507
2018-03-14,177507
2018-03-15,177507
2018-03-16,177507
2018-03-17,177507
2018-03-18,177507
2018-03-19,177507
2018-03-20,177507
2018-03-21,169971
2018-03-23,169971
2018-03-24,169971
2018-03-26,169971
2018-03-27,169971
2018-03-28,169971
2018-03-29,169971
2018-03-30,169971
2018-03-31,169971
2018-04-01,169971
2018-04-02,169971
2018-04-03,169971
2018-04-04,169971
2018-04-05,169971
2018-04-06,169971
2018-04-08,169971
2018-04-09,169971
2018-04-10,169971
2018-04-11,169971
2018-04-12,169971
2018-04-13,169971
2018-04-14,169971
2018-04-16,169971
2018-04-17,169971
2018-04-18,169971
2018-04-19,169971
2018-04-20,169971
2018-04-21,169971
2018-04-22,167024
2018-04-23,167024
2018-04-24,167024
2018-04-25,167024
2018-04-26,167024
2018-04-27,167024
2018-04-28,167024
2018-04-29,167024
2018-04-30,167024
2018-05-01,167024
2018-05-02,167024
2018-05-03,167024
2018-05-04,167024
2018-05-05,167024
2018-05-06,167024
2018-05-08,167024
2018-05-09,167024
2018-05-10,167024
2018-05-11,167024
2018-05-12,167024
2018-05-13,167024
2018-05-14,167024
2018-05-15,167024
2018-05-16,167024
2018-05-17,161926
2018-05-18,161926
2018-05-19,161926
2018-05-20,161926
2018-05-21,161926
2018-05-22,161926
2018-05-23,161926
2018-05-24,161926
2018-05-25,161926
2018-05-26,161926
2018-05-27,161926
2018-05-28,161926
2018-05-29,161926
2018-05-30,161926
2018-05-31,161926
2018-06-01,161926
2018-06-02,161926
2018-06-03,155587
2018-06-04,155587
2018-06-05,155587
2018-06-06,155587
2018-06-07,155587
2018-06-08,155587
2018-06-09,155587
2018-06-10,155587
2018-06-11,155587
2018-06-12,155587
2018-06-13,155587
2018-06-14,155587
2018-06-15,155587
2018-06-16,155587
2018-06-17,155587
2018-06-18,155587
2018-06-19,155587
2018-06-20,155587
2018-06-21,155587
2018-06-22,148313
2018-06-23,148313
2018-06-24,148313
2018-06-25,148313
2018-06-26,148313
2018-06-27,148313
2018-06-28,148313
2018-06-29,148313
2018-06-30,148313
2018-07-01,148313
2018-07-02,148313
2018-07-03,148313
2018-07-04,148313
2018-07-05,148313
2018-07-06,148313
2018-07-07,148313
2018-07-08,148313
2018-07-09,148313
2018-07-10,148313
2018-07-11,148313
2018-07-12,148313
2018-07-13,148313
2018-07-14,148313
2018-07-15,148313
2018-07-16,148313
2018-07-17,148313
2018-07-18,148313
2018-07-19,148313
2018-07-20,148313
2018-07-21,148313
2018-07-22,148313
2018-07-23,148313
2018-07-24,148313
2018-07-25,148313
2018-07-26,148313
2018-07-27,148313
2018-07-28,148313
2018-07-29,148313
2018-07-30,148313
2018-07-31,142013
2018-08-01,142013
2018-08-02,142013
2018-08-03,142013
2018-08-04,142013
2018-08-05,142013
2018-08-06,142013
2018-08-07,142013
2018-08-08,142013
2018-08-09,142013
2018-08-10,142013
2018-08-11,142013
2018-08-12,142013
2018-08-14,142013
2018-08-16,142013
2018-08-17,142013
2018-08-18,142013
2018-08-19,142013
2018-08-20,137948
2018-08-21,137948
2018-08-22,137948
2018-08-23,137948
2018-08-24,137948
2018-08-25,137948
2018-08-26,137948
2018-08-27,137948
2018-08-28,137948
2018-08-29,137948
2018-08-30,137948
2018-08-31,137948
2018-09-01,137948
2018-09-02,137948
2018-09-03,137948
2018-09-04,137948
2018-09-05,135649
2018-09-06,135649
2018-09-07,135649
2018-09-08,135649
2018-09-09,135649
2018-09-10,135649
2018-09-11,135649
2018-09-12,135649
2018-09-13,135649
2018-09-14,135649
2018-09-15,135649
2018-09-16,135649
2018-09-17,135649
2018-09-18,135649
2018-09-19,135649
2018-09-20,135649
2018-09-21,135649
2018-09-22,135649
2018-09-23,135649
2018-09-24,135649
2018-09-25,139195
2018-09-26,139195
2018-09-27,139195
2018-09-28,139195
2018-09-29,139195
2018-09-30,139195
2018-10-02,139195
2018-10-03,139195
2018-10-04,139195
2018-10-05,139195
2018-10-06,139195
2018-10-07,139195
2018-10-08,139195
2018-10-09,139195
2018-10-10,139195
2018-10-11,139195
2018-10-12,139195
2018-10-13,139195
2018-10-14,139195
2018-10-15,139195
2018-10-16,142222
2018-10-17,142222
2018-10-18,142222
2018-10-19,142222
2018-10-20,142222
2018-10-21,142222
2018-10-22,142222
2018-10-23,142222
2018-10-24,142222
2018-10-25,142222
2018-10-26,142222
2018-10-27,142222
2018-10-28,142222
2018-10-29,142222
2018-10-30,142222
2018-10-31,144407
2018-11-01,144407
2018-11-03,144407
2018-11-04,144407
2018-11-05,149800
2018-11-06,149800
2018-11-07,149800
2018-11-08,149800
2018-11-09,149800
2018-11-10,154379
2018-11-11,154379
2018-11-12,154379
2018-11-13,154379
2018-11-14,154379
2018-11-15,154379
2018-11-16,160287
2018-11-17,160287
2018-11-18,160287
2018-11-19,160287
2018-11-20,160287
2018-11-21,166333
2018-11-22,166333
2018-11-23,166333
2018-11-24,166333
2018-11-25,166333
2018-11-26,166333
2018-11-27,166333
2018-11-28,166333
2018-11-29,172426
2018-12-01,172426
2018-12-02,172426
2018-12-03,172426
2018-12-04,172426
2018-12-05,172426
2018-12-07,172426
2018-12-09,172426
2018-12-10,177317
2018-12-11,177317
2018-12-12,177317
2018-12-13,177317
2018-12-14,177317
2018-12-15,177317
2018-12-16,177317
2018-12-17,177317
2018-12-18,177317
2018-12-19,177317
2018-12-20,177317
2018-12-21,177317
2018-12-22,177317
2018-12-23,179458
2018-12-24,179458
2018-12-25,179458
2018-12-26,179458
2018-12-27,179458
2018-12-28,179458
2018-12-29,179458
2018-12-30,179458
2018-12-31,179458
2019-01-01,179458
2019-01-02,171428
2019-01-03,171428
2019-01-04,171428
2019-01-05,171428
2019-01-06,171428
2019-01-08,164468
2019-01-10,164468
2019-01-11,164468
2019-01-12,164468
2019-01-13,164468
2019-01-14,164468
2019-01-15,164468
2019-01-16,164468
2019-01-17,156662
2019-01-18,156662
2019-01-19,156662
2019-01-20,156662
2019-01-22,156662
2019-01-23,156662
2019-01-24,156662
2019-01-25,156662
2019-01-26,156662
2019-01-27,156662
2019-01-28,156662
2019-01-29,149840
2019-01-30,149840
2019-01-31,149840
2019-02-01,149840
2019-02-02,149840
2019-02-03,149840
2019-02-04,149840
2019-02-05,149840
2019-02-06,149840
2019-02-07,149840
2019-02-08,149840
2019-02-09,149840
2019-02-10,149840
2019-02-11,149840
2019-02-12,149840
2019-02-13,149840
2019-02-14,149840
2019-02-15,149943
2019-02-16,149943
2019-02-17,149943
2019-02-18,149943
2019-02-19,149943
2019-02-20,149943
2019-02-21,149943
2019-02-22,149943
2019-02-23,149943
2019-02-24,149943
2019-02-25,149943
2019-02-26,149943
2019-02-27,149943
2019-02-28,149943
2019-03-01,149943
2019-03-02,149943
2019-03-03,149943
2019-03-04,149943
2019-03-05,149943
2019-03-06,149943
2019-03-07,149943
2019-03-08,149943
2019-03-09,149943
2019-03-10,149943
2019-03-11,149943
2019-03-12,142857
2019-03-13,142857
2019-03-14,142857
2019-03-15,142857
2019-03-16,142857
2019-03-17,142857
2019-03-18,142857
2019-03-19,142857
2019-03-20,142857
2019-03-21,142857
2019-03-22,142857
2019-03-23,142857
2019-03-24,142857
2019-03-25,136626
2019-03-26,136626
2019-03-27,136626
2019-03-28,136626
2019-03-29,136626
2019-03-30,136626
2019-03-31,136626
2019-04-01,136626
2019-04-02,136626
2019-04-03,136626
2019-04-04,136626
2019-04-05,130194
2019-04-06,130194
2019-04-07,130194
2019-04-08,130194
2019-04-09,130194
2019-04-10,130194
2019-04-11,130194
2019-04-12,130194
2019-04-13,130194
2019-04-14,130194
2019-04-15,130194
2019-04-16,130194
2019-04-17,130194
2019-04-18,124844
2019-04-19,124844
2019-04-20,124844
2019-04-21,124844
2019-04-22,124844
2019-04-23,124844
2019-04-24,124844
2019-04-25,124844
2019-04-26,124844
2019-04-27,124844
2019-04-28,124844
2019-04-29,124844
2019-04-30,124844
2019-05-01,124844
2019-05-02,118834
2019-05-03,118834
2019-05-04,118834
2019-05-05,118834
2019-05-06,118834
2019-05-07,118834
2019-05-08,118834
2019-05-09,118834
2019-05-10,118834
2019-05-11,118834
2019-05-12,113211
2019-05-13,113211
2019-05-14,113211
2019-05-15,113211
2019-05-16,113211
2019-05-17,113211
2019-05-18,113211
2019-05-19,113211
2019-05-20,113211
2019-05-21,113211
2019-05-22,113211
2019-05-23,113211
2019-05-24,108135
2019-05-25,108135
2019-05-26,108135
2019-05-27,108135
2019-05-28,108135
2019-05-29,108135
2019-05-30,108135
2019-05-31,108135
2019-06-01,108135
2019-06-02,108135
2019-06-03,108135
2019-06-04,108135
2019-06-05,103111
2019-06-06,103111
2019-06-07,103111
2019-06-08,103111
2019-06-09,103111
2019-06-10,103111
2019-06-11,103111
2019-06-12,103111
2019-06-13,103111
2019-06-14,103111
2019-06-15,103111
2019-06-16,103111
2019-06-17,103111
2019-06-18,103111
2019-06-19,103111
2019-06-20,100313
2019-06-21,100313
2019-06-22,100313
2019-06-23,100313
2019-06-24,100313
2019-06-25,100313
2019-06-26,100313
2019-06-27,100313
2019-06-28,100313
2019-06-29,100313
2019-06-30,100313
2019-07-01,100313
2019-07-02,100313
2019-07-03,100313
2019-07-04,97251
2019-07-05,97251
2019-07-06,97251
2019-07-07,97251
2019-07-08,97251
2019-07-09,97251
2019-07-10,97251
2019-07-11,97251
2019-07-12,97251
2019-07-13,97251
2019-07-14,96638
2019-07-15,96638
2019-07-16,96638
2019-07-17,96638
2019-07-18,96638
2019-07-19,96638
2019-07-20,96638
2019-07-21,96638
2019-07-22,96638
2019-07-23,96638
2019-07-24,96638
2019-07-25,96638
2019-07-26,96638
2019-07-27,96638
2019-07-28,96638
2019-07-29,96638
2019-07-30,100576
2019-07-31,100576
2019-08-01,100576
2019-08-02,100576
2019-08-03,100576
2019-08-04,100576
2019-08-05,100576
2019-08-06,100576
2019-08-07,100576
2019-08-08,100576
2019-08-09,100576
2019-08-10,100576
2019-08-11,100576
2019-08-12,100576
2019-08-13,100576
2019-08-14,100576
2019-08-15,100576
2019-08-16,103071
2019-08-17,103071
2019-08-18,103071
2019-08-19,103071
2019-08-20,103071
2019-08-21,103071
2019-08-22,103071
2019-08-23,103071
2019-08-24,103071
2019-08-24,103071
2019-08-25,103071
2019-08-25,103071
2019-08-26,103071
2019-08-26,103071
2019-08-27,103071
2019-08-27,103071
2019-08-28,103071
2019-08-29,103071
2019-08-30,103071
2019-08-31,103071
2019-09-01,103071
2019-09-02,103071
2019-09-03,103071
2019-09-04,105093
2019-09-05,105093
2019-09-06,105093
2019-09-07,105093
2019-09-08,105093
2019-09-09,105093
2019-09-10,105093
2019-09-11,105093
2019-09-12,105093
2019-09-13,105093
2019-09-14,105093
2019-09-15,105093
2019-09-16,105093
2019-09-17,105093
2019-09-18,105093
2019-09-19,105093
2019-09-20,105093
2019-09-21,105093
2019-09-22,105093
2019-09-23,105093
2019-09-24,107899
2019-09-25,107899
2019-09-26,107899
2019-09-27,107899
2019-09-28,107899
2019-09-29,107899
2019-09-30,107899
2019-10-01,107899
2019-10-02,107899
2019-10-03,107899
2019-10-04,107899
2019-10-05,107899
2019-10-06,107899
2019-10-07,107899
2019-10-08,107899
2019-10-09,107899
2019-10-10,107899
2019-10-11,107899
2019-10-12,107899
2019-10-13,107899
2019-10-14,107899
2019-10-15,107899
2019-10-16,106736
2019-10-17,106736
2019-10-18,106736
2019-10-19,106736
2019-10-20,106736
2019-10-21,106736
2019-10-22,106736
2019-10-23,106736
2019-10-24,106736
2019-10-25,106736
2019-10-26,106736
2019-10-27,106736
2019-10-28,106736
2019-10-29,106736
2019-10-30,106736
2019-10-31,106736
2019-11-01,106736
2019-11-02,106736
2019-11-03,106736
2019-11-04,106736
2019-11-05,106736
2019-11-06,102745
2019-11-07,102745
2019-11-08,102745
2019-11-09,102745
2019-11-10,102745
2019-11-11,102745
2019-11-12,102745
2019-11-13,102745
2019-11-14,102745
2019-11-15,102745
2019-11-16,102745
2019-11-17,102745
2019-11-18,102745
2019-11-19,102745
2019-11-20,102745
2019-11-21,102745
2019-11-22,102745
2019-11-23,102745
2019-11-24,101527
2019-11-25,101527
2019-11-26,101527
2019-11-27,101527
2019-11-28,101527
2019-11-29,101527
2019-11-30,101527
2019-12-01,101527
2019-12-02,101527
2019-12-03,101527
2019-12-04,101527
2019-12-05,101527
2019-12-06,101527
2019-12-07,101527
2019-12-08,101527
2019-12-09,101527
2019-12-10,101527
2019-12-11,99909
2019-12-12,99909
2019-12-13,99909
2019-12-14,99909
2019-12-15,99909
2019-12-16,99909
2019-12-17,99909
2019-12-18,99909
2019-12-19,99909
2019-12-20,99909
2019-12-21,99909
2019-12-22,99909
2019-12-23,99909
2019-12-24,99909
2019-12-25,99909
2019-12-26,99909
2019-12-27,97243
2019-12-28,97243
2019-12-29,97243
2019-12-30,97243
2019-12-31,97243
2020-01-01,97243
2020-01-02,97243
2020-01-03,97243
2020-01-04,97243
2020-01-05,97243
2020-01-06,97243
2020-01-07,97243
2020-01-08,97243
2020-01-09,97243
2020-01-10,97243
2020-01-11,97288
2020-01-12,97288
2020-01-13,97288
2020-01-14,97288
2020-01-15,97288
2020-01-16,97288
2020-01-17,97288
2020-01-18,97288
2020-01-19,97288
2020-01-20,97288
2020-01-21,97288
2020-01-22,97288
2020-01-23,97288
2020-01-24,97288
2020-01-25,97288
2020-01-26,96979
2020-01-27,96979
2020-01-28,96979
2020-01-29,96979
2020-01-30,96979
2020-01-31,96979
2020-02-01,96979
2020-02-02,96979
2020-02-03,96979
2020-02-04,96979
2020-02-05,96979
2020-02-06,96979
2020-02-07,96979
2020-02-08,93175
2020-02-09,93175
2020-02-10,93175
2020-02-11,93175
2020-02-12,93175
2020-02-13,93175
2020-02-14,93175
2020-02-15,93175
2020-02-16,93175
2020-02-17,93175
2020-02-18,93175
2020-02-19,89432
2020-02-20,89432
2020-02-21,89432
2020-02-22,89432
2020-02-23,89432
2020-02-24,89432
2020-02-25,89432
2020-02-26,89432
2020-02-27,89432
2020-02-28,89432
2020-02-29,89432
2020-03-01,87116
2020-03-02,87116
2020-03-03,87116
2020-03-04,87116
2020-03-05,87116
2020-03-06,87116
2020-03-07,87116
2020-03-08,87116
2020-03-09,87116
2020-03-10,87116
2020-03-11,87116
2020-03-12,87116
2020-03-13,87116
2020-03-14,83828
2020-03-15,83828
2020-03-16,83828
2020-03-17,83828
2020-03-18,83828
2020-03-19,83828
2020-03-20,83828
2020-03-21,83828
2020-03-22,83828
2020-03-23,83828
2020-03-24,83407
2020-03-25,83407
2020-03-26,83407
2020-03-27,83407
2020-03-28,83407
2020-03-29,83407
2020-03-30,83407
2020-03-31,83407
2020-04-01,83407
2020-04-02,83407
2020-04-03,83407
2020-04-04,85096
2020-04-05,85096
2020-04-06,85096
2020-04-07,85096
2020-04-08,85096
2020-04-09,85096
2020-04-10,85096
2020-04-11,85096
2020-04-12,85096
2020-04-13,81905
2020-04-14,81905
2020-04-15,81905
2020-04-16,81905
2020-04-17,81905
2020-04-18,81905
2020-04-19,81905
2020-04-20,79781
2020-04-21,79781
2020-04-22,79781
2020-04-23,79781
2020-04-24,79781
2020-04-25,79781
2020-04-26,79781
2020-04-27,79781
2020-04-28,79781
2020-04-29,79781
2020-04-30,79177
2020-05-01,79177
2020-05-02,79177
2020-05-03,79177
2020-05-04,79177
2020-05-05,79177
2020-05-06,79177
2020-05-07,79177
2020-05-08,79177
2020-05-09,77701
2020-05-10,77701
2020-05-11,77701
2020-05-12,77701
2020-05-13,77701
